t,spd
1.000059e+00,1.000086e+00
2.800000e+00,1.000048e+00
1.000076e+00,1.000074e+00
1.000023e+00,9.999931e-01
1.000119e+00,1.000142e+00
1.000041e+00,1.000122e+00
9.999501e-01,9.999777e-01
9.999633e-01,9.999857e-01
1.000113e+00,1.000073e+00
1.000085e+00,2.850000e+00
1.000028e+00,1.000063e+00
1.000063e+00,1.000034e+00
1.000006e+00,1.000120e+00
1.000101e+00,1.000013e+00
1.000095e+00,9.999697e-01
9.999862e-01,9.999755e-01
9.999967e-01,1.000103e+00
1.000086e+00,1.000082e+00
2.900000e+00,1.000018e+00
1.000052e+00,1.000054e+00
1.000046e+00,1.000028e+00
1.000112e+00,1.000051e+00
9.999910e-01,1.000067e+00
9.999925e-01,1.000001e+00
9.999899e-01,1.000007e+00
1.000092e+00,1.000098e+00
1.000079e+00,2.950000e+00
1.000016e+00,1.000043e+00
1.000047e+00,1.000057e+00
1.000052e+00,1.000094e+00
1.000000e+00,9.999774e-01
1.000039e+00,1.000016e+00
1.000020e+00,1.000006e+00
1.000018e+00,1.000079e+00
1.000108e+00,1.000075e+00
3.000000e+00,1.000019e+00
1.000035e+00,1.000040e+00
1.000063e+00,1.000072e+00
1.000068e+00,9.999578e-01
9.999730e-01,1.000014e+00
1.000037e+00,1.000039e+00
1.000022e+00,1.000028e+00
1.000067e+00,1.000116e+00
1.000071e+00,3.050000e+00
1.000023e+00,1.000028e+00
1.000033e+00,1.000061e+00
1.000084e+00,1.000039e+00
9.999302e-01,9.999771e-01
9.999937e-01,1.000055e+00
1.000056e+00,1.000039e+00
1.000038e+00,1.000055e+00
1.000121e+00,1.000067e+00
3.100000e+00,1.000028e+00
1.000022e+00,1.000026e+00
1.000052e+00,1.000085e+00
1.000012e+00,9.999206e-01
9.999873e-01,9.999796e-01
1.000069e+00,1.000068e+00
1.000054e+00,1.000048e+00
1.000045e+00,1.000123e+00
1.000064e+00,3.150000e+00
1.000030e+00,1.000016e+00
1.000018e+00,1.000037e+00
1.000075e+00,9.999896e-01
9.999283e-01,1.000000e+00
9.999718e-01,1.000078e+00
1.000075e+00,1.000068e+00
1.000057e+00,1.000036e+00
1.000122e+00,1.000062e+00
3.200000e+00,1.000029e+00
1.000010e+00,1.000011e+00
1.000019e+00,1.000055e+00
9.999757e-01,9.999494e-01
1.000012e+00,9.999700e-01
1.000082e+00,1.000077e+00
1.000079e+00,1.000066e+00
1.000029e+00,1.000117e+00
1.000060e+00,3.250000e+00
1.000025e+00,1.000004e+00
1.000004e+00,9.999996e-01
1.000030e+00,9.999714e-01
9.999779e-01,1.000021e+00
9.999732e-01,1.000083e+00
1.000077e+00,1.000088e+00
1.000075e+00,1.000025e+00
1.000108e+00,1.000059e+00
3.300000e+00,1.000020e+00
9.999996e-01,9.999980e-01
9.999827e-01,1.000003e+00
9.999757e-01,1.000007e+00
1.000024e+00,9.999801e-01
1.000080e+00,1.000076e+00
1.000094e+00,1.000082e+00
1.000022e+00,1.000098e+00
1.000059e+00,3.350000e+00
1.000014e+00,9.999957e-01
9.999936e-01,9.999705e-01
9.999791e-01,9.999863e-01
1.000030e+00,1.000022e+00
9.999890e-01,1.000076e+00
1.000077e+00,1.000099e+00
1.000089e+00,1.000022e+00
1.000085e+00,1.000059e+00
3.400000e+00,1.000008e+00
9.999930e-01,9.999912e-01
9.999644e-01,9.999619e-01
1.000000e+00,1.000043e+00
1.000016e+00,9.999985e-01
1.000073e+00,1.000078e+00
1.000101e+00,1.000094e+00
1.000023e+00,1.000070e+00
1.000059e+00,3.450000e+00
1.000004e+00,9.999918e-01
9.999908e-01,9.999648e-01
9.999536e-01,1.000013e+00
1.000044e+00,1.000009e+00
1.000007e+00,1.000070e+00
1.000082e+00,1.000102e+00
1.000098e+00,1.000025e+00
1.000055e+00,1.000060e+00
3.500000e+00,1.000001e+00
9.999922e-01,9.999924e-01
9.999709e-01,9.999548e-01
1.000024e+00,1.000034e+00
1.000001e+00,1.000014e+00
1.000069e+00,1.000086e+00
1.000103e+00,1.000100e+00
1.000029e+00,1.000040e+00
1.000060e+00,3.550000e+00
1.000001e+00,9.999942e-01
9.999955e-01,9.999812e-01
9.999645e-01,1.000029e+00
1.000016e+00,9.999968e-01
1.000018e+00,1.000070e+00
1.000090e+00,1.000103e+00
1.000101e+00,1.000033e+00
1.000026e+00,1.000061e+00
3.600000e+00,1.000002e+00
9.999974e-01,9.999997e-01
9.999937e-01,9.999803e-01
1.000029e+00,9.999956e-01
9.999960e-01,1.000020e+00
1.000073e+00,1.000092e+00
1.000102e+00,1.000101e+00
1.000037e+00,1.000014e+00
1.000060e+00,3.650000e+00
1.000005e+00,1.000002e+00
1.000004e+00,1.000006e+00
9.999989e-01,1.000024e+00
9.999769e-01,9.999993e-01
1.000019e+00,1.000077e+00
1.000093e+00,1.000101e+00
1.000100e+00,1.000041e+00
1.000003e+00,1.000060e+00
3.700000e+00,1.000009e+00
1.000006e+00,1.000009e+00
1.000017e+00,1.000017e+00
1.000016e+00,9.999648e-01
1.000006e+00,1.000017e+00
1.000082e+00,1.000092e+00
1.000100e+00,1.000099e+00
1.000044e+00,9.999953e-01
1.000059e+00,3.750000e+00
1.000014e+00,1.000011e+00
1.000014e+00,1.000025e+00
1.000033e+00,1.000008e+00
9.999620e-01,1.000014e+00
1.000014e+00,1.000085e+00
1.000090e+00,1.000099e+00
1.000096e+00,1.000047e+00
9.999901e-01,1.000057e+00
3.800000e+00,1.000019e+00
1.000016e+00,1.000017e+00
1.000030e+00,1.000043e+00
1.000002e+00,9.999695e-01
1.000023e+00,1.000011e+00
1.000087e+00,1.000087e+00
1.000097e+00,1.000093e+00
1.000048e+00,9.999877e-01
1.000055e+00,3.850000e+00
1.000024e+00,1.000020e+00
1.000021e+00,1.000032e+00
1.000049e+00,1.000000e+00
9.999859e-01,1.000032e+00
1.000010e+00,1.000087e+00
1.000083e+00,1.000094e+00
1.000089e+00,1.000049e+00
9.999882e-01,1.000053e+00
3.900000e+00,1.000029e+00
1.000024e+00,1.000023e+00
1.000032e+00,1.000049e+00
1.000003e+00,1.000008e+00
1.000038e+00,1.000009e+00
1.000085e+00,1.000079e+00
1.000090e+00,1.000085e+00
1.000048e+00,9.999913e-01
1.000050e+00,3.950000e+00
1.000034e+00,1.000028e+00
1.000026e+00,1.000031e+00
1.000046e+00,1.000010e+00
1.000033e+00,1.000043e+00
1.000011e+00,1.000080e+00
1.000075e+00,1.000086e+00
1.000080e+00,1.000046e+00
9.999966e-01,1.000047e+00
4.000000e+00,1.000038e+00
1.000031e+00,1.000029e+00
1.000031e+00,1.000041e+00
1.000022e+00,1.000056e+00
1.000046e+00,1.000016e+00
1.000074e+00,1.000070e+00
1.000080e+00,1.000076e+00
1.000044e+00,1.000004e+00
1.000044e+00,4.050000e+00
1.000042e+00,1.000035e+00
1.000033e+00,1.000032e+00
1.000037e+00,1.000035e+00
1.000073e+00,1.000048e+00
1.000022e+00,1.000067e+00
1.000065e+00,1.000074e+00
1.000071e+00,1.000041e+00
1.000012e+00,1.000041e+00
4.100000e+00,1.000047e+00
1.000039e+00,1.000037e+00
1.000035e+00,1.000035e+00
1.000049e+00,1.000083e+00
1.000050e+00,1.000030e+00
1.000060e+00,1.000060e+00
1.000068e+00,1.000066e+00
1.000037e+00,1.000022e+00
1.000038e+00,4.150000e+00
1.000052e+00,1.000043e+00
1.000043e+00,1.000041e+00
1.000036e+00,1.000061e+00
1.000085e+00,1.000053e+00
1.000039e+00,1.000053e+00
1.000055e+00,1.000061e+00
1.000061e+00,1.000033e+00
1.000031e+00,1.000035e+00
4.200000e+00,1.000057e+00
1.000049e+00,1.000049e+00
1.000048e+00,1.000041e+00
1.000070e+00,1.000081e+00
1.000058e+00,1.000049e+00
1.000046e+00,1.000049e+00
1.000055e+00,1.000056e+00
1.000030e+00,1.000040e+00
1.000033e+00,4.250000e+00
1.000063e+00,1.000055e+00
1.000056e+00,1.000056e+00
1.000049e+00,1.000075e+00
1.000072e+00,1.000064e+00
1.000058e+00,1.000040e+00
1.000044e+00,1.000048e+00
1.000050e+00,1.000027e+00
1.000048e+00,1.000032e+00
4.300000e+00,1.000069e+00
1.000061e+00,1.000063e+00
1.000065e+00,1.000059e+00
1.000077e+00,1.000063e+00
1.000072e+00,1.000067e+00
1.000035e+00,1.000039e+00
1.000042e+00,1.000045e+00
1.000024e+00,1.000055e+00
1.000031e+00,4.350000e+00
1.000075e+00,1.000068e+00
1.000070e+00,1.000074e+00
1.000071e+00,1.000077e+00
1.000055e+00,1.000080e+00
1.000074e+00,1.000032e+00
1.000034e+00,1.000036e+00
1.000040e+00,1.000023e+00
1.000061e+00,1.000031e+00
4.400000e+00,1.000082e+00
1.000075e+00,1.000076e+00
1.000081e+00,1.000082e+00
1.000075e+00,1.000052e+00
1.000087e+00,1.000081e+00
1.000029e+00,1.000030e+00
1.000031e+00,1.000035e+00
1.000022e+00,1.000064e+00
1.000031e+00,4.450000e+00
1.000088e+00,1.000082e+00
1.000083e+00,1.000087e+00
1.000091e+00,1.000073e+00
1.000055e+00,1.000094e+00
1.000085e+00,1.000027e+00
1.000027e+00,1.000026e+00
1.000030e+00,1.000023e+00
1.000066e+00,1.000032e+00
4.500000e+00,1.000093e+00
1.000088e+00,1.000088e+00
1.000092e+00,1.000098e+00
1.000073e+00,1.000064e+00
1.000100e+00,1.000089e+00
1.000025e+00,1.000025e+00
1.000022e+00,1.000026e+00
1.000024e+00,1.000066e+00
1.000033e+00,4.550000e+00
1.000098e+00,1.000093e+00
1.000093e+00,1.000095e+00
1.000102e+00,1.000076e+00
1.000079e+00,1.000104e+00
1.000091e+00,1.000024e+00
1.000023e+00,1.000019e+00
1.000022e+00,1.000027e+00
1.000064e+00,1.000034e+00
4.600000e+00,1.000102e+00
1.000098e+00,1.000097e+00
1.000098e+00,1.000105e+00
1.000081e+00,1.000096e+00
1.000107e+00,1.000093e+00
1.000023e+00,1.000021e+00
1.000016e+00,1.000019e+00
1.000030e+00,1.000061e+00
1.000036e+00,4.650000e+00
1.000106e+00,1.000102e+00
1.000101e+00,1.000101e+00
1.000106e+00,1.000089e+00
1.000113e+00,1.000109e+00
1.000095e+00,1.000022e+00
1.000020e+00,1.000013e+00
1.000016e+00,1.000034e+00
1.000057e+00,1.000037e+00
4.700000e+00,1.000109e+00
1.000106e+00,1.000104e+00
1.000104e+00,1.000107e+00
1.000099e+00,1.000128e+00
1.000111e+00,1.000097e+00
1.000021e+00,1.000019e+00
1.000012e+00,1.000014e+00
1.000038e+00,1.000052e+00
1.000039e+00,4.750000e+00
1.000113e+00,1.000110e+00
1.000108e+00,1.000108e+00
1.000109e+00,1.000109e+00
1.000140e+00,1.000112e+00
1.000100e+00,1.000021e+00
1.000018e+00,1.000010e+00
1.000013e+00,1.000042e+00
1.000046e+00,1.000040e+00
4.800000e+00,1.000116e+00
1.000113e+00,1.000112e+00
1.000113e+00,1.000112e+00
1.000119e+00,1.000146e+00
1.000114e+00,1.000104e+00
1.000020e+00,1.000017e+00
1.000009e+00,1.000012e+00
1.000046e+00,1.000041e+00
1.000042e+00,4.850000e+00
1.000120e+00,1.000117e+00
1.000117e+00,1.000118e+00
1.000116e+00,1.000128e+00
1.000146e+00,1.000117e+00
1.000108e+00,1.000020e+00
1.000017e+00,1.000009e+00
1.000012e+00,1.000050e+00
1.000036e+00,1.000042e+00
4.900000e+00,1.000124e+00
1.000121e+00,1.000121e+00
1.000124e+00,1.000121e+00
1.000134e+00,1.000143e+00
1.000121e+00,1.000113e+00
1.000020e+00,1.000017e+00
1.000009e+00,1.000012e+00
1.000053e+00,1.000031e+00
1.000043e+00,4.950000e+00
1.000129e+00,1.000125e+00
1.000126e+00,1.000130e+00
1.000127e+00,1.000137e+00
1.000137e+00,1.000126e+00
1.000119e+00,1.000020e+00
1.000018e+00,1.000010e+00
1.000013e+00,1.000055e+00
1.000027e+00,1.000043e+00
5.000000e+00,1.000133e+00
1.000130e+00,1.000131e+00
1.000135e+00,1.000134e+00
1.000138e+00,1.000131e+00
1.000131e+00,1.000125e+00
1.000020e+00,1.000019e+00
1.000011e+00,1.000014e+00
1.000056e+00,1.000025e+00
1.000042e+00,5.050000e+00
1.000138e+00,1.000134e+00
1.000135e+00,1.000140e+00
1.000140e+00,1.000137e+00
1.000127e+00,1.000137e+00
1.000130e+00,1.000021e+00
1.000020e+00,1.000012e+00
1.000016e+00,1.000056e+00
1.000023e+00,1.000041e+00
5.100000e+00,1.000143e+00
1.000139e+00,1.000139e+00
1.000143e+00,1.000145e+00
1.000136e+00,1.000125e+00
1.000142e+00,1.000135e+00
1.000022e+00,1.000021e+00
