t,spd
1.000014e+00,1.000018e+00
1.000055e+00,1.000022e+00
1.000040e+00,5.150000e+00
1.000147e+00,1.000142e+00
1.000143e+00,1.000145e+00
1.000149e+00,1.000135e+00
1.000127e+00,1.000146e+00
1.000139e+00,1.000024e+00
1.000023e+00,1.000017e+00
1.000020e+00,1.000053e+00
1.000023e+00,1.000038e+00
5.200000e+00,1.000150e+00
1.000146e+00,1.000146e+00
1.000147e+00,1.000151e+00
1.000134e+00,1.000133e+00
1.000150e+00,1.000143e+00
1.000025e+00,1.000025e+00
1.000019e+00,1.000022e+00
1.000050e+00,1.000024e+00
1.000036e+00,5.250000e+00
1.000153e+00,1.000149e+00
1.000148e+00,1.000148e+00
1.000152e+00,1.000136e+00
1.000141e+00,1.000152e+00
1.000146e+00,1.000027e+00
1.000026e+00,1.000022e+00
1.000025e+00,1.000046e+00
1.000026e+00,1.000034e+00
5.300000e+00,1.000155e+00
1.000151e+00,1.000150e+00
1.000148e+00,1.000152e+00
1.000139e+00,1.000151e+00
1.000154e+00,1.000147e+00
1.000029e+00,1.000028e+00
1.000025e+00,1.000027e+00
1.000042e+00,1.000028e+00
1.000032e+00,5.350000e+00
1.000156e+00,1.000153e+00
1.000152e+00,1.000149e+00
1.000152e+00,1.000144e+00
1.000161e+00,1.000154e+00
1.000149e+00,1.000030e+00
1.000029e+00,1.000028e+00
1.000030e+00,1.000037e+00
1.000031e+00,1.000031e+00
5.400000e+00,1.000157e+00
1.000155e+00,1.000154e+00
1.000151e+00,1.000152e+00
1.000149e+00,1.000169e+00
1.000154e+00,1.000150e+00
1.000031e+00,1.000031e+00
1.000030e+00,1.000032e+00
1.000032e+00,1.000033e+00
1.000029e+00,5.450000e+00
1.000158e+00,1.000157e+00
1.000156e+00,1.000153e+00
1.000152e+00,1.000155e+00
1.000175e+00,1.000155e+00
1.000150e+00,1.000033e+00
1.000032e+00,1.000033e+00
1.000034e+00,1.000027e+00
1.000035e+00,1.000027e+00
5.500000e+00,1.000159e+00
1.000158e+00,1.000157e+00
1.000156e+00,1.000154e+00
1.000161e+00,1.000177e+00
1.000155e+00,1.000151e+00
1.000034e+00,1.000033e+00
1.000035e+00,1.000036e+00
1.000023e+00,1.000037e+00
1.000026e+00,5.550000e+00
1.000161e+00,1.000160e+00
1.000159e+00,1.000159e+00
1.000157e+00,1.000165e+00
1.000177e+00,1.000156e+00
1.000153e+00,1.000034e+00
1.000034e+00,1.000037e+00
1.000038e+00,1.000019e+00
1.000038e+00,1.000025e+00
5.600000e+00,1.000162e+00
1.000161e+00,1.000161e+00
1.000162e+00,1.000161e+00
1.000168e+00,1.000173e+00
1.000157e+00,1.000154e+00
1.000035e+00,1.000035e+00
1.000039e+00,1.000040e+00
1.000015e+00,1.000038e+00
1.000025e+00,5.650000e+00
1.000164e+00,1.000163e+00
1.000163e+00,1.000165e+00
1.000165e+00,1.000169e+00
1.000169e+00,1.000159e+00
1.000156e+00,1.000036e+00
1.000036e+00,1.000040e+00
1.000041e+00,1.000013e+00
1.000038e+00,1.000025e+00
5.700000e+00,1.000166e+00
1.000165e+00,1.000165e+00
1.000168e+00,1.000168e+00
1.000169e+00,1.000164e+00
1.000161e+00,1.000158e+00
1.000036e+00,1.000037e+00
1.000041e+00,1.000042e+00
1.000011e+00,1.000036e+00
1.000025e+00,5.750000e+00
1.000168e+00,1.000167e+00
1.000167e+00,1.000170e+00
1.000172e+00,1.000168e+00
1.000161e+00,1.000163e+00
1.000160e+00,1.000036e+00
1.000037e+00,1.000042e+00
1.000042e+00,1.000010e+00
1.000034e+00,1.000026e+00
5.800000e+00,1.000170e+00
1.000168e+00,1.000169e+00
1.000171e+00,1.000174e+00
1.000166e+00,1.000159e+00
1.000165e+00,1.000162e+00
1.000037e+00,1.000037e+00
1.000042e+00,1.000043e+00
1.000010e+00,1.000032e+00
1.000026e+00,5.850000e+00
1.000172e+00,1.000170e+00
1.000170e+00,1.000171e+00
1.000175e+00,1.000164e+00
1.000160e+00,1.000167e+00
1.000164e+00,1.000037e+00
1.000038e+00,1.000042e+00
1.000043e+00,1.000011e+00
1.000029e+00,1.000027e+00
5.900000e+00,1.000173e+00
1.000171e+00,1.000171e+00
1.000171e+00,1.000175e+00
1.000163e+00,1.000163e+00
1.000168e+00,1.000165e+00
1.000037e+00,1.000038e+00
1.000042e+00,1.000043e+00
1.000012e+00,1.000026e+00
1.000028e+00,5.950000e+00
1.000174e+00,1.000172e+00
1.000171e+00,1.000170e+00
1.000174e+00,1.000164e+00
1.000167e+00,1.000169e+00
1.000166e+00,1.000037e+00
1.000038e+00,1.000042e+00
1.000042e+00,1.000015e+00
1.000023e+00,1.000029e+00
6.000000e+00,1.000175e+00
1.000172e+00,1.000172e+00
1.000169e+00,1.000173e+00
1.000165e+00,1.000172e+00
1.000170e+00,1.000167e+00
1.000037e+00,1.000037e+00
1.000041e+00,1.000042e+00
1.000017e+00,1.000019e+00
1.000030e+00,6.050000e+00
1.000175e+00,1.000173e+00
1.000172e+00,1.000169e+00
1.000171e+00,1.000167e+00
1.000177e+00,1.000170e+00
1.000167e+00,1.000037e+00
1.000037e+00,1.000040e+00
1.000041e+00,1.000020e+00
1.000017e+00,1.000031e+00
6.100000e+00,1.000175e+00
1.000173e+00,1.000172e+00
1.000169e+00,1.000170e+00
1.000170e+00,1.000181e+00
1.000169e+00,1.000168e+00
1.000037e+00,1.000037e+00
1.000040e+00,1.000041e+00
1.000023e+00,1.000015e+00
1.000032e+00,6.150000e+00
1.000175e+00,1.000173e+00
1.000173e+00,1.000169e+00
1.000169e+00,1.000172e+00
1.000183e+00,1.000169e+00
1.000168e+00,1.000037e+00
1.000036e+00,1.000039e+00
1.000040e+00,1.000026e+00
1.000013e+00,1.000032e+00
6.200000e+00,1.000175e+00
1.000173e+00,1.000173e+00
1.000170e+00,1.000170e+00
1.000175e+00,1.000183e+00
1.000168e+00,1.000168e+00
1.000037e+00,1.000036e+00
1.000038e+00,1.000039e+00
1.000029e+00,1.000012e+00
1.000032e+00,6.250000e+00
1.000175e+00,1.000174e+00
1.000173e+00,1.000171e+00
1.000171e+00,1.000176e+00
1.000182e+00,1.000168e+00
1.000168e+00,1.000037e+00
1.000035e+00,1.000037e+00
1.000038e+00,1.000031e+00
1.000013e+00,1.000032e+00
6.300000e+00,1.000175e+00
1.000174e+00,1.000174e+00
1.000173e+00,1.000172e+00
1.000177e+00,1.000179e+00
1.000168e+00,1.000168e+00
1.000036e+00,1.000035e+00
1.000036e+00,1.000038e+00
1.000034e+00,1.000014e+00
1.000032e+00,6.350000e+00
1.000176e+00,1.000174e+00
1.000175e+00,1.000174e+00
1.000175e+00,1.000177e+00
1.000176e+00,1.000169e+00
1.000168e+00,1.000036e+00
1.000034e+00,1.000035e+00
1.000037e+00,1.000036e+00
1.000015e+00,1.000032e+00
6.400000e+00,1.000176e+00
1.000175e+00,1.000175e+00
1.000176e+00,1.000177e+00
1.000176e+00,1.000173e+00
1.000169e+00,1.000169e+00
1.000035e+00,1.000033e+00
1.000034e+00,1.000036e+00
1.000037e+00,1.000018e+00
1.000032e+00,6.450000e+00
1.000177e+00,1.000176e+00
1.000176e+00,1.000176e+00
1.000178e+00,1.000175e+00
1.000171e+00,1.000170e+00
1.000169e+00,1.000034e+00
1.000033e+00,1.000033e+00
1.000036e+00,1.000038e+00
1.000021e+00,1.000031e+00
6.500000e+00,1.000177e+00
1.000176e+00,1.000176e+00
1.000177e+00,1.000179e+00
1.000174e+00,1.000170e+00
1.000170e+00,1.000169e+00
1.000034e+00,1.000032e+00
1.000033e+00,1.000035e+00
1.000039e+00,1.000024e+00
1.000031e+00,6.550000e+00
1.000178e+00,1.000176e+00
1.000176e+00,1.000176e+00
1.000179e+00,1.000172e+00
1.000170e+00,1.000171e+00
1.000170e+00,1.000033e+00
1.000032e+00,1.000032e+00
1.000034e+00,1.000039e+00
1.000028e+00,1.000031e+00
6.600000e+00,1.000178e+00
1.000177e+00,1.000176e+00
1.000176e+00,1.000179e+00
1.000172e+00,1.000172e+00
1.000171e+00,1.000170e+00
1.000033e+00,1.000031e+00
1.000031e+00,1.000034e+00
1.000039e+00,1.000032e+00
1.000030e+00,6.650000e+00
1.000178e+00,1.000177e+00
1.000176e+00,1.000175e+00
1.000178e+00,1.000172e+00
1.000174e+00,1.000171e+00
1.000170e+00,1.000032e+00
1.000031e+00,1.000031e+00
1.000034e+00,1.000039e+00
1.000035e+00,1.000030e+00
6.700000e+00,1.000178e+00
1.000177e+00,1.000176e+00
1.000174e+00,1.000177e+00
1.000172e+00,1.000177e+00
1.000171e+00,1.000170e+00
1.000032e+00,1.000031e+00
1.000031e+00,1.000033e+00
1.000039e+00,1.000039e+00
1.000030e+00,6.750000e+00
1.000178e+00,1.000177e+00
1.000176e+00,1.000173e+00
1.000176e+00,1.000173e+00
1.000179e+00,1.000171e+00
1.000170e+00,1.000032e+00
1.000030e+00,1.000030e+00
1.000033e+00,1.000039e+00
1.000042e+00,1.000031e+00
6.800000e+00,1.000178e+00
1.000176e+00,1.000176e+00
1.000173e+00,1.000175e+00
1.000174e+00,1.000181e+00
1.000171e+00,1.000170e+00
1.000031e+00,1.000030e+00
1.000030e+00,1.000033e+00
1.000038e+00,1.000044e+00
1.000031e+00,6.850000e+00
1.000178e+00,1.000176e+00
1.000176e+00,1.000173e+00
1.000174e+00,1.000176e+00
1.000182e+00,1.000170e+00
1.000170e+00,1.000031e+00
1.000030e+00,1.000030e+00
1.000033e+00,1.000038e+00
1.000046e+00,1.000032e+00
6.900000e+00,1.000178e+00
1.000176e+00,1.000176e+00
1.000173e+00,1.000174e+00
1.000177e+00,1.000181e+00
1.000170e+00,1.000170e+00
1.000032e+00,1.000030e+00
1.000030e+00,1.000033e+00
1.000038e+00,1.000048e+00
1.000033e+00,6.950000e+00
1.000178e+00,1.000176e+00
1.000176e+00,1.000174e+00
1.000174e+00,1.000178e+00
1.000180e+00,1.000170e+00
1.000170e+00,1.000032e+00
1.000031e+00,1.000030e+00
1.000033e+00,1.000039e+00
1.000049e+00,1.000034e+00
7.000000e+00,1.000178e+00
1.000176e+00,1.000176e+00
1.000175e+00,1.000175e+00
1.000178e+00,1.000178e+00
1.000170e+00,1.000170e+00
1.000032e+00,1.000031e+00
1.000030e+00,1.000033e+00
1.000039e+00,1.000049e+00
1.000035e+00,7.050000e+00
1.000178e+00,1.000176e+00
1.000177e+00,1.000175e+00
1.000176e+00,1.000177e+00
1.000176e+00,1.000171e+00
1.000170e+00,1.000033e+00
1.000032e+00,1.000031e+00
1.000033e+00,1.000039e+00
1.000048e+00,1.000036e+00
7.100000e+00,1.000178e+00
1.000177e+00,1.000177e+00
1.000176e+00,1.000177e+00
1.000177e+00,1.000174e+00
1.000171e+00,1.000171e+00
1.000033e+00,1.000032e+00
1.000031e+00,1.000034e+00
1.000040e+00,1.000047e+00
1.000037e+00,7.150000e+00
1.000179e+00,1.000177e+00
1.000177e+00,1.000176e+00
1.000178e+00,1.000176e+00
1.000173e+00,1.000171e+00
1.000171e+00,1.000034e+00
1.000033e+00,1.000032e+00
1.000034e+00,1.000041e+00
1.000046e+00,1.000039e+00
7.200000e+00,1.000179e+00
1.000177e+00,1.000177e+00
1.000176e+00,1.000179e+00
1.000175e+00,1.000173e+00
1.000172e+00,1.000171e+00
1.000035e+00,1.000033e+00
1.000032e+00,1.000035e+00
1.000042e+00,1.000044e+00
1.000040e+00,7.250000e+00
1.000179e+00,1.000177e+00
1.000177e+00,1.000176e+00
1.000179e+00,1.000174e+00
1.000173e+00,1.000172e+00
1.000171e+00,1.000035e+00
1.000034e+00,1.000033e+00
1.000035e+00,1.000042e+00
1.000043e+00,1.000041e+00
7.300000e+00,1.000179e+00
1.000177e+00,1.000177e+00
1.000176e+00,1.000179e+00
1.000174e+00,1.000175e+00
1.000172e+00,1.000171e+00
1.000036e+00,1.000035e+00
1.000034e+00,1.000036e+00
1.000043e+00,1.000041e+00
1.000042e+00,7.350000e+00
1.000179e+00,1.000177e+00
1.000177e+00,1.000175e+00
1.000178e+00,1.000174e+00
1.000176e+00,1.000172e+00
1.000171e+00,1.000037e+00
1.000036e+00,1.000035e+00
1.000037e+00,1.000044e+00
1.000040e+00,1.000043e+00
7.400000e+00,1.000179e+00
1.000177e+00,1.000177e+00
1.000175e+00,1.000178e+00
1.000175e+00,1.000178e+00
1.000172e+00,1.000171e+00
1.000038e+00,1.000037e+00
1.000036e+00,1.000038e+00
1.000044e+00,1.000038e+00
1.000044e+00,7.450000e+00
1.000179e+00,1.000177e+00
1.000177e+00,1.000175e+00
1.000177e+00,1.000175e+00
1.000179e+00,1.000172e+00
1.000171e+00,1.000039e+00
1.000038e+00,1.000037e+00
1.000039e+00,1.000045e+00
1.000037e+00,1.000045e+00
7.500000e+00,1.000179e+00
1.000177e+00,1.000177e+00
1.000175e+00,1.000177e+00
1.000176e+00,1.000180e+00
1.000172e+00,1.000171e+00
1.000039e+00,1.000039e+00
1.000038e+00,1.000040e+00
1.000045e+00,1.000036e+00
1.000045e+00,7.550000e+00
1.000179e+00,1.000177e+00
1.000177e+00,1.000175e+00
1.000176e+00,1.000177e+00
1.000181e+00,1.000172e+00
1.000171e+00,1.000040e+00
1.000039e+00,1.000039e+00
1.000041e+00,1.000045e+00
1.000036e+00,1.000045e+00
7.600000e+00,1.000179e+00
1.000177e+00,1.000177e+00
1.000175e+00,1.000177e+00
1.000178e+00,1.000180e+00
1.000172e+00,1.000171e+00
1.000041e+00,1.000040e+00
1.000040e+00,1.000042e+00
1.000044e+00,1.000036e+00
1.000045e+00,7.650000e+00
1.000179e+00,1.000178e+00
1.000177e+00,1.000176e+00
1.000177e+00,1.000178e+00
1.000179e+00,1.000172e+00
1.000171e+00,1.000042e+00
1.000041e+00,1.000041e+00
1.000043e+00,1.000044e+00
1.000036e+00,1.000045e+00
7.700000e+00,1.000180e+00
1.000178e+00,1.000178e+00
1.000176e+00,1.000178e+00
1.000178e+00,1.000178e+00
1.000172e+00,1.000172e+00
1.000042e+00,1.000042e+00
1.000042e+00,1.000044e+00
1.000043e+00,1.000037e+00
1.000045e+00,7.750000e+00
1.000180e+00,1.000178e+00
1.000178e+00,1.000177e+00
1.000178e+00,1.000178e+00
1.000177e+00,1.000173e+00
1.000172e+00,1.000043e+00
1.000042e+00,1.000043e+00
1.000045e+00,1.000042e+00
1.000038e+00,1.000044e+00
7.800000e+00,1.000180e+00
1.000178e+00,1.000178e+00
1.000177e+00,1.000179e+00
1.000178e+00,1.000176e+00
1.000173e+00,1.000172e+00
1.000043e+00,1.000043e+00
1.000044e+00,1.000046e+00
1.000042e+00,1.000038e+00
1.000044e+00,7.850000e+00
1.000180e+00,1.000179e+00
1.000179e+00,1.000177e+00
1.000180e+00,1.000177e+00
1.000176e+00,1.000174e+00
1.000173e+00,1.000044e+00
1.000043e+00,1.000045e+00
1.000047e+00,1.000041e+00
1.000040e+00,1.000044e+00
7.900000e+00,1.000181e+00
1.000179e+00,1.000179e+00
1.000177e+00,1.000180e+00
1.000177e+00,1.000176e+00
1.000174e+00,1.000173e+00
1.000044e+00,1.000044e+00
1.000046e+00,1.000047e+00
1.000040e+00,1.000041e+00
1.000043e+00,7.950000e+00
1.000181e+00,1.000179e+00
1.000179e+00,1.000178e+00
1.000180e+00,1.000177e+00
1.000177e+00,1.000174e+00
1.000173e+00,1.000045e+00
1.000044e+00,1.000046e+00
1.000048e+00,1.000039e+00
1.000042e+00,1.000043e+00
8.000000e+00,1.000181e+00
1.000179e+00,1.000179e+00
1.000178e+00,1.000180e+00
1.000177e+00,1.000178e+00
1.000175e+00,1.000173e+00
1.000045e+00,1.000044e+00
1.000047e+00,1.000048e+00
1.000039e+00,1.000043e+00
1.000043e+00,8.050000e+00
1.000181e+00,1.000180e+00
1.000179e+00,1.000178e+00
1.000180e+00,1.000177e+00
1.000179e+00,1.000175e+00
1.000174e+00,1.000045e+00
1.000045e+00,1.000047e+00
1.000049e+00,1.000038e+00
1.000043e+00,1.000042e+00
8.100000e+00,1.000182e+00
1.000180e+00,1.000180e+00
1.000178e+00,1.000180e+00
1.000178e+00,1.000181e+00
1.000175e+00,1.000174e+00
1.000045e+00,1.000045e+00
1.000047e+00,1.000049e+00
1.000038e+00,1.000044e+00
1.000042e+00,8.150000e+00
1.000182e+00,1.000180e+00
1.000180e+00,1.000178e+00
1.000180e+00,1.000179e+00
1.000182e+00,1.000175e+00
1.000174e+00,1.000045e+00
1.000045e+00,1.000047e+00
1.000049e+00,1.000038e+00
1.000044e+00,1.000042e+00
8.200000e+00,1.000182e+00
1.000180e+00,1.000180e+00
1.000178e+00,1.000180e+00
1.000179e+00,1.000182e+00
1.000175e+00,1.000174e+00
1.000045e+00,1.000045e+00
1.000047e+00,1.000049e+00
1.000039e+00,1.000044e+00
1.000042e+00,8.250000e+00
1.000182e+00,1.000181e+00
1.000180e+00,1.000179e+00
1.000180e+00,1.000180e+00
1.000183e+00,1.000176e+00
1.000175e+00,1.000045e+00
1.000045e+00,1.000047e+00
1.000049e+00,1.000039e+00
1.000044e+00,1.000043e+00
8.300000e+00,1.000183e+00
1.000181e+00,1.000181e+00
1.000179e+00,1.000181e+00
1.000181e+00,1.000183e+00
1.000176e+00,1.000175e+00
1.000045e+00,1.000045e+00
1.000047e+00,1.000049e+00
1.000040e+00,1.000044e+00
1.000043e+00,8.350000e+00
1.000183e+00,1.000181e+00
1.000181e+00,1.000180e+00
1.000181e+00,1.000181e+00
1.000183e+00,1.000176e+00
1.000175e+00,1.000045e+00
1.000045e+00,1.000047e+00
1.000049e+00,1.000041e+00
1.000044e+00,1.000043e+00
8.400000e+00,1.000184e+00
1.000182e+00,1.000182e+00
1.000180e+00,1.000182e+00
1.000182e+00,1.000182e+00
1.000177e+00,1.000176e+00
1.000045e+00,1.000045e+00
1.000047e+00,1.000049e+00
1.000042e+00,1.000043e+00
1.000044e+00,8.450000e+00
1.000184e+00,1.000182e+00
1.000182e+00,1.000181e+00
1.000183e+00,1.000182e+00
1.000182e+00,1.000177e+00
1.000176e+00,1.000045e+00
1.000045e+00,1.000046e+00
1.000048e+00,1.000043e+00
1.000043e+00,1.000044e+00
8.500000e+00,1.000185e+00
1.000183e+00,1.000183e+00
1.000181e+00,1.000183e+00
1.000182e+00,1.000182e+00
1.000178e+00,1.000177e+00
1.000045e+00,1.000044e+00
1.000046e+00,1.000048e+00
1.000044e+00,1.000042e+00
1.000044e+00,8.550000e+00
1.000185e+00,1.000183e+00
1.000183e+00,1.000182e+00
1.000184e+00,1.000182e+00
1.000182e+00,1.000179e+00
1.000177e+00,1.000045e+00
1.000044e+00,1.000046e+00
1.000048e+00,1.000045e+00
1.000042e+00,1.000045e+00
8.600000e+00,1.000186e+00
1.000184e+00,1.000184e+00
1.000182e+00,1.000185e+00
1.000182e+00,1.000183e+00
1.000179e+00,1.000178e+00
1.000045e+00,1.000044e+00
1.000045e+00,1.000047e+00
1.000047e+00,1.000042e+00
1.000045e+00,8.650000e+00
1.000186e+00,1.000184e+00
1.000184e+00,1.000183e+00
1.000185e+00,1.000182e+00
1.000183e+00,1.000180e+00
1.000178e+00,1.000045e+00
1.000044e+00,1.000045e+00
1.000047e+00,1.000048e+00
1.000042e+00,1.000045e+00
8.700000e+00,1.000187e+00
1.000185e+00,1.000185e+00
1.000183e+00,1.000185e+00
1.000183e+00,1.000184e+00
1.000180e+00,1.000179e+00
1.000045e+00,1.000044e+00
1.000045e+00,1.000047e+00
1.000049e+00,1.000042e+00
1.000046e+00,8.750000e+00
1.000187e+00,1.000185e+00
1.000185e+00,1.000183e+00
1.000186e+00,1.000183e+00
1.000186e+00,1.000181e+00
1.000179e+00,1.000045e+00
1.000044e+00,1.000044e+00
1.000047e+00,1.000049e+00
1.000042e+00,1.000046e+00
8.800000e+00,1.000188e+00
1.000186e+00,1.000185e+00
1.000184e+00,1.000186e+00
1.000184e+00,1.000187e+00
1.000181e+00,1.000180e+00
1.000045e+00,1.000044e+00
1.000044e+00,1.000047e+00
1.000050e+00,1.000043e+00
1.000046e+00,8.850000e+00
1.000188e+00,1.000186e+00
1.000186e+00,1.000184e+00
1.000186e+00,1.000185e+00
1.000188e+00,1.000182e+00
1.000180e+00,1.000045e+00
1.000044e+00,1.000044e+00
1.000046e+00,1.000050e+00
1.000043e+00,1.000047e+00
8.900000e+00,1.000189e+00
1.000187e+00,1.000187e+00
1.000185e+00,1.000187e+00
1.000186e+00,1.000188e+00
1.000182e+00,1.000181e+00
1.000045e+00,1.000043e+00
1.000044e+00,1.000046e+00
1.000050e+00,1.000044e+00
1.000047e+00,8.950000e+00
1.000189e+00,1.000187e+00
1.000187e+00,1.000186e+00
1.000187e+00,1.000187e+00
1.000189e+00,1.000183e+00
1.000181e+00,1.000045e+00
1.000043e+00,1.000044e+00
1.000046e+00,1.000050e+00
1.000045e+00,1.000047e+00
9.000000e+00,1.000190e+00
1.000188e+00,1.000188e+00
1.000186e+00,1.000188e+00
1.000188e+00,1.000189e+00
1.000183e+00,1.000182e+00
1.000045e+00,1.000043e+00
1.000044e+00,1.000046e+00
1.000050e+00,1.000046e+00
1.000047e+00,9.050000e+00
1.000191e+00,1.000189e+00
1.000188e+00,1.000187e+00
1.000189e+00,1.000188e+00
1.000190e+00,1.000184e+00
1.000183e+00,1.000045e+00
1.000043e+00,1.000044e+00
1.000046e+00,1.000050e+00
1.000047e+00,1.000047e+00
9.100000e+00,1.000191e+00
1.000189e+00,1.000189e+00
1.000188e+00,1.000190e+00
1.000189e+00,1.000190e+00
1.000185e+00,1.000183e+00
1.000045e+00,1.000044e+00
1.000044e+00,1.000047e+00
1.000050e+00,1.000048e+00
1.000047e+00,9.150000e+00
1.000192e+00,1.000190e+00
1.000190e+00,1.000189e+00
1.000191e+00,1.000189e+00
1.000190e+00,1.000185e+00
1.000184e+00,1.000045e+00
1.000044e+00,1.000044e+00
1.000047e+00,1.000049e+00
1.000049e+00,1.000047e+00
9.200000e+00,1.000193e+00
1.000191e+00,1.000191e+00
1.000189e+00,1.000191e+00
1.000190e+00,1.000191e+00
1.000186e+00,1.000185e+00
1.000045e+00,1.000044e+00
1.000044e+00,1.000047e+00
1.000049e+00,1.000050e+00
1.000048e+00,9.250000e+00
1.000193e+00,1.000191e+00
1.000191e+00,1.000190e+00
1.000192e+00,1.000190e+00
1.000191e+00,1.000187e+00
1.000185e+00,1.000045e+00
1.000044e+00,1.000044e+00
1.000047e+00,1.000049e+00
1.000050e+00,1.000048e+00
9.300000e+00,1.000194e+00
1.000192e+00,1.000192e+00
1.000191e+00,1.000193e+00
1.000191e+00,1.000192e+00
1.000188e+00,1.000186e+00
1.000045e+00,1.000044e+00
1.000045e+00,1.000047e+00
1.000048e+00,1.000051e+00
1.000048e+00,9.350000e+00
1.000195e+00,1.000193e+00
1.000193e+00,1.000191e+00
1.000194e+00,1.000191e+00
1.000193e+00,1.000188e+00
1.000187e+00,1.000045e+00
1.000044e+00,1.000045e+00
1.000048e+00,1.000048e+00
1.000051e+00,1.000048e+00
9.400000e+00,1.000196e+00
1.000194e+00,1.000193e+00
1.000192e+00,1.000194e+00
1.000192e+00,1.000194e+00
1.000189e+00,1.000188e+00
1.000045e+00,1.000045e+00
1.000045e+00,1.000048e+00
1.000048e+00,1.000051e+00
1.000049e+00,9.450000e+00
1.000196e+00,1.000194e+00
1.000194e+00,1.000193e+00
1.000195e+00,1.000193e+00
1.000195e+00,1.000190e+00
1.000188e+00,1.000046e+00
1.000045e+00,1.000046e+00
1.000048e+00,1.000048e+00
1.000051e+00,1.000049e+00
9.500000e+00,1.000197e+00
1.000195e+00,1.000195e+00
1.000193e+00,1.000196e+00
1.000194e+00,1.000196e+00
1.000191e+00,1.000189e+00
1.000046e+00,1.000045e+00
1.000046e+00,1.000048e+00
1.000048e+00,1.000051e+00
1.000049e+00,9.550000e+00
1.000198e+00,1.000196e+00
1.000196e+00,1.000194e+00
1.000196e+00,1.000195e+00
1.000197e+00,1.000191e+00
1.000190e+00,1.000046e+00
1.000045e+00,1.000046e+00
1.000049e+00,1.000048e+00
1.000051e+00,1.000050e+00
9.600000e+00,1.000199e+00
1.000197e+00,1.000196e+00
1.000195e+00,1.000197e+00
1.000196e+00,1.000198e+00
1.000192e+00,1.000191e+00
1.000046e+00,1.000046e+00
1.000046e+00,1.000049e+00
1.000048e+00,1.000050e+00
1.000050e+00,9.650000e+00
1.000200e+00,1.000198e+00
1.000197e+00,1.000196e+00
1.000198e+00,1.000197e+00
1.000199e+00,1.000193e+00
1.000191e+00,1.000047e+00
1.000046e+00,1.000047e+00
1.000049e+00,1.000048e+00
1.000050e+00,1.000050e+00
9.700000e+00,1.000200e+00
1.000198e+00,1.000198e+00
1.000197e+00,1.000199e+00
1.000198e+00,1.000200e+00
1.000194e+00,1.000192e+00
1.000047e+00,1.000046e+00
1.000047e+00,1.000050e+00
1.000049e+00,1.000049e+00
1.000051e+00,9.750000e+00
1.000201e+00,1.000199e+00
1.000199e+00,1.000198e+00
1.000200e+00,1.000199e+00
1.000200e+00,1.000195e+00
1.000193e+00,1.000047e+00
1.000046e+00,1.000047e+00
1.000050e+00,1.000049e+00
1.000049e+00,1.000051e+00
9.800000e+00,1.000202e+00
1.000200e+00,1.000200e+00
1.000199e+00,1.000201e+00
1.000199e+00,1.000201e+00
1.000196e+00,1.000194e+00
1.000048e+00,1.000047e+00
1.000048e+00,1.000050e+00
1.000049e+00,1.000048e+00
1.000051e+00,9.850000e+00
1.000203e+00,1.000201e+00
1.000201e+00,1.000200e+00
1.000202e+00,1.000200e+00
1.000202e+00,1.000197e+00
1.000195e+00,1.000048e+00
1.000047e+00,1.000048e+00
1.000051e+00,1.000050e+00
1.000048e+00,1.000051e+00
9.900000e+00,1.000204e+00
1.000202e+00,1.000202e+00
1.000201e+00,1.000203e+00
1.000201e+00,1.000202e+00
1.000197e+00,1.000196e+00
1.000048e+00,1.000047e+00
1.000048e+00,1.000051e+00
1.000050e+00,1.000047e+00
1.000051e+00,9.950000e+00
1.000205e+00,1.000203e+00
1.000203e+00,1.000202e+00
1.000204e+00,1.000202e+00
1.000203e+00,1.000198e+00
1.000197e+00,1.000048e+00
1.000047e+00,1.000049e+00
1.000051e+00,1.000050e+00
1.000047e+00,1.000051e+00
1.000000e+01,1.000206e+00
1.000204e+00,1.000204e+00
1.000202e+00,1.000205e+00
1.000203e+00,1.000204e+00
1.000199e+00,1.000198e+00
1.000049e+00,1.000048e+00
1.000049e+00,1.000051e+00
1.000051e+00,1.000047e+00
1.000051e+00,
