f_sv,SVmp,SV
2.100498e+00,2.078903e+00,1.269510e+00
2.119953e+00,2.058578e+00,1.262436e+00
2.139589e+00,2.038564e+00,1.255457e+00
2.159406e+00,2.018856e+00,1.248575e+00
2.179407e+00,1.999450e+00,1.241789e+00
2.199593e+00,1.980342e+00,1.235099e+00
2.219966e+00,1.961528e+00,1.228508e+00
2.240528e+00,1.943004e+00,1.222013e+00
2.261280e+00,1.924765e+00,1.215618e+00
2.282224e+00,1.906807e+00,1.209320e+00
2.303363e+00,1.889127e+00,1.203122e+00
2.324697e+00,1.871718e+00,1.197023e+00
2.346229e+00,1.854579e+00,1.191023e+00
2.367960e+00,1.837704e+00,1.185124e+00
2.389893e+00,1.821089e+00,1.179325e+00
2.412028e+00,1.804731e+00,1.173626e+00
2.434369e+00,1.788626e+00,1.168029e+00
2.456916e+00,1.772769e+00,1.162532e+00
2.479673e+00,1.757158e+00,1.157137e+00
2.502640e+00,1.741787e+00,1.151842e+00
2.525820e+00,1.726655e+00,1.146650e+00
2.549215e+00,1.711757e+00,1.141559e+00
2.572826e+00,1.697089e+00,1.136570e+00
2.596656e+00,1.682649e+00,1.131683e+00
2.620707e+00,1.668432e+00,1.126898e+00
2.644980e+00,1.654437e+00,1.122214e+00
2.669478e+00,1.640659e+00,1.117632e+00
2.694204e+00,1.627095e+00,1.113152e+00
2.719158e+00,1.613744e+00,1.108774e+00
2.744343e+00,1.600600e+00,1.104496e+00
2.769762e+00,1.587662e+00,1.100321e+00
2.795416e+00,1.574928e+00,1.096246e+00
2.821308e+00,1.562393e+00,1.092272e+00
2.847439e+00,1.550055e+00,1.088399e+00
2.873813e+00,1.537913e+00,1.084625e+00
2.900430e+00,1.525963e+00,1.080952e+00
2.927295e+00,1.514203e+00,1.077378e+00
2.954408e+00,1.502630e+00,1.073903e+00
2.981772e+00,1.491242e+00,1.070527e+00
3.009390e+00,1.480037e+00,1.067249e+00
3.037264e+00,1.469012e+00,1.064069e+00
3.065395e+00,1.458166e+00,1.060985e+00
3.093788e+00,1.447496e+00,1.057998e+00
3.122443e+00,1.437000e+00,1.055107e+00
3.151363e+00,1.426677e+00,1.052311e+00
3.180552e+00,1.416523e+00,1.049610e+00
3.210011e+00,1.406538e+00,1.047003e+00
3.239743e+00,1.396719e+00,1.044488e+00
3.269750e+00,1.387065e+00,1.042066e+00
3.300035e+00,1.377573e+00,1.039736e+00
3.330600e+00,1.368243e+00,1.037496e+00
3.361449e+00,1.359071e+00,1.035346e+00
3.392583e+00,1.350058e+00,1.033285e+00
3.424006e+00,1.341200e+00,1.031312e+00
3.455720e+00,1.332497e+00,1.029427e+00
3.487727e+00,1.323946e+00,1.027628e+00
3.520031e+00,1.315547e+00,1.025914e+00
3.552635e+00,1.307298e+00,1.024284e+00
3.585540e+00,1.299197e+00,1.022738e+00
3.618750e+00,1.291244e+00,1.021274e+00
3.652267e+00,1.283436e+00,1.019891e+00
3.686095e+00,1.275772e+00,1.018589e+00
3.720237e+00,1.268251e+00,1.017366e+00
3.754694e+00,1.260872e+00,1.016220e+00
3.789471e+00,1.253634e+00,1.015152e+00
3.824570e+00,1.246535e+00,1.014160e+00
3.859994e+00,1.239573e+00,1.013242e+00
3.895746e+00,1.232749e+00,1.012399e+00
3.931829e+00,1.226060e+00,1.011627e+00
3.968246e+00,1.219505e+00,1.010927e+00
4.005001e+00,1.213084e+00,1.010297e+00
4.042096e+00,1.206795e+00,1.009737e+00
4.079535e+00,1.200637e+00,1.009244e+00
4.117320e+00,1.194610e+00,1.008817e+00
4.155455e+00,1.188711e+00,1.008457e+00
4.193944e+00,1.182940e+00,1.008160e+00
4.232789e+00,1.177296e+00,1.007927e+00
4.271994e+00,1.171779e+00,1.007756e+00
4.311562e+00,1.166386e+00,1.007646e+00
4.351497e+00,1.161117e+00,1.007595e+00
4.391801e+00,1.155971e+00,1.007603e+00
4.432479e+00,1.150947e+00,1.007668e+00
4.473533e+00,1.146044e+00,1.007790e+00
4.514968e+00,1.141261e+00,1.007966e+00
4.556786e+00,1.136597e+00,1.008196e+00
4.598992e+00,1.132051e+00,1.008479e+00
4.641589e+00,1.127622e+00,1.008813e+00
4.684580e+00,1.123310e+00,1.009198e+00
4.727970e+00,1.119113e+00,1.009632e+00
4.771761e+00,1.115030e+00,1.010113e+00
4.815958e+00,1.111061e+00,1.010642e+00
4.860564e+00,1.107205e+00,1.011217e+00
4.905584e+00,1.103459e+00,1.011836e+00
4.951020e+00,1.099825e+00,1.012499e+00
4.996877e+00,1.096300e+00,1.013205e+00
5.043159e+00,1.092884e+00,1.013952e+00
5.089870e+00,1.089575e+00,1.014739e+00
5.137014e+00,1.086374e+00,1.015566e+00
5.184594e+00,1.083278e+00,1.016431e+00
5.232614e+00,1.080287e+00,1.017333e+00
5.281080e+00,1.077400e+00,1.018272e+00
5.329994e+00,1.074615e+00,1.019245e+00
5.379362e+00,1.071933e+00,1.020253e+00
5.429186e+00,1.069351e+00,1.021294e+00
5.479472e+00,1.066869e+00,1.022366e+00
5.530224e+00,1.064485e+00,1.023471e+00
5.581446e+00,1.062199e+00,1.024605e+00
5.633143e+00,1.060010e+00,1.025768e+00
5.685318e+00,1.057916e+00,1.026960e+00
5.737976e+00,1.055917e+00,1.028179e+00
5.791123e+00,1.054011e+00,1.029425e+00
5.844761e+00,1.052197e+00,1.030695e+00
5.898896e+00,1.050473e+00,1.031991e+00
5.953533e+00,1.048840e+00,1.033310e+00
6.008676e+00,1.047295e+00,1.034652e+00
6.064329e+00,1.045838e+00,1.036015e+00
6.120498e+00,1.044467e+00,1.037400e+00
6.177188e+00,1.043180e+00,1.038805e+00
6.234402e+00,1.041978e+00,1.040229e+00
6.292146e+00,1.040858e+00,1.041671e+00
6.350425e+00,1.039819e+00,1.043131e+00
6.409244e+00,1.038860e+00,1.044608e+00
6.468608e+00,1.037980e+00,1.046100e+00
6.528521e+00,1.037176e+00,1.047608e+00
6.588990e+00,1.036449e+00,1.049130e+00
6.650018e+00,1.035796e+00,1.050665e+00
6.711612e+00,1.035217e+00,1.052213e+00
6.773776e+00,1.034709e+00,1.053773e+00
6.836516e+00,1.034272e+00,1.055343e+00
6.899837e+00,1.033903e+00,1.056924e+00
6.963745e+00,1.033602e+00,1.058515e+00
7.028244e+00,1.033367e+00,1.060114e+00
7.093341e+00,1.033197e+00,1.061722e+00
7.159041e+00,1.033090e+00,1.063336e+00
7.225349e+00,1.033045e+00,1.064957e+00
7.292272e+00,1.033059e+00,1.066584e+00
7.359814e+00,1.033133e+00,1.068215e+00
7.427982e+00,1.033264e+00,1.069851e+00
7.496782e+00,1.033450e+00,1.071491e+00
7.566219e+00,1.033691e+00,1.073133e+00
7.636298e+00,1.033984e+00,1.074777e+00
7.707027e+00,1.034329e+00,1.076423e+00
7.778411e+00,1.034723e+00,1.078069e+00
7.850456e+00,1.035165e+00,1.079716e+00
7.923169e+00,1.035654e+00,1.081361e+00
7.996555e+00,1.036187e+00,1.083006e+00
8.070620e+00,1.036765e+00,1.084648e+00
8.145372e+00,1.037384e+00,1.086287e+00
8.220816e+00,1.038043e+00,1.087923e+00
8.296959e+00,1.038741e+00,1.089555e+00
8.373807e+00,1.039477e+00,1.091182e+00
8.451366e+00,1.040249e+00,1.092804e+00
8.529644e+00,1.041054e+00,1.094419e+00
8.608648e+00,1.041893e+00,1.096028e+00
8.688383e+00,1.042763e+00,1.097630e+00
8.768856e+00,1.043662e+00,1.099223e+00
8.850075e+00,1.044590e+00,1.100808e+00
8.932046e+00,1.045545e+00,1.102384e+00
9.014776e+00,1.046525e+00,1.103950e+00
9.098273e+00,1.047528e+00,1.105505e+00
9.182543e+00,1.048555e+00,1.107050e+00
9.267593e+00,1.049602e+00,1.108583e+00
9.353432e+00,1.050669e+00,1.110104e+00
9.440065e+00,1.051754e+00,1.111612e+00
9.527500e+00,1.052856e+00,1.113107e+00
9.615746e+00,1.053974e+00,1.114589e+00
9.704809e+00,1.055105e+00,1.116056e+00
9.794697e+00,1.056250e+00,1.117508e+00
9.885417e+00,1.057405e+00,1.118945e+00
9.976978e+00,1.058571e+00,1.120366e+00
1.006939e+01,1.059746e+00,1.121771e+00
1.016265e+01,1.060929e+00,1.123159e+00
1.025678e+01,1.062118e+00,1.124530e+00
1.035178e+01,1.063313e+00,1.125883e+00
1.044766e+01,1.064511e+00,1.127218e+00
1.054443e+01,1.065713e+00,1.128534e+00
1.064209e+01,1.066916e+00,1.129832e+00
1.074066e+01,1.068120e+00,1.131110e+00
1.084014e+01,1.069323e+00,1.132368e+00
1.094055e+01,1.070526e+00,1.133607e+00
1.104188e+01,1.071725e+00,1.134825e+00
1.114415e+01,1.072921e+00,1.136022e+00
1.124737e+01,1.074113e+00,1.137198e+00
1.135155e+01,1.075300e+00,1.138353e+00
1.145669e+01,1.076480e+00,1.139486e+00
1.156280e+01,1.077652e+00,1.140597e+00
1.166990e+01,1.078817e+00,1.141686e+00
1.177799e+01,1.079973e+00,1.142753e+00
1.188708e+01,1.081119e+00,1.143796e+00
1.199718e+01,1.082254e+00,1.144817e+00
1.210830e+01,1.083378e+00,1.145815e+00
1.222045e+01,1.084490e+00,1.146789e+00
1.233363e+01,1.085589e+00,1.147740e+00
1.244787e+01,1.086675e+00,1.148668e+00
1.256317e+01,1.087746e+00,1.149571e+00
1.267953e+01,1.088803e+00,1.150451e+00
1.279697e+01,1.089844e+00,1.151307e+00
1.291550e+01,1.090870e+00,1.152139e+00
1.303512e+01,1.091879e+00,1.152946e+00
1.315586e+01,1.092870e+00,1.153730e+00
1.327771e+01,1.093845e+00,1.154489e+00
1.340069e+01,1.094801e+00,1.155224e+00
1.352481e+01,1.095739e+00,1.155934e+00
1.365008e+01,1.096657e+00,1.156620e+00
1.377651e+01,1.097557e+00,1.157282e+00
1.390411e+01,1.098436e+00,1.157920e+00
1.403289e+01,1.099296e+00,1.158534e+00
1.416287e+01,1.100135e+00,1.159123e+00
1.429405e+01,1.100953e+00,1.159688e+00
1.442644e+01,1.101751e+00,1.160230e+00
1.456006e+01,1.102527e+00,1.160747e+00
1.469492e+01,1.103282e+00,1.161240e+00
1.483103e+01,1.104014e+00,1.161710e+00
1.496839e+01,1.104725e+00,1.162156e+00
1.510703e+01,1.105414e+00,1.162579e+00
1.524696e+01,1.106080e+00,1.162978e+00
1.538818e+01,1.106724e+00,1.163354e+00
1.553071e+01,1.107345e+00,1.163707e+00
1.567455e+01,1.107943e+00,1.164037e+00
1.581973e+01,1.108519e+00,1.164344e+00
1.596626e+01,1.109072e+00,1.164628e+00
1.611414e+01,1.109602e+00,1.164891e+00
1.626340e+01,1.110109e+00,1.165131e+00
1.641403e+01,1.110593e+00,1.165349e+00
1.656606e+01,1.111054e+00,1.165545e+00
1.671950e+01,1.111492e+00,1.165719e+00
1.687436e+01,1.111907e+00,1.165872e+00
1.703065e+01,1.112299e+00,1.166004e+00
1.718839e+01,1.112668e+00,1.166115e+00
1.734759e+01,1.113015e+00,1.166205e+00
1.750827e+01,1.113339e+00,1.166275e+00
1.767044e+01,1.113640e+00,1.166324e+00
1.783410e+01,1.113919e+00,1.166353e+00
1.799929e+01,1.114176e+00,1.166362e+00
1.816600e+01,1.114410e+00,1.166351e+00
1.833425e+01,1.114622e+00,1.166321e+00
1.850407e+01,1.114812e+00,1.166271e+00
1.867546e+01,1.114981e+00,1.166203e+00
1.884843e+01,1.115128e+00,1.166115e+00
1.902301e+01,1.115254e+00,1.166009e+00
1.919921e+01,1.115358e+00,1.165885e+00
1.937703e+01,1.115442e+00,1.165742e+00
1.955651e+01,1.115504e+00,1.165581e+00
1.973764e+01,1.115547e+00,1.165403e+00
1.992046e+01,1.115569e+00,1.165207e+00
2.010496e+01,1.115570e+00,1.164993e+00
2.029118e+01,1.115553e+00,1.164763e+00
2.047912e+01,1.115515e+00,1.164515e+00
2.066880e+01,1.115459e+00,1.164250e+00
2.086024e+01,1.115383e+00,1.163969e+00
2.105345e+01,1.115289e+00,1.163672e+00
2.124845e+01,1.115176e+00,1.163358e+00
2.144526e+01,1.115045e+00,1.163028e+00
2.164389e+01,1.114896e+00,1.162683e+00
2.184436e+01,1.114730e+00,1.162321e+00
2.204669e+01,1.114546e+00,1.161944e+00
2.225089e+01,1.114346e+00,1.161552e+00
2.245698e+01,1.114129e+00,1.161145e+00
2.266498e+01,1.113895e+00,1.160722e+00
2.287491e+01,1.113646e+00,1.160285e+00
2.308678e+01,1.113381e+00,1.159833e+00
2.330061e+01,1.113100e+00,1.159367e+00
2.351643e+01,1.112805e+00,1.158886e+00
2.373424e+01,1.112495e+00,1.158390e+00
2.395407e+01,1.112170e+00,1.157881e+00
2.417594e+01,1.111832e+00,1.157358e+00
2.439986e+01,1.111479e+00,1.156821e+00
2.462586e+01,1.111114e+00,1.156271e+00
2.485395e+01,1.110735e+00,1.155707e+00
2.508415e+01,1.110344e+00,1.155130e+00
2.531648e+01,1.109940e+00,1.154539e+00
2.555097e+01,1.109524e+00,1.153936e+00
2.578763e+01,1.109097e+00,1.153319e+00
2.602648e+01,1.108658e+00,1.152690e+00
2.626754e+01,1.108209e+00,1.152048e+00
2.651084e+01,1.107748e+00,1.151394e+00
2.675638e+01,1.107278e+00,1.150728e+00
2.700421e+01,1.106797e+00,1.150049e+00
2.725433e+01,1.106307e+00,1.149358e+00
2.750676e+01,1.105807e+00,1.148656e+00
2.776153e+01,1.105299e+00,1.147942e+00
2.801867e+01,1.104781e+00,1.147216e+00
2.827818e+01,1.104256e+00,1.146479e+00
2.854010e+01,1.103722e+00,1.145731e+00
2.880444e+01,1.103181e+00,1.144971e+00
2.907123e+01,1.102633e+00,1.144201e+00
2.934050e+01,1.102077e+00,1.143420e+00
2.961225e+01,1.101515e+00,1.142629e+00
2.988653e+01,1.100946e+00,1.141827e+00
3.016334e+01,1.100371e+00,1.141015e+00
3.044272e+01,1.099791e+00,1.140193e+00
3.072469e+01,1.099204e+00,1.139362e+00
3.100927e+01,1.098613e+00,1.138520e+00
3.129648e+01,1.098017e+00,1.137670e+00
3.158635e+01,1.097416e+00,1.136810e+00
3.187891e+01,1.096811e+00,1.135941e+00
3.217418e+01,1.096202e+00,1.135063e+00
3.247218e+01,1.095590e+00,1.134176e+00
3.277295e+01,1.094973e+00,1.133282e+00
3.307650e+01,1.094354e+00,1.132379e+00
3.338286e+01,1.093732e+00,1.131468e+00
3.369206e+01,1.093107e+00,1.130549e+00
3.400412e+01,1.092479e+00,1.129623e+00
3.431907e+01,1.091850e+00,1.128690e+00
3.463694e+01,1.091219e+00,1.127749e+00
3.495776e+01,1.090586e+00,1.126802e+00
3.528154e+01,1.089952e+00,1.125849e+00
3.560833e+01,1.089316e+00,1.124889e+00
3.593814e+01,1.088680e+00,1.123923e+00
3.627100e+01,1.088043e+00,1.122951e+00
3.660695e+01,1.087405e+00,1.121973e+00
3.694601e+01,1.086768e+00,1.120991e+00
3.728821e+01,1.086130e+00,1.120003e+00
3.763358e+01,1.085492e+00,1.119011e+00
3.798215e+01,1.084855e+00,1.118014e+00
3.833395e+01,1.084219e+00,1.117012e+00
3.868901e+01,1.083583e+00,1.116007e+00
3.904735e+01,1.082948e+00,1.114998e+00
3.940902e+01,1.082314e+00,1.113986e+00
3.977403e+01,1.081682e+00,1.112971e+00
4.014242e+01,1.081051e+00,1.111952e+00
4.051423e+01,1.080422e+00,1.110931e+00
4.088948e+01,1.079795e+00,1.109908e+00
4.126821e+01,1.079170e+00,1.108883e+00
4.165044e+01,1.078547e+00,1.107856e+00
4.203622e+01,1.077926e+00,1.106827e+00
4.242556e+01,1.077308e+00,1.105797e+00
4.281852e+01,1.076692e+00,1.104766e+00
4.321511e+01,1.076079e+00,1.103734e+00
4.361538e+01,1.075469e+00,1.102702e+00
4.401935e+01,1.074862e+00,1.101670e+00
4.442707e+01,1.074258e+00,1.100638e+00
4.483856e+01,1.073658e+00,1.099606e+00
4.525386e+01,1.073061e+00,1.098574e+00
4.567301e+01,1.072467e+00,1.097544e+00
4.609604e+01,1.071877e+00,1.096514e+00
4.652300e+01,1.071290e+00,1.095486e+00
4.695390e+01,1.070707e+00,1.094460e+00
4.738880e+01,1.070129e+00,1.093435e+00
4.782772e+01,1.069554e+00,1.092413e+00
4.827071e+01,1.068983e+00,1.091392e+00
4.871780e+01,1.068416e+00,1.090375e+00
4.916904e+01,1.067853e+00,1.089360e+00
4.962445e+01,1.067295e+00,1.088348e+00
5.008408e+01,1.066741e+00,1.087339e+00
5.054797e+01,1.066192e+00,1.086334e+00
5.101615e+01,1.065646e+00,1.085332e+00
5.148867e+01,1.065106e+00,1.084334e+00
5.196557e+01,1.064570e+00,1.083340e+00
5.244689e+01,1.064038e+00,1.082351e+00
5.293266e+01,1.063512e+00,1.081365e+00
5.342293e+01,1.062990e+00,1.080385e+00
5.391775e+01,1.062472e+00,1.079409e+00
5.441714e+01,1.061960e+00,1.078438e+00
5.492116e+01,1.061452e+00,1.077473e+00
5.542986e+01,1.060949e+00,1.076513e+00
5.594326e+01,1.060451e+00,1.075558e+00
5.646141e+01,1.059958e+00,1.074609e+00
5.698437e+01,1.059470e+00,1.073665e+00
5.751217e+01,1.058987e+00,1.072728e+00
5.804486e+01,1.058509e+00,1.071797e+00
5.858248e+01,1.058036e+00,1.070871e+00
5.912508e+01,1.057567e+00,1.069953e+00
5.967271e+01,1.057104e+00,1.069040e+00
6.022541e+01,1.056646e+00,1.068134e+00
6.078323e+01,1.056192e+00,1.067235e+00
6.134622e+01,1.055744e+00,1.066343e+00
6.191442e+01,1.055301e+00,1.065458e+00
6.248788e+01,1.054863e+00,1.064579e+00
6.306666e+01,1.054429e+00,1.063708e+00
6.365079e+01,1.054001e+00,1.062844e+00
6.424034e+01,1.053578e+00,1.061987e+00
6.483534e+01,1.053160e+00,1.061137e+00
6.543586e+01,1.052746e+00,1.060295e+00
6.604194e+01,1.052338e+00,1.059460e+00
6.665363e+01,1.051934e+00,1.058633e+00
6.727099e+01,1.051536e+00,1.057814e+00
6.789407e+01,1.051142e+00,1.057002e+00
6.852292e+01,1.050753e+00,1.056198e+00
6.915759e+01,1.050369e+00,1.055401e+00
6.979814e+01,1.049990e+00,1.054613e+00
7.044462e+01,1.049616e+00,1.053832e+00
7.109709e+01,1.049246e+00,1.053059e+00
7.175561e+01,1.048882e+00,1.052294e+00
7.242022e+01,1.048522e+00,1.051536e+00
7.309099e+01,1.048166e+00,1.050787e+00
7.376798e+01,1.047816e+00,1.050046e+00
7.445123e+01,1.047469e+00,1.049312e+00
7.514081e+01,1.047128e+00,1.048587e+00
7.583678e+01,1.046791e+00,1.047869e+00
7.653919e+01,1.046459e+00,1.047160e+00
7.724811e+01,1.046131e+00,1.046458e+00
7.796360e+01,1.045808e+00,1.045765e+00
7.868572e+01,1.045489e+00,1.045079e+00
7.941452e+01,1.045175e+00,1.044401e+00
8.015007e+01,1.044864e+00,1.043732e+00
8.089243e+01,1.044559e+00,1.043070e+00
8.164168e+01,1.044257e+00,1.042416e+00
8.239786e+01,1.043960e+00,1.041770e+00
8.316104e+01,1.043667e+00,1.041131e+00
8.393129e+01,1.043378e+00,1.040501e+00
8.470868e+01,1.043093e+00,1.039878e+00
8.549327e+01,1.042813e+00,1.039263e+00
8.628513e+01,1.042536e+00,1.038656e+00
8.708431e+01,1.042264e+00,1.038056e+00
8.789091e+01,1.041995e+00,1.037465e+00
8.870497e+01,1.041731e+00,1.036880e+00
8.952657e+01,1.041470e+00,1.036304e+00
9.035578e+01,1.041213e+00,1.035734e+00
9.119268e+01,1.040960e+00,1.035173e+00
9.203732e+01,1.040711e+00,1.034618e+00
9.288979e+01,1.040465e+00,1.034071e+00
9.375015e+01,1.040223e+00,1.033532e+00
9.461848e+01,1.039985e+00,1.032999e+00
9.549486e+01,1.039750e+00,1.032474e+00
9.637935e+01,1.039519e+00,1.031956e+00
9.727203e+01,1.039292e+00,1.031445e+00
9.817298e+01,1.039068e+00,1.030941e+00
9.908228e+01,1.038847e+00,1.030444e+00
1.000000e+02,1.038630e+00,1.029955e+00
