t,v3,v13
0.000000e+00,1.000000e+00,1.000000e+00
3.333333e-02,1.000000e+00,1.000000e+00
6.666667e-02,1.000000e+00,1.000000e+00
1.000000e-01,7.951513e-01,9.538640e-01
1.333333e-01,8.138383e-01,9.319212e-01
1.666667e-01,9.653900e-01,9.686553e-01
2.000000e-01,9.995242e-01,1.004253e+00
2.333333e-01,1.014544e+00,1.007362e+00
2.666667e-01,1.012899e+00,1.007764e+00
3.000000e-01,1.008366e+00,1.007093e+00
3.333333e-01,1.003419e+00,1.006193e+00
3.666667e-01,9.986933e-01,1.005399e+00
4.000000e-01,9.943155e-01,1.004762e+00
4.333333e-01,9.902810e-01,1.004228e+00
4.666667e-01,9.865606e-01,1.003713e+00
5.000000e-01,9.831391e-01,1.003141e+00
5.333333e-01,9.800137e-01,1.002452e+00
5.666667e-01,9.771827e-01,1.001607e+00
6.000000e-01,9.746933e-01,1.000604e+00
6.333333e-01,9.725311e-01,9.994367e-01
6.666667e-01,9.706488e-01,9.981061e-01
7.000000e-01,9.690513e-01,9.966303e-01
7.333333e-01,9.677439e-01,9.950372e-01
7.666667e-01,9.667276e-01,9.933616e-01
8.000000e-01,9.660032e-01,9.916398e-01
8.333333e-01,9.655691e-01,9.899080e-01
8.666667e-01,9.654126e-01,9.882008e-01
9.000000e-01,9.655241e-01,9.865586e-01
9.333333e-01,9.659485e-01,9.850156e-01
9.666667e-01,9.665767e-01,9.835786e-01
1.000000e+00,9.673717e-01,9.822641e-01
1.033333e+00,9.683025e-01,9.810898e-01
1.066667e+00,9.693386e-01,9.800718e-01
1.100000e+00,9.704571e-01,9.792272e-01
1.133333e+00,9.716424e-01,9.785742e-01
1.166667e+00,9.728841e-01,9.781274e-01
1.200000e+00,9.741766e-01,9.779004e-01
1.233333e+00,9.755157e-01,9.779056e-01
1.266667e+00,9.768959e-01,9.781483e-01
1.300000e+00,9.783089e-01,9.786312e-01
1.333333e+00,9.797428e-01,9.793544e-01
1.366667e+00,9.811811e-01,9.803102e-01
1.400000e+00,9.826046e-01,9.814890e-01
1.433333e+00,9.839913e-01,9.828790e-01
1.466667e+00,9.853194e-01,9.844622e-01
1.500000e+00,9.865676e-01,9.862195e-01
1.533333e+00,9.877156e-01,9.881302e-01
1.566667e+00,9.887474e-01,9.901689e-01
1.600000e+00,9.896496e-01,9.923093e-01
1.633333e+00,9.904105e-01,9.945239e-01
1.666667e+00,9.910235e-01,9.967823e-01
1.700000e+00,9.914839e-01,9.990543e-01
1.733333e+00,9.917883e-01,1.001309e+00
1.766667e+00,9.919384e-01,1.003516e+00
1.800000e+00,9.919378e-01,1.005648e+00
1.833333e+00,9.917922e-01,1.007677e+00
1.866667e+00,9.915135e-01,1.009579e+00
1.900000e+00,9.911163e-01,1.011336e+00
1.933333e+00,9.906185e-01,1.012930e+00
1.966667e+00,9.900427e-01,1.014350e+00
2.000000e+00,9.894133e-01,1.015590e+00
2.033333e+00,9.887558e-01,1.016643e+00
2.066667e+00,9.880956e-01,1.017512e+00
2.100000e+00,9.874620e-01,1.018203e+00
2.133333e+00,9.869231e-01,1.018736e+00
2.166667e+00,9.864385e-01,1.019108e+00
2.200000e+00,9.860197e-01,1.019329e+00
2.233333e+00,9.856755e-01,1.019409e+00
2.266667e+00,9.854076e-01,1.019362e+00
2.300000e+00,9.852145e-01,1.019202e+00
2.333333e+00,9.850919e-01,1.018941e+00
2.366667e+00,9.850320e-01,1.018594e+00
2.400000e+00,9.850257e-01,1.018173e+00
2.433333e+00,9.850632e-01,1.017687e+00
2.466667e+00,9.851330e-01,1.017148e+00
2.500000e+00,9.852242e-01,1.016563e+00
2.533333e+00,9.853260e-01,1.015938e+00
2.566667e+00,9.854281e-01,1.015279e+00
2.600000e+00,9.855213e-01,1.014589e+00
2.633333e+00,9.855979e-01,1.013872e+00
2.666667e+00,9.856519e-01,1.013131e+00
2.700000e+00,9.856791e-01,1.012368e+00
2.733333e+00,9.856775e-01,1.011584e+00
2.766667e+00,9.856479e-01,1.010783e+00
2.800000e+00,9.855932e-01,1.009967e+00
2.833333e+00,9.855183e-01,1.009140e+00
