k,re,im
1.000000e+00,-9.914511e+01,6.091568e+00
2.000000e+00,-9.914511e+01,-6.091568e+00
3.000000e+00,-9.999419e+01,0.000000e+00
4.000000e+00,-9.999826e+01,0.000000e+00
5.000000e+00,-9.999895e+01,0.000000e+00
6.000000e+00,-3.713998e+01,0.000000e+00
7.000000e+00,-3.668929e+01,0.000000e+00
8.000000e+00,-3.563869e+01,0.000000e+00
9.000000e+00,-3.605242e+01,0.000000e+00
1.000000e+01,-3.417445e+01,0.000000e+00
1.100000e+01,-3.156218e+01,0.000000e+00
1.200000e+01,-2.951350e+01,0.000000e+00
1.300000e+01,-1.899885e+01,6.305285e+00
1.400000e+01,-1.899885e+01,-6.305285e+00
1.500000e+01,-1.000000e+02,0.000000e+00
1.600000e+01,-1.457857e+01,0.000000e+00
1.700000e+01,-1.413244e+01,0.000000e+00
1.800000e+01,-1.425131e+01,0.000000e+00
1.900000e+01,-3.026375e+01,0.000000e+00
2.000000e+01,-6.931706e-01,6.874067e+00
2.100000e+01,-6.931706e-01,-6.874067e+00
2.200000e+01,-5.244491e-01,6.918898e+00
2.300000e+01,-5.244491e-01,-6.918898e+00
2.400000e+01,-1.006151e+01,0.000000e+00
2.500000e+01,-1.007027e+01,0.000000e+00
2.600000e+01,-1.009779e+01,0.000000e+00
2.700000e+01,-1.011007e+01,0.000000e+00
2.800000e+01,2.217500e-01,3.466885e+00
2.900000e+01,2.217500e-01,-3.466885e+00
3.000000e+01,-4.448952e+00,0.000000e+00
3.100000e+01,-3.702783e+00,3.207542e-01
3.200000e+01,-3.702783e+00,-3.207542e-01
3.300000e+01,-3.495974e+00,0.000000e+00
3.400000e+01,-7.709427e-01,1.831651e+00
3.500000e+01,-7.709427e-01,-1.831651e+00
3.600000e+01,-2.762300e+00,0.000000e+00
3.700000e+01,-2.099941e+00,8.407105e-02
3.800000e+01,-2.099941e+00,-8.407105e-02
3.900000e+01,-2.001684e+00,0.000000e+00
4.000000e+01,-1.792379e+00,8.833317e-02
4.100000e+01,-1.792379e+00,-8.833317e-02
4.200000e+01,-1.382342e+00,0.000000e+00
4.300000e+01,-7.088467e-01,6.048788e-01
4.400000e+01,-7.088467e-01,-6.048788e-01
4.500000e+01,-3.044713e-01,7.009048e-01
4.600000e+01,-3.044713e-01,-7.009048e-01
4.700000e+01,-6.017096e-01,0.000000e+00
4.800000e+01,-3.840420e-01,4.520638e-01
4.900000e+01,-3.840420e-01,-4.520638e-01
5.000000e+01,-2.938626e-02,0.000000e+00
5.100000e+01,-3.399864e-02,0.000000e+00
5.200000e+01,-1.949760e-01,0.000000e+00
5.300000e+01,-1.984306e-01,0.000000e+00
5.400000e+01,-1.985948e-01,0.000000e+00
5.500000e+01,-1.000000e+01,0.000000e+00
5.600000e+01,-6.368668e+00,6.930334e+00
5.700000e+01,-6.368668e+00,-6.930334e+00
5.800000e+01,-5.471860e-01,6.746322e+00
5.900000e+01,-5.471860e-01,-6.746322e+00
6.000000e+01,-3.116477e-01,4.087397e-01
6.100000e+01,-3.116477e-01,-4.087397e-01
6.200000e+01,-2.000000e+01,0.000000e+00
6.300000e+01,-2.000000e+01,0.000000e+00
6.400000e+01,-2.000000e+01,0.000000e+00
6.500000e+01,-2.000000e+01,0.000000e+00
6.600000e+01,-1.062608e+02,0.000000e+00
6.700000e+01,-9.617571e+01,2.450975e+00
6.800000e+01,-9.617571e+01,-2.450975e+00
6.900000e+01,-9.999773e+01,0.000000e+00
7.000000e+01,-9.999878e+01,0.000000e+00
7.100000e+01,-9.999894e+01,0.000000e+00
7.200000e+01,-3.714294e+01,0.000000e+00
7.300000e+01,-3.671225e+01,0.000000e+00
7.400000e+01,-3.606024e+01,0.000000e+00
7.500000e+01,-3.569494e+01,0.000000e+00
7.600000e+01,-3.427808e+01,0.000000e+00
7.700000e+01,-3.201779e+01,0.000000e+00
7.800000e+01,-3.009671e+01,0.000000e+00
7.900000e+01,-2.944128e+01,0.000000e+00
8.000000e+01,-1.931110e+01,5.759333e+00
8.100000e+01,-1.931110e+01,-5.759333e+00
8.200000e+01,-1.457495e+01,0.000000e+00
8.300000e+01,-1.412776e+01,0.000000e+00
8.400000e+01,-1.425131e+01,0.000000e+00
8.500000e+01,-6.156724e+00,6.932745e+00
8.600000e+01,-6.156724e+00,-6.932745e+00
8.700000e+01,-6.818428e-01,6.861696e+00
8.800000e+01,-6.818428e-01,-6.861696e+00
8.900000e+01,-5.317461e-01,6.920986e+00
9.000000e+01,-5.317461e-01,-6.920986e+00
9.100000e+01,-5.616386e-01,6.756782e+00
9.200000e+01,-5.616386e-01,-6.756782e+00
9.300000e+01,-1.003174e+01,0.000000e+00
9.400000e+01,-1.006793e+01,0.000000e+00
9.500000e+01,-1.006994e+01,0.000000e+00
9.600000e+01,-1.012322e+01,0.000000e+00
9.700000e+01,-1.011073e+01,0.000000e+00
9.800000e+01,2.013958e-01,3.467522e+00
9.900000e+01,2.013958e-01,-3.467522e+00
1.000000e+02,-4.448925e+00,0.000000e+00
1.010000e+02,-3.702541e+00,3.209050e-01
1.020000e+02,-3.702541e+00,-3.209050e-01
1.030000e+02,-3.495947e+00,0.000000e+00
1.040000e+02,-7.710515e-01,1.831583e+00
1.050000e+02,-7.710515e-01,-1.831583e+00
1.060000e+02,-2.762296e+00,0.000000e+00
1.070000e+02,-2.100309e+00,8.338029e-02
1.080000e+02,-2.100309e+00,-8.338029e-02
1.090000e+02,-2.001686e+00,0.000000e+00
1.100000e+02,-1.792667e+00,9.180829e-02
1.110000e+02,-1.792667e+00,-9.180829e-02
1.120000e+02,-1.384188e+00,0.000000e+00
1.130000e+02,-7.088581e-01,6.049601e-01
1.140000e+02,-7.088581e-01,-6.049601e-01
1.150000e+02,-3.042374e-01,7.011164e-01
1.160000e+02,-3.042374e-01,-7.011164e-01
1.170000e+02,-6.016519e-01,0.000000e+00
1.180000e+02,-3.840459e-01,4.520635e-01
1.190000e+02,-3.840459e-01,-4.520635e-01
1.200000e+02,-3.115466e-01,4.088053e-01
1.210000e+02,-3.115466e-01,-4.088053e-01
1.220000e+02,-2.938571e-02,0.000000e+00
1.230000e+02,-3.399881e-02,0.000000e+00
1.240000e+02,-1.949771e-01,0.000000e+00
1.250000e+02,-1.984306e-01,0.000000e+00
1.260000e+02,-1.985948e-01,0.000000e+00
1.270000e+02,-2.000000e+01,0.000000e+00
1.280000e+02,-2.000000e+01,0.000000e+00
1.290000e+02,-2.000000e+01,0.000000e+00
1.300000e+02,-2.000000e+01,0.000000e+00
1.310000e+02,-1.103860e+02,0.000000e+00
1.320000e+02,-9.149953e+01,0.000000e+00
1.330000e+02,-9.703641e+01,0.000000e+00
1.340000e+02,-9.999773e+01,0.000000e+00
1.350000e+02,-9.999878e+01,0.000000e+00
1.360000e+02,-9.999894e+01,0.000000e+00
1.370000e+02,-3.714803e+01,0.000000e+00
1.380000e+02,-3.674878e+01,0.000000e+00
1.390000e+02,-3.607534e+01,0.000000e+00
1.400000e+02,-3.577127e+01,0.000000e+00
