t,v3,v13
3.466667e+00,8.965590e-01,8.701587e-01
3.500000e+00,8.865223e-01,8.597043e-01
3.533333e+00,8.772975e-01,8.500367e-01
3.566667e+00,8.688816e-01,8.411771e-01
3.600000e+00,8.613169e-01,8.331544e-01
3.633333e+00,8.547008e-01,8.260100e-01
3.666667e+00,8.488727e-01,8.197241e-01
3.700000e+00,8.438225e-01,8.143042e-01
3.733333e+00,8.395481e-01,8.097615e-01
3.766667e+00,8.360372e-01,8.060914e-01
3.800000e+00,8.332844e-01,8.032931e-01
3.833333e+00,8.312911e-01,8.013697e-01
3.866667e+00,8.300486e-01,8.003088e-01
3.900000e+00,8.295554e-01,8.001024e-01
3.933333e+00,8.298165e-01,8.007467e-01
3.966667e+00,8.308268e-01,8.022229e-01
4.000000e+00,8.325879e-01,8.045172e-01
4.033333e+00,8.351072e-01,8.076195e-01
4.066667e+00,8.383814e-01,8.115058e-01
4.100000e+00,8.424121e-01,8.161566e-01
4.133333e+00,8.472062e-01,8.215556e-01
4.166667e+00,8.527575e-01,8.276736e-01
4.200000e+00,8.590638e-01,8.344848e-01
4.233333e+00,8.661256e-01,8.419663e-01
4.266667e+00,8.739288e-01,8.500829e-01
4.300000e+00,8.825118e-01,8.588120e-01
4.333333e+00,8.918743e-01,8.681254e-01
4.366667e+00,9.019002e-01,8.779543e-01
4.400000e+00,9.125301e-01,8.882313e-01
4.433333e+00,9.236974e-01,8.988801e-01
4.466667e+00,9.353183e-01,9.098115e-01
4.500000e+00,9.473065e-01,9.209362e-01
4.533333e+00,9.595710e-01,9.321637e-01
4.566667e+00,9.720120e-01,9.434026e-01
4.600000e+00,9.845292e-01,9.545654e-01
4.633333e+00,9.970191e-01,9.655663e-01
4.666667e+00,1.009378e+00,9.763260e-01
4.700000e+00,1.021356e+00,9.867407e-01
4.733333e+00,1.031948e+00,9.965428e-01
4.766667e+00,1.041403e+00,1.005725e+00
4.800000e+00,1.049984e+00,1.014304e+00
4.833333e+00,1.057788e+00,1.022272e+00
4.866667e+00,1.064858e+00,1.029628e+00
4.900000e+00,1.071199e+00,1.036371e+00
4.933333e+00,1.076797e+00,1.042495e+00
4.966667e+00,1.081640e+00,1.048006e+00
5.000000e+00,1.085533e+00,1.052873e+00
5.033333e+00,1.088519e+00,1.057101e+00
5.066667e+00,1.090701e+00,1.060716e+00
5.100000e+00,1.092119e+00,1.063726e+00
5.133333e+00,1.092785e+00,1.066124e+00
5.166667e+00,1.092709e+00,1.067904e+00
5.200000e+00,1.091895e+00,1.069050e+00
5.233333e+00,1.090338e+00,1.069532e+00
5.266667e+00,1.088046e+00,1.069330e+00
5.300000e+00,1.085026e+00,1.068414e+00
5.333333e+00,1.081283e+00,1.066750e+00
5.366667e+00,1.076771e+00,1.064303e+00
5.400000e+00,1.071172e+00,1.060981e+00
5.433333e+00,1.064567e+00,1.056768e+00
5.466667e+00,1.057072e+00,1.051684e+00
5.500000e+00,1.048762e+00,1.045749e+00
5.533333e+00,1.039702e+00,1.038988e+00
5.566667e+00,1.029968e+00,1.031451e+00
5.600000e+00,1.019638e+00,1.023194e+00
5.633333e+00,1.008792e+00,1.014281e+00
5.666667e+00,9.975230e-01,1.004797e+00
5.700000e+00,9.859264e-01,9.948293e-01
5.733333e+00,9.740984e-01,9.844702e-01
5.766667e+00,9.621402e-01,9.738224e-01
5.800000e+00,9.501509e-01,9.629869e-01
5.833333e+00,9.382286e-01,9.520655e-01
5.866667e+00,9.264675e-01,9.411591e-01
5.900000e+00,9.149572e-01,9.303638e-01
5.933333e+00,9.037811e-01,9.197730e-01
5.966667e+00,8.983700e-01,9.104929e-01
6.000000e+00,8.893892e-01,9.009370e-01
6.033333e+00,8.807160e-01,8.917826e-01
6.066667e+00,8.726226e-01,8.831443e-01
6.100000e+00,8.651681e-01,8.750830e-01
6.133333e+00,8.583857e-01,8.676485e-01
6.166667e+00,8.522836e-01,8.608698e-01
6.200000e+00,8.468675e-01,8.547722e-01
6.233333e+00,8.421434e-01,8.493812e-01
6.266667e+00,8.381040e-01,8.447074e-01
6.300000e+00,8.347451e-01,8.407633e-01
6.333333e+00,8.320664e-01,8.375640e-01
6.366667e+00,8.300566e-01,8.351111e-01
6.400000e+00,8.287095e-01,8.334095e-01
6.433333e+00,8.280237e-01,8.324673e-01
6.466667e+00,8.279886e-01,8.322785e-01
6.500000e+00,8.285987e-01,8.328401e-01
6.533333e+00,8.298529e-01,8.341527e-01
6.566667e+00,8.317403e-01,8.362041e-01
6.600000e+00,8.342551e-01,8.389860e-01
6.633333e+00,8.373971e-01,8.424929e-01
6.666667e+00,8.411572e-01,8.467026e-01
6.700000e+00,8.455300e-01,8.515934e-01
6.733333e+00,8.505114e-01,8.571449e-01
6.766667e+00,8.560862e-01,8.633244e-01
6.800000e+00,8.622431e-01,8.701027e-01
6.833333e+00,8.689748e-01,8.774536e-01
6.866667e+00,8.762662e-01,8.853417e-01
6.900000e+00,8.841073e-01,8.937353e-01
6.933333e+00,8.924923e-01,9.026050e-01
6.966667e+00,9.000125e-01,9.116799e-01
7.000000e+00,9.027155e-01,9.201080e-01
7.033333e+00,9.083617e-01,9.291592e-01
7.066667e+00,9.159739e-01,9.387128e-01
7.100000e+00,9.246108e-01,9.485762e-01
7.133333e+00,9.338005e-01,9.586161e-01
7.166667e+00,9.432973e-01,9.687332e-01
7.200000e+00,9.529696e-01,9.788490e-01
7.233333e+00,9.627333e-01,9.888926e-01
7.266667e+00,9.725231e-01,9.987981e-01
7.300000e+00,9.822826e-01,1.008503e+00
7.333333e+00,9.919575e-01,1.017950e+00
7.366667e+00,1.001496e+00,1.027093e+00
7.400000e+00,1.010849e+00,1.035886e+00
7.433333e+00,1.019969e+00,1.044284e+00
7.466667e+00,1.028816e+00,1.052248e+00
7.500000e+00,1.037353e+00,1.059741e+00
7.533333e+00,1.045535e+00,1.066724e+00
7.566667e+00,1.053329e+00,1.073170e+00
7.600000e+00,1.060698e+00,1.079054e+00
7.633333e+00,1.067605e+00,1.084349e+00
7.666667e+00,1.074022e+00,1.089041e+00
7.700000e+00,1.079921e+00,1.093118e+00
7.733333e+00,1.085270e+00,1.096563e+00
7.766667e+00,1.090049e+00,1.099375e+00
7.800000e+00,1.094236e+00,1.101548e+00
7.833333e+00,1.097806e+00,1.103072e+00
7.866667e+00,1.100743e+00,1.103948e+00
7.900000e+00,1.103030e+00,1.104173e+00
7.933333e+00,1.104646e+00,1.103737e+00
7.966667e+00,1.105581e+00,1.102641e+00
8.000000e+00,1.105822e+00,1.100880e+00
8.033333e+00,1.105350e+00,1.098446e+00
8.066667e+00,1.103738e+00,1.095254e+00
8.100000e+00,1.100963e+00,1.091291e+00
8.133333e+00,1.097351e+00,1.086618e+00
8.166667e+00,1.093085e+00,1.081292e+00
8.200000e+00,1.088264e+00,1.075356e+00
8.233333e+00,1.082960e+00,1.068852e+00
8.266667e+00,1.077240e+00,1.061836e+00
8.300000e+00,1.071172e+00,1.054366e+00
8.333333e+00,1.064823e+00,1.046502e+00
8.366667e+00,1.058264e+00,1.038318e+00
8.400000e+00,1.051566e+00,1.029886e+00
8.433333e+00,1.044801e+00,1.021285e+00
8.466667e+00,1.037857e+00,1.012558e+00
8.500000e+00,1.030221e+00,1.003659e+00
8.533333e+00,1.022167e+00,9.946964e-01
8.566667e+00,1.013933e+00,9.857791e-01
8.600000e+00,1.005395e+00,9.769440e-01
8.633333e+00,9.967510e-01,9.682813e-01
8.666667e+00,9.883885e-01,9.599274e-01
8.700000e+00,9.803873e-01,9.519531e-01
8.733333e+00,9.728132e-01,9.444232e-01
8.766667e+00,9.657142e-01,9.373850e-01
8.800000e+00,9.591319e-01,9.308751e-01
8.833333e+00,9.530162e-01,9.249075e-01
8.866667e+00,9.472365e-01,9.194647e-01
8.900000e+00,9.419012e-01,9.145769e-01
8.933333e+00,9.370861e-01,9.102717e-01
8.966667e+00,9.328306e-01,9.065601e-01
9.000000e+00,9.291629e-01,9.034519e-01
9.033333e+00,9.261072e-01,9.009573e-01
9.066667e+00,9.236721e-01,8.990739e-01
9.100000e+00,9.218658e-01,8.978008e-01
9.133333e+00,9.206964e-01,8.971387e-01
9.166667e+00,9.201574e-01,8.970767e-01
9.200000e+00,9.202413e-01,8.976058e-01
9.233333e+00,9.209383e-01,8.987174e-01
9.266667e+00,9.222229e-01,9.003885e-01
9.300000e+00,9.240682e-01,9.025937e-01
9.333333e+00,9.264456e-01,9.053044e-01
9.366667e+00,9.293133e-01,9.084792e-01
9.400000e+00,9.326294e-01,9.120766e-01
9.433333e+00,9.363508e-01,9.160544e-01
9.466667e+00,9.404253e-01,9.203625e-01
9.500000e+00,9.448011e-01,9.249524e-01
9.533333e+00,9.494260e-01,9.297761e-01
9.566667e+00,9.542428e-01,9.347818e-01
9.600000e+00,9.591957e-01,9.399202e-01
9.633333e+00,9.642291e-01,9.451430e-01
9.666667e+00,9.692866e-01,9.504020e-01
9.700000e+00,9.743138e-01,9.556514e-01
9.733333e+00,9.792581e-01,9.608473e-01
9.766667e+00,9.840691e-01,9.659482e-01
9.800000e+00,9.886994e-01,9.709154e-01
9.833333e+00,9.931026e-01,9.757113e-01
9.866667e+00,9.972393e-01,9.803037e-01
9.900000e+00,1.001072e+00,9.846621e-01
9.933333e+00,1.004566e+00,9.887568e-01
9.966667e+00,1.007692e+00,9.925648e-01
1.000000e+01,1.010427e+00,9.960641e-01
