t,v3,v13
1.533333e+00,9.721034e-01,1.034697e+00
1.566667e+00,9.903510e-01,1.053605e+00
1.600000e+00,1.008435e+00,1.072141e+00
1.633333e+00,1.026296e+00,1.090043e+00
1.666667e+00,1.043764e+00,1.107065e+00
1.700000e+00,1.060612e+00,1.122961e+00
1.733333e+00,1.076573e+00,1.137466e+00
1.766667e+00,1.091446e+00,1.150448e+00
1.800000e+00,1.105046e+00,1.161803e+00
1.833333e+00,1.117187e+00,1.171440e+00
1.866667e+00,1.127823e+00,1.179448e+00
1.900000e+00,1.136921e+00,1.185930e+00
1.933333e+00,1.144451e+00,1.191007e+00
1.966667e+00,1.152000e+00,1.195270e+00
2.000000e+00,1.158959e+00,1.198812e+00
2.033333e+00,1.164288e+00,1.201572e+00
2.066667e+00,1.168061e+00,1.203743e+00
2.100000e+00,1.170314e+00,1.205457e+00
2.133333e+00,1.171020e+00,1.206778e+00
2.166667e+00,1.170207e+00,1.207718e+00
2.200000e+00,1.167821e+00,1.208196e+00
2.233333e+00,1.163719e+00,1.208031e+00
2.266667e+00,1.157836e+00,1.207009e+00
2.300000e+00,1.150052e+00,1.204856e+00
2.333333e+00,1.140192e+00,1.201218e+00
2.366667e+00,1.128242e+00,1.195833e+00
2.400000e+00,1.115199e+00,1.188687e+00
2.433333e+00,1.101462e+00,1.179645e+00
2.466667e+00,1.086700e+00,1.168545e+00
2.500000e+00,1.070881e+00,1.155309e+00
2.533333e+00,1.054116e+00,1.139913e+00
2.566667e+00,1.036669e+00,1.122568e+00
2.600000e+00,1.018827e+00,1.103496e+00
2.633333e+00,1.000908e+00,1.082956e+00
2.666667e+00,9.832354e-01,1.061340e+00
2.700000e+00,9.661036e-01,1.039026e+00
2.733333e+00,9.498026e-01,1.016410e+00
2.766667e+00,9.345276e-01,9.939081e-01
2.800000e+00,9.204438e-01,9.718997e-01
2.833333e+00,9.069254e-01,9.506101e-01
2.866667e+00,8.923732e-01,9.299251e-01
2.900000e+00,8.787556e-01,9.105078e-01
2.933333e+00,8.667857e-01,8.927634e-01
2.966667e+00,8.564318e-01,8.767918e-01
3.000000e+00,8.476703e-01,8.626892e-01
3.033333e+00,8.405128e-01,8.505802e-01
3.066667e+00,8.348782e-01,8.404478e-01
3.100000e+00,8.307421e-01,8.323146e-01
3.133333e+00,8.281369e-01,8.262488e-01
3.166667e+00,8.270190e-01,8.221836e-01
3.200000e+00,8.274029e-01,8.201005e-01
3.233333e+00,8.293620e-01,8.200269e-01
3.266667e+00,8.328859e-01,8.218581e-01
3.300000e+00,8.380145e-01,8.255359e-01
3.333333e+00,8.448383e-01,8.310373e-01
3.366667e+00,8.533411e-01,8.382134e-01
3.400000e+00,8.635424e-01,8.469512e-01
3.433333e+00,8.754917e-01,8.571540e-01
3.466667e+00,8.891036e-01,8.686130e-01
3.500000e+00,9.042999e-01,8.811389e-01
3.533333e+00,9.209901e-01,8.945316e-01
3.566667e+00,9.388316e-01,9.084823e-01
3.600000e+00,9.559249e-01,9.222809e-01
3.633333e+00,9.719992e-01,9.355697e-01
3.666667e+00,9.874248e-01,9.482004e-01
3.700000e+00,1.002211e+00,9.599583e-01
3.733333e+00,1.016190e+00,9.705761e-01
3.766667e+00,1.029191e+00,9.798783e-01
3.800000e+00,1.041029e+00,9.877141e-01
3.833333e+00,1.051521e+00,9.939591e-01
3.866667e+00,1.060626e+00,9.986719e-01
3.900000e+00,1.068324e+00,1.001952e+00
3.933333e+00,1.074619e+00,1.003950e+00
3.966667e+00,1.079644e+00,1.004962e+00
4.000000e+00,1.083528e+00,1.005287e+00
4.033333e+00,1.086393e+00,1.005253e+00
4.066667e+00,1.088427e+00,1.005209e+00
4.100000e+00,1.089772e+00,1.005464e+00
4.133333e+00,1.090531e+00,1.006308e+00
4.166667e+00,1.090807e+00,1.007935e+00
4.200000e+00,1.090640e+00,1.010472e+00
4.233333e+00,1.090006e+00,1.013991e+00
4.266667e+00,1.088861e+00,1.018407e+00
4.300000e+00,1.087102e+00,1.023571e+00
4.333333e+00,1.084560e+00,1.029250e+00
4.366667e+00,1.081077e+00,1.035097e+00
4.400000e+00,1.076459e+00,1.040720e+00
4.433333e+00,1.070462e+00,1.045649e+00
4.466667e+00,1.062939e+00,1.049435e+00
4.500000e+00,1.053744e+00,1.051635e+00
4.533333e+00,1.042726e+00,1.051779e+00
4.566667e+00,1.029915e+00,1.049591e+00
4.600000e+00,1.015366e+00,1.044844e+00
4.633333e+00,9.991702e-01,1.037340e+00
4.666667e+00,9.816017e-01,1.027168e+00
4.700000e+00,9.629480e-01,1.014452e+00
4.733333e+00,9.435366e-01,9.993577e-01
4.766667e+00,9.237723e-01,9.822743e-01
4.800000e+00,9.040364e-01,9.635730e-01
4.833333e+00,8.806978e-01,9.426590e-01
4.866667e+00,8.565794e-01,9.205206e-01
4.900000e+00,8.333542e-01,8.979253e-01
4.933333e+00,8.114159e-01,8.753032e-01
4.966667e+00,7.909532e-01,8.530134e-01
5.000000e+00,7.682115e-01,8.306526e-01
