k,re,im
1.000000e+00,-9.914511e+01,6.091568e+00
2.000000e+00,-9.914511e+01,-6.091568e+00
3.000000e+00,-9.999419e+01,0.000000e+00
4.000000e+00,-9.999826e+01,0.000000e+00
5.000000e+00,-9.999895e+01,0.000000e+00
6.000000e+00,-3.713998e+01,0.000000e+00
7.000000e+00,-3.668929e+01,0.000000e+00
8.000000e+00,-3.563869e+01,0.000000e+00
9.000000e+00,-3.605242e+01,0.000000e+00
1.000000e+01,-3.417445e+01,0.000000e+00
1.100000e+01,-3.156218e+01,0.000000e+00
1.200000e+01,-2.951350e+01,0.000000e+00
1.300000e+01,-1.899885e+01,6.305285e+00
1.400000e+01,-1.899885e+01,-6.305285e+00
1.500000e+01,-2.048079e+02,0.000000e+00
1.600000e+01,-1.053194e+02,0.000000e+00
1.700000e+01,-1.000000e+02,0.000000e+00
1.800000e+01,-1.457857e+01,0.000000e+00
1.900000e+01,-1.413244e+01,0.000000e+00
2.000000e+01,-1.425131e+01,0.000000e+00
2.100000e+01,-6.931706e-01,6.874067e+00
2.200000e+01,-6.931706e-01,-6.874067e+00
2.300000e+01,-5.244491e-01,6.918898e+00
2.400000e+01,-5.244491e-01,-6.918898e+00
2.500000e+01,-1.006151e+01,0.000000e+00
2.600000e+01,-1.007027e+01,0.000000e+00
2.700000e+01,-1.009779e+01,0.000000e+00
2.800000e+01,-1.011007e+01,0.000000e+00
2.900000e+01,2.217500e-01,3.466885e+00
3.000000e+01,2.217500e-01,-3.466885e+00
3.100000e+01,-9.695349e+00,5.987549e+00
3.200000e+01,-9.695349e+00,-5.987549e+00
3.300000e+01,-1.177665e+01,0.000000e+00
3.400000e+01,-4.448952e+00,0.000000e+00
3.500000e+01,-4.600833e-01,6.629120e+00
3.600000e+01,-4.600833e-01,-6.629120e+00
3.700000e+01,-3.702783e+00,3.207542e-01
3.800000e+01,-3.702783e+00,-3.207542e-01
3.900000e+01,-3.495974e+00,0.000000e+00
4.000000e+01,-7.709427e-01,1.831651e+00
4.100000e+01,-7.709427e-01,-1.831651e+00
4.200000e+01,-2.762300e+00,0.000000e+00
4.300000e+01,-2.099941e+00,8.407105e-02
4.400000e+01,-2.099941e+00,-8.407105e-02
4.500000e+01,-2.001684e+00,0.000000e+00
4.600000e+01,-1.792379e+00,8.833317e-02
4.700000e+01,-1.792379e+00,-8.833317e-02
4.800000e+01,-1.382342e+00,0.000000e+00
4.900000e+01,-3.044713e-01,7.009048e-01
5.000000e+01,-3.044713e-01,-7.009048e-01
5.100000e+01,-7.088467e-01,6.048788e-01
5.200000e+01,-7.088467e-01,-6.048788e-01
5.300000e+01,-3.840420e-01,4.520638e-01
5.400000e+01,-3.840420e-01,-4.520638e-01
5.500000e+01,-6.017096e-01,0.000000e+00
5.600000e+01,-2.938626e-02,0.000000e+00
5.700000e+01,-3.399864e-02,0.000000e+00
5.800000e+01,-1.949760e-01,0.000000e+00
5.900000e+01,-1.984306e-01,0.000000e+00
6.000000e+01,-1.985948e-01,0.000000e+00
6.100000e+01,-3.120825e-01,3.907235e-01
6.200000e+01,-3.120825e-01,-3.907235e-01
6.300000e+01,-2.000000e+01,0.000000e+00
6.400000e+01,-2.000000e+01,0.000000e+00
6.500000e+01,-2.000000e+01,0.000000e+00
6.600000e+01,-2.000000e+01,0.000000e+00
6.700000e+01,-1.947259e+02,0.000000e+00
6.800000e+01,-1.399405e+02,0.000000e+00
6.900000e+01,-8.779868e+01,1.691818e+01
7.000000e+01,-8.779868e+01,-1.691818e+01
7.100000e+01,-9.804552e+01,0.000000e+00
7.200000e+01,-9.999773e+01,0.000000e+00
7.300000e+01,-9.999878e+01,0.000000e+00
7.400000e+01,-9.999894e+01,0.000000e+00
7.500000e+01,-3.714020e+01,0.000000e+00
7.600000e+01,-3.669101e+01,0.000000e+00
7.700000e+01,-3.564287e+01,0.000000e+00
7.800000e+01,-3.605295e+01,0.000000e+00
7.900000e+01,-3.418112e+01,0.000000e+00
8.000000e+01,-3.157884e+01,0.000000e+00
8.100000e+01,-2.951494e+01,0.000000e+00
8.200000e+01,-1.942049e+01,6.695382e+00
8.300000e+01,-1.942049e+01,-6.695382e+00
8.400000e+01,-1.458922e+01,0.000000e+00
8.500000e+01,-1.414755e+01,0.000000e+00
8.600000e+01,-1.425129e+01,0.000000e+00
8.700000e+01,-9.391446e+00,5.429296e+00
8.800000e+01,-9.391446e+00,-5.429296e+00
8.900000e+01,-1.163542e+01,0.000000e+00
9.000000e+01,-6.879309e-01,6.879292e+00
9.100000e+01,-6.879309e-01,-6.879292e+00
9.200000e+01,-5.307210e-01,6.919912e+00
9.300000e+01,-5.307210e-01,-6.919912e+00
9.400000e+01,-4.736168e-01,6.632576e+00
9.500000e+01,-4.736168e-01,-6.632576e+00
9.600000e+01,-1.006238e+01,0.000000e+00
9.700000e+01,-1.007025e+01,0.000000e+00
9.800000e+01,-1.010262e+01,0.000000e+00
9.900000e+01,-1.010981e+01,0.000000e+00
1.000000e+02,1.603088e-01,3.465901e+00
1.010000e+02,1.603088e-01,-3.465901e+00
1.020000e+02,-4.449502e+00,0.000000e+00
1.030000e+02,-3.702673e+00,3.055021e-01
1.040000e+02,-3.702673e+00,-3.055021e-01
1.050000e+02,-3.517857e+00,0.000000e+00
1.060000e+02,-7.716980e-01,1.831112e+00
1.070000e+02,-7.716980e-01,-1.831112e+00
1.080000e+02,-2.762165e+00,0.000000e+00
1.090000e+02,-2.107201e+00,7.133701e-02
1.100000e+02,-2.107201e+00,-7.133701e-02
1.110000e+02,-2.001724e+00,0.000000e+00
1.120000e+02,-1.796143e+00,1.338673e-01
1.130000e+02,-1.796143e+00,-1.338673e-01
1.140000e+02,-1.406761e+00,0.000000e+00
1.150000e+02,-7.088045e-01,6.056882e-01
1.160000e+02,-7.088045e-01,-6.056882e-01
1.170000e+02,-3.037368e-01,7.063514e-01
1.180000e+02,-3.037368e-01,-7.063514e-01
1.190000e+02,-6.005773e-01,0.000000e+00
1.200000e+02,-3.840839e-01,4.519963e-01
1.210000e+02,-3.840839e-01,-4.519963e-01
1.220000e+02,-3.114414e-01,3.937319e-01
1.230000e+02,-3.114414e-01,-3.937319e-01
1.240000e+02,-2.920073e-02,0.000000e+00
1.250000e+02,-3.404711e-02,0.000000e+00
1.260000e+02,-1.950401e-01,0.000000e+00
1.270000e+02,-1.984302e-01,0.000000e+00
1.280000e+02,-1.985948e-01,0.000000e+00
1.290000e+02,-2.000000e+01,0.000000e+00
1.300000e+02,-2.000000e+01,0.000000e+00
1.310000e+02,-2.000000e+01,0.000000e+00
1.320000e+02,-2.000000e+01,0.000000e+00
1.330000e+02,-1.709951e+02,9.014537e+00
1.340000e+02,-1.709951e+02,-9.014537e+00
1.350000e+02,-8.409586e+01,1.967322e+01
1.360000e+02,-8.409586e+01,-1.967322e+01
1.370000e+02,-9.802686e+01,0.000000e+00
1.380000e+02,-9.999773e+01,0.000000e+00
1.390000e+02,-9.999878e+01,0.000000e+00
1.400000e+02,-9.999894e+01,0.000000e+00
