k,re,im
1.410000e+02,-3.714043e+01,0.000000e+00
1.420000e+02,-3.669280e+01,0.000000e+00
1.430000e+02,-3.564716e+01,0.000000e+00
1.440000e+02,-3.605351e+01,0.000000e+00
1.450000e+02,-3.418795e+01,0.000000e+00
1.460000e+02,-3.159567e+01,0.000000e+00
1.470000e+02,-2.951636e+01,0.000000e+00
1.480000e+02,-1.982885e+01,7.012657e+00
1.490000e+02,-1.982885e+01,-7.012657e+00
1.500000e+02,-1.415910e+01,0.000000e+00
1.510000e+02,-1.425127e+01,0.000000e+00
1.520000e+02,-1.459818e+01,0.000000e+00
1.530000e+02,-9.094020e+00,4.879642e+00
1.540000e+02,-9.094020e+00,-4.879642e+00
1.550000e+02,-1.148332e+01,0.000000e+00
1.560000e+02,-6.814505e-01,6.885609e+00
1.570000e+02,-6.814505e-01,-6.885609e+00
1.580000e+02,-5.382859e-01,6.920289e+00
1.590000e+02,-5.382859e-01,-6.920289e+00
1.600000e+02,-4.875416e-01,6.636383e+00
1.610000e+02,-4.875416e-01,-6.636383e+00
1.620000e+02,-1.006335e+01,0.000000e+00
1.630000e+02,-1.007022e+01,0.000000e+00
1.640000e+02,-1.010976e+01,2.187019e-03
1.650000e+02,-1.010976e+01,-2.187019e-03
1.660000e+02,9.490504e-02,3.465787e+00
1.670000e+02,9.490504e-02,-3.465787e+00
1.680000e+02,-4.450312e+00,0.000000e+00
1.690000e+02,-3.699473e+00,2.824078e-01
1.700000e+02,-3.699473e+00,-2.824078e-01
1.710000e+02,-3.553044e+00,0.000000e+00
1.720000e+02,-7.725721e-01,1.830526e+00
1.730000e+02,-7.725721e-01,-1.830526e+00
1.740000e+02,-2.761993e+00,0.000000e+00
1.750000e+02,-2.116075e+00,5.329322e-02
1.760000e+02,-2.116075e+00,-5.329322e-02
1.770000e+02,-2.001762e+00,0.000000e+00
1.780000e+02,-1.802531e+00,1.732137e-01
1.790000e+02,-1.802531e+00,-1.732137e-01
1.800000e+02,-1.429068e+00,0.000000e+00
1.810000e+02,-7.087606e-01,6.065168e-01
1.820000e+02,-7.087606e-01,-6.065168e-01
1.830000e+02,-3.029841e-01,7.120984e-01
1.840000e+02,-3.029841e-01,-7.120984e-01
1.850000e+02,-5.994976e-01,0.000000e+00
1.860000e+02,-3.841296e-01,4.519308e-01
1.870000e+02,-3.841296e-01,-4.519308e-01
1.880000e+02,-3.108375e-01,3.966831e-01
1.890000e+02,-3.108375e-01,-3.966831e-01
1.900000e+02,-2.902096e-02,0.000000e+00
1.910000e+02,-3.409150e-02,0.000000e+00
1.920000e+02,-1.951024e-01,0.000000e+00
1.930000e+02,-1.984299e-01,0.000000e+00
1.940000e+02,-1.985948e-01,0.000000e+00
1.950000e+02,-2.000000e+01,0.000000e+00
1.960000e+02,-2.000000e+01,0.000000e+00
1.970000e+02,-2.000000e+01,0.000000e+00
1.980000e+02,-2.000000e+01,0.000000e+00
1.990000e+02,-1.734773e+02,2.789518e+01
2.000000e+02,-1.734773e+02,-2.789518e+01
2.010000e+02,-8.156851e+01,2.139340e+01
2.020000e+02,-8.156851e+01,-2.139340e+01
2.030000e+02,-9.802052e+01,0.000000e+00
2.040000e+02,-9.999773e+01,0.000000e+00
2.050000e+02,-9.999878e+01,0.000000e+00
2.060000e+02,-9.999894e+01,0.000000e+00
2.070000e+02,-3.714067e+01,0.000000e+00
2.080000e+02,-3.669465e+01,0.000000e+00
2.090000e+02,-3.565158e+01,0.000000e+00
2.100000e+02,-3.605409e+01,0.000000e+00
2.110000e+02,-3.419494e+01,0.000000e+00
2.120000e+02,-3.161267e+01,0.000000e+00
2.130000e+02,-2.951777e+01,0.000000e+00
2.140000e+02,-2.021939e+01,7.274431e+00
2.150000e+02,-2.021939e+01,-7.274431e+00
2.160000e+02,-1.460578e+01,0.000000e+00
2.170000e+02,-1.416817e+01,0.000000e+00
2.180000e+02,-1.425126e+01,0.000000e+00
2.190000e+02,-8.806744e+00,4.305634e+00
2.200000e+02,-8.806744e+00,-4.305634e+00
2.210000e+02,-1.131019e+01,0.000000e+00
2.220000e+02,-6.732184e-01,6.893599e+00
2.230000e+02,-6.732184e-01,-6.893599e+00
2.240000e+02,-5.476074e-01,6.919507e+00
2.250000e+02,-5.476074e-01,-6.919507e+00
2.260000e+02,-5.018907e-01,6.640580e+00
2.270000e+02,-5.018907e-01,-6.640580e+00
2.280000e+02,-1.006442e+01,0.000000e+00
2.290000e+02,-1.007019e+01,0.000000e+00
2.300000e+02,-1.012074e+01,0.000000e+00
2.310000e+02,-1.011099e+01,0.000000e+00
2.320000e+02,2.483760e-02,3.466838e+00
2.330000e+02,2.483760e-02,-3.466838e+00
2.340000e+02,-4.451622e+00,0.000000e+00
2.350000e+02,-3.682693e+00,2.444015e-01
2.360000e+02,-3.682693e+00,-2.444015e-01
2.370000e+02,-3.626784e+00,0.000000e+00
2.380000e+02,-7.735932e-01,1.829889e+00
2.390000e+02,-7.735932e-01,-1.829889e+00
2.400000e+02,-2.761763e+00,0.000000e+00
2.410000e+02,-2.127006e+00,1.271238e-02
2.420000e+02,-2.127006e+00,-1.271238e-02
2.430000e+02,-1.812391e+00,2.098971e-01
2.440000e+02,-1.812391e+00,-2.098971e-01
2.450000e+02,-2.001800e+00,0.000000e+00
2.460000e+02,-1.448601e+00,0.000000e+00
2.470000e+02,-7.087149e-01,6.073654e-01
2.480000e+02,-7.087149e-01,-6.073654e-01
2.490000e+02,-3.022125e-01,7.181717e-01
2.500000e+02,-3.022125e-01,-7.181717e-01
2.510000e+02,-5.984667e-01,0.000000e+00
2.520000e+02,-3.841789e-01,4.518676e-01
2.530000e+02,-3.841789e-01,-4.518676e-01
2.540000e+02,-3.102703e-01,3.995769e-01
2.550000e+02,-3.102703e-01,-3.995769e-01
2.560000e+02,-2.884633e-02,0.000000e+00
2.570000e+02,-3.413236e-02,0.000000e+00
2.580000e+02,-1.951630e-01,0.000000e+00
2.590000e+02,-1.984295e-01,0.000000e+00
2.600000e+02,-1.985948e-01,0.000000e+00
2.610000e+02,-2.000000e+01,0.000000e+00
2.620000e+02,-2.000000e+01,0.000000e+00
2.630000e+02,-2.000000e+01,0.000000e+00
2.640000e+02,-2.000000e+01,0.000000e+00
2.650000e+02,-1.753972e+02,3.751262e+01
2.660000e+02,-1.753972e+02,-3.751262e+01
2.670000e+02,-7.960382e+01,2.265393e+01
2.680000e+02,-7.960382e+01,-2.265393e+01
2.690000e+02,-9.801733e+01,0.000000e+00
2.700000e+02,-9.999773e+01,0.000000e+00
2.710000e+02,-9.999878e+01,0.000000e+00
2.720000e+02,-9.999894e+01,0.000000e+00
2.730000e+02,-3.714092e+01,0.000000e+00
2.740000e+02,-3.669657e+01,0.000000e+00
2.750000e+02,-3.565613e+01,0.000000e+00
2.760000e+02,-3.605470e+01,0.000000e+00
2.770000e+02,-3.420209e+01,0.000000e+00
2.780000e+02,-3.162983e+01,0.000000e+00
2.790000e+02,-2.951916e+01,0.000000e+00
2.800000e+02,-2.059151e+01,7.493100e+00
2.810000e+02,-2.059151e+01,-7.493100e+00
2.820000e+02,-1.461231e+01,0.000000e+00
2.830000e+02,-1.417548e+01,0.000000e+00
2.840000e+02,-1.425124e+01,0.000000e+00
2.850000e+02,-8.529261e+00,3.659706e+00
2.860000e+02,-8.529261e+00,-3.659706e+00
2.870000e+02,-1.109534e+01,0.000000e+00
2.880000e+02,-6.624203e-01,6.904635e+00
2.890000e+02,-6.624203e-01,-6.904635e+00
2.900000e+02,-5.594318e-01,6.916277e+00
2.910000e+02,-5.594318e-01,-6.916277e+00
2.920000e+02,-5.167058e-01,6.645194e+00
2.930000e+02,-5.167058e-01,-6.645194e+00
2.940000e+02,-1.014606e+01,0.000000e+00
2.950000e+02,-1.006558e+01,0.000000e+00
2.960000e+02,-1.007014e+01,0.000000e+00
2.970000e+02,-1.011063e+01,0.000000e+00
2.980000e+02,-5.079613e-02,3.469484e+00
2.990000e+02,-5.079613e-02,-3.469484e+00
3.000000e+02,-4.454095e+00,0.000000e+00
3.010000e+02,-3.816281e+00,0.000000e+00
3.020000e+02,-3.618045e+00,2.213792e-01
3.030000e+02,-3.618045e+00,-2.213792e-01
3.040000e+02,-7.747980e-01,1.829199e+00
3.050000e+02,-7.747980e-01,-1.829199e+00
3.060000e+02,-2.761443e+00,0.000000e+00
3.070000e+02,-2.197651e+00,0.000000e+00
3.080000e+02,-1.826527e+00,2.446752e-01
3.090000e+02,-1.826527e+00,-2.446752e-01
3.100000e+02,-2.083852e+00,0.000000e+00
3.110000e+02,-2.001837e+00,0.000000e+00
3.120000e+02,-1.465098e+00,0.000000e+00
3.130000e+02,-7.086671e-01,6.082353e-01
3.140000e+02,-7.086671e-01,-6.082353e-01
3.150000e+02,-3.014211e-01,7.246007e-01
3.160000e+02,-3.014211e-01,-7.246007e-01
3.170000e+02,-5.974813e-01,0.000000e+00
3.180000e+02,-3.842316e-01,4.518072e-01
3.190000e+02,-3.842316e-01,-4.518072e-01
3.200000e+02,-3.097393e-01,4.024130e-01
3.210000e+02,-3.097393e-01,-4.024130e-01
3.220000e+02,-2.867636e-02,0.000000e+00
3.230000e+02,-3.417017e-02,0.000000e+00
3.240000e+02,-1.952221e-01,0.000000e+00
3.250000e+02,-1.984292e-01,0.000000e+00
3.260000e+02,-1.985948e-01,0.000000e+00
3.270000e+02,-2.000000e+01,0.000000e+00
3.280000e+02,-2.000000e+01,0.000000e+00
3.290000e+02,-2.000000e+01,0.000000e+00
3.300000e+02,-2.000000e+01,0.000000e+00
3.310000e+02,-1.769784e+02,4.465019e+01
3.320000e+02,-1.769784e+02,-4.465019e+01
3.330000e+02,-7.797910e+01,2.365231e+01
3.340000e+02,-7.797910e+01,-2.365231e+01
3.350000e+02,-9.801541e+01,0.000000e+00
3.360000e+02,-9.999773e+01,0.000000e+00
3.370000e+02,-9.999878e+01,0.000000e+00
3.380000e+02,-9.999894e+01,0.000000e+00
3.390000e+02,-3.714118e+01,0.000000e+00
3.400000e+02,-3.669857e+01,0.000000e+00
3.410000e+02,-3.566080e+01,0.000000e+00
3.420000e+02,-3.605534e+01,0.000000e+00
3.430000e+02,-3.420940e+01,0.000000e+00
3.440000e+02,-3.164717e+01,0.000000e+00
3.450000e+02,-2.952055e+01,0.000000e+00
3.460000e+02,-2.094609e+01,7.677445e+00
3.470000e+02,-2.094609e+01,-7.677445e+00
3.480000e+02,-1.461796e+01,0.000000e+00
3.490000e+02,-1.418148e+01,0.000000e+00
3.500000e+02,-1.425123e+01,0.000000e+00
3.510000e+02,-6.489156e-01,6.923136e+00
3.520000e+02,-6.489156e-01,-6.923136e+00
3.530000e+02,-5.738070e-01,6.906297e+00
3.540000e+02,-5.738070e-01,-6.906297e+00
3.550000e+02,-5.320356e-01,6.650228e+00
3.560000e+02,-5.320356e-01,-6.650228e+00
3.570000e+02,-8.259795e+00,2.839373e+00
3.580000e+02,-8.259795e+00,-2.839373e+00
3.590000e+02,-1.076924e+01,0.000000e+00
3.600000e+02,-1.022435e+01,0.000000e+00
3.610000e+02,-1.006682e+01,0.000000e+00
3.620000e+02,-1.007005e+01,0.000000e+00
3.630000e+02,-1.011052e+01,0.000000e+00
3.640000e+02,-1.331814e-01,3.474386e+00
3.650000e+02,-1.331814e-01,-3.474386e+00
3.660000e+02,-4.460476e+00,0.000000e+00
3.670000e+02,-4.016938e+00,0.000000e+00
3.680000e+02,-3.568095e+00,2.443369e-01
3.690000e+02,-3.568095e+00,-2.443369e-01
3.700000e+02,-7.762362e-01,1.828456e+00
3.710000e+02,-7.762362e-01,-1.828456e+00
3.720000e+02,-2.760967e+00,0.000000e+00
3.730000e+02,-2.247674e+00,0.000000e+00
3.740000e+02,-1.845744e+00,2.773670e-01
3.750000e+02,-1.845744e+00,-2.773670e-01
3.760000e+02,-2.069688e+00,0.000000e+00
3.770000e+02,-2.001874e+00,0.000000e+00
3.780000e+02,-1.478697e+00,0.000000e+00
3.790000e+02,-7.086169e-01,6.091278e-01
3.800000e+02,-7.086169e-01,-6.091278e-01
3.810000e+02,-3.006080e-01,7.314187e-01
3.820000e+02,-3.006080e-01,-7.314187e-01
3.830000e+02,-5.965385e-01,0.000000e+00
3.840000e+02,-3.842875e-01,4.517497e-01
3.850000e+02,-3.842875e-01,-4.517497e-01
3.860000e+02,-3.092438e-01,4.051910e-01
3.870000e+02,-3.092438e-01,-4.051910e-01
3.880000e+02,-2.851063e-02,0.000000e+00
3.890000e+02,-3.420529e-02,0.000000e+00
3.900000e+02,-1.952796e-01,0.000000e+00
3.910000e+02,-1.984288e-01,0.000000e+00
3.920000e+02,-1.985948e-01,0.000000e+00
3.930000e+02,-2.000000e+01,0.000000e+00
3.940000e+02,-2.000000e+01,0.000000e+00
3.950000e+02,-2.000000e+01,0.000000e+00
3.960000e+02,-2.000000e+01,0.000000e+00
3.970000e+02,-1.783304e+02,5.049956e+01
3.980000e+02,-1.783304e+02,-5.049956e+01
3.990000e+02,-7.658533e+01,2.448112e+01
4.000000e+02,-7.658533e+01,-2.448112e+01
4.010000e+02,-9.801413e+01,0.000000e+00
4.020000e+02,-9.999773e+01,0.000000e+00
4.030000e+02,-9.999878e+01,0.000000e+00
4.040000e+02,-9.999894e+01,0.000000e+00
4.050000e+02,-3.714145e+01,0.000000e+00
4.060000e+02,-3.670065e+01,0.000000e+00
4.070000e+02,-3.566561e+01,0.000000e+00
4.080000e+02,-3.605602e+01,0.000000e+00
4.090000e+02,-3.421689e+01,0.000000e+00
4.100000e+02,-3.166468e+01,0.000000e+00
4.110000e+02,-2.952192e+01,0.000000e+00
4.120000e+02,-2.128449e+01,7.833783e+00
4.130000e+02,-2.128449e+01,-7.833783e+00
4.140000e+02,-1.462289e+01,0.000000e+00
4.150000e+02,-1.418649e+01,0.000000e+00
4.160000e+02,-1.425121e+01,0.000000e+00
4.170000e+02,-6.436258e-01,6.952332e+00
4.180000e+02,-6.436258e-01,-6.952332e+00
4.190000e+02,-5.796969e-01,6.886512e+00
4.200000e+02,-5.796969e-01,-6.886512e+00
4.210000e+02,-5.479290e-01,6.655635e+00
4.220000e+02,-5.479290e-01,-6.655635e+00
4.230000e+02,-7.996074e+00,1.356655e+00
4.240000e+02,-7.996074e+00,-1.356655e+00
4.250000e+02,-1.029519e+01,3.961854e-01
4.260000e+02,-1.029519e+01,-3.961854e-01
4.270000e+02,-1.006816e+01,0.000000e+00
4.280000e+02,-1.006985e+01,0.000000e+00
4.290000e+02,-1.011047e+01,0.000000e+00
4.300000e+02,-2.239059e-01,3.482606e+00
4.310000e+02,-2.239059e-01,-3.482606e+00
4.320000e+02,-4.504302e+00,0.000000e+00
4.330000e+02,-4.281325e+00,0.000000e+00
4.340000e+02,-3.533851e+00,2.729662e-01
4.350000e+02,-3.533851e+00,-2.729662e-01
4.360000e+02,-7.779747e-01,1.827667e+00
4.370000e+02,-7.779747e-01,-1.827667e+00
4.380000e+02,-2.760183e+00,0.000000e+00
4.390000e+02,-2.306314e+00,0.000000e+00
4.400000e+02,-1.870963e+00,3.071079e-01
4.410000e+02,-1.870963e+00,-3.071079e-01
4.420000e+02,-2.060573e+00,0.000000e+00
4.430000e+02,-2.001909e+00,0.000000e+00
4.440000e+02,-1.489777e+00,0.000000e+00
4.450000e+02,-2.997704e-01,7.386643e-01
4.460000e+02,-2.997704e-01,-7.386643e-01
4.470000e+02,-7.085642e-01,6.100442e-01
4.480000e+02,-7.085642e-01,-6.100442e-01
4.490000e+02,-5.956355e-01,0.000000e+00
4.500000e+02,-3.843463e-01,4.516954e-01
4.510000e+02,-3.843463e-01,-4.516954e-01
4.520000e+02,-3.087830e-01,4.079107e-01
4.530000e+02,-3.087830e-01,-4.079107e-01
4.540000e+02,-2.834880e-02,0.000000e+00
4.550000e+02,-3.423804e-02,0.000000e+00
4.560000e+02,-1.953356e-01,0.000000e+00
4.570000e+02,-1.984285e-01,0.000000e+00
4.580000e+02,-1.985948e-01,0.000000e+00
4.590000e+02,-2.000000e+01,0.000000e+00
4.600000e+02,-2.000000e+01,0.000000e+00
4.610000e+02,-2.000000e+01,0.000000e+00
4.620000e+02,-2.000000e+01,0.000000e+00
4.630000e+02,-1.795156e+02,5.553728e+01
4.640000e+02,-1.795156e+02,-5.553728e+01
4.650000e+02,-7.536015e+01,2.519141e+01
4.660000e+02,-7.536015e+01,-2.519141e+01
4.670000e+02,-9.801321e+01,0.000000e+00
4.680000e+02,-9.999773e+01,0.000000e+00
4.690000e+02,-9.999878e+01,0.000000e+00
4.700000e+02,-9.999894e+01,0.000000e+00
4.710000e+02,-3.714173e+01,0.000000e+00
4.720000e+02,-3.670280e+01,0.000000e+00
4.730000e+02,-3.567056e+01,0.000000e+00
4.740000e+02,-3.605673e+01,0.000000e+00
4.750000e+02,-3.422455e+01,0.000000e+00
4.760000e+02,-3.168236e+01,0.000000e+00
4.770000e+02,-2.952328e+01,0.000000e+00
4.780000e+02,-2.160811e+01,7.966768e+00
4.790000e+02,-2.160811e+01,-7.966768e+00
4.800000e+02,-1.462723e+01,0.000000e+00
4.810000e+02,-1.419073e+01,0.000000e+00
4.820000e+02,-1.425120e+01,0.000000e+00
4.830000e+02,-1.025899e+01,1.067906e+00
4.840000e+02,-1.025899e+01,-1.067906e+00
4.850000e+02,-6.476969e-01,6.978286e+00
4.860000e+02,-6.476969e-01,-6.978286e+00
4.870000e+02,-5.758383e-01,6.871117e+00
4.880000e+02,-5.758383e-01,-6.871117e+00
4.890000e+02,-5.644100e-01,6.661297e+00
4.900000e+02,-5.644100e-01,-6.661297e+00
4.910000e+02,-9.837179e+00,0.000000e+00
4.920000e+02,-1.006955e+01,6.847142e-04
4.930000e+02,-1.006955e+01,-6.847142e-04
4.940000e+02,-1.011044e+01,0.000000e+00
4.950000e+02,-4.961259e+00,9.162257e-01
4.960000e+02,-4.961259e+00,-9.162257e-01
4.970000e+02,-3.251287e-01,3.495947e+00
4.980000e+02,-3.251287e-01,-3.495947e+00
4.990000e+02,-4.424007e+00,0.000000e+00
5.000000e+02,-3.505566e+00,3.074301e-01
5.010000e+02,-3.505566e+00,-3.074301e-01
5.020000e+02,-7.801065e-01,1.826847e+00
5.030000e+02,-7.801065e-01,-1.826847e+00
5.040000e+02,-2.758644e+00,0.000000e+00
5.050000e+02,-2.387459e+00,0.000000e+00
5.060000e+02,-1.903196e+00,3.319645e-01
5.070000e+02,-1.903196e+00,-3.319645e-01
5.080000e+02,-2.053932e+00,0.000000e+00
5.090000e+02,-2.001944e+00,0.000000e+00
5.100000e+02,-1.498792e+00,0.000000e+00
5.110000e+02,-2.989039e-01,7.463822e-01
5.120000e+02,-2.989039e-01,-7.463822e-01
5.130000e+02,-7.085085e-01,6.109861e-01
5.140000e+02,-7.085085e-01,-6.109861e-01
5.150000e+02,-5.947697e-01,0.000000e+00
5.160000e+02,-3.844078e-01,4.516445e-01
5.170000e+02,-3.844078e-01,-4.516445e-01
5.180000e+02,-3.083564e-01,4.105718e-01
5.190000e+02,-3.083564e-01,-4.105718e-01
5.200000e+02,-2.819058e-02,0.000000e+00
5.210000e+02,-3.426868e-02,0.000000e+00
5.220000e+02,-1.953902e-01,0.000000e+00
5.230000e+02,-1.984281e-01,0.000000e+00
5.240000e+02,-1.985948e-01,0.000000e+00
5.250000e+02,-2.000000e+01,0.000000e+00
5.260000e+02,-2.000000e+01,0.000000e+00
5.270000e+02,-2.000000e+01,0.000000e+00
5.280000e+02,-2.000000e+01,0.000000e+00
5.290000e+02,-1.805735e+02,6.000865e+01
5.300000e+02,-1.805735e+02,-6.000865e+01
5.310000e+02,-7.426424e+01,2.581438e+01
5.320000e+02,-7.426424e+01,-2.581438e+01
5.330000e+02,-9.801252e+01,0.000000e+00
5.340000e+02,-9.999773e+01,0.000000e+00
5.350000e+02,-9.999878e+01,0.000000e+00
5.360000e+02,-9.999894e+01,0.000000e+00
5.370000e+02,-3.714202e+01,0.000000e+00
5.380000e+02,-3.670505e+01,0.000000e+00
5.390000e+02,-3.567565e+01,0.000000e+00
5.400000e+02,-3.605748e+01,0.000000e+00
5.410000e+02,-3.423239e+01,0.000000e+00
5.420000e+02,-3.170020e+01,0.000000e+00
5.430000e+02,-2.952463e+01,0.000000e+00
5.440000e+02,-2.191824e+01,8.079912e+00
5.450000e+02,-2.191824e+01,-8.079912e+00
5.460000e+02,-1.463107e+01,0.000000e+00
5.470000e+02,-1.419436e+01,0.000000e+00
5.480000e+02,-1.425118e+01,0.000000e+00
5.490000e+02,-1.055301e+01,1.342454e+00
5.500000e+02,-1.055301e+01,-1.342454e+00
5.510000e+02,-6.535294e-01,7.001144e+00
5.520000e+02,-6.535294e-01,-7.001144e+00
5.530000e+02,-5.697637e-01,6.860322e+00
5.540000e+02,-5.697637e-01,-6.860322e+00
