k,re,im
1.000000e+00,-2.500000e+00,0.000000e+00
2.000000e+00,-2.500000e+00,0.000000e+00
3.000000e+00,-2.000000e+00,0.000000e+00
4.000000e+00,-2.000000e+00,0.000000e+00
5.000000e+00,-2.243766e+01,0.000000e+00
6.000000e+00,-4.944533e-01,6.870788e+00
7.000000e+00,-4.944533e-01,-6.870788e+00
8.000000e+00,-1.370785e+00,4.515371e+00
9.000000e+00,-1.370785e+00,-4.515371e+00
1.000000e+01,-3.880371e+00,1.842960e+00
1.100000e+01,-3.880371e+00,-1.842960e+00
1.200000e+01,-2.765500e+00,0.000000e+00
1.300000e+01,-5.033384e-01,2.223668e+00
1.400000e+01,-5.033384e-01,-2.223668e+00
1.500000e+01,-5.495765e-01,1.000722e+00
1.600000e+01,-5.495765e-01,-1.000722e+00
1.700000e+01,-8.865208e-01,0.000000e+00
1.800000e+01,-5.854381e-01,0.000000e+00
1.900000e+01,-9.999777e+01,0.000000e+00
2.000000e+01,-9.999822e+01,0.000000e+00
2.100000e+01,-9.999895e+01,0.000000e+00
2.200000e+01,-9.999898e+01,0.000000e+00
2.300000e+01,-3.719404e+01,0.000000e+00
2.400000e+01,-3.712062e+01,0.000000e+00
2.500000e+01,-3.612060e+01,0.000000e+00
2.600000e+01,-3.585726e+01,0.000000e+00
2.700000e+01,-3.490183e+01,0.000000e+00
2.800000e+01,-3.356173e+01,0.000000e+00
2.900000e+01,-2.745992e+01,4.560745e+00
3.000000e+01,-2.745992e+01,-4.560745e+00
3.100000e+01,-2.990082e+01,0.000000e+00
3.200000e+01,-1.460814e+01,0.000000e+00
3.300000e+01,-1.445999e+01,0.000000e+00
3.400000e+01,-1.423808e+01,0.000000e+00
3.500000e+01,-1.424723e+01,0.000000e+00
3.600000e+01,-4.917295e-01,6.866335e+00
3.700000e+01,-4.917295e-01,-6.866335e+00
3.800000e+01,-4.976235e-01,6.925256e+00
3.900000e+01,-4.976235e-01,-6.925256e+00
4.000000e+01,-1.009661e+01,0.000000e+00
4.100000e+01,-1.007045e+01,0.000000e+00
4.200000e+01,-1.006989e+01,0.000000e+00
4.300000e+01,-1.011017e+01,0.000000e+00
4.400000e+01,-9.778195e-04,3.717664e+00
4.500000e+01,-9.778195e-04,-3.717664e+00
4.600000e+01,-4.444533e+00,0.000000e+00
4.700000e+01,-4.481532e+00,0.000000e+00
4.800000e+01,-3.525732e+00,0.000000e+00
4.900000e+01,-7.298805e-01,1.819134e+00
5.000000e+01,-7.298805e-01,-1.819134e+00
5.100000e+01,-1.064519e+00,1.694783e+00
5.200000e+01,-1.064519e+00,-1.694783e+00
5.300000e+01,-3.361752e+00,0.000000e+00
5.400000e+01,-2.781930e+00,0.000000e+00
