f,gc1,pc1,gc2,pc2
1.279213e+00,-4.464843e+01,-7.386247e+01,-4.400744e+01,-1.091652e+02
1.294882e+00,-4.563807e+01,-7.304660e+01,-4.507379e+01,-1.089745e+02
1.310551e+00,-4.666141e+01,-7.184685e+01,-4.617356e+01,-1.083863e+02
1.326220e+00,-4.772001e+01,-7.020964e+01,-4.730828e+01,-1.073473e+02
1.341890e+00,-4.881481e+01,-6.805824e+01,-4.847889e+01,-1.057812e+02
1.357559e+00,-4.994487e+01,-6.528757e+01,-4.968444e+01,-1.035834e+02
1.373228e+00,-5.110538e+01,-6.175905e+01,-5.092009e+01,-1.006156e+02
1.388898e+00,-5.228423e+01,-5.729814e+01,-5.217375e+01,-9.670369e+01
1.404567e+00,-5.345695e+01,-5.170234e+01,-5.342092e+01,-9.164551e+01
1.420236e+00,-5.457993e+01,-4.477468e+01,-5.461799e+01,-8.524443e+01
1.435906e+00,-5.558503e+01,-3.640457e+01,-5.569683e+01,-7.739020e+01
1.451575e+00,-5.638362e+01,-2.670201e+01,-5.656878e+01,-6.819312e+01
1.467244e+00,-5.689044e+01,-1.612087e+01,-5.714859e+01,-5.810737e+01
1.482913e+00,-5.706365e+01,-5.421153e+00,-5.739442e+01,-4.789325e+01
1.498583e+00,-5.692996e+01,4.597372e+00,-5.733296e+01,-3.835081e+01
1.514252e+00,-5.656834e+01,1.339603e+01,-5.704319e+01,-3.001899e+01
1.529921e+00,-5.606998e+01,2.079229e+01,-5.661630e+01,-2.308058e+01
1.545591e+00,-5.550917e+01,2.686006e+01,-5.612656e+01,-1.746193e+01
1.561260e+00,-5.493534e+01,3.178844e+01,-5.562341e+01,-1.297418e+01
1.576929e+00,-5.437713e+01,3.578731e+01,-5.513550e+01,-9.407691e+00
1.592598e+00,-5.384925e+01,3.904468e+01,-5.467751e+01,-6.574658e+00
1.608268e+00,-5.335798e+01,4.171470e+01,-5.425575e+01,-4.321171e+00
1.623937e+00,-5.290492e+01,4.391880e+01,-5.387181e+01,-2.525999e+00
1.639606e+00,-5.248920e+01,4.575115e+01,-5.352481e+01,-1.095174e+00
1.655276e+00,-5.210871e+01,4.728450e+01,-5.321266e+01,4.386369e-02
1.670945e+00,-5.176089e+01,4.857523e+01,-5.293277e+01,9.472936e-01
1.686614e+00,-5.144300e+01,4.966728e+01,-5.268244e+01,1.658879e+00
1.702283e+00,-5.115242e+01,5.059519e+01,-5.245902e+01,2.212978e+00
1.717953e+00,-5.088668e+01,5.138633e+01,-5.226005e+01,2.636798e+00
1.733622e+00,-5.064351e+01,5.206260e+01,-5.208327e+01,2.952071e+00
1.749291e+00,-5.042085e+01,5.264167e+01,-5.192661e+01,3.176307e+00
1.764961e+00,-5.021687e+01,5.313791e+01,-5.178824e+01,3.323731e+00
1.780630e+00,-5.002990e+01,5.356313e+01,-5.166651e+01,3.405989e+00
1.796299e+00,-4.985846e+01,5.392707e+01,-5.155992e+01,3.432690e+00
1.811969e+00,-4.970123e+01,5.423786e+01,-5.146717e+01,3.411815e+00
1.827638e+00,-4.955702e+01,5.450231e+01,-5.138705e+01,3.350038e+00
1.843307e+00,-4.942475e+01,5.472616e+01,-5.131850e+01,3.252975e+00
1.858976e+00,-4.930347e+01,5.491428e+01,-5.126058e+01,3.125375e+00
1.874646e+00,-4.919232e+01,5.507085e+01,-5.121241e+01,2.971279e+00
1.890315e+00,-4.909053e+01,5.519944e+01,-5.117324e+01,2.794142e+00
1.905984e+00,-4.899739e+01,5.530312e+01,-5.114234e+01,2.596930e+00
1.921654e+00,-4.891226e+01,5.538457e+01,-5.111910e+01,2.382202e+00
1.937323e+00,-4.883457e+01,5.544612e+01,-5.110294e+01,2.152174e+00
1.952992e+00,-4.876379e+01,5.548979e+01,-5.109333e+01,1.908771e+00
1.968661e+00,-4.869945e+01,5.551736e+01,-5.108980e+01,1.653675e+00
1.984331e+00,-4.864110e+01,5.553041e+01,-5.109192e+01,1.388355e+00
2.000000e+00,-4.858836e+01,5.553033e+01,-5.109929e+01,1.114102e+00
2.100000e+00,-4.836207e+01,5.529050e+01,-5.124858e+01,-7.823156e-01
2.870866e+00,-4.932459e+01,4.924966e+01,-5.470638e+01,-1.580606e+01
3.641732e+00,-5.146702e+01,4.288243e+01,-5.881758e+01,-2.740921e+01
4.412598e+00,-5.367194e+01,3.754409e+01,-6.263914e+01,-3.617133e+01
5.183465e+00,-5.575457e+01,3.316578e+01,-6.609016e+01,-4.296179e+01
5.954331e+00,-5.768164e+01,2.956363e+01,-6.920225e+01,-4.835454e+01
6.725197e+00,-5.945686e+01,2.657141e+01,-7.202189e+01,-5.272841e+01
7.496063e+00,-6.109373e+01,2.405738e+01,-7.459210e+01,-5.634077e+01
8.266929e+00,-6.260744e+01,2.192069e+01,-7.694926e+01,-5.937144e+01
9.037795e+00,-6.401234e+01,2.008472e+01,-7.912342e+01,-6.194920e+01
9.808661e+00,-6.532119e+01,1.849100e+01,-8.113925e+01,-6.416831e+01
1.057953e+01,-6.654503e+01,1.709459e+01,-8.301710e+01,-6.609909e+01
1.135039e+01,-6.769340e+01,1.586059e+01,-8.477385e+01,-6.779499e+01
1.212126e+01,-6.877446e+01,1.476157e+01,-8.642360e+01,-6.929720e+01
1.289213e+01,-6.979522e+01,1.377582e+01,-8.797821e+01,-7.063799e+01
1.366299e+01,-7.076174e+01,1.288589e+01,-8.944773e+01,-7.184292e+01
1.443386e+01,-7.167923e+01,1.207769e+01,-9.084076e+01,-7.293249e+01
1.520472e+01,-7.255225e+01,1.133971e+01,-9.216469e+01,-7.392334e+01
1.597559e+01,-7.338475e+01,1.066246e+01,-9.342589e+01,-7.482907e+01
1.674646e+01,-7.418023e+01,1.003806e+01,-9.462993e+01,-7.566093e+01
1.751732e+01,-7.494173e+01,9.459928e+00,-9.578167e+01,-7.642827e+01
1.828819e+01,-7.567197e+01,8.922502e+00,-9.688539e+01,-7.713896e+01
1.905906e+01,-7.637336e+01,8.421078e+00,-9.794488e+01,-7.779964e+01
1.982992e+01,-7.704802e+01,7.951640e+00,-9.896349e+01,-7.841595e+01
2.060079e+01,-7.769789e+01,7.510742e+00,-9.994422e+01,-7.899274e+01
2.137165e+01,-7.832469e+01,7.095412e+00,-1.008897e+02,-7.953416e+01
2.214252e+01,-7.892997e+01,6.703072e+00,-1.018025e+02,-8.004382e+01
2.291339e+01,-7.951513e+01,6.331477e+00,-1.026846e+02,-8.052483e+01
2.368425e+01,-8.008144e+01,5.978665e+00,-1.035381e+02,-8.097995e+01
2.445512e+01,-8.063007e+01,5.642911e+00,-1.043646e+02,-8.141155e+01
2.522598e+01,-8.116206e+01,5.322693e+00,-1.051660e+02,-8.182177e+01
2.599685e+01,-8.167839e+01,5.016665e+00,-1.059436e+02,-8.221246e+01
2.676772e+01,-8.217993e+01,4.723630e+00,-1.066987e+02,-8.258528e+01
2.753858e+01,-8.266750e+01,4.442524e+00,-1.074328e+02,-8.294170e+01
2.830945e+01,-8.314184e+01,4.172393e+00,-1.081467e+02,-8.328305e+01
2.908031e+01,-8.360365e+01,3.912383e+00,-1.088418e+02,-8.361051e+01
2.985118e+01,-8.405356e+01,3.661725e+00,-1.095188e+02,-8.392513e+01
3.062205e+01,-8.449216e+01,3.419728e+00,-1.101787e+02,-8.422786e+01
3.139291e+01,-8.492000e+01,3.185765e+00,-1.108224e+02,-8.451959e+01
3.216378e+01,-8.533759e+01,2.959268e+00,-1.114506e+02,-8.480107e+01
3.293465e+01,-8.574540e+01,2.739723e+00,-1.120640e+02,-8.507303e+01
3.370551e+01,-8.614388e+01,2.526662e+00,-1.126634e+02,-8.533611e+01
3.447638e+01,-8.653343e+01,2.319655e+00,-1.132493e+02,-8.559090e+01
3.524724e+01,-8.691446e+01,2.118313e+00,-1.138223e+02,-8.583794e+01
3.601811e+01,-8.728730e+01,1.922277e+00,-1.143830e+02,-8.607771e+01
3.678898e+01,-8.765232e+01,1.731219e+00,-1.149319e+02,-8.631067e+01
3.755984e+01,-8.800981e+01,1.544838e+00,-1.154694e+02,-8.653724e+01
3.833071e+01,-8.836010e+01,1.362855e+00,-1.159961e+02,-8.675779e+01
3.910157e+01,-8.870345e+01,1.185014e+00,-1.165123e+02,-8.697268e+01
3.987244e+01,-8.904013e+01,1.011078e+00,-1.170185e+02,-8.718223e+01
4.064331e+01,-8.937039e+01,8.408292e-01,-1.175151e+02,-8.738675e+01
4.141417e+01,-8.969448e+01,6.740640e-01,-1.180023e+02,-8.758650e+01
4.218504e+01,-9.001261e+01,5.105945e-01,-1.184806e+02,-8.778175e+01
4.295591e+01,-9.032500e+01,3.502458e-01,-1.189502e+02,-8.797275e+01
4.372677e+01,-9.063185e+01,1.928555e-01,-1.194115e+02,-8.815970e+01
4.449764e+01,-9.093335e+01,3.827201e-02,-1.198648e+02,-8.834282e+01
4.526850e+01,-9.122968e+01,-1.136457e-01,-1.203102e+02,-8.852230e+01
4.603937e+01,-9.152101e+01,-2.630295e-01,-1.207482e+02,-8.869833e+01
4.681024e+01,-9.180751e+01,-4.100025e-01,-1.211789e+02,-8.887107e+01
4.758110e+01,-9.208933e+01,-5.546800e-01,-1.216026e+02,-8.904068e+01
4.835197e+01,-9.236662e+01,-6.971700e-01,-1.220194e+02,-8.920731e+01
4.912283e+01,-9.263953e+01,-8.375736e-01,-1.224297e+02,-8.937109e+01
4.989370e+01,-9.290818e+01,-9.759859e-01,-1.228336e+02,-8.953216e+01
5.066457e+01,-9.317270e+01,-1.112496e+00,-1.232312e+02,-8.969064e+01
5.143543e+01,-9.343323e+01,-1.247188e+00,-1.236229e+02,-8.984664e+01
5.220630e+01,-9.368987e+01,-1.380141e+00,-1.240087e+02,-9.000027e+01
5.297717e+01,-9.394274e+01,-1.511430e+00,-1.243889e+02,-9.015163e+01
5.374803e+01,-9.419195e+01,-1.641123e+00,-1.247635e+02,-9.030083e+01
5.451890e+01,-9.443760e+01,-1.769289e+00,-1.251329e+02,-9.044795e+01
5.528976e+01,-9.467978e+01,-1.895988e+00,-1.254970e+02,-9.059307e+01
5.606063e+01,-9.491860e+01,-2.021281e+00,-1.258560e+02,-9.073628e+01
5.683150e+01,-9.515414e+01,-2.145223e+00,-1.262102e+02,-9.087765e+01
5.760236e+01,-9.538650e+01,-2.267867e+00,-1.265595e+02,-9.101725e+01
5.837323e+01,-9.561574e+01,-2.389264e+00,-1.269042e+02,-9.115517e+01
5.914409e+01,-9.584197e+01,-2.509460e+00,-1.272444e+02,-9.129145e+01
5.991496e+01,-9.606525e+01,-2.628501e+00,-1.275801e+02,-9.142616e+01
6.068583e+01,-9.628565e+01,-2.746430e+00,-1.279116e+02,-9.155936e+01
6.145669e+01,-9.650325e+01,-2.863286e+00,-1.282388e+02,-9.169110e+01
6.222756e+01,-9.671813e+01,-2.979110e+00,-1.285619e+02,-9.182145e+01
6.299843e+01,-9.693033e+01,-3.093937e+00,-1.288811e+02,-9.195044e+01
6.376929e+01,-9.713994e+01,-3.207803e+00,-1.291963e+02,-9.207813e+01
6.454016e+01,-9.734700e+01,-3.320740e+00,-1.295077e+02,-9.220456e+01
6.531102e+01,-9.755159e+01,-3.432781e+00,-1.298154e+02,-9.232977e+01
6.608189e+01,-9.775376e+01,-3.543956e+00,-1.301195e+02,-9.245382e+01
6.685276e+01,-9.795355e+01,-3.654293e+00,-1.304200e+02,-9.257672e+01
6.762362e+01,-9.815104e+01,-3.763820e+00,-1.307171e+02,-9.269853e+01
6.839449e+01,-9.834626e+01,-3.872564e+00,-1.310107e+02,-9.281928e+01
6.916535e+01,-9.853927e+01,-3.980549e+00,-1.313011e+02,-9.293901e+01
6.993622e+01,-9.873012e+01,-4.087799e+00,-1.315882e+02,-9.305774e+01
7.070709e+01,-9.891886e+01,-4.194337e+00,-1.318721e+02,-9.317551e+01
7.147795e+01,-9.910552e+01,-4.300186e+00,-1.321530e+02,-9.329234e+01
7.224882e+01,-9.929016e+01,-4.405365e+00,-1.324308e+02,-9.340827e+01
7.301969e+01,-9.947281e+01,-4.509896e+00,-1.327056e+02,-9.352333e+01
7.379055e+01,-9.965353e+01,-4.613798e+00,-1.329775e+02,-9.363754e+01
7.456142e+01,-9.983233e+01,-4.717088e+00,-1.332466e+02,-9.375092e+01
7.533228e+01,-1.000093e+02,-4.819784e+00,-1.335129e+02,-9.386350e+01
7.610315e+01,-1.001844e+02,-4.921905e+00,-1.337764e+02,-9.397531e+01
7.687402e+01,-1.003577e+02,-5.023465e+00,-1.340373e+02,-9.408636e+01
7.764488e+01,-1.005293e+02,-5.124480e+00,-1.342955e+02,-9.419668e+01
7.841575e+01,-1.006992e+02,-5.224966e+00,-1.345512e+02,-9.430629e+01
7.918661e+01,-1.008673e+02,-5.324937e+00,-1.348043e+02,-9.441520e+01
7.995748e+01,-1.010338e+02,-5.424406e+00,-1.350549e+02,-9.452344e+01
8.072835e+01,-1.011987e+02,-5.523387e+00,-1.353032e+02,-9.463103e+01
8.149921e+01,-1.013620e+02,-5.621893e+00,-1.355490e+02,-9.473797e+01
8.227008e+01,-1.015237e+02,-5.719936e+00,-1.357925e+02,-9.484430e+01
8.304094e+01,-1.016839e+02,-5.817528e+00,-1.360337e+02,-9.495002e+01
8.381181e+01,-1.018426e+02,-5.914680e+00,-1.362726e+02,-9.505515e+01
8.458268e+01,-1.019998e+02,-6.011403e+00,-1.365094e+02,-9.515971e+01
8.535354e+01,-1.021556e+02,-6.107708e+00,-1.367439e+02,-9.526370e+01
8.612441e+01,-1.023099e+02,-6.203605e+00,-1.369763e+02,-9.536715e+01
8.689528e+01,-1.024628e+02,-6.299104e+00,-1.372066e+02,-9.547007e+01
8.766614e+01,-1.026144e+02,-6.394214e+00,-1.374349e+02,-9.557247e+01
8.843701e+01,-1.027646e+02,-6.488945e+00,-1.376611e+02,-9.567437e+01
8.920787e+01,-1.029134e+02,-6.583304e+00,-1.378854e+02,-9.577576e+01
8.997874e+01,-1.030610e+02,-6.677302e+00,-1.381077e+02,-9.587668e+01
9.074961e+01,-1.032073e+02,-6.770945e+00,-1.383280e+02,-9.597712e+01
9.152047e+01,-1.033523e+02,-6.864243e+00,-1.385465e+02,-9.607711e+01
9.229134e+01,-1.034960e+02,-6.957201e+00,-1.387631e+02,-9.617664e+01
9.306220e+01,-1.036386e+02,-7.049829e+00,-1.389779e+02,-9.627573e+01
9.383307e+01,-1.037799e+02,-7.142133e+00,-1.391909e+02,-9.637440e+01
9.460394e+01,-1.039201e+02,-7.234119e+00,-1.394021e+02,-9.647264e+01
9.537480e+01,-1.040591e+02,-7.325795e+00,-1.396116e+02,-9.657047e+01
9.614567e+01,-1.041969e+02,-7.417168e+00,-1.398193e+02,-9.666790e+01
9.691654e+01,-1.043336e+02,-7.508242e+00,-1.400254e+02,-9.676493e+01
9.768740e+01,-1.044692e+02,-7.599025e+00,-1.402298e+02,-9.686158e+01
9.845827e+01,-1.046037e+02,-7.689522e+00,-1.404326e+02,-9.695785e+01
9.922913e+01,-1.047372e+02,-7.779738e+00,-1.406338e+02,-9.705375e+01
1.000000e+02,-1.048695e+02,-7.869681e+00,-1.408333e+02,-9.714929e+01
