t,v3,v13
6.400000e+00,1.050814e+00,1.041205e+00
6.433333e+00,1.049761e+00,1.040884e+00
6.466667e+00,1.048078e+00,1.040198e+00
6.500000e+00,1.045781e+00,1.039144e+00
6.533333e+00,1.042873e+00,1.037706e+00
6.566667e+00,1.039399e+00,1.035896e+00
6.600000e+00,1.035390e+00,1.033714e+00
6.633333e+00,1.030869e+00,1.031153e+00
6.666667e+00,1.025897e+00,1.028234e+00
6.700000e+00,1.020524e+00,1.024970e+00
6.733333e+00,1.014796e+00,1.021372e+00
6.766667e+00,1.008790e+00,1.017480e+00
6.800000e+00,1.002573e+00,1.013326e+00
6.833333e+00,9.962151e-01,1.008947e+00
6.866667e+00,9.897975e-01,1.004398e+00
6.900000e+00,9.833976e-01,9.997297e-01
6.933333e+00,9.770975e-01,9.949988e-01
6.966667e+00,9.709722e-01,9.902666e-01
7.000000e+00,9.650944e-01,9.855920e-01
7.033333e+00,9.595436e-01,9.810384e-01
7.066667e+00,9.543743e-01,9.766595e-01
7.100000e+00,9.496419e-01,9.725075e-01
7.133333e+00,9.454097e-01,9.686397e-01
7.166667e+00,9.417033e-01,9.650908e-01
7.200000e+00,9.385531e-01,9.618965e-01
7.233333e+00,9.359987e-01,9.590984e-01
7.266667e+00,9.340358e-01,9.567079e-01
7.300000e+00,9.326688e-01,9.547406e-01
7.333333e+00,9.319121e-01,9.532189e-01
7.366667e+00,9.317362e-01,9.521322e-01
7.400000e+00,9.321237e-01,9.514775e-01
7.433333e+00,9.330661e-01,9.512582e-01
7.466667e+00,9.345166e-01,9.514472e-01
7.500000e+00,9.364411e-01,9.520260e-01
7.533333e+00,9.388131e-01,9.529824e-01
7.566667e+00,9.415762e-01,9.542786e-01
7.600000e+00,9.446858e-01,9.558855e-01
7.633333e+00,9.481028e-01,9.577797e-01
7.666667e+00,9.517684e-01,9.599189e-01
7.700000e+00,9.556333e-01,9.622690e-01
7.733333e+00,9.596513e-01,9.648000e-01
7.766667e+00,9.637673e-01,9.674710e-01
7.800000e+00,9.679331e-01,9.702481e-01
7.833333e+00,9.721006e-01,9.730997e-01
7.866667e+00,9.762235e-01,9.759909e-01
7.900000e+00,9.802589e-01,9.788917e-01
7.933333e+00,9.841616e-01,9.817726e-01
7.966667e+00,9.878969e-01,9.846073e-01
8.000000e+00,9.914303e-01,9.873717e-01
8.033333e+00,9.947224e-01,9.900402e-01
8.066667e+00,9.977514e-01,9.925949e-01
8.100000e+00,1.000492e+00,9.950174e-01
8.133333e+00,1.002913e+00,9.972861e-01
8.166667e+00,1.005004e+00,9.993898e-01
8.200000e+00,1.006750e+00,1.001315e+00
8.233333e+00,1.008129e+00,1.003042e+00
8.266667e+00,1.009141e+00,1.004565e+00
8.300000e+00,1.009781e+00,1.005875e+00
8.333333e+00,1.010037e+00,1.006954e+00
8.366667e+00,1.009920e+00,1.007802e+00
8.400000e+00,1.009437e+00,1.008413e+00
8.433333e+00,1.008587e+00,1.008773e+00
8.466667e+00,1.007392e+00,1.008889e+00
8.500000e+00,1.005870e+00,1.008760e+00
8.533333e+00,1.004034e+00,1.008382e+00
8.566667e+00,1.001917e+00,1.007767e+00
8.600000e+00,9.995488e-01,1.006925e+00
8.633333e+00,9.969551e-01,1.005860e+00
8.666667e+00,9.941786e-01,1.004596e+00
8.700000e+00,9.912572e-01,1.003151e+00
8.733333e+00,9.882288e-01,1.001543e+00
8.766667e+00,9.851393e-01,9.998004e-01
8.800000e+00,9.820312e-01,9.979512e-01
8.833333e+00,9.789490e-01,9.960222e-01
8.866667e+00,9.759351e-01,9.940463e-01
8.900000e+00,9.730302e-01,9.920542e-01
8.933333e+00,9.702786e-01,9.900776e-01
8.966667e+00,9.677127e-01,9.881469e-01
9.000000e+00,9.653651e-01,9.862908e-01
9.033333e+00,9.632731e-01,9.845401e-01
9.066667e+00,9.614546e-01,9.829172e-01
9.100000e+00,9.599299e-01,9.814441e-01
9.133333e+00,9.587242e-01,9.801454e-01
9.166667e+00,9.578394e-01,9.790322e-01
9.200000e+00,9.572816e-01,9.781168e-01
9.233333e+00,9.570621e-01,9.774146e-01
9.266667e+00,9.571678e-01,9.769247e-01
9.300000e+00,9.575911e-01,9.766489e-01
9.333333e+00,9.583297e-01,9.765920e-01
9.366667e+00,9.593586e-01,9.767426e-01
9.400000e+00,9.606593e-01,9.770929e-01
9.433333e+00,9.622173e-01,9.776381e-01
9.466667e+00,9.640002e-01,9.783590e-01
9.500000e+00,9.659819e-01,9.792410e-01
9.533333e+00,9.681387e-01,9.802711e-01
9.566667e+00,9.704355e-01,9.814267e-01
9.600000e+00,9.728419e-01,9.826887e-01
9.633333e+00,9.753290e-01,9.840398e-01
9.666667e+00,9.778627e-01,9.854570e-01
9.700000e+00,9.804127e-01,9.869206e-01
9.733333e+00,9.829477e-01,9.884114e-01
9.766667e+00,9.854387e-01,9.899093e-01
9.800000e+00,9.878579e-01,9.913965e-01
9.833333e+00,9.901756e-01,9.928546e-01
9.866667e+00,9.923696e-01,9.942683e-01
9.900000e+00,9.944173e-01,9.956228e-01
9.933333e+00,9.962925e-01,9.969023e-01
9.966667e+00,9.979814e-01,9.980965e-01
1.000000e+01,9.994679e-01,9.991944e-01
1.003333e+01,1.000731e+00,1.000183e+00
1.006667e+01,1.001766e+00,1.001056e+00
1.010000e+01,1.002563e+00,1.001807e+00
1.013333e+01,1.003108e+00,1.002425e+00
1.016667e+01,1.003405e+00,1.002909e+00
1.020000e+01,1.003452e+00,1.003253e+00
1.023333e+01,1.003242e+00,1.003450e+00
1.026667e+01,1.002787e+00,1.003503e+00
1.030000e+01,1.002092e+00,1.003410e+00
1.033333e+01,1.001160e+00,1.003166e+00
1.036667e+01,1.000008e+00,1.002777e+00
1.040000e+01,9.986500e-01,1.002247e+00
1.043333e+01,9.970970e-01,1.001574e+00
1.046667e+01,9.953735e-01,1.000771e+00
1.050000e+01,9.934994e-01,9.998430e-01
1.053333e+01,9.914937e-01,9.987974e-01
1.056667e+01,9.893845e-01,9.976484e-01
1.060000e+01,9.871970e-01,9.964085e-01
1.063333e+01,9.849564e-01,9.950898e-01
1.066667e+01,9.826919e-01,9.937104e-01
1.070000e+01,9.804305e-01,9.922867e-01
1.073333e+01,9.782010e-01,9.908359e-01
1.076667e+01,9.760295e-01,9.893772e-01
1.080000e+01,9.739416e-01,9.879290e-01
1.083333e+01,9.719657e-01,9.865109e-01
1.086667e+01,9.701216e-01,9.851406e-01
1.090000e+01,9.684302e-01,9.838352e-01
1.093333e+01,9.669154e-01,9.826141e-01
1.096667e+01,9.655886e-01,9.814902e-01
1.100000e+01,9.644629e-01,9.804770e-01
1.103333e+01,9.635555e-01,9.795905e-01
1.106667e+01,9.628678e-01,9.788372e-01
1.110000e+01,9.624044e-01,9.782249e-01
1.113333e+01,9.621738e-01,9.777641e-01
1.116667e+01,9.621683e-01,9.774543e-01
1.120000e+01,9.623837e-01,9.772966e-01
1.123333e+01,9.628198e-01,9.772951e-01
1.126667e+01,9.634609e-01,9.774425e-01
1.130000e+01,9.642959e-01,9.777342e-01
1.133333e+01,9.653165e-01,9.781678e-01
1.136667e+01,9.665019e-01,9.787310e-01
1.140000e+01,9.678353e-01,9.794144e-01
1.143333e+01,9.693023e-01,9.802102e-01
1.146667e+01,9.708794e-01,9.811033e-01
1.150000e+01,9.725468e-01,9.820810e-01
1.153333e+01,9.742857e-01,9.831321e-01
1.156667e+01,9.760729e-01,9.842406e-01
1.160000e+01,9.778876e-01,9.853929e-01
1.163333e+01,9.797090e-01,9.865757e-01
1.166667e+01,9.815162e-01,9.877743e-01
1.170000e+01,9.832899e-01,9.889756e-01
1.173333e+01,9.850091e-01,9.901661e-01
1.176667e+01,9.866574e-01,9.913337e-01
1.180000e+01,9.882179e-01,9.924669e-01
1.183333e+01,9.896720e-01,9.935532e-01
1.186667e+01,9.910082e-01,9.945838e-01
1.190000e+01,9.922140e-01,9.955495e-01
1.193333e+01,9.932740e-01,9.964394e-01
1.196667e+01,9.941829e-01,9.972482e-01
1.200000e+01,9.949331e-01,9.979693e-01
1.203333e+01,9.955135e-01,9.985940e-01
1.206667e+01,9.959250e-01,9.991202e-01
1.210000e+01,9.961654e-01,9.995440e-01
1.213333e+01,9.962290e-01,9.998591e-01
1.216667e+01,9.961226e-01,1.000067e+00
1.220000e+01,9.958495e-01,1.000166e+00
1.223333e+01,9.954101e-01,1.000153e+00
1.226667e+01,9.948161e-01,1.000033e+00
1.230000e+01,9.940761e-01,9.998072e-01
1.233333e+01,9.931963e-01,9.994760e-01
1.236667e+01,9.921928e-01,9.990468e-01
1.240000e+01,9.910785e-01,9.985248e-01
1.243333e+01,9.898652e-01,9.979140e-01
1.246667e+01,9.885713e-01,9.972246e-01
1.250000e+01,9.872129e-01,9.964648e-01
1.253333e+01,9.858060e-01,9.956425e-01
1.256667e+01,9.843696e-01,9.947696e-01
1.260000e+01,9.829211e-01,9.938569e-01
1.263333e+01,9.814787e-01,9.929152e-01
1.266667e+01,9.800598e-01,9.919572e-01
1.270000e+01,9.786810e-01,9.909946e-01
1.273333e+01,9.773606e-01,9.900400e-01
1.276667e+01,9.761122e-01,9.891050e-01
1.280000e+01,9.749498e-01,9.882010e-01
1.283333e+01,9.738894e-01,9.873404e-01
1.286667e+01,9.729393e-01,9.865322e-01
1.290000e+01,9.721093e-01,9.857857e-01
1.293333e+01,9.714113e-01,9.851116e-01
1.296667e+01,9.708477e-01,9.845152e-01
1.300000e+01,9.704229e-01,9.840024e-01
1.303333e+01,9.701439e-01,9.835808e-01
1.306667e+01,9.700069e-01,9.832514e-01
1.310000e+01,9.700112e-01,9.830162e-01
1.313333e+01,9.701579e-01,9.828792e-01
1.316667e+01,9.704385e-01,9.828368e-01
1.320000e+01,9.708471e-01,9.828876e-01
1.323333e+01,9.713798e-01,9.830313e-01
1.326667e+01,9.720243e-01,9.832611e-01
1.330000e+01,9.727709e-01,9.835723e-01
1.333333e+01,9.736114e-01,9.839614e-01
1.336667e+01,9.745311e-01,9.844190e-01
1.340000e+01,9.755181e-01,9.849382e-01
1.343333e+01,9.765608e-01,9.855127e-01
1.346667e+01,9.776443e-01,9.861326e-01
1.350000e+01,9.787554e-01,9.867897e-01
1.353333e+01,9.798811e-01,9.874760e-01
1.356667e+01,9.810074e-01,9.881819e-01
1.360000e+01,9.821214e-01,9.888991e-01
1.363333e+01,9.832097e-01,9.896190e-01
1.366667e+01,9.842607e-01,9.903332e-01
1.370000e+01,9.852633e-01,9.910340e-01
1.373333e+01,9.862046e-01,9.917131e-01
1.376667e+01,9.870767e-01,9.923640e-01
1.380000e+01,9.878706e-01,9.929801e-01
1.383333e+01,9.885758e-01,9.935540e-01
1.386667e+01,9.891879e-01,9.940811e-01
1.390000e+01,9.897016e-01,9.945569e-01
1.393333e+01,9.901089e-01,9.949752e-01
1.396667e+01,9.904097e-01,9.953337e-01
1.400000e+01,9.906020e-01,9.956295e-01
1.403333e+01,9.906817e-01,9.958580e-01
1.406667e+01,9.906525e-01,9.960195e-01
1.410000e+01,9.905161e-01,9.961129e-01
1.413333e+01,9.902722e-01,9.961358e-01
1.416667e+01,9.899282e-01,9.960906e-01
1.420000e+01,9.894891e-01,9.959785e-01
1.423333e+01,9.889587e-01,9.957994e-01
1.426667e+01,9.883468e-01,9.955577e-01
1.430000e+01,9.876617e-01,9.952568e-01
1.433333e+01,9.869104e-01,9.948990e-01
1.436667e+01,9.861046e-01,9.944905e-01
1.440000e+01,9.852544e-01,9.940367e-01
1.443333e+01,9.843696e-01,9.935421e-01
1.446667e+01,9.834624e-01,9.930143e-01
1.450000e+01,9.825438e-01,9.924599e-01
1.453333e+01,9.816251e-01,9.918854e-01
1.456667e+01,9.807174e-01,9.912988e-01
1.460000e+01,9.798316e-01,9.907073e-01
1.463333e+01,9.789789e-01,9.901186e-01
1.466667e+01,9.781685e-01,9.895399e-01
1.470000e+01,9.774095e-01,9.889783e-01
1.473333e+01,9.767122e-01,9.884416e-01
1.476667e+01,9.760824e-01,9.879354e-01
1.480000e+01,9.755267e-01,9.874658e-01
1.483333e+01,9.750531e-01,9.870394e-01
1.486667e+01,9.746638e-01,9.866598e-01
1.490000e+01,9.743621e-01,9.863312e-01
1.493333e+01,9.741531e-01,9.860584e-01
1.496667e+01,9.740350e-01,9.858424e-01
1.500000e+01,9.740079e-01,9.856850e-01
1.503333e+01,9.740733e-01,9.855890e-01
1.506667e+01,9.742263e-01,9.855526e-01
1.510000e+01,9.744636e-01,9.855754e-01
1.513333e+01,9.747834e-01,9.856576e-01
1.516667e+01,9.751782e-01,9.857954e-01
1.520000e+01,9.756421e-01,9.859861e-01
1.523333e+01,9.761704e-01,9.862279e-01
1.526667e+01,9.767539e-01,9.865156e-01
1.530000e+01,9.773851e-01,9.868446e-01
1.533333e+01,9.780567e-01,9.872113e-01
1.536667e+01,9.787591e-01,9.876095e-01
1.540000e+01,9.794838e-01,9.880342e-01
1.543333e+01,9.802224e-01,9.884803e-01
1.546667e+01,9.809655e-01,9.889417e-01
1.550000e+01,9.817047e-01,9.894128e-01
1.553333e+01,9.824311e-01,9.898882e-01
1.556667e+01,9.831368e-01,9.903622e-01
1.560000e+01,9.838141e-01,9.908295e-01
1.563333e+01,9.844545e-01,9.912846e-01
1.566667e+01,9.850522e-01,9.917229e-01
1.570000e+01,9.856011e-01,9.921399e-01
1.573333e+01,9.860939e-01,9.925305e-01
1.576667e+01,9.865273e-01,9.928913e-01
1.580000e+01,9.868972e-01,9.932190e-01
1.583333e+01,9.871982e-01,9.935090e-01
1.586667e+01,9.874299e-01,9.937601e-01
1.590000e+01,9.875906e-01,9.939698e-01
1.593333e+01,9.876770e-01,9.941350e-01
1.596667e+01,9.876914e-01,9.942557e-01
1.600000e+01,9.876346e-01,9.943310e-01
1.603333e+01,9.875060e-01,9.943591e-01
1.606667e+01,9.873102e-01,9.943417e-01
1.610000e+01,9.870503e-01,9.942793e-01
1.613333e+01,9.867283e-01,9.941719e-01
1.616667e+01,9.863506e-01,9.940224e-01
1.620000e+01,9.859223e-01,9.938328e-01
1.623333e+01,9.854478e-01,9.936048e-01
1.626667e+01,9.849345e-01,9.933423e-01
1.630000e+01,9.843891e-01,9.930487e-01
1.633333e+01,9.838175e-01,9.927271e-01
1.636667e+01,9.832278e-01,9.923822e-01
1.640000e+01,9.826270e-01,9.920185e-01
1.643333e+01,9.820224e-01,9.916399e-01
1.646667e+01,9.814213e-01,9.912517e-01
1.650000e+01,9.808307e-01,9.908585e-01
1.653333e+01,9.802581e-01,9.904652e-01
1.656667e+01,9.797096e-01,9.900766e-01
1.660000e+01,9.791912e-01,9.896972e-01
1.663333e+01,9.787098e-01,9.893319e-01
1.666667e+01,9.782696e-01,9.889847e-01
1.670000e+01,9.778750e-01,9.886594e-01
1.673333e+01,9.775317e-01,9.883606e-01
1.676667e+01,9.772414e-01,9.880906e-01
1.680000e+01,9.770068e-01,9.878523e-01
1.683333e+01,9.768314e-01,9.876491e-01
1.686667e+01,9.767148e-01,9.874819e-01
1.690000e+01,9.766573e-01,9.873522e-01
1.693333e+01,9.766605e-01,9.872620e-01
1.696667e+01,9.767216e-01,9.872106e-01
1.700000e+01,9.768389e-01,9.871979e-01
1.703333e+01,9.770117e-01,9.872246e-01
1.706667e+01,9.772356e-01,9.872885e-01
1.710000e+01,9.775069e-01,9.873882e-01
1.713333e+01,9.778231e-01,9.875226e-01
1.716667e+01,9.781783e-01,9.876887e-01
1.720000e+01,9.785679e-01,9.878839e-01
1.723333e+01,9.789875e-01,9.881061e-01
1.726667e+01,9.794309e-01,9.883515e-01
1.730000e+01,9.798926e-01,9.886167e-01
1.733333e+01,9.803672e-01,9.888988e-01
1.736667e+01,9.808486e-01,9.891937e-01
1.740000e+01,9.813311e-01,9.894979e-01
1.743333e+01,9.818090e-01,9.898077e-01
1.746667e+01,9.822769e-01,9.901194e-01
1.750000e+01,9.827296e-01,9.904294e-01
1.753333e+01,9.831614e-01,9.907341e-01
1.756667e+01,9.835682e-01,9.910300e-01
1.760000e+01,9.839457e-01,9.913143e-01
1.763333e+01,9.842891e-01,9.915832e-01
1.766667e+01,9.845956e-01,9.918344e-01
1.770000e+01,9.848625e-01,9.920654e-01
1.773333e+01,9.850859e-01,9.922732e-01
1.776667e+01,9.852651e-01,9.924565e-01
1.780000e+01,9.853987e-01,9.926134e-01
1.783333e+01,9.854844e-01,9.927419e-01
1.786667e+01,9.855231e-01,9.928414e-01
1.790000e+01,9.855151e-01,9.929115e-01
1.793333e+01,9.854600e-01,9.929508e-01
1.796667e+01,9.853604e-01,9.929602e-01
1.800000e+01,9.852179e-01,9.929398e-01
1.803333e+01,9.850336e-01,9.928895e-01
1.806667e+01,9.848116e-01,9.928110e-01
1.810000e+01,9.845549e-01,9.927057e-01
1.813333e+01,9.842661e-01,9.925742e-01
1.816667e+01,9.839501e-01,9.924192e-01
1.820000e+01,9.836107e-01,9.922429e-01
1.823333e+01,9.832520e-01,9.920469e-01
1.826667e+01,9.828789e-01,9.918345e-01
1.830000e+01,9.824960e-01,9.916082e-01
1.833333e+01,9.821079e-01,9.913708e-01
1.836667e+01,9.817194e-01,9.911255e-01
1.840000e+01,9.813351e-01,9.908752e-01
1.843333e+01,9.809598e-01,9.906231e-01
1.846667e+01,9.805975e-01,9.903722e-01
1.850000e+01,9.802523e-01,9.901256e-01
1.853333e+01,9.799288e-01,9.898863e-01
1.856667e+01,9.796299e-01,9.896569e-01
1.860000e+01,9.793586e-01,9.894401e-01
1.863333e+01,9.791187e-01,9.892388e-01
1.866667e+01,9.789118e-01,9.890546e-01
1.870000e+01,9.787397e-01,9.888896e-01
1.873333e+01,9.786051e-01,9.887460e-01
1.876667e+01,9.785078e-01,9.886247e-01
1.880000e+01,9.784485e-01,9.885268e-01
1.883333e+01,9.784284e-01,9.884537e-01
1.886667e+01,9.784460e-01,9.884052e-01
1.890000e+01,9.785006e-01,9.883815e-01
1.893333e+01,9.785920e-01,9.883834e-01
1.896667e+01,9.787173e-01,9.884093e-01
1.900000e+01,9.788747e-01,9.884587e-01
1.903333e+01,9.790626e-01,9.885313e-01
1.906667e+01,9.792774e-01,9.886251e-01
1.910000e+01,9.795163e-01,9.887386e-01
1.913333e+01,9.797767e-01,9.888708e-01
1.916667e+01,9.800545e-01,9.890191e-01
1.920000e+01,9.803463e-01,9.891817e-01
1.923333e+01,9.806487e-01,9.893566e-01
1.926667e+01,9.809576e-01,9.895413e-01
1.930000e+01,9.812694e-01,9.897334e-01
1.933333e+01,9.815804e-01,9.899308e-01
1.936667e+01,9.818869e-01,9.901309e-01
