k,mag,ang,re,im
1.000000e+00,1.132536e+01,9.298473e+01,-5.897095e-01,1.131000e+01
2.000000e+00,1.132536e+01,-9.298473e+01,-5.897095e-01,-1.131000e+01
3.000000e+00,7.092199e-01,1.800000e+02,-7.092199e-01,0.000000e+00
4.000000e+00,1.606148e+00,1.800000e+02,-1.606148e+00,0.000000e+00
5.000000e+00,3.333333e+00,1.800000e+02,-3.333333e+00,0.000000e+00
6.000000e+00,1.010130e+01,1.600230e+02,-9.493500e+00,3.451035e+00
7.000000e+00,1.010130e+01,-1.600230e+02,-9.493500e+00,-3.451035e+00
8.000000e+00,3.024823e+01,1.800000e+02,-3.024823e+01,0.000000e+00
9.000000e+00,5.615999e+01,1.734952e+02,-5.579845e+01,6.362119e+00
1.000000e+01,5.615999e+01,-1.734952e+02,-5.579845e+01,-6.362119e+00
1.100000e+01,1.137415e+01,9.292217e+01,-5.798474e-01,1.135936e+01
1.200000e+01,1.137415e+01,-9.292217e+01,-5.798474e-01,-1.135936e+01
1.300000e+01,7.107466e-01,1.800000e+02,-7.107466e-01,0.000000e+00
1.400000e+01,1.601984e+00,1.800000e+02,-1.601984e+00,0.000000e+00
1.500000e+01,3.336375e+00,1.800000e+02,-3.336375e+00,0.000000e+00
1.600000e+01,1.005619e+01,1.609522e+02,-9.505585e+00,3.281906e+00
1.700000e+01,1.005619e+01,-1.609522e+02,-9.505585e+00,-3.281906e+00
1.800000e+01,3.024562e+01,1.800000e+02,-3.024562e+01,0.000000e+00
1.900000e+01,5.615922e+01,1.734920e+02,-5.579734e+01,6.365148e+00
2.000000e+01,5.615922e+01,-1.734920e+02,-5.579734e+01,-6.365148e+00
2.100000e+01,1.142242e+01,9.285847e+01,-5.696242e-01,1.140821e+01
2.200000e+01,1.142242e+01,-9.285847e+01,-5.696242e-01,-1.140821e+01
2.300000e+01,7.122898e-01,1.800000e+02,-7.122898e-01,0.000000e+00
2.400000e+01,1.597785e+00,1.800000e+02,-1.597785e+00,0.000000e+00
2.500000e+01,3.339477e+00,1.800000e+02,-3.339477e+00,0.000000e+00
2.600000e+01,1.001189e+01,1.619286e+02,-9.518015e+00,3.105700e+00
2.700000e+01,1.001189e+01,-1.619286e+02,-9.518015e+00,-3.105700e+00
2.800000e+01,3.024299e+01,1.800000e+02,-3.024299e+01,0.000000e+00
2.900000e+01,5.615845e+01,1.734888e+02,-5.579622e+01,6.368177e+00
3.000000e+01,5.615845e+01,-1.734888e+02,-5.579622e+01,-6.368177e+00
3.100000e+01,1.147020e+01,9.279372e+01,-5.590613e-01,1.145656e+01
3.200000e+01,1.147020e+01,-9.279372e+01,-5.590613e-01,-1.145656e+01
3.300000e+01,7.138499e-01,1.800000e+02,-7.138499e-01,0.000000e+00
3.400000e+01,1.593551e+00,1.800000e+02,-1.593551e+00,0.000000e+00
3.500000e+01,3.342641e+00,1.800000e+02,-3.342641e+00,0.000000e+00
3.600000e+01,9.968366e+00,1.629602e+02,-9.530769e+00,2.921090e+00
3.700000e+01,9.968366e+00,-1.629602e+02,-9.530769e+00,-2.921090e+00
3.800000e+01,3.024035e+01,1.800000e+02,-3.024035e+01,0.000000e+00
3.900000e+01,5.615768e+01,1.734856e+02,-5.579510e+01,6.371207e+00
4.000000e+01,5.615768e+01,-1.734856e+02,-5.579510e+01,-6.371207e+00
4.100000e+01,1.151747e+01,9.272805e+01,-5.481788e-01,1.150441e+01
4.200000e+01,1.151747e+01,-9.272805e+01,-5.481788e-01,-1.150441e+01
4.300000e+01,7.154272e-01,1.800000e+02,-7.154272e-01,0.000000e+00
4.400000e+01,1.589281e+00,1.800000e+02,-1.589281e+00,0.000000e+00
4.500000e+01,3.345871e+00,1.800000e+02,-3.345871e+00,0.000000e+00
4.600000e+01,9.925592e+00,1.640573e+02,-9.543824e+00,2.726315e+00
4.700000e+01,9.925592e+00,-1.640573e+02,-9.543824e+00,-2.726315e+00
4.800000e+01,3.023771e+01,1.800000e+02,-3.023771e+01,0.000000e+00
4.900000e+01,5.615692e+01,1.734824e+02,-5.579398e+01,6.374236e+00
5.000000e+01,5.615692e+01,-1.734824e+02,-5.579398e+01,-6.374236e+00
5.100000e+01,1.156424e+01,9.266154e+01,-5.369960e-01,1.155177e+01
5.200000e+01,1.156424e+01,-9.266154e+01,-5.369960e-01,-1.155177e+01
5.300000e+01,7.170222e-01,1.800000e+02,-7.170222e-01,0.000000e+00
5.400000e+01,1.584976e+00,1.800000e+02,-1.584976e+00,0.000000e+00
5.500000e+01,3.349167e+00,1.800000e+02,-3.349167e+00,0.000000e+00
5.600000e+01,9.883546e+00,1.652345e+02,-9.557161e+00,2.518963e+00
5.700000e+01,9.883546e+00,-1.652345e+02,-9.557161e+00,-2.518963e+00
5.800000e+01,3.023505e+01,1.800000e+02,-3.023505e+01,0.000000e+00
5.900000e+01,5.615615e+01,1.734792e+02,-5.579286e+01,6.377265e+00
6.000000e+01,5.615615e+01,-1.734792e+02,-5.579286e+01,-6.377265e+00
6.100000e+01,1.161053e+01,9.259428e+01,-5.255313e-01,1.159863e+01
6.200000e+01,1.161053e+01,-9.259428e+01,-5.255313e-01,-1.159863e+01
6.300000e+01,7.186353e-01,1.800000e+02,-7.186353e-01,0.000000e+00
6.400000e+01,1.580633e+00,1.800000e+02,-1.580633e+00,0.000000e+00
6.500000e+01,3.352534e+00,1.800000e+02,-3.352534e+00,0.000000e+00
6.600000e+01,9.842207e+00,1.665123e+02,-9.570759e+00,2.295565e+00
6.700000e+01,9.842207e+00,-1.665123e+02,-9.570759e+00,-2.295565e+00
6.800000e+01,3.023238e+01,1.800000e+02,-3.023238e+01,0.000000e+00
