k1,mag1,ang1,re1,im1,k2,mag2,ang2,re2,im2
1.000000e+00,7.723280e+00,8.647933e+01,4.742758e-01,7.708704e+00,1.000000e+00,2.000000e-01,1.800000e+02,-2.000000e-01,0.000000e+00
2.000000e+00,7.723280e+00,-8.647933e+01,4.742758e-01,-7.708704e+00,2.000000e+00,1.132536e+01,9.298473e+01,-5.897095e-01,1.131000e+01
3.000000e+00,2.000000e-01,1.800000e+02,-2.000000e-01,0.000000e+00,3.000000e+00,1.132536e+01,-9.298473e+01,-5.897095e-01,-1.131000e+01
4.000000e+00,1.850502e+00,1.800000e+02,-1.850502e+00,0.000000e+00,4.000000e+00,1.606148e+00,1.800000e+02,-1.606148e+00,0.000000e+00
5.000000e+00,1.438272e+01,1.142182e+02,-5.899980e+00,1.311689e+01,5.000000e+00,1.010130e+01,1.600230e+02,-9.493500e+00,3.451035e+00
6.000000e+00,1.438272e+01,-1.142182e+02,-5.899980e+00,-1.311689e+01,6.000000e+00,1.010130e+01,-1.600230e+02,-9.493500e+00,-3.451035e+00
7.000000e+00,2.225330e+01,1.800000e+02,-2.225330e+01,0.000000e+00,7.000000e+00,3.024823e+01,1.800000e+02,-3.024823e+01,0.000000e+00
8.000000e+00,5.594657e+01,1.679370e+02,-5.471118e+01,1.169210e+01,8.000000e+00,5.615999e+01,1.734952e+02,-5.579845e+01,6.362119e+00
9.000000e+00,5.594657e+01,-1.679370e+02,-5.471118e+01,-1.169210e+01,9.000000e+00,5.615999e+01,-1.734952e+02,-5.579845e+01,-6.362119e+00
1.000000e+01,1.000000e+02,1.800000e+02,-1.000000e+02,0.000000e+00,1.000000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
1.100000e+01,1.000000e+02,1.800000e+02,-1.000000e+02,0.000000e+00,1.100000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
1.200000e+01,1.000000e+02,1.800000e+02,-1.000000e+02,0.000000e+00,1.200000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
1.300000e+01,7.713536e+00,8.664405e+01,4.515421e-01,7.700309e+00,1.300000e+01,2.000006e-01,1.800000e+02,-2.000006e-01,0.000000e+00
1.400000e+01,7.713536e+00,-8.664405e+01,4.515421e-01,-7.700309e+00,1.400000e+01,1.132926e+01,9.303183e+01,-5.992138e-01,1.131341e+01
1.500000e+01,2.000079e-01,1.800000e+02,-2.000079e-01,0.000000e+00,1.500000e+01,1.132926e+01,-9.303183e+01,-5.992138e-01,-1.131341e+01
1.600000e+01,1.850503e+00,1.800000e+02,-1.850503e+00,0.000000e+00,1.600000e+01,1.606149e+00,1.800000e+02,-1.606149e+00,0.000000e+00
1.700000e+01,1.446449e+01,1.142368e+02,-5.937803e+00,1.318954e+01,1.700000e+01,1.010250e+01,1.600275e+02,-9.494899e+00,3.450707e+00
1.800000e+01,1.446449e+01,-1.142368e+02,-5.937803e+00,-1.318954e+01,1.800000e+01,1.010250e+01,-1.600275e+02,-9.494899e+00,-3.450707e+00
1.900000e+01,2.224096e+01,1.800000e+02,-2.224096e+01,0.000000e+00,1.900000e+01,3.026809e+01,1.800000e+02,-3.026809e+01,0.000000e+00
2.000000e+01,6.105018e+01,1.646862e+02,-5.888253e+01,1.612364e+01,2.000000e+01,5.796245e+01,1.744217e+02,-5.768795e+01,5.634345e+00
2.100000e+01,6.105018e+01,-1.646862e+02,-5.888253e+01,-1.612364e+01,2.100000e+01,5.796245e+01,-1.744217e+02,-5.768795e+01,-5.634345e+00
2.200000e+01,6.440028e+01,1.800000e+02,-6.440028e+01,0.000000e+00,2.200000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
2.300000e+01,1.137210e+02,1.770880e+02,-1.135741e+02,5.777169e+00,2.300000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
2.400000e+01,1.137210e+02,-1.770880e+02,-1.135741e+02,-5.777169e+00,2.400000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
2.500000e+01,7.703578e+00,8.680723e+01,4.290541e-01,7.691621e+00,2.500000e+01,2.000012e-01,1.800000e+02,-2.000012e-01,0.000000e+00
2.600000e+01,7.703578e+00,-8.680723e+01,4.290541e-01,-7.691621e+00,2.600000e+01,1.133315e+01,9.307908e+01,-6.087513e-01,1.131679e+01
2.700000e+01,2.000157e-01,1.800000e+02,-2.000157e-01,0.000000e+00,2.700000e+01,1.133315e+01,-9.307908e+01,-6.087513e-01,-1.131679e+01
2.800000e+01,1.850504e+00,1.800000e+02,-1.850504e+00,0.000000e+00,2.800000e+01,1.606149e+00,1.800000e+02,-1.606149e+00,0.000000e+00
2.900000e+01,1.454769e+01,1.142618e+02,-5.977742e+00,1.326280e+01,2.900000e+01,1.010370e+01,1.600319e+02,-9.496297e+00,3.450376e+00
3.000000e+01,1.454769e+01,-1.142618e+02,-5.977742e+00,-1.326280e+01,3.000000e+01,1.010370e+01,-1.600319e+02,-9.496297e+00,-3.450376e+00
3.100000e+01,2.222886e+01,1.800000e+02,-2.222886e+01,0.000000e+00,3.100000e+01,3.028756e+01,1.800000e+02,-3.028756e+01,0.000000e+00
3.200000e+01,5.770868e+01,1.800000e+02,-5.770868e+01,0.000000e+00,3.200000e+01,5.867524e+01,1.800000e+02,-5.867524e+01,0.000000e+00
3.300000e+01,6.191403e+01,1.588299e+02,-5.773562e+01,2.235946e+01,3.300000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
3.400000e+01,6.191403e+01,-1.588299e+02,-5.773562e+01,-2.235946e+01,3.400000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
3.500000e+01,1.146225e+02,1.800000e+02,-1.146225e+02,0.000000e+00,3.500000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
3.600000e+01,1.213984e+02,1.800000e+02,-1.213984e+02,0.000000e+00,3.600000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
3.700000e+01,7.693415e+00,8.696885e+01,4.068193e-01,7.682651e+00,3.700000e+01,2.000019e-01,1.800000e+02,-2.000019e-01,0.000000e+00
3.800000e+01,7.693415e+00,-8.696885e+01,4.068193e-01,-7.682651e+00,3.800000e+01,1.133703e+01,9.312647e+01,-6.183221e-01,1.132015e+01
3.900000e+01,2.000236e-01,1.800000e+02,-2.000236e-01,0.000000e+00,3.900000e+01,1.133703e+01,-9.312647e+01,-6.183221e-01,-1.132015e+01
4.000000e+01,1.850505e+00,1.800000e+02,-1.850505e+00,0.000000e+00,4.000000e+01,1.606149e+00,1.800000e+02,-1.606149e+00,0.000000e+00
4.100000e+01,1.463230e+01,1.142935e+02,-6.019881e+00,1.333661e+01,4.100000e+01,1.010490e+01,1.600364e+02,-9.497694e+00,3.450043e+00
4.200000e+01,1.463230e+01,-1.142935e+02,-6.019881e+00,-1.333661e+01,4.200000e+01,1.010490e+01,-1.600364e+02,-9.497694e+00,-3.450043e+00
4.300000e+01,2.221699e+01,1.800000e+02,-2.221699e+01,0.000000e+00,4.300000e+01,3.030665e+01,1.800000e+02,-3.030665e+01,0.000000e+00
4.400000e+01,6.119806e+01,1.549118e+02,-5.542440e+01,2.594877e+01,4.400000e+01,5.589669e+01,1.800000e+02,-5.589669e+01,0.000000e+00
4.500000e+01,6.119806e+01,-1.549118e+02,-5.542440e+01,-2.594877e+01,4.500000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
4.600000e+01,5.565794e+01,1.800000e+02,-5.565794e+01,0.000000e+00,4.600000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
4.700000e+01,1.130338e+02,1.800000e+02,-1.130338e+02,0.000000e+00,4.700000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
4.800000e+01,1.295434e+02,1.800000e+02,-1.295434e+02,0.000000e+00,4.800000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
4.900000e+01,7.683055e+00,8.712885e+01,3.848442e-01,7.673411e+00,4.900000e+01,2.000025e-01,1.800000e+02,-2.000025e-01,0.000000e+00
5.000000e+01,7.683055e+00,-8.712885e+01,3.848442e-01,-7.673411e+00,5.000000e+01,1.134089e+01,9.317400e+01,-6.279261e-01,1.132349e+01
5.100000e+01,2.000315e-01,1.800000e+02,-2.000315e-01,0.000000e+00,5.100000e+01,1.134089e+01,-9.317400e+01,-6.279261e-01,-1.132349e+01
5.200000e+01,1.850506e+00,1.800000e+02,-1.850506e+00,0.000000e+00,5.200000e+01,1.606150e+00,1.800000e+02,-1.606150e+00,0.000000e+00
5.300000e+01,1.471833e+01,1.143321e+02,-6.064308e+00,1.341094e+01,5.300000e+01,1.010610e+01,1.600409e+02,-9.499091e+00,3.449707e+00
