f1,g1,gdb1,ph1,f2,g2,gdb2,ph2
6.810176e+00,4.598289e-02,-2.674808e+01,1.392724e+02,6.810176e+00,1.035282e+00,3.011697e-01,1.783394e+02
6.829746e+00,4.561534e-02,-2.681778e+01,1.391364e+02,6.829746e+00,1.034928e+00,2.982018e-01,1.783475e+02
6.849315e+00,4.525163e-02,-2.688732e+01,1.390012e+02,6.849315e+00,1.034578e+00,2.952687e-01,1.783557e+02
6.868885e+00,4.489170e-02,-2.695668e+01,1.388667e+02,6.868885e+00,1.034233e+00,2.923698e-01,1.783638e+02
6.888454e+00,4.453551e-02,-2.702587e+01,1.387329e+02,6.888454e+00,1.033892e+00,2.895047e-01,1.783719e+02
6.908023e+00,4.418301e-02,-2.709489e+01,1.385998e+02,6.908023e+00,1.033555e+00,2.866731e-01,1.783800e+02
6.927593e+00,4.383415e-02,-2.716375e+01,1.384674e+02,6.927593e+00,1.033222e+00,2.838743e-01,1.783881e+02
6.947162e+00,4.348889e-02,-2.723243e+01,1.383358e+02,6.947162e+00,1.032893e+00,2.811081e-01,1.783961e+02
6.966732e+00,4.314718e-02,-2.730095e+01,1.382048e+02,6.966732e+00,1.032568e+00,2.783740e-01,1.784041e+02
6.986301e+00,4.280898e-02,-2.736930e+01,1.380745e+02,6.986301e+00,1.032247e+00,2.756715e-01,1.784121e+02
7.005871e+00,4.247424e-02,-2.743749e+01,1.379449e+02,7.005871e+00,1.031929e+00,2.730003e-01,1.784201e+02
7.025440e+00,4.214292e-02,-2.750551e+01,1.378161e+02,7.025440e+00,1.031616e+00,2.703600e-01,1.784281e+02
7.045010e+00,4.181498e-02,-2.757336e+01,1.376878e+02,7.045010e+00,1.031306e+00,2.677501e-01,1.784360e+02
7.064579e+00,4.149037e-02,-2.764105e+01,1.375603e+02,7.064579e+00,1.031000e+00,2.651702e-01,1.784439e+02
7.084149e+00,4.116906e-02,-2.770858e+01,1.374334e+02,7.084149e+00,1.030697e+00,2.626200e-01,1.784517e+02
7.103718e+00,4.085100e-02,-2.777595e+01,1.373072e+02,7.103718e+00,1.030398e+00,2.600991e-01,1.784596e+02
7.123288e+00,4.053615e-02,-2.784315e+01,1.371817e+02,7.123288e+00,1.030102e+00,2.576070e-01,1.784674e+02
7.142857e+00,4.022448e-02,-2.791019e+01,1.370568e+02,7.142857e+00,1.029810e+00,2.551435e-01,1.784751e+02
7.162427e+00,3.991593e-02,-2.797707e+01,1.369325e+02,7.162427e+00,1.029521e+00,2.527081e-01,1.784829e+02
7.181996e+00,3.961049e-02,-2.804380e+01,1.368089e+02,7.181996e+00,1.029236e+00,2.503006e-01,1.784906e+02
7.201566e+00,3.930809e-02,-2.811036e+01,1.366860e+02,7.201566e+00,1.028954e+00,2.479204e-01,1.784983e+02
7.221135e+00,3.900872e-02,-2.817677e+01,1.365636e+02,7.221135e+00,1.028675e+00,2.455673e-01,1.785060e+02
7.240705e+00,3.871233e-02,-2.824301e+01,1.364419e+02,7.240705e+00,1.028400e+00,2.432409e-01,1.785136e+02
7.260274e+00,3.841889e-02,-2.830910e+01,1.363208e+02,7.260274e+00,1.028128e+00,2.409409e-01,1.785212e+02
7.279843e+00,3.812836e-02,-2.837504e+01,1.362004e+02,7.279843e+00,1.027859e+00,2.386670e-01,1.785288e+02
7.299413e+00,3.784070e-02,-2.844082e+01,1.360805e+02,7.299413e+00,1.027593e+00,2.364187e-01,1.785363e+02
7.318982e+00,3.755588e-02,-2.850644e+01,1.359613e+02,7.318982e+00,1.027330e+00,2.341958e-01,1.785438e+02
7.338552e+00,3.727387e-02,-2.857191e+01,1.358427e+02,7.338552e+00,1.027070e+00,2.319980e-01,1.785513e+02
7.358121e+00,3.699462e-02,-2.863723e+01,1.357246e+02,7.358121e+00,1.026813e+00,2.298248e-01,1.785588e+02
7.377691e+00,3.671812e-02,-2.870239e+01,1.356072e+02,7.377691e+00,1.026559e+00,2.276761e-01,1.785662e+02
7.397260e+00,3.644432e-02,-2.876740e+01,1.354903e+02,7.397260e+00,1.026308e+00,2.255515e-01,1.785736e+02
7.416830e+00,3.617320e-02,-2.883226e+01,1.353741e+02,7.416830e+00,1.026059e+00,2.234507e-01,1.785809e+02
7.436399e+00,3.590471e-02,-2.889697e+01,1.352584e+02,7.436399e+00,1.025814e+00,2.213733e-01,1.785882e+02
7.455969e+00,3.563884e-02,-2.896153e+01,1.351433e+02,7.455969e+00,1.025572e+00,2.193192e-01,1.785955e+02
7.475538e+00,3.537554e-02,-2.902594e+01,1.350288e+02,7.475538e+00,1.025332e+00,2.172879e-01,1.786028e+02
7.495108e+00,3.511479e-02,-2.909020e+01,1.349149e+02,7.495108e+00,1.025095e+00,2.152792e-01,1.786100e+02
7.514677e+00,3.485656e-02,-2.915431e+01,1.348015e+02,7.514677e+00,1.024860e+00,2.132929e-01,1.786172e+02
7.534247e+00,3.460082e-02,-2.921827e+01,1.346887e+02,7.534247e+00,1.024628e+00,2.113286e-01,1.786243e+02
7.553816e+00,3.434753e-02,-2.928209e+01,1.345764e+02,7.553816e+00,1.024399e+00,2.093860e-01,1.786314e+02
7.573386e+00,3.409667e-02,-2.934576e+01,1.344647e+02,7.573386e+00,1.024173e+00,2.074649e-01,1.786385e+02
7.592955e+00,3.384822e-02,-2.940928e+01,1.343535e+02,7.592955e+00,1.023949e+00,2.055650e-01,1.786456e+02
7.612524e+00,3.360213e-02,-2.947266e+01,1.342429e+02,7.612524e+00,1.023727e+00,2.036860e-01,1.786526e+02
7.632094e+00,3.335839e-02,-2.953590e+01,1.341329e+02,7.632094e+00,1.023508e+00,2.018277e-01,1.786596e+02
7.651663e+00,3.311697e-02,-2.959899e+01,1.340233e+02,7.651663e+00,1.023292e+00,1.999898e-01,1.786666e+02
7.671233e+00,3.287784e-02,-2.966194e+01,1.339143e+02,7.671233e+00,1.023078e+00,1.981721e-01,1.786735e+02
7.690802e+00,3.264097e-02,-2.972474e+01,1.338059e+02,7.690802e+00,1.022866e+00,1.963742e-01,1.786804e+02
7.710372e+00,3.240634e-02,-2.978740e+01,1.336979e+02,7.710372e+00,1.022657e+00,1.945960e-01,1.786872e+02
7.729941e+00,3.217392e-02,-2.984992e+01,1.335905e+02,7.729941e+00,1.022449e+00,1.928373e-01,1.786940e+02
7.749511e+00,3.194368e-02,-2.991230e+01,1.334836e+02,7.749511e+00,1.022245e+00,1.910976e-01,1.787008e+02
7.769080e+00,3.171560e-02,-2.997454e+01,1.333772e+02,7.769080e+00,1.022042e+00,1.893769e-01,1.787076e+02
7.788650e+00,3.148967e-02,-3.003664e+01,1.332714e+02,7.788650e+00,1.021842e+00,1.876749e-01,1.787143e+02
7.808219e+00,3.126584e-02,-3.009860e+01,1.331660e+02,7.808219e+00,1.021644e+00,1.859914e-01,1.787210e+02
7.827789e+00,3.104409e-02,-3.016042e+01,1.330611e+02,7.827789e+00,1.021448e+00,1.843260e-01,1.787276e+02
7.847358e+00,3.082442e-02,-3.022210e+01,1.329568e+02,7.847358e+00,1.021254e+00,1.826787e-01,1.787342e+02
7.866928e+00,3.060677e-02,-3.028365e+01,1.328529e+02,7.866928e+00,1.021063e+00,1.810491e-01,1.787408e+02
7.886497e+00,3.039115e-02,-3.034506e+01,1.327496e+02,7.886497e+00,1.020873e+00,1.794371e-01,1.787474e+02
7.906067e+00,3.017752e-02,-3.040633e+01,1.326467e+02,7.906067e+00,1.020686e+00,1.778424e-01,1.787539e+02
7.925636e+00,2.996586e-02,-3.046747e+01,1.325443e+02,7.925636e+00,1.020501e+00,1.762649e-01,1.787604e+02
7.945205e+00,2.975614e-02,-3.052847e+01,1.324424e+02,7.945205e+00,1.020317e+00,1.747042e-01,1.787668e+02
7.964775e+00,2.954836e-02,-3.058933e+01,1.323410e+02,7.964775e+00,1.020136e+00,1.731603e-01,1.787732e+02
7.984344e+00,2.934247e-02,-3.065007e+01,1.322400e+02,7.984344e+00,1.019956e+00,1.716328e-01,1.787796e+02
8.003914e+00,2.913847e-02,-3.071066e+01,1.321395e+02,8.003914e+00,1.019779e+00,1.701216e-01,1.787860e+02
8.023483e+00,2.893634e-02,-3.077113e+01,1.320395e+02,8.023483e+00,1.019604e+00,1.686266e-01,1.787923e+02
8.043053e+00,2.873604e-02,-3.083146e+01,1.319400e+02,8.043053e+00,1.019430e+00,1.671474e-01,1.787985e+02
8.062622e+00,2.853756e-02,-3.089166e+01,1.318409e+02,8.062622e+00,1.019258e+00,1.656839e-01,1.788048e+02
8.082192e+00,2.834088e-02,-3.095173e+01,1.317423e+02,8.082192e+00,1.019088e+00,1.642359e-01,1.788110e+02
8.101761e+00,2.814598e-02,-3.101167e+01,1.316442e+02,8.101761e+00,1.018920e+00,1.628033e-01,1.788172e+02
8.121331e+00,2.795284e-02,-3.107148e+01,1.315465e+02,8.121331e+00,1.018754e+00,1.613858e-01,1.788233e+02
8.140900e+00,2.776144e-02,-3.113116e+01,1.314492e+02,8.140900e+00,1.018589e+00,1.599832e-01,1.788294e+02
8.160470e+00,2.757177e-02,-3.119071e+01,1.313524e+02,8.160470e+00,1.018427e+00,1.585954e-01,1.788355e+02
8.180039e+00,2.738379e-02,-3.125013e+01,1.312560e+02,8.180039e+00,1.018266e+00,1.572221e-01,1.788416e+02
8.199609e+00,2.719750e-02,-3.130942e+01,1.311601e+02,8.199609e+00,1.018106e+00,1.558633e-01,1.788476e+02
8.219178e+00,2.701287e-02,-3.136859e+01,1.310647e+02,8.219178e+00,1.017949e+00,1.545187e-01,1.788536e+02
8.238748e+00,2.682989e-02,-3.142762e+01,1.309696e+02,8.238748e+00,1.017793e+00,1.531882e-01,1.788595e+02
8.258317e+00,2.664854e-02,-3.148653e+01,1.308750e+02,8.258317e+00,1.017639e+00,1.518715e-01,1.788654e+02
8.277886e+00,2.646879e-02,-3.154532e+01,1.307808e+02,8.277886e+00,1.017486e+00,1.505686e-01,1.788713e+02
8.297456e+00,2.629064e-02,-3.160398e+01,1.306871e+02,8.297456e+00,1.017335e+00,1.492792e-01,1.788772e+02
8.317025e+00,2.611407e-02,-3.166251e+01,1.305938e+02,8.317025e+00,1.017186e+00,1.480033e-01,1.788830e+02
8.336595e+00,2.593905e-02,-3.172092e+01,1.305009e+02,8.336595e+00,1.017038e+00,1.467405e-01,1.788888e+02
8.356164e+00,2.576558e-02,-3.177920e+01,1.304084e+02,8.356164e+00,1.016891e+00,1.454909e-01,1.788945e+02
8.375734e+00,2.559363e-02,-3.183736e+01,1.303163e+02,8.375734e+00,1.016747e+00,1.442541e-01,1.789002e+02
8.395303e+00,2.542318e-02,-3.189540e+01,1.302247e+02,8.395303e+00,1.016603e+00,1.430301e-01,1.789059e+02
8.414873e+00,2.525423e-02,-3.195332e+01,1.301334e+02,8.414873e+00,1.016462e+00,1.418188e-01,1.789116e+02
8.434442e+00,2.508676e-02,-3.201111e+01,1.300426e+02,8.434442e+00,1.016321e+00,1.406199e-01,1.789172e+02
8.454012e+00,2.492074e-02,-3.206878e+01,1.299522e+02,8.454012e+00,1.016182e+00,1.394333e-01,1.789228e+02
8.473581e+00,2.475617e-02,-3.212633e+01,1.298621e+02,8.473581e+00,1.016045e+00,1.382588e-01,1.789284e+02
8.493151e+00,2.459303e-02,-3.218376e+01,1.297725e+02,8.493151e+00,1.015909e+00,1.370964e-01,1.789339e+02
8.512720e+00,2.443130e-02,-3.224107e+01,1.296833e+02,8.512720e+00,1.015774e+00,1.359459e-01,1.789394e+02
8.532290e+00,2.427097e-02,-3.229826e+01,1.295944e+02,8.532290e+00,1.015641e+00,1.348071e-01,1.789449e+02
8.551859e+00,2.411203e-02,-3.235533e+01,1.295060e+02,8.551859e+00,1.015510e+00,1.336798e-01,1.789503e+02
8.571429e+00,2.395445e-02,-3.241228e+01,1.294179e+02,8.571429e+00,1.015379e+00,1.325641e-01,1.789557e+02
8.590998e+00,2.379823e-02,-3.246911e+01,1.293303e+02,8.590998e+00,1.015250e+00,1.314597e-01,1.789611e+02
8.610568e+00,2.364334e-02,-3.252582e+01,1.292430e+02,8.610568e+00,1.015122e+00,1.303664e-01,1.789664e+02
8.630137e+00,2.348978e-02,-3.258242e+01,1.291561e+02,8.630137e+00,1.014996e+00,1.292843e-01,1.789717e+02
8.649706e+00,2.333754e-02,-3.263890e+01,1.290696e+02,8.649706e+00,1.014871e+00,1.282130e-01,1.789770e+02
8.669276e+00,2.318659e-02,-3.269526e+01,1.289834e+02,8.669276e+00,1.014747e+00,1.271526e-01,1.789823e+02
8.688845e+00,2.303693e-02,-3.275151e+01,1.288977e+02,8.688845e+00,1.014624e+00,1.261028e-01,1.789875e+02
8.708415e+00,2.288853e-02,-3.280764e+01,1.288123e+02,8.708415e+00,1.014503e+00,1.250636e-01,1.789927e+02
8.727984e+00,2.274140e-02,-3.286366e+01,1.287272e+02,8.727984e+00,1.014382e+00,1.240348e-01,1.789979e+02
8.747554e+00,2.259551e-02,-3.291956e+01,1.286426e+02,8.747554e+00,1.014264e+00,1.230163e-01,1.790030e+02
8.767123e+00,2.245085e-02,-3.297535e+01,1.285583e+02,8.767123e+00,1.014146e+00,1.220080e-01,1.790081e+02
8.786693e+00,2.230741e-02,-3.303102e+01,1.284743e+02,8.786693e+00,1.014029e+00,1.210098e-01,1.790132e+02
8.806262e+00,2.216517e-02,-3.308658e+01,1.283908e+02,8.806262e+00,1.013914e+00,1.200215e-01,1.790182e+02
8.825832e+00,2.202413e-02,-3.314202e+01,1.283076e+02,8.825832e+00,1.013800e+00,1.190431e-01,1.790232e+02
8.845401e+00,2.188427e-02,-3.319736e+01,1.282247e+02,8.845401e+00,1.013687e+00,1.180743e-01,1.790282e+02
8.864971e+00,2.174558e-02,-3.325258e+01,1.281422e+02,8.864971e+00,1.013575e+00,1.171152e-01,1.790332e+02
8.884540e+00,2.160804e-02,-3.330769e+01,1.280600e+02,8.884540e+00,1.013464e+00,1.161656e-01,1.790381e+02
8.904110e+00,2.147165e-02,-3.336269e+01,1.279782e+02,8.904110e+00,1.013354e+00,1.152254e-01,1.790430e+02
8.923679e+00,2.133640e-02,-3.341758e+01,1.278968e+02,8.923679e+00,1.013246e+00,1.142944e-01,1.790479e+02
8.943249e+00,2.120226e-02,-3.347236e+01,1.278157e+02,8.943249e+00,1.013138e+00,1.133726e-01,1.790527e+02
8.962818e+00,2.106924e-02,-3.352702e+01,1.277349e+02,8.962818e+00,1.013032e+00,1.124599e-01,1.790575e+02
8.982387e+00,2.093731e-02,-3.358158e+01,1.276545e+02,8.982387e+00,1.012926e+00,1.115561e-01,1.790623e+02
9.001957e+00,2.080647e-02,-3.363603e+01,1.275744e+02,9.001957e+00,1.012822e+00,1.106612e-01,1.790671e+02
9.021526e+00,2.067671e-02,-3.369037e+01,1.274946e+02,9.021526e+00,1.012719e+00,1.097751e-01,1.790718e+02
9.041096e+00,2.054801e-02,-3.374460e+01,1.274152e+02,9.041096e+00,1.012616e+00,1.088976e-01,1.790765e+02
9.060665e+00,2.042037e-02,-3.379873e+01,1.273361e+02,9.060665e+00,1.012515e+00,1.080287e-01,1.790812e+02
9.080235e+00,2.029377e-02,-3.385274e+01,1.272574e+02,9.080235e+00,1.012415e+00,1.071683e-01,1.790859e+02
9.099804e+00,2.016821e-02,-3.390665e+01,1.271789e+02,9.099804e+00,1.012315e+00,1.063162e-01,1.790905e+02
9.119374e+00,2.004367e-02,-3.396046e+01,1.271008e+02,9.119374e+00,1.012217e+00,1.054724e-01,1.790951e+02
9.138943e+00,1.992014e-02,-3.401415e+01,1.270231e+02,9.138943e+00,1.012120e+00,1.046367e-01,1.790996e+02
9.158513e+00,1.979761e-02,-3.406774e+01,1.269456e+02,9.158513e+00,1.012023e+00,1.038092e-01,1.791042e+02
9.178082e+00,1.967608e-02,-3.412123e+01,1.268685e+02,9.178082e+00,1.011928e+00,1.029896e-01,1.791087e+02
9.197652e+00,1.955553e-02,-3.417461e+01,1.267916e+02,9.197652e+00,1.011833e+00,1.021780e-01,1.791132e+02
9.217221e+00,1.943596e-02,-3.422788e+01,1.267151e+02,9.217221e+00,1.011740e+00,1.013741e-01,1.791176e+02
9.236791e+00,1.931734e-02,-3.428105e+01,1.266389e+02,9.236791e+00,1.011647e+00,1.005780e-01,1.791221e+02
9.256360e+00,1.919968e-02,-3.433412e+01,1.265631e+02,9.256360e+00,1.011555e+00,9.978956e-02,1.791265e+02
9.275930e+00,1.908297e-02,-3.438708e+01,1.264875e+02,9.275930e+00,1.011464e+00,9.900864e-02,1.791309e+02
9.295499e+00,1.896718e-02,-3.443994e+01,1.264122e+02,9.295499e+00,1.011374e+00,9.823520e-02,1.791352e+02
9.315068e+00,1.885233e-02,-3.449270e+01,1.263373e+02,9.315068e+00,1.011285e+00,9.746914e-02,1.791396e+02
9.334638e+00,1.873839e-02,-3.454535e+01,1.262626e+02,9.334638e+00,1.011196e+00,9.671038e-02,1.791439e+02
9.354207e+00,1.862536e-02,-3.459791e+01,1.261883e+02,9.354207e+00,1.011109e+00,9.595885e-02,1.791482e+02
9.373777e+00,1.851323e-02,-3.465036e+01,1.261143e+02,9.373777e+00,1.011022e+00,9.521446e-02,1.791524e+02
9.393346e+00,1.840198e-02,-3.470271e+01,1.260405e+02,9.393346e+00,1.010936e+00,9.447713e-02,1.791566e+02
9.412916e+00,1.829162e-02,-3.475496e+01,1.259671e+02,9.412916e+00,1.010851e+00,9.374679e-02,1.791608e+02
9.432485e+00,1.818213e-02,-3.480711e+01,1.258939e+02,9.432485e+00,1.010767e+00,9.302336e-02,1.791650e+02
9.452055e+00,1.807350e-02,-3.485915e+01,1.258211e+02,9.452055e+00,1.010684e+00,9.230675e-02,1.791692e+02
9.471624e+00,1.796573e-02,-3.491110e+01,1.257485e+02,9.471624e+00,1.010601e+00,9.159690e-02,1.791733e+02
9.491194e+00,1.785881e-02,-3.496295e+01,1.256762e+02,9.491194e+00,1.010519e+00,9.089373e-02,1.791774e+02
9.510763e+00,1.775272e-02,-3.501470e+01,1.256042e+02,9.510763e+00,1.010438e+00,9.019717e-02,1.791815e+02
9.530333e+00,1.764747e-02,-3.506635e+01,1.255326e+02,9.530333e+00,1.010358e+00,8.950714e-02,1.791856e+02
9.549902e+00,1.754304e-02,-3.511790e+01,1.254611e+02,9.549902e+00,1.010279e+00,8.882357e-02,1.791896e+02
9.569472e+00,1.743942e-02,-3.516936e+01,1.253900e+02,9.569472e+00,1.010200e+00,8.814640e-02,1.791936e+02
9.589041e+00,1.733661e-02,-3.522072e+01,1.253192e+02,9.589041e+00,1.010122e+00,8.747554e-02,1.791976e+02
9.608611e+00,1.723460e-02,-3.527198e+01,1.252486e+02,9.608611e+00,1.010045e+00,8.681094e-02,1.792016e+02
9.628180e+00,1.713338e-02,-3.532314e+01,1.251783e+02,9.628180e+00,1.009968e+00,8.615252e-02,1.792055e+02
9.647750e+00,1.703294e-02,-3.537421e+01,1.251083e+02,9.647750e+00,1.009892e+00,8.550022e-02,1.792094e+02
9.667319e+00,1.693328e-02,-3.542518e+01,1.250386e+02,9.667319e+00,1.009817e+00,8.485397e-02,1.792133e+02
9.686888e+00,1.683439e-02,-3.547605e+01,1.249691e+02,9.686888e+00,1.009743e+00,8.421371e-02,1.792172e+02
9.706458e+00,1.673627e-02,-3.552683e+01,1.248999e+02,9.706458e+00,1.009669e+00,8.357936e-02,1.792210e+02
9.726027e+00,1.663889e-02,-3.557751e+01,1.248310e+02,9.726027e+00,1.009596e+00,8.295087e-02,1.792249e+02
9.745597e+00,1.654226e-02,-3.562810e+01,1.247624e+02,9.745597e+00,1.009523e+00,8.232817e-02,1.792287e+02
9.765166e+00,1.644638e-02,-3.567860e+01,1.246940e+02,9.765166e+00,1.009452e+00,8.171120e-02,1.792325e+02
9.784736e+00,1.635122e-02,-3.572900e+01,1.246259e+02,9.784736e+00,1.009381e+00,8.109989e-02,1.792362e+02
9.804305e+00,1.625680e-02,-3.577930e+01,1.245580e+02,9.804305e+00,1.009310e+00,8.049419e-02,1.792400e+02
9.823875e+00,1.616309e-02,-3.582951e+01,1.244904e+02,9.823875e+00,1.009241e+00,7.989404e-02,1.792437e+02
9.843444e+00,1.607009e-02,-3.587963e+01,1.244231e+02,9.843444e+00,1.009171e+00,7.929938e-02,1.792474e+02
9.863014e+00,1.597780e-02,-3.592966e+01,1.243560e+02,9.863014e+00,1.009103e+00,7.871014e-02,1.792510e+02
9.882583e+00,1.588621e-02,-3.597959e+01,1.242892e+02,9.882583e+00,1.009035e+00,7.812627e-02,1.792547e+02
9.902153e+00,1.579531e-02,-3.602944e+01,1.242227e+02,9.902153e+00,1.008968e+00,7.754771e-02,1.792583e+02
9.921722e+00,1.570510e-02,-3.607919e+01,1.241564e+02,9.921722e+00,1.008901e+00,7.697441e-02,1.792619e+02
9.941292e+00,1.561557e-02,-3.612884e+01,1.240903e+02,9.941292e+00,1.008835e+00,7.640631e-02,1.792655e+02
9.960861e+00,1.552671e-02,-3.617841e+01,1.240245e+02,9.960861e+00,1.008770e+00,7.584335e-02,1.792691e+02
9.980431e+00,1.543852e-02,-3.622789e+01,1.239590e+02,9.980431e+00,1.008705e+00,7.528548e-02,1.792726e+02
1.000000e+01,1.535099e-02,-3.627727e+01,1.238937e+02,1.000000e+01,1.008641e+00,7.473265e-02,1.792761e+02
