k1,mag1,ang1,re1,im1,k2,mag2,ang2,re2,im2
1.000000e+00,7.723280e+00,8.647933e+01,4.742758e-01,7.708704e+00,1.000000e+00,1.000000e-01,1.800000e+02,-1.000000e-01,0.000000e+00
2.000000e+00,7.723280e+00,-8.647933e+01,4.742758e-01,-7.708704e+00,2.000000e+00,1.132536e+01,9.298473e+01,-5.897095e-01,1.131000e+01
3.000000e+00,1.000000e-01,1.800000e+02,-1.000000e-01,0.000000e+00,3.000000e+00,1.132536e+01,-9.298473e+01,-5.897095e-01,-1.131000e+01
4.000000e+00,1.850502e+00,1.800000e+02,-1.850502e+00,0.000000e+00,4.000000e+00,1.606148e+00,1.800000e+02,-1.606148e+00,0.000000e+00
5.000000e+00,1.438272e+01,1.142182e+02,-5.899980e+00,1.311689e+01,5.000000e+00,1.010130e+01,1.600230e+02,-9.493500e+00,3.451035e+00
6.000000e+00,1.438272e+01,-1.142182e+02,-5.899980e+00,-1.311689e+01,6.000000e+00,1.010130e+01,-1.600230e+02,-9.493500e+00,-3.451035e+00
7.000000e+00,2.225330e+01,1.800000e+02,-2.225330e+01,0.000000e+00,7.000000e+00,3.024823e+01,1.800000e+02,-3.024823e+01,0.000000e+00
8.000000e+00,5.594657e+01,1.679370e+02,-5.471118e+01,1.169210e+01,8.000000e+00,5.615999e+01,1.734952e+02,-5.579845e+01,6.362119e+00
9.000000e+00,5.594657e+01,-1.679370e+02,-5.471118e+01,-1.169210e+01,9.000000e+00,5.615999e+01,-1.734952e+02,-5.579845e+01,-6.362119e+00
1.000000e+01,1.000000e+02,1.800000e+02,-1.000000e+02,0.000000e+00,1.000000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
1.100000e+01,1.000000e+02,1.800000e+02,-1.000000e+02,0.000000e+00,1.100000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
1.200000e+01,1.000000e+02,1.800000e+02,-1.000000e+02,0.000000e+00,1.200000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
1.300000e+01,7.725867e+00,8.660573e+01,4.574220e-01,7.712314e+00,1.300000e+01,1.000002e-01,1.800000e+02,-1.000002e-01,0.000000e+00
1.400000e+01,7.725867e+00,-8.660573e+01,4.574220e-01,-7.712314e+00,1.400000e+01,1.133062e+01,9.299808e+01,-5.926186e-01,1.131511e+01
1.500000e+01,1.000020e-01,1.800000e+02,-1.000020e-01,0.000000e+00,1.500000e+01,1.133062e+01,-9.299808e+01,-5.926186e-01,-1.131511e+01
1.600000e+01,1.850503e+00,1.800000e+02,-1.850503e+00,0.000000e+00,1.600000e+01,1.606149e+00,1.800000e+02,-1.606149e+00,0.000000e+00
1.700000e+01,1.440450e+01,1.140851e+02,-5.878374e+00,1.315045e+01,1.700000e+01,1.010105e+01,1.600028e+02,-9.492047e+00,3.454303e+00
1.800000e+01,1.440450e+01,-1.140851e+02,-5.878374e+00,-1.315045e+01,1.800000e+01,1.010105e+01,-1.600028e+02,-9.492047e+00,-3.454303e+00
1.900000e+01,2.225320e+01,1.800000e+02,-2.225320e+01,0.000000e+00,1.900000e+01,3.024951e+01,1.800000e+02,-3.024951e+01,0.000000e+00
2.000000e+01,5.655484e+01,1.676707e+02,-5.525049e+01,1.207613e+01,2.000000e+01,5.639073e+01,1.735748e+02,-5.603652e+01,6.310495e+00
2.100000e+01,5.655484e+01,-1.676707e+02,-5.525049e+01,-1.207613e+01,2.100000e+01,5.639073e+01,-1.735748e+02,-5.603652e+01,-6.310495e+00
2.200000e+01,8.463392e+01,1.800000e+02,-8.463392e+01,0.000000e+00,2.200000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
2.300000e+01,1.073310e+02,1.766585e+02,-1.071485e+02,6.256009e+00,2.300000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
2.400000e+01,1.073310e+02,-1.766585e+02,-1.071485e+02,-6.256009e+00,2.400000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
2.500000e+01,7.728352e+00,8.673264e+01,4.404793e-01,7.715789e+00,2.500000e+01,1.000003e-01,1.800000e+02,-1.000003e-01,0.000000e+00
2.600000e+01,7.728352e+00,-8.673264e+01,4.404793e-01,-7.715789e+00,2.600000e+01,1.133588e+01,9.301144e+01,-5.955336e-01,1.132023e+01
2.700000e+01,1.000040e-01,1.800000e+02,-1.000040e-01,0.000000e+00,2.700000e+01,1.133588e+01,-9.301144e+01,-5.955336e-01,-1.132023e+01
2.800000e+01,1.850504e+00,1.800000e+02,-1.850504e+00,0.000000e+00,2.800000e+01,1.606149e+00,1.800000e+02,-1.606149e+00,0.000000e+00
2.900000e+01,1.442663e+01,1.139513e+02,-5.856632e+00,1.318437e+01,2.900000e+01,1.010080e+01,1.599825e+02,-9.490591e+00,3.457570e+00
3.000000e+01,1.442663e+01,-1.139513e+02,-5.856632e+00,-1.318437e+01,3.000000e+01,1.010080e+01,-1.599825e+02,-9.490591e+00,-3.457570e+00
3.100000e+01,2.225309e+01,1.800000e+02,-2.225309e+01,0.000000e+00,3.100000e+01,3.025079e+01,1.800000e+02,-3.025079e+01,0.000000e+00
3.200000e+01,5.723889e+01,1.673223e+02,-5.584341e+01,1.256203e+01,3.200000e+01,5.663917e+01,1.736651e+02,-5.629333e+01,6.249506e+00
3.300000e+01,5.723889e+01,-1.673223e+02,-5.584341e+01,-1.256203e+01,3.300000e+01,5.663917e+01,-1.736651e+02,-5.629333e+01,-6.249506e+00
3.400000e+01,7.888639e+01,1.800000e+02,-7.888639e+01,0.000000e+00,3.400000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
3.500000e+01,1.096390e+02,1.764979e+02,-1.094342e+02,6.697257e+00,3.500000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
3.600000e+01,1.096390e+02,-1.764979e+02,-1.094342e+02,-6.697257e+00,3.600000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
3.700000e+01,7.730732e+00,8.686006e+01,4.234494e-01,7.719126e+00,3.700000e+01,1.000005e-01,1.800000e+02,-1.000005e-01,0.000000e+00
3.800000e+01,7.730732e+00,-8.686006e+01,4.234494e-01,-7.719126e+00,3.800000e+01,1.134116e+01,9.302481e+01,-5.984547e-01,1.132536e+01
3.900000e+01,1.000061e-01,1.800000e+02,-1.000061e-01,0.000000e+00,3.900000e+01,1.134116e+01,-9.302481e+01,-5.984547e-01,-1.132536e+01
4.000000e+01,1.850506e+00,1.800000e+02,-1.850506e+00,0.000000e+00,4.000000e+01,1.606150e+00,1.800000e+02,-1.606150e+00,0.000000e+00
4.100000e+01,1.444913e+01,1.138168e+02,-5.834753e+00,1.321866e+01,4.100000e+01,1.010055e+01,1.599623e+02,-9.489132e+00,3.460836e+00
4.200000e+01,1.444913e+01,-1.138168e+02,-5.834753e+00,-1.321866e+01,4.200000e+01,1.010055e+01,-1.599623e+02,-9.489132e+00,-3.460836e+00
4.300000e+01,2.225299e+01,1.800000e+02,-2.225299e+01,0.000000e+00,4.300000e+01,3.025206e+01,1.800000e+02,-3.025206e+01,0.000000e+00
4.400000e+01,5.799447e+01,1.668435e+02,-5.647222e+01,1.320027e+01,4.400000e+01,5.690879e+01,1.737687e+02,-5.657256e+01,6.177043e+00
4.500000e+01,5.799447e+01,-1.668435e+02,-5.647222e+01,-1.320027e+01,4.500000e+01,5.690879e+01,-1.737687e+02,-5.657256e+01,-6.177043e+00
4.600000e+01,7.426070e+01,1.800000e+02,-7.426070e+01,0.000000e+00,4.600000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
4.700000e+01,1.113211e+02,1.765831e+02,-1.111232e+02,6.634825e+00,4.700000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
4.800000e+01,1.113211e+02,-1.765831e+02,-1.111232e+02,-6.634825e+00,4.800000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
4.900000e+01,7.733004e+00,8.698798e+01,4.063343e-01,7.722321e+00,4.900000e+01,1.000006e-01,1.800000e+02,-1.000006e-01,0.000000e+00
5.000000e+01,7.733004e+00,-8.698798e+01,4.063343e-01,-7.722321e+00,5.000000e+01,1.134644e+01,9.303820e+01,-6.013817e-01,1.133049e+01
5.100000e+01,1.000081e-01,1.800000e+02,-1.000081e-01,0.000000e+00,5.100000e+01,1.134644e+01,-9.303820e+01,-6.013817e-01,-1.133049e+01
5.200000e+01,1.850507e+00,1.800000e+02,-1.850507e+00,0.000000e+00,5.200000e+01,1.606150e+00,1.800000e+02,-1.606150e+00,0.000000e+00
5.300000e+01,1.447198e+01,1.136817e+02,-5.812739e+00,1.325331e+01,5.300000e+01,1.010029e+01,1.599420e+02,-9.487671e+00,3.464102e+00
5.400000e+01,1.447198e+01,-1.136817e+02,-5.812739e+00,-1.325331e+01,5.400000e+01,1.010029e+01,-1.599420e+02,-9.487671e+00,-3.464102e+00
5.500000e+01,2.225288e+01,1.800000e+02,-2.225288e+01,0.000000e+00,5.500000e+01,3.025334e+01,1.800000e+02,-3.025334e+01,0.000000e+00
5.600000e+01,5.877663e+01,1.661735e+02,-5.707351e+01,1.404660e+01,5.600000e+01,5.720432e+01,1.738885e+02,-5.687920e+01,6.090224e+00
5.700000e+01,5.877663e+01,-1.661735e+02,-5.707351e+01,-1.404660e+01,5.700000e+01,5.720432e+01,-1.738885e+02,-5.687920e+01,-6.090224e+00
5.800000e+01,7.028413e+01,1.800000e+02,-7.028413e+01,0.000000e+00,5.800000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
5.900000e+01,1.126919e+02,1.767906e+02,-1.125151e+02,6.309102e+00,5.900000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
6.000000e+01,1.126919e+02,-1.767906e+02,-1.125151e+02,-6.309102e+00,6.000000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
6.100000e+01,7.735167e+00,8.711638e+01,3.891358e-01,7.725373e+00,6.100000e+01,1.000008e-01,1.800000e+02,-1.000008e-01,0.000000e+00
6.200000e+01,7.735167e+00,-8.711638e+01,3.891358e-01,-7.725373e+00,6.200000e+01,1.135174e+01,9.305161e+01,-6.043147e-01,1.133564e+01
6.300000e+01,1.000101e-01,1.800000e+02,-1.000101e-01,0.000000e+00,6.300000e+01,1.135174e+01,-9.305161e+01,-6.043147e-01,-1.133564e+01
6.400000e+01,1.850508e+00,1.800000e+02,-1.850508e+00,0.000000e+00,6.400000e+01,1.606150e+00,1.800000e+02,-1.606150e+00,0.000000e+00
6.500000e+01,1.449521e+01,1.135459e+02,-5.790591e+00,1.328835e+01,6.500000e+01,1.010004e+01,1.599218e+02,-9.486207e+00,3.467368e+00
6.600000e+01,1.449521e+01,-1.135459e+02,-5.790591e+00,-1.328835e+01,6.600000e+01,1.010004e+01,-1.599218e+02,-9.486207e+00,-3.467368e+00
6.700000e+01,2.225278e+01,1.800000e+02,-2.225278e+01,0.000000e+00,6.700000e+01,3.025461e+01,1.800000e+02,-3.025461e+01,0.000000e+00
6.800000e+01,5.947529e+01,1.652876e+02,-5.752526e+01,1.510476e+01,6.800000e+01,5.753242e+01,1.740289e+02,-5.722027e+01,5.984962e+00
6.900000e+01,5.947529e+01,-1.652876e+02,-5.752526e+01,-1.510476e+01,6.900000e+01,5.753242e+01,-1.740289e+02,-5.722027e+01,-5.984962e+00
7.000000e+01,6.697697e+01,1.800000e+02,-6.697697e+01,0.000000e+00,7.000000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
7.100000e+01,1.138689e+02,1.770886e+02,-1.137219e+02,5.783511e+00,7.100000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
7.200000e+01,1.138689e+02,-1.770886e+02,-1.137219e+02,-5.783511e+00,7.200000e+01,9.000000e+01,1.800000e+02,-9.000000e+01,0.000000e+00
7.300000e+01,7.737219e+00,8.724526e+01,3.718560e-01,7.728278e+00,7.300000e+01,1.000009e-01,1.800000e+02,-1.000009e-01,0.000000e+00
7.400000e+01,7.737219e+00,-8.724526e+01,3.718560e-01,-7.728278e+00,7.400000e+01,1.135704e+01,9.306503e+01,-6.072537e-01,1.134079e+01
7.500000e+01,1.000121e-01,1.800000e+02,-1.000121e-01,0.000000e+00,7.500000e+01,1.135704e+01,-9.306503e+01,-6.072537e-01,-1.134079e+01
7.600000e+01,1.850510e+00,1.800000e+02,-1.850510e+00,0.000000e+00,7.600000e+01,1.606151e+00,1.800000e+02,-1.606151e+00,0.000000e+00
