t,v1,v2
7.333333e+00,-7.232874e-03,-6.800391e-01
7.366667e+00,-7.241532e-03,-6.819905e-01
7.400000e+00,-7.250128e-03,-6.839298e-01
7.433333e+00,-7.258665e-03,-6.858572e-01
7.466667e+00,-7.267142e-03,-6.877725e-01
7.500000e+00,-7.275560e-03,-6.896759e-01
7.533333e+00,-7.283919e-03,-6.915673e-01
7.566667e+00,-7.292221e-03,-6.934468e-01
7.600000e+00,-7.300465e-03,-6.953144e-01
7.633333e+00,-7.308653e-03,-6.971701e-01
7.666667e+00,-7.316784e-03,-6.990140e-01
7.700000e+00,-7.324859e-03,-7.008461e-01
7.733333e+00,-7.332879e-03,-7.026666e-01
7.766667e+00,-7.340845e-03,-7.044755e-01
7.800000e+00,-7.348756e-03,-7.062729e-01
7.833333e+00,-7.356613e-03,-7.080589e-01
7.866667e+00,-7.364417e-03,-7.098336e-01
7.900000e+00,-7.372167e-03,-7.115971e-01
7.933333e+00,-7.379865e-03,-7.133495e-01
7.966667e+00,-7.387510e-03,-7.150910e-01
8.000000e+00,-7.395104e-03,-7.168215e-01
8.033333e+00,-7.402646e-03,-7.185413e-01
8.066667e+00,-7.410136e-03,-7.202505e-01
8.100000e+00,-7.417576e-03,-7.219489e-01
8.133333e+00,-7.424964e-03,-7.236369e-01
8.166667e+00,-7.432303e-03,-7.253144e-01
8.200000e+00,-7.439592e-03,-7.269814e-01
8.233333e+00,-7.446831e-03,-7.286381e-01
8.266667e+00,-7.454021e-03,-7.302844e-01
8.300000e+00,-7.461162e-03,-7.319204e-01
8.333333e+00,-7.468254e-03,-7.335462e-01
8.366667e+00,-7.475299e-03,-7.351617e-01
8.400000e+00,-7.482295e-03,-7.367671e-01
8.433333e+00,-7.489244e-03,-7.383623e-01
8.466667e+00,-7.496147e-03,-7.399473e-01
8.500000e+00,-7.503002e-03,-7.415224e-01
8.533333e+00,-7.509812e-03,-7.430874e-01
8.566667e+00,-7.516575e-03,-7.446425e-01
8.600000e+00,-7.523293e-03,-7.461877e-01
8.633333e+00,-7.529965e-03,-7.477231e-01
8.666667e+00,-7.536593e-03,-7.492487e-01
8.700000e+00,-7.543175e-03,-7.507647e-01
8.733333e+00,-7.549714e-03,-7.522711e-01
8.766667e+00,-7.556209e-03,-7.537680e-01
8.800000e+00,-7.562660e-03,-7.552555e-01
8.833333e+00,-7.569068e-03,-7.567337e-01
8.866667e+00,-7.575432e-03,-7.582025e-01
8.900000e+00,-7.581754e-03,-7.596622e-01
8.933333e+00,-7.588034e-03,-7.611127e-01
8.966667e+00,-7.594272e-03,-7.625542e-01
9.000000e+00,-7.600467e-03,-7.639866e-01
9.033333e+00,-7.606621e-03,-7.654101e-01
9.066667e+00,-7.612734e-03,-7.668246e-01
9.100000e+00,-7.618806e-03,-7.682303e-01
9.133333e+00,-7.624837e-03,-7.696272e-01
9.166667e+00,-7.630828e-03,-7.710152e-01
9.200000e+00,-7.636779e-03,-7.723946e-01
9.233333e+00,-7.642690e-03,-7.737652e-01
9.266667e+00,-7.648561e-03,-7.751271e-01
9.300000e+00,-7.654393e-03,-7.764804e-01
9.333333e+00,-7.660186e-03,-7.778252e-01
9.366667e+00,-7.665941e-03,-7.791614e-01
9.400000e+00,-7.671656e-03,-7.804892e-01
9.433333e+00,-7.677334e-03,-7.818085e-01
9.466667e+00,-7.682974e-03,-7.831195e-01
9.500000e+00,-7.688576e-03,-7.844221e-01
9.533333e+00,-7.694141e-03,-7.857165e-01
9.566667e+00,-7.699669e-03,-7.870028e-01
9.600000e+00,-7.705159e-03,-7.882808e-01
9.633333e+00,-7.710614e-03,-7.895509e-01
9.666667e+00,-7.716031e-03,-7.908129e-01
9.700000e+00,-7.721413e-03,-7.920669e-01
9.733333e+00,-7.726759e-03,-7.933131e-01
9.766667e+00,-7.732070e-03,-7.945514e-01
9.800000e+00,-7.737345e-03,-7.957820e-01
9.833333e+00,-7.742585e-03,-7.970048e-01
9.866667e+00,-7.747790e-03,-7.982199e-01
9.900000e+00,-7.752960e-03,-7.994274e-01
9.933333e+00,-7.758096e-03,-8.006272e-01
9.966667e+00,-7.763198e-03,-8.018196e-01
1.000000e+01,-7.767634e-03,-8.028567e-01
