t,v1,v2
0.000000e+00,0.000000e+00,0.000000e+00
3.333333e-02,-1.183708e-10,-1.844036e-09
6.666667e-02,2.451980e-07,-1.382711e-07
1.000000e-01,3.565616e-06,-1.257370e-06
1.333333e-01,1.847082e-05,-5.496536e-06
1.666667e-01,5.812705e-05,-1.650140e-05
2.000000e-01,1.360791e-04,-3.946873e-05
2.333333e-01,2.619675e-04,-8.114998e-05
2.666667e-01,4.391785e-04,-1.498408e-04
3.000000e-01,6.646893e-04,-2.553259e-04
3.333333e-01,9.304040e-04,-4.087437e-04
3.666667e-01,1.225062e-03,-6.223518e-04
4.000000e-01,1.536036e-03,-9.091968e-04
4.333333e-01,1.850688e-03,-1.282712e-03
4.666667e-01,2.157251e-03,-1.756273e-03
5.000000e-01,2.445347e-03,-2.342744e-03
5.333333e-01,2.706279e-03,-3.054048e-03
5.666667e-01,2.933202e-03,-3.900795e-03
6.000000e-01,3.121215e-03,-4.891980e-03
6.333333e-01,3.267384e-03,-6.034774e-03
6.666667e-01,3.370698e-03,-7.334415e-03
7.000000e-01,3.431933e-03,-8.794204e-03
7.333333e-01,3.453441e-03,-1.041559e-02
7.666667e-01,3.438882e-03,-1.219837e-02
8.000000e-01,3.392904e-03,-1.414092e-02
8.333333e-01,3.320813e-03,-1.624051e-02
8.666667e-01,3.228243e-03,-1.849370e-02
9.000000e-01,3.120849e-03,-2.089662e-02
9.333333e-01,3.004036e-03,-2.344539e-02
9.666667e-01,2.882735e-03,-2.613645e-02
1.000000e+00,2.761224e-03,-2.896680e-02
1.033333e+00,2.643004e-03,-3.193423e-02
1.066667e+00,2.530488e-03,-3.503740e-02
1.100000e+00,2.422635e-03,-3.827529e-02
1.133333e+00,2.311880e-03,-4.164665e-02
1.166667e+00,2.185223e-03,-4.514970e-02
1.200000e+00,2.028593e-03,-4.878201e-02
1.233333e+00,1.831254e-03,-5.254029e-02
1.266667e+00,1.588283e-03,-5.642019e-02
1.300000e+00,1.300859e-03,-6.041612e-02
1.333333e+00,9.750664e-04,-6.452115e-02
1.366667e+00,6.201103e-04,-6.872699e-02
1.400000e+00,2.466363e-04,-7.302415e-02
1.433333e+00,-1.345312e-04,-7.740210e-02
1.466667e+00,-5.131933e-04,-8.184963e-02
1.500000e+00,-8.802394e-04,-8.635517e-02
1.533333e+00,-1.227906e-03,-9.090723e-02
1.566667e+00,-1.549933e-03,-9.549474e-02
1.600000e+00,-1.841665e-03,-1.001075e-01
1.633333e+00,-2.100096e-03,-1.047362e-01
1.666667e+00,-2.323861e-03,-1.093733e-01
1.700000e+00,-2.513144e-03,-1.140124e-01
1.733333e+00,-2.669527e-03,-1.186490e-01
1.766667e+00,-2.795768e-03,-1.232800e-01
1.800000e+00,-2.895544e-03,-1.279039e-01
1.833333e+00,-2.973167e-03,-1.325207e-01
1.866667e+00,-3.033310e-03,-1.371314e-01
1.900000e+00,-3.080735e-03,-1.417380e-01
1.933333e+00,-3.120057e-03,-1.463429e-01
1.966667e+00,-3.155540e-03,-1.509489e-01
2.000000e+00,-3.190939e-03,-1.555588e-01
2.033333e+00,-3.229382e-03,-1.601750e-01
2.066667e+00,-3.273293e-03,-1.647996e-01
2.100000e+00,-3.324371e-03,-1.694337e-01
2.133333e+00,-3.383592e-03,-1.740776e-01
2.166667e+00,-3.451254e-03,-1.787310e-01
2.200000e+00,-3.527054e-03,-1.833924e-01
2.233333e+00,-3.610173e-03,-1.880595e-01
2.266667e+00,-3.699389e-03,-1.927293e-01
2.300000e+00,-3.793191e-03,-1.973983e-01
2.333333e+00,-3.889892e-03,-2.020626e-01
2.366667e+00,-3.987740e-03,-2.067178e-01
2.400000e+00,-4.085019e-03,-2.113600e-01
2.433333e+00,-4.180134e-03,-2.159852e-01
2.466667e+00,-4.271680e-03,-2.205898e-01
2.500000e+00,-4.358497e-03,-2.251708e-01
2.533333e+00,-4.439699e-03,-2.297260e-01
2.566667e+00,-4.514695e-03,-2.342535e-01
2.600000e+00,-4.583183e-03,-2.387527e-01
2.633333e+00,-4.645137e-03,-2.432232e-01
2.666667e+00,-4.700780e-03,-2.476658e-01
2.700000e+00,-4.750545e-03,-2.520813e-01
2.733333e+00,-4.795033e-03,-2.564716e-01
2.766667e+00,-4.834970e-03,-2.608384e-01
2.800000e+00,-4.871151e-03,-2.651838e-01
2.833333e+00,-4.904405e-03,-2.695100e-01
2.866667e+00,-4.935545e-03,-2.738189e-01
2.900000e+00,-4.965337e-03,-2.781122e-01
2.933333e+00,-4.994465e-03,-2.823914e-01
2.966667e+00,-5.023516e-03,-2.866574e-01
3.000000e+00,-5.052958e-03,-2.909107e-01
3.033333e+00,-5.083136e-03,-2.951513e-01
3.066667e+00,-5.114272e-03,-2.993787e-01
3.100000e+00,-5.146469e-03,-3.035921e-01
3.133333e+00,-5.179722e-03,-3.077902e-01
3.166667e+00,-5.213933e-03,-3.119715e-01
3.200000e+00,-5.248930e-03,-3.161342e-01
3.233333e+00,-5.284482e-03,-3.202766e-01
3.266667e+00,-5.320324e-03,-3.243970e-01
3.300000e+00,-5.356172e-03,-3.284938e-01
3.333333e+00,-5.391742e-03,-3.325656e-01
3.366667e+00,-5.426765e-03,-3.366112e-01
3.400000e+00,-5.461001e-03,-3.406300e-01
3.433333e+00,-5.494247e-03,-3.446216e-01
3.466667e+00,-5.526347e-03,-3.485858e-01
3.500000e+00,-5.557190e-03,-3.525231e-01
3.533333e+00,-5.586716e-03,-3.564339e-01
3.566667e+00,-5.614913e-03,-3.603193e-01
3.600000e+00,-5.641812e-03,-3.641803e-01
3.633333e+00,-5.667481e-03,-3.680181e-01
3.666667e+00,-5.692019e-03,-3.718338e-01
3.700000e+00,-5.715548e-03,-3.756288e-01
3.733333e+00,-5.738205e-03,-3.794042e-01
3.766667e+00,-5.760135e-03,-3.831608e-01
3.800000e+00,-5.781480e-03,-3.868994e-01
3.833333e+00,-5.802380e-03,-3.906206e-01
3.866667e+00,-5.822959e-03,-3.943246e-01
3.900000e+00,-5.843326e-03,-3.980114e-01
3.933333e+00,-5.863573e-03,-4.016808e-01
3.966667e+00,-5.883767e-03,-4.053325e-01
4.000000e+00,-5.903959e-03,-4.089657e-01
4.033333e+00,-5.924174e-03,-4.125799e-01
4.066667e+00,-5.944421e-03,-4.161742e-01
4.100000e+00,-5.964693e-03,-4.197478e-01
4.133333e+00,-5.984967e-03,-4.233000e-01
4.166667e+00,-6.005210e-03,-4.268302e-01
4.200000e+00,-6.025381e-03,-4.303378e-01
4.233333e+00,-6.045437e-03,-4.338224e-01
4.266667e+00,-6.065331e-03,-4.372838e-01
4.300000e+00,-6.085019e-03,-4.407220e-01
4.333333e+00,-6.104461e-03,-4.441371e-01
4.366667e+00,-6.123623e-03,-4.475294e-01
4.400000e+00,-6.142478e-03,-4.508995e-01
4.433333e+00,-6.161007e-03,-4.542478e-01
4.466667e+00,-6.179198e-03,-4.575750e-01
4.500000e+00,-6.197050e-03,-4.608818e-01
4.533333e+00,-6.214566e-03,-4.641690e-01
4.566667e+00,-6.231759e-03,-4.674371e-01
4.600000e+00,-6.248644e-03,-4.706868e-01
4.633333e+00,-6.265244e-03,-4.739185e-01
4.666667e+00,-6.281583e-03,-4.771327e-01
4.700000e+00,-6.297685e-03,-4.803296e-01
4.733333e+00,-6.313578e-03,-4.835093e-01
4.766667e+00,-6.329287e-03,-4.866719e-01
4.800000e+00,-6.344834e-03,-4.898173e-01
4.833333e+00,-6.360241e-03,-4.929453e-01
4.866667e+00,-6.375526e-03,-4.960557e-01
4.900000e+00,-6.390703e-03,-4.991480e-01
4.933333e+00,-6.405782e-03,-5.022219e-01
4.966667e+00,-6.420771e-03,-5.052773e-01
5.000000e+00,-6.435673e-03,-5.083136e-01
5.033333e+00,-6.450489e-03,-5.113307e-01
5.066667e+00,-6.465217e-03,-5.143285e-01
5.100000e+00,-6.479853e-03,-5.173067e-01
5.133333e+00,-6.494393e-03,-5.202654e-01
5.166667e+00,-6.508828e-03,-5.232047e-01
5.200000e+00,-6.523154e-03,-5.261247e-01
5.233333e+00,-6.537362e-03,-5.290257e-01
5.266667e+00,-6.551448e-03,-5.319080e-01
5.300000e+00,-6.565406e-03,-5.347720e-01
5.333333e+00,-6.579231e-03,-5.376180e-01
5.366667e+00,-6.592922e-03,-5.404464e-01
5.400000e+00,-6.606476e-03,-5.432577e-01
5.433333e+00,-6.619894e-03,-5.460522e-01
5.466667e+00,-6.633177e-03,-5.488302e-01
5.500000e+00,-6.646327e-03,-5.515920e-01
5.533333e+00,-6.659348e-03,-5.543379e-01
5.566667e+00,-6.672243e-03,-5.570679e-01
5.600000e+00,-6.685018e-03,-5.597822e-01
5.633333e+00,-6.697678e-03,-5.624808e-01
5.666667e+00,-6.710227e-03,-5.651637e-01
5.700000e+00,-6.722671e-03,-5.678307e-01
5.733333e+00,-6.735015e-03,-5.704819e-01
5.766667e+00,-6.747263e-03,-5.731170e-01
5.800000e+00,-6.759418e-03,-5.757359e-01
5.833333e+00,-6.771485e-03,-5.783386e-01
5.866667e+00,-6.783465e-03,-5.809249e-01
5.900000e+00,-6.795362e-03,-5.834948e-01
5.933333e+00,-6.807176e-03,-5.860482e-01
5.966667e+00,-6.818908e-03,-5.885851e-01
6.000000e+00,-6.830559e-03,-5.911057e-01
6.033333e+00,-6.842129e-03,-5.936099e-01
6.066667e+00,-6.853617e-03,-5.960980e-01
6.100000e+00,-6.865023e-03,-5.985701e-01
6.133333e+00,-6.876347e-03,-6.010265e-01
6.166667e+00,-6.887588e-03,-6.034674e-01
6.200000e+00,-6.898745e-03,-6.058929e-01
6.233333e+00,-6.909819e-03,-6.083034e-01
6.266667e+00,-6.920809e-03,-6.106991e-01
6.300000e+00,-6.931714e-03,-6.130802e-01
6.333333e+00,-6.942536e-03,-6.154469e-01
6.366667e+00,-6.953274e-03,-6.177994e-01
6.400000e+00,-6.963929e-03,-6.201378e-01
6.433333e+00,-6.974503e-03,-6.224621e-01
6.466667e+00,-6.984996e-03,-6.247725e-01
6.500000e+00,-6.995409e-03,-6.270690e-01
6.533333e+00,-7.005743e-03,-6.293517e-01
6.566667e+00,-7.016000e-03,-6.316204e-01
6.600000e+00,-7.026182e-03,-6.338752e-01
6.633333e+00,-7.036289e-03,-6.361161e-01
6.666667e+00,-7.046323e-03,-6.383430e-01
6.700000e+00,-7.056285e-03,-6.405560e-01
6.733333e+00,-7.066176e-03,-6.427549e-01
6.766667e+00,-7.075998e-03,-6.449399e-01
6.800000e+00,-7.085750e-03,-6.471109e-01
6.833333e+00,-7.095435e-03,-6.492680e-01
6.866667e+00,-7.105053e-03,-6.514113e-01
6.900000e+00,-7.114603e-03,-6.535409e-01
6.933333e+00,-7.124088e-03,-6.556568e-01
6.966667e+00,-7.133507e-03,-6.577593e-01
7.000000e+00,-7.142860e-03,-6.598485e-01
7.033333e+00,-7.152149e-03,-6.619245e-01
7.066667e+00,-7.161372e-03,-6.639875e-01
7.100000e+00,-7.170532e-03,-6.660376e-01
7.133333e+00,-7.179627e-03,-6.680750e-01
7.166667e+00,-7.188659e-03,-6.700998e-01
7.200000e+00,-7.197627e-03,-6.721122e-01
7.233333e+00,-7.206533e-03,-6.741122e-01
7.266667e+00,-7.215375e-03,-6.761000e-01
7.300000e+00,-7.224156e-03,-6.780756e-01
