k1,mag1,ang1,re1,im1,k2,mag2,ang2,re2,im2
1.000000e+00,7.723280e+00,8.647933e+01,4.742758e-01,7.708704e+00,1.000000e+00,1.132536e+01,9.298473e+01,-5.897095e-01,1.131000e+01
2.000000e+00,7.723280e+00,-8.647933e+01,4.742758e-01,-7.708704e+00,2.000000e+00,1.132536e+01,-9.298473e+01,-5.897095e-01,-1.131000e+01
3.000000e+00,7.092199e-01,1.800000e+02,-7.092199e-01,0.000000e+00,3.000000e+00,7.092199e-01,1.800000e+02,-7.092199e-01,0.000000e+00
4.000000e+00,1.850502e+00,1.800000e+02,-1.850502e+00,0.000000e+00,4.000000e+00,1.606148e+00,1.800000e+02,-1.606148e+00,0.000000e+00
5.000000e+00,1.438272e+01,1.142182e+02,-5.899980e+00,1.311689e+01,5.000000e+00,1.010130e+01,1.600230e+02,-9.493500e+00,3.451035e+00
6.000000e+00,1.438272e+01,-1.142182e+02,-5.899980e+00,-1.311689e+01,6.000000e+00,1.010130e+01,-1.600230e+02,-9.493500e+00,-3.451035e+00
7.000000e+00,2.225330e+01,1.800000e+02,-2.225330e+01,0.000000e+00,7.000000e+00,3.024823e+01,1.800000e+02,-3.024823e+01,0.000000e+00
8.000000e+00,3.030303e+01,1.800000e+02,-3.030303e+01,0.000000e+00,8.000000e+00,3.030303e+01,1.800000e+02,-3.030303e+01,0.000000e+00
9.000000e+00,5.594657e+01,1.679370e+02,-5.471118e+01,1.169210e+01,9.000000e+00,5.615999e+01,1.734952e+02,-5.579845e+01,6.362119e+00
1.000000e+01,5.594657e+01,-1.679370e+02,-5.471118e+01,-1.169210e+01,1.000000e+01,5.615999e+01,-1.734952e+02,-5.579845e+01,-6.362119e+00
1.100000e+01,7.721232e+00,8.671643e+01,4.422541e-01,7.708556e+00,1.100000e+01,1.139179e+01,9.312760e+01,-6.215337e-01,1.137482e+01
1.200000e+01,7.721232e+00,-8.671643e+01,4.422541e-01,-7.708556e+00,1.200000e+01,1.139179e+01,-9.312760e+01,-6.215337e-01,-1.137482e+01
1.300000e+01,7.095443e-01,1.800000e+02,-7.095443e-01,0.000000e+00,1.300000e+01,7.107504e-01,1.800000e+02,-7.107504e-01,0.000000e+00
1.400000e+01,1.850312e+00,1.800000e+02,-1.850312e+00,0.000000e+00,1.400000e+01,1.601357e+00,1.800000e+02,-1.601357e+00,0.000000e+00
1.500000e+01,1.437454e+01,1.140069e+02,-5.848241e+00,1.313109e+01,1.500000e+01,1.002027e+01,1.595809e+02,-9.390653e+00,3.495911e+00
