t,v1,v2
2.466667e+00,-4.271680e-03,-4.032827e-03
2.500000e+00,-4.358497e-03,-3.983698e-03
2.533333e+00,-4.439699e-03,-3.934296e-03
2.566667e+00,-4.514695e-03,-3.882368e-03
2.600000e+00,-4.583183e-03,-3.826489e-03
2.633333e+00,-4.645137e-03,-3.766020e-03
2.666667e+00,-4.700780e-03,-3.701017e-03
2.700000e+00,-4.750545e-03,-3.632126e-03
2.733333e+00,-4.795033e-03,-3.560457e-03
2.766667e+00,-4.834970e-03,-3.487451e-03
2.800000e+00,-4.871151e-03,-3.414742e-03
2.833333e+00,-4.904405e-03,-3.344033e-03
2.866667e+00,-4.935545e-03,-3.276975e-03
2.900000e+00,-4.965337e-03,-3.215076e-03
2.933333e+00,-4.994465e-03,-3.159617e-03
2.966667e+00,-5.023516e-03,-3.111596e-03
3.000000e+00,-5.052958e-03,-3.071699e-03
3.033333e+00,-5.083136e-03,-3.040280e-03
3.066667e+00,-5.114272e-03,-3.017374e-03
3.100000e+00,-5.146469e-03,-3.002718e-03
3.133333e+00,-5.179722e-03,-2.995788e-03
3.166667e+00,-5.213933e-03,-2.995851e-03
3.200000e+00,-5.248930e-03,-3.002012e-03
3.233333e+00,-5.284482e-03,-3.013276e-03
3.266667e+00,-5.320324e-03,-3.028602e-03
3.300000e+00,-5.356172e-03,-3.046957e-03
3.333333e+00,-5.391742e-03,-3.067358e-03
3.366667e+00,-5.426765e-03,-3.088919e-03
3.400000e+00,-5.461001e-03,-3.110872e-03
3.433333e+00,-5.494247e-03,-3.132593e-03
3.466667e+00,-5.526347e-03,-3.153614e-03
3.500000e+00,-5.557190e-03,-3.173619e-03
3.533333e+00,-5.586716e-03,-3.192444e-03
3.566667e+00,-5.614913e-03,-3.210060e-03
3.600000e+00,-5.641812e-03,-3.226557e-03
3.633333e+00,-5.667481e-03,-3.242122e-03
3.666667e+00,-5.692019e-03,-3.257011e-03
3.700000e+00,-5.715548e-03,-3.271529e-03
3.733333e+00,-5.738205e-03,-3.286002e-03
3.766667e+00,-5.760135e-03,-3.300754e-03
3.800000e+00,-5.781480e-03,-3.316090e-03
3.833333e+00,-5.802380e-03,-3.332278e-03
3.866667e+00,-5.822959e-03,-3.349537e-03
3.900000e+00,-5.843326e-03,-3.368029e-03
3.933333e+00,-5.863573e-03,-3.387855e-03
3.966667e+00,-5.883767e-03,-3.409054e-03
4.000000e+00,-5.903959e-03,-3.431608e-03
4.033333e+00,-5.924174e-03,-3.455446e-03
4.066667e+00,-5.944421e-03,-3.480454e-03
4.100000e+00,-5.964693e-03,-3.506481e-03
4.133333e+00,-5.984967e-03,-3.533355e-03
4.166667e+00,-6.005210e-03,-3.560890e-03
4.200000e+00,-6.025381e-03,-3.588896e-03
4.233333e+00,-6.045437e-03,-3.617188e-03
4.266667e+00,-6.065331e-03,-3.645598e-03
4.300000e+00,-6.085019e-03,-3.673974e-03
4.333333e+00,-6.104461e-03,-3.702194e-03
4.366667e+00,-6.123623e-03,-3.730159e-03
4.400000e+00,-6.142478e-03,-3.757801e-03
4.433333e+00,-6.161007e-03,-3.785081e-03
4.466667e+00,-6.179198e-03,-3.811984e-03
4.500000e+00,-6.197050e-03,-3.838522e-03
4.533333e+00,-6.214566e-03,-3.864722e-03
4.566667e+00,-6.231759e-03,-3.890630e-03
4.600000e+00,-6.248644e-03,-3.916302e-03
4.633333e+00,-6.265244e-03,-3.941798e-03
4.666667e+00,-6.281583e-03,-3.967181e-03
4.700000e+00,-6.297685e-03,-3.992511e-03
4.733333e+00,-6.313578e-03,-4.017844e-03
4.766667e+00,-6.329287e-03,-4.043226e-03
4.800000e+00,-6.344834e-03,-4.068693e-03
4.833333e+00,-6.360241e-03,-4.094270e-03
4.866667e+00,-6.375526e-03,-4.119971e-03
4.900000e+00,-6.390703e-03,-4.145799e-03
4.933333e+00,-6.405782e-03,-4.171744e-03
4.966667e+00,-6.420771e-03,-4.197790e-03
5.000000e+00,-6.435673e-03,-4.223914e-03
5.033333e+00,-6.450489e-03,-4.250085e-03
5.066667e+00,-6.465217e-03,-4.276270e-03
5.100000e+00,-6.479853e-03,-4.302436e-03
5.133333e+00,-6.494393e-03,-4.328548e-03
5.166667e+00,-6.508828e-03,-4.354574e-03
5.200000e+00,-6.523154e-03,-4.380485e-03
5.233333e+00,-6.537362e-03,-4.406256e-03
5.266667e+00,-6.551448e-03,-4.431869e-03
5.300000e+00,-6.565406e-03,-4.457307e-03
5.333333e+00,-6.579231e-03,-4.482564e-03
5.366667e+00,-6.592922e-03,-4.507633e-03
5.400000e+00,-6.606476e-03,-4.532517e-03
5.433333e+00,-6.619894e-03,-4.557219e-03
5.466667e+00,-6.633177e-03,-4.581748e-03
5.500000e+00,-6.646327e-03,-4.606114e-03
5.533333e+00,-6.659348e-03,-4.630327e-03
5.566667e+00,-6.672243e-03,-4.654401e-03
5.600000e+00,-6.685018e-03,-4.678347e-03
5.633333e+00,-6.697678e-03,-4.702177e-03
5.666667e+00,-6.710227e-03,-4.725901e-03
5.700000e+00,-6.722671e-03,-4.749526e-03
5.733333e+00,-6.735015e-03,-4.773060e-03
5.766667e+00,-6.747263e-03,-4.796505e-03
5.800000e+00,-6.759418e-03,-4.819863e-03
5.833333e+00,-6.771485e-03,-4.843136e-03
5.866667e+00,-6.783465e-03,-4.866320e-03
5.900000e+00,-6.795362e-03,-4.889412e-03
5.933333e+00,-6.807176e-03,-4.912407e-03
5.966667e+00,-6.818908e-03,-4.935301e-03
6.000000e+00,-6.830559e-03,-4.958087e-03
6.033333e+00,-6.842129e-03,-4.980759e-03
6.066667e+00,-6.853617e-03,-5.003312e-03
6.100000e+00,-6.865023e-03,-5.025741e-03
6.133333e+00,-6.876347e-03,-5.048040e-03
6.166667e+00,-6.887588e-03,-5.070207e-03
6.200000e+00,-6.898745e-03,-5.092239e-03
6.233333e+00,-6.909819e-03,-5.114133e-03
6.266667e+00,-6.920809e-03,-5.135890e-03
6.300000e+00,-6.931714e-03,-5.157510e-03
6.333333e+00,-6.942536e-03,-5.178994e-03
6.366667e+00,-6.953274e-03,-5.200343e-03
6.400000e+00,-6.963929e-03,-5.221559e-03
6.433333e+00,-6.974503e-03,-5.242646e-03
6.466667e+00,-6.984996e-03,-5.263605e-03
6.500000e+00,-6.995409e-03,-5.284440e-03
6.533333e+00,-7.005743e-03,-5.305154e-03
6.566667e+00,-7.016000e-03,-5.325747e-03
6.600000e+00,-7.026182e-03,-5.346224e-03
6.633333e+00,-7.036289e-03,-5.366585e-03
6.666667e+00,-7.046323e-03,-5.386832e-03
6.700000e+00,-7.056285e-03,-5.406966e-03
6.733333e+00,-7.066176e-03,-5.426987e-03
6.766667e+00,-7.075998e-03,-5.446897e-03
6.800000e+00,-7.085750e-03,-5.466693e-03
6.833333e+00,-7.095435e-03,-5.486378e-03
6.866667e+00,-7.105053e-03,-5.505949e-03
6.900000e+00,-7.114603e-03,-5.525407e-03
6.933333e+00,-7.124088e-03,-5.544750e-03
6.966667e+00,-7.133507e-03,-5.563978e-03
7.000000e+00,-7.142860e-03,-5.583091e-03
7.033333e+00,-7.152149e-03,-5.602089e-03
7.066667e+00,-7.161372e-03,-5.620970e-03
7.100000e+00,-7.170532e-03,-5.639734e-03
7.133333e+00,-7.179627e-03,-5.658383e-03
7.166667e+00,-7.188659e-03,-5.676915e-03
7.200000e+00,-7.197627e-03,-5.695333e-03
7.233333e+00,-7.206533e-03,-5.713635e-03
7.266667e+00,-7.215375e-03,-5.731823e-03
7.300000e+00,-7.224156e-03,-5.749898e-03
7.333333e+00,-7.232874e-03,-5.767861e-03
7.366667e+00,-7.241532e-03,-5.785712e-03
7.400000e+00,-7.250128e-03,-5.803452e-03
7.433333e+00,-7.258665e-03,-5.821083e-03
7.466667e+00,-7.267142e-03,-5.838606e-03
7.500000e+00,-7.275560e-03,-5.856021e-03
7.533333e+00,-7.283919e-03,-5.873329e-03
7.566667e+00,-7.292221e-03,-5.890531e-03
7.600000e+00,-7.300465e-03,-5.907628e-03
7.633333e+00,-7.308653e-03,-5.924620e-03
7.666667e+00,-7.316784e-03,-5.941507e-03
7.700000e+00,-7.324859e-03,-5.958291e-03
7.733333e+00,-7.332879e-03,-5.974971e-03
7.766667e+00,-7.340845e-03,-5.991549e-03
7.800000e+00,-7.348756e-03,-6.008023e-03
7.833333e+00,-7.356613e-03,-6.024396e-03
7.866667e+00,-7.364417e-03,-6.040666e-03
7.900000e+00,-7.372167e-03,-6.056835e-03
7.933333e+00,-7.379865e-03,-6.072903e-03
7.966667e+00,-7.387510e-03,-6.088869e-03
8.000000e+00,-7.395104e-03,-6.104736e-03
8.033333e+00,-7.402646e-03,-6.120502e-03
8.066667e+00,-7.410136e-03,-6.136168e-03
8.100000e+00,-7.417576e-03,-6.151736e-03
8.133333e+00,-7.424964e-03,-6.167205e-03
8.166667e+00,-7.432303e-03,-6.182577e-03
8.200000e+00,-7.439592e-03,-6.197851e-03
8.233333e+00,-7.446831e-03,-6.213028e-03
8.266667e+00,-7.454021e-03,-6.228109e-03
8.300000e+00,-7.461162e-03,-6.243095e-03
8.333333e+00,-7.468254e-03,-6.257985e-03
8.366667e+00,-7.475299e-03,-6.272782e-03
8.400000e+00,-7.482295e-03,-6.287485e-03
8.433333e+00,-7.489244e-03,-6.302095e-03
8.466667e+00,-7.496147e-03,-6.316612e-03
8.500000e+00,-7.503002e-03,-6.331037e-03
8.533333e+00,-7.509812e-03,-6.345371e-03
8.566667e+00,-7.516575e-03,-6.359614e-03
8.600000e+00,-7.523293e-03,-6.373767e-03
8.633333e+00,-7.529965e-03,-6.387830e-03
8.666667e+00,-7.536593e-03,-6.401804e-03
8.700000e+00,-7.543175e-03,-6.415688e-03
8.733333e+00,-7.549714e-03,-6.429485e-03
8.766667e+00,-7.556209e-03,-6.443193e-03
8.800000e+00,-7.562660e-03,-6.456814e-03
8.833333e+00,-7.569068e-03,-6.470348e-03
8.866667e+00,-7.575432e-03,-6.483795e-03
8.900000e+00,-7.581754e-03,-6.497157e-03
8.933333e+00,-7.588034e-03,-6.510433e-03
8.966667e+00,-7.594272e-03,-6.523624e-03
9.000000e+00,-7.600467e-03,-6.536730e-03
9.033333e+00,-7.606621e-03,-6.549753e-03
9.066667e+00,-7.612734e-03,-6.562692e-03
9.100000e+00,-7.618806e-03,-6.575548e-03
9.133333e+00,-7.624837e-03,-6.588321e-03
9.166667e+00,-7.630828e-03,-6.601012e-03
9.200000e+00,-7.636779e-03,-6.613622e-03
9.233333e+00,-7.642690e-03,-6.626151e-03
9.266667e+00,-7.648561e-03,-6.638599e-03
9.300000e+00,-7.654393e-03,-6.650968e-03
9.333333e+00,-7.660186e-03,-6.663257e-03
9.366667e+00,-7.665941e-03,-6.675466e-03
9.400000e+00,-7.671656e-03,-6.687598e-03
9.433333e+00,-7.677334e-03,-6.699651e-03
9.466667e+00,-7.682974e-03,-6.711627e-03
9.500000e+00,-7.688576e-03,-6.723525e-03
9.533333e+00,-7.694141e-03,-6.735347e-03
9.566667e+00,-7.699669e-03,-6.747093e-03
9.600000e+00,-7.705159e-03,-6.758763e-03
9.633333e+00,-7.710614e-03,-6.770358e-03
9.666667e+00,-7.716031e-03,-6.781877e-03
9.700000e+00,-7.721413e-03,-6.793323e-03
9.733333e+00,-7.726759e-03,-6.804695e-03
9.766667e+00,-7.732070e-03,-6.815993e-03
9.800000e+00,-7.737345e-03,-6.827218e-03
9.833333e+00,-7.742585e-03,-6.838371e-03
9.866667e+00,-7.747790e-03,-6.849451e-03
9.900000e+00,-7.752960e-03,-6.860460e-03
9.933333e+00,-7.758096e-03,-6.871398e-03
9.966667e+00,-7.763198e-03,-6.882265e-03
1.000000e+01,-7.767634e-03,-6.891716e-03
