t,s1,s2,s3,s4
2.250000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.333333e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.416667e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.583333e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.666667e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.750000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.833333e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.916667e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.083333e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.166667e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.250000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.333333e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.416667e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.583333e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.666667e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.750000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.833333e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.916667e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.083333e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.166667e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.250000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.333333e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.416667e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.583333e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.666667e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.750000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.833333e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.916667e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.083333e-01,3.078180e-01,3.077913e-01,3.077891e-01,1.581555e-01
5.166667e-01,5.973220e-01,6.140429e-01,6.155781e-01,1.912452e-01
5.250000e-01,8.622346e-01,8.921950e-01,9.159988e-01,1.981683e-01
5.333333e-01,1.085998e+00,1.164576e+00,1.194042e+00,1.996168e-01
5.416667e-01,1.245556e+00,1.387178e+00,1.472085e+00,1.999198e-01
5.500000e-01,1.353674e+00,1.598049e+00,1.722387e+00,1.999832e-01
5.583333e-01,1.408638e+00,1.745382e+00,1.944435e+00,1.999965e-01
5.666667e-01,1.386809e+00,1.874617e+00,2.166483e+00,1.999993e-01
5.750000e-01,1.304644e+00,1.934859e+00,2.331886e+00,1.999998e-01
5.833333e-01,1.176781e+00,1.971691e+00,2.477708e+00,2.000000e-01
5.916667e-01,1.006069e+00,1.941806e+00,2.623529e+00,2.000000e-01
6.000000e-01,7.874884e-01,1.885628e+00,2.681546e+00,2.000000e-01
6.083333e-01,5.529877e-01,1.771382e+00,2.738750e+00,2.000000e-01
6.166667e-01,3.086252e-01,1.631452e+00,2.773974e+00,2.000000e-01
6.250000e-01,6.375167e-02,1.446572e+00,2.739030e+00,2.000000e-01
6.333333e-01,-1.614581e-01,1.240694e+00,2.704086e+00,2.000000e-01
6.416667e-01,-3.626030e-01,1.005287e+00,2.626998e+00,2.000000e-01
6.500000e-01,-5.352235e-01,7.576400e-01,2.505379e+00,2.000000e-01
6.583333e-01,-6.560080e-01,4.960516e-01,2.383761e+00,2.000000e-01
6.666667e-01,-7.274714e-01,2.344180e-01,2.208614e+00,2.000000e-01
6.750000e-01,-7.562544e-01,-2.725744e-02,2.014063e+00,2.000000e-01
6.833333e-01,-7.405219e-01,-2.745428e-01,1.819512e+00,2.000000e-01
6.916667e-01,-6.612737e-01,-5.110357e-01,1.573482e+00,2.000000e-01
7.000000e-01,-5.480794e-01,-7.180969e-01,1.326490e+00,2.000000e-01
7.083333e-01,-4.046440e-01,-9.073763e-01,1.073229e+00,2.000000e-01
7.166667e-01,-2.313106e-01,-1.053447e+00,7.989024e-01,2.000000e-01
7.250000e-01,-4.051777e-02,-1.178745e+00,5.245756e-01,2.000000e-01
7.333333e-01,1.537525e-01,-1.250199e+00,2.501764e-01,2.000000e-01
7.416667e-01,3.467558e-01,-1.301461e+00,-2.430217e-02,2.000000e-01
7.500000e-01,5.238458e-01,-1.293018e+00,-2.987808e-01,2.000000e-01
7.583333e-01,6.763956e-01,-1.267659e+00,-5.541040e-01,2.000000e-01
7.666667e-01,8.035712e-01,-1.182685e+00,-8.021530e-01,2.000000e-01
7.750000e-01,9.007489e-01,-1.085602e+00,-1.050202e+00,2.000000e-01
7.833333e-01,9.461019e-01,-9.354796e-01,-1.249774e+00,2.000000e-01
7.916667e-01,9.571283e-01,-7.783375e-01,-1.447974e+00,2.000000e-01
8.000000e-01,9.345586e-01,-5.810186e-01,-1.631221e+00,2.000000e-01
8.083333e-01,8.717824e-01,-3.809095e-01,-1.761510e+00,2.000000e-01
8.166667e-01,7.725121e-01,-1.588177e-01,-1.891799e+00,2.000000e-01
8.250000e-01,6.519236e-01,6.356690e-02,-1.985131e+00,2.000000e-01
8.333333e-01,5.132348e-01,2.860360e-01,-2.036433e+00,2.000000e-01
8.416667e-01,3.594488e-01,5.065599e-01,-2.087736e+00,2.000000e-01
8.500000e-01,2.048367e-01,7.076329e-01,-2.080242e+00,2.000000e-01
8.583333e-01,5.455683e-02,9.029733e-01,-2.049381e+00,2.000000e-01
8.666667e-01,-8.665354e-02,1.063919e+00,-2.018520e+00,2.000000e-01
8.750000e-01,-2.022082e-01,1.214269e+00,-1.913184e+00,2.000000e-01
8.833333e-01,-2.954084e-01,1.320828e+00,-1.805010e+00,2.000000e-01
8.916667e-01,-3.646609e-01,1.411856e+00,-1.683104e+00,2.000000e-01
9.000000e-01,-4.005715e-01,1.455477e+00,-1.509846e+00,2.000000e-01
9.083333e-01,-3.999134e-01,1.479641e+00,-1.336588e+00,2.000000e-01
9.166667e-01,-3.731768e-01,1.458122e+00,-1.141847e+00,2.000000e-01
9.250000e-01,-3.213497e-01,1.415221e+00,-9.217571e-01,2.000000e-01
9.333333e-01,-2.378234e-01,1.332721e+00,-7.016671e-01,2.000000e-01
9.416667e-01,-1.366316e-01,1.229663e+00,-4.642989e-01,2.000000e-01
9.500000e-01,-2.364120e-02,1.096097e+00,-2.197503e-01,2.000000e-01
9.583333e-01,9.838746e-02,9.459226e-01,2.479839e-02,2.000000e-01
9.666667e-01,2.215689e-01,7.758184e-01,2.695610e-01,2.000000e-01
9.750000e-01,3.386538e-01,5.961181e-01,5.143338e-01,2.000000e-01
9.833333e-01,4.470192e-01,4.070678e-01,7.543671e-01,2.000000e-01
9.916667e-01,5.386667e-01,2.179692e-01,9.756574e-01,2.000000e-01
1.000000e+00,6.065509e-01,2.883229e-02,1.196948e+00,2.000000e-01
1.008333e+00,6.543549e-01,-1.492084e-01,1.398289e+00,2.000000e-01
1.016667e+00,6.811587e-01,-3.201663e-01,1.575201e+00,2.000000e-01
1.025000e+00,6.757014e-01,-4.685349e-01,1.752114e+00,2.000000e-01
1.033333e+00,6.474209e-01,-6.053873e-01,1.886841e+00,2.000000e-01
1.041667e+00,6.003651e-01,-7.092182e-01,2.003252e+00,2.000000e-01
1.050000e+00,5.345653e-01,-7.998404e-01,2.119662e+00,2.000000e-01
1.058333e+00,4.497981e-01,-8.494664e-01,2.169546e+00,2.000000e-01
1.066667e+00,3.576967e-01,-8.865850e-01,2.215554e+00,2.000000e-01
1.075000e+00,2.606436e-01,-8.783939e-01,2.247447e+00,2.000000e-01
1.083333e+00,1.626288e-01,-8.601340e-01,2.220194e+00,2.000000e-01
1.091667e+00,7.134636e-02,-7.967612e-01,2.192941e+00,2.000000e-01
1.100000e+00,-1.117042e-02,-7.266550e-01,2.135320e+00,2.000000e-01
1.108333e+00,-8.300935e-02,-6.165117e-01,2.039106e+00,2.000000e-01
1.116667e+00,-1.335607e-01,-5.029849e-01,1.942892e+00,2.000000e-01
1.125000e+00,-1.658314e-01,-3.591936e-01,1.806714e+00,2.000000e-01
1.133333e+00,-1.811830e-01,-2.141767e-01,1.652420e+00,2.000000e-01
1.141667e+00,-1.774937e-01,-5.346150e-02,1.498125e+00,2.000000e-01
1.150000e+00,-1.494003e-01,1.072602e-01,1.304693e+00,2.000000e-01
1.158333e+00,-1.072867e-01,2.680590e-01,1.108575e+00,2.000000e-01
1.166667e+00,-5.250288e-02,4.268519e-01,9.084412e-01,2.000000e-01
1.175000e+00,1.543421e-02,5.722052e-01,6.904385e-01,2.000000e-01
1.183333e+00,9.054290e-02,7.122881e-01,4.724358e-01,2.000000e-01
1.191667e+00,1.678505e-01,8.286544e-01,2.543127e-01,2.000000e-01
1.200000e+00,2.454497e-01,9.358342e-01,3.603099e-02,2.000000e-01
1.208333e+00,3.170176e-01,1.012903e+00,-1.822507e-01,2.000000e-01
1.216667e+00,3.797953e-01,1.076977e+00,-3.863681e-01,2.000000e-01
1.225000e+00,4.329721e-01,1.108563e+00,-5.837862e-01,2.000000e-01
1.233333e+00,4.736128e-01,1.124251e+00,-7.812042e-01,2.000000e-01
1.241667e+00,4.947358e-01,1.108757e+00,-9.420150e-01,2.000000e-01
1.250000e+00,5.022062e-01,1.076088e+00,-1.099926e+00,2.000000e-01
1.258333e+00,4.961680e-01,1.016513e+00,-1.248442e+00,2.000000e-01
1.266667e+00,4.729753e-01,9.406365e-01,-1.352451e+00,2.000000e-01
1.275000e+00,4.357154e-01,8.441424e-01,-1.456461e+00,2.000000e-01
1.283333e+00,3.894430e-01,7.346084e-01,-1.533988e+00,2.000000e-01
1.291667e+00,3.353690e-01,6.116915e-01,-1.575247e+00,2.000000e-01
1.300000e+00,2.744234e-01,4.812964e-01,-1.616506e+00,2.000000e-01
1.308333e+00,2.127782e-01,3.446695e-01,-1.614016e+00,2.000000e-01
1.316667e+00,1.522374e-01,2.079950e-01,-1.589952e+00,2.000000e-01
1.325000e+00,9.518402e-02,7.128840e-02,-1.565887e+00,2.000000e-01
1.333333e+00,4.746769e-02,-5.689670e-02,-1.485390e+00,2.000000e-01
1.341667e+00,8.282608e-03,-1.804802e-01,-1.399814e+00,2.000000e-01
1.350000e+00,-2.162713e-02,-2.867860e-01,-1.305679e+00,2.000000e-01
1.358333e+00,-3.759554e-02,-3.857327e-01,-1.168272e+00,2.000000e-01
1.366667e+00,-3.977323e-02,-4.595181e-01,-1.030865e+00,2.000000e-01
1.375000e+00,-3.142986e-02,-5.250609e-01,-8.780389e-01,2.000000e-01
1.383333e+00,-1.285199e-02,-5.594706e-01,-7.032822e-01,2.000000e-01
1.391667e+00,1.928876e-02,-5.863480e-01,-5.285255e-01,2.000000e-01
1.400000e+00,5.828031e-02,-5.789179e-01,-3.408343e-01,2.000000e-01
1.408333e+00,1.024523e-01,-5.657699e-01,-1.464962e-01,2.000000e-01
1.416667e+00,1.508010e-01,-5.185517e-01,4.784185e-02,2.000000e-01
1.425000e+00,2.000091e-01,-4.679264e-01,2.424700e-01,2.000000e-01
1.433333e+00,2.472738e-01,-3.871325e-01,4.371274e-01,2.000000e-01
1.441667e+00,2.915060e-01,-3.048237e-01,6.288938e-01,2.000000e-01
1.450000e+00,3.289875e-01,-2.003373e-01,8.050145e-01,2.000000e-01
1.458333e+00,3.577134e-01,-9.509356e-02,9.811353e-01,2.000000e-01
1.466667e+00,3.786234e-01,2.105552e-02,1.143059e+00,2.000000e-01
1.475000e+00,3.912571e-01,1.372134e-01,1.284009e+00,2.000000e-01
1.483333e+00,3.903828e-01,2.534374e-01,1.424960e+00,2.000000e-01
1.491667e+00,3.809210e-01,3.677790e-01,1.534630e+00,2.000000e-01
1.500000e+00,3.637674e-01,4.728532e-01,1.627559e+00,2.000000e-01
1.508333e+00,3.384625e-01,5.733044e-01,1.720488e+00,2.000000e-01
1.516667e+00,3.056771e-01,6.574392e-01,1.763131e+00,2.000000e-01
1.525000e+00,2.695797e-01,7.338301e-01,1.800129e+00,2.000000e-01
1.533333e+00,2.311027e-01,7.895706e-01,1.828578e+00,2.000000e-01
1.541667e+00,1.919052e-01,8.346392e-01,1.807331e+00,2.000000e-01
1.550000e+00,1.549781e-01,8.575102e-01,1.786085e+00,2.000000e-01
1.558333e+00,1.212058e-01,8.675655e-01,1.743193e+00,2.000000e-01
1.566667e+00,9.140147e-02,8.564087e-01,1.667079e+00,2.000000e-01
1.575000e+00,7.030579e-02,8.315962e-01,1.590965e+00,2.000000e-01
1.583333e+00,5.594890e-02,7.885760e-01,1.485148e+00,2.000000e-01
1.591667e+00,4.828311e-02,7.327299e-01,1.362781e+00,2.000000e-01
1.600000e+00,4.871845e-02,6.630181e-01,1.240414e+00,2.000000e-01
1.608333e+00,5.849890e-02,5.831321e-01,1.088365e+00,2.000000e-01
1.616667e+00,7.405077e-02,4.943126e-01,9.326428e-01,2.000000e-01
1.625000e+00,9.488911e-02,3.996952e-01,7.745099e-01,2.000000e-01
1.633333e+00,1.214827e-01,3.009547e-01,6.012678e-01,2.000000e-01
1.641667e+00,1.509916e-01,2.021698e-01,4.280258e-01,2.000000e-01
1.650000e+00,1.817005e-01,1.033594e-01,2.546498e-01,2.000000e-01
1.658333e+00,2.128462e-01,1.106964e-02,8.106008e-02,2.000000e-01
1.666667e+00,2.417402e-01,-7.826742e-02,-9.252965e-02,2.000000e-01
1.675000e+00,2.675090e-01,-1.544302e-01,-2.556940e-01,2.000000e-01
1.683333e+00,2.896657e-01,-2.259704e-01,-4.128147e-01,2.000000e-01
1.691667e+00,3.066140e-01,-2.783897e-01,-5.699354e-01,2.000000e-01
1.700000e+00,3.162369e-01,-3.257938e-01,-6.994805e-01,2.000000e-01
1.708333e+00,3.204424e-01,-3.496102e-01,-8.252915e-01,2.000000e-01
1.716667e+00,3.192286e-01,-3.690720e-01,-9.456075e-01,2.000000e-01
1.725000e+00,3.107250e-01,-3.626106e-01,-1.028636e+00,2.000000e-01
1.733333e+00,2.968238e-01,-3.531435e-01,-1.111665e+00,2.000000e-01
1.741667e+00,2.791321e-01,-3.179932e-01,-1.175942e+00,2.000000e-01
1.750000e+00,2.581013e-01,-2.814355e-01,-1.209119e+00,2.000000e-01
1.758333e+00,2.339716e-01,-2.221827e-01,-1.242296e+00,2.000000e-01
1.766667e+00,2.094364e-01,-1.620858e-01,-1.243073e+00,2.000000e-01
1.775000e+00,1.850905e-01,-8.658417e-02,-1.224316e+00,2.000000e-01
1.783333e+00,1.620622e-01,-1.020570e-02,-1.205559e+00,2.000000e-01
1.791667e+00,1.424133e-01,7.373539e-02,-1.144148e+00,2.000000e-01
1.800000e+00,1.260054e-01,1.576866e-01,-1.076450e+00,2.000000e-01
1.808333e+00,1.131777e-01,2.416923e-01,-1.003830e+00,2.000000e-01
1.816667e+00,1.061558e-01,3.240256e-01,-8.948575e-01,2.000000e-01
1.825000e+00,1.043124e-01,3.999824e-01,-7.858849e-01,2.000000e-01
1.833333e+00,1.067037e-01,4.720105e-01,-6.659811e-01,2.000000e-01
1.841667e+00,1.133118e-01,5.328414e-01,-5.272210e-01,2.000000e-01
1.850000e+00,1.255974e-01,5.872776e-01,-3.884609e-01,2.000000e-01
1.858333e+00,1.405738e-01,6.275921e-01,-2.400653e-01,2.000000e-01
1.866667e+00,1.578020e-01,6.592688e-01,-8.562946e-02,2.000000e-01
1.875000e+00,1.769397e-01,6.758295e-01,6.880636e-02,2.000000e-01
1.883333e+00,1.965628e-01,6.821694e-01,2.235579e-01,2.000000e-01
1.891667e+00,2.156078e-01,6.741362e-01,3.783599e-01,2.000000e-01
1.900000e+00,2.336250e-01,6.553344e-01,5.315510e-01,2.000000e-01
1.908333e+00,2.489326e-01,6.242686e-01,6.717212e-01,2.000000e-01
1.916667e+00,2.610301e-01,5.831782e-01,8.118914e-01,2.000000e-01
1.925000e+00,2.700947e-01,5.328152e-01,9.420887e-01,2.000000e-01
1.933333e+00,2.758043e-01,4.745564e-01,1.054386e+00,2.000000e-01
1.941667e+00,2.760787e-01,4.103757e-01,1.166683e+00,2.000000e-01
1.950000e+00,2.730394e-01,3.417196e-01,1.255902e+00,2.000000e-01
1.958333e+00,2.668578e-01,2.703598e-01,1.330085e+00,2.000000e-01
1.966667e+00,2.571498e-01,1.989598e-01,1.404268e+00,2.000000e-01
1.975000e+00,2.445057e-01,1.275405e-01,1.440539e+00,2.000000e-01
1.983333e+00,2.303889e-01,6.109474e-02,1.470288e+00,2.000000e-01
1.991667e+00,2.151626e-01,-3.485954e-03,1.495364e+00,2.000000e-01
2.000000e+00,1.995009e-01,-5.804906e-02,1.478806e+00,2.000000e-01
2.008333e+00,1.845906e-01,-1.097738e-01,1.462249e+00,2.000000e-01
2.016667e+00,1.707991e-01,-1.470033e-01,1.430472e+00,2.000000e-01
2.025000e+00,1.585645e-01,-1.812885e-01,1.370261e+00,2.000000e-01
2.033333e+00,1.496894e-01,-1.977408e-01,1.310050e+00,2.000000e-01
2.041667e+00,1.433782e-01,-2.118329e-01,1.227874e+00,2.000000e-01
2.050000e+00,1.397068e-01,-2.063740e-01,1.130830e+00,2.000000e-01
2.058333e+00,1.394656e-01,-1.995575e-01,1.033786e+00,2.000000e-01
2.066667e+00,1.427900e-01,-1.734128e-01,9.142889e-01,2.000000e-01
2.075000e+00,1.484830e-01,-1.463744e-01,7.906433e-01,2.000000e-01
2.083333e+00,1.563733e-01,-1.035675e-01,6.657109e-01,2.000000e-01
2.091667e+00,1.667693e-01,-5.969235e-02,5.280400e-01,2.000000e-01
2.100000e+00,1.783389e-01,-5.135058e-03,3.903690e-01,2.000000e-01
2.108333e+00,1.905155e-01,5.029467e-02,2.525703e-01,2.000000e-01
2.116667e+00,2.029656e-01,1.109590e-01,1.145229e-01,2.000000e-01
2.125000e+00,2.146487e-01,1.716339e-01,-2.352456e-02,2.000000e-01
2.133333e+00,2.252009e-01,2.323525e-01,-1.539394e-01,2.000000e-01
2.141667e+00,2.344028e-01,2.916374e-01,-2.789875e-01,2.000000e-01
2.150000e+00,2.414522e-01,3.465458e-01,-4.040356e-01,2.000000e-01
2.158333e+00,2.457627e-01,3.981903e-01,-5.083683e-01,2.000000e-01
2.166667e+00,2.479285e-01,4.421721e-01,-6.086033e-01,2.000000e-01
2.175000e+00,2.479250e-01,4.809558e-01,-7.060347e-01,2.000000e-01
2.183333e+00,2.448353e-01,5.101133e-01,-7.723134e-01,2.000000e-01
2.191667e+00,2.396847e-01,5.323598e-01,-8.385922e-01,2.000000e-01
2.200000e+00,2.329472e-01,5.443513e-01,-8.917907e-01,2.000000e-01
2.208333e+00,2.247286e-01,5.482629e-01,-9.184652e-01,2.000000e-01
2.216667e+00,2.152452e-01,5.424788e-01,-9.451398e-01,2.000000e-01
2.225000e+00,2.054974e-01,5.282620e-01,-9.479500e-01,2.000000e-01
2.233333e+00,1.957240e-01,5.058287e-01,-9.333355e-01,2.000000e-01
2.241667e+00,1.864382e-01,4.756044e-01,-9.187210e-01,2.000000e-01
2.250000e+00,1.783682e-01,4.392199e-01,-8.719561e-01,2.000000e-01
2.258333e+00,1.715232e-01,3.967362e-01,-8.184038e-01,2.000000e-01
2.266667e+00,1.660549e-01,3.503594e-01,-7.624391e-01,2.000000e-01
2.275000e+00,1.629954e-01,3.005417e-01,-6.760176e-01,2.000000e-01
2.283333e+00,1.618713e-01,2.489699e-01,-5.895960e-01,2.000000e-01
2.291667e+00,1.624478e-01,1.973627e-01,-4.955464e-01,2.000000e-01
2.300000e+00,1.648427e-01,1.457415e-01,-3.853691e-01,2.000000e-01
2.308333e+00,1.694386e-01,9.790286e-02,-2.751918e-01,2.000000e-01
2.316667e+00,1.751710e-01,5.121826e-02,-1.578768e-01,2.000000e-01
2.325000e+00,1.818740e-01,1.213187e-02,-3.515104e-02,2.000000e-01
2.333333e+00,1.894417e-01,-2.526603e-02,8.757476e-02,2.000000e-01
2.341667e+00,1.972533e-01,-5.169934e-02,2.106111e-01,2.000000e-01
2.350000e+00,2.049136e-01,-7.649614e-02,3.337172e-01,2.000000e-01
2.358333e+00,2.122379e-01,-8.783717e-02,4.560817e-01,2.000000e-01
2.366667e+00,2.184812e-01,-9.804110e-02,5.676390e-01,2.000000e-01
2.375000e+00,2.235541e-01,-9.352559e-02,6.791963e-01,2.000000e-01
2.383333e+00,2.274539e-01,-8.824988e-02,7.838635e-01,2.000000e-01
2.391667e+00,2.299365e-01,-6.918657e-02,8.733317e-01,2.000000e-01
2.400000e+00,2.303558e-01,-4.919892e-02,9.627999e-01,2.000000e-01
2.408333e+00,2.294399e-01,-1.827325e-02,1.035338e+00,2.000000e-01
2.416667e+00,2.272437e-01,1.375597e-02,1.094555e+00,2.000000e-01
2.425000e+00,2.235292e-01,5.317892e-02,1.153772e+00,2.000000e-01
2.433333e+00,2.186678e-01,9.340536e-02,1.184489e+00,2.000000e-01
2.441667e+00,2.131597e-01,1.372475e-01,1.208406e+00,2.000000e-01
2.450000e+00,2.071456e-01,1.811002e-01,1.230297e+00,2.000000e-01
2.458333e+00,2.008933e-01,2.249871e-01,1.217399e+00,2.000000e-01
2.466667e+00,1.948840e-01,2.676756e-01,1.204501e+00,2.000000e-01
2.475000e+00,1.892639e-01,3.073681e-01,1.181088e+00,2.000000e-01
2.483333e+00,1.842756e-01,3.443955e-01,1.133458e+00,2.000000e-01
2.491667e+00,1.805317e-01,3.761951e-01,1.085829e+00,2.000000e-01
2.500000e+00,1.777846e-01,4.038214e-01,1.022053e+00,2.000000e-01
2.508333e+00,1.760763e-01,4.249097e-01,9.450921e-01,2.000000e-01
2.516667e+00,1.758142e-01,4.405202e-01,8.681307e-01,2.000000e-01
2.525000e+00,1.769072e-01,4.492031e-01,7.742367e-01,2.000000e-01
2.533333e+00,1.789694e-01,4.515456e-01,6.760608e-01,2.000000e-01
2.541667e+00,1.819418e-01,4.473810e-01,5.773699e-01,2.000000e-01
2.550000e+00,1.860002e-01,4.366519e-01,4.679670e-01,2.000000e-01
2.558333e+00,1.905266e-01,4.204523e-01,3.585641e-01,2.000000e-01
2.566667e+00,1.953459e-01,3.982272e-01,2.490499e-01,2.000000e-01
2.575000e+00,2.003150e-01,3.719414e-01,1.392681e-01,2.000000e-01
2.583333e+00,2.050334e-01,3.409634e-01,2.948632e-02,2.000000e-01
2.591667e+00,2.093446e-01,3.074516e-01,-7.474191e-02,2.000000e-01
2.600000e+00,2.131548e-01,2.713035e-01,-1.742637e-01,2.000000e-01
2.608333e+00,2.160799e-01,2.340325e-01,-2.737855e-01,2.000000e-01
2.616667e+00,2.179851e-01,1.967310e-01,-3.577925e-01,2.000000e-01
2.625000e+00,2.190432e-01,1.594196e-01,-4.376502e-01,2.000000e-01
2.633333e+00,2.192349e-01,1.249777e-01,-5.165189e-01,2.000000e-01
2.641667e+00,2.181246e-01,9.122997e-02,-5.694256e-01,2.000000e-01
2.650000e+00,2.162315e-01,6.323232e-02,-6.223323e-01,2.000000e-01
2.658333e+00,2.136769e-01,3.619301e-02,-6.662909e-01,2.000000e-01
2.666667e+00,2.104697e-01,1.743095e-02,-6.877348e-01,2.000000e-01
2.675000e+00,2.067501e-01,-5.033792e-04,-7.091787e-01,2.000000e-01
2.683333e+00,2.028842e-01,-8.302775e-03,-7.131556e-01,2.000000e-01
2.691667e+00,1.989677e-01,-1.554945e-02,-7.017736e-01,2.000000e-01
2.700000e+00,1.952269e-01,-1.201563e-02,-6.903916e-01,2.000000e-01
2.708333e+00,1.919206e-01,-7.817387e-03,-6.548514e-01,2.000000e-01
2.716667e+00,1.890747e-01,5.948619e-03,-6.124899e-01,2.000000e-01
2.725000e+00,1.867561e-01,2.071703e-02,-5.694081e-01,2.000000e-01
2.733333e+00,1.854333e-01,4.305913e-02,-5.008716e-01,2.000000e-01
2.741667e+00,1.848301e-01,6.643866e-02,-4.323351e-01,2.000000e-01
2.750000e+00,1.849082e-01,9.492557e-02,-3.585844e-01,2.000000e-01
2.758333e+00,1.857662e-01,1.241185e-01,-2.711028e-01,2.000000e-01
2.766667e+00,1.874745e-01,1.558033e-01,-1.836212e-01,2.000000e-01
2.775000e+00,1.896602e-01,1.874980e-01,-9.088692e-02,2.000000e-01
2.783333e+00,1.922614e-01,2.192190e-01,6.639289e-03,2.000000e-01
2.791667e+00,1.952510e-01,2.499570e-01,1.041655e-01,2.000000e-01
2.800000e+00,1.983551e-01,2.786503e-01,2.019794e-01,2.000000e-01
2.808333e+00,2.014308e-01,3.051962e-01,2.998789e-01,2.000000e-01
2.816667e+00,2.044025e-01,3.281878e-01,3.976111e-01,2.000000e-01
2.825000e+00,2.069457e-01,3.478625e-01,4.863958e-01,2.000000e-01
2.833333e+00,2.090646e-01,3.631146e-01,5.751804e-01,2.000000e-01
2.841667e+00,2.107315e-01,3.740589e-01,6.593077e-01,2.000000e-01
