t,f0,f1,f2
1.593333e+01,5.993956e+01,5.991304e+01,5.987986e+01
1.596667e+01,5.993955e+01,5.991304e+01,5.987982e+01
1.600000e+01,5.993954e+01,5.991305e+01,5.987977e+01
1.603333e+01,5.993953e+01,5.991306e+01,5.987972e+01
1.606667e+01,5.993952e+01,5.991306e+01,5.987968e+01
1.610000e+01,5.993952e+01,5.991307e+01,5.987963e+01
1.613333e+01,5.993951e+01,5.991308e+01,5.987958e+01
1.616667e+01,5.993950e+01,5.991309e+01,5.987953e+01
1.620000e+01,5.993949e+01,5.991310e+01,5.987948e+01
1.623333e+01,5.993948e+01,5.991311e+01,5.987942e+01
1.626667e+01,5.993947e+01,5.991312e+01,5.987937e+01
1.630000e+01,5.993947e+01,5.991313e+01,5.987931e+01
1.633333e+01,5.993946e+01,5.991314e+01,5.987925e+01
1.636667e+01,5.993945e+01,5.991315e+01,5.987920e+01
1.640000e+01,5.993944e+01,5.991316e+01,5.987914e+01
1.643333e+01,5.993943e+01,5.991317e+01,5.987907e+01
1.646667e+01,5.993942e+01,5.991319e+01,5.987901e+01
1.650000e+01,5.993942e+01,5.991320e+01,5.987895e+01
1.653333e+01,5.993941e+01,5.991321e+01,5.987889e+01
1.656667e+01,5.993940e+01,5.991323e+01,5.987882e+01
1.660000e+01,5.993939e+01,5.991324e+01,5.987876e+01
1.663333e+01,5.993938e+01,5.991326e+01,5.987869e+01
1.666667e+01,5.993938e+01,5.991327e+01,5.987862e+01
1.670000e+01,5.993937e+01,5.991329e+01,5.987855e+01
1.673333e+01,5.993936e+01,5.991330e+01,5.987848e+01
1.676667e+01,5.993935e+01,5.991332e+01,5.987841e+01
1.680000e+01,5.993934e+01,5.991333e+01,5.987834e+01
1.683333e+01,5.993934e+01,5.991335e+01,5.987827e+01
1.686667e+01,5.993933e+01,5.991337e+01,5.987820e+01
1.690000e+01,5.993932e+01,5.991339e+01,5.987812e+01
1.693333e+01,5.993931e+01,5.991340e+01,5.987805e+01
1.696667e+01,5.993931e+01,5.991342e+01,5.987798e+01
1.700000e+01,5.993930e+01,5.991344e+01,5.987790e+01
1.703333e+01,5.993929e+01,5.991346e+01,5.987783e+01
1.706667e+01,5.993928e+01,5.991348e+01,5.987775e+01
1.710000e+01,5.993928e+01,5.991350e+01,5.987767e+01
1.713333e+01,5.993927e+01,5.991352e+01,5.987759e+01
1.716667e+01,5.993926e+01,5.991354e+01,5.987752e+01
1.720000e+01,5.993926e+01,5.991356e+01,5.987744e+01
1.723333e+01,5.993925e+01,5.991358e+01,5.987736e+01
1.726667e+01,5.993924e+01,5.991360e+01,5.987728e+01
1.730000e+01,5.993924e+01,5.991362e+01,5.987720e+01
1.733333e+01,5.993923e+01,5.991364e+01,5.987712e+01
1.736667e+01,5.993922e+01,5.991366e+01,5.987704e+01
1.740000e+01,5.993921e+01,5.991368e+01,5.987696e+01
1.743333e+01,5.993921e+01,5.991370e+01,5.987688e+01
1.746667e+01,5.993920e+01,5.991373e+01,5.987680e+01
1.750000e+01,5.993919e+01,5.991375e+01,5.987672e+01
1.753333e+01,5.993919e+01,5.991377e+01,5.987664e+01
1.756667e+01,5.993918e+01,5.991379e+01,5.987656e+01
1.760000e+01,5.993917e+01,5.991381e+01,5.987648e+01
1.763333e+01,5.993917e+01,5.991383e+01,5.987640e+01
1.766667e+01,5.993916e+01,5.991386e+01,5.987632e+01
1.770000e+01,5.993915e+01,5.991388e+01,5.987624e+01
1.773333e+01,5.993915e+01,5.991390e+01,5.987616e+01
1.776667e+01,5.993914e+01,5.991392e+01,5.987608e+01
1.780000e+01,5.993913e+01,5.991394e+01,5.987600e+01
1.783333e+01,5.993913e+01,5.991397e+01,5.987592e+01
1.786667e+01,5.993912e+01,5.991399e+01,5.987584e+01
1.790000e+01,5.993911e+01,5.991401e+01,5.987576e+01
1.793333e+01,5.993911e+01,5.991403e+01,5.987569e+01
1.796667e+01,5.993910e+01,5.991406e+01,5.987561e+01
1.800000e+01,5.993909e+01,5.991408e+01,5.987553e+01
1.803333e+01,5.993909e+01,5.991410e+01,5.987545e+01
1.806667e+01,5.993908e+01,5.991412e+01,5.987538e+01
1.810000e+01,5.993908e+01,5.991414e+01,5.987530e+01
1.813333e+01,5.993907e+01,5.991416e+01,5.987523e+01
1.816667e+01,5.993906e+01,5.991419e+01,5.987515e+01
1.820000e+01,5.993906e+01,5.991421e+01,5.987508e+01
1.823333e+01,5.993905e+01,5.991423e+01,5.987501e+01
1.826667e+01,5.993904e+01,5.991425e+01,5.987493e+01
1.830000e+01,5.993904e+01,5.991427e+01,5.987486e+01
1.833333e+01,5.993903e+01,5.991429e+01,5.987479e+01
1.836667e+01,5.993902e+01,5.991431e+01,5.987472e+01
1.840000e+01,5.993902e+01,5.991433e+01,5.987465e+01
1.843333e+01,5.993901e+01,5.991435e+01,5.987459e+01
1.846667e+01,5.993900e+01,5.991437e+01,5.987452e+01
1.850000e+01,5.993900e+01,5.991439e+01,5.987445e+01
1.853333e+01,5.993899e+01,5.991441e+01,5.987439e+01
1.856667e+01,5.993898e+01,5.991443e+01,5.987432e+01
1.860000e+01,5.993898e+01,5.991445e+01,5.987426e+01
1.863333e+01,5.993897e+01,5.991447e+01,5.987420e+01
1.866667e+01,5.993896e+01,5.991449e+01,5.987414e+01
1.870000e+01,5.993896e+01,5.991451e+01,5.987408e+01
1.873333e+01,5.993895e+01,5.991453e+01,5.987402e+01
1.876667e+01,5.993895e+01,5.991455e+01,5.987397e+01
1.880000e+01,5.993894e+01,5.991456e+01,5.987391e+01
1.883333e+01,5.993893e+01,5.991458e+01,5.987386e+01
1.886667e+01,5.993893e+01,5.991460e+01,5.987380e+01
1.890000e+01,5.993892e+01,5.991461e+01,5.987375e+01
1.893333e+01,5.993892e+01,5.991463e+01,5.987370e+01
1.896667e+01,5.993891e+01,5.991465e+01,5.987365e+01
1.900000e+01,5.993890e+01,5.991466e+01,5.987361e+01
1.903333e+01,5.993890e+01,5.991468e+01,5.987356e+01
1.906667e+01,5.993889e+01,5.991469e+01,5.987352e+01
1.910000e+01,5.993889e+01,5.991471e+01,5.987347e+01
1.913333e+01,5.993888e+01,5.991472e+01,5.987343e+01
1.916667e+01,5.993888e+01,5.991473e+01,5.987339e+01
1.920000e+01,5.993887e+01,5.991475e+01,5.987335e+01
1.923333e+01,5.993886e+01,5.991476e+01,5.987332e+01
1.926667e+01,5.993886e+01,5.991477e+01,5.987328e+01
1.930000e+01,5.993885e+01,5.991479e+01,5.987325e+01
1.933333e+01,5.993885e+01,5.991480e+01,5.987322e+01
1.936667e+01,5.993884e+01,5.991481e+01,5.987319e+01
1.940000e+01,5.993884e+01,5.991482e+01,5.987316e+01
1.943333e+01,5.993883e+01,5.991483e+01,5.987313e+01
1.946667e+01,5.993882e+01,5.991484e+01,5.987311e+01
1.950000e+01,5.993882e+01,5.991485e+01,5.987308e+01
1.953333e+01,5.993881e+01,5.991486e+01,5.987306e+01
1.956667e+01,5.993881e+01,5.991487e+01,5.987304e+01
1.960000e+01,5.993880e+01,5.991487e+01,5.987302e+01
1.963333e+01,5.993880e+01,5.991488e+01,5.987301e+01
1.966667e+01,5.993879e+01,5.991489e+01,5.987299e+01
1.970000e+01,5.993879e+01,5.991489e+01,5.987298e+01
1.973333e+01,5.993878e+01,5.991490e+01,5.987297e+01
1.976667e+01,5.993877e+01,5.991491e+01,5.987295e+01
1.980000e+01,5.993877e+01,5.991491e+01,5.987295e+01
1.983333e+01,5.993876e+01,5.991491e+01,5.987294e+01
1.986667e+01,5.993876e+01,5.991492e+01,5.987293e+01
1.990000e+01,5.993875e+01,5.991492e+01,5.987293e+01
1.993333e+01,5.993875e+01,5.991492e+01,5.987293e+01
1.996667e+01,5.993874e+01,5.991493e+01,5.987293e+01
2.000000e+01,5.993874e+01,5.991493e+01,5.987293e+01
