t,y_piq,y_cmp,q_inj,q_ref
1.790000e+01,9.996938e-01,9.996932e-01,-2.808623e-03,-2.895339e-03
1.793333e+01,9.996936e-01,9.996932e-01,-2.807889e-03,-2.895339e-03
1.796667e+01,9.996934e-01,9.996931e-01,-2.807286e-03,-2.895339e-03
1.800000e+01,9.996932e-01,9.996931e-01,-2.806831e-03,-2.895339e-03
1.803333e+01,9.996931e-01,9.996930e-01,-2.806538e-03,-2.895339e-03
1.806667e+01,9.996929e-01,9.996930e-01,-2.806419e-03,-2.895339e-03
1.810000e+01,9.996928e-01,9.996930e-01,-2.806481e-03,-2.895339e-03
1.813333e+01,9.996926e-01,9.996930e-01,-2.806733e-03,-2.895339e-03
1.816667e+01,9.996925e-01,9.996930e-01,-2.807176e-03,-2.895339e-03
1.820000e+01,9.996924e-01,9.996931e-01,-2.807811e-03,-2.895339e-03
1.823333e+01,9.996923e-01,9.996931e-01,-2.808638e-03,-2.895339e-03
1.826667e+01,9.996922e-01,9.996931e-01,-2.809652e-03,-2.895339e-03
1.830000e+01,9.996921e-01,9.996932e-01,-2.810847e-03,-2.895339e-03
1.833333e+01,9.996921e-01,9.996932e-01,-2.812213e-03,-2.895339e-03
1.836667e+01,9.996920e-01,9.996933e-01,-2.813740e-03,-2.895339e-03
1.840000e+01,9.996919e-01,9.996933e-01,-2.815415e-03,-2.895339e-03
1.843333e+01,9.996919e-01,9.996934e-01,-2.817225e-03,-2.895339e-03
1.846667e+01,9.996919e-01,9.996934e-01,-2.819153e-03,-2.895339e-03
1.850000e+01,9.996918e-01,9.996935e-01,-2.821184e-03,-2.895339e-03
1.853333e+01,9.996918e-01,9.996935e-01,-2.823298e-03,-2.895339e-03
1.856667e+01,9.996918e-01,9.996935e-01,-2.825479e-03,-2.895339e-03
1.860000e+01,9.996918e-01,9.996935e-01,-2.827707e-03,-2.895339e-03
1.863333e+01,9.996918e-01,9.996935e-01,-2.829963e-03,-2.895339e-03
1.866667e+01,9.996918e-01,9.996935e-01,-2.832229e-03,-2.895339e-03
1.870000e+01,9.996918e-01,9.996935e-01,-2.834485e-03,-2.895339e-03
1.873333e+01,9.996919e-01,9.996935e-01,-2.836714e-03,-2.895339e-03
1.876667e+01,9.996919e-01,9.996934e-01,-2.838898e-03,-2.895339e-03
1.880000e+01,9.996919e-01,9.996934e-01,-2.841021e-03,-2.895339e-03
1.883333e+01,9.996919e-01,9.996933e-01,-2.843067e-03,-2.895339e-03
1.886667e+01,9.996919e-01,9.996933e-01,-2.845023e-03,-2.895339e-03
1.890000e+01,9.996919e-01,9.996932e-01,-2.846875e-03,-2.895339e-03
1.893333e+01,9.996919e-01,9.996931e-01,-2.848613e-03,-2.895339e-03
1.896667e+01,9.996919e-01,9.996930e-01,-2.850226e-03,-2.895339e-03
1.900000e+01,9.996919e-01,9.996929e-01,-2.851707e-03,-2.895339e-03
1.903333e+01,9.996919e-01,9.996928e-01,-2.853050e-03,-2.895339e-03
1.906667e+01,9.996919e-01,9.996927e-01,-2.854249e-03,-2.895339e-03
1.910000e+01,9.996919e-01,9.996926e-01,-2.855303e-03,-2.895339e-03
1.913333e+01,9.996919e-01,9.996924e-01,-2.856210e-03,-2.895339e-03
1.916667e+01,9.996918e-01,9.996923e-01,-2.856972e-03,-2.895339e-03
1.920000e+01,9.996918e-01,9.996922e-01,-2.857590e-03,-2.895339e-03
1.923333e+01,9.996918e-01,9.996920e-01,-2.858068e-03,-2.895339e-03
1.926667e+01,9.996917e-01,9.996919e-01,-2.858413e-03,-2.895339e-03
1.930000e+01,9.996917e-01,9.996917e-01,-2.858630e-03,-2.895339e-03
1.933333e+01,9.996916e-01,9.996916e-01,-2.858729e-03,-2.895339e-03
1.936667e+01,9.996916e-01,9.996915e-01,-2.858718e-03,-2.895339e-03
1.940000e+01,9.996915e-01,9.996913e-01,-2.858607e-03,-2.895339e-03
1.943333e+01,9.996914e-01,9.996912e-01,-2.858408e-03,-2.895339e-03
1.946667e+01,9.996914e-01,9.996911e-01,-2.858132e-03,-2.895339e-03
1.950000e+01,9.996913e-01,9.996910e-01,-2.857791e-03,-2.895339e-03
1.953333e+01,9.996912e-01,9.996909e-01,-2.857399e-03,-2.895339e-03
1.956667e+01,9.996911e-01,9.996908e-01,-2.856967e-03,-2.895339e-03
1.960000e+01,9.996910e-01,9.996907e-01,-2.856509e-03,-2.895339e-03
1.963333e+01,9.996909e-01,9.996906e-01,-2.856037e-03,-2.895339e-03
1.966667e+01,9.996908e-01,9.996905e-01,-2.855564e-03,-2.895339e-03
1.970000e+01,9.996907e-01,9.996904e-01,-2.855101e-03,-2.895339e-03
1.973333e+01,9.996907e-01,9.996904e-01,-2.854660e-03,-2.895339e-03
1.976667e+01,9.996906e-01,9.996903e-01,-2.854251e-03,-2.895339e-03
1.980000e+01,9.996905e-01,9.996903e-01,-2.853885e-03,-2.895339e-03
1.983333e+01,9.996904e-01,9.996902e-01,-2.853571e-03,-2.895339e-03
1.986667e+01,9.996903e-01,9.996902e-01,-2.853315e-03,-2.895339e-03
1.990000e+01,9.996902e-01,9.996902e-01,-2.853127e-03,-2.895339e-03
1.993333e+01,9.996902e-01,9.996901e-01,-2.853011e-03,-2.895339e-03
1.996667e+01,9.996901e-01,9.996901e-01,-2.852972e-03,-2.895339e-03
2.000000e+01,9.996900e-01,9.996901e-01,-2.853013e-03,-2.895339e-03
