t,q_gfm,q_gfl,v_gfm,v_gfl
1.883333e+01,-3.718776e-01,-3.555337e-01,1.000004e+00,1.000014e+00
1.886667e+01,-3.719559e-01,-3.557709e-01,1.000004e+00,1.000014e+00
1.890000e+01,-3.720213e-01,-3.559942e-01,1.000004e+00,1.000014e+00
1.893333e+01,-3.720731e-01,-3.562024e-01,1.000004e+00,1.000014e+00
1.896667e+01,-3.721107e-01,-3.563945e-01,1.000004e+00,1.000014e+00
1.900000e+01,-3.721339e-01,-3.565694e-01,1.000004e+00,1.000014e+00
1.903333e+01,-3.721426e-01,-3.567267e-01,1.000004e+00,1.000013e+00
1.906667e+01,-3.721367e-01,-3.568657e-01,1.000004e+00,1.000013e+00
1.910000e+01,-3.721165e-01,-3.569865e-01,1.000004e+00,1.000013e+00
1.913333e+01,-3.720824e-01,-3.570889e-01,1.000004e+00,1.000013e+00
1.916667e+01,-3.720349e-01,-3.571732e-01,1.000004e+00,1.000013e+00
1.920000e+01,-3.719748e-01,-3.572398e-01,1.000004e+00,1.000013e+00
1.923333e+01,-3.719029e-01,-3.572894e-01,1.000004e+00,1.000013e+00
1.926667e+01,-3.718200e-01,-3.573227e-01,1.000004e+00,1.000012e+00
1.930000e+01,-3.717274e-01,-3.573406e-01,1.000004e+00,1.000012e+00
1.933333e+01,-3.716261e-01,-3.573443e-01,1.000004e+00,1.000012e+00
1.936667e+01,-3.715173e-01,-3.573350e-01,1.000004e+00,1.000012e+00
1.940000e+01,-3.714023e-01,-3.573141e-01,1.000004e+00,1.000012e+00
1.943333e+01,-3.712824e-01,-3.572830e-01,1.000004e+00,1.000012e+00
1.946667e+01,-3.711590e-01,-3.572432e-01,1.000004e+00,1.000012e+00
1.950000e+01,-3.710333e-01,-3.571963e-01,1.000004e+00,1.000012e+00
1.953333e+01,-3.709068e-01,-3.571438e-01,1.000003e+00,1.000011e+00
1.956667e+01,-3.707807e-01,-3.570874e-01,1.000003e+00,1.000011e+00
1.960000e+01,-3.706562e-01,-3.570286e-01,1.000003e+00,1.000011e+00
1.963333e+01,-3.705345e-01,-3.569690e-01,1.000003e+00,1.000011e+00
1.966667e+01,-3.704169e-01,-3.569102e-01,1.000003e+00,1.000011e+00
1.970000e+01,-3.703042e-01,-3.568536e-01,1.000003e+00,1.000011e+00
1.973333e+01,-3.701975e-01,-3.568005e-01,1.000003e+00,1.000011e+00
1.976667e+01,-3.700976e-01,-3.567522e-01,1.000003e+00,1.000011e+00
1.980000e+01,-3.700053e-01,-3.567100e-01,1.000003e+00,1.000011e+00
1.983333e+01,-3.699211e-01,-3.566748e-01,1.000003e+00,1.000011e+00
1.986667e+01,-3.698457e-01,-3.566477e-01,1.000003e+00,1.000011e+00
1.990000e+01,-3.697793e-01,-3.566293e-01,1.000003e+00,1.000011e+00
1.993333e+01,-3.697222e-01,-3.566204e-01,1.000003e+00,1.000011e+00
1.996667e+01,-3.696747e-01,-3.566215e-01,1.000003e+00,1.000011e+00
2.000000e+01,-3.696366e-01,-3.566328e-01,1.000003e+00,1.000011e+00
