t,p_gfm,p_gfl,f_gfm,f_gfl
1.363333e+01,6.998371e+01,7.000008e+01,6.000039e+01,6.000040e+01
1.366667e+01,6.998389e+01,7.000009e+01,6.000039e+01,6.000039e+01
1.370000e+01,6.998405e+01,7.000009e+01,6.000038e+01,6.000039e+01
1.373333e+01,6.998419e+01,7.000010e+01,6.000038e+01,6.000039e+01
1.376667e+01,6.998431e+01,7.000010e+01,6.000038e+01,6.000038e+01
1.380000e+01,6.998441e+01,7.000010e+01,6.000037e+01,6.000038e+01
1.383333e+01,6.998449e+01,7.000010e+01,6.000037e+01,6.000038e+01
1.386667e+01,6.998455e+01,7.000010e+01,6.000037e+01,6.000038e+01
1.390000e+01,6.998458e+01,7.000011e+01,6.000037e+01,6.000038e+01
1.393333e+01,6.998459e+01,7.000011e+01,6.000037e+01,6.000038e+01
1.396667e+01,6.998459e+01,7.000011e+01,6.000037e+01,6.000038e+01
1.400000e+01,6.998456e+01,7.000011e+01,6.000037e+01,6.000038e+01
1.403333e+01,6.998451e+01,7.000011e+01,6.000037e+01,6.000038e+01
1.406667e+01,6.998444e+01,7.000011e+01,6.000037e+01,6.000038e+01
1.410000e+01,6.998436e+01,7.000011e+01,6.000037e+01,6.000039e+01
1.413333e+01,6.998427e+01,7.000011e+01,6.000037e+01,6.000039e+01
1.416667e+01,6.998416e+01,7.000010e+01,6.000038e+01,6.000040e+01
1.420000e+01,6.998403e+01,7.000010e+01,6.000038e+01,6.000040e+01
1.423333e+01,6.998390e+01,7.000010e+01,6.000038e+01,6.000040e+01
1.426667e+01,6.998377e+01,7.000010e+01,6.000039e+01,6.000041e+01
1.430000e+01,6.998362e+01,7.000009e+01,6.000039e+01,6.000041e+01
1.433333e+01,6.998348e+01,7.000009e+01,6.000039e+01,6.000042e+01
1.436667e+01,6.998333e+01,7.000009e+01,6.000040e+01,6.000042e+01
1.440000e+01,6.998318e+01,7.000009e+01,6.000040e+01,6.000043e+01
1.443333e+01,6.998304e+01,7.000008e+01,6.000040e+01,6.000043e+01
1.446667e+01,6.998290e+01,7.000008e+01,6.000041e+01,6.000044e+01
1.450000e+01,6.998276e+01,7.000008e+01,6.000041e+01,6.000044e+01
1.453333e+01,6.998264e+01,7.000007e+01,6.000041e+01,6.000045e+01
1.456667e+01,6.998252e+01,7.000007e+01,6.000042e+01,6.000045e+01
1.460000e+01,6.998242e+01,7.000007e+01,6.000042e+01,6.000045e+01
1.463333e+01,6.998232e+01,7.000007e+01,6.000042e+01,6.000045e+01
1.466667e+01,6.998224e+01,7.000006e+01,6.000042e+01,6.000046e+01
1.470000e+01,6.998218e+01,7.000006e+01,6.000042e+01,6.000046e+01
1.473333e+01,6.998213e+01,7.000006e+01,6.000043e+01,6.000046e+01
1.476667e+01,6.998209e+01,7.000006e+01,6.000043e+01,6.000046e+01
1.480000e+01,6.998207e+01,7.000006e+01,6.000043e+01,6.000046e+01
1.483333e+01,6.998206e+01,7.000006e+01,6.000043e+01,6.000046e+01
1.486667e+01,6.998207e+01,7.000005e+01,6.000043e+01,6.000046e+01
1.490000e+01,6.998209e+01,7.000005e+01,6.000043e+01,6.000046e+01
1.493333e+01,6.998213e+01,7.000005e+01,6.000043e+01,6.000046e+01
1.496667e+01,6.998218e+01,7.000005e+01,6.000043e+01,6.000046e+01
1.500000e+01,6.998224e+01,7.000005e+01,6.000043e+01,6.000046e+01
1.503333e+01,6.998232e+01,7.000005e+01,6.000042e+01,6.000045e+01
1.506667e+01,6.998240e+01,7.000005e+01,6.000042e+01,6.000045e+01
1.510000e+01,6.998250e+01,7.000006e+01,6.000042e+01,6.000045e+01
1.513333e+01,6.998261e+01,7.000006e+01,6.000042e+01,6.000044e+01
1.516667e+01,6.998272e+01,7.000006e+01,6.000041e+01,6.000044e+01
1.520000e+01,6.998284e+01,7.000006e+01,6.000041e+01,6.000044e+01
1.523333e+01,6.998296e+01,7.000006e+01,6.000041e+01,6.000043e+01
1.526667e+01,6.998309e+01,7.000006e+01,6.000041e+01,6.000043e+01
1.530000e+01,6.998322e+01,7.000006e+01,6.000040e+01,6.000043e+01
1.533333e+01,6.998335e+01,7.000007e+01,6.000040e+01,6.000042e+01
1.536667e+01,6.998348e+01,7.000007e+01,6.000040e+01,6.000042e+01
1.540000e+01,6.998361e+01,7.000007e+01,6.000039e+01,6.000041e+01
1.543333e+01,6.998374e+01,7.000007e+01,6.000039e+01,6.000041e+01
1.546667e+01,6.998386e+01,7.000007e+01,6.000039e+01,6.000041e+01
1.550000e+01,6.998397e+01,7.000007e+01,6.000038e+01,6.000040e+01
1.553333e+01,6.998409e+01,7.000008e+01,6.000038e+01,6.000040e+01
1.556667e+01,6.998419e+01,7.000008e+01,6.000038e+01,6.000040e+01
1.560000e+01,6.998429e+01,7.000008e+01,6.000038e+01,6.000039e+01
1.563333e+01,6.998437e+01,7.000008e+01,6.000037e+01,6.000039e+01
1.566667e+01,6.998445e+01,7.000008e+01,6.000037e+01,6.000039e+01
1.570000e+01,6.998452e+01,7.000008e+01,6.000037e+01,6.000039e+01
1.573333e+01,6.998459e+01,7.000008e+01,6.000037e+01,6.000039e+01
1.576667e+01,6.998464e+01,7.000008e+01,6.000037e+01,6.000038e+01
1.580000e+01,6.998468e+01,7.000008e+01,6.000037e+01,6.000038e+01
1.583333e+01,6.998471e+01,7.000008e+01,6.000037e+01,6.000038e+01
1.586667e+01,6.998474e+01,7.000008e+01,6.000036e+01,6.000038e+01
1.590000e+01,6.998476e+01,7.000008e+01,6.000036e+01,6.000038e+01
1.593333e+01,6.998476e+01,7.000008e+01,6.000036e+01,6.000038e+01
1.596667e+01,6.998476e+01,7.000008e+01,6.000036e+01,6.000038e+01
1.600000e+01,6.998476e+01,7.000008e+01,6.000036e+01,6.000038e+01
1.603333e+01,6.998474e+01,7.000008e+01,6.000036e+01,6.000038e+01
1.606667e+01,6.998472e+01,7.000008e+01,6.000036e+01,6.000039e+01
1.610000e+01,6.998470e+01,7.000008e+01,6.000036e+01,6.000039e+01
1.613333e+01,6.998467e+01,7.000008e+01,6.000037e+01,6.000039e+01
1.616667e+01,6.998464e+01,7.000008e+01,6.000037e+01,6.000039e+01
1.620000e+01,6.998461e+01,7.000008e+01,6.000037e+01,6.000039e+01
1.623333e+01,6.998457e+01,7.000007e+01,6.000037e+01,6.000039e+01
1.626667e+01,6.998454e+01,7.000007e+01,6.000037e+01,6.000039e+01
1.630000e+01,6.998450e+01,7.000007e+01,6.000037e+01,6.000039e+01
1.633333e+01,6.998447e+01,7.000007e+01,6.000037e+01,6.000040e+01
1.636667e+01,6.998444e+01,7.000007e+01,6.000037e+01,6.000040e+01
1.640000e+01,6.998441e+01,7.000007e+01,6.000037e+01,6.000040e+01
1.643333e+01,6.998438e+01,7.000007e+01,6.000037e+01,6.000040e+01
1.646667e+01,6.998436e+01,7.000006e+01,6.000037e+01,6.000040e+01
1.650000e+01,6.998434e+01,7.000006e+01,6.000037e+01,6.000040e+01
1.653333e+01,6.998433e+01,7.000006e+01,6.000037e+01,6.000040e+01
1.656667e+01,6.998432e+01,7.000006e+01,6.000037e+01,6.000040e+01
1.660000e+01,6.998432e+01,7.000006e+01,6.000037e+01,6.000040e+01
1.663333e+01,6.998432e+01,7.000006e+01,6.000037e+01,6.000040e+01
1.666667e+01,6.998433e+01,7.000006e+01,6.000037e+01,6.000040e+01
1.670000e+01,6.998435e+01,7.000006e+01,6.000037e+01,6.000040e+01
1.673333e+01,6.998437e+01,7.000006e+01,6.000037e+01,6.000040e+01
1.676667e+01,6.998440e+01,7.000006e+01,6.000037e+01,6.000040e+01
1.680000e+01,6.998443e+01,7.000006e+01,6.000037e+01,6.000040e+01
1.683333e+01,6.998448e+01,7.000006e+01,6.000037e+01,6.000040e+01
1.686667e+01,6.998452e+01,7.000006e+01,6.000037e+01,6.000039e+01
1.690000e+01,6.998457e+01,7.000006e+01,6.000037e+01,6.000039e+01
1.693333e+01,6.998463e+01,7.000006e+01,6.000037e+01,6.000039e+01
1.696667e+01,6.998469e+01,7.000006e+01,6.000037e+01,6.000039e+01
1.700000e+01,6.998476e+01,7.000006e+01,6.000037e+01,6.000039e+01
1.703333e+01,6.998483e+01,7.000006e+01,6.000036e+01,6.000038e+01
1.706667e+01,6.998490e+01,7.000006e+01,6.000036e+01,6.000038e+01
1.710000e+01,6.998497e+01,7.000006e+01,6.000036e+01,6.000038e+01
1.713333e+01,6.998505e+01,7.000006e+01,6.000036e+01,6.000038e+01
1.716667e+01,6.998513e+01,7.000006e+01,6.000036e+01,6.000038e+01
1.720000e+01,6.998521e+01,7.000006e+01,6.000035e+01,6.000037e+01
1.723333e+01,6.998529e+01,7.000006e+01,6.000035e+01,6.000037e+01
1.726667e+01,6.998537e+01,7.000006e+01,6.000035e+01,6.000037e+01
1.730000e+01,6.998545e+01,7.000006e+01,6.000035e+01,6.000037e+01
1.733333e+01,6.998552e+01,7.000006e+01,6.000035e+01,6.000036e+01
1.736667e+01,6.998560e+01,7.000006e+01,6.000035e+01,6.000036e+01
1.740000e+01,6.998567e+01,7.000006e+01,6.000034e+01,6.000036e+01
1.743333e+01,6.998574e+01,7.000006e+01,6.000034e+01,6.000036e+01
1.746667e+01,6.998581e+01,7.000006e+01,6.000034e+01,6.000036e+01
1.750000e+01,6.998587e+01,7.000006e+01,6.000034e+01,6.000035e+01
1.753333e+01,6.998593e+01,7.000006e+01,6.000034e+01,6.000035e+01
1.756667e+01,6.998599e+01,7.000006e+01,6.000034e+01,6.000035e+01
1.760000e+01,6.998604e+01,7.000007e+01,6.000033e+01,6.000035e+01
1.763333e+01,6.998609e+01,7.000007e+01,6.000033e+01,6.000035e+01
1.766667e+01,6.998613e+01,7.000007e+01,6.000033e+01,6.000035e+01
1.770000e+01,6.998618e+01,7.000007e+01,6.000033e+01,6.000035e+01
1.773333e+01,6.998621e+01,7.000007e+01,6.000033e+01,6.000034e+01
1.776667e+01,6.998624e+01,7.000007e+01,6.000033e+01,6.000034e+01
1.780000e+01,6.998627e+01,7.000007e+01,6.000033e+01,6.000034e+01
1.783333e+01,6.998630e+01,7.000006e+01,6.000033e+01,6.000034e+01
1.786667e+01,6.998632e+01,7.000006e+01,6.000033e+01,6.000034e+01
1.790000e+01,6.998634e+01,7.000006e+01,6.000033e+01,6.000034e+01
1.793333e+01,6.998636e+01,7.000006e+01,6.000033e+01,6.000034e+01
1.796667e+01,6.998637e+01,7.000006e+01,6.000033e+01,6.000034e+01
1.800000e+01,6.998638e+01,7.000006e+01,6.000033e+01,6.000034e+01
1.803333e+01,6.998639e+01,7.000006e+01,6.000033e+01,6.000034e+01
1.806667e+01,6.998640e+01,7.000006e+01,6.000033e+01,6.000034e+01
1.810000e+01,6.998641e+01,7.000006e+01,6.000032e+01,6.000034e+01
1.813333e+01,6.998641e+01,7.000006e+01,6.000032e+01,6.000034e+01
1.816667e+01,6.998642e+01,7.000006e+01,6.000032e+01,6.000034e+01
1.820000e+01,6.998643e+01,7.000006e+01,6.000032e+01,6.000034e+01
1.823333e+01,6.998643e+01,7.000006e+01,6.000032e+01,6.000034e+01
1.826667e+01,6.998644e+01,7.000006e+01,6.000032e+01,6.000034e+01
1.830000e+01,6.998645e+01,7.000006e+01,6.000032e+01,6.000034e+01
1.833333e+01,6.998646e+01,7.000006e+01,6.000032e+01,6.000034e+01
1.836667e+01,6.998647e+01,7.000005e+01,6.000032e+01,6.000034e+01
1.840000e+01,6.998648e+01,7.000005e+01,6.000032e+01,6.000034e+01
1.843333e+01,6.998650e+01,7.000005e+01,6.000032e+01,6.000034e+01
1.846667e+01,6.998651e+01,7.000005e+01,6.000032e+01,6.000034e+01
1.850000e+01,6.998653e+01,7.000005e+01,6.000032e+01,6.000034e+01
1.853333e+01,6.998655e+01,7.000005e+01,6.000032e+01,6.000034e+01
1.856667e+01,6.998658e+01,7.000005e+01,6.000032e+01,6.000034e+01
1.860000e+01,6.998661e+01,7.000005e+01,6.000032e+01,6.000034e+01
1.863333e+01,6.998664e+01,7.000005e+01,6.000032e+01,6.000034e+01
1.866667e+01,6.998667e+01,7.000005e+01,6.000032e+01,6.000034e+01
1.870000e+01,6.998670e+01,7.000005e+01,6.000032e+01,6.000033e+01
1.873333e+01,6.998674e+01,7.000005e+01,6.000032e+01,6.000033e+01
1.876667e+01,6.998678e+01,7.000005e+01,6.000032e+01,6.000033e+01
1.880000e+01,6.998682e+01,7.000005e+01,6.000032e+01,6.000033e+01
1.883333e+01,6.998686e+01,7.000005e+01,6.000031e+01,6.000033e+01
1.886667e+01,6.998691e+01,7.000005e+01,6.000031e+01,6.000033e+01
1.890000e+01,6.998695e+01,7.000005e+01,6.000031e+01,6.000033e+01
1.893333e+01,6.998700e+01,7.000005e+01,6.000031e+01,6.000033e+01
1.896667e+01,6.998705e+01,7.000005e+01,6.000031e+01,6.000032e+01
1.900000e+01,6.998710e+01,7.000005e+01,6.000031e+01,6.000032e+01
1.903333e+01,6.998715e+01,7.000005e+01,6.000031e+01,6.000032e+01
1.906667e+01,6.998721e+01,7.000005e+01,6.000031e+01,6.000032e+01
1.910000e+01,6.998726e+01,7.000005e+01,6.000031e+01,6.000032e+01
1.913333e+01,6.998731e+01,7.000005e+01,6.000030e+01,6.000032e+01
1.916667e+01,6.998736e+01,7.000005e+01,6.000030e+01,6.000032e+01
1.920000e+01,6.998741e+01,7.000005e+01,6.000030e+01,6.000031e+01
1.923333e+01,6.998747e+01,7.000005e+01,6.000030e+01,6.000031e+01
1.926667e+01,6.998752e+01,7.000005e+01,6.000030e+01,6.000031e+01
1.930000e+01,6.998756e+01,7.000005e+01,6.000030e+01,6.000031e+01
1.933333e+01,6.998761e+01,7.000005e+01,6.000030e+01,6.000031e+01
1.936667e+01,6.998766e+01,7.000005e+01,6.000030e+01,6.000031e+01
1.940000e+01,6.998770e+01,7.000005e+01,6.000029e+01,6.000031e+01
1.943333e+01,6.998775e+01,7.000005e+01,6.000029e+01,6.000030e+01
1.946667e+01,6.998779e+01,7.000005e+01,6.000029e+01,6.000030e+01
1.950000e+01,6.998783e+01,7.000005e+01,6.000029e+01,6.000030e+01
1.953333e+01,6.998787e+01,7.000005e+01,6.000029e+01,6.000030e+01
1.956667e+01,6.998790e+01,7.000005e+01,6.000029e+01,6.000030e+01
1.960000e+01,6.998794e+01,7.000005e+01,6.000029e+01,6.000030e+01
1.963333e+01,6.998797e+01,7.000005e+01,6.000029e+01,6.000030e+01
1.966667e+01,6.998800e+01,7.000005e+01,6.000029e+01,6.000030e+01
1.970000e+01,6.998803e+01,7.000005e+01,6.000029e+01,6.000030e+01
1.973333e+01,6.998806e+01,7.000005e+01,6.000029e+01,6.000030e+01
1.976667e+01,6.998809e+01,7.000005e+01,6.000029e+01,6.000030e+01
1.980000e+01,6.998811e+01,7.000005e+01,6.000028e+01,6.000030e+01
1.983333e+01,6.998814e+01,7.000005e+01,6.000028e+01,6.000030e+01
1.986667e+01,6.998816e+01,7.000005e+01,6.000028e+01,6.000030e+01
1.990000e+01,6.998818e+01,7.000005e+01,6.000028e+01,6.000029e+01
1.993333e+01,6.998820e+01,7.000005e+01,6.000028e+01,6.000029e+01
1.996667e+01,6.998822e+01,7.000005e+01,6.000028e+01,6.000029e+01
2.000000e+01,6.998824e+01,7.000005e+01,6.000028e+01,6.000029e+01
