t,f0,f1,f2,f3
1.966667e+00,5.993775e+01,5.993389e+01,5.993296e+01,5.993248e+01
2.000000e+00,5.993620e+01,5.993265e+01,5.993236e+01,5.993253e+01
2.033333e+00,5.993475e+01,5.993152e+01,5.993179e+01,5.993265e+01
2.066667e+00,5.993342e+01,5.993049e+01,5.993127e+01,5.993282e+01
2.100000e+00,5.993218e+01,5.992958e+01,5.993080e+01,5.993304e+01
2.133333e+00,5.993100e+01,5.992875e+01,5.993039e+01,5.993330e+01
2.166667e+00,5.992984e+01,5.992798e+01,5.993004e+01,5.993359e+01
2.200000e+00,5.992869e+01,5.992725e+01,5.992976e+01,5.993391e+01
2.233333e+00,5.992753e+01,5.992655e+01,5.992952e+01,5.993425e+01
2.266667e+00,5.992637e+01,5.992587e+01,5.992933e+01,5.993460e+01
2.300000e+00,5.992525e+01,5.992523e+01,5.992918e+01,5.993496e+01
