re_reec,im_reec,re_gfma,im_gfma
-4.822509e+01,7.740663e+00,-4.813352e+01,7.674211e+00
-4.851129e+01,8.582461e+00,-1.913032e+01,4.507016e+01
-5.666936e-01,3.850390e-01,-4.846931e+01,8.552780e+00
-4.349626e-01,3.443564e+00,-9.622331e+01,2.825988e-01
-2.312155e+00,6.195828e+00,-1.038895e+02,3.011638e-01
-2.738627e+00,6.688194e+00,-2.072267e+02,3.647366e+01
-5.044236e+00,1.210180e+01,-6.404778e-01,3.283046e-01
-4.729607e+00,1.261944e+01,-4.598114e-01,3.398114e+00
-1.512312e+01,6.181647e+00,-2.310852e+00,6.193941e+00
-3.904667e+00,1.682462e+01,-2.684379e+00,6.549481e+00
-2.268230e+00,1.855995e+01,-5.018293e+00,1.180150e+01
-4.739143e+01,6.082704e+00,-4.725350e+00,1.261567e+01
-4.749410e+01,6.433582e+00,-4.455500e+00,1.556595e+01
-4.822405e+01,7.734426e+00,-2.295037e+00,1.801854e+01
-4.851078e+01,8.581157e+00,-1.568968e+01,2.850685e+01
-5.679134e-01,3.833386e-01,-4.738908e+01,6.134885e+00
-4.364264e-01,3.448500e+00,-4.749394e+01,6.433883e+00
-2.312446e+00,6.196046e+00,-1.937504e+01,4.442278e+01
-2.761556e+00,6.711731e+00,-4.813200e+01,7.668568e+00
-5.073551e+00,1.207468e+01,-4.846905e+01,8.551815e+00
-4.729408e+00,1.261892e+01,-9.621805e+01,2.827405e-01
-1.498250e+01,6.907073e+00,-1.038952e+02,3.011558e-01
-3.939028e+00,1.685732e+01,-2.073268e+02,3.672462e+01
-2.294524e+00,1.856575e+01,-6.459721e-01,3.226661e-01
-4.738710e+01,6.066695e+00,-4.627637e-01,3.402196e+00
-4.749406e+01,6.433482e+00,-2.311263e+00,6.194253e+00
-4.822307e+01,7.728026e+00,-2.705781e+00,6.566331e+00
-4.851028e+01,8.579812e+00,-5.024205e+00,1.175950e+01
-5.691220e-01,3.816853e-01,-4.725163e+00,1.261547e+01
-4.378511e-01,3.453466e+00,-4.458506e+00,1.554415e+01
-2.312713e+00,6.196253e+00,-2.294844e+00,1.801411e+01
-2.785167e+00,6.736184e+00,-1.552054e+01,2.887952e+01
-5.104818e+00,1.204556e+01,-4.738440e+01,6.120863e+00
-4.729204e+00,1.261843e+01,-4.749389e+01,6.433754e+00
-1.483528e+01,7.563118e+00,-1.962262e+01,4.379317e+01
-3.975796e+00,1.689101e+01,-4.813050e+01,7.663153e+00
-2.321840e+00,1.856984e+01,-4.846882e+01,8.550931e+00
-4.738266e+01,6.050310e+00,-9.621279e+01,2.828109e-01
-4.749403e+01,6.433392e+00,-1.039008e+02,3.010671e-01
-4.822203e+01,7.721743e+00,-2.074224e+02,3.696294e+01
-4.850980e+01,8.578534e+00,-6.516107e-01,3.167365e-01
-1.975545e-01,4.053977e-03,-4.657273e-01,3.406286e+00
-5.703913e-01,3.799608e-01,-2.311638e+00,6.194544e+00
-4.393026e-01,3.458447e+00,-2.727836e+00,6.583688e+00
-2.312959e+00,6.196447e+00,-5.029749e+00,1.171676e+01
-2.809571e+00,6.761490e+00,-4.724993e+00,1.261530e+01
-5.138147e+00,1.201419e+01,-4.460970e+00,1.552396e+01
-4.728996e+00,1.261798e+01,-2.294553e+00,1.801012e+01
-1.468120e+01,8.167194e+00,-1.534717e+01,2.922876e+01
-4.015315e+00,1.692578e+01,-1.987391e+01,4.318195e+01
-2.350111e+00,1.857201e+01,-4.737964e+01,6.106574e+00
-4.737811e+01,6.033531e+00,-4.749385e+01,6.433637e+00
-4.749399e+01,6.433310e+00,-4.812903e+01,7.657945e+00
-4.822094e+01,7.715555e+00,-4.846860e+01,8.550121e+00
-4.850931e+01,8.577314e+00,-9.620755e+01,2.828080e-01
-1.946765e-01,4.364428e-03,-1.039065e+02,3.008963e-01
-5.716754e-01,3.782266e-01,-2.075138e+02,3.718957e+01
-4.407457e-01,3.463452e+00,-6.574028e-01,3.104881e-01
-2.313184e+00,6.196630e+00,-4.687037e-01,3.410384e+00
-2.834753e+00,6.787775e+00,-2.311982e+00,6.194817e+00
-5.173652e+00,1.198025e+01,-2.750573e+00,6.601578e+00
-4.728786e+00,1.261757e+01,-5.034929e+00,1.167324e+01
-1.451987e+01,8.730897e+00,-4.724839e+00,1.261514e+01
-4.057932e+00,1.696165e+01,-4.463007e+00,1.550523e+01
-2.379173e+00,1.857206e+01,-2.294187e+00,1.800651e+01
-4.737344e+01,6.016347e+00,-1.516889e+01,2.955436e+01
-4.749396e+01,6.433236e+00,-2.012953e+01,4.259019e+01
-4.821979e+01,7.709472e+00,-4.737479e+01,6.092008e+00
-4.850883e+01,8.576152e+00,-4.749381e+01,6.433530e+00
-1.920253e-01,2.886908e-03,-4.812757e+01,7.652927e+00
-5.732521e-01,3.761587e-01,-4.846841e+01,8.549377e+00
-4.423574e-01,3.468535e+00,-9.620233e+01,2.827299e-01
-2.313396e+00,6.196800e+00,-1.039121e+02,3.006423e-01
-2.861140e+00,6.814975e+00,-2.076013e+02,3.740540e+01
-5.211055e+00,1.194341e+01,-6.633596e-01,3.038884e-01
-4.728576e+00,1.261720e+01,-4.716940e-01,3.414491e+00
-1.435092e+01,9.262172e+00,-2.312297e+00,6.195073e+00
-4.103537e+00,1.699878e+01,-2.774023e+00,6.620029e+00
-2.408802e+00,1.857005e+01,-5.039744e+00,1.162889e+01
-4.736846e+01,5.998605e+00,-4.724697e+00,1.261499e+01
-4.749394e+01,6.433168e+00,-4.464709e+00,1.548783e+01
-4.821845e+01,7.703429e+00,-2.293761e+00,1.800325e+01
-4.850831e+01,8.575043e+00,-1.498547e+01,2.985561e+01
-5.747052e-01,3.742205e-01,-2.038961e+01,4.201932e+01
-4.439033e-01,3.473680e+00,-4.736984e+01,6.077154e+00
-2.313587e+00,6.196965e+00,-4.749377e+01,6.433432e+00
-2.887854e+00,6.843620e+00,-4.812614e+01,7.648083e+00
-5.251361e+00,1.190306e+01,-4.846823e+01,8.548694e+00
-4.728366e+00,1.261685e+01,-9.619713e+01,2.825756e-01
-1.417397e+01,9.767732e+00,-1.039177e+02,3.003049e-01
-4.153160e+00,1.703689e+01,-2.076852e+02,3.761121e+01
-2.438761e+00,1.856553e+01,-6.694937e-01,2.968989e-01
-4.736361e+01,5.980618e+00,-4.746991e-01,3.418606e+00
-4.749392e+01,6.433108e+00,-2.312586e+00,6.195313e+00
-4.821704e+01,7.697469e+00,-2.798218e+00,6.639071e+00
-4.850779e+01,8.573985e+00,-5.044189e+00,1.158363e+01
-5.761416e-01,3.723520e-01,-4.724568e+00,1.261486e+01
-4.453738e-01,3.478771e+00,-4.466148e+00,1.547165e+01
-2.313761e+00,6.197118e+00,-2.293289e+00,1.800031e+01
-2.915654e+00,6.873235e+00,-1.479734e+01,3.013145e+01
-5.293951e+00,1.185902e+01,-2.065370e+01,4.147099e+01
-4.728159e+00,1.261653e+01,-4.736479e+01,6.062001e+00
-1.398847e+01,1.025236e+01,-4.749374e+01,6.433344e+00
-4.207819e+00,1.707603e+01,-4.812472e+01,7.643401e+00
-2.468842e+00,1.855806e+01,-4.846806e+01,8.548066e+00
-4.735852e+01,5.962127e+00,-9.619196e+01,2.823444e-01
-4.749390e+01,6.433054e+00,-1.039232e+02,2.998838e-01
-4.821569e+01,7.691683e+00,-2.077656e+02,3.780774e+01
-4.850732e+01,8.572984e+00,-6.758199e-01,2.894736e-01
-5.775238e-01,3.705378e-01,-4.777200e-01,3.422731e+00
-4.468111e-01,3.483898e+00,-2.312851e+00,6.195539e+00
-2.313919e+00,6.197265e+00,-2.823196e+00,6.658737e+00
-2.944317e+00,6.904324e+00,-5.048251e+00,1.153743e+01
-5.339042e+00,1.181054e+01,-4.724450e+00,1.261474e+01
-4.727956e+00,1.261625e+01,-4.467380e+00,1.545660e+01
-1.379402e+01,1.072009e+01,-2.292780e+00,1.799766e+01
-4.267813e+00,1.711604e+01,-1.460569e+01,3.038069e+01
-2.498617e+00,1.854773e+01,-2.092058e+01,4.094692e+01
-4.735327e+01,5.943179e+00,-4.735964e+01,6.046538e+00
-4.749388e+01,6.433007e+00,-4.749371e+01,6.433263e+00
-4.821430e+01,7.686005e+00,-4.812331e+01,7.638869e+00
-4.894636e+01,2.417937e-01,-4.846791e+01,8.547488e+00
-4.850685e+01,8.572036e+00,-9.618681e+01,2.820359e-01
-5.789687e-01,3.686392e-01,-1.039287e+02,2.993793e-01
-4.482800e-01,3.489044e+00,-2.078429e+02,3.799561e+01
-2.314065e+00,6.197403e+00,-6.823557e-01,2.815570e-01
-2.974002e+00,6.936784e+00,-4.807576e-01,3.426865e+00
-5.386632e+00,1.175696e+01,-2.313094e+00,6.195751e+00
-4.727756e+00,1.261599e+01,-2.848997e+00,6.679064e+00
-1.359023e+01,1.117452e+01,-5.051916e+00,1.149020e+01
-4.334045e+00,1.715666e+01,-4.724341e+00,1.261463e+01
-2.527665e+00,1.853440e+01,-4.468451e+00,1.544257e+01
-4.734788e+01,5.923746e+00,-2.292243e+00,1.799528e+01
-4.749387e+01,6.432965e+00,-1.441253e+01,3.060236e+01
-4.821285e+01,7.680413e+00,-2.118823e+01,4.044853e+01
-4.893977e+01,3.547681e-01,-4.735439e+01,6.030754e+00
-4.850638e+01,8.571131e+00,-4.749368e+01,6.433190e+00
-5.804382e-01,3.667115e-01,-4.812191e+01,7.634476e+00
-4.497514e-01,3.494216e+00,-4.846777e+01,8.546957e+00
-2.314197e+00,6.197534e+00,-9.618170e+01,2.816500e-01
-3.004710e+00,6.970814e+00,-1.039342e+02,2.987919e-01
-5.436622e+00,1.169747e+01,-2.079171e+02,3.817542e+01
-4.727560e+00,1.261575e+01,-6.891217e-01,2.730808e-01
-1.337665e+01,1.161889e+01,-4.838125e-01,3.431008e+00
-4.407459e+00,1.719744e+01,-2.313317e+00,6.195951e+00
-2.555466e+00,1.851809e+01,-2.875665e+00,6.700090e+00
-4.734233e+01,5.903817e+00,-5.055161e+00,1.144189e+01
-4.749386e+01,6.432928e+00,-4.724241e+00,1.261453e+01
-4.821135e+01,7.674919e+00,-4.469397e+00,1.542948e+01
-4.893265e+01,4.401472e-01,-2.291684e+00,1.799314e+01
-4.850592e+01,8.570273e+00,-1.422054e+01,3.079603e+01
-5.819322e-01,3.647528e-01,-2.145397e+01,3.997662e+01
-4.512261e-01,3.499415e+00,-4.734903e+01,6.014636e+00
-2.314318e+00,6.197658e+00,-4.749366e+01,6.433124e+00
-3.036491e+00,7.006566e+00,-4.812052e+01,7.630212e+00
-5.488780e+00,1.163118e+01,-4.846764e+01,8.546469e+00
-4.727370e+00,1.261554e+01,-9.617663e+01,2.811868e-01
-4.489146e+00,1.723768e+01,-1.039396e+02,2.981223e-01
-1.315291e+01,1.205629e+01,-2.079886e+02,3.834772e+01
-2.581475e+00,1.849890e+01,-6.961423e-01,2.639605e-01
-4.733661e+01,5.883372e+00,-4.868853e-01,3.435161e+00
-4.749386e+01,6.432897e+00,-2.313522e+00,6.196139e+00
-4.820981e+01,7.669521e+00,-2.903246e+00,6.721860e+00
-4.892501e+01,5.118846e-01,-5.057960e+00,1.139243e+01
-4.850547e+01,8.569458e+00,-4.724149e+00,1.261444e+01
-5.856304e-01,3.572391e-01,-4.470244e+00,1.541728e+01
-4.528514e-01,3.504270e+00,-2.291107e+00,1.799122e+01
-2.314429e+00,6.197772e+00,-1.403280e+01,3.096206e+01
-3.069838e+00,7.043700e+00,-2.171473e+01,3.953114e+01
-5.542069e+00,1.155717e+01,-4.734356e+01,5.998172e+00
-4.727186e+00,1.261535e+01,-4.749364e+01,6.433064e+00
-4.579506e+00,1.727676e+01,-4.811914e+01,7.626070e+00
-1.291891e+01,1.248939e+01,-4.846753e+01,8.546022e+00
-2.605265e+00,1.847741e+01,-9.617159e+01,2.806469e-01
-4.733049e+01,5.862235e+00,-1.039449e+02,2.973712e-01
-4.749385e+01,6.432870e+00,-2.080574e+02,3.851298e+01
-4.820808e+01,7.664164e+00,-7.034473e-01,2.540885e-01
-4.891684e+01,5.751481e-01,-4.899768e-01,3.439323e+00
-4.850498e+01,8.568684e+00,-2.313710e+00,6.196316e+00
-5.874976e-01,3.544871e-01,-2.931794e+00,6.744422e+00
-4.544517e-01,3.509571e+00,-5.060282e+00,1.134173e+01
-2.314530e+00,6.197883e+00,-4.724065e+00,1.261436e+01
-3.103748e+00,7.083623e+00,-4.471017e+00,1.540588e+01
-5.597203e+00,1.147388e+01,-2.290516e+00,1.798951e+01
-4.727006e+00,1.261518e+01,-1.385239e+01,3.110172e+01
-4.680429e+00,1.731281e+01,-2.196747e+01,3.911109e+01
-1.267440e+01,1.292178e+01,-4.733798e+01,5.981349e+00
-2.626187e+00,1.845376e+01,-4.749363e+01,6.433010e+00
-4.732450e+01,5.840744e+00,-4.811776e+01,7.622043e+00
-4.749385e+01,6.432847e+00,-4.846742e+01,8.545611e+00
-4.820627e+01,7.658881e+00,-9.616658e+01,2.800305e-01
-4.890821e+01,6.323274e-01,-1.039502e+02,2.965398e-01
-4.850449e+01,8.567950e+00,-2.081236e+02,3.867165e+01
-5.894341e-01,3.516952e-01,-7.110729e-01,2.433256e-01
-4.559926e-01,3.514777e+00,-4.930873e-01,3.443495e+00
-2.314621e+00,6.197981e+00,-2.313883e+00,6.196483e+00
-3.139127e+00,7.125534e+00,-2.961366e+00,6.767828e+00
-5.652127e+00,1.138091e+01,-5.062088e+00,1.128973e+01
-4.726833e+00,1.261503e+01,-4.723987e+00,1.261430e+01
-4.793965e+00,1.734429e+01,-4.471731e+00,1.539524e+01
-1.241927e+01,1.335628e+01,-2.289913e+00,1.798799e+01
-2.643850e+00,1.842820e+01,-1.368200e+01,3.121703e+01
-4.731819e+01,5.818622e+00,-2.220950e+01,3.871467e+01
-4.749385e+01,6.432830e+00,-4.733228e+01,5.964153e+00
-4.820455e+01,7.653761e+00,-4.749361e+01,6.432962e+00
-4.889911e+01,6.849306e-01,-4.811639e+01,7.618122e+00
-4.850405e+01,8.567259e+00,-4.846732e+01,8.545235e+00
-5.913154e-01,3.488819e-01,-9.616162e+01,2.793386e-01
-4.575147e-01,3.520050e+00,-1.039555e+02,2.956290e-01
-2.314700e+00,6.198080e+00,-2.081876e+02,3.882416e+01
-3.175776e+00,7.170113e+00,-7.190644e-01,2.314860e-01
-5.705730e+00,1.127704e+01,-4.962174e-01,3.447676e+00
-4.726666e+00,1.261490e+01,-2.314040e+00,6.196640e+00
-4.920714e+00,1.736896e+01,-2.992025e+00,6.792138e+00
-1.215395e+01,1.379604e+01,-5.063335e+00,1.123632e+01
-2.658118e+00,1.840165e+01,-4.723915e+00,1.261424e+01
-4.731168e+01,5.795897e+00,-4.472399e+00,1.538529e+01
-4.749385e+01,6.432816e+00,-2.289301e+00,1.798664e+01
-4.820278e+01,7.648729e+00,-1.352376e+01,3.131054e+01
-4.888955e+01,7.339584e-01,-2.243875e+01,3.833953e+01
-4.850361e+01,8.566604e+00,-4.732646e+01,5.946571e+00
-5.932463e-01,3.459687e-01,-4.749360e+01,6.432920e+00
-4.590450e-01,3.525347e+00,-4.811503e+01,7.614303e+00
-2.314770e+00,6.198174e+00,-4.846723e+01,8.544892e+00
-3.213763e+00,7.217597e+00,-9.615670e+01,2.785717e-01
-5.756341e+00,1.116173e+01,-1.039607e+02,2.946401e-01
-4.726506e+00,1.261478e+01,-2.082493e+02,3.897087e+01
-5.061902e+00,1.738390e+01,-7.274791e-01,2.183135e-01
-1.187881e+01,1.424428e+01,-4.993676e-01,3.451866e+00
-2.668951e+00,1.837482e+01,-2.314184e+00,6.196789e+00
-4.730496e+01,5.772548e+00,-3.023843e+00,6.817417e+00
-4.749386e+01,6.432807e+00,-5.063970e+00,1.118142e+01
-4.820096e+01,7.643787e+00,-4.723849e+00,1.261418e+01
-4.887956e+01,7.800403e-01,-4.473031e+00,1.537600e+01
-4.850317e+01,8.565986e+00,-2.288680e+00,1.798546e+01
-5.935338e-01,3.455517e-01,-1.337912e+01,3.138503e+01
-4.601251e-01,3.531101e+00,-2.265380e+01,3.798302e+01
-2.314830e+00,6.198261e+00,-4.732051e+01,5.928589e+00
-3.252034e+00,7.268296e+00,-4.749360e+01,6.432882e+00
-5.804238e+00,1.103694e+01,-4.811367e+01,7.610580e+00
-4.726359e+00,1.261468e+01,-4.846715e+01,8.544579e+00
-5.224749e+00,1.739290e+01,-9.615182e+01,2.777308e-01
-2.678379e+00,1.834696e+01,-1.039658e+02,2.935742e-01
-1.158453e+01,1.470618e+01,-2.083089e+02,3.911214e+01
-4.729821e+01,5.748729e+00,-7.363917e-01,2.034381e-01
-4.749387e+01,6.432803e+00,-5.025381e-01,3.456066e+00
-4.819943e+01,7.639045e+00,-2.314316e+00,6.196929e+00
-4.886940e+01,8.236923e-01,-3.056898e+00,6.843738e+00
-4.850285e+01,8.565394e+00,-5.063934e+00,1.112491e+01
-5.935244e-01,3.483496e-01,-4.723788e+00,1.261414e+01
-4.615233e-01,3.536103e+00,-4.473635e+00,1.536733e+01
-2.314866e+00,6.198329e+00,-2.288052e+00,1.798443e+01
-3.292620e+00,7.322798e+00,-1.324888e+01,3.144330e+01
-5.844108e+00,1.089922e+01,-2.285387e+01,3.764248e+01
-4.726214e+00,1.261460e+01,-4.731443e+01,5.910190e+00
-5.400563e+00,1.737633e+01,-4.749359e+01,6.432850e+00
-2.683009e+00,1.832109e+01,-4.811231e+01,7.606948e+00
-1.128804e+01,1.518325e+01,-4.846707e+01,8.544296e+00
-4.729104e+01,5.724075e+00,-9.614698e+01,2.768169e-01
-4.749388e+01,6.432801e+00,-1.039709e+02,2.924328e-01
-4.819755e+01,7.634291e+00,-2.083665e+02,3.924829e+01
-4.885860e+01,8.651608e-01,-7.459024e-01,1.862931e-01
-4.850243e+01,8.564845e+00,-5.057293e-01,3.460275e+00
-5.952552e-01,3.459607e-01,-2.314435e+00,6.197061e+00
-4.630239e-01,3.541488e+00,-3.091277e+00,6.871185e+00
-2.314910e+00,6.198406e+00,-5.063158e+00,1.106670e+01
-3.334553e+00,7.381608e+00,-4.723733e+00,1.261410e+01
-5.876325e+00,1.075132e+01,-4.474215e+00,1.535923e+01
-4.726073e+00,1.261453e+01,-2.287417e+00,1.798354e+01
-5.594389e+00,1.733284e+01,-1.313336e+01,3.148797e+01
-2.685087e+00,1.829647e+01,-2.303871e+01,3.731538e+01
-1.098190e+01,1.568366e+01,-4.730822e+01,5.891358e+00
-4.728361e+01,5.698717e+00,-4.749359e+01,6.432822e+00
-4.749389e+01,6.432803e+00,-4.811095e+01,7.603402e+00
-4.819562e+01,7.629626e+00,-4.846701e+01,8.544039e+00
-4.884740e+01,9.047691e-01,-9.614218e+01,2.758308e-01
-4.850201e+01,8.564329e+00,-1.039760e+02,2.912171e-01
-5.970490e-01,3.434498e-01,-2.084222e+02,3.937960e+01
-4.644348e-01,3.547027e+00,-7.561507e-01,1.659335e-01
-2.314939e+00,6.198506e+00,-5.089416e-01,3.464493e+00
-3.377782e+00,7.445415e+00,-2.314543e+00,6.197186e+00
-5.900324e+00,1.059434e+01,-3.127079e+00,6.899850e+00
-4.725944e+00,1.261445e+01,-5.061562e+00,1.100664e+01
-5.804558e+00,1.724936e+01,-4.723681e+00,1.261407e+01
-2.685002e+00,1.827370e+01,-4.474775e+00,1.535167e+01
-1.066795e+01,1.621857e+01,-2.286775e+00,1.798279e+01
-4.727591e+01,5.672625e+00,-1.303246e+01,3.152140e+01
-4.749392e+01,6.432815e+00,-2.320844e+01,3.699943e+01
-4.819371e+01,7.625052e+00,-4.730187e+01,5.872077e+00
-4.883583e+01,9.427284e-01,-4.749359e+01,6.432799e+00
-4.850153e+01,8.563843e+00,-4.810959e+01,7.599939e+00
-6.009143e-01,3.350352e-01,-4.846695e+01,8.543809e+00
-4.658726e-01,3.552009e+00,-9.613743e+01,2.747737e-01
-2.314967e+00,6.198576e+00,-1.039810e+02,2.899285e-01
-3.421833e+00,7.514672e+00,-2.084762e+02,3.950637e+01
-5.916427e+00,1.042935e+01,-7.673415e-01,1.405613e-01
-4.725816e+00,1.261441e+01,-5.121753e-01,3.468720e+00
-6.021473e+00,1.710699e+01,-2.314641e+00,6.197304e+00
-2.683242e+00,1.825219e+01,-3.164416e+00,6.929838e+00
-1.035544e+01,1.680601e+01,-5.059052e+00,1.094461e+01
-4.726792e+01,5.645761e+00,-4.723634e+00,1.261405e+01
-4.749393e+01,6.432825e+00,-4.475316e+00,1.534462e+01
-4.819170e+01,7.620558e+00,-2.286126e+00,1.798217e+01
-4.882387e+01,9.792253e-01,-1.294585e+01,3.154569e+01
-4.850111e+01,8.563390e+00,-2.336345e+01,3.669260e+01
-6.029192e-01,3.319393e-01,-4.729537e+01,5.852330e+00
-4.673800e-01,3.557445e+00,-4.749359e+01,6.432779e+00
-2.314988e+00,6.198643e+00,-4.810824e+01,7.596554e+00
-3.466935e+00,7.591271e+00,-4.846689e+01,8.543603e+00
-5.925225e+00,1.025643e+01,-9.613273e+01,2.736467e-01
-4.725694e+00,1.261437e+01,-1.039859e+02,2.885683e-01
-6.211521e+00,1.688513e+01,-2.085284e+02,3.962884e+01
-2.680156e+00,1.823232e+01,-7.797965e-01,1.058216e-01
-1.007699e+01,1.746519e+01,-5.154306e-01,3.472956e+00
-4.725964e+01,5.618100e+00,-2.314728e+00,6.197415e+00
-4.749395e+01,6.432838e+00,-3.203415e+00,6.961271e+00
-4.818964e+01,7.616151e+00,-5.055519e+00,1.088043e+01
-4.881157e+01,1.014370e+00,-4.723590e+00,1.261403e+01
-4.850070e+01,8.562967e+00,-4.475838e+00,1.533806e+01
-6.049612e-01,3.287495e-01,-2.285470e+00,1.798166e+01
-4.688981e-01,3.562903e+00,-1.287302e+01,3.156264e+01
-2.315003e+00,6.198706e+00,-2.350430e+01,3.639312e+01
-3.512208e+00,7.676215e+00,-4.728872e+01,5.832097e+00
-5.928335e+00,1.007546e+01,-4.749360e+01,6.432764e+00
-4.725578e+00,1.261434e+01,-4.810688e+01,7.593245e+00
-6.314570e+00,1.660256e+01,-4.846685e+01,8.543421e+00
-2.676048e+00,1.821404e+01,-9.612807e+01,2.724508e-01
-9.891588e+00,1.817651e+01,-1.039908e+02,2.871380e-01
-4.725104e+01,5.589601e+00,-2.085791e+02,3.974725e+01
-4.749397e+01,6.432854e+00,-7.940760e-01,3.944658e-02
-4.818754e+01,7.611829e+00,-5.187077e-01,3.477200e+00
-4.879893e+01,1.048290e+00,-2.314806e+00,6.197520e+00
-4.850029e+01,8.562574e+00,-3.244224e+00,6.994286e+00
-6.070437e-01,3.255072e-01,-5.050835e+00,1.081395e+01
-4.704225e-01,3.568378e+00,-4.723551e+00,1.261402e+01
-2.315011e+00,6.198766e+00,-4.476341e+00,1.533196e+01
-3.556512e+00,7.771164e+00,-2.284806e+00,1.798126e+01
-5.927906e+00,9.885600e+00,-1.281336e+01,3.157381e+01
-4.725469e+00,1.261433e+01,-2.363165e+01,3.609946e+01
-6.315745e+00,1.633325e+01,-4.728192e+01,5.811358e+00
-2.671318e+00,1.819732e+01,-4.749361e+01,6.432753e+00
-9.811560e+00,1.886605e+01,-4.810553e+01,7.590007e+00
-4.724217e+01,5.559996e+00,-4.846680e+01,8.543261e+00
-4.749400e+01,6.432873e+00,-9.612346e+01,2.711872e-01
-4.818547e+01,7.607363e+00,-1.039956e+02,2.856390e-01
-4.878539e+01,1.082025e+00,-2.086283e+02,3.986182e+01
-4.849989e+01,8.562138e+00,-5.220070e-01,3.481453e+00
-6.091312e-01,3.221505e-01,-2.314875e+00,6.197619e+00
-4.719291e-01,3.573925e+00,-3.287012e+00,7.029045e+00
-2.315016e+00,6.198818e+00,-5.044849e+00,1.074495e+01
-3.597791e+00,7.878249e+00,-4.723514e+00,1.261401e+01
-5.926929e+00,9.684876e+00,-4.476823e+00,1.532629e+01
-4.725364e+00,1.261432e+01,-2.284134e+00,1.798098e+01
-6.258882e+00,1.611658e+01,-1.276623e+01,3.158054e+01
-2.665918e+00,1.818198e+01,-2.374617e+01,3.581028e+01
-9.794260e+00,1.949366e+01,-4.727495e+01,5.790094e+00
-4.723288e+01,5.529665e+00,-4.749362e+01,6.432746e+00
-4.749402e+01,6.432895e+00,-4.810417e+01,7.586839e+00
-4.818329e+01,7.603180e+00,-4.846677e+01,8.543123e+00
-4.877202e+01,1.113872e+00,-9.611890e+01,2.698570e-01
-4.849949e+01,8.561792e+00,-1.040004e+02,2.840727e-01
-6.074820e-01,3.276033e-01,-2.086760e+02,3.997276e+01
-4.728894e-01,3.579567e+00,-5.253286e-01,3.485714e+00
-2.314995e+00,6.198854e+00,-2.314935e+00,6.197713e+00
-3.629835e+00,7.998485e+00,-3.331978e+00,7.065734e+00
-5.934902e+00,9.473257e+00,-5.037382e+00,1.067321e+01
-4.725272e+00,1.261432e+01,-4.723481e+00,1.261401e+01
-6.190065e+00,1.594186e+01,-4.477282e+00,1.532105e+01
-2.660925e+00,1.816629e+01,-2.283453e+00,1.798079e+01
-9.786823e+00,2.008351e+01,-1.273098e+01,3.158397e+01
-4.722353e+01,5.498620e+00,-2.384858e+01,3.552444e+01
-4.749405e+01,6.432922e+00,-4.726781e+01,5.768282e+00
-4.875872e+01,1.144719e+00,-4.749363e+01,6.432742e+00
-4.818143e+01,7.599187e+00,-4.810281e+01,7.583738e+00
-4.849921e+01,8.561462e+00,-4.846673e+01,8.543005e+00
-6.079280e-01,3.294342e-01,-9.611438e+01,2.684614e-01
-4.743428e-01,3.585605e+00,-1.040051e+02,2.824404e-01
-2.315001e+00,6.198882e+00,-2.087223e+02,4.008026e+01
-3.651421e+00,8.133644e+00,-1.109792e+00,5.190052e-02
-5.949266e+00,9.247126e+00,-5.286728e-01,3.489983e+00
-4.725168e+00,1.261435e+01,-2.314988e+00,6.197801e+00
-6.107954e+00,1.581107e+01,-3.379360e+00,7.104574e+00
-2.654854e+00,1.815367e+01,-5.028215e+00,1.059847e+01
-9.798528e+00,2.060916e+01,-4.723451e+00,1.261402e+01
-4.721350e+01,5.466334e+00,-4.477715e+00,1.531619e+01
-4.749407e+01,6.432944e+00,-2.282761e+00,1.798070e+01
-4.874479e+01,1.174687e+00,-1.270697e+01,3.158511e+01
-4.817925e+01,7.595178e+00,-2.393957e+01,3.524091e+01
-4.849875e+01,8.561167e+00,-4.726050e+01,5.745899e+00
-6.087512e-01,3.299409e-01,-4.749364e+01,6.432741e+00
-4.759098e-01,3.591453e+00,-4.810145e+01,7.580701e+00
-2.314985e+00,6.198925e+00,-4.846671e+01,8.542908e+00
-3.652380e+00,8.280415e+00,-9.610992e+01,2.670015e-01
-5.982944e+00,9.010675e+00,-1.040097e+02,2.807436e-01
-4.725078e+00,1.261436e+01,-2.087673e+02,4.018449e+01
-6.028483e+00,1.570697e+01,-1.122552e+00,1.211348e-01
-2.648639e+00,1.814185e+01,-5.320396e-01,3.494259e+00
-9.808477e+00,2.110062e+01,-2.315032e+00,6.197883e+00
-4.720304e+01,5.432983e+00,-3.429443e+00,7.145826e+00
-4.749410e+01,6.432975e+00,-5.017083e+00,1.052041e+01
-4.873057e+01,1.203800e+00,-4.723424e+00,1.261403e+01
-4.817697e+01,7.591236e+00,-4.478119e+00,1.531172e+01
-4.849836e+01,8.560897e+00,-2.282059e+00,1.798069e+01
-6.110048e-01,3.262986e-01,-1.269359e+01,3.158484e+01
-4.770622e-01,3.596276e+00,-2.401979e+01,3.495878e+01
-2.314970e+00,6.199005e+00,-4.725300e+01,5.722921e+00
-3.626900e+00,8.430005e+00,-4.749366e+01,6.432745e+00
-6.042383e+00,8.772670e+00,-4.810009e+01,7.577725e+00
-4.724997e+00,1.261438e+01,-4.846669e+01,8.542830e+00
-5.953541e+00,1.562208e+01,-9.610550e+01,2.654785e-01
-2.642357e+00,1.813134e+01,-1.040143e+02,2.789836e-01
