re_reec,im_reec,re_gfma,im_gfma
-9.814133e+00,2.156524e+01,-2.088111e+02,4.028562e+01
-4.719213e+01,5.398514e+00,-1.133833e+00,1.605302e-01
-4.749414e+01,6.433014e+00,-5.354293e-01,3.498543e+00
-4.871608e+01,1.232107e+00,-2.315069e+00,6.197961e+00
-4.817470e+01,7.587370e+00,-3.482576e+00,7.189805e+00
-4.849789e+01,8.560656e+00,-5.003658e+00,1.043867e+01
-6.152858e-01,3.164001e-01,-4.723399e+00,1.261405e+01
-4.784247e-01,3.601343e+00,-4.478490e+00,1.530762e+01
-2.314944e+00,6.199044e+00,-2.281345e+00,1.798078e+01
-3.576618e+00,8.569610e+00,-1.269026e+01,3.158395e+01
-6.126350e+00,8.545463e+00,-2.408990e+01,3.467725e+01
-4.724918e+00,1.261441e+01,-4.724531e+01,5.699320e+00
-5.884276e+00,1.555190e+01,-4.749367e+01,6.432751e+00
-2.636157e+00,1.812145e+01,-4.809872e+01,7.574809e+00
-9.812464e+00,2.200901e+01,-4.846667e+01,8.542770e+00
-4.718080e+01,5.362596e+00,-9.610113e+01,2.638936e-01
-4.749417e+01,6.433050e+00,-1.040189e+02,2.771618e-01
-4.870071e+01,1.260483e+00,-2.088537e+02,4.038382e+01
-4.817240e+01,7.583364e+00,-1.144109e+00,1.903906e-01
-4.849750e+01,8.560369e+00,-5.388421e-01,3.502834e+00
-6.165701e-01,3.155648e-01,-2.315099e+00,6.198035e+00
-4.799380e-01,3.607101e+00,-3.539194e+00,7.236895e+00
-2.314912e+00,6.199080e+00,-4.987524e+00,1.035282e+01
-3.510042e+00,8.691545e+00,-4.723377e+00,1.261407e+01
-6.226527e+00,8.336012e+00,-4.478822e+00,1.530386e+01
-4.724843e+00,1.261445e+01,-2.280617e+00,1.798095e+01
-5.819570e+00,1.549275e+01,-1.269643e+01,3.158312e+01
-2.629876e+00,1.811239e+01,-2.415048e+01,3.439557e+01
-9.806875e+00,2.243498e+01,-4.723743e+01,5.675071e+00
-4.716890e+01,5.325662e+00,-4.749369e+01,6.432761e+00
-4.749421e+01,6.433090e+00,-4.809735e+01,7.571951e+00
-4.868563e+01,1.287377e+00,-4.846665e+01,8.542728e+00
-4.817000e+01,7.579623e+00,-9.609681e+01,2.622478e-01
-4.849709e+01,8.560165e+00,-1.040234e+02,2.752795e-01
-6.168579e-01,3.178826e-01,-2.088951e+02,4.047923e+01
-4.815293e-01,3.613110e+00,-1.153653e+00,2.150978e-01
-2.314875e+00,6.199114e+00,-5.422781e-01,3.507132e+00
-3.436037e+00,8.795477e+00,-2.315122e+00,6.198103e+00
-6.334421e+00,8.144549e+00,-3.599856e+00,7.287571e+00
-4.724773e+00,1.261450e+01,-4.968145e+00,1.026232e+01
-5.759547e+00,1.544233e+01,-4.723358e+00,1.261410e+01
-2.623652e+00,1.810408e+01,-4.479111e+00,1.530045e+01
-9.795614e+00,2.284633e+01,-2.279876e+00,1.798120e+01
-4.715644e+01,5.287411e+00,-1.271156e+01,3.158303e+01
-4.749424e+01,6.433133e+00,-2.420213e+01,3.411302e+01
-4.867032e+01,1.313581e+00,-4.722933e+01,5.650143e+00
-4.816754e+01,7.575951e+00,-4.749371e+01,6.432773e+00
-4.849669e+01,8.559982e+00,-4.809598e+01,7.569149e+00
-6.185966e-01,3.156164e-01,-4.846664e+01,8.542704e+00
-4.830180e-01,3.618796e+00,-9.609253e+01,2.605423e-01
-2.314833e+00,6.199145e+00,-1.040278e+02,2.733380e-01
-3.359955e+00,8.884402e+00,-2.089355e+02,4.057198e+01
-6.444825e+00,7.968042e+00,-1.162638e+00,2.364918e-01
-4.724706e+00,1.261455e+01,-5.457375e-01,3.511435e+00
-5.703860e+00,1.539888e+01,-2.315138e+00,6.198168e+00
-2.617504e+00,1.809646e+01,-3.665293e+00,7.342428e+00
-9.778831e+00,2.324520e+01,-4.944811e+00,1.016653e+01
-4.714340e+01,5.247760e+00,-4.723340e+00,1.261413e+01
-4.749428e+01,6.433178e+00,-4.479353e+00,1.529735e+01
-4.865477e+01,1.339139e+00,-2.279118e+00,1.798152e+01
-4.816505e+01,7.572344e+00,-1.273517e+01,3.158425e+01
-4.849628e+01,8.559819e+00,-2.424539e+01,3.382896e+01
-6.204218e-01,3.132800e-01,-4.722102e+01,5.624504e+00
-4.845382e-01,3.624509e+00,-4.749374e+01,6.432789e+00
-2.314786e+00,6.199173e+00,-4.809460e+01,7.566401e+00
-3.284984e+00,8.961275e+00,-4.846664e+01,8.542697e+00
-6.554962e+00,7.802944e+00,-9.608831e+01,2.587782e-01
-4.724644e+00,1.261461e+01,-1.040322e+02,2.713386e-01
-5.652088e+00,1.536106e+01,-2.089749e+02,4.066221e+01
-2.611459e+00,1.808946e+01,-1.171181e+00,2.555468e-01
-9.756673e+00,2.363344e+01,-5.492204e-01,3.515745e+00
-4.712973e+01,5.206640e+00,-2.315148e+00,6.198228e+00
-4.749432e+01,6.433226e+00,-3.736500e+00,7.402228e+00
-4.863902e+01,1.364048e+00,-4.916548e+00,1.006460e+01
-4.816250e+01,7.568807e+00,-4.723325e+00,1.261417e+01
-4.849587e+01,8.559678e+00,-4.479540e+00,1.529457e+01
-8.864472e-02,3.041858e-03,-2.278344e+00,1.798192e+01
-6.222997e-01,3.109369e-01,-1.276676e+01,3.158738e+01
-4.860560e-01,3.630252e+00,-2.428082e+01,3.354274e+01
-2.314734e+00,6.199199e+00,-4.721248e+01,5.598122e+00
-3.212334e+00,9.028663e+00,-4.749376e+01,6.432808e+00
-6.663702e+00,7.646394e+00,-4.809321e+01,7.563705e+00
-4.724586e+00,1.261468e+01,-4.846664e+01,8.542706e+00
-5.603841e+00,1.532788e+01,-9.608413e+01,2.569566e-01
-2.605520e+00,1.808304e+01,-1.040365e+02,2.692826e-01
-9.729375e+00,2.401234e+01,-2.090133e+02,4.075004e+01
-4.711537e+01,5.163956e+00,-1.179367e+00,2.728501e-01
-4.749436e+01,6.433276e+00,-5.527271e-01,3.520060e+00
-4.862306e+01,1.388346e+00,-2.315152e+00,6.198284e+00
-4.815990e+01,7.565334e+00,-3.814897e+00,7.467961e+00
-4.849545e+01,8.559556e+00,-4.881962e+00,9.955489e+00
-8.798076e-02,4.547734e-03,-4.723312e+00,1.261421e+01
-6.242185e-01,3.085376e-01,-4.479668e+00,1.529209e+01
-4.874667e-01,3.636129e+00,-2.277552e+00,1.798239e+01
-2.314694e+00,6.199204e+00,-1.280587e+01,3.159296e+01
-3.142332e+00,9.088531e+00,-2.430893e+01,3.325374e+01
-6.770775e+00,7.496156e+00,-4.720370e+01,5.570961e+00
-4.724520e+00,1.261476e+01,-4.749379e+01,6.432830e+00
-5.558744e+00,1.529840e+01,-4.809182e+01,7.561060e+00
-2.599711e+00,1.807742e+01,-4.846664e+01,8.542732e+00
-9.697092e+00,2.438301e+01,-9.608001e+01,2.550786e-01
-4.710029e+01,5.119615e+00,-1.040407e+02,2.671712e-01
-4.749440e+01,6.433323e+00,-2.090507e+02,4.083558e+01
-4.860692e+01,1.412048e+00,-1.187260e+00,2.887860e-01
-4.815733e+01,7.561930e+00,-5.562577e-01,3.524381e+00
-4.849498e+01,8.559457e+00,-2.315150e+00,6.198337e+00
-8.727785e-02,5.622321e-03,-3.902613e+00,7.540938e+00
-6.260363e-01,3.063373e-01,-4.838944e+00,9.837807e+00
-4.889953e-01,3.641923e+00,-4.723300e+00,1.261426e+01
-2.314634e+00,6.199223e+00,-4.479730e+00,1.528990e+01
-3.075177e+00,9.142361e+00,-2.276740e+00,1.798292e+01
-6.876125e+00,7.350370e+00,-1.285203e+01,3.160152e+01
-4.724468e+00,1.261484e+01,-2.433025e+01,3.296134e+01
-5.516557e+00,1.527235e+01,-4.719467e+01,5.542982e+00
-2.594022e+00,1.807203e+01,-4.749382e+01,6.432854e+00
-9.660016e+00,2.474655e+01,-4.809042e+01,7.558464e+00
-4.708441e+01,5.073511e+00,-4.846664e+01,8.542773e+00
-4.749444e+01,6.433379e+00,-9.607593e+01,2.531452e-01
-4.859061e+01,1.435173e+00,-1.040449e+02,2.650057e-01
-4.815463e+01,7.558583e+00,-2.090873e+02,4.091894e+01
-4.849455e+01,8.559373e+00,-1.194906e+00,3.036219e-01
-8.654538e-02,6.479435e-03,-5.598123e-01,3.528706e+00
-6.279104e-01,3.041107e-01,-2.315142e+00,6.198386e+00
-4.905771e-01,3.647723e+00,-4.003102e+00,7.622882e+00
-2.314570e+00,6.199240e+00,-4.784066e+00,9.709751e+00
-3.010893e+00,9.191194e+00,-4.723291e+00,1.261431e+01
-6.979862e+00,7.207515e+00,-4.479719e+00,1.528800e+01
-4.724419e+00,1.261492e+01,-2.275907e+00,1.798352e+01
-5.476939e+00,1.524904e+01,-1.290475e+01,3.161358e+01
-2.588467e+00,1.806706e+01,-2.434533e+01,3.266493e+01
-9.618582e+00,2.510390e+01,-4.718538e+01,5.514145e+00
-4.706769e+01,5.025470e+00,-4.749385e+01,6.432882e+00
-4.749449e+01,6.433436e+00,-4.808901e+01,7.555915e+00
-4.857404e+01,1.457882e+00,-4.846665e+01,8.542830e+00
-4.815189e+01,7.555258e+00,-9.607191e+01,2.511575e-01
-4.849410e+01,8.559301e+00,-1.040491e+02,2.627872e-01
-8.555868e-02,7.093638e-03,-2.091230e+02,4.100024e+01
-6.273961e-01,3.093237e-01,-1.202346e+00,3.175518e-01
-4.918141e-01,3.653050e+00,-5.633911e-01,3.533035e+00
-2.314511e+00,6.199269e+00,-2.315129e+00,6.198431e+00
-2.949681e+00,9.236055e+00,-4.122531e+00,7.715879e+00
-7.081952e+00,7.066538e+00,-4.711186e+00,9.569149e+00
-4.724374e+00,1.261501e+01,-4.723283e+00,1.261436e+01
-5.440061e+00,1.522726e+01,-4.479629e+00,1.528636e+01
-2.582932e+00,1.806240e+01,-2.275052e+00,1.798418e+01
-9.572857e+00,2.545576e+01,-1.296356e+01,3.162967e+01
-4.704990e+01,4.975444e+00,-2.435471e+01,3.236391e+01
-4.749454e+01,6.433497e+00,-4.717582e+01,5.484405e+00
-4.855744e+01,1.479908e+00,-4.749388e+01,6.432912e+00
-4.814926e+01,7.552060e+00,-4.808759e+01,7.553413e+00
-4.849369e+01,8.559246e+00,-4.846666e+01,8.542903e+00
-8.477053e-02,7.659973e-03,-9.606793e+01,2.491165e-01
-6.289843e-01,3.080298e-01,-1.040532e+02,2.605169e-01
-4.933433e-01,3.658875e+00,-2.091579e+02,4.107956e+01
-2.314438e+00,6.199282e+00,-1.209608e+00,3.307215e-01
-2.890505e+00,9.277342e+00,-5.669943e-01,3.537368e+00
-7.183274e+00,6.926365e+00,-2.315110e+00,6.198473e+00
-4.724332e+00,1.261510e+01,-4.273327e+00,7.821037e+00
-5.405018e+00,1.520832e+01,-4.607901e+00,9.414801e+00
-2.577623e+00,1.805824e+01,-4.723277e+00,1.261442e+01
-9.522348e+00,2.580216e+01,-4.479452e+00,1.528499e+01
-4.703123e+01,4.923310e+00,-2.274172e+00,1.798490e+01
-4.749459e+01,6.433560e+00,-1.302791e+01,3.165030e+01
-4.854072e+01,1.501403e+00,-2.435899e+01,3.205766e+01
-4.814643e+01,7.548882e+00,-4.716597e+01,5.453715e+00
-4.849323e+01,8.559212e+00,-4.749391e+01,6.432945e+00
-8.424747e-02,8.134487e-03,-4.808616e+01,7.550957e+00
-6.324141e-01,2.999300e-01,-4.846667e+01,8.542990e+00
-4.945280e-01,3.664080e+00,-9.606400e+01,2.470232e-01
-2.314358e+00,6.199293e+00,-1.040572e+02,2.581958e-01
-2.832716e+00,9.314698e+00,-2.091921e+02,4.115699e+01
-7.285163e+00,6.786547e+00,-1.216719e+00,3.432440e-01
-4.724293e+00,1.261519e+01,-5.706222e-01,3.541705e+00
-5.371792e+00,1.519061e+01,-2.315086e+00,6.198512e+00
-2.572322e+00,1.805436e+01,-4.481530e+00,7.927888e+00
-9.468667e+00,2.614436e+01,-4.448199e+00,9.257074e+00
-4.701205e+01,4.869119e+00,-4.723273e+00,1.261449e+01
-4.749464e+01,6.433625e+00,-4.479181e+00,1.528388e+01
-4.852396e+01,1.522282e+00,-2.273267e+00,1.798568e+01
-4.814365e+01,7.545769e+00,-1.309725e+01,3.167596e+01
-4.849279e+01,8.559189e+00,-2.435879e+01,3.174559e+01
-8.349588e-02,8.502582e-03,-4.715582e+01,5.422024e+00
-6.342931e-01,2.976668e-01,-4.749395e+01,6.432980e+00
-4.960226e-01,3.669840e+00,-4.808472e+01,7.548543e+00
-2.314277e+00,6.199301e+00,-4.846668e+01,8.543092e+00
-2.778004e+00,9.350274e+00,-9.606012e+01,2.448785e-01
-7.385094e+00,6.645359e+00,-1.040612e+02,2.558251e-01
-4.724257e+00,1.261530e+01,-2.092255e+02,4.123263e+01
-5.340499e+00,1.517495e+01,-1.223699e+00,3.552083e-01
-2.567257e+00,1.805088e+01,-5.742749e-01,3.546044e+00
-9.409779e+00,2.648216e+01,-2.315056e+00,6.198547e+00
-4.699119e+01,4.812270e+00,-4.761532e+00,7.975234e+00
-4.749469e+01,6.433693e+00,-4.217714e+00,9.157057e+00
-4.850709e+01,1.542706e+00,-4.723270e+00,1.261456e+01
-4.814071e+01,7.542691e+00,-4.478809e+00,1.528301e+01
-4.849231e+01,8.559184e+00,-2.272335e+00,1.798651e+01
-8.274463e-02,8.795890e-03,-1.317097e+01,3.170713e+01
-6.361624e-01,2.954678e-01,-2.435478e+01,3.142709e+01
-4.975189e-01,3.675609e+00,-4.714535e+01,5.389278e+00
-2.314191e+00,6.199307e+00,-4.749399e+01,6.433018e+00
-2.725332e+00,9.383507e+00,-4.808327e+01,7.546172e+00
-7.484601e+00,6.502466e+00,-4.846670e+01,8.543208e+00
-4.724223e+00,1.261540e+01,-9.605629e+01,2.426834e-01
-5.310849e+00,1.516064e+01,-1.040651e+02,2.534058e-01
-2.562314e+00,1.804769e+01,-2.092582e+02,4.130656e+01
-9.346745e+00,2.681633e+01,-1.230565e+00,3.666865e-01
-4.696905e+01,4.752790e+00,-5.779527e-01,3.550385e+00
-4.749475e+01,6.433763e+00,-2.315022e+00,6.198579e+00
-4.849019e+01,1.562598e+00,-5.030724e+00,7.926695e+00
-4.813772e+01,7.539660e+00,-3.999083e+00,9.151012e+00
-4.849182e+01,8.559193e+00,-4.723269e+00,1.261463e+01
-8.199539e-02,9.025146e-03,-4.478328e+00,1.528237e+01
-6.379393e-01,2.934212e-01,-2.271374e+00,1.798739e+01
-4.990306e-01,3.681369e+00,-1.324837e+01,3.174426e+01
-2.314101e+00,6.199311e+00,-2.434773e+01,3.110161e+01
-2.674505e+00,9.414699e+00,-4.713454e+01,5.355417e+00
-7.583913e+00,6.357094e+00,-4.749402e+01,6.433059e+00
-4.724193e+00,1.261551e+01,-4.808180e+01,7.543842e+00
-5.282717e+00,1.514752e+01,-4.846671e+01,8.543338e+00
-2.557499e+00,1.804479e+01,-9.605250e+01,2.404387e-01
-9.279681e+00,2.714738e+01,-1.040690e+02,2.509389e-01
-4.694551e+01,4.690468e+00,-2.092902e+02,4.137886e+01
-4.749480e+01,6.433835e+00,-1.237334e+00,3.777376e-01
-4.847326e+01,1.581971e+00,-5.816557e-01,3.554727e+00
-4.813466e+01,7.536665e+00,-2.314983e+00,6.198609e+00
-4.849131e+01,8.559214e+00,-5.252489e+00,7.840880e+00
-8.151194e-02,9.171753e-03,-3.828951e+00,9.180200e+00
-6.421810e-01,2.836021e-01,-4.723268e+00,1.261471e+01
-5.002316e-01,3.686480e+00,-4.477730e+00,1.528197e+01
-2.314003e+00,6.199319e+00,-2.270383e+00,1.798833e+01
-2.625919e+00,9.444162e+00,-1.332872e+01,3.178775e+01
-7.682946e+00,6.208437e+00,-2.433844e+01,3.076861e+01
-4.724166e+00,1.261563e+01,-4.712339e+01,5.320376e+00
-5.256395e+00,1.513461e+01,-4.749406e+01,6.433102e+00
-2.552689e+00,1.804202e+01,-4.808032e+01,7.541552e+00
-9.208931e+00,2.747583e+01,-4.846673e+01,8.543483e+00
-4.692028e+01,4.625080e+00,-9.604877e+01,2.381454e-01
-4.749486e+01,6.433911e+00,-1.040728e+02,2.484254e-01
-4.845641e+01,1.600765e+00,-2.093215e+02,4.144959e+01
-4.813171e+01,7.533743e+00,-1.244017e+00,3.884105e-01
-4.849083e+01,8.559237e+00,-5.853844e-01,3.559071e+00
-8.080908e-02,9.293260e-03,-2.314939e+00,6.198635e+00
-6.444137e-01,2.802382e-01,-5.442274e+00,7.745711e+00
-5.016662e-01,3.692304e+00,-3.691901e+00,9.216560e+00
-2.313909e+00,6.199324e+00,-4.723270e+00,1.261479e+01
-2.578819e+00,9.471436e+00,-4.477006e+00,1.528179e+01
-7.782163e+00,6.055593e+00,-2.269360e+00,1.798931e+01
-4.724140e+00,1.261574e+01,-1.341119e+01,3.183794e+01
-5.230750e+00,1.512330e+01,-2.432782e+01,3.042765e+01
-2.548026e+00,1.803960e+01,-4.711185e+01,5.284086e+00
-9.136436e+00,2.780121e+01,-4.749410e+01,6.433148e+00
-4.689350e+01,4.556760e+00,-4.807882e+01,7.539300e+00
-4.749492e+01,6.433989e+00,-4.846675e+01,8.543641e+00
-4.844023e+01,1.618464e+00,-9.604508e+01,2.358041e-01
-4.812849e+01,7.530968e+00,-1.040766e+02,2.458663e-01
-4.849028e+01,8.559326e+00,-2.093523e+02,4.151885e+01
-8.011811e-02,9.343661e-03,-1.250626e+00,3.987465e-01
-6.466508e-01,2.769041e-01,-5.891389e-01,3.563415e+00
-5.031144e-01,3.697998e+00,-2.314890e+00,6.198659e+00
-2.313807e+00,6.199323e+00,-5.611970e+00,7.647886e+00
-2.533200e+00,9.497216e+00,-3.576073e+00,9.253238e+00
-7.881788e+00,5.897867e+00,-4.723272e+00,1.261487e+01
-4.724117e+00,1.261587e+01,-4.476149e+00,1.528181e+01
-5.206535e+00,1.511287e+01,-2.268303e+00,1.799033e+01
-2.543521e+00,1.803743e+01,-1.349488e+01,3.189506e+01
-9.057541e+00,2.812469e+01,-2.431681e+01,3.007833e+01
-4.686485e+01,4.484597e+00,-4.709993e+01,5.246472e+00
-4.749498e+01,6.434069e+00,-4.749415e+01,6.433196e+00
-4.842368e+01,1.636003e+00,-4.807731e+01,7.537085e+00
-4.812526e+01,7.528104e+00,-4.846677e+01,8.543813e+00
-4.848972e+01,8.559383e+00,-9.604144e+01,2.334158e-01
-7.942680e-02,9.333939e-03,-1.040803e+02,2.432623e-01
-6.481671e-01,2.748741e-01,-2.093824e+02,4.158669e+01
-3.045693e+00,1.301984e-02,-1.257171e+00,4.087807e-01
-5.048014e-01,3.704587e+00,-5.929197e-01,3.567759e+00
-2.313716e+00,6.199334e+00,-2.314837e+00,6.198679e+00
-7.982080e+00,5.734016e+00,-5.768239e+00,7.548964e+00
-2.488991e+00,9.522190e+00,-3.474835e+00,9.288508e+00
-4.724095e+00,1.261599e+01,-4.723276e+00,1.261496e+01
-5.183453e+00,1.510320e+01,-4.475149e+00,1.528204e+01
-2.539124e+00,1.803547e+01,-2.267211e+00,1.799140e+01
-8.974556e+00,2.844631e+01,-1.357884e+01,3.195922e+01
-4.683415e+01,4.408582e+00,-2.430645e+01,2.972040e+01
-4.749504e+01,6.434151e+00,-4.708759e+01,5.207449e+00
-4.840734e+01,1.652866e+00,-4.749419e+01,6.433246e+00
-4.812196e+01,7.525270e+00,-4.807577e+01,7.534906e+00
-4.848914e+01,8.559447e+00,-4.846678e+01,8.543999e+00
-1.000000e+02,-1.000000e+02,-9.603785e+01,2.309812e-01
-1.000000e+02,-1.000000e+02,-1.040840e+02,2.406145e-01
-1.000000e+02,-1.000000e+02,-2.094120e+02,4.165318e+01
-1.000000e+02,-1.000000e+02,-1.263661e+00,4.185433e-01
-1.000000e+02,-1.000000e+02,-5.967270e-01,3.572101e+00
-1.000000e+02,-1.000000e+02,-2.314779e+00,6.198697e+00
-1.000000e+02,-1.000000e+02,-5.915024e+00,7.449156e+00
-1.000000e+02,-1.000000e+02,-3.384277e+00,9.321973e+00
-1.000000e+02,-1.000000e+02,-4.723280e+00,1.261506e+01
-1.000000e+02,-1.000000e+02,-4.473998e+00,1.528246e+01
-1.000000e+02,-1.000000e+02,-2.266081e+00,1.799251e+01
-1.000000e+02,-1.000000e+02,-1.366208e+01,3.203041e+01
-1.000000e+02,-1.000000e+02,-2.429781e+01,2.935374e+01
-1.000000e+02,-1.000000e+02,-4.707481e+01,5.166930e+00
-1.000000e+02,-1.000000e+02,-4.749424e+01,6.433299e+00
-1.000000e+02,-1.000000e+02,-4.807422e+01,7.532761e+00
-1.000000e+02,-1.000000e+02,-4.846680e+01,8.544198e+00
-1.000000e+02,-1.000000e+02,-9.603431e+01,2.285010e-01
-1.000000e+02,-1.000000e+02,-1.040876e+02,2.379235e-01
-1.000000e+02,-1.000000e+02,-2.094411e+02,4.171838e+01
-1.000000e+02,-1.000000e+02,-1.270104e+00,4.280603e-01
-1.000000e+02,-1.000000e+02,-6.005613e-01,3.576442e+00
-1.000000e+02,-1.000000e+02,-2.314717e+00,6.198713e+00
-1.000000e+02,-1.000000e+02,-6.054836e+00,7.348269e+00
-1.000000e+02,-1.000000e+02,-3.301920e+00,9.353621e+00
-1.000000e+02,-1.000000e+02,-4.723286e+00,1.261516e+01
-1.000000e+02,-1.000000e+02,-4.472688e+00,1.528306e+01
-1.000000e+02,-1.000000e+02,-2.264912e+00,1.799365e+01
-1.000000e+02,-1.000000e+02,-1.374361e+01,3.210843e+01
-1.000000e+02,-1.000000e+02,-2.429194e+01,2.897838e+01
-1.000000e+02,-1.000000e+02,-4.706156e+01,5.124813e+00
-1.000000e+02,-1.000000e+02,-4.749429e+01,6.433355e+00
-1.000000e+02,-1.000000e+02,-4.807264e+01,7.530650e+00
-1.000000e+02,-1.000000e+02,-4.846682e+01,8.544410e+00
-1.000000e+02,-1.000000e+02,-9.603081e+01,2.259758e-01
-1.000000e+02,-1.000000e+02,-1.040911e+02,2.351902e-01
-1.000000e+02,-1.000000e+02,-2.094697e+02,4.178236e+01
-1.000000e+02,-1.000000e+02,-1.276506e+00,4.373546e-01
-1.000000e+02,-1.000000e+02,-6.044229e-01,3.580781e+00
-1.000000e+02,-1.000000e+02,-2.314650e+00,6.198726e+00
-1.000000e+02,-1.000000e+02,-6.189382e+00,7.245974e+00
-1.000000e+02,-1.000000e+02,-3.226092e+00,9.383556e+00
-1.000000e+02,-1.000000e+02,-4.723293e+00,1.261526e+01
-1.000000e+02,-1.000000e+02,-4.471209e+00,1.528384e+01
-1.000000e+02,-1.000000e+02,-2.263703e+00,1.799484e+01
-1.000000e+02,-1.000000e+02,-1.382248e+01,3.219292e+01
-1.000000e+02,-1.000000e+02,-2.428988e+01,2.859450e+01
-1.000000e+02,-1.000000e+02,-4.704782e+01,5.080991e+00
-1.000000e+02,-1.000000e+02,-4.749434e+01,6.433413e+00
-1.000000e+02,-1.000000e+02,-4.807104e+01,7.528570e+00
-1.000000e+02,-1.000000e+02,-4.846683e+01,8.544634e+00
-1.000000e+02,-1.000000e+02,-9.602736e+01,2.234063e-01
-1.000000e+02,-1.000000e+02,-1.040946e+02,2.324153e-01
-1.000000e+02,-1.000000e+02,-2.094977e+02,4.184517e+01
-1.000000e+02,-1.000000e+02,-1.282874e+00,4.464463e-01
-1.000000e+02,-1.000000e+02,-6.083125e-01,3.585117e+00
-1.000000e+02,-1.000000e+02,-2.314580e+00,6.198736e+00
-1.000000e+02,-1.000000e+02,-6.319881e+00,7.141894e+00
-1.000000e+02,-1.000000e+02,-3.155610e+00,9.411904e+00
-1.000000e+02,-1.000000e+02,-4.723301e+00,1.261537e+01
-1.000000e+02,-1.000000e+02,-4.469553e+00,1.528478e+01
-1.000000e+02,-1.000000e+02,-2.262451e+00,1.799605e+01
-1.000000e+02,-1.000000e+02,-1.389781e+01,3.228334e+01
-1.000000e+02,-1.000000e+02,-2.429259e+01,2.820248e+01
-1.000000e+02,-1.000000e+02,-4.703355e+01,5.035345e+00
-1.000000e+02,-1.000000e+02,-4.749439e+01,6.433473e+00
-1.000000e+02,-1.000000e+02,-4.806941e+01,7.526519e+00
-1.000000e+02,-1.000000e+02,-4.846684e+01,8.544872e+00
-1.000000e+02,-1.000000e+02,-9.602396e+01,2.207931e-01
-1.000000e+02,-1.000000e+02,-1.040981e+02,2.295996e-01
-1.000000e+02,-1.000000e+02,-2.095253e+02,4.190687e+01
-1.000000e+02,-1.000000e+02,-1.289214e+00,4.553532e-01
-1.000000e+02,-1.000000e+02,-6.122304e-01,3.589449e+00
-1.000000e+02,-1.000000e+02,-2.314505e+00,6.198744e+00
-1.000000e+02,-1.000000e+02,-6.447239e+00,7.035633e+00
-1.000000e+02,-1.000000e+02,-3.089601e+00,9.438786e+00
-1.000000e+02,-1.000000e+02,-4.723310e+00,1.261548e+01
-1.000000e+02,-1.000000e+02,-4.467711e+00,1.528587e+01
-1.000000e+02,-1.000000e+02,-2.261155e+00,1.799730e+01
-1.000000e+02,-1.000000e+02,-1.396886e+01,3.237902e+01
-1.000000e+02,-1.000000e+02,-2.430089e+01,2.780280e+01
-1.000000e+02,-1.000000e+02,-4.701872e+01,4.987742e+00
-1.000000e+02,-1.000000e+02,-4.749444e+01,6.433535e+00
-1.000000e+02,-1.000000e+02,-4.806776e+01,7.524498e+00
-1.000000e+02,-1.000000e+02,-4.846685e+01,8.545122e+00
-1.000000e+02,-1.000000e+02,-9.602060e+01,2.181368e-01
-1.000000e+02,-1.000000e+02,-1.041015e+02,2.267436e-01
-1.000000e+02,-1.000000e+02,-2.095525e+02,4.196751e+01
-1.000000e+02,-1.000000e+02,-1.295531e+00,4.640910e-01
-1.000000e+02,-1.000000e+02,-6.161773e-01,3.593777e+00
-1.000000e+02,-1.000000e+02,-2.314425e+00,6.198749e+00
-1.000000e+02,-1.000000e+02,-6.572155e+00,6.926776e+00
-1.000000e+02,-1.000000e+02,-3.027404e+00,9.464305e+00
-1.000000e+02,-1.000000e+02,-4.723319e+00,1.261559e+01
-1.000000e+02,-1.000000e+02,-4.465675e+00,1.528710e+01
-1.000000e+02,-1.000000e+02,-2.259813e+00,1.799857e+01
-1.000000e+02,-1.000000e+02,-1.403505e+01,3.247917e+01
-1.000000e+02,-1.000000e+02,-2.431543e+01,2.739604e+01
-1.000000e+02,-1.000000e+02,-4.700330e+01,4.938037e+00
-1.000000e+02,-1.000000e+02,-4.749449e+01,6.433600e+00
-1.000000e+02,-1.000000e+02,-4.806607e+01,7.522503e+00
-1.000000e+02,-1.000000e+02,-4.846686e+01,8.545385e+00
-1.000000e+02,-1.000000e+02,-9.601729e+01,2.154378e-01
-1.000000e+02,-1.000000e+02,-1.041048e+02,2.238482e-01
-1.000000e+02,-1.000000e+02,-2.095792e+02,4.202714e+01
-1.000000e+02,-1.000000e+02,-1.301830e+00,4.726740e-01
-1.000000e+02,-1.000000e+02,-6.201538e-01,3.598100e+00
-1.000000e+02,-1.000000e+02,-2.314342e+00,6.198752e+00
-1.000000e+02,-1.000000e+02,-6.695182e+00,6.814889e+00
-1.000000e+02,-1.000000e+02,-2.968504e+00,9.488548e+00
-1.000000e+02,-1.000000e+02,-4.723330e+00,1.261571e+01
-1.000000e+02,-1.000000e+02,-4.463437e+00,1.528845e+01
-1.000000e+02,-1.000000e+02,-2.258423e+00,1.799986e+01
-1.000000e+02,-1.000000e+02,-1.409598e+01,3.258296e+01
-1.000000e+02,-1.000000e+02,-2.433672e+01,2.698286e+01
-1.000000e+02,-1.000000e+02,-4.698723e+01,4.886066e+00
-1.000000e+02,-1.000000e+02,-4.749455e+01,6.433667e+00
-1.000000e+02,-1.000000e+02,-4.806435e+01,7.520533e+00
-1.000000e+02,-1.000000e+02,-4.846686e+01,8.545660e+00
-1.000000e+02,-1.000000e+02,-9.601402e+01,2.126967e-01
