xc,yc,zc

8.833333e+00,1.600000e+01,7.398347e-04
8.833333e+00,1.500000e+01,6.484123e-04
8.833333e+00,1.400000e+01,7.074566e-04
8.833333e+00,1.300000e+01,6.773284e-04
8.833333e+00,1.200000e+01,7.139609e-04
8.833333e+00,1.100000e+01,7.576077e-04
8.833333e+00,1.000000e+01,8.391294e-04
8.833333e+00,9.000000e+00,1.141663e-03
8.833333e+00,8.000000e+00,1.154207e-03
8.833333e+00,7.000000e+00,1.176208e-03
8.833333e+00,6.000000e+00,1.173886e-03
8.833333e+00,5.000000e+00,1.166825e-03
8.833333e+00,4.000000e+00,1.174776e-03
8.833333e+00,3.000000e+00,1.194437e-03
8.833333e+00,2.000000e+00,1.197015e-03
8.833333e+00,1.000000e+00,1.146058e-03

8.800000e+00,1.600000e+01,7.538320e-04
8.800000e+00,1.500000e+01,6.701824e-04
8.800000e+00,1.400000e+01,7.146991e-04
8.800000e+00,1.300000e+01,6.788380e-04
8.800000e+00,1.200000e+01,7.013257e-04
8.800000e+00,1.100000e+01,7.727623e-04
8.800000e+00,1.000000e+01,8.924911e-04
8.800000e+00,9.000000e+00,1.053514e-03
8.800000e+00,8.000000e+00,1.045417e-03
8.800000e+00,7.000000e+00,1.069599e-03
8.800000e+00,6.000000e+00,1.065864e-03
8.800000e+00,5.000000e+00,1.056934e-03
8.800000e+00,4.000000e+00,1.067489e-03
8.800000e+00,3.000000e+00,1.088186e-03
8.800000e+00,2.000000e+00,1.090030e-03
8.800000e+00,1.000000e+00,1.035851e-03

8.766667e+00,1.600000e+01,7.674765e-04
8.766667e+00,1.500000e+01,6.932950e-04
8.766667e+00,1.400000e+01,7.217373e-04
8.766667e+00,1.300000e+01,6.818221e-04
8.766667e+00,1.200000e+01,6.892368e-04
8.766667e+00,1.100000e+01,7.834721e-04
8.766667e+00,1.000000e+01,9.351385e-04
8.766667e+00,9.000000e+00,9.673846e-04
8.766667e+00,8.000000e+00,9.381621e-04
8.766667e+00,7.000000e+00,9.630952e-04
8.766667e+00,6.000000e+00,9.579742e-04
8.766667e+00,5.000000e+00,9.470930e-04
8.766667e+00,4.000000e+00,9.602533e-04
8.766667e+00,3.000000e+00,9.810212e-04
8.766667e+00,2.000000e+00,9.820431e-04
8.766667e+00,1.000000e+00,9.261217e-04

8.733333e+00,1.600000e+01,7.808035e-04
8.733333e+00,1.500000e+01,7.175067e-04
