xc,yc,zc

5.833333e+00,1.600000e+01,6.562027e-04
5.833333e+00,1.500000e+01,8.082026e-04
5.833333e+00,1.400000e+01,6.874217e-04
5.833333e+00,1.300000e+01,8.481708e-04
5.833333e+00,1.200000e+01,7.513708e-04
5.833333e+00,1.100000e+01,6.328351e-04
5.833333e+00,1.000000e+01,5.189641e-04
5.833333e+00,9.000000e+00,1.113467e-03
5.833333e+00,8.000000e+00,1.386453e-03
5.833333e+00,7.000000e+00,1.344656e-03
5.833333e+00,6.000000e+00,1.352124e-03
5.833333e+00,5.000000e+00,1.354609e-03
5.833333e+00,4.000000e+00,1.350354e-03
5.833333e+00,3.000000e+00,1.405631e-03
5.833333e+00,2.000000e+00,1.414685e-03
5.833333e+00,1.000000e+00,1.394768e-03

5.800000e+00,1.600000e+01,6.440452e-04
5.800000e+00,1.500000e+01,7.999712e-04
5.800000e+00,1.400000e+01,6.770673e-04
5.800000e+00,1.300000e+01,8.343867e-04
5.800000e+00,1.200000e+01,7.179676e-04
5.800000e+00,1.100000e+01,6.462067e-04
5.800000e+00,1.000000e+01,6.571315e-04
5.800000e+00,9.000000e+00,1.151640e-03
5.800000e+00,8.000000e+00,1.401888e-03
5.800000e+00,7.000000e+00,1.371545e-03
5.800000e+00,6.000000e+00,1.380059e-03
5.800000e+00,5.000000e+00,1.384930e-03
5.800000e+00,4.000000e+00,1.378451e-03
5.800000e+00,3.000000e+00,1.430154e-03
5.800000e+00,2.000000e+00,1.439078e-03
5.800000e+00,1.000000e+00,1.421175e-03

5.766667e+00,1.600000e+01,6.330390e-04
5.766667e+00,1.500000e+01,7.891752e-04
5.766667e+00,1.400000e+01,6.680655e-04
5.766667e+00,1.300000e+01,8.179367e-04
5.766667e+00,1.200000e+01,6.873755e-04
5.766667e+00,1.100000e+01,6.776540e-04
5.766667e+00,1.000000e+01,8.051533e-04
5.766667e+00,9.000000e+00,1.196536e-03
5.766667e+00,8.000000e+00,1.411299e-03
5.766667e+00,7.000000e+00,1.397771e-03
5.766667e+00,6.000000e+00,1.406916e-03
5.766667e+00,5.000000e+00,1.414330e-03
5.766667e+00,4.000000e+00,1.405171e-03
5.766667e+00,3.000000e+00,1.451515e-03
5.766667e+00,2.000000e+00,1.459900e-03
5.766667e+00,1.000000e+00,1.443555e-03

5.733333e+00,1.600000e+01,6.232923e-04
5.733333e+00,1.500000e+01,7.758460e-04
