xc,yc,zc

4.000000e+00,1.600000e+01,5.729130e-04
4.000000e+00,1.500000e+01,4.407823e-04
4.000000e+00,1.400000e+01,6.725376e-04
4.000000e+00,1.300000e+01,6.768450e-04
4.000000e+00,1.200000e+01,2.709953e-04
4.000000e+00,1.100000e+01,9.798817e-04
4.000000e+00,1.000000e+01,1.511613e-03
4.000000e+00,9.000000e+00,9.889702e-04
4.000000e+00,8.000000e+00,1.036959e-03
4.000000e+00,7.000000e+00,1.028376e-03
4.000000e+00,6.000000e+00,1.031755e-03
4.000000e+00,5.000000e+00,1.033841e-03
4.000000e+00,4.000000e+00,1.038810e-03
4.000000e+00,3.000000e+00,1.135351e-03
4.000000e+00,2.000000e+00,1.147226e-03
4.000000e+00,1.000000e+00,9.652904e-04

3.966667e+00,1.600000e+01,5.773208e-04
3.966667e+00,1.500000e+01,4.376502e-04
3.966667e+00,1.400000e+01,6.846029e-04
3.966667e+00,1.300000e+01,6.726804e-04
3.966667e+00,1.200000e+01,3.086687e-04
3.966667e+00,1.100000e+01,1.054407e-03
3.966667e+00,1.000000e+01,1.422689e-03
3.966667e+00,9.000000e+00,9.101271e-04
3.966667e+00,8.000000e+00,9.792837e-04
3.966667e+00,7.000000e+00,9.994897e-04
3.966667e+00,6.000000e+00,1.012331e-03
3.966667e+00,5.000000e+00,1.017501e-03
3.966667e+00,4.000000e+00,1.013965e-03
3.966667e+00,3.000000e+00,1.124019e-03
3.966667e+00,2.000000e+00,1.133854e-03
3.966667e+00,1.000000e+00,8.981793e-04

3.933333e+00,1.600000e+01,5.817892e-04
3.933333e+00,1.500000e+01,4.382927e-04
3.933333e+00,1.400000e+01,6.949896e-04
3.933333e+00,1.300000e+01,6.684867e-04
3.933333e+00,1.200000e+01,3.708315e-04
3.933333e+00,1.100000e+01,1.082209e-03
3.933333e+00,1.000000e+01,1.279385e-03
3.933333e+00,9.000000e+00,8.340117e-04
3.933333e+00,8.000000e+00,9.208765e-04
3.933333e+00,7.000000e+00,9.710521e-04
3.933333e+00,6.000000e+00,9.929773e-04
3.933333e+00,5.000000e+00,1.000972e-03
3.933333e+00,4.000000e+00,9.883741e-04
3.933333e+00,3.000000e+00,1.107220e-03
3.933333e+00,2.000000e+00,1.114566e-03
3.933333e+00,1.000000e+00,8.388659e-04

3.900000e+00,1.600000e+01,5.862753e-04
3.900000e+00,1.500000e+01,4.428652e-04
3.900000e+00,1.400000e+01,7.035036e-04
3.900000e+00,1.300000e+01,6.646630e-04
3.900000e+00,1.200000e+01,4.545367e-04
3.900000e+00,1.100000e+01,1.055777e-03
3.900000e+00,1.000000e+01,1.092255e-03
3.900000e+00,9.000000e+00,7.622088e-04
3.900000e+00,8.000000e+00,8.628738e-04
3.900000e+00,7.000000e+00,9.429960e-04
3.900000e+00,6.000000e+00,9.727693e-04
3.900000e+00,5.000000e+00,9.832863e-04
3.900000e+00,4.000000e+00,9.616365e-04
3.900000e+00,3.000000e+00,1.083902e-03
3.900000e+00,2.000000e+00,1.088457e-03
3.900000e+00,1.000000e+00,7.891650e-04

3.866667e+00,1.600000e+01,5.907037e-04
3.866667e+00,1.500000e+01,4.514519e-04
3.866667e+00,1.400000e+01,7.099330e-04
3.866667e+00,1.300000e+01,6.614600e-04
3.866667e+00,1.200000e+01,5.552669e-04
3.866667e+00,1.100000e+01,9.743023e-04
3.866667e+00,1.000000e+01,8.745171e-04
3.866667e+00,9.000000e+00,6.962189e-04
3.866667e+00,8.000000e+00,8.066651e-04
3.866667e+00,7.000000e+00,9.151887e-04
3.866667e+00,6.000000e+00,9.507648e-04
3.866667e+00,5.000000e+00,9.634499e-04
3.866667e+00,4.000000e+00,9.334074e-04
3.866667e+00,3.000000e+00,1.053243e-03
3.866667e+00,2.000000e+00,1.054867e-03
3.866667e+00,1.000000e+00,7.501496e-04

3.833333e+00,1.600000e+01,5.949725e-04
3.833333e+00,1.500000e+01,4.639705e-04
3.833333e+00,1.400000e+01,7.141056e-04
3.833333e+00,1.300000e+01,6.589412e-04
3.833333e+00,1.200000e+01,6.668132e-04
3.833333e+00,1.100000e+01,8.455667e-04
3.833333e+00,1.000000e+01,6.416359e-04
3.833333e+00,9.000000e+00,6.372657e-04
3.833333e+00,8.000000e+00,7.537807e-04
3.833333e+00,7.000000e+00,8.874104e-04
3.833333e+00,6.000000e+00,9.261173e-04
3.833333e+00,5.000000e+00,9.405515e-04
3.833333e+00,4.000000e+00,9.034450e-04
3.833333e+00,3.000000e+00,1.014874e-03
3.833333e+00,2.000000e+00,1.013603e-03
3.833333e+00,1.000000e+00,7.218187e-04

3.800000e+00,1.600000e+01,5.989617e-04
3.800000e+00,1.500000e+01,4.802640e-04
3.800000e+00,1.400000e+01,7.158571e-04
3.800000e+00,1.300000e+01,6.570071e-04
3.800000e+00,1.200000e+01,7.820781e-04
3.800000e+00,1.100000e+01,6.840189e-04
3.800000e+00,1.000000e+01,4.094095e-04
3.800000e+00,9.000000e+00,5.863762e-04
3.800000e+00,8.000000e+00,7.058145e-04
3.800000e+00,7.000000e+00,8.593547e-04
3.800000e+00,6.000000e+00,8.981044e-04
3.800000e+00,5.000000e+00,9.137799e-04
3.800000e+00,4.000000e+00,8.715818e-04
3.800000e+00,3.000000e+00,9.687477e-04
3.800000e+00,2.000000e+00,9.647882e-04
3.800000e+00,1.000000e+00,7.033521e-04

3.766667e+00,1.600000e+01,6.025426e-04
3.766667e+00,1.500000e+01,5.000971e-04
3.766667e+00,1.400000e+01,7.150434e-04
3.766667e+00,1.300000e+01,6.554311e-04
3.766667e+00,1.200000e+01,8.932725e-04
3.766667e+00,1.100000e+01,5.096245e-04
3.766667e+00,1.000000e+01,1.935133e-04
3.766667e+00,9.000000e+00,5.443841e-04
3.766667e+00,8.000000e+00,6.643463e-04
3.766667e+00,7.000000e+00,8.306196e-04
3.766667e+00,6.000000e+00,8.661553e-04
3.766667e+00,5.000000e+00,8.824487e-04
3.766667e+00,4.000000e+00,8.377148e-04
3.766667e+00,3.000000e+00,9.151544e-04
3.766667e+00,2.000000e+00,9.088711e-04
3.766667e+00,1.000000e+00,6.931672e-04

3.733333e+00,1.600000e+01,6.056044e-04
3.733333e+00,1.500000e+01,5.230843e-04
3.733333e+00,1.400000e+01,7.116192e-04
3.733333e+00,1.300000e+01,6.539144e-04
3.733333e+00,1.200000e+01,9.926046e-04
3.733333e+00,1.100000e+01,3.454150e-04
3.733333e+00,1.000000e+01,8.056268e-06
3.733333e+00,9.000000e+00,5.116965e-04
3.733333e+00,8.000000e+00,6.306226e-04
3.733333e+00,7.000000e+00,8.007404e-04
3.733333e+00,6.000000e+00,8.299882e-04
3.733333e+00,5.000000e+00,8.461537e-04
3.733333e+00,4.000000e+00,8.018430e-04
3.733333e+00,3.000000e+00,8.548809e-04
3.733333e+00,2.000000e+00,8.467706e-04
3.733333e+00,1.000000e+00,6.888985e-04

3.700000e+00,1.600000e+01,6.080644e-04
3.700000e+00,1.500000e+01,5.487818e-04
3.700000e+00,1.400000e+01,7.056013e-04
3.700000e+00,1.300000e+01,6.521718e-04
3.700000e+00,1.200000e+01,1.072826e-03
3.700000e+00,1.100000e+01,2.138191e-04
3.700000e+00,1.000000e+01,-1.349387e-04
3.700000e+00,9.000000e+00,4.884749e-04
3.700000e+00,8.000000e+00,6.055289e-04
3.700000e+00,7.000000e+00,7.692071e-04
3.700000e+00,6.000000e+00,7.895494e-04
3.700000e+00,5.000000e+00,8.047120e-04
3.700000e+00,4.000000e+00,7.640106e-04
3.700000e+00,3.000000e+00,7.890073e-04
3.700000e+00,2.000000e+00,7.796685e-04
3.700000e+00,1.000000e+00,6.878245e-04

3.666667e+00,1.600000e+01,6.098827e-04
3.666667e+00,1.500000e+01,5.766816e-04
3.666667e+00,1.400000e+01,6.970875e-04
3.666667e+00,1.300000e+01,6.499958e-04
3.666667e+00,1.200000e+01,1.127530e-03
3.666667e+00,1.100000e+01,1.342109e-04
3.666667e+00,1.000000e+01,-2.256916e-04
3.666667e+00,9.000000e+00,4.746328e-04
3.666667e+00,8.000000e+00,5.894689e-04
3.666667e+00,7.000000e+00,7.354853e-04
3.666667e+00,6.000000e+00,7.450192e-04
3.666667e+00,5.000000e+00,7.581797e-04
3.666667e+00,4.000000e+00,7.242958e-04
3.666667e+00,3.000000e+00,7.188995e-04
3.666667e+00,2.000000e+00,7.089998e-04
3.666667e+00,1.000000e+00,6.870198e-04

3.633333e+00,1.600000e+01,6.110938e-04
3.633333e+00,1.500000e+01,6.061794e-04
3.633333e+00,1.400000e+01,6.863278e-04
3.633333e+00,1.300000e+01,6.473287e-04
3.633333e+00,1.200000e+01,1.152311e-03
3.633333e+00,1.100000e+01,1.187061e-04
3.633333e+00,1.000000e+01,-2.583695e-04
3.633333e+00,9.000000e+00,4.696242e-04
3.633333e+00,8.000000e+00,5.820329e-04
3.633333e+00,7.000000e+00,6.991186e-04
3.633333e+00,6.000000e+00,6.968946e-04
3.633333e+00,5.000000e+00,7.069782e-04
3.633333e+00,4.000000e+00,6.828414e-04
3.633333e+00,3.000000e+00,6.462294e-04
3.633333e+00,2.000000e+00,6.364529e-04
3.633333e+00,1.000000e+00,6.836367e-04

3.600000e+00,1.600000e+01,6.118015e-04
3.600000e+00,1.500000e+01,6.366444e-04
3.600000e+00,1.400000e+01,6.736716e-04
3.600000e+00,1.300000e+01,6.442860e-04
3.600000e+00,1.200000e+01,1.144617e-03
3.600000e+00,1.100000e+01,1.713358e-04
3.600000e+00,1.000000e+01,-2.301957e-04
3.600000e+00,9.000000e+00,4.726683e-04
3.600000e+00,8.000000e+00,5.821401e-04
3.600000e+00,7.000000e+00,6.597362e-04
3.600000e+00,6.000000e+00,6.458611e-04
3.600000e+00,5.000000e+00,6.517653e-04
3.600000e+00,4.000000e+00,6.398033e-04
3.600000e+00,3.000000e+00,5.727837e-04
3.600000e+00,2.000000e+00,5.637922e-04
3.600000e+00,1.000000e+00,6.751845e-04

3.566667e+00,1.600000e+01,6.121871e-04
3.566667e+00,1.500000e+01,6.674116e-04
3.566667e+00,1.400000e+01,6.595799e-04
3.566667e+00,1.300000e+01,6.411626e-04
3.566667e+00,1.200000e+01,1.103927e-03
3.566667e+00,1.100000e+01,2.873975e-04
3.566667e+00,1.000000e+01,-1.414596e-04
3.566667e+00,9.000000e+00,4.827346e-04
3.566667e+00,8.000000e+00,5.879926e-04
3.566667e+00,7.000000e+00,6.170935e-04
3.566667e+00,6.000000e+00,5.927721e-04
3.566667e+00,5.000000e+00,5.934332e-04
3.566667e+00,4.000000e+00,5.953528e-04
3.566667e+00,3.000000e+00,5.004401e-04
3.566667e+00,2.000000e+00,4.928348e-04
3.566667e+00,1.000000e+00,6.596517e-04

3.533333e+00,1.600000e+01,6.125105e-04
3.533333e+00,1.500000e+01,6.977972e-04
3.533333e+00,1.400000e+01,6.446418e-04
3.533333e+00,1.300000e+01,6.384023e-04
3.533333e+00,1.200000e+01,1.032599e-03
3.533333e+00,1.100000e+01,4.524738e-04
3.533333e+00,1.000000e+01,3.108273e-06
3.533333e+00,9.000000e+00,4.984123e-04
3.533333e+00,8.000000e+00,5.970239e-04
3.533333e+00,7.000000e+00,5.711953e-04
3.533333e+00,6.000000e+00,5.386300e-04
3.533333e+00,5.000000e+00,5.331277e-04
3.533333e+00,4.000000e+00,5.497085e-04
3.533333e+00,3.000000e+00,4.310313e-04
3.533333e+00,2.000000e+00,4.253068e-04
3.533333e+00,1.000000e+00,6.358458e-04

3.500000e+00,1.600000e+01,6.130850e-04
3.500000e+00,1.500000e+01,7.271285e-04
3.500000e+00,1.400000e+01,6.295134e-04
3.500000e+00,1.300000e+01,6.365309e-04
3.500000e+00,1.200000e+01,9.349779e-04
3.500000e+00,1.100000e+01,6.457408e-04
3.500000e+00,1.000000e+01,1.958861e-04
3.500000e+00,9.000000e+00,5.181088e-04
3.500000e+00,8.000000e+00,6.061975e-04
3.500000e+00,7.000000e+00,5.222572e-04
3.500000e+00,6.000000e+00,4.844637e-04
3.500000e+00,5.000000e+00,4.721076e-04
3.500000e+00,4.000000e+00,5.031085e-04
3.500000e+00,3.000000e+00,3.662602e-04
3.500000e+00,2.000000e+00,3.627796e-04
3.500000e+00,1.000000e+00,6.033257e-04

3.466667e+00,1.600000e+01,6.142656e-04
3.466667e+00,1.500000e+01,7.547354e-04
3.466667e+00,1.400000e+01,6.149097e-04
3.466667e+00,1.300000e+01,6.360938e-04
3.466667e+00,1.200000e+01,8.172506e-04
3.466667e+00,1.100000e+01,8.418830e-04
3.466667e+00,1.000000e+01,4.263050e-04
3.466667e+00,9.000000e+00,5.400221e-04
3.466667e+00,8.000000e+00,6.121066e-04
3.466667e+00,7.000000e+00,4.707322e-04
3.466667e+00,6.000000e+00,4.312965e-04
3.466667e+00,5.000000e+00,4.117194e-04
3.466667e+00,4.000000e+00,4.558296e-04
3.466667e+00,3.000000e+00,3.076747e-04
3.466667e+00,2.000000e+00,3.066496e-04
3.466667e+00,1.000000e+00,5.623969e-04

3.433333e+00,1.600000e+01,6.164022e-04
3.433333e+00,1.500000e+01,7.800114e-04
3.433333e+00,1.400000e+01,6.015475e-04
3.433333e+00,1.300000e+01,6.375284e-04
3.433333e+00,1.200000e+01,6.873902e-04
3.433333e+00,1.100000e+01,1.014533e-03
3.433333e+00,1.000000e+01,6.804176e-04
3.433333e+00,9.000000e+00,5.621455e-04
3.433333e+00,8.000000e+00,6.113419e-04
3.433333e+00,7.000000e+00,4.173662e-04
3.433333e+00,6.000000e+00,3.800491e-04
3.433333e+00,5.000000e+00,3.532938e-04
3.433333e+00,4.000000e+00,4.082121e-04
3.433333e+00,3.000000e+00,2.564372e-04
3.433333e+00,2.000000e+00,2.579148e-04
3.433333e+00,1.000000e+00,5.142400e-04

3.400000e+00,1.600000e+01,6.198173e-04
3.400000e+00,1.500000e+01,8.023954e-04
3.400000e+00,1.400000e+01,5.901076e-04
3.400000e+00,1.300000e+01,6.411050e-04
3.400000e+00,1.200000e+01,5.540290e-04
3.400000e+00,1.100000e+01,1.140108e-03
3.400000e+00,1.000000e+01,9.423792e-04
3.400000e+00,9.000000e+00,5.823851e-04
3.400000e+00,8.000000e+00,6.007484e-04
3.400000e+00,7.000000e+00,3.631082e-04
3.400000e+00,6.000000e+00,3.314990e-04
3.400000e+00,5.000000e+00,2.980699e-04
3.400000e+00,4.000000e+00,3.606522e-04
3.400000e+00,3.000000e+00,2.133948e-04
3.400000e+00,2.000000e+00,2.172631e-04
3.400000e+00,1.000000e+00,4.605743e-04

