xc,yc,zc

8.233333e+00,1.600000e+01,9.568007e-04
8.233333e+00,1.500000e+01,1.025882e-03
8.233333e+00,1.400000e+01,9.062931e-04
8.233333e+00,1.300000e+01,8.061643e-04
8.233333e+00,1.200000e+01,8.457797e-04
8.233333e+00,1.100000e+01,7.734926e-04
8.233333e+00,1.000000e+01,5.374231e-04
8.233333e+00,9.000000e+00,-3.634736e-04
8.233333e+00,8.000000e+00,-4.118005e-04
8.233333e+00,7.000000e+00,-4.763496e-04
8.233333e+00,6.000000e+00,-4.935013e-04
8.233333e+00,5.000000e+00,-4.981579e-04
8.233333e+00,4.000000e+00,-4.724446e-04
8.233333e+00,3.000000e+00,-5.319707e-04
8.233333e+00,2.000000e+00,-5.361410e-04
8.233333e+00,1.000000e+00,-4.528196e-04

8.200000e+00,1.600000e+01,9.673842e-04
8.200000e+00,1.500000e+01,1.033637e-03
8.200000e+00,1.400000e+01,9.247059e-04
8.200000e+00,1.300000e+01,8.108093e-04
8.200000e+00,1.200000e+01,8.576324e-04
8.200000e+00,1.100000e+01,7.919843e-04
8.200000e+00,1.000000e+01,5.979778e-04
8.200000e+00,9.000000e+00,-4.401667e-04
8.200000e+00,8.000000e+00,-4.799543e-04
8.200000e+00,7.000000e+00,-5.371461e-04
8.200000e+00,6.000000e+00,-5.542623e-04
8.200000e+00,5.000000e+00,-5.570638e-04
8.200000e+00,4.000000e+00,-5.327421e-04
8.200000e+00,3.000000e+00,-5.904021e-04
8.200000e+00,2.000000e+00,-5.943661e-04
8.200000e+00,1.000000e+00,-5.165759e-04

8.166667e+00,1.600000e+01,9.778602e-04
8.166667e+00,1.500000e+01,1.039547e-03
8.166667e+00,1.400000e+01,9.437041e-04
8.166667e+00,1.300000e+01,8.153123e-04
8.166667e+00,1.200000e+01,8.664689e-04
8.166667e+00,1.100000e+01,8.099293e-04
8.166667e+00,1.000000e+01,6.743159e-04
8.166667e+00,9.000000e+00,-5.129096e-04
8.166667e+00,8.000000e+00,-5.458505e-04
8.166667e+00,7.000000e+00,-5.936486e-04
8.166667e+00,6.000000e+00,-6.106395e-04
8.166667e+00,5.000000e+00,-6.119620e-04
8.166667e+00,4.000000e+00,-5.889778e-04
8.166667e+00,3.000000e+00,-6.430439e-04
8.166667e+00,2.000000e+00,-6.468720e-04
8.166667e+00,1.000000e+00,-5.783393e-04

8.133333e+00,1.600000e+01,9.882292e-04
8.133333e+00,1.500000e+01,1.043781e-03
8.133333e+00,1.400000e+01,9.631634e-04
8.133333e+00,1.300000e+01,8.199094e-04
8.133333e+00,1.200000e+01,8.723322e-04
8.133333e+00,1.100000e+01,8.268103e-04
8.133333e+00,1.000000e+01,7.615763e-04
8.133333e+00,9.000000e+00,-5.809857e-04
8.133333e+00,8.000000e+00,-6.089131e-04
8.133333e+00,7.000000e+00,-6.458916e-04
8.133333e+00,6.000000e+00,-6.626740e-04
8.133333e+00,5.000000e+00,-6.629749e-04
8.133333e+00,4.000000e+00,-6.411852e-04
8.133333e+00,3.000000e+00,-6.901270e-04
8.133333e+00,2.000000e+00,-6.939091e-04
8.133333e+00,1.000000e+00,-6.378242e-04

8.100000e+00,1.600000e+01,9.984852e-04
8.100000e+00,1.500000e+01,1.046529e-03
8.100000e+00,1.400000e+01,9.829468e-04
8.100000e+00,1.300000e+01,8.248313e-04
8.100000e+00,1.200000e+01,8.754284e-04
8.100000e+00,1.100000e+01,8.424240e-04
8.100000e+00,1.000000e+01,8.541302e-04
8.100000e+00,9.000000e+00,-6.437101e-04
8.100000e+00,8.000000e+00,-6.684771e-04
