xc,yc,zc

2.200000e+00,1.600000e+01,6.854288e-04
2.200000e+00,1.500000e+01,8.575587e-04
2.200000e+00,1.400000e+01,6.867842e-04
2.200000e+00,1.300000e+01,7.792051e-04
2.200000e+00,1.200000e+01,4.767000e-04
2.200000e+00,1.100000e+01,7.403869e-04
2.200000e+00,1.000000e+01,-5.423198e-04
2.200000e+00,9.000000e+00,4.295159e-04
2.200000e+00,8.000000e+00,-2.883161e-04
2.200000e+00,7.000000e+00,-2.180309e-04
2.200000e+00,6.000000e+00,-3.370047e-04
2.200000e+00,5.000000e+00,-3.136473e-04
2.200000e+00,4.000000e+00,-2.308621e-04
2.200000e+00,3.000000e+00,-1.851419e-04
2.200000e+00,2.000000e+00,-1.911081e-04
2.200000e+00,1.000000e+00,-2.579116e-04

2.166667e+00,1.600000e+01,6.729565e-04
2.166667e+00,1.500000e+01,8.763858e-04
2.166667e+00,1.400000e+01,6.756553e-04
2.166667e+00,1.300000e+01,7.812602e-04
2.166667e+00,1.200000e+01,6.534902e-04
2.166667e+00,1.100000e+01,3.531234e-04
2.166667e+00,1.000000e+01,-7.867530e-04
2.166667e+00,9.000000e+00,4.066407e-04
2.166667e+00,8.000000e+00,-1.757664e-04
2.166667e+00,7.000000e+00,-2.138404e-04
2.166667e+00,6.000000e+00,-3.314500e-04
2.166667e+00,5.000000e+00,-3.116415e-04
2.166667e+00,4.000000e+00,-2.118987e-04
2.166667e+00,3.000000e+00,-1.528562e-04
2.166667e+00,2.000000e+00,-1.584229e-04
2.166667e+00,1.000000e+00,-2.721082e-04

2.133333e+00,1.600000e+01,6.605622e-04
2.133333e+00,1.500000e+01,8.913763e-04
2.133333e+00,1.400000e+01,6.649858e-04
2.133333e+00,1.300000e+01,7.764687e-04
2.133333e+00,1.200000e+01,8.320377e-04
2.133333e+00,1.100000e+01,-2.951638e-05
2.133333e+00,1.000000e+01,-9.314921e-04
2.133333e+00,9.000000e+00,3.592790e-04
2.133333e+00,8.000000e+00,-5.095307e-05
2.133333e+00,7.000000e+00,-2.089628e-04
2.133333e+00,6.000000e+00,-3.146295e-04
2.133333e+00,5.000000e+00,-3.014393e-04
2.133333e+00,4.000000e+00,-1.909061e-04
2.133333e+00,3.000000e+00,-1.204990e-04
2.133333e+00,2.000000e+00,-1.252631e-04
2.133333e+00,1.000000e+00,-2.752738e-04

2.100000e+00,1.600000e+01,6.481217e-04
2.100000e+00,1.500000e+01,9.019342e-04
2.100000e+00,1.400000e+01,6.547087e-04
2.100000e+00,1.300000e+01,7.641837e-04
2.100000e+00,1.200000e+01,1.000003e-03
2.100000e+00,1.100000e+01,-3.515857e-04
2.100000e+00,1.000000e+01,-9.703536e-04
2.100000e+00,9.000000e+00,2.896685e-04
2.100000e+00,8.000000e+00,7.587076e-05
2.100000e+00,7.000000e+00,-2.026027e-04
2.100000e+00,6.000000e+00,-2.863551e-04
2.100000e+00,5.000000e+00,-2.822152e-04
2.100000e+00,4.000000e+00,-1.686938e-04
2.100000e+00,3.000000e+00,-8.878179e-05
2.100000e+00,2.000000e+00,-9.238017e-05
2.100000e+00,1.000000e+00,-2.644410e-04

2.066667e+00,1.600000e+01,6.355604e-04
2.066667e+00,1.500000e+01,9.075250e-04
2.066667e+00,1.400000e+01,6.448111e-04
2.066667e+00,1.300000e+01,7.442267e-04
2.066667e+00,1.200000e+01,1.145447e-03
2.066667e+00,1.100000e+01,-5.616623e-04
2.066667e+00,1.000000e+01,-9.036129e-04
2.066667e+00,9.000000e+00,2.012463e-04
2.066667e+00,8.000000e+00,1.939695e-04
2.066667e+00,7.000000e+00,-1.935436e-04
2.066667e+00,6.000000e+00,-2.470058e-04
2.066667e+00,5.000000e+00,-2.534442e-04
2.066667e+00,4.000000e+00,-1.457578e-04
2.066667e+00,3.000000e+00,-5.821794e-05
2.066667e+00,2.000000e+00,-6.036169e-05
2.066667e+00,1.000000e+00,-2.374135e-04

2.033333e+00,1.600000e+01,6.228978e-04
2.033333e+00,1.500000e+01,9.078097e-04
2.033333e+00,1.400000e+01,6.353623e-04
2.033333e+00,1.300000e+01,7.172096e-04
2.033333e+00,1.200000e+01,1.258386e-03
2.033333e+00,1.100000e+01,-6.237112e-04
2.033333e+00,1.000000e+01,-7.394189e-04
2.033333e+00,9.000000e+00,9.890974e-05
2.033333e+00,8.000000e+00,2.934191e-04
2.033333e+00,7.000000e+00,-1.803120e-04
2.033333e+00,6.000000e+00,-1.977624e-04
2.033333e+00,5.000000e+00,-2.151908e-04
2.033333e+00,4.000000e+00,-1.222089e-04
2.033333e+00,3.000000e+00,-2.907361e-05
2.033333e+00,2.000000e+00,-2.958424e-05
2.033333e+00,1.000000e+00,-1.934868e-04

2.000000e+00,1.600000e+01,6.102746e-04
2.000000e+00,1.500000e+01,9.025501e-04
2.000000e+00,1.400000e+01,6.265451e-04
2.000000e+00,1.300000e+01,6.844179e-04
2.000000e+00,1.200000e+01,1.331162e-03
2.000000e+00,1.100000e+01,-5.205390e-04
2.000000e+00,1.000000e+01,-4.900145e-04
2.000000e+00,9.000000e+00,-1.167827e-05
2.000000e+00,8.000000e+00,3.659579e-04
2.000000e+00,7.000000e+00,-1.612780e-04
2.000000e+00,6.000000e+00,-1.402743e-04
2.000000e+00,5.000000e+00,-1.679253e-04
2.000000e+00,4.000000e+00,-9.773006e-05
2.000000e+00,3.000000e+00,-1.392090e-06
2.000000e+00,2.000000e+00,-2.237531e-07
2.000000e+00,1.000000e+00,-1.333081e-04

2.000000e+00,1.600000e+01,6.102746e-04
2.000000e+00,1.500000e+01,9.025501e-04
2.000000e+00,1.400000e+01,6.265451e-04
2.000000e+00,1.300000e+01,6.844179e-04
2.000000e+00,1.200000e+01,1.331162e-03
2.000000e+00,1.100000e+01,-5.205390e-04
2.000000e+00,1.000000e+01,-4.900145e-04
2.000000e+00,9.000000e+00,-1.167827e-05
2.000000e+00,8.000000e+00,3.659579e-04
2.000000e+00,7.000000e+00,-1.612780e-04
2.000000e+00,6.000000e+00,-1.402743e-04
2.000000e+00,5.000000e+00,-1.679253e-04
2.000000e+00,4.000000e+00,-9.773006e-05
2.000000e+00,3.000000e+00,-1.392090e-06
2.000000e+00,2.000000e+00,-2.237531e-07
2.000000e+00,1.000000e+00,-1.333081e-04

1.983333e+00,1.600000e+01,6.040619e-04
1.983333e+00,1.500000e+01,8.977795e-04
1.983333e+00,1.400000e+01,6.224683e-04
1.983333e+00,1.300000e+01,6.664412e-04
1.983333e+00,1.200000e+01,1.350689e-03
1.983333e+00,1.100000e+01,-4.069626e-04
1.983333e+00,1.000000e+01,-3.379169e-04
1.983333e+00,9.000000e+00,-6.810368e-05
1.983333e+00,8.000000e+00,3.900482e-04
1.983333e+00,7.000000e+00,-1.490414e-04
1.983333e+00,6.000000e+00,-1.090550e-04
1.983333e+00,5.000000e+00,-1.411545e-04
1.983333e+00,4.000000e+00,-8.492381e-05
1.983333e+00,3.000000e+00,1.194021e-05
1.983333e+00,2.000000e+00,1.391823e-05
1.983333e+00,1.000000e+00,-9.769340e-05

1.966667e+00,1.600000e+01,5.979750e-04
1.966667e+00,1.500000e+01,8.916104e-04
1.966667e+00,1.400000e+01,6.186708e-04
1.966667e+00,1.300000e+01,6.478306e-04
1.966667e+00,1.200000e+01,1.358775e-03
1.966667e+00,1.100000e+01,-2.561176e-04
1.966667e+00,1.000000e+01,-1.708500e-04
1.966667e+00,9.000000e+00,-1.241718e-04
1.966667e+00,8.000000e+00,4.055319e-04
1.966667e+00,7.000000e+00,-1.347801e-04
1.966667e+00,6.000000e+00,-7.660308e-05
1.966667e+00,5.000000e+00,-1.125377e-04
1.966667e+00,4.000000e+00,-7.159261e-05
1.966667e+00,3.000000e+00,2.498928e-05
1.966667e+00,2.000000e+00,2.773176e-05
1.966667e+00,1.000000e+00,-5.899965e-05

1.950000e+00,1.600000e+01,5.920687e-04
1.950000e+00,1.500000e+01,8.840545e-04
1.950000e+00,1.400000e+01,6.152058e-04
1.950000e+00,1.300000e+01,6.289181e-04
1.950000e+00,1.200000e+01,1.355376e-03
1.950000e+00,1.100000e+01,-7.201818e-05
1.950000e+00,1.000000e+01,8.882939e-06
1.950000e+00,9.000000e+00,-1.790667e-04
1.950000e+00,8.000000e+00,4.121892e-04
1.950000e+00,7.000000e+00,-1.183377e-04
1.950000e+00,6.000000e+00,-4.321730e-05
1.950000e+00,5.000000e+00,-8.225624e-05
1.950000e+00,4.000000e+00,-5.760322e-05
1.950000e+00,3.000000e+00,3.780389e-05
1.950000e+00,2.000000e+00,4.124669e-05
1.950000e+00,1.000000e+00,-1.772769e-05

1.933333e+00,1.600000e+01,5.864131e-04
1.933333e+00,1.500000e+01,8.750924e-04
1.933333e+00,1.400000e+01,6.121446e-04
1.933333e+00,1.300000e+01,6.100711e-04
1.933333e+00,1.200000e+01,1.340318e-03
1.933333e+00,1.100000e+01,1.408454e-04
1.933333e+00,1.000000e+01,1.991305e-04
1.933333e+00,9.000000e+00,-2.318941e-04
1.933333e+00,8.000000e+00,4.097488e-04
1.933333e+00,7.000000e+00,-9.951132e-05
1.933333e+00,6.000000e+00,-9.193140e-06
1.933333e+00,5.000000e+00,-5.047461e-05
1.933333e+00,4.000000e+00,-4.278365e-05
1.933333e+00,3.000000e+00,5.043756e-05
1.933333e+00,2.000000e+00,5.449496e-05
1.933333e+00,1.000000e+00,2.558590e-05

1.916667e+00,1.600000e+01,5.810690e-04
1.916667e+00,1.500000e+01,8.647965e-04
1.916667e+00,1.400000e+01,6.095381e-04
1.916667e+00,1.300000e+01,5.916689e-04
1.916667e+00,1.200000e+01,1.314331e-03
1.916667e+00,1.100000e+01,3.752344e-04
1.916667e+00,1.000000e+01,3.970500e-04
1.916667e+00,9.000000e+00,-2.818983e-04
1.916667e+00,8.000000e+00,3.987011e-04
1.916667e+00,7.000000e+00,-7.827269e-05
1.916667e+00,6.000000e+00,2.513524e-05
1.916667e+00,5.000000e+00,-1.746490e-05
1.916667e+00,4.000000e+00,-2.700559e-05
1.916667e+00,3.000000e+00,6.296145e-05
1.916667e+00,2.000000e+00,6.753203e-05
1.916667e+00,1.000000e+00,7.021296e-05

1.900000e+00,1.600000e+01,5.761058e-04
1.900000e+00,1.500000e+01,8.532065e-04
1.900000e+00,1.400000e+01,6.074483e-04
1.900000e+00,1.300000e+01,5.740902e-04
1.900000e+00,1.200000e+01,1.277983e-03
1.900000e+00,1.100000e+01,6.240893e-04
1.900000e+00,1.000000e+01,6.001214e-04
1.900000e+00,9.000000e+00,-3.283132e-04
1.900000e+00,8.000000e+00,3.794805e-04
1.900000e+00,7.000000e+00,-5.456492e-05
1.900000e+00,6.000000e+00,5.946544e-05
1.900000e+00,5.000000e+00,1.653583e-05
1.900000e+00,4.000000e+00,-1.012126e-05
1.900000e+00,3.000000e+00,7.544461e-05
1.900000e+00,2.000000e+00,8.041034e-05
1.900000e+00,1.000000e+00,1.154468e-04

1.883333e+00,1.600000e+01,5.716097e-04
1.883333e+00,1.500000e+01,8.403338e-04
1.883333e+00,1.400000e+01,6.059563e-04
1.883333e+00,1.300000e+01,5.577583e-04
1.883333e+00,1.200000e+01,1.231756e-03
1.883333e+00,1.100000e+01,8.797105e-04
1.883333e+00,1.000000e+01,8.057872e-04
1.883333e+00,9.000000e+00,-3.702604e-04
1.883333e+00,8.000000e+00,3.525216e-04
1.883333e+00,7.000000e+00,-2.829887e-05
1.883333e+00,6.000000e+00,9.348782e-05
1.883333e+00,5.000000e+00,5.129452e-05
1.883333e+00,4.000000e+00,8.051874e-06
1.883333e+00,3.000000e+00,8.796211e-05
1.883333e+00,2.000000e+00,9.318537e-05
1.883333e+00,1.000000e+00,1.605131e-04

1.866667e+00,1.600000e+01,5.676383e-04
1.866667e+00,1.500000e+01,8.262745e-04
1.866667e+00,1.400000e+01,6.051047e-04
1.866667e+00,1.300000e+01,5.430123e-04
1.866667e+00,1.200000e+01,1.176880e-03
1.866667e+00,1.100000e+01,1.133594e-03
1.866667e+00,1.000000e+01,1.011302e-03
1.866667e+00,9.000000e+00,-4.071757e-04
1.866667e+00,8.000000e+00,3.189171e-04
1.866667e+00,7.000000e+00,4.153904e-07
1.866667e+00,6.000000e+00,1.269265e-04
1.866667e+00,5.000000e+00,8.652594e-05
1.866667e+00,4.000000e+00,2.760681e-05
1.866667e+00,3.000000e+00,1.005881e-04
1.866667e+00,2.000000e+00,1.059217e-04
1.866667e+00,1.000000e+00,2.046217e-04

1.850000e+00,1.600000e+01,5.642575e-04
1.850000e+00,1.500000e+01,8.110930e-04
1.850000e+00,1.400000e+01,6.049470e-04
1.850000e+00,1.300000e+01,5.301969e-04
1.850000e+00,1.200000e+01,1.114410e-03
1.850000e+00,1.100000e+01,1.377512e-03
1.850000e+00,1.000000e+01,1.214043e-03
1.850000e+00,9.000000e+00,-4.384413e-04
1.850000e+00,8.000000e+00,2.796876e-04
1.850000e+00,7.000000e+00,3.149404e-05
1.850000e+00,6.000000e+00,1.595241e-04
1.850000e+00,5.000000e+00,1.219711e-04
1.850000e+00,4.000000e+00,4.865146e-05
1.850000e+00,3.000000e+00,1.133949e-04
1.850000e+00,2.000000e+00,1.186805e-04
1.850000e+00,1.000000e+00,2.469912e-04

1.833333e+00,1.600000e+01,5.615485e-04
1.833333e+00,1.500000e+01,7.948315e-04
1.833333e+00,1.400000e+01,6.055532e-04
1.833333e+00,1.300000e+01,5.197042e-04
1.833333e+00,1.200000e+01,1.045356e-03
1.833333e+00,1.100000e+01,1.602580e-03
1.833333e+00,1.000000e+01,1.411128e-03
1.833333e+00,9.000000e+00,-4.633038e-04
1.833333e+00,8.000000e+00,2.359073e-04
1.833333e+00,7.000000e+00,6.486535e-05
1.833333e+00,6.000000e+00,1.910084e-04
1.833333e+00,5.000000e+00,1.573634e-04
1.833333e+00,4.000000e+00,7.131840e-05
1.833333e+00,3.000000e+00,1.264616e-04
1.833333e+00,2.000000e+00,1.315267e-04
1.833333e+00,1.000000e+00,2.867545e-04

1.816667e+00,1.600000e+01,5.595445e-04
1.816667e+00,1.500000e+01,7.776029e-04
1.816667e+00,1.400000e+01,6.069384e-04
1.816667e+00,1.300000e+01,5.117494e-04
1.816667e+00,1.200000e+01,9.712053e-04
1.816667e+00,1.100000e+01,1.801416e-03
1.816667e+00,1.000000e+01,1.599995e-03
1.816667e+00,9.000000e+00,-4.814634e-04
1.816667e+00,8.000000e+00,1.890500e-04
1.816667e+00,7.000000e+00,1.002692e-04
1.816667e+00,6.000000e+00,2.212016e-04
1.816667e+00,5.000000e+00,1.924451e-04
1.816667e+00,4.000000e+00,9.561309e-05
1.816667e+00,3.000000e+00,1.398473e-04
1.816667e+00,2.000000e+00,1.445185e-04
1.816667e+00,1.000000e+00,3.232298e-04

