xc,yc,zc

6.433333e+00,1.600000e+01,9.525003e-04
6.433333e+00,1.500000e+01,8.135097e-04
6.433333e+00,1.400000e+01,9.377739e-04
6.433333e+00,1.300000e+01,8.906942e-04
6.433333e+00,1.200000e+01,8.788670e-04
6.433333e+00,1.100000e+01,9.652439e-04
6.433333e+00,1.000000e+01,1.337187e-03
6.433333e+00,9.000000e+00,7.342232e-04
6.433333e+00,8.000000e+00,6.317610e-04
6.433333e+00,7.000000e+00,6.250932e-04
6.433333e+00,6.000000e+00,6.327993e-04
6.433333e+00,5.000000e+00,6.450392e-04
6.433333e+00,4.000000e+00,6.333997e-04
6.433333e+00,3.000000e+00,5.917127e-04
6.433333e+00,2.000000e+00,5.904395e-04
6.433333e+00,1.000000e+00,6.603195e-04

6.400000e+00,1.600000e+01,9.373338e-04
6.400000e+00,1.500000e+01,8.034017e-04
6.400000e+00,1.400000e+01,9.272100e-04
6.400000e+00,1.300000e+01,8.815707e-04
6.400000e+00,1.200000e+01,8.832686e-04
6.400000e+00,1.100000e+01,9.548897e-04
6.400000e+00,1.000000e+01,1.407035e-03
6.400000e+00,9.000000e+00,7.912553e-04
6.400000e+00,8.000000e+00,6.611424e-04
6.400000e+00,7.000000e+00,6.747408e-04
6.400000e+00,6.000000e+00,6.832669e-04
6.400000e+00,5.000000e+00,6.949711e-04
6.400000e+00,4.000000e+00,6.815906e-04
6.400000e+00,3.000000e+00,6.388073e-04
6.400000e+00,2.000000e+00,6.369127e-04
6.400000e+00,1.000000e+00,6.978906e-04

6.366667e+00,1.600000e+01,9.214532e-04
6.366667e+00,1.500000e+01,7.957970e-04
6.366667e+00,1.400000e+01,9.156816e-04
6.366667e+00,1.300000e+01,8.738695e-04
6.366667e+00,1.200000e+01,8.902625e-04
6.366667e+00,1.100000e+01,9.448554e-04
6.366667e+00,1.000000e+01,1.441192e-03
6.366667e+00,9.000000e+00,8.418221e-04
6.366667e+00,8.000000e+00,6.910258e-04
6.366667e+00,7.000000e+00,7.242951e-04
6.366667e+00,6.000000e+00,7.331508e-04
6.366667e+00,5.000000e+00,7.439724e-04
6.366667e+00,4.000000e+00,7.291437e-04
6.366667e+00,3.000000e+00,6.874534e-04
6.366667e+00,2.000000e+00,6.850080e-04
6.366667e+00,1.000000e+00,7.356856e-04

6.333333e+00,1.600000e+01,9.049647e-04
6.333333e+00,1.500000e+01,7.906005e-04
6.333333e+00,1.400000e+01,9.032740e-04
6.333333e+00,1.300000e+01,8.677742e-04
6.333333e+00,1.200000e+01,8.992338e-04
6.333333e+00,1.100000e+01,9.368200e-04
6.333333e+00,1.000000e+01,1.436196e-03
6.333333e+00,9.000000e+00,8.854415e-04
6.333333e+00,8.000000e+00,7.226417e-04
6.333333e+00,7.000000e+00,7.735207e-04
6.333333e+00,6.000000e+00,7.822100e-04
6.333333e+00,5.000000e+00,7.918454e-04
6.333333e+00,4.000000e+00,7.759667e-04
6.333333e+00,3.000000e+00,7.374718e-04
6.333333e+00,2.000000e+00,7.346015e-04
6.333333e+00,1.000000e+00,7.741470e-04

6.300000e+00,1.600000e+01,8.879726e-04
6.300000e+00,1.500000e+01,7.876720e-04
6.300000e+00,1.400000e+01,8.900762e-04
6.300000e+00,1.300000e+01,8.633960e-04
6.300000e+00,1.200000e+01,9.094095e-04
6.300000e+00,1.100000e+01,9.315745e-04
6.300000e+00,1.000000e+01,1.391201e-03
6.300000e+00,9.000000e+00,9.218492e-04
6.300000e+00,8.000000e+00,7.570554e-04
6.300000e+00,7.000000e+00,8.221544e-04
6.300000e+00,6.000000e+00,8.302191e-04
6.300000e+00,5.000000e+00,8.384182e-04
6.300000e+00,4.000000e+00,8.219726e-04
6.300000e+00,3.000000e+00,7.886117e-04
6.300000e+00,2.000000e+00,7.854929e-04
6.300000e+00,1.000000e+00,8.136152e-04

6.266667e+00,1.600000e+01,8.705823e-04
6.266667e+00,1.500000e+01,7.868254e-04
6.266667e+00,1.400000e+01,8.761823e-04
6.266667e+00,1.300000e+01,8.607712e-04
6.266667e+00,1.200000e+01,9.198748e-04
6.266667e+00,1.100000e+01,9.288677e-04
6.266667e+00,1.000000e+01,1.308116e-03
6.266667e+00,9.000000e+00,9.510152e-04
6.266667e+00,8.000000e+00,7.951110e-04
6.266667e+00,7.000000e+00,8.699110e-04
6.266667e+00,6.000000e+00,8.769718e-04
6.266667e+00,5.000000e+00,8.835474e-04
6.266667e+00,4.000000e+00,8.670777e-04
6.266667e+00,3.000000e+00,8.405538e-04
6.266667e+00,2.000000e+00,8.374068e-04
6.266667e+00,1.000000e+00,8.543246e-04

6.233333e+00,1.600000e+01,8.529072e-04
6.233333e+00,1.500000e+01,7.877881e-04
6.233333e+00,1.400000e+01,8.617046e-04
6.233333e+00,1.300000e+01,8.598159e-04
6.233333e+00,1.200000e+01,9.296252e-04
6.233333e+00,1.100000e+01,9.273567e-04
6.233333e+00,1.000000e+01,1.192389e-03
6.233333e+00,9.000000e+00,9.733213e-04
6.233333e+00,8.000000e+00,8.372619e-04
6.233333e+00,7.000000e+00,9.165215e-04
6.233333e+00,6.000000e+00,9.223196e-04
6.233333e+00,5.000000e+00,9.271595e-04
6.233333e+00,4.000000e+00,9.112230e-04
6.233333e+00,3.000000e+00,8.929096e-04
6.233333e+00,2.000000e+00,8.899829e-04
6.233333e+00,1.000000e+00,8.963632e-04

6.200000e+00,1.600000e+01,8.350572e-04
6.200000e+00,1.500000e+01,7.902565e-04
6.200000e+00,1.400000e+01,8.467553e-04
6.200000e+00,1.300000e+01,8.603646e-04
6.200000e+00,1.200000e+01,9.376380e-04
6.200000e+00,1.100000e+01,9.249035e-04
6.200000e+00,1.000000e+01,1.051750e-03
6.200000e+00,9.000000e+00,9.893917e-04
6.200000e+00,8.000000e+00,8.835971e-04
6.200000e+00,7.000000e+00,9.617329e-04
6.200000e+00,6.000000e+00,9.661511e-04
6.200000e+00,5.000000e+00,9.692220e-04
6.200000e+00,4.000000e+00,9.543531e-04
6.200000e+00,3.000000e+00,9.452595e-04
6.200000e+00,2.000000e+00,9.428165e-04
6.200000e+00,1.000000e+00,9.396978e-04

6.166667e+00,1.600000e+01,8.171416e-04
6.166667e+00,1.500000e+01,7.938930e-04
6.166667e+00,1.400000e+01,8.314498e-04
6.166667e+00,1.300000e+01,8.621642e-04
6.166667e+00,1.200000e+01,9.428928e-04
6.166667e+00,1.100000e+01,9.188939e-04
6.166667e+00,1.000000e+01,8.959376e-04
6.166667e+00,9.000000e+00,1.000098e-03
6.166667e+00,8.000000e+00,9.338206e-04
6.166667e+00,7.000000e+00,1.005315e-03
6.166667e+00,6.000000e+00,1.008389e-03
6.166667e+00,5.000000e+00,1.009742e-03
6.166667e+00,4.000000e+00,9.964127e-04
6.166667e+00,3.000000e+00,9.971541e-04
6.166667e+00,2.000000e+00,9.954583e-04
6.166667e+00,1.000000e+00,9.841766e-04

6.133333e+00,1.600000e+01,7.992678e-04
6.133333e+00,1.500000e+01,7.983103e-04
6.133333e+00,1.400000e+01,8.159126e-04
6.133333e+00,1.300000e+01,8.648514e-04
6.133333e+00,1.200000e+01,9.444994e-04
6.133333e+00,1.100000e+01,9.068460e-04
6.133333e+00,1.000000e+01,7.362083e-04
6.133333e+00,9.000000e+00,1.006643e-03
6.133333e+00,8.000000e+00,9.871716e-04
6.133333e+00,7.000000e+00,1.047110e-03
6.133333e+00,6.000000e+00,1.049025e-03
6.133333e+00,5.000000e+00,1.048798e-03
6.133333e+00,4.000000e+00,1.037368e-03
6.133333e+00,3.000000e+00,1.048144e-03
6.133333e+00,2.000000e+00,1.047437e-03
6.133333e+00,1.000000e+00,1.029512e-03

6.100000e+00,1.600000e+01,7.815381e-04
6.100000e+00,1.500000e+01,8.031104e-04
6.100000e+00,1.400000e+01,8.002677e-04
6.100000e+00,1.300000e+01,8.679945e-04
6.100000e+00,1.200000e+01,9.416985e-04
6.100000e+00,1.100000e+01,8.868927e-04
6.100000e+00,1.000000e+01,5.840204e-04
6.100000e+00,9.000000e+00,1.010376e-03
6.100000e+00,8.000000e+00,1.042565e-03
6.100000e+00,7.000000e+00,1.087013e-03
6.100000e+00,6.000000e+00,1.088079e-03
6.100000e+00,5.000000e+00,1.086494e-03
6.100000e+00,4.000000e+00,1.077182e-03
6.100000e+00,3.000000e+00,1.097790e-03
6.100000e+00,2.000000e+00,1.098275e-03
6.100000e+00,1.000000e+00,1.075321e-03

6.066667e+00,1.600000e+01,7.640524e-04
6.066667e+00,1.500000e+01,8.078803e-04
6.066667e+00,1.400000e+01,7.846428e-04
6.066667e+00,1.300000e+01,8.710918e-04
6.066667e+00,1.200000e+01,9.338858e-04
6.066667e+00,1.100000e+01,8.582021e-04
6.066667e+00,1.000000e+01,4.505326e-04
6.066667e+00,9.000000e+00,1.012786e-03
6.066667e+00,8.000000e+00,1.098624e-03
6.066667e+00,7.000000e+00,1.124965e-03
6.066667e+00,6.000000e+00,1.125594e-03
6.066667e+00,5.000000e+00,1.122955e-03
6.066667e+00,4.000000e+00,1.115809e-03
6.066667e+00,3.000000e+00,1.145660e-03
6.066667e+00,2.000000e+00,1.147488e-03
6.066667e+00,1.000000e+00,1.121133e-03

6.033333e+00,1.600000e+01,7.469029e-04
6.033333e+00,1.500000e+01,8.122056e-04
6.033333e+00,1.400000e+01,7.691687e-04
6.033333e+00,1.300000e+01,8.735986e-04
6.033333e+00,1.200000e+01,9.207784e-04
6.033333e+00,1.100000e+01,8.215301e-04
6.033333e+00,1.000000e+01,3.452062e-04
6.033333e+00,9.000000e+00,1.015448e-03
6.033333e+00,8.000000e+00,1.153780e-03
6.033333e+00,7.000000e+00,1.161006e-03
6.033333e+00,6.000000e+00,1.161657e-03
6.033333e+00,5.000000e+00,1.158342e-03
6.033333e+00,4.000000e+00,1.153223e-03
6.033333e+00,3.000000e+00,1.191381e-03
6.033333e+00,2.000000e+00,1.194634e-03
6.033333e+00,1.000000e+00,1.166409e-03

6.000000e+00,1.600000e+01,7.301791e-04
6.000000e+00,1.500000e+01,8.156849e-04
6.000000e+00,1.400000e+01,7.539794e-04
6.000000e+00,1.300000e+01,8.749589e-04
6.000000e+00,1.200000e+01,9.023429e-04
6.000000e+00,1.100000e+01,7.791240e-04
6.000000e+00,1.000000e+01,2.754115e-04
6.000000e+00,9.000000e+00,1.019904e-03
6.000000e+00,8.000000e+00,1.206416e-03
6.000000e+00,7.000000e+00,1.195220e-03
6.000000e+00,6.000000e+00,1.196356e-03
6.000000e+00,5.000000e+00,1.192802e-03
6.000000e+00,4.000000e+00,1.189389e-03
6.000000e+00,3.000000e+00,1.234620e-03
6.000000e+00,2.000000e+00,1.239301e-03
6.000000e+00,1.000000e+00,1.210572e-03

5.966667e+00,1.600000e+01,7.139743e-04
5.966667e+00,1.500000e+01,8.179250e-04
5.966667e+00,1.400000e+01,7.392177e-04
5.966667e+00,1.300000e+01,8.746175e-04
5.966667e+00,1.200000e+01,8.788243e-04
5.966667e+00,1.100000e+01,7.346661e-04
5.966667e+00,1.000000e+01,2.461442e-04
5.966667e+00,9.000000e+00,1.027645e-03
5.966667e+00,8.000000e+00,1.254945e-03
5.966667e+00,7.000000e+00,1.227733e-03
5.966667e+00,6.000000e+00,1.229773e-03
5.966667e+00,5.000000e+00,1.226465e-03
5.966667e+00,4.000000e+00,1.224261e-03
5.966667e+00,3.000000e+00,1.275070e-03
5.966667e+00,2.000000e+00,1.281099e-03
5.966667e+00,1.000000e+00,1.253011e-03

5.933333e+00,1.600000e+01,6.983752e-04
5.933333e+00,1.500000e+01,8.185828e-04
5.933333e+00,1.400000e+01,7.250263e-04
5.933333e+00,1.300000e+01,8.720993e-04
5.933333e+00,1.200000e+01,8.508772e-04
5.933333e+00,1.100000e+01,6.929054e-04
5.933333e+00,1.000000e+01,2.587303e-04
5.933333e+00,9.000000e+00,1.039946e-03
5.933333e+00,8.000000e+00,1.298040e-03
5.933333e+00,7.000000e+00,1.258735e-03
5.933333e+00,6.000000e+00,1.262002e-03
5.933333e+00,5.000000e+00,1.259441e-03
5.933333e+00,4.000000e+00,1.257819e-03
5.933333e+00,3.000000e+00,1.312528e-03
5.933333e+00,2.000000e+00,1.319742e-03
5.933333e+00,1.000000e+00,1.293155e-03

5.900000e+00,1.600000e+01,6.834762e-04
5.900000e+00,1.500000e+01,8.173502e-04
5.900000e+00,1.400000e+01,7.115558e-04
5.900000e+00,1.300000e+01,8.670122e-04
5.900000e+00,1.200000e+01,8.194426e-04
5.900000e+00,1.100000e+01,6.589529e-04
5.900000e+00,1.000000e+01,3.116873e-04
5.900000e+00,9.000000e+00,1.057868e-03
5.900000e+00,8.000000e+00,1.334673e-03
5.900000e+00,7.000000e+00,1.288426e-03
5.900000e+00,6.000000e+00,1.293112e-03
5.900000e+00,5.000000e+00,1.291793e-03
5.900000e+00,4.000000e+00,1.290036e-03
5.900000e+00,3.000000e+00,1.346835e-03
