t,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36
5.333333e+00,2.063902e+00,2.737396e+00,2.801369e+00,2.924022e+00,2.791487e+00,2.869449e+00,2.964010e+00,2.964272e+00,3.065180e+00,1.873711e+00,1.815322e+00,1.797745e+00,1.817115e+00,1.829484e+00,1.789452e+00,1.780187e+00,1.872997e+00,1.858216e+00,1.858047e+00,1.860409e+00,1.831069e+00,1.823827e+00,1.848593e+00,1.825220e+00,1.813925e+00,1.930936e+00,1.906299e+00,1.895972e+00,1.979155e+00,1.974125e+00,1.851958e+00,1.891811e+00,1.847428e+00,1.804104e+00,1.905048e+00,1.952086e+00,1.917287e+00,1.981747e+00,2.015562e+00,2.023046e+00,1.997368e+00,2.073594e+00,2.112888e+00,2.012781e+00,2.073092e+00
5.400000e+00,2.103388e+00,2.776617e+00,2.840744e+00,2.964808e+00,2.832365e+00,2.910341e+00,3.004964e+00,3.004301e+00,3.110465e+00,1.913746e+00,1.855404e+00,1.837805e+00,1.857123e+00,1.869482e+00,1.829451e+00,1.820186e+00,1.913017e+00,1.898230e+00,1.898077e+00,1.900455e+00,1.871176e+00,1.864135e+00,1.888995e+00,1.865415e+00,1.854074e+00,1.971601e+00,1.947045e+00,1.936526e+00,2.019861e+00,2.014842e+00,1.892405e+00,1.932017e+00,1.887955e+00,1.843974e+00,1.946853e+00,1.994322e+00,1.957076e+00,2.021569e+00,2.055471e+00,2.063825e+00,2.038229e+00,2.114430e+00,2.153824e+00,2.052998e+00,2.116268e+00
5.466667e+00,2.142123e+00,2.815460e+00,2.879739e+00,3.005013e+00,2.872882e+00,2.950664e+00,3.045353e+00,3.042501e+00,3.154430e+00,1.953024e+00,1.894825e+00,1.877291e+00,1.896593e+00,1.908949e+00,1.868917e+00,1.859652e+00,1.952511e+00,1.937716e+00,1.937575e+00,1.939966e+00,1.910726e+00,1.903865e+00,1.928809e+00,1.904995e+00,1.893591e+00,2.011708e+00,1.987259e+00,1.976493e+00,2.059985e+00,2.054977e+00,1.932264e+00,1.971381e+00,1.927725e+00,1.883219e+00,1.987750e+00,2.035598e+00,1.996124e+00,2.060931e+00,2.094917e+00,2.104042e+00,2.078594e+00,2.154686e+00,2.194186e+00,2.092131e+00,2.158374e+00
5.533333e+00,2.180389e+00,2.854040e+00,2.918424e+00,3.044502e+00,2.912843e+00,2.990279e+00,3.084983e+00,3.079306e+00,3.196199e+00,1.991609e+00,1.933590e+00,1.916200e+00,1.935530e+00,1.947891e+00,1.907855e+00,1.898589e+00,1.991481e+00,1.976677e+00,1.976542e+00,1.978937e+00,1.949701e+00,1.942952e+00,1.967950e+00,1.943890e+00,1.932434e+00,2.051142e+00,2.026813e+00,2.015777e+00,2.099412e+00,2.094412e+00,1.971447e+00,2.009962e+00,1.966612e+00,1.921729e+00,2.027452e+00,2.075574e+00,2.034582e+00,2.099866e+00,2.133914e+00,2.143577e+00,2.118311e+00,2.194238e+00,2.233820e+00,2.130361e+00,2.198942e+00
5.600000e+00,2.218341e+00,2.892376e+00,2.956783e+00,3.083142e+00,2.952017e+00,3.029040e+00,3.123671e+00,3.115297e+00,3.235148e+00,2.029538e+00,1.971678e+00,1.954489e+00,1.973893e+00,1.986268e+00,1.946225e+00,1.936956e+00,2.029880e+00,2.015068e+00,2.014929e+00,2.017321e+00,1.988048e+00,1.981313e+00,2.006321e+00,1.982013e+00,1.970542e+00,2.089780e+00,2.065564e+00,2.054266e+00,2.138020e+00,2.133023e+00,2.009852e+00,2.047809e+00,2.004512e+00,1.959390e+00,2.065748e+00,2.114001e+00,2.072526e+00,2.138345e+00,2.172420e+00,2.182300e+00,2.157214e+00,2.232956e+00,2.272581e+00,2.167892e+00,2.237644e+00
5.666667e+00,2.255962e+00,2.930379e+00,2.994716e+00,3.120803e+00,2.990169e+00,3.066797e+00,3.161266e+00,3.150983e+00,3.270977e+00,2.066775e+00,2.009014e+00,1.992067e+00,2.011583e+00,2.023979e+00,1.983927e+00,1.974654e+00,2.067606e+00,2.052788e+00,2.052637e+00,2.055016e+00,2.025666e+00,2.018833e+00,2.043802e+00,2.019253e+00,2.007817e+00,2.127483e+00,2.103362e+00,2.091838e+00,2.175681e+00,2.170681e+00,2.047360e+00,2.084916e+00,2.041325e+00,1.996078e+00,2.102509e+00,2.150738e+00,2.109924e+00,2.176265e+00,2.210328e+00,2.220077e+00,2.195133e+00,2.270706e+00,2.310333e+00,2.204847e+00,2.274310e+00
5.733333e+00,2.293065e+00,2.967857e+00,3.032041e+00,3.157354e+00,3.027096e+00,3.103416e+00,3.197664e+00,3.186610e+00,3.303753e+00,2.103206e+00,2.045471e+00,2.028789e+00,2.048449e+00,2.060871e+00,2.020809e+00,2.011530e+00,2.104506e+00,2.089684e+00,2.089512e+00,2.091871e+00,2.062410e+00,2.055378e+00,2.080263e+00,2.055484e+00,2.044133e+00,2.164116e+00,2.140061e+00,2.128364e+00,2.212268e+00,2.207262e+00,2.083839e+00,2.121194e+00,2.076962e+00,2.031673e+00,2.137693e+00,2.185759e+00,2.146624e+00,2.213453e+00,2.247472e+00,2.256772e+00,2.231914e+00,2.307360e+00,2.346960e+00,2.241205e+00,2.308951e+00
5.800000e+00,2.329330e+00,3.004536e+00,3.068510e+00,3.192666e+00,3.062638e+00,3.138772e+00,3.232792e+00,3.222061e+00,3.333852e+00,2.138636e+00,2.080871e+00,2.064465e+00,2.084290e+00,2.096743e+00,2.056668e+00,2.047384e+00,2.140379e+00,2.125555e+00,2.125357e+00,2.127690e+00,2.098094e+00,2.090789e+00,2.115559e+00,2.090560e+00,2.079333e+00,2.199534e+00,2.175519e+00,2.163705e+00,2.247651e+00,2.242639e+00,2.119147e+00,2.156472e+00,2.111336e+00,2.066060e+00,2.171323e+00,2.219127e+00,2.182379e+00,2.249677e+00,2.283631e+00,2.292244e+00,2.267415e+00,2.342790e+00,2.382358e+00,2.276777e+00,2.341713e+00
5.866667e+00,2.364368e+00,3.040075e+00,3.103823e+00,3.226597e+00,3.096679e+00,3.172750e+00,3.266583e+00,3.256878e+00,3.361863e+00,2.172819e+00,2.115000e+00,2.098874e+00,2.118871e+00,2.131356e+00,2.091270e+00,2.081979e+00,2.174991e+00,2.160166e+00,2.159939e+00,2.162244e+00,2.132504e+00,2.124893e+00,2.149532e+00,2.124327e+00,2.113238e+00,2.233594e+00,2.209598e+00,2.197716e+00,2.281695e+00,2.276681e+00,2.153132e+00,2.190514e+00,2.144359e+00,2.099128e+00,2.203467e+00,2.250962e+00,2.216882e+00,2.284665e+00,2.318550e+00,2.326349e+00,2.301508e+00,2.376868e+00,2.416421e+00,2.311239e+00,2.372837e+00
5.933333e+00,2.397792e+00,3.074115e+00,3.137659e+00,3.259014e+00,3.129143e+00,3.205245e+00,3.298960e+00,3.290392e+00,3.388477e+00,2.205499e+00,2.147642e+00,2.131788e+00,2.151951e+00,2.164467e+00,2.124371e+00,2.115075e+00,2.208104e+00,2.193276e+00,2.193022e+00,2.195300e+00,2.165421e+00,2.157518e+00,2.182032e+00,2.156632e+00,2.145671e+00,2.266157e+00,2.242171e+00,2.230255e+00,2.314269e+00,2.309256e+00,2.185645e+00,2.223066e+00,2.175957e+00,2.130781e+00,2.234220e+00,2.281415e+00,2.249826e+00,2.318133e+00,2.351959e+00,2.358951e+00,2.334080e+00,2.409471e+00,2.449037e+00,2.344207e+00,2.402603e+00
6.000000e+00,2.429276e+00,3.106301e+00,3.169694e+00,3.289778e+00,3.159966e+00,3.236149e+00,3.329811e+00,3.321912e+00,3.414324e+00,2.236440e+00,2.178591e+00,2.162991e+00,2.183300e+00,2.195842e+00,2.155737e+00,2.146437e+00,2.239483e+00,2.224652e+00,2.224376e+00,2.226630e+00,2.196633e+00,2.188495e+00,2.212908e+00,2.187329e+00,2.176465e+00,2.297087e+00,2.273110e+00,2.261177e+00,2.345233e+00,2.340227e+00,2.216536e+00,2.253891e+00,2.206055e+00,2.160926e+00,2.263656e+00,2.310615e+00,2.280941e+00,2.349806e+00,2.383596e+00,2.389911e+00,2.365019e+00,2.440466e+00,2.480075e+00,2.375322e+00,2.431253e+00
6.066667e+00,2.458585e+00,3.136313e+00,3.199625e+00,3.318756e+00,3.189073e+00,3.265338e+00,3.358982e+00,3.350897e+00,3.439852e+00,2.265455e+00,2.207673e+00,2.192288e+00,2.212706e+00,2.225268e+00,2.185159e+00,2.175855e+00,2.268916e+00,2.254082e+00,2.253790e+00,2.256030e+00,2.225948e+00,2.217664e+00,2.242012e+00,2.216280e+00,2.205466e+00,2.326246e+00,2.302289e+00,2.290336e+00,2.374443e+00,2.369445e+00,2.245658e+00,2.282806e+00,2.234574e+00,2.189471e+00,2.291804e+00,2.338625e+00,2.310025e+00,2.379440e+00,2.413221e+00,2.419092e+00,2.394208e+00,2.469713e+00,2.509380e+00,2.404317e+00,2.458934e+00
6.133333e+00,2.485611e+00,3.163909e+00,3.227209e+00,3.345823e+00,3.216375e+00,3.292678e+00,3.386294e+00,3.377103e+00,3.465240e+00,2.292431e+00,2.234763e+00,2.219532e+00,2.240013e+00,2.252585e+00,2.212476e+00,2.203172e+00,2.296242e+00,2.281404e+00,2.281106e+00,2.283339e+00,2.253217e+00,2.244891e+00,2.269218e+00,2.243369e+00,2.232556e+00,2.353510e+00,2.329584e+00,2.317599e+00,2.401759e+00,2.396769e+00,2.272883e+00,2.309701e+00,2.261439e+00,2.216330e+00,2.318633e+00,2.365428e+00,2.336970e+00,2.406849e+00,2.440647e+00,2.446369e+00,2.421527e+00,2.497071e+00,2.536794e+00,2.431069e+00,2.485662e+00
6.200000e+00,2.510351e+00,3.188927e+00,3.252268e+00,3.370863e+00,3.241748e+00,3.318016e+00,3.411554e+00,3.400587e+00,3.490358e+00,2.317315e+00,2.259780e+00,2.244617e+00,2.265105e+00,2.277677e+00,2.237574e+00,2.228271e+00,2.321340e+00,2.306501e+00,2.306205e+00,2.308441e+00,2.278328e+00,2.270062e+00,2.294411e+00,2.268495e+00,2.257642e+00,2.378760e+00,2.354873e+00,2.342841e+00,2.427047e+00,2.422062e+00,2.298092e+00,2.334536e+00,2.286566e+00,2.241412e+00,2.344031e+00,2.390906e+00,2.361748e+00,2.431907e+00,2.465739e+00,2.471624e+00,2.446851e+00,2.522397e+00,2.562155e+00,2.455591e+00,2.511303e+00
6.266667e+00,2.532883e+00,3.211294e+00,3.274707e+00,3.393759e+00,3.265042e+00,3.341189e+00,3.434581e+00,3.421645e+00,3.514795e+00,2.340101e+00,2.282677e+00,2.267478e+00,2.287915e+00,2.300476e+00,2.260385e+00,2.251085e+00,2.344140e+00,2.329301e+00,2.329016e+00,2.331263e+00,2.301206e+00,2.293084e+00,2.317490e+00,2.291570e+00,2.280650e+00,2.401883e+00,2.378036e+00,2.365949e+00,2.450179e+00,2.445194e+00,2.321181e+00,2.357313e+00,2.309851e+00,2.264619e+00,2.367816e+00,2.414848e+00,2.384390e+00,2.454549e+00,2.488420e+00,2.494740e+00,2.470048e+00,2.545555e+00,2.585313e+00,2.477981e+00,2.535584e+00
6.333333e+00,2.553336e+00,3.231040e+00,3.294531e+00,3.414414e+00,3.286108e+00,3.362049e+00,3.455241e+00,3.440687e+00,3.537933e+00,2.360813e+00,2.303435e+00,2.288092e+00,2.308424e+00,2.320964e+00,2.280889e+00,2.271595e+00,2.364619e+00,2.349784e+00,2.349516e+00,2.351781e+00,2.321818e+00,2.313895e+00,2.338379e+00,2.312524e+00,2.301531e+00,2.422785e+00,2.398969e+00,2.386835e+00,2.471057e+00,2.466068e+00,2.342070e+00,2.378059e+00,2.331186e+00,2.285853e+00,2.389754e+00,2.436981e+00,2.404963e+00,2.474778e+00,2.508682e+00,2.515622e+00,2.491003e+00,2.566433e+00,2.606155e+00,2.498377e+00,2.558140e+00
6.400000e+00,2.571830e+00,3.248264e+00,3.311815e+00,3.432737e+00,3.304803e+00,3.380474e+00,3.473445e+00,3.458062e+00,3.559064e+00,2.379459e+00,2.322037e+00,2.306451e+00,2.326639e+00,2.339149e+00,2.299095e+00,2.289808e+00,2.382784e+00,2.367957e+00,2.367710e+00,2.369995e+00,2.340152e+00,2.332443e+00,2.357012e+00,2.331290e+00,2.320236e+00,2.441385e+00,2.417583e+00,2.405427e+00,2.489601e+00,2.484604e+00,2.360692e+00,2.396776e+00,2.350441e+00,2.305006e+00,2.409582e+00,2.456995e+00,2.423518e+00,2.492635e+00,2.526558e+00,2.534186e+00,2.509613e+00,2.584941e+00,2.624602e+00,2.516865e+00,2.578561e+00
6.466667e+00,2.588423e+00,3.263108e+00,3.326692e+00,3.448653e+00,3.321010e+00,3.396375e+00,3.489154e+00,3.473936e+00,3.577492e+00,2.396011e+00,2.338450e+00,2.322549e+00,2.342571e+00,2.355047e+00,2.315017e+00,2.305738e+00,2.398652e+00,2.383837e+00,2.383611e+00,2.385916e+00,2.356201e+00,2.348684e+00,2.373326e+00,2.347795e+00,2.336708e+00,2.457610e+00,2.433799e+00,2.421662e+00,2.505748e+00,2.500744e+00,2.376984e+00,2.413415e+00,2.367466e+00,2.321956e+00,2.427029e+00,2.474577e+00,2.440060e+00,2.508179e+00,2.542100e+00,2.550356e+00,2.525792e+00,2.601012e+00,2.640602e+00,2.533437e+00,2.596443e+00
6.533333e+00,2.603087e+00,3.275738e+00,3.339323e+00,3.462111e+00,3.334664e+00,3.409723e+00,3.502381e+00,3.488233e+00,3.592660e+00,2.410393e+00,2.352618e+00,2.336376e+00,2.356234e+00,2.368678e+00,2.328671e+00,2.319401e+00,2.412244e+00,2.397443e+00,2.397234e+00,2.399557e+00,2.369961e+00,2.362581e+00,2.387273e+00,2.361972e+00,2.350884e+00,2.471412e+00,2.447567e+00,2.435498e+00,2.519464e+00,2.514456e+00,2.390900e+00,2.427876e+00,2.382114e+00,2.336585e+00,2.441860e+00,2.489463e+00,2.454529e+00,2.521477e+00,2.555378e+00,2.564083e+00,2.539490e+00,2.614616e+00,2.654141e+00,2.547975e+00,2.611453e+00
6.600000e+00,2.615679e+00,3.286286e+00,3.349851e+00,3.473080e+00,3.345739e+00,3.420531e+00,3.513158e+00,3.500650e+00,3.604204e+00,2.422479e+00,2.364457e+00,2.347900e+00,2.367619e+00,2.380034e+00,2.340049e+00,2.330787e+00,2.423560e+00,2.408774e+00,2.408576e+00,2.410910e+00,2.381406e+00,2.374092e+00,2.398801e+00,2.373744e+00,2.362685e+00,2.482746e+00,2.458848e+00,2.446896e+00,2.530722e+00,2.525713e+00,2.402393e+00,2.440004e+00,2.394240e+00,2.348779e+00,2.453888e+00,2.501452e+00,2.466784e+00,2.532566e+00,2.566433e+00,2.575327e+00,2.550673e+00,2.625737e+00,2.665216e+00,2.560261e+00,2.623358e+00
6.666667e+00,2.625948e+00,3.294824e+00,3.358360e+00,3.481540e+00,3.354242e+00,3.428832e+00,3.521511e+00,3.510733e+00,3.611984e+00,2.432102e+00,2.373856e+00,2.357057e+00,2.376683e+00,2.389078e+00,2.349111e+00,2.339855e+00,2.432565e+00,2.417792e+00,2.417599e+00,2.419937e+00,2.390486e+00,2.383162e+00,2.407856e+00,2.383032e+00,2.372018e+00,2.491576e+00,2.467612e+00,2.455816e+00,2.539497e+00,2.534491e+00,2.411412e+00,2.449614e+00,2.403716e+00,2.358434e+00,2.462991e+00,2.510423e+00,2.476623e+00,2.541439e+00,2.575266e+00,2.584055e+00,2.559323e+00,2.634366e+00,2.673821e+00,2.570025e+00,2.632040e+00
6.733333e+00,2.633596e+00,3.301344e+00,3.364860e+00,3.487496e+00,3.360214e+00,3.434681e+00,3.527460e+00,3.518020e+00,3.616100e+00,2.439098e+00,2.380706e+00,2.363775e+00,2.383361e+00,2.395746e+00,2.355794e+00,2.346542e+00,2.439203e+00,2.424440e+00,2.424244e+00,2.426579e+00,2.397141e+00,2.389742e+00,2.414393e+00,2.389772e+00,2.378804e+00,2.497879e+00,2.473846e+00,2.462225e+00,2.545771e+00,2.540770e+00,2.417915e+00,2.456536e+00,2.410466e+00,2.365489e+00,2.469140e+00,2.516362e+00,2.483825e+00,2.548046e+00,2.581835e+00,2.590252e+00,2.565438e+00,2.640503e+00,2.679949e+00,2.577015e+00,2.637518e+00
6.800000e+00,2.638326e+00,3.305746e+00,3.369263e+00,3.490947e+00,3.363696e+00,3.438110e+00,3.530991e+00,3.522144e+00,3.616827e+00,2.443329e+00,2.384909e+00,2.367964e+00,2.387563e+00,2.399949e+00,2.360007e+00,2.350756e+00,2.443385e+00,2.428628e+00,2.428424e+00,2.430751e+00,2.401289e+00,2.393778e+00,2.418369e+00,2.393914e+00,2.382974e+00,2.501629e+00,2.477534e+00,2.466090e+00,2.549518e+00,2.544523e+00,2.421861e+00,2.460640e+00,2.414462e+00,2.369916e+00,2.472377e+00,2.519336e+00,2.488188e+00,2.552285e+00,2.586047e+00,2.593900e+00,2.569018e+00,2.644131e+00,2.683576e+00,2.581045e+00,2.639917e+00
6.866667e+00,2.639914e+00,3.307841e+00,3.371389e+00,3.491887e+00,3.364711e+00,3.439118e+00,3.532059e+00,3.522918e+00,3.614561e+00,2.444708e+00,2.386393e+00,2.369536e+00,2.389185e+00,2.401578e+00,2.361643e+00,2.352394e+00,2.445005e+00,2.430250e+00,2.430035e+00,2.432351e+00,2.402843e+00,2.395215e+00,2.419744e+00,2.395426e+00,2.384479e+00,2.502802e+00,2.478657e+00,2.467372e+00,2.550702e+00,2.545709e+00,2.423212e+00,2.461862e+00,2.415726e+00,2.371729e+00,2.472811e+00,2.519484e+00,2.489574e+00,2.554018e+00,2.587765e+00,2.594976e+00,2.570048e+00,2.645221e+00,2.684658e+00,2.582033e+00,2.639437e+00
6.933333e+00,2.638289e+00,3.307398e+00,3.371005e+00,3.490307e+00,3.363269e+00,3.437672e+00,3.530604e+00,3.520391e+00,3.609761e+00,2.443238e+00,2.385143e+00,2.368427e+00,2.388141e+00,2.400545e+00,2.360616e+00,2.351366e+00,2.443969e+00,2.429215e+00,2.428989e+00,2.431295e+00,2.401739e+00,2.394025e+00,2.418505e+00,2.394312e+00,2.383317e+00,2.501385e+00,2.477203e+00,2.466050e+00,2.549296e+00,2.544303e+00,2.421951e+00,2.460233e+00,2.414345e+00,2.370985e+00,2.470610e+00,2.517001e+00,2.487961e+00,2.553102e+00,2.586848e+00,2.593469e+00,2.568521e+00,2.643740e+00,2.683152e+00,2.580030e+00,2.636339e+00
7.000000e+00,2.633543e+00,3.304173e+00,3.367861e+00,3.486187e+00,3.359349e+00,3.433707e+00,3.526564e+00,3.514801e+00,3.602861e+00,2.438998e+00,2.381190e+00,2.364607e+00,2.384368e+00,2.396779e+00,2.356857e+00,2.347608e+00,2.440204e+00,2.425449e+00,2.425217e+00,2.427517e+00,2.397933e+00,2.390194e+00,2.414651e+00,2.390604e+00,2.379520e+00,2.497368e+00,2.473159e+00,2.462114e+00,2.545276e+00,2.540279e+00,2.418075e+00,2.455863e+00,2.410438e+00,2.367771e+00,2.465963e+00,2.512099e+00,2.483442e+00,2.549410e+00,2.583164e+00,2.589364e+00,2.564418e+00,2.639652e+00,2.679019e+00,2.575197e+00,2.630885e+00
7.066667e+00,2.625924e+00,3.297955e+00,3.361739e+00,3.479502e+00,3.352908e+00,3.427143e+00,3.519884e+00,3.506520e+00,3.594228e+00,2.432132e+00,2.374612e+00,2.358081e+00,2.377841e+00,2.390250e+00,2.350339e+00,2.341092e+00,2.433672e+00,2.418918e+00,2.418688e+00,2.420989e+00,2.391419e+00,2.383737e+00,2.408205e+00,2.384356e+00,2.373150e+00,2.490753e+00,2.466520e+00,2.455571e+00,2.538633e+00,2.533630e+00,2.411602e+00,2.448918e+00,2.404146e+00,2.362184e+00,2.459056e+00,2.504980e+00,2.476206e+00,2.542854e+00,2.576619e+00,2.582657e+00,2.557722e+00,2.632931e+00,2.672233e+00,2.567764e+00,2.623313e+00
7.133333e+00,2.615794e+00,3.288635e+00,3.352519e+00,3.470253e+00,3.343912e+00,3.417931e+00,3.510557e+00,3.495975e+00,3.584130e+00,2.422838e+00,2.365538e+00,2.348915e+00,2.368602e+00,2.380995e+00,2.341101e+00,2.331859e+00,2.424405e+00,2.409655e+00,2.409437e+00,2.411749e+00,2.382248e+00,2.374711e+00,2.399229e+00,2.375658e+00,2.364314e+00,2.481576e+00,2.457310e+00,2.446468e+00,2.529401e+00,2.524390e+00,2.402590e+00,2.439609e+00,2.395623e+00,2.354339e+00,2.450064e+00,2.495828e+00,2.466524e+00,2.533427e+00,2.567201e+00,2.573372e+00,2.548446e+00,2.623591e+00,2.662813e+00,2.558002e+00,2.613821e+00
7.200000e+00,2.603542e+00,3.276222e+00,3.340208e+00,3.458468e+00,3.332344e+00,3.406066e+00,3.498624e+00,3.483552e+00,3.572717e+00,2.411324e+00,2.354120e+00,2.337223e+00,2.356749e+00,2.369111e+00,2.329240e+00,2.320007e+00,2.412495e+00,2.397755e+00,2.397558e+00,2.399891e+00,2.370521e+00,2.363211e+00,2.387811e+00,2.364620e+00,2.353135e+00,2.469903e+00,2.445584e+00,2.434886e+00,2.517648e+00,2.512629e+00,2.391126e+00,2.428143e+00,2.385011e+00,2.344347e+00,2.439128e+00,2.484780e+00,2.454674e+00,2.521207e+00,2.554984e+00,2.561567e+00,2.536628e+00,2.611688e+00,2.650822e+00,2.546166e+00,2.602548e+00
7.266667e+00,2.589499e+00,3.260865e+00,3.324952e+00,3.444223e+00,3.318233e+00,3.391612e+00,3.484186e+00,3.469538e+00,3.560037e+00,2.397784e+00,2.340522e+00,2.323159e+00,2.342441e+00,2.354754e+00,2.314914e+00,2.305692e+00,2.398098e+00,2.383373e+00,2.383206e+00,2.385570e+00,2.356388e+00,2.349366e+00,2.374077e+00,2.351371e+00,2.339757e+00,2.455839e+00,2.431436e+00,2.420942e+00,2.503489e+00,2.498464e+00,2.377332e+00,2.414705e+00,2.372435e+00,2.332322e+00,2.426351e+00,2.471936e+00,2.440904e+00,2.506357e+00,2.540129e+00,2.547340e+00,2.522351e+00,2.597330e+00,2.636372e+00,2.532459e+00,2.589576e+00
7.333333e+00,2.573888e+00,3.242865e+00,3.307056e+00,3.427668e+00,3.301682e+00,3.374731e+00,3.467423e+00,3.454103e+00,3.546060e+00,2.382389e+00,2.324922e+00,2.306931e+00,2.325900e+00,2.338152e+00,2.298347e+00,2.289140e+00,2.381442e+00,2.366738e+00,2.366608e+00,2.369009e+00,2.340058e+00,2.333361e+00,2.358198e+00,2.336073e+00,2.324349e+00,2.439546e+00,2.415025e+00,2.404813e+00,2.487101e+00,2.482072e+00,2.361381e+00,2.399453e+00,2.358021e+00,2.318392e+00,2.411822e+00,2.457372e+00,2.425401e+00,2.489137e+00,2.522899e+00,2.530854e+00,2.505766e+00,2.580698e+00,2.619647e+00,2.517033e+00,2.574955e+00
7.400000e+00,2.556801e+00,3.222630e+00,3.286937e+00,3.409015e+00,3.282875e+00,3.355668e+00,3.448577e+00,3.437300e+00,3.530711e+00,2.365280e+00,2.307503e+00,2.288777e+00,2.307392e+00,2.319576e+00,2.279808e+00,2.270616e+00,2.362804e+00,2.348124e+00,2.348034e+00,2.350474e+00,2.321778e+00,2.315414e+00,2.340380e+00,2.318911e+00,2.307092e+00,2.421236e+00,2.396561e+00,2.386714e+00,2.468711e+00,2.463679e+00,2.343483e+00,2.382512e+00,2.341888e+00,2.302702e+00,2.395618e+00,2.441149e+00,2.408279e+00,2.469873e+00,2.503621e+00,2.512323e+00,2.487084e+00,2.562026e+00,2.600883e+00,2.499986e+00,2.558713e+00
7.466667e+00,2.538222e+00,3.200644e+00,3.265084e+00,3.388539e+00,3.262079e+00,3.334741e+00,3.427945e+00,3.419107e+00,3.513914e+00,2.346583e+00,2.288455e+00,2.268962e+00,2.287217e+00,2.299331e+00,2.259600e+00,2.250423e+00,2.342495e+00,2.327839e+00,2.327789e+00,2.330269e+00,2.301827e+00,2.295778e+00,2.320868e+00,2.300098e+00,2.288193e+00,2.401168e+00,2.376309e+00,2.366901e+00,2.448588e+00,2.443553e+00,2.323885e+00,2.363995e+00,2.324170e+00,2.285423e+00,2.377827e+00,2.423339e+00,2.389604e+00,2.448933e+00,2.482668e+00,2.492013e+00,2.466574e+00,2.541600e+00,2.580363e+00,2.481389e+00,2.540890e+00
7.533333e+00,2.518109e+00,3.177419e+00,3.242015e+00,3.366580e+00,3.239648e+00,3.312329e+00,3.405878e+00,3.399496e+00,3.495635e+00,2.326443e+00,2.267998e+00,2.247783e+00,2.265702e+00,2.277752e+00,2.238055e+00,2.228892e+00,2.320858e+00,2.306224e+00,2.306210e+00,2.308727e+00,2.280517e+00,2.274747e+00,2.299946e+00,2.279884e+00,2.267890e+00,2.379653e+00,2.354587e+00,2.345675e+00,2.427049e+00,2.422011e+00,2.302876e+00,2.344038e+00,2.305037e+00,2.266768e+00,2.358579e+00,2.404060e+00,2.369445e+00,2.426712e+00,2.460441e+00,2.470247e+00,2.444571e+00,2.519755e+00,2.558419e+00,2.461335e+00,2.521568e+00
7.600000e+00,2.496472e+00,3.153442e+00,3.218216e+00,3.343513e+00,3.215993e+00,3.288837e+00,3.382751e+00,3.378491e+00,3.475916e+00,2.305050e+00,2.246386e+00,2.225555e+00,2.243188e+00,2.255183e+00,2.215513e+00,2.206362e+00,2.298240e+00,2.283625e+00,2.283642e+00,2.286190e+00,2.258177e+00,2.252641e+00,2.277931e+00,2.258556e+00,2.246457e+00,2.357035e+00,2.331753e+00,2.323365e+00,2.404437e+00,2.399395e+00,2.280776e+00,2.322822e+00,2.284707e+00,2.246987e+00,2.338056e+00,2.383482e+00,2.347921e+00,2.403598e+00,2.437330e+00,2.447379e+00,2.421447e+00,2.496850e+00,2.535412e+00,2.439965e+00,2.500893e+00
7.666667e+00,2.473457e+00,3.129144e+00,3.194112e+00,3.319740e+00,3.191564e+00,3.264680e+00,3.358960e+00,3.356227e+00,3.454904e+00,2.282661e+00,2.223917e+00,2.202609e+00,2.220019e+00,2.231971e+00,2.192322e+00,2.183180e+00,2.274994e+00,2.260392e+00,2.260434e+00,2.263006e+00,2.235147e+00,2.229802e+00,2.255168e+00,2.236435e+00,2.224205e+00,2.333688e+00,2.308192e+00,2.300327e+00,2.381118e+00,2.376070e+00,2.257932e+00,2.300603e+00,2.263452e+00,2.226376e+00,2.316512e+00,2.361850e+00,2.325252e+00,2.379962e+00,2.413705e+00,2.423792e+00,2.397604e+00,2.473259e+00,2.511718e+00,2.417512e+00,2.479093e+00
7.733333e+00,2.449393e+00,3.104880e+00,3.170046e+00,3.295676e+00,3.166827e+00,3.240266e+00,3.334903e+00,3.332992e+00,3.432880e+00,2.259628e+00,2.200946e+00,2.179300e+00,2.196547e+00,2.208469e+00,2.168833e+00,2.159697e+00,2.251472e+00,2.236878e+00,2.236939e+00,2.239530e+00,2.211785e+00,2.206599e+00,2.232028e+00,2.213881e+00,2.201494e+00,2.310004e+00,2.284307e+00,2.276937e+00,2.357473e+00,2.352418e+00,2.234719e+00,2.277728e+00,2.241618e+00,2.205283e+00,2.294284e+00,2.339500e+00,2.301786e+00,2.356151e+00,2.389912e+00,2.399886e+00,2.373459e+00,2.449372e+00,2.487728e+00,2.394318e+00,2.456498e+00
