t,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36
0.000000e+00,3.420884e-01,1.021642e+00,1.086940e+00,1.217151e+00,1.084711e+00,1.161176e+00,1.256052e+00,1.247612e+00,1.364702e+00,1.543155e-01,1.038621e-01,8.708861e-02,1.058730e-01,1.181121e-01,7.822556e-02,6.900353e-02,1.617810e-01,1.469606e-01,1.470181e-01,1.496056e-01,1.213075e-01,1.178022e-01,1.440447e-01,1.242864e-01,1.090244e-01,2.244126e-01,1.993382e-01,1.902106e-01,2.721501e-01,2.671117e-01,1.470735e-01,1.764882e-01,1.511498e-01,1.185876e-01,2.059121e-01,2.519780e-01,1.965928e-01,2.683175e-01,3.025218e-01,3.155401e-01,2.896469e-01,3.654416e-01,4.043631e-01,2.944836e-01,3.710121e-01
6.666667e-02,3.420884e-01,1.021642e+00,1.086940e+00,1.217151e+00,1.084711e+00,1.161176e+00,1.256052e+00,1.247612e+00,1.364702e+00,1.543155e-01,1.038621e-01,8.708861e-02,1.058730e-01,1.181121e-01,7.822556e-02,6.900353e-02,1.617810e-01,1.469606e-01,1.470181e-01,1.496056e-01,1.213075e-01,1.178022e-01,1.440447e-01,1.242864e-01,1.090244e-01,2.244126e-01,1.993382e-01,1.902106e-01,2.721501e-01,2.671117e-01,1.470735e-01,1.764882e-01,1.511498e-01,1.185876e-01,2.059121e-01,2.519780e-01,1.965928e-01,2.683175e-01,3.025218e-01,3.155401e-01,2.896469e-01,3.654416e-01,4.043631e-01,2.944836e-01,3.710121e-01
1.333333e-01,3.459387e-01,1.025063e+00,1.090318e+00,1.220508e+00,1.087065e+00,1.164420e+00,1.259499e+00,1.254102e+00,1.369649e+00,1.962459e-01,1.294360e-01,1.122110e-01,1.327578e-01,1.457165e-01,1.030406e-01,9.315463e-02,1.919563e-01,1.763679e-01,1.766121e-01,1.793907e-01,1.495681e-01,1.447518e-01,1.724692e-01,1.511908e-01,1.349297e-01,2.512438e-01,2.232399e-01,2.212730e-01,3.046965e-01,2.988107e-01,1.758785e-01,1.914908e-01,1.758018e-01,1.413920e-01,2.397751e-01,2.891771e-01,2.287669e-01,2.999049e-01,3.357116e-01,3.403949e-01,3.130415e-01,3.978474e-01,4.313750e-01,3.371594e-01,4.117994e-01
2.000000e-01,3.747285e-01,1.050429e+00,1.115197e+00,1.245521e+00,1.104429e+00,1.187086e+00,1.285241e+00,1.298334e+00,1.404801e+00,2.171782e-01,1.593109e-01,1.371373e-01,1.542004e-01,1.662002e-01,1.260310e-01,1.167786e-01,2.099068e-01,1.950923e-01,1.952984e-01,1.980342e-01,1.704395e-01,1.667098e-01,1.931618e-01,1.760425e-01,1.621069e-01,2.698472e-01,2.432288e-01,2.390211e-01,3.209000e-01,3.150578e-01,1.959136e-01,2.438402e-01,2.086926e-01,1.725215e-01,2.624025e-01,3.083512e-01,2.490606e-01,3.142999e-01,3.488730e-01,3.593159e-01,3.326025e-01,4.152955e-01,4.493930e-01,3.757539e-01,4.270401e-01
2.666667e-01,4.242176e-01,1.090701e+00,1.154523e+00,1.285729e+00,1.133598e+00,1.221435e+00,1.326600e+00,1.355836e+00,1.457571e+00,2.630051e-01,2.035192e-01,1.799853e-01,1.965880e-01,2.084526e-01,1.685547e-01,1.593721e-01,2.516367e-01,2.369919e-01,2.371600e-01,2.398579e-01,2.124920e-01,2.080271e-01,2.340085e-01,2.183014e-01,2.051466e-01,3.089755e-01,2.807942e-01,2.786680e-01,3.592084e-01,3.541051e-01,2.365509e-01,2.890948e-01,2.536897e-01,2.159337e-01,3.095165e-01,3.560383e-01,2.967793e-01,3.556487e-01,3.893755e-01,3.989017e-01,3.675869e-01,4.511712e-01,4.894171e-01,4.200243e-01,4.760083e-01
3.333333e-01,4.845569e-01,1.136226e+00,1.199206e+00,1.331433e+00,1.171426e+00,1.261298e+00,1.373383e+00,1.403582e+00,1.513120e+00,3.132831e-01,2.520628e-01,2.274734e-01,2.437804e-01,2.555660e-01,2.158076e-01,2.066622e-01,2.984422e-01,2.838984e-01,2.840325e-01,2.866966e-01,2.594100e-01,2.542142e-01,2.798001e-01,2.648830e-01,2.524957e-01,3.538372e-01,3.246818e-01,3.236133e-01,4.032025e-01,3.987068e-01,2.822027e-01,3.372805e-01,3.016841e-01,2.624551e-01,3.596423e-01,4.068173e-01,3.515435e-01,4.023024e-01,4.355470e-01,4.441335e-01,4.098973e-01,4.932785e-01,5.349544e-01,4.641966e-01,5.282506e-01
4.000000e-01,5.499179e-01,1.185707e+00,1.248231e+00,1.380289e+00,1.218987e+00,1.307990e+00,1.422857e+00,1.442352e+00,1.567405e+00,3.655838e-01,3.030401e-01,2.778934e-01,2.940681e-01,3.058127e-01,2.661446e-01,2.570220e-01,3.485109e-01,3.340249e-01,3.341291e-01,3.367634e-01,3.094713e-01,3.036990e-01,3.289817e-01,3.141468e-01,3.024262e-01,4.029019e-01,3.737150e-01,3.724126e-01,4.515513e-01,4.473097e-01,3.313243e-01,3.868247e-01,3.508412e-01,3.104956e-01,4.102508e-01,4.578698e-01,4.092491e-01,4.523169e-01,4.853596e-01,4.931889e-01,4.586745e-01,5.407883e-01,5.838654e-01,5.082756e-01,5.802929e-01
4.666667e-01,6.135528e-01,1.238208e+00,1.300720e+00,1.431090e+00,1.275671e+00,1.361705e+00,1.473463e+00,1.476994e+00,1.617651e+00,4.178031e-01,3.548139e-01,3.298821e-01,3.461750e-01,3.579297e-01,3.183115e-01,3.091978e-01,4.005776e-01,3.861060e-01,3.861786e-01,3.887813e-01,3.613712e-01,3.552230e-01,3.803048e-01,3.648032e-01,3.535186e-01,4.549405e-01,4.266337e-01,4.238582e-01,5.030840e-01,4.987083e-01,3.826758e-01,4.364125e-01,3.998883e-01,3.589647e-01,4.597663e-01,5.075040e-01,4.659209e-01,5.045550e-01,5.376193e-01,5.449062e-01,5.125829e-01,5.926231e-01,6.348809e-01,5.526303e-01,6.301809e-01
5.333333e-01,6.698635e-01,1.292767e+00,1.355633e+00,1.483480e+00,1.339019e+00,1.421030e+00,1.524743e+00,1.513224e+00,1.662347e+00,4.683774e-01,4.060700e-01,3.822363e-01,3.989347e-01,4.107569e-01,3.711490e-01,3.620298e-01,4.534804e-01,4.389802e-01,4.390169e-01,4.415839e-01,4.139330e-01,4.076346e-01,4.326250e-01,4.157819e-01,4.046103e-01,5.087431e-01,4.819248e-01,4.767502e-01,5.565385e-01,5.517573e-01,4.351137e-01,4.851555e-01,4.480037e-01,4.071315e-01,5.072539e-01,5.547425e-01,5.184593e-01,5.579288e-01,5.911881e-01,5.983523e-01,5.697026e-01,6.472766e-01,6.871956e-01,5.978957e-01,6.768424e-01
6.000000e-01,7.161968e-01,1.348294e+00,1.411717e+00,1.537420e+00,1.405369e+00,1.483295e+00,1.576918e+00,1.554908e+00,1.701231e+00,5.164724e-01,4.559253e-01,4.339702e-01,4.513267e-01,4.632671e-01,4.236348e-01,4.144974e-01,5.061698e-01,4.916055e-01,4.916029e-01,4.941306e-01,4.661376e-01,4.599072e-01,4.849104e-01,4.662217e-01,4.548319e-01,5.631139e-01,5.379675e-01,5.299265e-01,6.106155e-01,6.053590e-01,4.875967e-01,5.325345e-01,4.947074e-01,4.544847e-01,5.523116e-01,5.992095e-01,5.654383e-01,6.113768e-01,6.449352e-01,6.526543e-01,6.278505e-01,7.030001e-01,7.402521e-01,6.443111e-01,7.199639e-01
6.666667e-01,7.535514e-01,1.403555e+00,1.467548e+00,1.592552e+00,1.470741e+00,1.545260e+00,1.630208e+00,1.602621e+00,1.735169e+00,5.619792e-01,5.039131e-01,4.843161e-01,5.024846e-01,5.145747e-01,4.748939e-01,4.657299e-01,5.577176e-01,5.430686e-01,5.430256e-01,5.455130e-01,5.171233e-01,5.111234e-01,5.362175e-01,5.154216e-01,5.035724e-01,6.168390e-01,5.931458e-01,5.822748e-01,6.640259e-01,6.584261e-01,5.391611e-01,5.782940e-01,5.397433e-01,5.006058e-01,5.949560e-01,6.410159e-01,6.073406e-01,6.638814e-01,6.977587e-01,7.068066e-01,6.848769e-01,7.580154e-01,7.934495e-01,6.913543e-01,7.598717e-01
7.333333e-01,7.859628e-01,1.457263e+00,1.521667e+00,1.647775e+00,1.531721e+00,1.603926e+00,1.684204e+00,1.653769e+00,1.765897e+00,6.053738e-01,5.499207e-01,5.327209e-01,5.517140e-01,5.639580e-01,5.242188e-01,5.150258e-01,6.073456e-01,5.926105e-01,5.925289e-01,5.949779e-01,5.661974e-01,5.604866e-01,5.857030e-01,5.628306e-01,5.504480e-01,6.687052e-01,6.459782e-01,6.327742e-01,7.155638e-01,7.098771e-01,5.889302e-01,6.224047e-01,5.830412e-01,5.451552e-01,6.355355e-01,6.806540e-01,6.461750e-01,7.145194e-01,7.486540e-01,7.595812e-01,7.389407e-01,8.107378e-01,8.459075e-01,7.379029e-01,7.973830e-01
8.000000e-01,8.186521e-01,1.508210e+00,1.572759e+00,1.701227e+00,1.586048e+00,1.657146e+00,1.737588e+00,1.704159e+00,1.795597e+00,6.473937e-01,5.940331e-01,5.787979e-01,5.984773e-01,6.108502e-01,5.710588e-01,5.618408e-01,6.544293e-01,6.396266e-01,6.395109e-01,6.419258e-01,6.128194e-01,6.073280e-01,6.326399e-01,6.080298e-01,5.952327e-01,7.175695e-01,6.952312e-01,6.805366e-01,7.641728e-01,7.586652e-01,6.361321e-01,6.649983e-01,6.246785e-01,5.878987e-01,6.746006e-01,7.188344e-01,6.845053e-01,7.625017e-01,7.967708e-01,8.095950e-01,7.886805e-01,8.599278e-01,8.963989e-01,7.827252e-01,8.335694e-01
8.666667e-01,8.558951e-01,1.555389e+00,1.619793e+00,1.750662e+00,1.632763e+00,1.703872e+00,1.788273e+00,1.749981e+00,1.826442e+00,6.886478e-01,6.363347e-01,6.222496e-01,6.423560e-01,6.548093e-01,6.149855e-01,6.057520e-01,6.984820e-01,6.836455e-01,6.835018e-01,6.858887e-01,6.565653e-01,6.511074e-01,6.764354e-01,6.506984e-01,6.377610e-01,7.624674e-01,7.400078e-01,7.248453e-01,8.090073e-01,8.038490e-01,6.801255e-01,7.062441e-01,6.648088e-01,6.287075e-01,7.127507e-01,7.563061e-01,7.243575e-01,8.072001e-01,8.414525e-01,8.555110e-01,8.332809e-01,9.047582e-01,9.434802e-01,8.249448e-01,8.695126e-01
9.333333e-01,8.992928e-01,1.598126e+00,1.662153e+00,1.794107e+00,1.672080e+00,1.744093e+00,1.833963e+00,1.789414e+00,1.860140e+00,7.292706e-01,6.767304e-01,6.628049e-01,6.830242e-01,6.954983e-01,6.556684e-01,6.464314e-01,7.391492e-01,7.243187e-01,7.241535e-01,7.265190e-01,6.971042e-01,6.914287e-01,7.166636e-01,6.905752e-01,6.778354e-01,8.027619e-01,7.798399e-01,7.652122e-01,8.495130e-01,8.447208e-01,7.204458e-01,7.461852e-01,7.035359e-01,6.674951e-01,7.504381e-01,7.936365e-01,7.663411e-01,8.481835e-01,8.822788e-01,8.963408e-01,8.724901e-01,9.448432e-01,9.858151e-01,8.642982e-01,9.060354e-01
1.000000e+00,9.472154e-01,1.636108e+00,1.699638e+00,1.830457e+00,1.704951e+00,1.778479e+00,1.872846e+00,1.823102e+00,1.897593e+00,7.687627e-01,7.148422e-01,7.001593e-01,7.202014e-01,7.326415e-01,6.928293e-01,6.835997e-01,7.761691e-01,7.613797e-01,7.611989e-01,7.635489e-01,7.341543e-01,7.280166e-01,7.530520e-01,7.273960e-01,7.151483e-01,8.382048e-01,8.146722e-01,8.013742e-01,8.854344e-01,8.808808e-01,7.568033e-01,7.845915e-01,7.407652e-01,7.040992e-01,7.877756e-01,8.310071e-01,8.093769e-01,8.851973e-01,9.190407e-01,9.316494e-01,9.065047e-01,9.801535e-01,1.022498e+00,9.010480e-01,9.434696e-01
1.066667e+00,9.954719e-01,1.669364e+00,1.732423e+00,1.859811e+00,1.732644e+00,1.807978e+00,1.904170e+00,1.853474e+00,1.938712e+00,8.060769e-01,7.500429e-01,7.339801e-01,7.536484e-01,7.660175e-01,7.262369e-01,7.170216e-01,8.093606e-01,7.946336e-01,7.944420e-01,7.967812e-01,7.674794e-01,7.607112e-01,7.854748e-01,7.608749e-01,7.492834e-01,8.689429e-01,8.448099e-01,8.332839e-01,9.168034e-01,9.122804e-01,7.890836e-01,8.209078e-01,7.761211e-01,7.382023e-01,8.244297e-01,8.680990e-01,8.510671e-01,9.181444e-01,9.517084e-01,9.616349e-01,9.358407e-01,1.010922e+00,1.053292e+00,9.356422e-01,9.815284e-01
1.133333e+00,1.038922e+00,1.698226e+00,1.760968e+00,1.883445e+00,1.756438e+00,1.833525e+00,1.928535e+00,1.883281e+00,1.982379e+00,8.399238e-01,7.816297e-01,7.639894e-01,7.832197e-01,7.955063e-01,7.557582e-01,7.465586e-01,8.386578e-01,8.239959e-01,8.237968e-01,8.261287e-01,7.969420e-01,7.895007e-01,8.139765e-01,7.907590e-01,7.798155e-01,8.954770e-01,8.708485e-01,8.611165e-01,9.439308e-01,9.392396e-01,8.173696e-01,8.543303e-01,8.089794e-01,7.693486e-01,8.596414e-01,9.041100e-01,8.885599e-01,9.470886e-01,9.804165e-01,9.870703e-01,9.612232e-01,1.037579e+00,1.078723e+00,9.682826e-01,1.019314e+00
1.200000e+00,1.073344e+00,1.723176e+00,1.785845e+00,1.903325e+00,1.777406e+00,1.855847e+00,1.947654e+00,1.914033e+00,2.026623e+00,8.691422e-01,8.090137e-01,7.900248e-01,8.088825e-01,8.211002e-01,7.813726e-01,7.721849e-01,8.641051e-01,8.494932e-01,8.492894e-01,8.516165e-01,8.225219e-01,8.145063e-01,8.387414e-01,8.168764e-01,8.064130e-01,9.185017e-01,8.935158e-01,8.852103e-01,9.673171e-01,9.623451e-01,8.419014e-01,8.839621e-01,8.385806e-01,7.970228e-01,8.923601e-01,9.378941e-01,9.195197e-01,9.722053e-01,1.005397e+00,1.009032e+00,9.834319e-01,1.060659e+00,1.099895e+00,9.986050e-01,1.055472e+00
1.266667e+00,1.096794e+00,1.744732e+00,1.807601e+00,1.921458e+00,1.796374e+00,1.875464e+00,1.963815e+00,1.945162e+00,2.068913e+00,8.930430e-01,8.319134e-01,8.121187e-01,8.307603e-01,8.429401e-01,8.032133e-01,7.940299e-01,8.858794e-01,8.712901e-01,8.710846e-01,8.734102e-01,8.443581e-01,8.359895e-01,8.600850e-01,8.392183e-01,8.289631e-01,9.387537e-01,9.135454e-01,9.060266e-01,9.875772e-01,9.823344e-01,8.630533e-01,9.090467e-01,8.642281e-01,8.208149e-01,9.214691e-01,9.681947e-01,9.428492e-01,9.937628e-01,1.026948e+00,1.028602e+00,1.003203e+00,1.080747e+00,1.118180e+00,1.025689e+00,1.088436e+00
1.333333e+00,1.110127e+00,1.763364e+00,1.826669e+00,1.939286e+00,1.813963e+00,1.892807e+00,1.979173e+00,1.974220e+00,2.106577e+00,9.116438e-01,8.504859e-01,8.305490e-01,8.491599e-01,8.613379e-01,8.215912e-01,8.124039e-01,9.043036e-01,8.897057e-01,8.895034e-01,8.918320e-01,8.627719e-01,8.543445e-01,8.784323e-01,8.580043e-01,8.476618e-01,9.568709e-01,9.315638e-01,9.240952e-01,1.005353e+00,9.999559e-01,8.812954e-01,9.292285e-01,8.855134e-01,8.405998e-01,9.460565e-01,9.939293e-01,9.590006e-01,1.012111e+00,1.045415e+00,1.046608e+00,1.021148e+00,1.098437e+00,1.134853e+00,1.048411e+00,1.116743e+00
1.400000e+00,1.116385e+00,1.779425e+00,1.843322e+00,1.957322e+00,1.830596e+00,1.908288e+00,1.995111e+00,1.997985e+00,2.137231e+00,9.256278e-01,8.652800e-01,8.457833e-01,8.645157e-01,8.767215e-01,8.369396e-01,8.277421e-01,9.197907e-01,9.051583e-01,9.049655e-01,9.073038e-01,8.782067e-01,8.700219e-01,8.942350e-01,8.736444e-01,8.629728e-01,9.732699e-01,9.479844e-01,9.399114e-01,1.021186e+00,1.015803e+00,8.970996e-01,9.446686e-01,9.024221e-01,8.565953e-01,9.655935e-01,1.014391e+00,9.696740e-01,1.027629e+00,1.061142e+00,1.063444e+00,1.037674e+00,1.114250e+00,1.150753e+00,1.065916e+00,1.139288e+00
1.466667e+00,1.119601e+00,1.793163e+00,1.857697e+00,1.975164e+00,1.846497e+00,1.922332e+00,2.011931e+00,2.013905e+00,2.159138e+00,9.361321e-01,8.770965e-01,8.583906e-01,8.773217e-01,8.895698e-01,8.497475e-01,8.405370e-01,9.327859e-01,9.181045e-01,9.179289e-01,9.202842e-01,8.911537e-01,8.834560e-01,9.078995e-01,8.866599e-01,8.755249e-01,9.881117e-01,9.629725e-01,9.538583e-01,1.035439e+00,1.030217e+00,9.108633e-01,9.560312e-01,9.153363e-01,8.693209e-01,9.800171e-01,1.029358e+00,9.771907e-01,1.040689e+00,1.074452e+00,1.079069e+00,1.052942e+00,1.128556e+00,1.166125e+00,1.078028e+00,1.155496e+00
1.533333e+00,1.123400e+00,1.804760e+00,1.869869e+00,1.991817e+00,1.861653e+00,1.935312e+00,2.028918e+00,2.021325e+00,2.171553e+00,9.444249e-01,8.867880e-01,8.689333e-01,8.880541e-01,9.003423e-01,8.604849e-01,8.512629e-01,9.437081e-01,9.289770e-01,9.288253e-01,9.312045e-01,9.020733e-01,8.950003e-01,9.197300e-01,8.975760e-01,8.859693e-01,1.001340e+00,9.764690e-01,9.661601e-01,1.048251e+00,1.043262e+00,9.228574e-01,9.643380e-01,9.249378e-01,8.794681e-01,9.897291e-01,1.039134e+00,9.837384e-01,1.051638e+00,1.085631e+00,1.093144e+00,1.066876e+00,1.141531e+00,1.180661e+00,1.085458e+00,1.165440e+00
1.600000e+00,1.129906e+00,1.814372e+00,1.879913e+00,2.006162e+00,1.875777e+00,1.947408e+00,2.044731e+00,2.021863e+00,2.174811e+00,9.515469e-01,8.950325e-01,8.778416e-01,8.970784e-01,9.093917e-01,8.695117e-01,8.602824e-01,9.528754e-01,9.381055e-01,9.379815e-01,9.403883e-01,9.113020e-01,9.048625e-01,9.298765e-01,9.067902e-01,8.948108e-01,1.012755e+00,9.882465e-01,9.768556e-01,1.059543e+00,1.054762e+00,9.331871e-01,9.706847e-01,9.319971e-01,8.876862e-01,9.954497e-01,1.044416e+00,9.907295e-01,1.060753e+00,1.094912e+00,1.105209e+00,1.079203e+00,1.153124e+00,1.193693e+00,1.089642e+00,1.169769e+00
1.666667e+00,1.139333e+00,1.822154e+00,1.887946e+00,2.017359e+00,1.888327e+00,1.958505e+00,2.057924e+00,2.018921e+00,2.170333e+00,9.580969e-01,9.022066e-01,8.853538e-01,9.046082e-01,9.169268e-01,8.770387e-01,8.678073e-01,9.604766e-01,9.456855e-01,9.455880e-01,9.480213e-01,9.190167e-01,9.130971e-01,9.383400e-01,9.145066e-01,9.023197e-01,1.022107e+00,9.980010e-01,9.858304e-01,1.069078e+00,1.064403e+00,9.418094e-01,9.759867e-01,9.372007e-01,8.944291e-01,9.980772e-01,1.046176e+00,9.985328e-01,1.068229e+00,1.102466e+00,1.114872e+00,1.089540e+00,1.163088e+00,1.204469e+00,1.092346e+00,1.169615e+00
1.733333e+00,1.150242e+00,1.828286e+00,1.894152e+00,2.025105e+00,1.898616e+00,1.968170e+00,2.067442e+00,2.016484e+00,2.160497e+00,9.641720e-01,9.083649e-01,8.915194e-01,9.107117e-01,9.230197e-01,8.831343e-01,8.739046e-01,9.665824e-01,9.517878e-01,9.517101e-01,9.541631e-01,9.252495e-01,9.196449e-01,9.450235e-01,9.207421e-01,9.085268e-01,1.029203e+00,1.005459e+00,9.928945e-01,1.076563e+00,1.071860e+00,9.485964e-01,9.807874e-01,9.410464e-01,8.998970e-01,9.985695e-01,1.045532e+00,1.006571e+00,1.074188e+00,1.108415e+00,1.121939e+00,1.097509e+00,1.171067e+00,1.212415e+00,1.095128e+00,1.166452e+00
1.800000e+00,1.160359e+00,1.832940e+00,1.898748e+00,2.029612e+00,1.905972e+00,1.975741e+00,2.072889e+00,2.017645e+00,2.148267e+00,9.694587e-01,9.133077e-01,8.962401e-01,9.153388e-01,9.276300e-01,8.877511e-01,8.785248e-01,9.711655e-01,9.563805e-01,9.563109e-01,9.587719e-01,9.299229e-01,9.243850e-01,9.497900e-01,9.253794e-01,9.132824e-01,1.033947e+00,1.010447e+00,9.978545e-01,1.081743e+00,1.076901e+00,9.533978e-01,9.851750e-01,9.438065e-01,9.040693e-01,9.978205e-01,1.043594e+00,1.013724e+00,1.078677e+00,1.112828e+00,1.126429e+00,1.102834e+00,1.176703e+00,1.217288e+00,1.098836e+00,1.161869e+00
1.866667e+00,1.167509e+00,1.836247e+00,1.901931e+00,2.031430e+00,1.909920e+00,1.980519e+00,2.074551e+00,2.023526e+00,2.136734e+00,9.734343e-01,9.167215e-01,8.993543e-01,9.183832e-01,9.306621e-01,8.907869e-01,8.815627e-01,9.741513e-01,9.593816e-01,9.593059e-01,9.617608e-01,9.329201e-01,9.272100e-01,9.525383e-01,9.282689e-01,9.163737e-01,1.036367e+00,1.012931e+00,1.000593e+00,1.084483e+00,1.079453e+00,9.561163e-01,9.888550e-01,9.455880e-01,9.068308e-01,9.966011e-01,1.041358e+00,1.018823e+00,1.081686e+00,1.115728e+00,1.128529e+00,1.105413e+00,1.179743e+00,1.219206e+00,1.103390e+00,1.157369e+00
1.933333e+00,1.170408e+00,1.838267e+00,1.903827e+00,2.031196e+00,1.910348e+00,1.982008e+00,2.073221e+00,2.032937e+00,2.128555e+00,9.756172e-01,9.183493e-01,9.007414e-01,9.197624e-01,9.320410e-01,8.921622e-01,8.829373e-01,9.754852e-01,9.607297e-01,9.606347e-01,9.630703e-01,9.341700e-01,9.281072e-01,9.532827e-01,9.293468e-01,9.176627e-01,1.036622e+00,1.013056e+00,1.001145e+00,1.084838e+00,1.079646e+00,9.567818e-01,9.913441e-01,9.464345e-01,9.081217e-01,9.955133e-01,1.039615e+00,1.021108e+00,1.083184e+00,1.117121e+00,1.128533e+00,1.105373e+00,1.180149e+00,1.218587e+00,1.107913e+00,1.154163e+00
2.000000e+00,1.168970e+00,1.838960e+00,1.904453e+00,2.029409e+00,1.907548e+00,1.980100e+00,2.069870e+00,2.042986e+00,2.125450e+00,9.757532e-01,9.181036e-01,9.003833e-01,9.194641e-01,9.317557e-01,8.918654e-01,8.826368e-01,9.751697e-01,9.604228e-01,9.602999e-01,9.627077e-01,9.336925e-01,9.271872e-01,9.521732e-01,9.286921e-01,9.171644e-01,1.034968e+00,1.011108e+00,9.997050e-01,1.083053e+00,1.077780e+00,9.555652e-01,9.921962e-01,9.463987e-01,9.080179e-01,9.949383e-01,1.038855e+00,1.020441e+00,1.083143e+00,1.117006e+00,1.126755e+00,1.103043e+00,1.178129e+00,1.216001e+00,1.111150e+00,1.152987e+00
2.066667e+00,1.164172e+00,1.838209e+00,1.903715e+00,2.026340e+00,1.902176e+00,1.975162e+00,2.065362e+00,2.050247e+00,2.127906e+00,9.739018e-01,9.161108e-01,8.983922e-01,9.175720e-01,9.298842e-01,8.899778e-01,8.807436e-01,9.732866e-01,9.585419e-01,9.583900e-01,9.607688e-01,9.316174e-01,9.246830e-01,9.494870e-01,9.265330e-01,9.150686e-01,1.031735e+00,1.007480e+00,9.966083e-01,1.079525e+00,1.074276e+00,9.527630e-01,9.911812e-01,9.455713e-01,9.067371e-01,9.949999e-01,1.039215e+00,1.017287e+00,1.081568e+00,1.115399e+00,1.123496e+00,1.098904e+00,1.174118e+00,1.212024e+00,1.111973e+00,1.154004e+00
2.133333e+00,1.157593e+00,1.835884e+00,1.901479e+00,2.022103e+00,1.895122e+00,1.968011e+00,2.060281e+00,2.052118e+00,2.135108e+00,9.704195e-01,9.126929e-01,8.950070e-01,9.142724e-01,9.266027e-01,8.866811e-01,8.774420e-01,9.700064e-01,9.552601e-01,9.550862e-01,9.574431e-01,9.281810e-01,9.209257e-01,9.455948e-01,9.232126e-01,9.117104e-01,1.027297e+00,1.002630e+00,9.922878e-01,1.074756e+00,1.069613e+00,9.487612e-01,9.883849e-01,9.440754e-01,9.045885e-01,9.955545e-01,1.040462e+00,1.012506e+00,1.078521e+00,1.112362e+00,1.119049e+00,1.093525e+00,1.168721e+00,1.207153e+00,1.109820e+00,1.156793e+00
2.200000e+00,1.150799e+00,1.831905e+00,1.897638e+00,2.016787e+00,1.887324e+00,1.959727e+00,2.054909e+00,2.047755e+00,2.145227e+00,9.658419e-01,9.082806e-01,8.905462e-01,9.098263e-01,9.221609e-01,8.822314e-01,8.729901e-01,9.655683e-01,9.508203e-01,9.506389e-01,9.529883e-01,9.236863e-01,9.162888e-01,9.408993e-01,9.191152e-01,9.074923e-01,1.022048e+00,9.970281e-01,9.872014e-01,1.069262e+00,1.064258e+00,9.439713e-01,9.841850e-01,9.420374e-01,9.018859e-01,9.962468e-01,1.042082e+00,1.007040e+00,1.074141e+00,1.108018e+00,1.113722e+00,1.087471e+00,1.162594e+00,1.201760e+00,1.104893e+00,1.160486e+00
2.266667e+00,1.144880e+00,1.826324e+00,1.892206e+00,2.010601e+00,1.879593e+00,1.951420e+00,2.049334e+00,2.038332e+00,2.155852e+00,9.607552e-01,9.033324e-01,8.853701e-01,9.045494e-01,9.168659e-01,8.769400e-01,8.677016e-01,9.602683e-01,9.455228e-01,9.453529e-01,9.477138e-01,9.184746e-01,9.111497e-01,9.357923e-01,9.146106e-01,9.028181e-01,1.016386e+00,9.911174e-01,9.817824e-01,1.063521e+00,1.058631e+00,9.387894e-01,9.791637e-01,9.395706e-01,8.988882e-01,9.966065e-01,1.043409e+00,1.001654e+00,1.068655e+00,1.102577e+00,1.107868e+00,1.081245e+00,1.156347e+00,1.196124e+00,1.098111e+00,1.163985e+00
2.333333e+00,1.140239e+00,1.819385e+00,1.885387e+00,2.003958e+00,1.872512e+00,1.943993e+00,2.043608e+00,2.026591e+00,2.164529e+00,9.556827e-01,8.982672e-01,8.798493e-01,8.987954e-01,9.110683e-01,8.711592e-01,8.619289e-01,9.544499e-01,9.397135e-01,9.395749e-01,9.419670e-01,9.129027e-01,9.058621e-01,9.306257e-01,9.100189e-01,8.980457e-01,1.010693e+00,9.852931e-01,9.764047e-01,1.057928e+00,1.053088e+00,9.335681e-01,9.739685e-01,9.367704e-01,8.957760e-01,9.961706e-01,1.043789e+00,9.967926e-01,1.062389e+00,1.096346e+00,1.101886e+00,1.075255e+00,1.150462e+00,1.190480e+00,1.090821e+00,1.166206e+00
2.400000e+00,1.136682e+00,1.811531e+00,1.877605e+00,1.997430e+00,1.866397e+00,1.937987e+00,2.037883e+00,2.015784e+00,2.169254e+00,9.510014e-01,8.934157e-01,8.743327e-01,8.929296e-01,9.051364e-01,8.652553e-01,8.560382e-01,9.484802e-01,9.337598e-01,9.336690e-01,9.361088e-01,9.073163e-01,9.007327e-01,9.256898e-01,9.055900e-01,8.934559e-01,1.005317e+00,9.798799e-01,9.713604e-01,1.052777e+00,1.047908e+00,9.285964e-01,9.691520e-01,9.337115e-01,8.926577e-01,9.945850e-01,1.042717e+00,9.925829e-01,1.055753e+00,1.089726e+00,1.096190e+00,1.069797e+00,1.145249e+00,1.185070e+00,1.084346e+00,1.166307e+00
