xc,yc,zc

7.633333e+00,1.600000e+01,1.106786e-03
7.633333e+00,1.500000e+01,1.070044e-03
7.633333e+00,1.400000e+01,1.184421e-03
7.633333e+00,1.300000e+01,9.610427e-04
7.633333e+00,1.200000e+01,9.183345e-04
7.633333e+00,1.100000e+01,8.890552e-04
7.633333e+00,1.000000e+01,6.513817e-04
7.633333e+00,9.000000e+00,-8.364318e-04
7.633333e+00,8.000000e+00,-8.862997e-04
7.633333e+00,7.000000e+00,-9.472680e-04
7.633333e+00,6.000000e+00,-9.618426e-04
7.633333e+00,5.000000e+00,-9.727430e-04
7.633333e+00,4.000000e+00,-9.465524e-04
7.633333e+00,3.000000e+00,-9.596515e-04
7.633333e+00,2.000000e+00,-9.673482e-04
7.633333e+00,1.000000e+00,-9.162609e-04

7.600000e+00,1.600000e+01,1.109362e-03
7.600000e+00,1.500000e+01,1.078585e-03
7.600000e+00,1.400000e+01,1.185402e-03
7.600000e+00,1.300000e+01,9.694192e-04
7.600000e+00,1.200000e+01,9.319512e-04
7.600000e+00,1.100000e+01,8.712417e-04
7.600000e+00,1.000000e+01,5.924878e-04
7.600000e+00,9.000000e+00,-8.117027e-04
7.600000e+00,8.000000e+00,-8.621820e-04
7.600000e+00,7.000000e+00,-9.360413e-04
7.600000e+00,6.000000e+00,-9.506906e-04
7.600000e+00,5.000000e+00,-9.596628e-04
7.600000e+00,4.000000e+00,-9.345724e-04
7.600000e+00,3.000000e+00,-9.555615e-04
7.600000e+00,2.000000e+00,-9.629884e-04
7.600000e+00,1.000000e+00,-8.898561e-04

7.566667e+00,1.600000e+01,1.110942e-03
7.566667e+00,1.500000e+01,1.088282e-03
7.566667e+00,1.400000e+01,1.183935e-03
7.566667e+00,1.300000e+01,9.761596e-04
7.566667e+00,1.200000e+01,9.453559e-04
7.566667e+00,1.100000e+01,8.547477e-04
7.566667e+00,1.000000e+01,5.553408e-04
7.566667e+00,9.000000e+00,-7.848695e-04
7.566667e+00,8.000000e+00,-8.360034e-04
7.566667e+00,7.000000e+00,-9.208250e-04
7.566667e+00,6.000000e+00,-9.353972e-04
7.566667e+00,5.000000e+00,-9.419507e-04
7.566667e+00,4.000000e+00,-9.184807e-04
7.566667e+00,3.000000e+00,-9.476183e-04
7.566667e+00,2.000000e+00,-9.546908e-04
7.566667e+00,1.000000e+00,-8.611377e-04

7.533333e+00,1.600000e+01,1.111535e-03
7.533333e+00,1.500000e+01,1.098956e-03
7.533333e+00,1.400000e+01,1.180094e-03
7.533333e+00,1.300000e+01,9.811061e-04
7.533333e+00,1.200000e+01,9.578668e-04
7.533333e+00,1.100000e+01,8.420443e-04
7.533333e+00,1.000000e+01,5.429835e-04
7.533333e+00,9.000000e+00,-7.565702e-04
7.533333e+00,8.000000e+00,-8.085083e-04
7.533333e+00,7.000000e+00,-9.016811e-04
7.533333e+00,6.000000e+00,-9.159690e-04
7.533333e+00,5.000000e+00,-9.197379e-04
7.533333e+00,4.000000e+00,-8.983774e-04
7.533333e+00,3.000000e+00,-9.354492e-04
7.533333e+00,2.000000e+00,-9.421070e-04
7.533333e+00,1.000000e+00,-8.310223e-04

7.500000e+00,1.600000e+01,1.111172e-03
7.500000e+00,1.500000e+01,1.110393e-03
7.500000e+00,1.400000e+01,1.173992e-03
7.500000e+00,1.300000e+01,9.841769e-04
7.500000e+00,1.200000e+01,9.688759e-04
7.500000e+00,1.100000e+01,8.354815e-04
7.500000e+00,1.000000e+01,5.568062e-04
7.500000e+00,9.000000e+00,-7.273736e-04
7.500000e+00,8.000000e+00,-7.803252e-04
7.500000e+00,7.000000e+00,-8.786727e-04
7.500000e+00,6.000000e+00,-8.924214e-04
7.500000e+00,5.000000e+00,-8.931846e-04
7.500000e+00,4.000000e+00,-8.743682e-04
7.500000e+00,3.000000e+00,-9.186966e-04
7.500000e+00,2.000000e+00,-9.249057e-04
7.500000e+00,1.000000e+00,-8.002797e-04

7.466667e+00,1.600000e+01,1.109902e-03
7.466667e+00,1.500000e+01,1.122337e-03
7.466667e+00,1.400000e+01,1.165787e-03
7.466667e+00,1.300000e+01,9.853738e-04
7.466667e+00,1.200000e+01,9.778779e-04
7.466667e+00,1.100000e+01,8.370423e-04
7.466667e+00,1.000000e+01,5.965100e-04
7.466667e+00,9.000000e+00,-6.977865e-04
7.466667e+00,8.000000e+00,-7.519610e-04
7.466667e+00,7.000000e+00,-8.518700e-04
7.466667e+00,6.000000e+00,-8.647882e-04
7.466667e+00,5.000000e+00,-8.624855e-04
7.466667e+00,4.000000e+00,-8.465722e-04
7.466667e+00,3.000000e+00,-8.970321e-04
7.466667e+00,2.000000e+00,-9.027861e-04
7.466667e+00,1.000000e+00,-7.695139e-04

7.433333e+00,1.600000e+01,1.107818e-03
7.433333e+00,1.500000e+01,1.134487e-03
7.433333e+00,1.400000e+01,1.155725e-03
7.433333e+00,1.300000e+01,9.848296e-04
7.433333e+00,1.200000e+01,9.845630e-04
7.433333e+00,1.100000e+01,8.478318e-04
7.433333e+00,1.000000e+01,6.595607e-04
7.433333e+00,9.000000e+00,-6.682454e-04
7.433333e+00,8.000000e+00,-7.237769e-04
7.433333e+00,7.000000e+00,-8.214377e-04
7.433333e+00,6.000000e+00,-8.332212e-04
7.433333e+00,5.000000e+00,-8.279577e-04
7.433333e+00,4.000000e+00,-8.152061e-04
7.433333e+00,3.000000e+00,-8.702941e-04
7.433333e+00,2.000000e+00,-8.756134e-04
7.433333e+00,1.000000e+00,-7.391201e-04

7.400000e+00,1.600000e+01,1.105032e-03
7.400000e+00,1.500000e+01,1.146520e-03
7.400000e+00,1.400000e+01,1.144088e-03
7.400000e+00,1.300000e+01,9.827622e-04
7.400000e+00,1.200000e+01,9.887989e-04
7.400000e+00,1.100000e+01,8.680226e-04
7.400000e+00,1.000000e+01,7.419797e-04
7.400000e+00,9.000000e+00,-6.390950e-04
7.400000e+00,8.000000e+00,-6.959673e-04
7.400000e+00,7.000000e+00,-7.875491e-04
7.400000e+00,6.000000e+00,-7.979008e-04
7.400000e+00,5.000000e+00,-7.899382e-04
7.400000e+00,4.000000e+00,-7.804972e-04
7.400000e+00,3.000000e+00,-8.383987e-04
7.400000e+00,2.000000e+00,-8.433262e-04
7.400000e+00,1.000000e+00,-7.092637e-04

7.366667e+00,1.600000e+01,1.101674e-03
7.366667e+00,1.500000e+01,1.158090e-03
7.366667e+00,1.400000e+01,1.131190e-03
7.366667e+00,1.300000e+01,9.794718e-04
7.366667e+00,1.200000e+01,9.906346e-04
7.366667e+00,1.100000e+01,8.967347e-04
7.366667e+00,1.000000e+01,8.384781e-04
7.366667e+00,9.000000e+00,-6.105923e-04
7.366667e+00,8.000000e+00,-6.685606e-04
7.366667e+00,7.000000e+00,-7.503922e-04
7.366667e+00,6.000000e+00,-7.590449e-04
7.366667e+00,5.000000e+00,-7.487876e-04
7.366667e+00,4.000000e+00,-7.426885e-04
7.366667e+00,3.000000e+00,-8.013496e-04
7.366667e+00,2.000000e+00,-8.059468e-04
7.366667e+00,1.000000e+00,-6.798847e-04

7.333333e+00,1.600000e+01,1.097899e-03
7.333333e+00,1.500000e+01,1.168845e-03
7.333333e+00,1.400000e+01,1.117399e-03
7.333333e+00,1.300000e+01,9.753489e-04
7.333333e+00,1.200000e+01,9.903445e-04
7.333333e+00,1.100000e+01,9.318540e-04
7.333333e+00,1.000000e+01,9.425398e-04
7.333333e+00,9.000000e+00,-5.828831e-04
7.333333e+00,8.000000e+00,-6.414096e-04
7.333333e+00,7.000000e+00,-7.102395e-04
7.333333e+00,6.000000e+00,-7.169840e-04
7.333333e+00,5.000000e+00,-7.049455e-04
7.333333e+00,4.000000e+00,-7.021017e-04
7.333333e+00,3.000000e+00,-7.593624e-04
7.333333e+00,2.000000e+00,-7.637018e-04
7.333333e+00,1.000000e+00,-6.507005e-04

7.300000e+00,1.600000e+01,1.093870e-03
7.300000e+00,1.500000e+01,1.178437e-03
7.300000e+00,1.400000e+01,1.103089e-03
7.300000e+00,1.300000e+01,9.708185e-04
7.300000e+00,1.200000e+01,9.883412e-04
7.300000e+00,1.100000e+01,9.704079e-04
7.300000e+00,1.000000e+01,1.047221e-03
7.300000e+00,9.000000e+00,-5.560123e-04
7.300000e+00,8.000000e+00,-6.142149e-04
7.300000e+00,7.000000e+00,-6.673690e-04
7.300000e+00,6.000000e+00,-6.720737e-04
7.300000e+00,5.000000e+00,-6.588439e-04
7.300000e+00,4.000000e+00,-6.590580e-04
7.300000e+00,3.000000e+00,-7.127462e-04
7.300000e+00,2.000000e+00,-7.169041e-04
7.300000e+00,1.000000e+00,-6.212535e-04

7.266667e+00,1.600000e+01,1.089746e-03
7.266667e+00,1.500000e+01,1.186510e-03
7.266667e+00,1.400000e+01,1.088641e-03
7.266667e+00,1.300000e+01,9.663260e-04
7.266667e+00,1.200000e+01,9.851445e-04
7.266667e+00,1.100000e+01,1.008748e-03
7.266667e+00,1.000000e+01,1.145348e-03
7.266667e+00,9.000000e+00,-5.299247e-04
7.266667e+00,8.000000e+00,-5.865344e-04
7.266667e+00,7.000000e+00,-6.220698e-04
7.266667e+00,6.000000e+00,-6.246981e-04
7.266667e+00,5.000000e+00,-6.109095e-04
7.266667e+00,4.000000e+00,-6.138823e-04
7.266667e+00,3.000000e+00,-6.619084e-04
7.266667e+00,2.000000e+00,-6.659579e-04
7.266667e+00,1.000000e+00,-5.909412e-04

7.233333e+00,1.600000e+01,1.085682e-03
7.233333e+00,1.500000e+01,1.192758e-03
7.233333e+00,1.400000e+01,1.074423e-03
7.233333e+00,1.300000e+01,9.623005e-04
7.233333e+00,1.200000e+01,9.813476e-04
7.233333e+00,1.100000e+01,1.042977e-03
