t,c1,c2
1.366667e+00,9.854804e-01,9.863957e-01
1.400000e+00,9.855725e-01,9.864184e-01
1.433333e+00,9.856703e-01,9.864446e-01
1.466667e+00,9.857693e-01,9.864732e-01
1.500000e+00,9.858655e-01,9.865030e-01
1.533333e+00,9.859547e-01,9.865327e-01
1.566667e+00,9.860338e-01,9.865612e-01
1.600000e+00,9.861000e-01,9.865873e-01
1.633333e+00,9.861507e-01,9.866098e-01
1.666667e+00,9.861847e-01,9.866279e-01
1.700000e+00,9.862010e-01,9.866408e-01
1.733333e+00,9.861986e-01,9.866475e-01
1.766667e+00,9.861785e-01,9.866479e-01
1.800000e+00,9.861414e-01,9.866417e-01
1.833333e+00,9.860888e-01,9.866289e-01
1.866667e+00,9.860236e-01,9.866103e-01
1.900000e+00,9.859490e-01,9.865866e-01
1.933333e+00,9.858688e-01,9.865590e-01
1.966667e+00,9.857873e-01,9.865290e-01
2.000000e+00,9.857087e-01,9.864983e-01
2.033333e+00,9.856372e-01,9.864684e-01
2.066667e+00,9.855758e-01,9.864409e-01
2.100000e+00,9.855267e-01,9.864171e-01
2.133333e+00,9.854914e-01,9.863981e-01
2.166667e+00,9.854696e-01,9.863844e-01
2.200000e+00,9.854601e-01,9.863762e-01
2.233333e+00,9.854612e-01,9.863736e-01
2.266667e+00,9.854699e-01,9.863759e-01
2.300000e+00,9.854834e-01,9.863826e-01
2.333333e+00,9.854986e-01,9.863927e-01
2.366667e+00,9.855127e-01,9.864053e-01
2.400000e+00,9.855235e-01,9.864193e-01
2.433333e+00,9.855287e-01,9.864335e-01
2.466667e+00,9.855269e-01,9.864469e-01
2.500000e+00,9.855173e-01,9.864584e-01
2.533333e+00,9.854988e-01,9.864670e-01
2.566667e+00,9.854717e-01,9.864717e-01
2.600000e+00,9.854365e-01,9.864721e-01
2.633333e+00,9.853938e-01,9.864674e-01
2.666667e+00,9.853457e-01,9.864580e-01
2.700000e+00,9.852944e-01,9.864439e-01
2.733333e+00,9.852431e-01,9.864260e-01
2.766667e+00,9.851952e-01,9.864053e-01
2.800000e+00,9.851545e-01,9.863834e-01
2.833333e+00,9.851251e-01,9.863617e-01
2.866667e+00,9.851101e-01,9.863421e-01
2.900000e+00,9.851120e-01,9.863262e-01
2.933333e+00,9.851330e-01,9.863154e-01
2.966667e+00,9.851729e-01,9.863108e-01
3.000000e+00,9.852309e-01,9.863131e-01
3.033333e+00,9.853054e-01,9.863228e-01
3.066667e+00,9.853929e-01,9.863395e-01
3.100000e+00,9.854898e-01,9.863627e-01
3.133333e+00,9.855920e-01,9.863918e-01
3.166667e+00,9.856952e-01,9.864253e-01
3.200000e+00,9.857954e-01,9.864619e-01
3.233333e+00,9.858888e-01,9.865001e-01
3.266667e+00,9.859722e-01,9.865381e-01
3.300000e+00,9.860431e-01,9.865744e-01
3.333333e+00,9.860986e-01,9.866071e-01
3.366667e+00,9.861376e-01,9.866347e-01
3.400000e+00,9.861590e-01,9.866559e-01
3.433333e+00,9.861618e-01,9.866693e-01
3.466667e+00,9.861470e-01,9.866743e-01
3.500000e+00,9.861158e-01,9.866706e-01
3.533333e+00,9.860698e-01,9.866582e-01
3.566667e+00,9.860123e-01,9.866379e-01
3.600000e+00,9.859471e-01,9.866111e-01
3.633333e+00,9.858780e-01,9.865791e-01
3.666667e+00,9.858095e-01,9.865440e-01
3.700000e+00,9.857456e-01,9.865079e-01
3.733333e+00,9.856898e-01,9.864729e-01
3.766667e+00,9.856447e-01,9.864409e-01
3.800000e+00,9.856116e-01,9.864136e-01
3.833333e+00,9.855912e-01,9.863924e-01
3.866667e+00,9.855823e-01,9.863779e-01
3.900000e+00,9.855832e-01,9.863705e-01
3.933333e+00,9.855917e-01,9.863703e-01
3.966667e+00,9.856047e-01,9.863767e-01
4.000000e+00,9.856193e-01,9.863888e-01
4.033333e+00,9.856325e-01,9.864055e-01
4.066667e+00,9.856419e-01,9.864253e-01
4.100000e+00,9.856453e-01,9.864468e-01
4.133333e+00,9.856406e-01,9.864681e-01
4.166667e+00,9.856267e-01,9.864877e-01
4.200000e+00,9.856029e-01,9.865039e-01
4.233333e+00,9.855682e-01,9.865150e-01
4.266667e+00,9.855234e-01,9.865200e-01
4.300000e+00,9.854692e-01,9.865180e-01
4.333333e+00,9.854070e-01,9.865084e-01
4.366667e+00,9.853396e-01,9.864915e-01
4.400000e+00,9.852700e-01,9.864681e-01
4.433333e+00,9.852021e-01,9.864392e-01
4.466667e+00,9.851400e-01,9.864066e-01
4.500000e+00,9.850878e-01,9.863725e-01
4.533333e+00,9.850501e-01,9.863390e-01
4.566667e+00,9.850295e-01,9.863085e-01
4.600000e+00,9.850284e-01,9.862829e-01
4.633333e+00,9.850484e-01,9.862645e-01
4.666667e+00,9.850887e-01,9.862544e-01
4.700000e+00,9.851479e-01,9.862537e-01
4.733333e+00,9.852238e-01,9.862628e-01
4.766667e+00,9.853127e-01,9.862816e-01
4.800000e+00,9.854108e-01,9.863093e-01
4.833333e+00,9.855141e-01,9.863449e-01
4.866667e+00,9.856182e-01,9.863868e-01
4.900000e+00,9.857194e-01,9.864331e-01
4.933333e+00,9.858137e-01,9.864816e-01
4.966667e+00,9.858983e-01,9.865301e-01
5.000000e+00,9.859704e-01,9.865762e-01
5.033333e+00,9.860272e-01,9.866173e-01
5.066667e+00,9.860676e-01,9.866516e-01
5.100000e+00,9.860905e-01,9.866772e-01
5.133333e+00,9.860952e-01,9.866925e-01
5.166667e+00,9.860831e-01,9.866971e-01
5.200000e+00,9.860556e-01,9.866908e-01
5.233333e+00,9.860151e-01,9.866737e-01
5.266667e+00,9.859653e-01,9.866475e-01
5.300000e+00,9.859102e-01,9.866139e-01
5.333333e+00,9.858540e-01,9.865750e-01
5.366667e+00,9.858009e-01,9.865335e-01
5.400000e+00,9.857544e-01,9.864919e-01
5.433333e+00,9.857176e-01,9.864528e-01
5.466667e+00,9.856921e-01,9.864186e-01
5.500000e+00,9.856783e-01,9.863912e-01
5.533333e+00,9.856760e-01,9.863720e-01
5.566667e+00,9.856834e-01,9.863617e-01
5.600000e+00,9.856983e-01,9.863607e-01
5.633333e+00,9.857177e-01,9.863687e-01
5.666667e+00,9.857387e-01,9.863847e-01
5.700000e+00,9.857582e-01,9.864074e-01
5.733333e+00,9.857732e-01,9.864351e-01
5.766667e+00,9.857814e-01,9.864655e-01
5.800000e+00,9.857807e-01,9.864966e-01
5.833333e+00,9.857688e-01,9.865258e-01
5.866667e+00,9.857449e-01,9.865509e-01
5.900000e+00,9.857083e-01,9.865698e-01
5.933333e+00,9.856585e-01,9.865804e-01
5.966667e+00,9.855965e-01,9.865816e-01
6.000000e+00,9.855239e-01,9.865728e-01
6.033333e+00,9.854427e-01,9.865535e-01
6.066667e+00,9.853565e-01,9.865247e-01
6.100000e+00,9.852694e-01,9.864879e-01
6.133333e+00,9.851860e-01,9.864447e-01
6.166667e+00,9.851108e-01,9.863978e-01
6.200000e+00,9.850483e-01,9.863500e-01
6.233333e+00,9.850029e-01,9.863042e-01
6.266667e+00,9.849770e-01,9.862634e-01
6.300000e+00,9.849726e-01,9.862300e-01
6.333333e+00,9.849906e-01,9.862065e-01
6.366667e+00,9.850296e-01,9.861943e-01
6.400000e+00,9.850878e-01,9.861943e-01
6.433333e+00,9.851626e-01,9.862072e-01
6.466667e+00,9.852500e-01,9.862321e-01
6.500000e+00,9.853463e-01,9.862681e-01
6.533333e+00,9.854472e-01,9.863137e-01
6.566667e+00,9.855488e-01,9.863664e-01
6.600000e+00,9.856472e-01,9.864236e-01
6.633333e+00,9.857385e-01,9.864825e-01
6.666667e+00,9.858198e-01,9.865400e-01
6.700000e+00,9.858884e-01,9.865931e-01
6.733333e+00,9.859417e-01,9.866387e-01
6.766667e+00,9.859785e-01,9.866747e-01
6.800000e+00,9.859983e-01,9.866993e-01
6.833333e+00,9.860007e-01,9.867108e-01
6.866667e+00,9.859877e-01,9.867091e-01
6.900000e+00,9.859615e-01,9.866949e-01
6.933333e+00,9.859250e-01,9.866687e-01
6.966667e+00,9.858825e-01,9.866330e-01
7.000000e+00,9.858381e-01,9.865903e-01
7.033333e+00,9.857961e-01,9.865434e-01
7.066667e+00,9.857602e-01,9.864956e-01
7.100000e+00,9.857335e-01,9.864500e-01
7.133333e+00,9.857181e-01,9.864096e-01
7.166667e+00,9.857147e-01,9.863770e-01
7.200000e+00,9.857229e-01,9.863541e-01
7.233333e+00,9.857415e-01,9.863423e-01
7.266667e+00,9.857681e-01,9.863420e-01
7.300000e+00,9.857998e-01,9.863531e-01
7.333333e+00,9.858334e-01,9.863747e-01
7.366667e+00,9.858657e-01,9.864052e-01
7.400000e+00,9.858935e-01,9.864424e-01
7.433333e+00,9.859135e-01,9.864838e-01
7.466667e+00,9.859234e-01,9.865263e-01
7.500000e+00,9.859210e-01,9.865670e-01
7.533333e+00,9.859039e-01,9.866025e-01
7.566667e+00,9.858716e-01,9.866305e-01
7.600000e+00,9.858236e-01,9.866484e-01
7.633333e+00,9.857597e-01,9.866542e-01
7.666667e+00,9.856817e-01,9.866470e-01
7.700000e+00,9.855920e-01,9.866268e-01
7.733333e+00,9.854936e-01,9.865936e-01
7.766667e+00,9.853910e-01,9.865494e-01
7.800000e+00,9.852890e-01,9.864965e-01
7.833333e+00,9.851928e-01,9.864373e-01
7.866667e+00,9.851073e-01,9.863756e-01
7.900000e+00,9.850370e-01,9.863149e-01
7.933333e+00,9.849861e-01,9.862586e-01
7.966667e+00,9.849565e-01,9.862103e-01
8.000000e+00,9.849495e-01,9.861728e-01
8.033333e+00,9.849655e-01,9.861485e-01
8.066667e+00,9.850026e-01,9.861389e-01
8.100000e+00,9.850585e-01,9.861445e-01
8.133333e+00,9.851303e-01,9.861657e-01
8.166667e+00,9.852140e-01,9.862009e-01
8.200000e+00,9.853057e-01,9.862485e-01
8.233333e+00,9.854012e-01,9.863060e-01
8.266667e+00,9.854964e-01,9.863702e-01
8.300000e+00,9.855877e-01,9.864378e-01
8.333333e+00,9.856711e-01,9.865047e-01
8.366667e+00,9.857438e-01,9.865675e-01
8.400000e+00,9.858033e-01,9.866229e-01
8.433333e+00,9.858471e-01,9.866673e-01
8.466667e+00,9.858747e-01,9.866988e-01
8.500000e+00,9.858861e-01,9.867159e-01
8.533333e+00,9.858817e-01,9.867174e-01
8.566667e+00,9.858642e-01,9.867040e-01
8.600000e+00,9.858368e-01,9.866771e-01
8.633333e+00,9.858029e-01,9.866383e-01
8.666667e+00,9.857671e-01,9.865909e-01
8.700000e+00,9.857338e-01,9.865383e-01
8.733333e+00,9.857068e-01,9.864839e-01
8.766667e+00,9.856895e-01,9.864317e-01
8.800000e+00,9.856841e-01,9.863853e-01
8.833333e+00,9.856918e-01,9.863479e-01
8.866667e+00,9.857122e-01,9.863218e-01
8.900000e+00,9.857442e-01,9.863090e-01
8.933333e+00,9.857856e-01,9.863104e-01
8.966667e+00,9.858333e-01,9.863257e-01
9.000000e+00,9.858841e-01,9.863541e-01
9.033333e+00,9.859342e-01,9.863937e-01
9.066667e+00,9.859800e-01,9.864420e-01
9.100000e+00,9.860183e-01,9.864957e-01
9.133333e+00,9.860452e-01,9.865512e-01
9.166667e+00,9.860584e-01,9.866047e-01
9.200000e+00,9.860558e-01,9.866527e-01
9.233333e+00,9.860347e-01,9.866912e-01
9.266667e+00,9.859950e-01,9.867177e-01
9.300000e+00,9.859367e-01,9.867300e-01
9.333333e+00,9.858602e-01,9.867260e-01
9.366667e+00,9.857682e-01,9.867059e-01
9.400000e+00,9.856641e-01,9.866703e-01
9.433333e+00,9.855517e-01,9.866201e-01
9.466667e+00,9.854365e-01,9.865584e-01
9.500000e+00,9.853238e-01,9.864885e-01
9.533333e+00,9.852192e-01,9.864139e-01
9.566667e+00,9.851278e-01,9.863391e-01
9.600000e+00,9.850537e-01,9.862683e-01
9.633333e+00,9.850005e-01,9.862055e-01
9.666667e+00,9.849698e-01,9.861545e-01
9.700000e+00,9.849622e-01,9.861181e-01
9.733333e+00,9.849773e-01,9.860988e-01
9.766667e+00,9.850128e-01,9.860973e-01
9.800000e+00,9.850661e-01,9.861138e-01
9.833333e+00,9.851339e-01,9.861475e-01
9.866667e+00,9.852121e-01,9.861963e-01
9.900000e+00,9.852967e-01,9.862574e-01
9.933333e+00,9.853835e-01,9.863272e-01
9.966667e+00,9.854685e-01,9.864016e-01
1.000000e+01,9.855483e-01,9.864765e-01
