t,c1,c2,c3,c4
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.333333e-02,-2.549978e-05,-1.168556e-07,2.548669e-05,1.009553e-07
6.666667e-02,-5.017742e-05,-9.116899e-07,5.007416e-05,7.861611e-07
1.000000e-01,-7.326468e-05,-3.006971e-06,7.291739e-05,2.584465e-06
1.333333e-01,-9.399589e-05,-6.999017e-06,9.316358e-05,5.985733e-06
1.666667e-01,-1.118687e-04,-1.323843e-05,1.102348e-04,1.124858e-05
2.000000e-01,-1.264768e-04,-2.196060e-05,1.236409e-04,1.850781e-05
2.333333e-01,-1.374712e-04,-3.329949e-05,1.329270e-04,2.777408e-05
2.666667e-01,-1.449008e-04,-4.704127e-05,1.380615e-04,3.874576e-05
3.000000e-01,-1.488894e-04,-6.286879e-05,1.390698e-04,5.100483e-05
3.333333e-01,-1.496407e-04,-8.033195e-05,1.360273e-04,6.397546e-05
3.666667e-01,-1.476991e-04,-9.873945e-05,1.293961e-04,7.690378e-05
4.000000e-01,-1.436174e-04,-1.173614e-04,1.196267e-04,8.898483e-05
4.333333e-01,-1.379981e-04,-1.353682e-04,1.071895e-04,9.929421e-05
4.666667e-01,-1.315721e-04,-1.519547e-04,9.276024e-05,1.070198e-04
5.000000e-01,-1.249999e-04,-1.663583e-04,7.692901e-05,1.113807e-04
5.333333e-01,-1.189243e-04,-1.777980e-04,6.024850e-05,1.115657e-04
5.666667e-01,-1.138690e-04,-1.858027e-04,4.325777e-05,1.071688e-04
6.000000e-01,-1.102389e-04,-1.899964e-04,2.636737e-05,9.786663e-05
6.333333e-01,-1.083551e-04,-1.900720e-04,9.897636e-06,8.339650e-05
6.666667e-01,-1.082750e-04,-1.861803e-04,-5.983084e-06,6.403541e-05
7.000000e-01,-1.099459e-04,-1.785618e-04,-2.122578e-05,4.013247e-05
7.333333e-01,-1.132053e-04,-1.675707e-04,-3.588713e-05,1.214533e-05
7.666667e-01,-1.176609e-04,-1.539422e-04,-5.016736e-05,-1.903599e-05
8.000000e-01,-1.228710e-04,-1.384377e-04,-6.432809e-05,-5.251363e-05
8.333333e-01,-1.283157e-04,-1.219112e-04,-7.870020e-05,-8.729866e-05
8.666667e-01,-1.334287e-04,-1.053270e-04,-9.362403e-05,-1.222740e-04
9.000000e-01,-1.376751e-04,-8.959025e-05,-1.094232e-04,-1.563952e-04
9.333333e-01,-1.405163e-04,-7.562490e-05,-1.264158e-04,-1.885941e-04
9.666667e-01,-1.415874e-04,-6.414162e-05,-1.447678e-04,-2.180294e-04
1.000000e+00,-1.406143e-04,-5.573516e-05,-1.645690e-04,-2.439816e-04
1.033333e+00,-1.373983e-04,-5.093768e-05,-1.858268e-04,-2.657827e-04
1.066667e+00,-1.320382e-04,-4.986173e-05,-2.083235e-04,-2.832269e-04
1.100000e+00,-1.247304e-04,-5.251099e-05,-2.317527e-04,-2.962156e-04
1.133333e+00,-1.157910e-04,-5.878610e-05,-2.556827e-04,-3.047401e-04
1.166667e+00,-1.057768e-04,-6.818220e-05,-2.795384e-04,-3.092613e-04
1.200000e+00,-9.529696e-05,-8.015425e-05,-3.026892e-04,-3.102727e-04
1.233333e+00,-8.506477e-05,-9.407746e-05,-3.243897e-04,-3.083327e-04
1.266667e+00,-7.581796e-05,-1.091363e-04,-3.439625e-04,-3.042644e-04
1.300000e+00,-6.827535e-05,-1.245684e-04,-3.607297e-04,-2.988232e-04
1.333333e+00,-6.319599e-05,-1.396046e-04,-3.739535e-04,-2.927531e-04
1.366667e+00,-6.109905e-05,-1.535741e-04,-3.832070e-04,-2.867708e-04
1.400000e+00,-6.243183e-05,-1.659271e-04,-3.881043e-04,-2.814504e-04
1.433333e+00,-6.760525e-05,-1.761899e-04,-3.882715e-04,-2.772691e-04
1.466667e+00,-7.662211e-05,-1.841894e-04,-3.837938e-04,-2.744652e-04
1.500000e+00,-8.940956e-05,-1.898817e-04,-3.748018e-04,-2.731234e-04
1.533333e+00,-1.058106e-04,-1.933458e-04,-3.614891e-04,-2.731864e-04
1.566667e+00,-1.252800e-04,-1.949693e-04,-3.444777e-04,-2.743413e-04
1.600000e+00,-1.472434e-04,-1.952145e-04,-3.243969e-04,-2.761798e-04
