t,c1,c2
0.000000e+00,9.862150e-01,9.866353e-01
1.000000e-02,9.862150e-01,9.866353e-01
2.000000e-02,9.862150e-01,9.866353e-01
3.000000e-02,9.862150e-01,9.866353e-01
4.000000e-02,9.862150e-01,9.866353e-01
5.000000e-02,9.862150e-01,9.866353e-01
6.000000e-02,9.862150e-01,9.866353e-01
7.000000e-02,9.862150e-01,9.866353e-01
8.000000e-02,9.862150e-01,9.866353e-01
9.000000e-02,9.862150e-01,9.866353e-01
1.000000e-01,3.217717e-06,6.920133e-01
1.125000e-01,3.071594e-06,6.800067e-01
1.250000e-01,2.995330e-06,6.741583e-01
1.375000e-01,2.960993e-06,6.726357e-01
1.500000e-01,8.435071e-01,7.997931e-01
1.600000e-01,8.657528e-01,8.073592e-01
1.700000e-01,8.845789e-01,8.148196e-01
1.800000e-01,8.993395e-01,8.213550e-01
1.900000e-01,9.110951e-01,8.272031e-01
2.000000e-01,9.915855e-01,9.876233e-01
2.166667e-01,1.008182e+00,1.005115e+00
2.333333e-01,1.018732e+00,1.017346e+00
2.500000e-01,1.023717e+00,1.024507e+00
2.666667e-01,1.023152e+00,1.026356e+00
2.833333e-01,1.018499e+00,1.024071e+00
3.000000e-01,1.010600e+00,1.018342e+00
3.166667e-01,1.000254e+00,1.009819e+00
3.333333e-01,9.888313e-01,9.998481e-01
3.500000e-01,9.772090e-01,9.893040e-01
3.666667e-01,9.663455e-01,9.791546e-01
3.833333e-01,9.568535e-01,9.701137e-01
4.000000e-01,9.491477e-01,9.626638e-01
4.166667e-01,9.437195e-01,9.573948e-01
4.333333e-01,9.403799e-01,9.541856e-01
4.500000e-01,9.390189e-01,9.529751e-01
4.666667e-01,9.395176e-01,9.537333e-01
4.833333e-01,9.413102e-01,9.558759e-01
5.000000e-01,9.439249e-01,9.590053e-01
5.166667e-01,9.468443e-01,9.626791e-01
5.333333e-01,9.497849e-01,9.664095e-01
5.500000e-01,9.524812e-01,9.698545e-01
5.666667e-01,9.545373e-01,9.725941e-01
5.833333e-01,9.558893e-01,9.745031e-01
6.000000e-01,9.564521e-01,9.754811e-01
6.166667e-01,9.560705e-01,9.753809e-01
6.333333e-01,9.549677e-01,9.744187e-01
6.500000e-01,9.532570e-01,9.727261e-01
6.666667e-01,9.510202e-01,9.704269e-01
6.833333e-01,9.485510e-01,9.678312e-01
7.000000e-01,9.460200e-01,9.651400e-01
7.166667e-01,9.435890e-01,9.625692e-01
7.333333e-01,9.414359e-01,9.603002e-01
7.500000e-01,9.396617e-01,9.584530e-01
7.666667e-01,9.383606e-01,9.571571e-01
7.833333e-01,9.375460e-01,9.564037e-01
8.000000e-01,9.372119e-01,9.561839e-01
8.166667e-01,9.373322e-01,9.564748e-01
8.333333e-01,9.378247e-01,9.571593e-01
8.500000e-01,9.386168e-01,9.581493e-01
8.666667e-01,9.396037e-01,9.593185e-01
8.833333e-01,9.407085e-01,9.605677e-01
9.000000e-01,9.418593e-01,9.618124e-01
9.166667e-01,9.429486e-01,9.629200e-01
9.333333e-01,9.439659e-01,9.638837e-01
9.500000e-01,9.448832e-01,9.646764e-01
9.666667e-01,9.456433e-01,9.652245e-01
9.833333e-01,9.462988e-01,9.656076e-01
1.000000e+00,9.468664e-01,9.658539e-01
1.016667e+00,9.473436e-01,9.659523e-01
1.033333e+00,9.478033e-01,9.660107e-01
1.050000e+00,9.482792e-01,9.660767e-01
1.066667e+00,9.487936e-01,9.661600e-01
1.083333e+00,9.493973e-01,9.663436e-01
1.100000e+00,9.501122e-01,9.666570e-01
1.116667e+00,9.509511e-01,9.670876e-01
1.133333e+00,9.519272e-01,9.676761e-01
1.150000e+00,9.530388e-01,9.684208e-01
1.166667e+00,9.542731e-01,9.692689e-01
1.183333e+00,9.556177e-01,9.702366e-01
1.200000e+00,9.570538e-01,9.713013e-01
1.216667e+00,9.585487e-01,9.723820e-01
1.233333e+00,9.600873e-01,9.734995e-01
1.250000e+00,9.616489e-01,9.746304e-01
1.266667e+00,9.631969e-01,9.756892e-01
1.283333e+00,9.647303e-01,9.767196e-01
1.300000e+00,9.662375e-01,9.777110e-01
1.316667e+00,9.676912e-01,9.785914e-01
1.333333e+00,9.691064e-01,9.794262e-01
1.350000e+00,9.704823e-01,9.802183e-01
1.366667e+00,9.718037e-01,9.809121e-01
1.383333e+00,9.730928e-01,9.815808e-01
1.400000e+00,9.743540e-01,9.822328e-01
1.416667e+00,9.755776e-01,9.828211e-01
1.433333e+00,9.767835e-01,9.834122e-01
1.450000e+00,9.779740e-01,9.840114e-01
1.466667e+00,9.791370e-01,9.845707e-01
1.483333e+00,9.802853e-01,9.851443e-01
1.500000e+00,9.814163e-01,9.857305e-01
1.516667e+00,9.825111e-01,9.862764e-01
1.533333e+00,9.835781e-01,9.868270e-01
1.550000e+00,9.846110e-01,9.873754e-01
1.566667e+00,9.855856e-01,9.878673e-01
1.583333e+00,9.865112e-01,9.883439e-01
1.600000e+00,9.873819e-01,9.887983e-01
1.616667e+00,9.881720e-01,9.891806e-01
1.633333e+00,9.888962e-01,9.895325e-01
