t,c1,c2,c3,c4
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.666667e-02,1.280565e-05,1.232353e-08,-1.280421e-05,-1.059484e-08
3.333333e-02,2.551080e-05,1.082871e-07,-2.549702e-05,-9.222297e-08
5.000000e-02,3.803653e-05,3.540685e-07,-3.798861e-05,-2.991985e-07
6.666667e-02,5.026458e-05,8.489924e-07,-5.014208e-05,-7.111000e-07
8.333333e-02,6.214990e-05,1.630968e-06,-6.190141e-05,-1.354974e-06
1.000000e-01,7.363127e-05,2.751096e-06,-7.319116e-05,-2.267704e-06
1.166667e-01,8.457504e-05,4.320433e-06,-8.384770e-05,-3.530188e-06
1.333333e-01,9.500583e-05,6.317028e-06,-9.389177e-05,-5.117629e-06
1.500000e-01,1.048828e-04,8.773067e-06,-1.032661e-04,-7.046418e-06
1.666667e-01,1.140617e-04,1.180462e-05,-1.117826e-04,-9.389302e-06
1.833333e-01,1.226013e-04,1.535910e-05,-1.194995e-04,-1.209429e-05
2.000000e-01,1.304816e-04,1.944854e-05,-1.263778e-04,-1.515553e-05
2.166667e-01,1.376032e-04,2.414649e-05,-1.322704e-04,-1.860002e-05
2.333333e-01,1.440443e-04,2.938257e-05,-1.372578e-04,-2.236035e-05
2.500000e-01,1.498068e-04,3.514764e-05,-1.413216e-04,-2.640807e-05
2.666667e-01,1.548172e-04,4.148725e-05,-1.443311e-04,-3.073270e-05
2.833333e-01,1.591776e-04,4.831147e-05,-1.463978e-04,-3.525414e-05
3.000000e-01,1.629097e-04,5.559213e-05,-1.475231e-04,-3.992411e-05
3.166667e-01,1.659714e-04,6.334232e-05,-1.475989e-04,-4.469067e-05
3.333333e-01,1.684759e-04,7.146477e-05,-1.467568e-04,-4.947445e-05
3.500000e-01,1.704612e-04,7.991661e-05,-1.450152e-04,-5.421251e-05
3.666667e-01,1.719179e-04,8.867810e-05,-1.422913e-04,-5.881220e-05
3.833333e-01,1.729582e-04,9.765708e-05,-1.387260e-04,-6.320845e-05
4.000000e-01,1.736310e-04,1.068019e-04,-1.343497e-04,-6.733062e-05
4.166667e-01,1.739573e-04,1.160635e-04,-1.291054e-04,-7.105066e-05
4.333333e-01,1.740372e-04,1.253661e-04,-1.231317e-04,-7.432991e-05
4.500000e-01,1.739244e-04,1.346559e-04,-1.164668e-04,-7.709784e-05
4.666667e-01,1.736655e-04,1.438614e-04,-1.090759e-04,-7.920026e-05
