t,c1,c2,c3,c4
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.333333e-02,-1.232173e-08,-2.985168e-12,-1.576517e-14,-2.109424e-14
6.666667e-02,-1.240697e-07,-2.235241e-10,-1.239453e-12,-1.614264e-12
1.000000e-01,-4.154891e-07,-3.798573e-09,-3.614214e-10,-5.404361e-10
1.333333e-01,-9.430045e-07,-1.996480e-08,-2.377516e-09,-3.463034e-09
1.666667e-01,-1.716744e-06,-6.085682e-08,-7.847192e-09,-1.119310e-08
2.000000e-01,-2.741264e-06,-1.450128e-07,-1.983851e-08,-2.778660e-08
2.333333e-01,-4.006989e-06,-2.971180e-07,-4.297259e-08,-5.915081e-08
2.666667e-01,-5.479736e-06,-5.408416e-07,-8.254202e-08,-1.117631e-07
3.000000e-01,-7.125031e-06,-9.021327e-07,-1.453035e-07,-1.936226e-07
3.333333e-01,-8.906387e-06,-1.411057e-06,-2.404668e-07,-3.152919e-07
3.666667e-01,-1.077724e-05,-2.086160e-06,-3.766006e-07,-4.859923e-07
4.000000e-01,-1.269681e-05,-2.945307e-06,-5.641003e-07,-7.166021e-07
4.333333e-01,-1.462655e-05,-4.006838e-06,-8.165675e-07,-1.021015e-06
4.666667e-01,-1.653235e-05,-5.270130e-06,-1.144579e-06,-1.409051e-06
5.000000e-01,-1.838760e-05,-6.732906e-06,-1.560796e-06,-1.892343e-06
5.333333e-01,-2.017023e-05,-8.390687e-06,-2.081500e-06,-2.485728e-06
5.666667e-01,-2.187024e-05,-1.021991e-05,-2.716666e-06,-3.196883e-06
6.000000e-01,-2.348327e-05,-1.219653e-05,-3.478467e-06,-4.035467e-06
6.333333e-01,-2.500928e-05,-1.429367e-05,-4.382683e-06,-5.014261e-06
6.666667e-01,-2.645943e-05,-1.647310e-05,-5.435433e-06,-6.136284e-06
7.000000e-01,-2.784674e-05,-1.869863e-05,-6.645175e-06,-7.406830e-06
7.333333e-01,-2.918649e-05,-2.093273e-05,-8.023656e-06,-8.834101e-06
7.666667e-01,-3.049855e-05,-2.313870e-05,-9.570523e-06,-1.041513e-05
8.000000e-01,-3.180113e-05,-2.528417e-05,-1.128796e-05,-1.214957e-05
8.333333e-01,-3.311201e-05,-2.733798e-05,-1.318083e-05,-1.403962e-05
8.666667e-01,-3.444610e-05,-2.928064e-05,-1.524107e-05,-1.607634e-05
9.000000e-01,-3.581485e-05,-3.109753e-05,-1.746326e-05,-1.825357e-05
9.333333e-01,-3.722727e-05,-3.277741e-05,-1.984382e-05,-2.056717e-05
9.666667e-01,-3.868544e-05,-3.432510e-05,-2.236735e-05,-2.300323e-05
1.000000e+00,-4.018838e-05,-3.574884e-05,-2.502105e-05,-2.555060e-05
1.033333e+00,-4.173230e-05,-3.706085e-05,-2.779311e-05,-2.819939e-05
1.066667e+00,-4.330759e-05,-3.828595e-05,-3.066287e-05,-3.093259e-05
1.100000e+00,-4.490363e-05,-3.944971e-05,-3.361214e-05,-3.373559e-05
1.133333e+00,-4.650833e-05,-4.058059e-05,-3.662286e-05,-3.659430e-05
1.166667e+00,-4.810873e-05,-4.171063e-05,-3.967260e-05,-3.949086e-05
1.200000e+00,-4.969329e-05,-4.287001e-05,-4.274096e-05,-4.240929e-05
1.233333e+00,-5.125128e-05,-4.408990e-05,-4.580696e-05,-4.533329e-05
1.266667e+00,-5.277642e-05,-4.539485e-05,-4.885026e-05,-4.824650e-05
1.300000e+00,-5.426537e-05,-4.680641e-05,-5.185180e-05,-5.113357e-05
1.333333e+00,-5.571776e-05,-4.834528e-05,-5.479142e-05,-5.397818e-05
1.366667e+00,-5.713977e-05,-5.001894e-05,-5.765413e-05,-5.676738e-05
1.400000e+00,-5.854056e-05,-5.183247e-05,-6.042535e-05,-5.948837e-05
1.433333e+00,-5.993330e-05,-5.378937e-05,-6.308897e-05,-6.212685e-05
1.466667e+00,-6.133502e-05,-5.587915e-05,-6.563745e-05,-6.467475e-05
1.500000e+00,-6.276453e-05,-5.809094e-05,-6.806269e-05,-6.712339e-05
1.533333e+00,-6.424417e-05,-6.041280e-05,-7.035488e-05,-6.946229e-05
1.566667e+00,-6.579378e-05,-6.282335e-05,-7.251454e-05,-7.168924e-05
1.600000e+00,-6.743332e-05,-6.530312e-05,-7.454072e-05,-7.380076e-05
1.633333e+00,-6.918469e-05,-6.783287e-05,-7.643088e-05,-7.579168e-05
1.666667e+00,-7.106019e-05,-7.039083e-05,-7.819272e-05,-7.766593e-05
1.700000e+00,-7.307118e-05,-7.295859e-05,-7.983198e-05,-7.942578e-05
1.733333e+00,-7.522894e-05,-7.551920e-05,-8.135303e-05,-8.107222e-05
1.766667e+00,-7.753093e-05,-7.805898e-05,-8.276899e-05,-8.261482e-05
1.800000e+00,-7.997358e-05,-8.056753e-05,-8.409077e-05,-8.406142e-05
1.833333e+00,-8.255178e-05,-8.303637e-05,-8.532846e-05,-8.541915e-05
1.866667e+00,-8.524725e-05,-8.546262e-05,-8.649822e-05,-8.670192e-05
1.900000e+00,-8.804157e-05,-8.784527e-05,-8.761420e-05,-8.792202e-05
1.933333e+00,-9.091422e-05,-9.018447e-05,-8.869037e-05,-8.909173e-05
