t,c1,c2,c3,c4
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.333333e-02,2.538431e-05,-2.535489e-05,-6.114746e-09,-1.079893e-08
6.666667e-02,4.927694e-05,-4.904709e-05,-4.771052e-08,-8.386997e-08
1.000000e-01,7.029680e-05,-6.953680e-05,-1.573790e-07,-2.744433e-07
1.333333e-01,8.709476e-05,-8.531959e-05,-3.663309e-07,-6.311783e-07
1.666667e-01,9.883102e-05,-9.545931e-05,-6.927816e-07,-1.175355e-06
2.000000e-01,1.048785e-04,-9.925884e-05,-1.148553e-06,-1.911830e-06
2.333333e-01,1.047707e-04,-9.620423e-05,-1.739316e-06,-2.827708e-06
2.666667e-01,9.877894e-05,-8.661021e-05,-2.451348e-06,-3.876204e-06
3.000000e-01,8.734883e-05,-7.099318e-05,-3.263640e-06,-4.996032e-06
3.333333e-01,7.113421e-05,-5.011340e-05,-4.144933e-06,-6.106072e-06
3.666667e-01,5.135743e-05,-2.536925e-05,-5.048906e-06,-7.113012e-06
4.000000e-01,2.928336e-05,1.786026e-06,-5.923074e-06,-7.919548e-06
4.333333e-01,6.322415e-06,2.972651e-05,-6.702981e-06,-8.417343e-06
4.666667e-01,-1.601479e-05,5.672747e-05,-7.324367e-06,-8.524287e-06
5.000000e-01,-3.632602e-05,8.118551e-05,-7.719605e-06,-8.166245e-06
5.333333e-01,-5.320243e-05,1.014888e-04,-7.811049e-06,-7.272491e-06
5.666667e-01,-6.565196e-05,1.165218e-04,-7.543198e-06,-5.829935e-06
6.000000e-01,-7.288531e-05,1.254000e-04,-6.860942e-06,-3.838879e-06
6.333333e-01,-7.425221e-05,1.273979e-04,-5.705014e-06,-1.314280e-06
6.666667e-01,-6.981260e-05,1.226149e-04,-4.058534e-06,1.668025e-06
7.000000e-01,-5.981873e-05,1.113642e-04,-1.908230e-06,5.023814e-06
7.333333e-01,-4.473637e-05,9.419879e-05,7.553961e-07,8.653118e-06
7.666667e-01,-2.564974e-05,7.238043e-05,3.891139e-06,1.242483e-05
8.000000e-01,-3.720675e-06,4.725182e-05,7.453458e-06,1.621199e-05
8.333333e-01,1.971814e-05,2.034612e-05,1.138655e-05,1.988158e-05
8.666667e-01,4.314935e-05,-6.591333e-06,1.559469e-05,2.331671e-05
9.000000e-01,6.513787e-05,-3.191073e-05,1.998056e-05,2.641665e-05
9.333333e-01,8.421652e-05,-5.392316e-05,2.443480e-05,2.908895e-05
9.666667e-01,9.927089e-05,-7.133733e-05,2.883720e-05,3.129499e-05
1.000000e+00,1.093833e-04,-8.308277e-05,3.307113e-05,3.301584e-05
1.033333e+00,1.137588e-04,-8.822257e-05,3.701187e-05,3.425038e-05
1.066667e+00,1.122969e-04,-8.661309e-05,4.056128e-05,3.505741e-05
1.100000e+00,1.050976e-04,-7.833838e-05,4.362949e-05,3.550711e-05
1.133333e+00,9.246851e-05,-6.371670e-05,4.612650e-05,3.568554e-05
1.166667e+00,7.537301e-05,-4.382777e-05,4.801898e-05,3.570942e-05
1.200000e+00,5.487005e-05,-1.986246e-05,4.928315e-05,3.569064e-05
1.233333e+00,3.220075e-05,6.780889e-06,4.990292e-05,3.574353e-05
1.266667e+00,8.870280e-06,3.438521e-05,4.992757e-05,3.596651e-05
1.300000e+00,-1.367233e-05,6.129977e-05,4.941198e-05,3.643814e-05
1.333333e+00,-3.391503e-05,8.580668e-05,4.842187e-05,3.722168e-05
1.366667e+00,-5.061512e-05,1.064826e-04,4.707010e-05,3.833032e-05
1.400000e+00,-6.270641e-05,1.221128e-04,4.546649e-05,3.975246e-05
1.433333e+00,-6.921274e-05,1.315930e-04,4.372763e-05,4.144977e-05
1.466667e+00,-6.982284e-05,1.345640e-04,4.197908e-05,4.333554e-05
1.500000e+00,-6.443041e-05,1.309053e-04,4.033343e-05,4.530676e-05
1.533333e+00,-5.312722e-05,1.207244e-04,3.890003e-05,4.723624e-05
1.566667e+00,-3.671378e-05,1.049180e-04,3.775707e-05,4.898793e-05
1.600000e+00,-1.611325e-05,8.452246e-05,3.696372e-05,5.042687e-05
1.633333e+00,7.553003e-06,6.079676e-05,3.656520e-05,5.141019e-05
1.666667e+00,3.279540e-05,3.540357e-05,3.655416e-05,5.184117e-05
1.700000e+00,5.815544e-05,9.971476e-06,3.690619e-05,5.164045e-05
1.733333e+00,8.208826e-05,-1.377340e-05,3.757796e-05,5.074210e-05
1.766667e+00,1.032238e-04,-3.430674e-05,3.848307e-05,4.916286e-05
1.800000e+00,1.203622e-04,-5.029262e-05,3.952812e-05,4.694201e-05
1.833333e+00,1.323769e-04,-6.047579e-05,4.060560e-05,4.414697e-05
1.866667e+00,1.387605e-04,-6.430021e-05,4.160109e-05,4.091975e-05
1.900000e+00,1.392197e-04,-6.145071e-05,4.240705e-05,3.741586e-05
1.933333e+00,1.336495e-04,-5.182808e-05,4.291533e-05,3.381830e-05
1.966667e+00,1.226679e-04,-3.615116e-05,4.305403e-05,3.033104e-05
2.000000e+00,1.070327e-04,-1.530145e-05,4.276929e-05,2.715326e-05
2.033333e+00,8.770096e-05,9.605157e-06,4.202272e-05,2.449571e-05
2.066667e+00,6.606830e-05,3.696086e-05,4.083722e-05,2.251695e-05
2.100000e+00,4.352308e-05,6.516203e-05,3.925629e-05,2.135422e-05
2.133333e+00,2.155977e-05,9.247913e-05,3.734955e-05,2.113391e-05
2.166667e+00,1.597786e-06,1.172856e-04,3.523730e-05,2.187747e-05
2.200000e+00,-1.509097e-05,1.381232e-04,3.305270e-05,2.358085e-05
2.233333e+00,-2.727834e-05,1.535836e-04,3.095399e-05,2.621323e-05
2.266667e+00,-3.428147e-05,1.629022e-04,2.910458e-05,2.963783e-05
2.300000e+00,-3.562917e-05,1.655545e-04,2.766634e-05,3.370435e-05
2.333333e+00,-3.102458e-05,1.612135e-04,2.681293e-05,3.823625e-05
2.366667e+00,-2.089327e-05,1.503895e-04,2.666360e-05,4.300542e-05
2.400000e+00,-5.825745e-06,1.337739e-04,2.732270e-05,4.779268e-05
2.433333e+00,1.337416e-05,1.122948e-04,2.888697e-05,5.237018e-05
2.466667e+00,3.539812e-05,8.746161e-05,3.135674e-05,5.654021e-05
2.500000e+00,5.891062e-05,6.080707e-05,3.471296e-05,6.013439e-05
2.533333e+00,8.244214e-05,3.401263e-05,3.891349e-05,6.300050e-05
2.566667e+00,1.045179e-04,8.773574e-06,4.382098e-05,6.508016e-05
2.600000e+00,1.237906e-04,-1.336099e-05,4.928640e-05,6.635031e-05
2.633333e+00,1.389329e-04,-3.086177e-05,5.513452e-05,6.682154e-05
2.666667e+00,1.491161e-04,-4.275827e-05,6.114374e-05,6.660713e-05
2.700000e+00,1.537217e-04,-4.831783e-05,6.709699e-05,6.584270e-05
2.733333e+00,1.522911e-04,-4.698572e-05,7.276229e-05,6.469644e-05
2.766667e+00,1.450933e-04,-3.903645e-05,7.793659e-05,6.338701e-05
2.800000e+00,1.325726e-04,-2.494625e-05,8.243734e-05,6.212941e-05
2.833333e+00,1.153841e-04,-5.431243e-06,8.608668e-05,6.115083e-05
2.866667e+00,9.474425e-05,1.814116e-05,8.880064e-05,6.064436e-05
2.900000e+00,7.191694e-05,4.434725e-05,9.052194e-05,6.077448e-05
2.933333e+00,4.831680e-05,7.159214e-05,9.121519e-05,6.168812e-05
2.966667e+00,2.545473e-05,9.815928e-05,9.095977e-05,6.343074e-05
3.000000e+00,4.739433e-06,1.224522e-04,8.985344e-05,6.600905e-05
3.033333e+00,-1.240664e-05,1.428654e-04,8.802062e-05,6.938942e-05
3.066667e+00,-2.498307e-05,1.582652e-04,8.566516e-05,7.342858e-05
3.100000e+00,-3.218670e-05,1.677493e-04,8.298944e-05,7.795538e-05
3.133333e+00,-3.334690e-05,1.705745e-04,8.021112e-05,8.275593e-05
3.166667e+00,-2.851402e-05,1.668036e-04,7.755290e-05,8.756744e-05
3.200000e+00,-1.792756e-05,1.567179e-04,7.521430e-05,9.212571e-05
3.233333e+00,-2.037061e-06,1.408390e-04,7.338771e-05,9.614428e-05
3.266667e+00,1.807230e-05,1.203905e-04,7.219628e-05,9.938727e-05
3.300000e+00,4.123839e-05,9.668307e-05,7.172785e-05,1.016446e-04
3.333333e+00,6.612795e-05,7.122037e-05,7.204178e-05,1.027169e-04
3.366667e+00,9.120336e-05,4.572105e-05,7.309464e-05,1.025380e-04
3.400000e+00,1.150091e-04,2.181393e-05,7.481261e-05,1.010801e-04
3.433333e+00,1.360544e-04,1.169716e-06,7.708532e-05,9.835291e-05
3.466667e+00,1.531865e-04,-1.493128e-05,7.972685e-05,9.451665e-05
3.500000e+00,1.654497e-04,-2.542653e-05,8.254118e-05,8.975868e-05
3.533333e+00,1.720075e-04,-2.938577e-05,8.530694e-05,8.431079e-05
3.566667e+00,1.727134e-04,-2.666524e-05,8.780176e-05,7.849098e-05
3.600000e+00,1.676232e-04,-1.734892e-05,8.981891e-05,7.261641e-05
3.633333e+00,1.569966e-04,-1.756058e-06,9.115210e-05,6.703027e-05
3.666667e+00,1.417578e-04,1.903715e-05,9.167511e-05,6.204731e-05
3.700000e+00,1.229278e-04,4.384085e-05,9.129494e-05,5.795169e-05
3.733333e+00,1.017071e-04,7.125480e-05,8.994661e-05,5.502018e-05
3.766667e+00,7.957878e-05,9.956256e-05,8.768582e-05,5.339603e-05
3.800000e+00,5.797027e-05,1.271103e-04,8.460150e-05,5.317785e-05
3.833333e+00,3.836961e-05,1.521725e-04,8.082528e-05,5.442701e-05
3.866667e+00,2.201997e-05,1.733207e-04,7.658285e-05,5.703367e-05
3.900000e+00,9.986768e-06,1.893306e-04,7.211510e-05,6.085412e-05
3.933333e+00,3.243999e-06,1.990829e-04,6.769924e-05,6.569879e-05
3.966667e+00,2.125086e-06,2.022082e-04,6.362151e-05,7.125923e-05
4.000000e+00,6.755689e-06,1.985715e-04,6.015693e-05,7.722463e-05
4.033333e+00,1.706259e-05,1.882606e-04,5.759184e-05,8.325696e-05
4.066667e+00,3.228212e-05,1.721622e-04,5.612040e-05,8.901529e-05
4.100000e+00,5.152337e-05,1.512997e-04,5.590519e-05,9.419208e-05
4.133333e+00,7.369589e-05,1.269161e-04,5.708931e-05,9.848906e-05
4.166667e+00,9.734917e-05,1.006732e-04,5.966045e-05,1.017215e-04
4.200000e+00,1.210577e-04,7.419805e-05,6.357240e-05,1.037578e-04
4.233333e+00,1.433069e-04,4.921565e-05,6.873940e-05,1.045101e-04
4.266667e+00,1.627553e-04,2.726729e-05,7.493217e-05,1.040548e-04
