t,c1,c2
0.000000e+00,9.862150e-01,9.866353e-01
3.333333e-02,9.862043e-01,9.866320e-01
6.666667e-02,9.861688e-01,9.866210e-01
1.000000e-01,9.861061e-01,9.866011e-01
1.333333e-01,9.860147e-01,9.865716e-01
1.666667e-01,9.858974e-01,9.865329e-01
2.000000e-01,9.857564e-01,9.864854e-01
2.333333e-01,9.855953e-01,9.864301e-01
2.666667e-01,9.854198e-01,9.863685e-01
3.000000e-01,9.852354e-01,9.863022e-01
3.333333e-01,9.850480e-01,9.862329e-01
3.666667e-01,9.848640e-01,9.861628e-01
4.000000e-01,9.846888e-01,9.860936e-01
4.333333e-01,9.845279e-01,9.860272e-01
4.666667e-01,9.843850e-01,9.859650e-01
5.000000e-01,9.842627e-01,9.859083e-01
5.333333e-01,9.841634e-01,9.858581e-01
5.666667e-01,9.840868e-01,9.858147e-01
6.000000e-01,9.840319e-01,9.857782e-01
6.333333e-01,9.839977e-01,9.857486e-01
6.666667e-01,9.839808e-01,9.857253e-01
7.000000e-01,9.839781e-01,9.857075e-01
7.333333e-01,9.839866e-01,9.856946e-01
7.666667e-01,9.840021e-01,9.856855e-01
8.000000e-01,9.840214e-01,9.856792e-01
8.333333e-01,9.840412e-01,9.856748e-01
8.666667e-01,9.840587e-01,9.856714e-01
9.000000e-01,9.840714e-01,9.856682e-01
9.333333e-01,9.840775e-01,9.856644e-01
9.666667e-01,9.840759e-01,9.856596e-01
1.000000e+00,9.840661e-01,9.856533e-01
1.033333e+00,9.840479e-01,9.856453e-01
1.066667e+00,9.840225e-01,9.856357e-01
1.100000e+00,9.839911e-01,9.856248e-01
1.133333e+00,9.839557e-01,9.856127e-01
1.166667e+00,9.839188e-01,9.856004e-01
1.200000e+00,9.838831e-01,9.855884e-01
1.233333e+00,9.838517e-01,9.855777e-01
1.266667e+00,9.838272e-01,9.855693e-01
1.300000e+00,9.838124e-01,9.855639e-01
1.333333e+00,9.838098e-01,9.855626e-01
1.366667e+00,9.838208e-01,9.855660e-01
1.400000e+00,9.838466e-01,9.855747e-01
1.433333e+00,9.838877e-01,9.855890e-01
1.466667e+00,9.839433e-01,9.856090e-01
1.500000e+00,9.840123e-01,9.856346e-01
1.533333e+00,9.840931e-01,9.856652e-01
1.566667e+00,9.841830e-01,9.857003e-01
1.600000e+00,9.842792e-01,9.857391e-01
1.633333e+00,9.843786e-01,9.857804e-01
1.666667e+00,9.844777e-01,9.858233e-01
1.700000e+00,9.845736e-01,9.858665e-01
1.733333e+00,9.846626e-01,9.859087e-01
1.766667e+00,9.847423e-01,9.859489e-01
1.800000e+00,9.848101e-01,9.859859e-01
1.833333e+00,9.848635e-01,9.860185e-01
1.866667e+00,9.849014e-01,9.860460e-01
1.900000e+00,9.849229e-01,9.860679e-01
1.933333e+00,9.849268e-01,9.860831e-01
1.966667e+00,9.849140e-01,9.860917e-01
2.000000e+00,9.848851e-01,9.860936e-01
2.033333e+00,9.848409e-01,9.860887e-01
2.066667e+00,9.847837e-01,9.860775e-01
2.100000e+00,9.847155e-01,9.860606e-01
2.133333e+00,9.846383e-01,9.860384e-01
2.166667e+00,9.845551e-01,9.860121e-01
2.200000e+00,9.844684e-01,9.859825e-01
2.233333e+00,9.843807e-01,9.859503e-01
2.266667e+00,9.842944e-01,9.859169e-01
2.300000e+00,9.842117e-01,9.858831e-01
2.333333e+00,9.841342e-01,9.858496e-01
2.366667e+00,9.840634e-01,9.858174e-01
2.400000e+00,9.840002e-01,9.857871e-01
2.433333e+00,9.839450e-01,9.857591e-01
2.466667e+00,9.838979e-01,9.857339e-01
2.500000e+00,9.838587e-01,9.857117e-01
2.533333e+00,9.838268e-01,9.856923e-01
2.566667e+00,9.838014e-01,9.856760e-01
2.600000e+00,9.837817e-01,9.856626e-01
2.633333e+00,9.837664e-01,9.856516e-01
2.666667e+00,9.837548e-01,9.856430e-01
2.700000e+00,9.837457e-01,9.856363e-01
2.733333e+00,9.837382e-01,9.856311e-01
2.766667e+00,9.837317e-01,9.856273e-01
2.800000e+00,9.837257e-01,9.856245e-01
2.833333e+00,9.837196e-01,9.856223e-01
2.866667e+00,9.837137e-01,9.856207e-01
2.900000e+00,9.837081e-01,9.856196e-01
2.933333e+00,9.837028e-01,9.856187e-01
2.966667e+00,9.836986e-01,9.856183e-01
3.000000e+00,9.836962e-01,9.856187e-01
3.033333e+00,9.836962e-01,9.856196e-01
3.066667e+00,9.836995e-01,9.856217e-01
3.100000e+00,9.837069e-01,9.856252e-01
3.133333e+00,9.837190e-01,9.856301e-01
3.166667e+00,9.837365e-01,9.856370e-01
3.200000e+00,9.837599e-01,9.856462e-01
3.233333e+00,9.837890e-01,9.856575e-01
3.266667e+00,9.838240e-01,9.856714e-01
3.300000e+00,9.838645e-01,9.856879e-01
3.333333e+00,9.839097e-01,9.857065e-01
3.366667e+00,9.839589e-01,9.857275e-01
3.400000e+00,9.840111e-01,9.857506e-01
3.433333e+00,9.840647e-01,9.857750e-01
3.466667e+00,9.841187e-01,9.858006e-01
3.500000e+00,9.841716e-01,9.858270e-01
3.533333e+00,9.842214e-01,9.858530e-01
3.566667e+00,9.842672e-01,9.858786e-01
3.600000e+00,9.843079e-01,9.859031e-01
3.633333e+00,9.843412e-01,9.859253e-01
3.666667e+00,9.843672e-01,9.859453e-01
3.700000e+00,9.843849e-01,9.859626e-01
3.733333e+00,9.843929e-01,9.859760e-01
3.766667e+00,9.843918e-01,9.859859e-01
3.800000e+00,9.843816e-01,9.859920e-01
3.833333e+00,9.843616e-01,9.859935e-01
3.866667e+00,9.843332e-01,9.859911e-01
3.900000e+00,9.842971e-01,9.859848e-01
3.933333e+00,9.842532e-01,9.859742e-01
3.966667e+00,9.842035e-01,9.859602e-01
4.000000e+00,9.841492e-01,9.859433e-01
4.033333e+00,9.840907e-01,9.859234e-01
4.066667e+00,9.840300e-01,9.859013e-01
4.100000e+00,9.839682e-01,9.858777e-01
4.133333e+00,9.839057e-01,9.858524e-01
4.166667e+00,9.838445e-01,9.858267e-01
4.200000e+00,9.837854e-01,9.858012e-01
4.233333e+00,9.837284e-01,9.857755e-01
4.266667e+00,9.836749e-01,9.857509e-01
4.300000e+00,9.836254e-01,9.857277e-01
4.333333e+00,9.835794e-01,9.857054e-01
4.366667e+00,9.835379e-01,9.856851e-01
4.400000e+00,9.835009e-01,9.856669e-01
4.433333e+00,9.834675e-01,9.856500e-01
4.466667e+00,9.834384e-01,9.856354e-01
4.500000e+00,9.834135e-01,9.856230e-01
4.533333e+00,9.833916e-01,9.856119e-01
4.566667e+00,9.833734e-01,9.856029e-01
4.600000e+00,9.833586e-01,9.855960e-01
4.633333e+00,9.833462e-01,9.855900e-01
4.666667e+00,9.833370e-01,9.855858e-01
4.700000e+00,9.833308e-01,9.855834e-01
4.733333e+00,9.833266e-01,9.855815e-01
4.766667e+00,9.833255e-01,9.855812e-01
4.800000e+00,9.833274e-01,9.855825e-01
4.833333e+00,9.833313e-01,9.855843e-01
4.866667e+00,9.833385e-01,9.855875e-01
4.900000e+00,9.833490e-01,9.855924e-01
4.933333e+00,9.833618e-01,9.855978e-01
4.966667e+00,9.833779e-01,9.856048e-01
5.000000e+00,9.833975e-01,9.856135e-01
5.033333e+00,9.834192e-01,9.856227e-01
5.066667e+00,9.834440e-01,9.856336e-01
5.100000e+00,9.834717e-01,9.856463e-01
5.133333e+00,9.835006e-01,9.856593e-01
5.166667e+00,9.835315e-01,9.856738e-01
5.200000e+00,9.835639e-01,9.856898e-01
5.233333e+00,9.835959e-01,9.857056e-01
5.266667e+00,9.836281e-01,9.857224e-01
5.300000e+00,9.836598e-01,9.857400e-01
5.333333e+00,9.836887e-01,9.857565e-01
5.366667e+00,9.837156e-01,9.857731e-01
5.400000e+00,9.837400e-01,9.857896e-01
5.433333e+00,9.837593e-01,9.858039e-01
5.466667e+00,9.837746e-01,9.858174e-01
5.500000e+00,9.837856e-01,9.858298e-01
5.533333e+00,9.837899e-01,9.858390e-01
5.566667e+00,9.837891e-01,9.858465e-01
5.600000e+00,9.837831e-01,9.858522e-01
5.633333e+00,9.837698e-01,9.858540e-01
5.666667e+00,9.837513e-01,9.858538e-01
5.700000e+00,9.837278e-01,9.858514e-01
5.733333e+00,9.836978e-01,9.858451e-01
5.766667e+00,9.836635e-01,9.858368e-01
5.800000e+00,9.836255e-01,9.858266e-01
5.833333e+00,9.835825e-01,9.858129e-01
5.866667e+00,9.835371e-01,9.857978e-01
5.900000e+00,9.834900e-01,9.857815e-01
5.933333e+00,9.834398e-01,9.857626e-01
5.966667e+00,9.833893e-01,9.857431e-01
6.000000e+00,9.833392e-01,9.857235e-01
6.033333e+00,9.832881e-01,9.857022e-01
6.066667e+00,9.832385e-01,9.856814e-01
6.100000e+00,9.831911e-01,9.856615e-01
6.133333e+00,9.831443e-01,9.856407e-01
6.166667e+00,9.831005e-01,9.856213e-01
6.200000e+00,9.830600e-01,9.856035e-01
6.233333e+00,9.830210e-01,9.855855e-01
6.266667e+00,9.829858e-01,9.855695e-01
6.300000e+00,9.829546e-01,9.855557e-01
6.333333e+00,9.829253e-01,9.855418e-01
6.366667e+00,9.829001e-01,9.855303e-01
6.400000e+00,9.828791e-01,9.855211e-01
6.433333e+00,9.828599e-01,9.855119e-01
6.466667e+00,9.828448e-01,9.855051e-01
6.500000e+00,9.828338e-01,9.855007e-01
6.533333e+00,9.828244e-01,9.854961e-01
6.566667e+00,9.828189e-01,9.854938e-01
6.600000e+00,9.828173e-01,9.854938e-01
6.633333e+00,9.828170e-01,9.854934e-01
6.666667e+00,9.828203e-01,9.854952e-01
6.700000e+00,9.828272e-01,9.854992e-01
6.733333e+00,9.828350e-01,9.855026e-01
6.766667e+00,9.828460e-01,9.855080e-01
6.800000e+00,9.828602e-01,9.855155e-01
6.833333e+00,9.828745e-01,9.855222e-01
6.866667e+00,9.828915e-01,9.855307e-01
6.900000e+00,9.829110e-01,9.855412e-01
6.933333e+00,9.829296e-01,9.855504e-01
6.966667e+00,9.829501e-01,9.855613e-01
7.000000e+00,9.829719e-01,9.855738e-01
7.033333e+00,9.829917e-01,9.855846e-01
7.066667e+00,9.830121e-01,9.855967e-01
7.100000e+00,9.830327e-01,9.856099e-01
7.133333e+00,9.830498e-01,9.856209e-01
7.166667e+00,9.830661e-01,9.856326e-01
7.200000e+00,9.830813e-01,9.856449e-01
7.233333e+00,9.830916e-01,9.856542e-01
7.266667e+00,9.831000e-01,9.856636e-01
7.300000e+00,9.831062e-01,9.856731e-01
7.333333e+00,9.831063e-01,9.856789e-01
7.366667e+00,9.831038e-01,9.856843e-01
7.400000e+00,9.830984e-01,9.856893e-01
7.433333e+00,9.830864e-01,9.856901e-01
7.466667e+00,9.830715e-01,9.856903e-01
7.500000e+00,9.830537e-01,9.856897e-01
7.533333e+00,9.830295e-01,9.856848e-01
7.566667e+00,9.830028e-01,9.856792e-01
7.600000e+00,9.829738e-01,9.856730e-01
7.633333e+00,9.829391e-01,9.856625e-01
7.666667e+00,9.829029e-01,9.856517e-01
7.700000e+00,9.828656e-01,9.856406e-01
7.733333e+00,9.828236e-01,9.856256e-01
7.766667e+00,9.827815e-01,9.856108e-01
7.800000e+00,9.827398e-01,9.855964e-01
7.833333e+00,9.826947e-01,9.855787e-01
7.866667e+00,9.826509e-01,9.855618e-01
7.900000e+00,9.826088e-01,9.855461e-01
7.933333e+00,9.825647e-01,9.855276e-01
7.966667e+00,9.825232e-01,9.855107e-01
8.000000e+00,9.824846e-01,9.854956e-01
8.033333e+00,9.824450e-01,9.854782e-01
8.066667e+00,9.824089e-01,9.854631e-01
8.100000e+00,9.823767e-01,9.854503e-01
8.133333e+00,9.823441e-01,9.854356e-01
8.166667e+00,9.823157e-01,9.854235e-01
8.200000e+00,9.822917e-01,9.854142e-01
8.233333e+00,9.822676e-01,9.854031e-01
8.266667e+00,9.822480e-01,9.853949e-01
8.300000e+00,9.822330e-01,9.853896e-01
8.333333e+00,9.822178e-01,9.853825e-01
8.366667e+00,9.822072e-01,9.853784e-01
8.400000e+00,9.822010e-01,9.853773e-01
8.433333e+00,9.821944e-01,9.853742e-01
8.466667e+00,9.821921e-01,9.853740e-01
8.500000e+00,9.821940e-01,9.853768e-01
8.533333e+00,9.821949e-01,9.853773e-01
8.566667e+00,9.821996e-01,9.853807e-01
8.600000e+00,9.822080e-01,9.853869e-01
8.633333e+00,9.822147e-01,9.853904e-01
8.666667e+00,9.822246e-01,9.853966e-01
8.700000e+00,9.822375e-01,9.854054e-01
8.733333e+00,9.822477e-01,9.854112e-01
8.766667e+00,9.822604e-01,9.854193e-01
8.800000e+00,9.822752e-01,9.854298e-01
8.833333e+00,9.822863e-01,9.854368e-01
8.866667e+00,9.822989e-01,9.854459e-01
8.900000e+00,9.823127e-01,9.854569e-01
8.933333e+00,9.823216e-01,9.854639e-01
8.966667e+00,9.823312e-01,9.854726e-01
9.000000e+00,9.823411e-01,9.854829e-01
9.033333e+00,9.823449e-01,9.854886e-01
9.066667e+00,9.823486e-01,9.854956e-01
9.100000e+00,9.823520e-01,9.855038e-01
9.133333e+00,9.823484e-01,9.855069e-01
9.166667e+00,9.823441e-01,9.855109e-01
9.200000e+00,9.823390e-01,9.855160e-01
9.233333e+00,9.823264e-01,9.855154e-01
9.266667e+00,9.823129e-01,9.855156e-01
9.300000e+00,9.822986e-01,9.855167e-01
9.333333e+00,9.822766e-01,9.855118e-01
9.366667e+00,9.822540e-01,9.855078e-01
9.400000e+00,9.822309e-01,9.855046e-01
9.433333e+00,9.822005e-01,9.854955e-01
9.466667e+00,9.821700e-01,9.854873e-01
9.500000e+00,9.821398e-01,9.854803e-01
9.533333e+00,9.821029e-01,9.854674e-01
9.566667e+00,9.820669e-01,9.854559e-01
9.600000e+00,9.820321e-01,9.854460e-01
9.633333e+00,9.819915e-01,9.854305e-01
9.666667e+00,9.819528e-01,9.854169e-01
9.700000e+00,9.819165e-01,9.854054e-01
9.733333e+00,9.818752e-01,9.853886e-01
9.766667e+00,9.818370e-01,9.853743e-01
9.800000e+00,9.818022e-01,9.853627e-01
9.833333e+00,9.817632e-01,9.853462e-01
9.866667e+00,9.817282e-01,9.853327e-01
9.900000e+00,9.816976e-01,9.853223e-01
9.933333e+00,9.816634e-01,9.853073e-01
9.966667e+00,9.816339e-01,9.852958e-01
1.000000e+01,9.816094e-01,9.852879e-01
