t,c1,c2
0.000000e+00,9.862150e-01,9.866353e-01
3.333333e-02,9.862060e-01,9.866171e-01
6.666667e-02,9.861797e-01,9.865610e-01
1.000000e-01,9.861375e-01,9.864669e-01
1.333333e-01,9.860814e-01,9.863360e-01
1.666667e-01,9.860154e-01,9.861752e-01
2.000000e-01,9.859435e-01,9.859907e-01
2.333333e-01,9.858703e-01,9.857906e-01
2.666667e-01,9.858006e-01,9.855848e-01
3.000000e-01,9.857393e-01,9.853828e-01
3.333333e-01,9.856911e-01,9.851948e-01
3.666667e-01,9.856596e-01,9.850293e-01
4.000000e-01,9.856480e-01,9.848939e-01
4.333333e-01,9.856589e-01,9.847959e-01
4.666667e-01,9.856929e-01,9.847381e-01
5.000000e-01,9.857500e-01,9.847226e-01
5.333333e-01,9.858295e-01,9.847501e-01
5.666667e-01,9.859288e-01,9.848171e-01
6.000000e-01,9.860446e-01,9.849192e-01
6.333333e-01,9.861737e-01,9.850513e-01
6.666667e-01,9.863111e-01,9.852055e-01
7.000000e-01,9.864522e-01,9.853741e-01
7.333333e-01,9.865923e-01,9.855490e-01
7.666667e-01,9.867266e-01,9.857219e-01
8.000000e-01,9.868508e-01,9.858853e-01
8.333333e-01,9.869607e-01,9.860318e-01
8.666667e-01,9.870532e-01,9.861562e-01
9.000000e-01,9.871260e-01,9.862538e-01
9.333333e-01,9.871767e-01,9.863205e-01
9.666667e-01,9.872051e-01,9.863556e-01
1.000000e+00,9.872114e-01,9.863587e-01
1.033333e+00,9.871957e-01,9.863302e-01
1.066667e+00,9.871603e-01,9.862736e-01
1.100000e+00,9.871077e-01,9.861927e-01
1.133333e+00,9.870403e-01,9.860917e-01
1.166667e+00,9.869617e-01,9.859769e-01
1.200000e+00,9.868756e-01,9.858541e-01
1.233333e+00,9.867852e-01,9.857296e-01
1.266667e+00,9.866943e-01,9.856095e-01
1.300000e+00,9.866060e-01,9.854990e-01
1.333333e+00,9.865232e-01,9.854035e-01
1.366667e+00,9.864480e-01,9.853261e-01
1.400000e+00,9.863822e-01,9.852694e-01
1.433333e+00,9.863270e-01,9.852353e-01
1.466667e+00,9.862827e-01,9.852231e-01
1.500000e+00,9.862491e-01,9.852318e-01
1.533333e+00,9.862259e-01,9.852595e-01
1.566667e+00,9.862116e-01,9.853027e-01
1.600000e+00,9.862050e-01,9.853577e-01
1.633333e+00,9.862045e-01,9.854205e-01
1.666667e+00,9.862083e-01,9.854866e-01
1.700000e+00,9.862146e-01,9.855519e-01
1.733333e+00,9.862218e-01,9.856121e-01
1.766667e+00,9.862285e-01,9.856641e-01
1.800000e+00,9.862337e-01,9.857049e-01
1.833333e+00,9.862364e-01,9.857320e-01
1.866667e+00,9.862364e-01,9.857447e-01
1.900000e+00,9.862336e-01,9.857424e-01
1.933333e+00,9.862285e-01,9.857251e-01
1.966667e+00,9.862217e-01,9.856945e-01
2.000000e+00,9.862143e-01,9.856526e-01
2.033333e+00,9.862075e-01,9.856016e-01
2.066667e+00,9.862029e-01,9.855450e-01
2.100000e+00,9.862019e-01,9.854860e-01
2.133333e+00,9.862060e-01,9.854281e-01
2.166667e+00,9.862166e-01,9.853748e-01
2.200000e+00,9.862347e-01,9.853292e-01
2.233333e+00,9.862613e-01,9.852942e-01
2.266667e+00,9.862970e-01,9.852719e-01
2.300000e+00,9.863417e-01,9.852638e-01
2.333333e+00,9.863955e-01,9.852710e-01
2.366667e+00,9.864575e-01,9.852930e-01
2.400000e+00,9.865268e-01,9.853294e-01
2.433333e+00,9.866020e-01,9.853788e-01
2.466667e+00,9.866814e-01,9.854390e-01
2.500000e+00,9.867632e-01,9.855076e-01
2.533333e+00,9.868453e-01,9.855818e-01
2.566667e+00,9.869259e-01,9.856584e-01
2.600000e+00,9.870028e-01,9.857345e-01
2.633333e+00,9.870740e-01,9.858069e-01
2.666667e+00,9.871379e-01,9.858731e-01
2.700000e+00,9.871932e-01,9.859307e-01
2.733333e+00,9.872382e-01,9.859774e-01
2.766667e+00,9.872725e-01,9.860121e-01
2.800000e+00,9.872956e-01,9.860341e-01
2.833333e+00,9.873069e-01,9.860426e-01
2.866667e+00,9.873072e-01,9.860383e-01
2.900000e+00,9.872969e-01,9.860221e-01
2.933333e+00,9.872767e-01,9.859949e-01
2.966667e+00,9.872478e-01,9.859587e-01
3.000000e+00,9.872118e-01,9.859155e-01
3.033333e+00,9.871697e-01,9.858674e-01
3.066667e+00,9.871233e-01,9.858168e-01
3.100000e+00,9.870741e-01,9.857660e-01
3.133333e+00,9.870236e-01,9.857169e-01
3.166667e+00,9.869732e-01,9.856716e-01
3.200000e+00,9.869240e-01,9.856315e-01
3.233333e+00,9.868773e-01,9.855979e-01
3.266667e+00,9.868337e-01,9.855714e-01
3.300000e+00,9.867939e-01,9.855524e-01
3.333333e+00,9.867584e-01,9.855408e-01
3.366667e+00,9.867273e-01,9.855361e-01
3.400000e+00,9.867007e-01,9.855374e-01
