t,c1,c2
0.000000e+00,9.862150e-01,9.866353e-01
1.666667e-02,9.862083e-01,9.866353e-01
3.333333e-02,9.861889e-01,9.866352e-01
5.000000e-02,9.861561e-01,9.866347e-01
6.666667e-02,9.861077e-01,9.866334e-01
8.333333e-02,9.860452e-01,9.866310e-01
1.000000e-01,9.859684e-01,9.866271e-01
1.166667e-01,9.858749e-01,9.866211e-01
1.333333e-01,9.857673e-01,9.866129e-01
1.500000e-01,9.856456e-01,9.866022e-01
1.666667e-01,9.855074e-01,9.865879e-01
1.833333e-01,9.853551e-01,9.865701e-01
2.000000e-01,9.851888e-01,9.865483e-01
2.166667e-01,9.850071e-01,9.865216e-01
2.333333e-01,9.848121e-01,9.864901e-01
2.500000e-01,9.846042e-01,9.864535e-01
2.666667e-01,9.843823e-01,9.864105e-01
2.833333e-01,9.841484e-01,9.863617e-01
3.000000e-01,9.839031e-01,9.863067e-01
3.166667e-01,9.836456e-01,9.862443e-01
3.333333e-01,9.833781e-01,9.861753e-01
3.500000e-01,9.831010e-01,9.860995e-01
3.666667e-01,9.828141e-01,9.860157e-01
3.833333e-01,9.825193e-01,9.859249e-01
4.000000e-01,9.822172e-01,9.858271e-01
4.166667e-01,9.819080e-01,9.857214e-01
4.333333e-01,9.815932e-01,9.856088e-01
4.500000e-01,9.812738e-01,9.854895e-01
4.666667e-01,9.809500e-01,9.853628e-01
4.833333e-01,9.806234e-01,9.852299e-01
5.000000e-01,9.802947e-01,9.850912e-01
5.166667e-01,9.799646e-01,9.849463e-01
5.333333e-01,9.796344e-01,9.847965e-01
5.500000e-01,9.793048e-01,9.846420e-01
5.666667e-01,9.789769e-01,9.844832e-01
5.833333e-01,9.786514e-01,9.843210e-01
6.000000e-01,9.783292e-01,9.841561e-01
6.166667e-01,9.780116e-01,9.839889e-01
6.333333e-01,9.776991e-01,9.838204e-01
6.500000e-01,9.773924e-01,9.836512e-01
6.666667e-01,9.770930e-01,9.834822e-01
6.833333e-01,9.768011e-01,9.833142e-01
7.000000e-01,9.765173e-01,9.831478e-01
7.166667e-01,9.762434e-01,9.829840e-01
7.333333e-01,9.759792e-01,9.828236e-01
7.500000e-01,9.757251e-01,9.826670e-01
7.666667e-01,9.754831e-01,9.825156e-01
7.833333e-01,9.752526e-01,9.823696e-01
8.000000e-01,9.750341e-01,9.822296e-01
8.166667e-01,9.748294e-01,9.820969e-01
8.333333e-01,9.746376e-01,9.819716e-01
8.500000e-01,9.744592e-01,9.818539e-01
8.666667e-01,9.742959e-01,9.817454e-01
8.833333e-01,9.741467e-01,9.816456e-01
9.000000e-01,9.740117e-01,9.815549e-01
9.166667e-01,9.738927e-01,9.814744e-01
9.333333e-01,9.737883e-01,9.814035e-01
9.500000e-01,9.736987e-01,9.813424e-01
9.666667e-01,9.736253e-01,9.812921e-01
9.833333e-01,9.735667e-01,9.812517e-01
1.000000e+00,9.735229e-01,9.812213e-01
1.016667e+00,9.734952e-01,9.812016e-01
1.033333e+00,9.734819e-01,9.811917e-01
1.050000e+00,9.734830e-01,9.811914e-01
1.066667e+00,9.734996e-01,9.812011e-01
1.083333e+00,9.735300e-01,9.812200e-01
1.100000e+00,9.735740e-01,9.812479e-01
1.116667e+00,9.736323e-01,9.812845e-01
1.133333e+00,9.737034e-01,9.813291e-01
1.150000e+00,9.737870e-01,9.813816e-01
1.166667e+00,9.738834e-01,9.814413e-01
1.183333e+00,9.739913e-01,9.815079e-01
1.200000e+00,9.741102e-01,9.815810e-01
1.216667e+00,9.742403e-01,9.816597e-01
1.233333e+00,9.743803e-01,9.817438e-01
1.250000e+00,9.745296e-01,9.818331e-01
1.266667e+00,9.746881e-01,9.819262e-01
1.283333e+00,9.748547e-01,9.820233e-01
1.300000e+00,9.750288e-01,9.821242e-01
1.316667e+00,9.752098e-01,9.822272e-01
1.333333e+00,9.753970e-01,9.823329e-01
1.350000e+00,9.755898e-01,9.824410e-01
1.366667e+00,9.757870e-01,9.825497e-01
1.383333e+00,9.759883e-01,9.826600e-01
1.400000e+00,9.761931e-01,9.827714e-01
1.416667e+00,9.763999e-01,9.828822e-01
1.433333e+00,9.766086e-01,9.829934e-01
1.450000e+00,9.768187e-01,9.831049e-01
1.466667e+00,9.770282e-01,9.832146e-01
1.483333e+00,9.772375e-01,9.833239e-01
1.500000e+00,9.774460e-01,9.834327e-01
1.516667e+00,9.776513e-01,9.835388e-01
1.533333e+00,9.778543e-01,9.836439e-01
1.550000e+00,9.780544e-01,9.837480e-01
1.566667e+00,9.782490e-01,9.838486e-01
1.583333e+00,9.784391e-01,9.839478e-01
1.600000e+00,9.786243e-01,9.840455e-01
1.616667e+00,9.788016e-01,9.841393e-01
1.633333e+00,9.789727e-01,9.842313e-01
1.650000e+00,9.791370e-01,9.843215e-01
1.666667e+00,9.792912e-01,9.844073e-01
1.683333e+00,9.794375e-01,9.844911e-01
1.700000e+00,9.795754e-01,9.845729e-01
1.716667e+00,9.797014e-01,9.846499e-01
1.733333e+00,9.798180e-01,9.847247e-01
1.750000e+00,9.799248e-01,9.847971e-01
1.766667e+00,9.800181e-01,9.848645e-01
1.783333e+00,9.801008e-01,9.849293e-01
