t,c1,c2,c3,c4
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.333333e-02,1.000943e-09,-6.250083e-10,2.539149e-05,-2.534607e-05
6.666667e-02,7.876792e-09,-4.615534e-09,4.933301e-05,-4.897836e-05
1.000000e-01,2.635112e-08,-1.376193e-08,7.048194e-05,-6.931072e-05
1.333333e-01,6.261681e-08,-2.699624e-08,8.752641e-05,-8.479551e-05
1.666667e-01,1.215349e-07,-3.900156e-08,9.964900e-05,-9.447326e-05
2.000000e-01,2.079511e-07,-4.036199e-08,1.062380e-04,-9.763389e-05
2.333333e-01,3.273122e-07,-1.624576e-08,1.068359e-04,-9.376059e-05
2.666667e-01,4.825908e-07,5.049134e-08,1.017007e-04,-8.319205e-05
3.000000e-01,6.771770e-07,1.799402e-07,9.125723e-05,-6.647798e-05
3.333333e-01,9.156092e-07,3.966982e-07,7.612880e-05,-4.442433e-05
3.666667e-01,1.199979e-06,7.200933e-07,5.749060e-05,-1.849068e-05
4.000000e-01,1.534177e-06,1.169804e-06,3.655636e-05,9.805299e-06
4.333333e-01,1.925040e-06,1.767260e-06,1.467678e-05,3.876488e-05
4.666667e-01,2.377754e-06,2.520767e-06,-6.695727e-06,6.659919e-05
5.000000e-01,2.900969e-06,3.437307e-06,-2.621563e-05,9.164497e-05
5.333333e-01,3.508206e-06,4.522733e-06,-4.253405e-05,1.122303e-04
5.666667e-01,4.209983e-06,5.766124e-06,-5.469667e-05,1.272119e-04
6.000000e-01,5.020258e-06,7.154852e-06,-6.194684e-05,1.356861e-04
6.333333e-01,5.957507e-06,8.672859e-06,-6.366459e-05,1.369159e-04
6.666667e-01,7.031900e-06,1.029013e-05,-5.990613e-05,1.310302e-04
7.000000e-01,8.254788e-06,1.197596e-05,-5.091535e-05,1.183791e-04
7.333333e-01,9.638861e-06,1.369596e-05,-3.714399e-05,9.956269e-05
7.666667e-01,1.118226e-05,1.541177e-05,-1.963060e-05,7.591859e-05
8.000000e-01,1.288181e-05,1.708731e-05,5.102717e-07,4.886563e-05
8.333333e-01,1.473178e-05,1.868608e-05,2.199977e-05,2.001974e-05
8.666667e-01,1.671033e-05,2.018129e-05,4.339135e-05,-8.790191e-06
9.000000e-01,1.879360e-05,2.155199e-05,6.331879e-05,-3.583862e-05
9.333333e-01,2.095277e-05,2.278164e-05,8.038879e-05,-5.936248e-05
9.666667e-01,2.314893e-05,2.387229e-05,9.355595e-05,-7.802337e-05
1.000000e+00,2.534221e-05,2.483203e-05,1.019663e-04,-9.071561e-05
1.033333e+00,2.748747e-05,2.567545e-05,1.048892e-04,-9.647580e-05
1.066667e+00,2.954144e-05,2.643214e-05,1.022625e-04,-9.517303e-05
1.100000e+00,3.146163e-05,2.713328e-05,9.421686e-05,-8.691307e-05
1.133333e+00,3.320208e-05,2.781329e-05,8.108639e-05,-7.204601e-05
1.166667e+00,3.473254e-05,2.850783e-05,6.382383e-05,-5.171264e-05
1.200000e+00,3.602528e-05,2.924807e-05,4.347210e-05,-2.716539e-05
1.233333e+00,3.705284e-05,3.006236e-05,2.124953e-05,1.312493e-07
1.266667e+00,3.781375e-05,3.096656e-05,-1.391726e-06,2.838992e-05
1.300000e+00,3.830996e-05,3.196870e-05,-2.305534e-05,5.589847e-05
1.333333e+00,3.854761e-05,3.306909e-05,-4.228586e-05,8.088211e-05
1.366667e+00,3.855950e-05,3.425119e-05,-5.790756e-05,1.018811e-04
1.400000e+00,3.838025e-05,3.549134e-05,-6.891441e-05,1.176581e-04
1.433333e+00,3.804959e-05,3.675651e-05,-7.438885e-05,1.270978e-04
1.466667e+00,3.762231e-05,3.800446e-05,-7.406711e-05,1.298603e-04
1.500000e+00,3.715049e-05,3.918959e-05,-6.788039e-05,1.258549e-04
1.533333e+00,3.668790e-05,4.025918e-05,-5.595156e-05,1.152325e-04
1.566667e+00,3.628437e-05,4.116805e-05,-3.908866e-05,9.895101e-05
1.600000e+00,3.598240e-05,4.187303e-05,-1.821336e-05,7.811064e-05
1.633333e+00,3.582063e-05,4.233023e-05,5.563352e-06,5.404202e-05
1.666667e+00,3.581828e-05,4.252142e-05,3.078461e-05,2.847096e-05
1.700000e+00,3.598590e-05,4.243525e-05,5.602960e-05,3.083106e-06
1.733333e+00,3.632655e-05,4.206773e-05,7.979911e-05,-2.034073e-05
1.766667e+00,3.682052e-05,4.144852e-05,1.007768e-04,-4.025394e-05
1.800000e+00,3.744256e-05,4.061490e-05,1.178157e-04,-5.530935e-05
1.833333e+00,3.816008e-05,3.961593e-05,1.298442e-04,-6.425156e-05
1.866667e+00,3.892790e-05,3.852344e-05,1.363974e-04,-6.656356e-05
1.900000e+00,3.970093e-05,3.741178e-05,1.372174e-04,-6.197844e-05
1.933333e+00,4.043082e-05,3.636417e-05,1.322287e-04,-5.045920e-05
1.966667e+00,4.107451e-05,3.546006e-05,1.220511e-04,-3.281011e-05
2.000000e+00,4.159475e-05,3.477372e-05,1.074337e-04,-1.000008e-05
2.033333e+00,4.195794e-05,3.438028e-05,8.931417e-05,1.675805e-05
2.066667e+00,4.215172e-05,3.432362e-05,6.904136e-05,4.576772e-05
2.100000e+00,4.217326e-05,3.463806e-05,4.795043e-05,7.534291e-05
2.133333e+00,4.203011e-05,3.535108e-05,2.747156e-05,1.036714e-04
2.166667e+00,4.175517e-05,3.644612e-05,8.951214e-06,1.290826e-04
2.200000e+00,4.139010e-05,3.789864e-05,-6.411461e-06,1.500852e-04
2.233333e+00,4.098942e-05,3.967382e-05,-1.746721e-05,1.652466e-04
2.266667e+00,4.061960e-05,4.170112e-05,-2.359496e-05,1.738297e-04
2.300000e+00,4.035003e-05,4.390816e-05,-2.438000e-05,1.753461e-04
2.333333e+00,4.025859e-05,4.621431e-05,-1.958158e-05,1.695175e-04
2.366667e+00,4.040912e-05,4.852876e-05,-9.644296e-06,1.569420e-04
2.400000e+00,4.086071e-05,5.076676e-05,4.829123e-06,1.383994e-04
2.433333e+00,4.167180e-05,5.284265e-05,2.302875e-05,1.149145e-04
2.466667e+00,4.286300e-05,5.469174e-05,4.368279e-05,8.809972e-05
2.500000e+00,4.444583e-05,5.626195e-05,6.549722e-05,5.958193e-05
2.533333e+00,4.642278e-05,5.751016e-05,8.705349e-05,3.113472e-05
2.566667e+00,4.875183e-05,5.843464e-05,1.069581e-04,4.517295e-06
2.600000e+00,5.138368e-05,5.904743e-05,1.239454e-04,-1.867273e-05
2.633333e+00,5.425680e-05,5.937558e-05,1.367773e-04,-3.686892e-05
2.666667e+00,5.728072e-05,5.948385e-05,1.447180e-04,-4.910970e-05
2.700000e+00,6.036421e-05,5.944381e-05,1.472352e-04,-5.468475e-05
2.733333e+00,6.340679e-05,5.933909e-05,1.439579e-04,-5.307642e-05
2.766667e+00,6.631025e-05,5.926314e-05,1.352155e-04,-4.463284e-05
2.800000e+00,6.898297e-05,5.930440e-05,1.215019e-04,-2.990769e-05
2.833333e+00,7.133193e-05,5.955252e-05,1.035149e-04,-9.703719e-06
2.866667e+00,7.329865e-05,6.007142e-05,8.246999e-05,1.451953e-05
2.900000e+00,7.483600e-05,6.091101e-05,5.962014e-05,4.125450e-05
2.933333e+00,7.590442e-05,6.211034e-05,3.635969e-05,6.882496e-05
2.966667e+00,7.651649e-05,6.366189e-05,1.414011e-05,9.546148e-05
3.000000e+00,7.669519e-05,6.554322e-05,-5.691297e-06,1.195308e-04
3.033333e+00,7.647611e-05,6.771441e-05,-2.178029e-05,1.394045e-04
3.066667e+00,7.593930e-05,7.009550e-05,-3.321047e-05,1.539705e-04
3.100000e+00,7.516769e-05,7.259839e-05,-3.925625e-05,1.623635e-04
3.133333e+00,7.425387e-05,7.511920e-05,-3.932477e-05,1.638953e-04
3.166667e+00,7.330430e-05,7.754512e-05,-3.353179e-05,1.587161e-04
3.200000e+00,7.241741e-05,7.976584e-05,-2.217041e-05,1.472002e-04
3.233333e+00,7.169144e-05,8.166460e-05,-5.736395e-06,1.299759e-04
3.266667e+00,7.120139e-05,8.315671e-05,1.467057e-05,1.083695e-04
3.300000e+00,7.100655e-05,8.416949e-05,3.788658e-05,8.378846e-05
3.333333e+00,7.115512e-05,8.463738e-05,6.258945e-05,5.783451e-05
3.366667e+00,7.164991e-05,8.455628e-05,8.728552e-05,3.228254e-05
3.400000e+00,7.247826e-05,8.393753e-05,1.105715e-04,8.803644e-06
3.433333e+00,7.361119e-05,8.281011e-05,1.310216e-04,-1.090066e-05
3.466667e+00,7.497933e-05,8.126372e-05,1.475612e-04,-2.557900e-05
3.500000e+00,7.650595e-05,7.939731e-05,1.593125e-04,-3.421105e-05
3.533333e+00,7.810103e-05,7.732789e-05,1.655211e-04,-3.592624e-05
3.566667e+00,7.966334e-05,7.519859e-05,1.661061e-04,-3.068673e-05
3.600000e+00,8.109576e-05,7.314856e-05,1.611783e-04,-1.868679e-05
3.633333e+00,8.229800e-05,7.132451e-05,1.510467e-04,-3.697117e-07
3.666667e+00,8.319612e-05,6.984820e-05,1.366438e-04,2.305712e-05
3.700000e+00,8.372980e-05,6.882556e-05,1.189864e-04,5.028025e-05
3.733333e+00,8.384845e-05,6.835545e-05,9.925636e-05,7.977304e-05
3.766667e+00,8.355322e-05,6.847280e-05,7.887778e-05,1.097303e-04
3.800000e+00,8.286172e-05,6.919397e-05,5.921077e-05,1.384248e-04
3.833333e+00,8.181067e-05,7.051818e-05,4.166190e-05,1.640675e-04
3.866667e+00,8.048548e-05,7.237492e-05,2.737547e-05,1.852303e-04
3.900000e+00,7.898198e-05,7.468267e-05,1.731837e-05,2.007047e-04
3.933333e+00,7.741500e-05,7.734218e-05,1.235760e-05,2.094032e-04
3.966667e+00,7.591449e-05,8.021413e-05,1.273659e-05,2.110470e-04
4.000000e+00,7.460849e-05,8.316184e-05,1.849844e-05,2.055973e-04
4.033333e+00,7.363348e-05,8.603992e-05,2.948761e-05,1.932518e-04
4.066667e+00,7.309337e-05,8.871316e-05,4.490447e-05,1.750297e-04
4.100000e+00,7.307874e-05,9.106229e-05,6.383267e-05,1.520791e-04
4.133333e+00,7.367362e-05,9.297466e-05,8.516531e-05,1.257699e-04
4.166667e+00,7.489439e-05,9.439295e-05,1.074924e-04,9.786688e-05
4.200000e+00,7.674088e-05,9.528243e-05,1.294375e-04,7.008175e-05
4.233333e+00,7.919565e-05,9.562888e-05,1.495485e-04,4.421217e-05
4.266667e+00,8.217167e-05,9.548803e-05,1.665879e-04,2.181666e-05
4.300000e+00,8.557234e-05,9.493335e-05,1.794831e-04,4.246398e-06
4.333333e+00,8.928276e-05,9.406218e-05,1.872413e-04,-7.244621e-06
4.366667e+00,9.315192e-05,9.301484e-05,1.894866e-04,-1.214099e-05
4.400000e+00,9.703218e-05,9.193405e-05,1.860436e-04,-1.017812e-05
4.433333e+00,1.007664e-04,9.097575e-05,1.769232e-04,-1.319740e-06
4.466667e+00,1.042139e-04,9.028398e-05,1.628175e-04,1.363652e-05
4.500000e+00,1.072492e-04,8.998792e-05,1.445429e-04,3.373389e-05
4.533333e+00,1.097517e-04,9.021137e-05,1.231063e-04,5.778049e-05
4.566667e+00,1.116627e-04,9.101548e-05,9.989480e-05,8.410990e-05
4.600000e+00,1.129435e-04,9.243804e-05,7.627949e-05,1.110744e-04
4.633333e+00,1.135727e-04,9.449563e-05,5.372889e-05,1.369134e-04
4.666667e+00,1.136049e-04,9.712575e-05,3.358968e-05,1.600076e-04
4.700000e+00,1.131094e-04,1.002472e-04,1.706373e-05,1.789243e-04
4.733333e+00,1.121756e-04,1.037526e-04,5.307104e-06,1.923023e-04
4.766667e+00,1.109433e-04,1.074833e-04,-1.087652e-06,1.994571e-04
4.800000e+00,1.095522e-04,1.112765e-04,-1.726582e-06,1.999570e-04
4.833333e+00,1.081528e-04,1.149512e-04,3.616867e-06,1.935881e-04
4.866667e+00,1.068934e-04,1.183338e-04,1.445776e-05,1.809752e-04
4.900000e+00,1.059060e-04,1.212631e-04,3.016455e-05,1.629249e-04
4.933333e+00,1.053165e-04,1.235772e-04,4.990741e-05,1.404914e-04
4.966667e+00,1.051987e-04,1.251821e-04,7.237821e-05,1.152668e-04
5.000000e+00,1.056016e-04,1.260064e-04,9.625896e-05,8.885805e-05
5.033333e+00,1.065541e-04,1.259971e-04,1.201163e-04,6.301570e-05
5.066667e+00,1.080135e-04,1.251976e-04,1.425311e-04,3.943105e-05
5.100000e+00,1.099175e-04,1.236725e-04,1.622214e-04,1.963620e-05
5.133333e+00,1.121795e-04,1.215134e-04,1.779396e-04,5.127303e-06
5.166667e+00,1.146642e-04,1.188875e-04,1.889291e-04,-3.229934e-06
5.200000e+00,1.172316e-04,1.159676e-04,1.946420e-04,-4.814912e-06
5.233333e+00,1.197254e-04,1.129469e-04,1.946919e-04,7.970013e-07
5.266667e+00,1.219938e-04,1.100308e-04,1.893816e-04,1.316644e-05
5.300000e+00,1.238963e-04,1.074107e-04,1.791774e-04,3.165730e-05
5.333333e+00,1.252940e-04,1.052787e-04,1.647443e-04,5.538420e-05
5.366667e+00,1.261057e-04,1.037690e-04,1.472559e-04,8.283122e-05
5.400000e+00,1.262727e-04,1.029886e-04,1.279195e-04,1.124424e-04
5.433333e+00,1.257550e-04,1.030261e-04,1.080736e-04,1.424950e-04
5.466667e+00,1.245961e-04,1.038727e-04,8.911447e-05,1.712113e-04
5.500000e+00,1.228602e-04,1.054949e-04,7.232955e-05,1.969529e-04
5.533333e+00,1.206395e-04,1.078314e-04,5.900117e-05,2.180871e-04
