t,c1,c2,c3,c4
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.333333e-02,5.787980e-04,1.770740e-04,2.845154e-05,3.995303e-05
6.666667e-02,2.567469e-03,7.986413e-04,1.323793e-04,1.841111e-04
1.000000e-01,5.273875e-03,1.605740e-03,2.621743e-04,3.656063e-04
1.333333e-01,7.933397e-03,2.264886e-03,3.424163e-04,4.869803e-04
1.666667e-01,1.001271e-02,2.553392e-03,3.236761e-04,4.845124e-04
2.000000e-01,1.128326e-02,2.405751e-03,2.002462e-04,3.488316e-04
2.333333e-01,1.176355e-02,1.904072e-03,1.181508e-05,1.258490e-04
2.666667e-01,1.168376e-02,1.240211e-03,-1.740420e-04,-1.035634e-04
3.000000e-01,1.130428e-02,6.067769e-04,-2.965139e-04,-2.654379e-04
3.333333e-01,1.086017e-02,1.604413e-04,-3.167629e-04,-3.103130e-04
3.666667e-01,1.050699e-02,-3.372161e-05,-2.390340e-04,-2.382576e-04
4.000000e-01,1.030093e-02,1.248836e-05,-9.641594e-05,-8.345340e-05
4.333333e-01,1.022621e-02,2.316415e-04,6.002505e-05,9.801633e-05
4.666667e-01,1.021641e-02,5.194062e-04,1.799121e-04,2.479745e-04
5.000000e-01,1.020403e-02,7.852529e-04,2.314675e-04,3.276389e-04
5.333333e-01,1.013831e-02,9.628207e-04,2.050106e-04,3.217933e-04
5.666667e-01,1.000390e-02,1.028998e-03,1.193854e-04,2.468238e-04
6.000000e-01,9.814103e-03,9.917646e-04,5.571940e-06,1.335701e-04
6.333333e-01,9.601341e-03,8.785675e-04,-1.011117e-04,1.879037e-05
6.666667e-01,9.404706e-03,7.282196e-04,-1.733106e-04,-6.729484e-05
7.000000e-01,9.254879e-03,5.712599e-04,-1.979906e-04,-1.090540e-04
7.333333e-01,9.171353e-03,4.275024e-04,-1.757704e-04,-1.050017e-04
7.666667e-01,9.154555e-03,3.031411e-04,-1.219052e-04,-6.900130e-05
8.000000e-01,9.195345e-03,1.954698e-04,-5.530933e-05,-1.935165e-05
8.333333e-01,9.279472e-03,9.809520e-05,5.536939e-06,2.563297e-05
8.666667e-01,9.389388e-03,5.032916e-06,4.848721e-05,5.368223e-05
9.000000e-01,9.512067e-03,-8.538482e-05,6.937938e-05,6.054086e-05
9.333333e-01,9.638416e-03,-1.702596e-04,7.061589e-05,4.865915e-05
9.666667e-01,9.762620e-03,-2.440886e-04,6.029195e-05,2.625777e-05
1.000000e+00,9.880835e-03,-3.009279e-04,4.678464e-05,1.936555e-06
1.033333e+00,9.988816e-03,-3.359412e-04,3.692764e-05,-1.719901e-05
1.066667e+00,1.008196e-02,-3.488533e-04,3.380148e-05,-2.795009e-05
1.100000e+00,1.015467e-02,-3.420498e-04,3.691425e-05,-3.073396e-05
1.133333e+00,1.020049e-02,-3.199131e-04,4.321523e-05,-2.854499e-05
1.166667e+00,1.021608e-02,-2.885854e-04,4.846585e-05,-2.570797e-05
1.200000e+00,1.019999e-02,-2.529914e-04,4.921683e-05,-2.570643e-05
1.233333e+00,1.015320e-02,-2.165448e-04,4.340827e-05,-3.056717e-05
1.266667e+00,1.008167e-02,-1.808226e-04,3.136208e-05,-4.002134e-05
1.300000e+00,9.992613e-03,-1.458795e-04,1.478815e-05,-5.237347e-05
1.333333e+00,9.894356e-03,-1.110649e-04,-3.777108e-06,-6.510157e-05
1.366667e+00,9.795659e-03,-7.583106e-05,-2.170137e-05,-7.576027e-05
1.400000e+00,9.703742e-03,-4.031660e-05,-3.714044e-05,-8.272993e-05
1.433333e+00,9.624789e-03,-5.543790e-06,-4.907466e-05,-8.527752e-05
1.466667e+00,9.562502e-03,2.689087e-05,-5.759838e-05,-8.389190e-05
1.500000e+00,9.519427e-03,5.531715e-05,-6.326352e-05,-7.949371e-05
1.533333e+00,9.497743e-03,7.836566e-05,-6.672282e-05,-7.308638e-05
1.566667e+00,9.497646e-03,9.595951e-05,-6.856092e-05,-6.552271e-05
1.600000e+00,9.519413e-03,1.090142e-04,-6.892028e-05,-5.712251e-05
1.633333e+00,9.563406e-03,1.194541e-04,-6.754551e-05,-4.774099e-05
1.666667e+00,9.627893e-03,1.300348e-04,-6.410635e-05,-3.703501e-05
1.700000e+00,9.710798e-03,1.434930e-04,-5.829160e-05,-2.465103e-05
1.733333e+00,9.809170e-03,1.623682e-04,-4.998119e-05,-1.042228e-05
1.766667e+00,9.917823e-03,1.880030e-04,-3.958602e-05,5.321173e-06
1.800000e+00,1.003104e-02,2.207670e-04,-2.779349e-05,2.193045e-05
1.833333e+00,1.014213e-02,2.600927e-04,-1.554064e-05,3.846335e-05
1.866667e+00,1.024436e-02,3.040660e-04,-3.851231e-06,5.389695e-05
1.900000e+00,1.033153e-02,3.503867e-04,6.416469e-06,6.734403e-05
1.933333e+00,1.039770e-02,3.964082e-04,1.458857e-05,7.808164e-05
1.966667e+00,1.043973e-02,4.395610e-04,2.044694e-05,8.588919e-05
2.000000e+00,1.045570e-02,4.776333e-04,2.402327e-05,9.079501e-05
2.033333e+00,1.044470e-02,5.085807e-04,2.551843e-05,9.299513e-05
2.066667e+00,1.040919e-02,5.312400e-04,2.537408e-05,9.297370e-05
2.100000e+00,1.035216e-02,5.446669e-04,2.397115e-05,9.113478e-05
2.133333e+00,1.027725e-02,5.478958e-04,2.160736e-05,8.777050e-05
2.166667e+00,1.018973e-02,5.407729e-04,1.854047e-05,8.314310e-05
2.200000e+00,1.009450e-02,5.230087e-04,1.491186e-05,7.735413e-05
2.233333e+00,9.996352e-03,4.941334e-04,1.081121e-05,7.040393e-05
2.266667e+00,9.899936e-03,4.545392e-04,6.366309e-06,6.235070e-05
2.300000e+00,9.809181e-03,4.045796e-04,1.740052e-06,5.326229e-05
2.333333e+00,9.727797e-03,3.447265e-04,-2.824295e-06,4.326459e-05
2.366667e+00,9.658286e-03,2.765157e-04,-7.021596e-06,3.262864e-05
2.400000e+00,9.602689e-03,2.016580e-04,-1.052325e-05,2.166222e-05
2.433333e+00,9.562868e-03,1.222589e-04,-1.298222e-05,1.071330e-05
2.466667e+00,9.539033e-03,4.107257e-05,-1.418941e-05,1.104721e-07
2.500000e+00,9.531115e-03,-3.913689e-05,-1.403029e-05,-9.888326e-06
2.533333e+00,9.538744e-03,-1.153927e-04,-1.249546e-05,-1.909045e-05
2.566667e+00,9.559899e-03,-1.851390e-04,-9.807376e-06,-2.745664e-05
2.600000e+00,9.592399e-03,-2.461395e-04,-6.267940e-06,-3.501802e-05
2.633333e+00,9.633712e-03,-2.962940e-04,-2.260130e-06,-4.184925e-05
2.666667e+00,9.680403e-03,-3.347369e-04,1.770373e-06,-4.809153e-05
2.700000e+00,9.729222e-03,-3.609058e-04,5.420007e-06,-5.384306e-05
2.733333e+00,9.776882e-03,-3.744072e-04,8.313726e-06,-5.913716e-05
2.766667e+00,9.820494e-03,-3.760601e-04,1.021305e-05,-6.395908e-05
2.800000e+00,9.857742e-03,-3.666406e-04,1.096634e-05,-6.820542e-05
2.833333e+00,9.886711e-03,-3.468771e-04,1.048315e-05,-7.168323e-05
2.866667e+00,9.906774e-03,-3.182442e-04,8.832479e-06,-7.420746e-05
2.900000e+00,9.917871e-03,-2.819456e-04,6.108720e-06,-7.557274e-05
2.933333e+00,9.920438e-03,-2.390491e-04,2.421626e-06,-7.555825e-05
2.966667e+00,9.916043e-03,-1.910174e-04,-2.040074e-06,-7.408247e-05
3.000000e+00,9.906418e-03,-1.390868e-04,-7.110279e-06,-7.109892e-05
3.033333e+00,9.893533e-03,-8.444734e-05,-1.262526e-05,-6.659288e-05
3.066667e+00,9.879655e-03,-2.843447e-05,-1.838698e-05,-6.070881e-05
3.100000e+00,9.866849e-03,2.776925e-05,-2.420262e-05,-5.359455e-05
3.133333e+00,9.857140e-03,8.300192e-05,-2.985136e-05,-4.540088e-05
3.166667e+00,9.852086e-03,1.362905e-04,-3.510404e-05,-3.635211e-05
3.200000e+00,9.852938e-03,1.868347e-04,-3.972092e-05,-2.662983e-05
3.233333e+00,9.860772e-03,2.339258e-04,-4.342940e-05,-1.639093e-05
3.266667e+00,9.875803e-03,2.772873e-04,-4.602913e-05,-5.807428e-06
3.300000e+00,9.897973e-03,3.167606e-04,-4.733783e-05,4.977083e-06
3.333333e+00,9.926943e-03,3.522384e-04,-4.718558e-05,1.581594e-05
3.366667e+00,9.961494e-03,3.839598e-04,-4.556506e-05,2.654833e-05
3.400000e+00,1.000021e-02,4.120789e-04,-4.251023e-05,3.700165e-05
3.433333e+00,1.004130e-02,4.366110e-04,-3.810121e-05,4.696375e-05
3.466667e+00,1.008255e-02,4.576847e-04,-3.257408e-05,5.623546e-05
3.500000e+00,1.012172e-02,4.751906e-04,-2.617761e-05,6.460328e-05
3.533333e+00,1.015631e-02,4.887539e-04,-1.918780e-05,7.182255e-05
3.566667e+00,1.018424e-02,4.981025e-04,-1.193037e-05,7.774003e-05
3.600000e+00,1.020362e-02,5.027707e-04,-4.698760e-06,8.221002e-05
3.633333e+00,1.021264e-02,5.020866e-04,2.220574e-06,8.508254e-05
3.666667e+00,1.021065e-02,4.957157e-04,8.595901e-06,8.635197e-05
