t,c1,c2,c3,c4
2.033333e+00,3.825451e-04,3.361117e-04,1.630458e-04,2.007194e-04
2.066667e+00,3.827246e-04,3.579336e-04,1.651345e-04,1.812970e-04
2.100000e+00,3.816380e-04,3.793874e-04,1.691511e-04,1.636304e-04
2.133333e+00,3.798900e-04,3.995942e-04,1.746577e-04,1.487712e-04
2.166667e+00,3.781160e-04,4.177886e-04,1.811426e-04,1.375250e-04
2.200000e+00,3.768673e-04,4.332763e-04,1.881996e-04,1.306275e-04
2.233333e+00,3.766539e-04,4.453765e-04,1.954998e-04,1.288080e-04
2.266667e+00,3.778072e-04,4.537751e-04,2.028062e-04,1.322848e-04
2.300000e+00,3.805419e-04,4.582564e-04,2.100134e-04,1.411885e-04
2.333333e+00,3.849752e-04,4.586847e-04,2.171388e-04,1.555709e-04
2.366667e+00,3.909664e-04,4.553700e-04,2.243291e-04,1.749229e-04
2.400000e+00,3.982819e-04,4.486875e-04,2.318333e-04,1.986918e-04
2.433333e+00,4.065789e-04,4.391095e-04,2.400165e-04,2.262328e-04
2.466667e+00,4.153512e-04,4.274185e-04,2.492646e-04,2.565327e-04
2.500000e+00,4.240649e-04,4.143891e-04,2.599986e-04,2.886204e-04
2.533333e+00,4.321194e-04,4.008545e-04,2.726983e-04,3.214806e-04
2.566667e+00,4.389618e-04,3.876809e-04,2.876794e-04,3.540696e-04
2.600000e+00,4.440835e-04,3.756533e-04,3.052243e-04,3.854634e-04
2.633333e+00,4.469843e-04,3.655440e-04,3.255909e-04,4.147731e-04
2.666667e+00,4.474162e-04,3.578823e-04,3.487310e-04,4.413957e-04
2.700000e+00,4.452163e-04,3.530810e-04,3.745271e-04,4.648731e-04
2.733333e+00,4.402992e-04,3.514750e-04,4.027667e-04,4.848410e-04
2.766667e+00,4.329088e-04,3.530182e-04,4.329343e-04,5.013579e-04
2.800000e+00,4.233643e-04,3.575709e-04,4.644563e-04,5.145802e-04
2.833333e+00,4.120922e-04,3.648938e-04,4.966417e-04,5.247617e-04
2.866667e+00,3.997468e-04,3.744306e-04,5.286700e-04,5.324849e-04
2.900000e+00,3.870066e-04,3.856036e-04,5.597124e-04,5.383330e-04
2.933333e+00,3.746349e-04,3.977698e-04,5.888531e-04,5.429255e-04
2.966667e+00,3.633875e-04,4.101955e-04,6.153247e-04,5.469618e-04
3.000000e+00,3.539820e-04,4.222093e-04,6.384029e-04,5.510428e-04
3.033333e+00,3.471601e-04,4.331515e-04,6.573408e-04,5.557107e-04
3.066667e+00,3.434017e-04,4.425292e-04,6.717868e-04,5.613408e-04
3.100000e+00,3.431093e-04,4.499665e-04,6.814516e-04,5.681572e-04
3.133333e+00,3.466427e-04,4.551768e-04,6.860804e-04,5.762469e-04
3.166667e+00,3.539547e-04,4.581845e-04,6.859097e-04,5.854351e-04
3.200000e+00,3.649287e-04,4.591280e-04,6.812080e-04,5.954147e-04
3.233333e+00,3.793679e-04,4.582710e-04,6.722978e-04,6.057222e-04
3.266667e+00,3.967100e-04,4.561375e-04,6.598940e-04,6.157494e-04
3.300000e+00,4.163762e-04,4.533060e-04,6.446791e-04,6.248324e-04
3.333333e+00,4.377218e-04,4.504546e-04,6.273642e-04,6.322039e-04
3.366667e+00,4.599448e-04,4.483014e-04,6.088136e-04,6.372147e-04
3.400000e+00,4.822983e-04,4.475360e-04,5.897954e-04,6.392513e-04
3.433333e+00,5.040267e-04,4.488709e-04,5.710537e-04,6.376961e-04
3.466667e+00,5.244830e-04,4.527917e-04,5.532269e-04,6.323037e-04
3.500000e+00,5.431258e-04,4.596931e-04,5.368282e-04,6.229208e-04
3.533333e+00,5.594690e-04,4.699048e-04,5.223002e-04,6.094851e-04
3.566667e+00,5.733212e-04,4.833688e-04,5.098235e-04,5.923964e-04
3.600000e+00,5.845941e-04,4.999279e-04,4.994779e-04,5.721386e-04
3.633333e+00,5.932886e-04,5.193083e-04,4.912638e-04,5.493321e-04
3.666667e+00,5.997137e-04,5.408916e-04,4.849289e-04,5.249134e-04
3.700000e+00,6.042268e-04,5.640117e-04,4.801908e-04,4.998413e-04
3.733333e+00,6.072564e-04,5.878965e-04,4.767286e-04,4.751862e-04
3.766667e+00,6.093873e-04,6.116642e-04,4.741147e-04,4.520113e-04
3.800000e+00,6.111741e-04,6.344650e-04,4.719752e-04,4.313245e-04
3.833333e+00,6.131809e-04,6.554083e-04,4.699729e-04,4.141694e-04
3.866667e+00,6.159064e-04,6.737994e-04,4.678381e-04,4.012356e-04
3.900000e+00,6.197566e-04,6.890358e-04,4.654124e-04,3.931118e-04
3.933333e+00,6.250736e-04,7.005545e-04,4.626439e-04,3.903409e-04
3.966667e+00,6.319730e-04,7.082036e-04,4.596327e-04,3.929114e-04
4.000000e+00,6.404612e-04,7.119280e-04,4.565933e-04,4.007289e-04
4.033333e+00,6.504347e-04,7.117634e-04,4.538765e-04,4.136116e-04
4.066667e+00,6.615563e-04,7.081698e-04,4.519154e-04,4.308682e-04
4.100000e+00,6.734170e-04,7.016517e-04,4.512127e-04,4.517997e-04
4.133333e+00,6.855032e-04,6.927988e-04,4.523797e-04,4.756429e-04
4.166667e+00,6.972223e-04,6.824374e-04,4.559197e-04,5.013840e-04
4.200000e+00,7.079783e-04,6.713571e-04,4.623395e-04,5.280971e-04
4.233333e+00,7.171263e-04,6.603768e-04,4.721837e-04,5.548651e-04
4.266667e+00,7.241718e-04,6.502661e-04,4.856830e-04,5.808529e-04
4.300000e+00,7.286781e-04,6.416914e-04,5.030211e-04,6.053766e-04
4.333333e+00,7.302359e-04,6.352738e-04,5.243394e-04,6.278401e-04
4.366667e+00,7.287598e-04,6.313498e-04,5.493664e-04,6.479611e-04
4.400000e+00,7.242437e-04,6.301357e-04,5.777763e-04,6.656034e-04
4.433333e+00,7.167657e-04,6.317502e-04,6.091491e-04,6.807551e-04
4.466667e+00,7.067450e-04,6.359605e-04,6.427358e-04,6.937366e-04
4.500000e+00,6.946521e-04,6.424560e-04,6.777703e-04,7.049416e-04
4.533333e+00,6.810534e-04,6.508272e-04,7.133934e-04,7.148555e-04
4.566667e+00,6.666997e-04,6.604429e-04,7.486634e-04,7.241132e-04
4.600000e+00,6.523346e-04,6.706740e-04,7.826792e-04,7.333174e-04
4.633333e+00,6.387617e-04,6.808467e-04,8.144939e-04,7.430747e-04
4.666667e+00,6.267117e-04,6.903122e-04,8.433777e-04,7.538799e-04
4.700000e+00,6.168529e-04,6.985015e-04,8.686800e-04,7.661114e-04
4.733333e+00,6.098506e-04,7.048837e-04,8.897655e-04,7.800503e-04
4.766667e+00,6.060652e-04,7.091754e-04,9.064261e-04,7.956946e-04
4.800000e+00,6.057726e-04,7.112093e-04,9.185244e-04,8.129024e-04
4.833333e+00,6.091907e-04,7.109247e-04,9.259731e-04,8.313734e-04
4.866667e+00,6.161393e-04,7.085788e-04,9.291399e-04,8.505555e-04
4.900000e+00,6.263809e-04,7.045230e-04,9.284057e-04,8.698033e-04
4.933333e+00,6.396030e-04,6.992327e-04,9.241911e-04,8.883229e-04
4.966667e+00,6.551871e-04,6.933763e-04,9.172183e-04,9.053009e-04
5.000000e+00,6.725222e-04,6.876478e-04,9.081453e-04,9.199162e-04
5.033333e+00,6.909554e-04,6.828227e-04,8.976201e-04,9.312758e-04
5.066667e+00,7.097536e-04,6.796110e-04,8.863500e-04,9.387777e-04
5.100000e+00,7.282609e-04,6.786714e-04,8.749194e-04,9.418873e-04
5.133333e+00,7.458435e-04,6.806615e-04,8.638427e-04,9.401000e-04
5.166667e+00,7.620246e-04,6.859216e-04,8.534919e-04,9.334183e-04
5.200000e+00,7.764406e-04,6.946968e-04,8.441057e-04,9.219331e-04
5.233333e+00,7.888068e-04,7.071519e-04,8.358183e-04,9.058405e-04
5.266667e+00,7.991185e-04,7.230316e-04,8.285602e-04,8.858354e-04
5.300000e+00,8.074649e-04,7.419996e-04,8.221739e-04,8.626584e-04
5.333333e+00,8.140306e-04,7.636063e-04,8.164141e-04,8.371672e-04
5.366667e+00,8.192290e-04,7.870936e-04,8.109274e-04,8.104741e-04
5.400000e+00,8.235040e-04,8.116879e-04,8.053525e-04,7.836569e-04
5.433333e+00,8.273584e-04,8.365324e-04,7.993069e-04,7.578587e-04
5.466667e+00,8.313402e-04,8.607367e-04,7.924759e-04,7.341099e-04
5.500000e+00,8.359518e-04,8.834728e-04,7.846134e-04,7.133371e-04
5.533333e+00,8.416834e-04,9.039035e-04,7.755361e-04,6.964500e-04
5.566667e+00,8.488661e-04,9.214530e-04,7.652612e-04,6.839331e-04
5.600000e+00,8.577354e-04,9.356520e-04,7.539085e-04,6.761514e-04
5.633333e+00,8.684453e-04,9.460947e-04,7.417227e-04,6.733901e-04
5.666667e+00,8.808876e-04,9.527988e-04,7.291366e-04,6.754008e-04
5.700000e+00,8.948599e-04,9.558716e-04,7.166669e-04,6.818680e-04
5.733333e+00,9.100457e-04,9.555148e-04,7.049639e-04,6.923913e-04
5.766667e+00,9.259318e-04,9.523033e-04,6.946964e-04,7.061741e-04
5.800000e+00,9.419598e-04,9.468325e-04,6.865615e-04,7.224507e-04
5.833333e+00,9.574795e-04,9.397657e-04,6.813442e-04,7.404282e-04
5.866667e+00,9.718485e-04,9.319129e-04,6.795982e-04,7.592132e-04
5.900000e+00,9.844463e-04,9.240214e-04,6.818487e-04,7.780370e-04
5.933333e+00,9.946251e-04,9.168375e-04,6.886325e-04,7.961933e-04
5.966667e+00,1.001978e-03,9.109787e-04,7.000539e-04,8.131597e-04
6.000000e+00,1.006166e-03,9.069456e-04,7.161638e-04,8.285793e-04
6.033333e+00,1.006894e-03,9.051648e-04,7.369561e-04,8.422267e-04
6.066667e+00,1.004242e-03,9.057567e-04,7.619540e-04,8.541790e-04
6.100000e+00,9.983542e-04,9.087265e-04,7.906491e-04,8.646444e-04
6.133333e+00,9.894637e-04,9.139689e-04,8.224503e-04,8.739692e-04
6.166667e+00,9.781319e-04,9.210819e-04,8.564554e-04,8.826992e-04
6.200000e+00,9.649450e-04,9.296058e-04,8.917890e-04,8.914194e-04
6.233333e+00,9.505670e-04,9.389909e-04,9.275196e-04,9.007889e-04
6.266667e+00,9.357916e-04,9.485744e-04,9.626958e-04,9.114147e-04
6.300000e+00,9.213748e-04,9.577187e-04,9.964517e-04,9.238416e-04
6.333333e+00,9.081035e-04,9.657647e-04,1.027923e-03,9.385830e-04
6.366667e+00,8.966327e-04,9.721903e-04,1.056512e-03,9.558600e-04
6.400000e+00,8.875347e-04,9.765644e-04,1.081722e-03,9.757719e-04
6.433333e+00,8.813518e-04,9.785163e-04,1.103113e-03,9.982922e-04
6.466667e+00,8.783000e-04,9.779856e-04,1.120652e-03,1.023029e-03
6.500000e+00,8.785093e-04,9.750187e-04,1.134375e-03,1.049479e-03
6.533333e+00,8.820392e-04,9.697770e-04,1.144380e-03,1.076977e-03
6.566667e+00,8.885885e-04,9.627270e-04,1.151126e-03,1.104652e-03
6.600000e+00,8.978141e-04,9.544025e-04,1.155063e-03,1.131587e-03
6.633333e+00,9.093073e-04,9.454517e-04,1.156664e-03,1.156748e-03
6.666667e+00,9.224347e-04,9.366387e-04,1.156569e-03,1.179211e-03
6.700000e+00,9.365938e-04,9.287230e-04,1.155334e-03,1.198097e-03
6.733333e+00,9.511649e-04,9.225221e-04,1.153460e-03,1.212496e-03
6.766667e+00,9.655330e-04,9.186919e-04,1.151409e-03,1.221935e-03
6.800000e+00,9.791760e-04,9.178175e-04,1.149504e-03,1.226029e-03
6.833333e+00,9.916224e-04,9.204595e-04,1.147960e-03,1.224457e-03
6.866667e+00,1.002598e-03,9.267963e-04,1.146830e-03,1.217485e-03
6.900000e+00,1.011940e-03,9.369131e-04,1.146043e-03,1.205448e-03
6.933333e+00,1.019584e-03,9.508052e-04,1.145401e-03,1.188792e-03
6.966667e+00,1.025715e-03,9.680462e-04,1.144590e-03,1.168437e-03
7.000000e+00,1.030595e-03,9.881513e-04,1.143231e-03,1.145303e-03
7.033333e+00,1.034584e-03,1.010534e-03,1.140864e-03,1.120395e-03
7.066667e+00,1.038176e-03,1.034357e-03,1.137082e-03,1.094875e-03
7.100000e+00,1.041880e-03,1.058797e-03,1.131494e-03,1.069816e-03
7.133333e+00,1.046244e-03,1.082978e-03,1.123712e-03,1.046302e-03
7.166667e+00,1.051751e-03,1.106066e-03,1.113585e-03,1.025207e-03
7.200000e+00,1.058827e-03,1.127315e-03,1.101037e-03,1.007264e-03
7.233333e+00,1.067864e-03,1.146001e-03,1.086074e-03,9.931362e-04
7.266667e+00,1.079010e-03,1.161705e-03,1.069015e-03,9.830384e-04
7.300000e+00,1.092324e-03,1.174122e-03,1.050255e-03,9.770614e-04
7.333333e+00,1.107769e-03,1.183031e-03,1.030321e-03,9.751915e-04
7.366667e+00,1.125025e-03,1.188614e-03,1.009938e-03,9.769647e-04
7.400000e+00,1.143699e-03,1.191131e-03,9.898721e-04,9.818758e-04
7.433333e+00,1.163290e-03,1.190932e-03,9.710045e-04,9.893479e-04
7.466667e+00,1.183143e-03,1.188665e-03,9.541621e-04,9.985705e-04
7.500000e+00,1.202588e-03,1.184972e-03,9.401550e-04,1.008801e-03
7.533333e+00,1.220885e-03,1.180544e-03,9.298494e-04,1.019312e-03
7.566667e+00,1.237379e-03,1.176115e-03,9.237765e-04,1.029439e-03
7.600000e+00,1.251465e-03,1.172340e-03,9.224098e-04,1.038669e-03
7.633333e+00,1.262530e-03,1.169840e-03,9.262062e-04,1.046596e-03
7.666667e+00,1.270276e-03,1.169038e-03,9.351179e-04,1.053081e-03
7.700000e+00,1.274476e-03,1.170237e-03,9.490433e-04,1.058144e-03
7.733333e+00,1.274964e-03,1.173641e-03,9.678170e-04,1.061968e-03
7.766667e+00,1.271966e-03,1.179148e-03,9.907989e-04,1.064987e-03
7.800000e+00,1.265764e-03,1.186554e-03,1.017347e-03,1.067735e-03
7.833333e+00,1.256721e-03,1.195540e-03,1.046758e-03,1.070883e-03
7.866667e+00,1.245495e-03,1.205565e-03,1.078075e-03,1.075139e-03
7.900000e+00,1.232744e-03,1.216054e-03,1.110415e-03,1.081210e-03
7.933333e+00,1.219180e-03,1.226355e-03,1.142878e-03,1.089849e-03
7.966667e+00,1.205583e-03,1.235821e-03,1.174619e-03,1.101557e-03
8.000000e+00,1.192670e-03,1.243846e-03,1.204911e-03,1.116746e-03
8.033333e+00,1.181157e-03,1.249831e-03,1.233080e-03,1.135768e-03
8.066667e+00,1.171581e-03,1.253409e-03,1.258734e-03,1.158528e-03
8.100000e+00,1.164381e-03,1.254311e-03,1.281600e-03,1.184821e-03
8.133333e+00,1.159941e-03,1.252345e-03,1.301488e-03,1.214300e-03
8.166667e+00,1.158322e-03,1.247668e-03,1.318551e-03,1.246215e-03
8.200000e+00,1.159502e-03,1.240529e-03,1.333001e-03,1.279746e-03
8.233333e+00,1.163381e-03,1.231290e-03,1.345112e-03,1.313929e-03
8.266667e+00,1.169557e-03,1.220587e-03,1.355384e-03,1.347664e-03
8.300000e+00,1.177608e-03,1.209091e-03,1.364285e-03,1.379871e-03
8.333333e+00,1.187055e-03,1.197572e-03,1.372278e-03,1.409383e-03
8.366667e+00,1.197292e-03,1.186834e-03,1.379846e-03,1.435284e-03
8.400000e+00,1.207763e-03,1.177647e-03,1.387366e-03,1.456740e-03
8.433333e+00,1.217918e-03,1.170812e-03,1.395129e-03,1.472934e-03
8.466667e+00,1.227299e-03,1.166890e-03,1.403283e-03,1.483589e-03
8.500000e+00,1.235545e-03,1.166355e-03,1.411843e-03,1.488528e-03
8.533333e+00,1.242372e-03,1.169636e-03,1.420683e-03,1.487663e-03
8.566667e+00,1.247720e-03,1.176745e-03,1.429525e-03,1.481501e-03
8.600000e+00,1.251633e-03,1.187610e-03,1.437984e-03,1.470601e-03
8.633333e+00,1.254265e-03,1.202064e-03,1.445545e-03,1.455615e-03
8.666667e+00,1.255974e-03,1.219549e-03,1.451685e-03,1.437592e-03
8.700000e+00,1.257177e-03,1.239472e-03,1.455848e-03,1.417531e-03
8.733333e+00,1.258381e-03,1.261160e-03,1.457414e-03,1.396474e-03
8.766667e+00,1.260137e-03,1.283759e-03,1.455977e-03,1.375498e-03
8.800000e+00,1.262983e-03,1.306459e-03,1.451178e-03,1.355548e-03
8.833333e+00,1.267488e-03,1.328430e-03,1.442675e-03,1.337519e-03
8.866667e+00,1.274046e-03,1.348953e-03,1.430517e-03,1.322021e-03
8.900000e+00,1.282987e-03,1.367414e-03,1.414820e-03,1.309501e-03
8.933333e+00,1.294591e-03,1.383254e-03,1.395801e-03,1.300290e-03
8.966667e+00,1.308828e-03,1.396236e-03,1.374051e-03,1.294300e-03
9.000000e+00,1.325585e-03,1.406239e-03,1.350215e-03,1.291327e-03
9.033333e+00,1.344653e-03,1.413237e-03,1.325053e-03,1.291054e-03
9.066667e+00,1.365532e-03,1.417560e-03,1.299506e-03,1.292849e-03
9.100000e+00,1.387675e-03,1.419600e-03,1.274509e-03,1.296072e-03
9.133333e+00,1.410438e-03,1.419830e-03,1.251079e-03,1.300036e-03
9.166667e+00,1.433076e-03,1.418923e-03,1.230104e-03,1.304013e-03
9.200000e+00,1.454855e-03,1.417523e-03,1.212412e-03,1.307374e-03
9.233333e+00,1.474996e-03,1.416300e-03,1.198846e-03,1.309548e-03
9.266667e+00,1.492876e-03,1.415867e-03,1.189843e-03,1.310190e-03
9.300000e+00,1.507937e-03,1.416739e-03,1.185761e-03,1.309108e-03
9.333333e+00,1.519643e-03,1.419375e-03,1.186912e-03,1.306260e-03
9.366667e+00,1.527809e-03,1.423979e-03,1.193088e-03,1.301917e-03
9.400000e+00,1.532330e-03,1.430637e-03,1.204033e-03,1.296487e-03
9.433333e+00,1.533166e-03,1.439323e-03,1.219430e-03,1.290550e-03
9.466667e+00,1.530667e-03,1.449724e-03,1.238540e-03,1.284856e-03
9.500000e+00,1.525218e-03,1.461446e-03,1.260653e-03,1.280210e-03
9.533333e+00,1.517279e-03,1.473983e-03,1.285030e-03,1.277534e-03
9.566667e+00,1.507553e-03,1.486694e-03,1.310771e-03,1.277614e-03
9.600000e+00,1.496717e-03,1.498931e-03,1.337082e-03,1.281194e-03
9.633333e+00,1.485478e-03,1.509988e-03,1.363209e-03,1.289029e-03
9.666667e+00,1.474550e-03,1.519271e-03,1.388513e-03,1.301442e-03
9.700000e+00,1.464559e-03,1.526249e-03,1.412500e-03,1.318657e-03
9.733333e+00,1.456103e-03,1.530416e-03,1.434769e-03,1.340802e-03
9.766667e+00,1.449568e-03,1.531581e-03,1.455191e-03,1.367466e-03
9.800000e+00,1.445236e-03,1.529644e-03,1.473754e-03,1.398143e-03
9.833333e+00,1.443313e-03,1.524595e-03,1.490550e-03,1.432190e-03
9.866667e+00,1.443705e-03,1.516789e-03,1.505905e-03,1.468570e-03
9.900000e+00,1.446246e-03,1.506647e-03,1.520186e-03,1.506230e-03
9.933333e+00,1.450687e-03,1.494697e-03,1.533814e-03,1.544003e-03
9.966667e+00,1.456561e-03,1.481692e-03,1.547269e-03,1.580689e-03
1.000000e+01,1.463394e-03,1.468387e-03,1.560979e-03,1.615158e-03
