t,c1,c2,c3,c4
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.666667e-02,1.279350e-05,-1.279031e-05,-6.300768e-10,-1.112880e-09
3.333333e-02,2.540424e-05,-2.537505e-05,-5.315416e-09,-9.380623e-09
5.000000e-02,3.768832e-05,-3.759014e-05,-1.681165e-08,-2.965371e-08
6.666667e-02,4.942846e-05,-4.918738e-05,-3.890052e-08,-6.854392e-08
8.333333e-02,6.053894e-05,-6.006889e-05,-7.249345e-08,-1.275042e-07
1.000000e-01,7.090289e-05,-7.010319e-05,-1.190427e-07,-2.088169e-07
1.166667e-01,8.026544e-05,-7.900577e-05,-1.820149e-07,-3.179158e-07
1.333333e-01,8.866450e-05,-8.682615e-05,-2.599469e-07,-4.516647e-07
1.500000e-01,9.601566e-05,-9.347767e-05,-3.533809e-07,-6.102153e-07
1.666667e-01,1.020351e-04,-9.865793e-05,-4.653332e-07,-7.971577e-07
1.833333e-01,1.068259e-04,-1.024955e-04,-5.931618e-07,-1.007197e-06
2.000000e-01,1.103428e-04,-1.049547e-04,-7.362197e-07,-1.238190e-06
2.166667e-01,1.123867e-04,-1.058401e-04,-8.948974e-07,-1.488907e-06
2.333333e-01,1.131063e-04,-1.053291e-04,-1.065423e-06,-1.752742e-06
2.500000e-01,1.125047e-04,-1.034418e-04,-1.245471e-06,-2.025147e-06
2.666667e-01,1.104429e-04,-1.000556e-04,-1.432411e-06,-2.300289e-06
2.833333e-01,1.071265e-04,-9.540174e-05,-1.621376e-06,-2.570940e-06
3.000000e-01,1.026085e-04,-8.955161e-05,-1.808342e-06,-2.830652e-06
3.166667e-01,9.682785e-05,-8.246829e-05,-1.987211e-06,-3.069111e-06
3.333333e-01,9.002150e-05,-7.440532e-05,-2.153276e-06,-3.280470e-06
3.500000e-01,8.228479e-05,-6.547411e-05,-2.301523e-06,-3.457667e-06
3.666667e-01,7.364095e-05,-5.572519e-05,-2.423053e-06,-3.587384e-06
3.833333e-01,6.432630e-05,-4.540072e-05,-2.514985e-06,-3.667297e-06
4.000000e-01,5.446436e-05,-3.463639e-05,-2.572504e-06,-3.691425e-06
4.166667e-01,4.415579e-05,-2.356045e-05,-2.585419e-06,-3.645858e-06
4.333333e-01,3.360461e-05,-1.237276e-05,-2.553993e-06,-3.533224e-06
4.500000e-01,2.294440e-05,-1.214747e-06,-2.474729e-06,-3.350085e-06
4.666667e-01,1.233577e-05,9.727233e-06,-2.337837e-06,-3.084470e-06
4.833333e-01,1.924359e-06,2.032021e-05,-2.147134e-06,-2.744091e-06
5.000000e-01,-8.164760e-06,3.043581e-05,-1.901065e-06,-2.328801e-06
5.166667e-01,-1.773564e-05,3.985644e-05,-1.591545e-06,-1.830480e-06
5.333333e-01,-2.671762e-05,4.853110e-05,-1.225408e-06,-1.260776e-06
5.500000e-01,-3.501035e-05,5.636105e-05,-8.030946e-07,-6.227665e-07
5.666667e-01,-4.241022e-05,6.312757e-05,-3.189420e-07,8.683890e-08
5.833333e-01,-4.892702e-05,6.886529e-05,2.182815e-07,8.543747e-07
6.000000e-01,-5.449696e-05,7.351708e-05,8.064394e-07,1.674206e-06
6.166667e-01,-5.893579e-05,7.689209e-05,1.448482e-06,2.544639e-06
6.333333e-01,-6.232819e-05,7.910257e-05,2.134847e-06,3.452065e-06
6.500000e-01,-6.465332e-05,8.013880e-05,2.862079e-06,4.389207e-06
6.666667e-01,-6.576925e-05,7.986158e-05,3.630270e-06,5.349794e-06
6.833333e-01,-6.582052e-05,7.844261e-05,4.429993e-06,6.322055e-06
7.000000e-01,-6.482963e-05,7.591858e-05,5.256754e-06,7.297995e-06
7.166667e-01,-6.271323e-05,7.221765e-05,6.107657e-06,8.267521e-06
7.333333e-01,-5.965363e-05,6.754558e-05,6.974110e-06,9.222018e-06
7.500000e-01,-5.571143e-05,6.197835e-05,7.850805e-06,1.015363e-05
7.666667e-01,-5.086944e-05,5.551737e-05,8.731782e-06,1.104944e-05
7.833333e-01,-4.532187e-05,4.837386e-05,9.609906e-06,1.190490e-05
8.000000e-01,-3.915730e-05,4.065113e-05,1.047933e-05,1.271306e-05
8.166667e-01,-3.242311e-05,3.241992e-05,1.133118e-05,1.345948e-05
8.333333e-01,-2.529924e-05,2.386910e-05,1.216043e-05,1.414414e-05
8.500000e-01,-1.788890e-05,1.511449e-05,1.296112e-05,1.476171e-05
8.666667e-01,-1.029381e-05,6.283509e-06,1.372196e-05,1.529773e-05
8.833333e-01,-2.656755e-06,-2.480763e-06,1.444066e-05,1.575675e-05
9.000000e-01,4.918997e-06,-1.106561e-05,1.511172e-05,1.613568e-05
9.166667e-01,1.229430e-05,-1.930628e-05,1.572227e-05,1.642154e-05
9.333333e-01,1.938017e-05,-2.712171e-05,1.627330e-05,1.662305e-05
9.500000e-01,2.608704e-05,-3.441675e-05,1.676032e-05,1.673969e-05
9.666667e-01,3.225923e-05,-4.101252e-05,1.716998e-05,1.676128e-05
9.833333e-01,3.787001e-05,-4.689743e-05,1.750676e-05,1.669981e-05
1.000000e+00,4.285456e-05,-5.200540e-05,1.776767e-05,1.655732e-05
1.016667e+00,4.706245e-05,-5.616737e-05,1.794004e-05,1.632737e-05
1.033333e+00,5.052882e-05,-5.943934e-05,1.803165e-05,1.602386e-05
1.050000e+00,5.322072e-05,-6.179150e-05,1.804133e-05,1.565102e-05
1.066667e+00,5.501263e-05,-6.308616e-05,1.795818e-05,1.520653e-05
1.083333e+00,5.599307e-05,-6.343635e-05,1.779268e-05,1.470459e-05
1.100000e+00,5.616336e-05,-6.285062e-05,1.754563e-05,1.415100e-05
1.116667e+00,5.543821e-05,-6.123907e-05,1.720873e-05,1.354731e-05
1.133333e+00,5.394448e-05,-5.875417e-05,1.679436e-05,1.290650e-05
1.150000e+00,5.171561e-05,-5.543984e-05,1.630520e-05,1.223508e-05
1.166667e+00,4.871574e-05,-5.126313e-05,1.573613e-05,1.153780e-05
1.183333e+00,4.509098e-05,-4.639413e-05,1.510045e-05,1.082509e-05
1.200000e+00,4.090072e-05,-4.090445e-05,1.440245e-05,1.010330e-05
1.216667e+00,3.616084e-05,-3.481939e-05,1.364053e-05,9.379341e-06
1.233333e+00,3.101621e-05,-2.830344e-05,1.282783e-05,8.660219e-06
1.250000e+00,2.554303e-05,-2.144507e-05,1.196984e-05,7.951365e-06
1.266667e+00,1.980436e-05,-1.432123e-05,1.106851e-05,7.260620e-06
1.283333e+00,1.392467e-05,-7.069640e-06,1.013574e-05,6.591188e-06
1.300000e+00,7.986086e-06,2.169027e-07,9.177761e-06,5.947006e-06
1.316667e+00,2.088349e-06,7.422738e-06,8.199756e-06,5.335647e-06
1.333333e+00,-3.680028e-06,1.445344e-05,7.211436e-06,4.756647e-06
1.350000e+00,-9.242134e-06,2.122425e-05,6.219209e-06,4.212126e-06
1.366667e+00,-1.447645e-05,2.759807e-05,5.230910e-06,3.708366e-06
1.383333e+00,-1.934054e-05,3.353362e-05,4.253338e-06,3.241836e-06
1.400000e+00,-2.377269e-05,3.896476e-05,3.292511e-06,2.812797e-06
1.416667e+00,-2.764677e-05,4.375192e-05,2.358106e-06,2.425542e-06
1.433333e+00,-3.097000e-05,4.790934e-05,1.453561e-06,2.074420e-06
1.450000e+00,-3.370342e-05,5.139696e-05,5.840053e-07,1.758082e-06
1.466667e+00,-3.573338e-05,5.409094e-05,-2.399555e-07,1.478546e-06
1.483333e+00,-3.711357e-05,5.605595e-05,-1.018367e-06,1.229189e-06
1.500000e+00,-3.783200e-05,5.728170e-05,-1.747370e-06,1.007532e-06
1.516667e+00,-3.780214e-05,5.767505e-05,-2.416341e-06,8.134781e-07
1.533333e+00,-3.711491e-05,5.733989e-05,-3.028609e-06,6.405925e-07
1.550000e+00,-3.578571e-05,5.629521e-05,-3.581807e-06,4.858969e-07
1.566667e+00,-3.376546e-05,5.448882e-05,-4.066115e-06,3.477357e-07
1.583333e+00,-3.116851e-05,5.204808e-05,-4.487655e-06,2.208477e-07
1.600000e+00,-2.803430e-05,4.901715e-05,-4.845617e-06,1.024208e-07
1.616667e+00,-2.435612e-05,4.538904e-05,-5.131637e-06,-9.929851e-09
1.633333e+00,-2.025534e-05,4.129682e-05,-5.353940e-06,-1.196301e-07
1.650000e+00,-1.578913e-05,3.680264e-05,-5.513179e-06,-2.287382e-07
1.666667e+00,-1.099209e-05,3.194292e-05,-5.602906e-06,-3.394273e-07
1.683333e+00,-5.976123e-06,2.683896e-05,-5.632627e-06,-4.530403e-07
1.700000e+00,-8.077093e-07,2.156175e-05,-5.604250e-06,-5.704672e-07
1.716667e+00,4.443628e-06,1.618382e-05,-5.513464e-06,-6.927856e-07
1.733333e+00,9.689893e-06,1.079969e-05,-5.370212e-06,-8.194321e-07
1.750000e+00,1.486450e-05,5.479457e-06,-5.177342e-06,-9.499442e-07
1.766667e+00,1.987361e-05,3.200523e-07,-4.932681e-06,-1.083624e-06
1.783333e+00,2.466368e-05,-4.621456e-06,-4.645799e-06,-1.218539e-06
1.800000e+00,2.917669e-05,-9.284989e-06,-4.320106e-06,-1.352937e-06
1.816667e+00,3.330769e-05,-1.356348e-05,-3.955349e-06,-1.483970e-06
1.833333e+00,3.704304e-05,-1.744253e-05,-3.560024e-06,-1.609124e-06
1.850000e+00,4.034035e-05,-2.087945e-05,-3.137699e-06,-1.725640e-06
1.866667e+00,4.309747e-05,-2.377186e-05,-2.689638e-06,-1.828505e-06
1.883333e+00,4.534059e-05,-2.614742e-05,-2.222731e-06,-1.915516e-06
1.900000e+00,4.704764e-05,-2.798546e-05,-1.740319e-06,-1.983362e-06
1.916667e+00,4.813202e-05,-2.920174e-05,-1.244654e-06,-2.025222e-06
1.933333e+00,4.865455e-05,-2.985981e-05,-7.407086e-07,-2.040051e-06
1.950000e+00,4.861526e-05,-2.996258e-05,-2.312724e-07,-2.024548e-06
1.966667e+00,4.795323e-05,-2.945421e-05,2.809822e-07,-1.970758e-06
1.983333e+00,4.675452e-05,-2.842359e-05,7.930706e-07,-1.879478e-06
2.000000e+00,4.504010e-05,-2.689548e-05,1.302968e-06,-1.748001e-06
