t,c1,c2
0.000000e+00,9.862150e-01,9.866353e-01
3.333333e-02,9.861903e-01,9.866356e-01
6.666667e-02,9.861179e-01,9.866361e-01
1.000000e-01,9.859982e-01,9.866355e-01
1.333333e-01,9.858307e-01,9.866321e-01
1.666667e-01,9.856183e-01,9.866234e-01
2.000000e-01,9.853629e-01,9.866068e-01
2.333333e-01,9.850657e-01,9.865795e-01
2.666667e-01,9.847311e-01,9.865390e-01
3.000000e-01,9.843628e-01,9.864833e-01
3.333333e-01,9.839641e-01,9.864104e-01
3.666667e-01,9.835410e-01,9.863197e-01
4.000000e-01,9.830986e-01,9.862113e-01
4.333333e-01,9.826425e-01,9.860853e-01
4.666667e-01,9.821791e-01,9.859439e-01
5.000000e-01,9.817148e-01,9.857895e-01
5.333333e-01,9.812563e-01,9.856252e-01
5.666667e-01,9.808102e-01,9.854553e-01
6.000000e-01,9.803831e-01,9.852845e-01
6.333333e-01,9.799824e-01,9.851179e-01
6.666667e-01,9.796139e-01,9.849607e-01
7.000000e-01,9.792834e-01,9.848181e-01
7.333333e-01,9.789978e-01,9.846955e-01
7.666667e-01,9.787608e-01,9.845966e-01
8.000000e-01,9.785762e-01,9.845247e-01
8.333333e-01,9.784486e-01,9.844827e-01
8.666667e-01,9.783784e-01,9.844709e-01
9.000000e-01,9.783662e-01,9.844890e-01
9.333333e-01,9.784133e-01,9.845360e-01
9.666667e-01,9.785167e-01,9.846086e-01
1.000000e+00,9.786740e-01,9.847032e-01
1.033333e+00,9.788833e-01,9.848161e-01
1.066667e+00,9.791394e-01,9.849421e-01
1.100000e+00,9.794378e-01,9.850768e-01
1.133333e+00,9.797747e-01,9.852154e-01
1.166667e+00,9.801439e-01,9.853539e-01
1.200000e+00,9.805401e-01,9.854887e-01
1.233333e+00,9.809581e-01,9.856163e-01
1.266667e+00,9.813916e-01,9.857350e-01
1.300000e+00,9.818350e-01,9.858434e-01
1.333333e+00,9.822826e-01,9.859401e-01
1.366667e+00,9.827287e-01,9.860259e-01
1.400000e+00,9.831678e-01,9.861017e-01
1.433333e+00,9.835942e-01,9.861680e-01
1.466667e+00,9.840034e-01,9.862276e-01
1.500000e+00,9.843908e-01,9.862823e-01
1.533333e+00,9.847511e-01,9.863338e-01
1.566667e+00,9.850813e-01,9.863845e-01
1.600000e+00,9.853778e-01,9.864362e-01
1.633333e+00,9.856356e-01,9.864892e-01
1.666667e+00,9.858531e-01,9.865443e-01
1.700000e+00,9.860273e-01,9.866009e-01
1.733333e+00,9.861540e-01,9.866572e-01
1.766667e+00,9.862326e-01,9.867116e-01
1.800000e+00,9.862612e-01,9.867613e-01
1.833333e+00,9.862368e-01,9.868028e-01
1.866667e+00,9.861606e-01,9.868333e-01
1.900000e+00,9.860328e-01,9.868496e-01
1.933333e+00,9.858523e-01,9.868481e-01
1.966667e+00,9.856230e-01,9.868271e-01
2.000000e+00,9.853474e-01,9.867848e-01
2.033333e+00,9.850270e-01,9.867192e-01
2.066667e+00,9.846679e-01,9.866310e-01
2.100000e+00,9.842748e-01,9.865208e-01
2.133333e+00,9.838515e-01,9.863894e-01
2.166667e+00,9.834056e-01,9.862401e-01
2.200000e+00,9.829433e-01,9.860759e-01
2.233333e+00,9.824703e-01,9.859006e-01
2.266667e+00,9.819948e-01,9.857192e-01
2.300000e+00,9.815238e-01,9.855369e-01
2.333333e+00,9.810642e-01,9.853589e-01
2.366667e+00,9.806236e-01,9.851905e-01
2.400000e+00,9.802089e-01,9.850367e-01
2.433333e+00,9.798265e-01,9.849021e-01
2.466667e+00,9.794823e-01,9.847901e-01
2.500000e+00,9.791809e-01,9.847030e-01
2.533333e+00,9.789274e-01,9.846427e-01
2.566667e+00,9.787240e-01,9.846090e-01
2.600000e+00,9.785730e-01,9.846008e-01
2.633333e+00,9.784764e-01,9.846165e-01
2.666667e+00,9.784340e-01,9.846533e-01
2.700000e+00,9.784448e-01,9.847077e-01
2.733333e+00,9.785089e-01,9.847758e-01
2.766667e+00,9.786237e-01,9.848543e-01
2.800000e+00,9.787871e-01,9.849400e-01
2.833333e+00,9.789969e-01,9.850287e-01
2.866667e+00,9.792494e-01,9.851186e-01
2.900000e+00,9.795413e-01,9.852076e-01
2.933333e+00,9.798689e-01,9.852931e-01
2.966667e+00,9.802278e-01,9.853756e-01
3.000000e+00,9.806136e-01,9.854548e-01
3.033333e+00,9.810213e-01,9.855298e-01
3.066667e+00,9.814462e-01,9.856030e-01
3.100000e+00,9.818833e-01,9.856759e-01
3.133333e+00,9.823267e-01,9.857487e-01
3.166667e+00,9.827718e-01,9.858245e-01
3.200000e+00,9.832135e-01,9.859051e-01
3.233333e+00,9.836452e-01,9.859901e-01
3.266667e+00,9.840628e-01,9.860819e-01
3.300000e+00,9.844612e-01,9.861804e-01
3.333333e+00,9.848331e-01,9.862833e-01
3.366667e+00,9.851750e-01,9.863906e-01
3.400000e+00,9.854820e-01,9.864999e-01
3.433333e+00,9.857469e-01,9.866066e-01
3.466667e+00,9.859676e-01,9.867086e-01
3.500000e+00,9.861402e-01,9.868023e-01
3.533333e+00,9.862589e-01,9.868819e-01
3.566667e+00,9.863240e-01,9.869456e-01
3.600000e+00,9.863340e-01,9.869903e-01
3.633333e+00,9.862854e-01,9.870112e-01
3.666667e+00,9.861817e-01,9.870085e-01
3.700000e+00,9.860242e-01,9.869808e-01
3.733333e+00,9.858120e-01,9.869260e-01
3.766667e+00,9.855514e-01,9.868467e-01
3.800000e+00,9.852460e-01,9.867441e-01
3.833333e+00,9.848976e-01,9.866190e-01
3.866667e+00,9.845141e-01,9.864762e-01
3.900000e+00,9.841013e-01,9.863194e-01
3.933333e+00,9.836629e-01,9.861516e-01
3.966667e+00,9.832079e-01,9.859790e-01
4.000000e+00,9.827432e-01,9.858065e-01
4.033333e+00,9.822738e-01,9.856380e-01
4.066667e+00,9.818088e-01,9.854790e-01
4.100000e+00,9.813549e-01,9.853334e-01
4.133333e+00,9.809171e-01,9.852037e-01
4.166667e+00,9.805028e-01,9.850930e-01
4.200000e+00,9.801174e-01,9.850023e-01
4.233333e+00,9.797645e-01,9.849313e-01
4.266667e+00,9.794492e-01,9.848800e-01
4.300000e+00,9.791748e-01,9.848469e-01
4.333333e+00,9.789434e-01,9.848289e-01
4.366667e+00,9.787579e-01,9.848246e-01
4.400000e+00,9.786199e-01,9.848316e-01
4.433333e+00,9.785302e-01,9.848457e-01
4.466667e+00,9.784899e-01,9.848664e-01
4.500000e+00,9.784996e-01,9.848918e-01
4.533333e+00,9.785586e-01,9.849186e-01
4.566667e+00,9.786668e-01,9.849479e-01
4.600000e+00,9.788233e-01,9.849796e-01
4.633333e+00,9.790255e-01,9.850117e-01
4.666667e+00,9.792723e-01,9.850474e-01
4.700000e+00,9.795609e-01,9.850880e-01
4.733333e+00,9.798871e-01,9.851327e-01
4.766667e+00,9.802483e-01,9.851859e-01
4.800000e+00,9.806404e-01,9.852496e-01
4.833333e+00,9.810572e-01,9.853228e-01
4.866667e+00,9.814952e-01,9.854096e-01
4.900000e+00,9.819489e-01,9.855109e-01
4.933333e+00,9.824105e-01,9.856237e-01
4.966667e+00,9.828756e-01,9.857502e-01
5.000000e+00,9.833377e-01,9.858888e-01
5.033333e+00,9.837873e-01,9.860335e-01
5.066667e+00,9.842202e-01,9.861841e-01
5.100000e+00,9.846297e-01,9.863368e-01
5.133333e+00,9.850058e-01,9.864834e-01
5.166667e+00,9.853457e-01,9.866229e-01
5.200000e+00,9.856441e-01,9.867509e-01
5.233333e+00,9.858922e-01,9.868594e-01
5.266667e+00,9.860901e-01,9.869486e-01
5.300000e+00,9.862353e-01,9.870157e-01
5.333333e+00,9.863212e-01,9.870546e-01
5.366667e+00,9.863515e-01,9.870681e-01
5.400000e+00,9.863263e-01,9.870559e-01
5.433333e+00,9.862417e-01,9.870148e-01
5.466667e+00,9.861044e-01,9.869500e-01
5.500000e+00,9.859168e-01,9.868638e-01
5.533333e+00,9.856774e-01,9.867557e-01
5.566667e+00,9.853951e-01,9.866328e-01
5.600000e+00,9.850741e-01,9.864989e-01
