t,c1,c2
0.000000e+00,9.862150e-01,9.866353e-01
3.333333e-02,9.862397e-01,9.866350e-01
6.666667e-02,9.863120e-01,9.866344e-01
1.000000e-01,9.864312e-01,9.866342e-01
1.333333e-01,9.865971e-01,9.866361e-01
1.666667e-01,9.868065e-01,9.866416e-01
2.000000e-01,9.870572e-01,9.866529e-01
2.333333e-01,9.873473e-01,9.866725e-01
2.666667e-01,9.876725e-01,9.867025e-01
3.000000e-01,9.880289e-01,9.867449e-01
3.333333e-01,9.884132e-01,9.868016e-01
3.666667e-01,9.888197e-01,9.868733e-01
4.000000e-01,9.892432e-01,9.869601e-01
4.333333e-01,9.896782e-01,9.870618e-01
4.666667e-01,9.901182e-01,9.871762e-01
5.000000e-01,9.905568e-01,9.873009e-01
5.333333e-01,9.909869e-01,9.874327e-01
5.666667e-01,9.914021e-01,9.875675e-01
6.000000e-01,9.917960e-01,9.877013e-01
6.333333e-01,9.921613e-01,9.878295e-01
6.666667e-01,9.924932e-01,9.879480e-01
7.000000e-01,9.927868e-01,9.880530e-01
7.333333e-01,9.930361e-01,9.881407e-01
7.666667e-01,9.932389e-01,9.882089e-01
8.000000e-01,9.933923e-01,9.882557e-01
8.333333e-01,9.934927e-01,9.882792e-01
8.666667e-01,9.935402e-01,9.882797e-01
9.000000e-01,9.935344e-01,9.882579e-01
9.333333e-01,9.934740e-01,9.882142e-01
9.666667e-01,9.933618e-01,9.881513e-01
1.000000e+00,9.931995e-01,9.880719e-01
1.033333e+00,9.929885e-01,9.879788e-01
1.066667e+00,9.927338e-01,9.878760e-01
1.100000e+00,9.924395e-01,9.877675e-01
1.133333e+00,9.921094e-01,9.876567e-01
1.166667e+00,9.917497e-01,9.875476e-01
1.200000e+00,9.913660e-01,9.874434e-01
1.233333e+00,9.909633e-01,9.873465e-01
1.266667e+00,9.905480e-01,9.872589e-01
1.300000e+00,9.901258e-01,9.871814e-01
1.333333e+00,9.897018e-01,9.871142e-01
1.366667e+00,9.892817e-01,9.870565e-01
1.400000e+00,9.888704e-01,9.870071e-01
1.433333e+00,9.884732e-01,9.869641e-01
1.466667e+00,9.880944e-01,9.869256e-01
1.500000e+00,9.877387e-01,9.868897e-01
1.533333e+00,9.874109e-01,9.868541e-01
1.566667e+00,9.871146e-01,9.868176e-01
1.600000e+00,9.868536e-01,9.867792e-01
1.633333e+00,9.866324e-01,9.867381e-01
1.666667e+00,9.864530e-01,9.866946e-01
1.700000e+00,9.863182e-01,9.866494e-01
1.733333e+00,9.862311e-01,9.866037e-01
1.766667e+00,9.861923e-01,9.865596e-01
1.800000e+00,9.862027e-01,9.865194e-01
1.833333e+00,9.862640e-01,9.864859e-01
1.866667e+00,9.863749e-01,9.864620e-01
1.900000e+00,9.865347e-01,9.864506e-01
1.933333e+00,9.867430e-01,9.864549e-01
1.966667e+00,9.869965e-01,9.864770e-01
2.000000e+00,9.872925e-01,9.865186e-01
2.033333e+00,9.876281e-01,9.865811e-01
2.066667e+00,9.879980e-01,9.866639e-01
2.100000e+00,9.883971e-01,9.867661e-01
2.133333e+00,9.888196e-01,9.868858e-01
2.166667e+00,9.892586e-01,9.870195e-01
2.200000e+00,9.897074e-01,9.871634e-01
2.233333e+00,9.901582e-01,9.873130e-01
2.266667e+00,9.906043e-01,9.874636e-01
2.300000e+00,9.910386e-01,9.876104e-01
2.333333e+00,9.914532e-01,9.877483e-01
2.366667e+00,9.918429e-01,9.878737e-01
2.400000e+00,9.922021e-01,9.879830e-01
2.433333e+00,9.925241e-01,9.880728e-01
2.466667e+00,9.928059e-01,9.881417e-01
2.500000e+00,9.930440e-01,9.881888e-01
2.533333e+00,9.932333e-01,9.882127e-01
2.566667e+00,9.933735e-01,9.882151e-01
2.600000e+00,9.934633e-01,9.881974e-01
2.633333e+00,9.934996e-01,9.881607e-01
2.666667e+00,9.934848e-01,9.881087e-01
2.700000e+00,9.934197e-01,9.880445e-01
2.733333e+00,9.933041e-01,9.879711e-01
2.766667e+00,9.931420e-01,9.878924e-01
2.800000e+00,9.929366e-01,9.878121e-01
2.833333e+00,9.926896e-01,9.877324e-01
2.866667e+00,9.924065e-01,9.876568e-01
2.900000e+00,9.920916e-01,9.875870e-01
2.933333e+00,9.917476e-01,9.875233e-01
2.966667e+00,9.913804e-01,9.874665e-01
3.000000e+00,9.909944e-01,9.874162e-01
3.033333e+00,9.905932e-01,9.873700e-01
3.066667e+00,9.901824e-01,9.873269e-01
3.100000e+00,9.897667e-01,9.872850e-01
3.133333e+00,9.893503e-01,9.872408e-01
3.166667e+00,9.889390e-01,9.871935e-01
3.200000e+00,9.885376e-01,9.871413e-01
3.233333e+00,9.881512e-01,9.870816e-01
3.266667e+00,9.877852e-01,9.870153e-01
3.300000e+00,9.874444e-01,9.869424e-01
3.333333e+00,9.871340e-01,9.868622e-01
3.366667e+00,9.868584e-01,9.867778e-01
3.400000e+00,9.866217e-01,9.866913e-01
3.433333e+00,9.864284e-01,9.866043e-01
3.466667e+00,9.862812e-01,9.865214e-01
3.500000e+00,9.861831e-01,9.864460e-01
3.533333e+00,9.861369e-01,9.863815e-01
3.566667e+00,9.861437e-01,9.863322e-01
3.600000e+00,9.862043e-01,9.863018e-01
3.633333e+00,9.863193e-01,9.862927e-01
3.666667e+00,9.864872e-01,9.863076e-01
3.700000e+00,9.867063e-01,9.863476e-01
3.733333e+00,9.869737e-01,9.864125e-01
3.766667e+00,9.872854e-01,9.865014e-01
3.800000e+00,9.876364e-01,9.866120e-01
3.833333e+00,9.880207e-01,9.867406e-01
3.866667e+00,9.884322e-01,9.868832e-01
3.900000e+00,9.888642e-01,9.870351e-01
3.933333e+00,9.893083e-01,9.871906e-01
3.966667e+00,9.897583e-01,9.873450e-01
4.000000e+00,9.902074e-01,9.874936e-01
4.033333e+00,9.906468e-01,9.876310e-01
4.066667e+00,9.910717e-01,9.877543e-01
4.100000e+00,9.914763e-01,9.878609e-01
4.133333e+00,9.918527e-01,9.879470e-01
4.166667e+00,9.921980e-01,9.880131e-01
4.200000e+00,9.925082e-01,9.880590e-01
4.233333e+00,9.927764e-01,9.880835e-01
4.266667e+00,9.930025e-01,9.880899e-01
4.300000e+00,9.931840e-01,9.880802e-01
4.333333e+00,9.933161e-01,9.880554e-01
4.366667e+00,9.934010e-01,9.880205e-01
4.400000e+00,9.934384e-01,9.879787e-01
4.433333e+00,9.934255e-01,9.879316e-01
4.466667e+00,9.933665e-01,9.878841e-01
4.500000e+00,9.932627e-01,9.878388e-01
4.533333e+00,9.931131e-01,9.877959e-01
4.566667e+00,9.929229e-01,9.877583e-01
4.600000e+00,9.926944e-01,9.877263e-01
4.633333e+00,9.924276e-01,9.876974e-01
4.666667e+00,9.921282e-01,9.876722e-01
4.700000e+00,9.917992e-01,9.876487e-01
4.733333e+00,9.914416e-01,9.876222e-01
4.766667e+00,9.910619e-01,9.875924e-01
4.800000e+00,9.906643e-01,9.875569e-01
4.833333e+00,9.902512e-01,9.875106e-01
4.866667e+00,9.898298e-01,9.874544e-01
4.900000e+00,9.894056e-01,9.873873e-01
4.933333e+00,9.889824e-01,9.873057e-01
4.966667e+00,9.885677e-01,9.872131e-01
5.000000e+00,9.881674e-01,9.871105e-01
5.033333e+00,9.877861e-01,9.869971e-01
5.066667e+00,9.874309e-01,9.868786e-01
5.100000e+00,9.871072e-01,9.867584e-01
5.133333e+00,9.868196e-01,9.866380e-01
5.166667e+00,9.865738e-01,9.865244e-01
5.200000e+00,9.863743e-01,9.864221e-01
5.233333e+00,9.862243e-01,9.863337e-01
5.266667e+00,9.861278e-01,9.862654e-01
5.300000e+00,9.860871e-01,9.862208e-01
5.333333e+00,9.861028e-01,9.862010e-01
5.366667e+00,9.861758e-01,9.862093e-01
5.400000e+00,9.863054e-01,9.862459e-01
5.433333e+00,9.864886e-01,9.863086e-01
5.466667e+00,9.867229e-01,9.863966e-01
5.500000e+00,9.870045e-01,9.865066e-01
5.533333e+00,9.873266e-01,9.866329e-01
5.566667e+00,9.876849e-01,9.867723e-01
5.600000e+00,9.880735e-01,9.869195e-01
5.633333e+00,9.884835e-01,9.870676e-01
5.666667e+00,9.889103e-01,9.872133e-01
5.700000e+00,9.893476e-01,9.873525e-01
5.733333e+00,9.897858e-01,9.874789e-01
5.766667e+00,9.902215e-01,9.875917e-01
5.800000e+00,9.906488e-01,9.876890e-01
5.833333e+00,9.910584e-01,9.877669e-01
5.866667e+00,9.914485e-01,9.878277e-01
5.900000e+00,9.918144e-01,9.878720e-01
5.933333e+00,9.921475e-01,9.878983e-01
5.966667e+00,9.924482e-01,9.879116e-01
6.000000e+00,9.927131e-01,9.879145e-01
6.033333e+00,9.929352e-01,9.879071e-01
6.066667e+00,9.931169e-01,9.878953e-01
6.100000e+00,9.932566e-01,9.878823e-01
6.133333e+00,9.933489e-01,9.878678e-01
6.166667e+00,9.933975e-01,9.878569e-01
6.200000e+00,9.934023e-01,9.878510e-01
6.233333e+00,9.933587e-01,9.878475e-01
6.266667e+00,9.932716e-01,9.878492e-01
6.300000e+00,9.931417e-01,9.878550e-01
6.333333e+00,9.929655e-01,9.878593e-01
6.366667e+00,9.927488e-01,9.878631e-01
6.400000e+00,9.924935e-01,9.878636e-01
6.433333e+00,9.921976e-01,9.878535e-01
6.466667e+00,9.918686e-01,9.878342e-01
6.500000e+00,9.915101e-01,9.878033e-01
6.533333e+00,9.911223e-01,9.877539e-01
6.566667e+00,9.907141e-01,9.876896e-01
6.600000e+00,9.902909e-01,9.876100e-01
6.633333e+00,9.898547e-01,9.875103e-01
6.666667e+00,9.894154e-01,9.873969e-01
6.700000e+00,9.889793e-01,9.872721e-01
6.733333e+00,9.885496e-01,9.871338e-01
6.766667e+00,9.881363e-01,9.869909e-01
6.800000e+00,9.877457e-01,9.868478e-01
6.833333e+00,9.873817e-01,9.867046e-01
6.866667e+00,9.870532e-01,9.865713e-01
6.900000e+00,9.867658e-01,9.864527e-01
6.933333e+00,9.865223e-01,9.863494e-01
6.966667e+00,9.863297e-01,9.862698e-01
