t,c1,c2
0.000000e+00,9.862150e-01,9.866353e-01
5.000000e-03,9.862150e-01,9.866353e-01
1.000000e-02,9.862150e-01,9.866353e-01
1.500000e-02,9.862150e-01,9.866353e-01
2.000000e-02,9.862150e-01,9.866353e-01
2.500000e-02,9.862150e-01,9.866353e-01
3.000000e-02,9.862150e-01,9.866353e-01
3.500000e-02,9.862150e-01,9.866353e-01
4.000000e-02,9.862150e-01,9.866353e-01
4.500000e-02,9.862150e-01,9.866353e-01
5.000000e-02,9.862150e-01,9.866353e-01
5.500000e-02,9.862150e-01,9.866353e-01
6.000000e-02,9.862150e-01,9.866353e-01
6.500000e-02,9.862150e-01,9.866353e-01
7.000000e-02,9.862150e-01,9.866353e-01
7.500000e-02,9.862150e-01,9.866353e-01
8.000000e-02,9.862150e-01,9.866353e-01
8.500000e-02,9.862150e-01,9.866353e-01
9.000000e-02,9.862150e-01,9.866353e-01
9.500000e-02,9.862150e-01,9.866353e-01
1.000000e-01,3.306771e-06,6.988723e-01
1.055556e-01,3.306554e-06,6.988724e-01
1.111111e-01,3.306108e-06,6.988727e-01
1.166667e-01,3.305433e-06,6.988731e-01
1.222222e-01,3.304526e-06,6.988737e-01
1.277778e-01,3.303388e-06,6.988744e-01
1.333333e-01,3.302016e-06,6.988753e-01
1.388889e-01,3.300408e-06,6.988763e-01
1.444444e-01,3.298561e-06,6.988775e-01
1.500000e-01,9.188633e-01,8.342298e-01
1.550000e-01,9.185486e-01,8.341406e-01
1.600000e-01,9.182297e-01,8.340488e-01
1.650000e-01,9.179066e-01,8.339542e-01
1.700000e-01,9.175793e-01,8.338569e-01
1.750000e-01,9.172476e-01,8.337568e-01
1.800000e-01,9.169115e-01,8.336538e-01
1.850000e-01,9.165710e-01,8.335479e-01
1.900000e-01,9.162260e-01,8.334390e-01
1.950000e-01,9.158765e-01,8.333271e-01
2.000000e-01,9.877767e-01,9.846716e-01
2.166667e-01,9.857917e-01,9.840279e-01
2.333333e-01,9.837184e-01,9.833167e-01
2.500000e-01,9.815603e-01,9.825369e-01
2.666667e-01,9.792607e-01,9.816723e-01
2.833333e-01,9.768842e-01,9.807393e-01
3.000000e-01,9.744361e-01,9.797385e-01
3.166667e-01,9.718613e-01,9.786570e-01
3.333333e-01,9.692268e-01,9.775119e-01
3.500000e-01,9.665390e-01,9.763059e-01
3.666667e-01,9.637447e-01,9.750287e-01
3.833333e-01,9.609112e-01,9.736981e-01
4.000000e-01,9.580455e-01,9.723179e-01
4.166667e-01,9.550958e-01,9.708805e-01
4.333333e-01,9.521289e-01,9.694032e-01
4.500000e-01,9.491518e-01,9.678908e-01
4.666667e-01,9.461139e-01,9.663374e-01
4.833333e-01,9.430809e-01,9.647596e-01
5.000000e-01,9.400600e-01,9.631626e-01
5.166667e-01,9.370011e-01,9.615409e-01
5.333333e-01,9.339693e-01,9.599106e-01
5.500000e-01,9.309721e-01,9.582770e-01
5.666667e-01,9.279595e-01,9.566338e-01
5.833333e-01,9.249965e-01,9.549969e-01
6.000000e-01,9.220908e-01,9.533715e-01
6.166667e-01,9.191923e-01,9.517492e-01
6.333333e-01,9.163662e-01,9.501466e-01
6.500000e-01,9.136202e-01,9.485688e-01
6.666667e-01,9.109029e-01,9.470038e-01
6.833333e-01,9.082801e-01,9.454702e-01
7.000000e-01,9.057592e-01,9.439732e-01
7.166667e-01,9.032860e-01,9.424955e-01
7.333333e-01,9.009270e-01,9.410598e-01
7.500000e-01,8.986890e-01,9.396710e-01
7.666667e-01,8.965129e-01,9.383057e-01
7.833333e-01,8.944666e-01,9.369919e-01
8.000000e-01,8.925558e-01,9.357350e-01
8.166667e-01,8.907146e-01,9.345034e-01
8.333333e-01,8.890137e-01,9.333326e-01
8.500000e-01,8.874570e-01,9.322288e-01
8.666667e-01,8.859711e-01,9.311506e-01
8.833333e-01,8.846304e-01,9.301431e-01
9.000000e-01,8.834376e-01,9.292130e-01
9.166667e-01,8.823108e-01,9.283080e-01
9.333333e-01,8.813301e-01,9.274841e-01
9.500000e-01,8.804971e-01,9.267491e-01
9.666667e-01,8.797221e-01,9.260374e-01
9.833333e-01,8.790917e-01,9.254185e-01
1.000000e+00,8.786077e-01,9.249009e-01
1.016667e+00,8.781726e-01,9.244039e-01
1.033333e+00,8.778810e-01,9.240120e-01
1.050000e+00,8.777347e-01,9.237345e-01
1.066667e+00,8.776300e-01,9.234734e-01
1.083333e+00,8.776690e-01,9.233301e-01
1.100000e+00,8.778539e-01,9.233142e-01
1.116667e+00,8.780751e-01,9.233084e-01
1.133333e+00,8.784419e-01,9.234325e-01
1.150000e+00,8.789569e-01,9.236965e-01
1.166667e+00,8.795046e-01,9.239610e-01
1.183333e+00,8.802004e-01,9.243660e-01
1.200000e+00,8.810470e-01,9.249214e-01
1.216667e+00,8.819223e-01,9.254636e-01
1.233333e+00,8.829476e-01,9.261543e-01
1.250000e+00,8.841248e-01,9.270031e-01
1.266667e+00,8.853248e-01,9.278195e-01
1.283333e+00,8.866742e-01,9.287891e-01
1.300000e+00,8.881743e-01,9.299202e-01
1.316667e+00,8.896880e-01,9.309941e-01
1.333333e+00,8.913477e-01,9.322214e-01
1.350000e+00,8.931539e-01,9.336092e-01
1.366667e+00,8.949611e-01,9.349094e-01
1.383333e+00,8.969084e-01,9.363586e-01
1.400000e+00,8.989959e-01,9.379627e-01
1.416667e+00,9.010691e-01,9.394440e-01
1.433333e+00,9.032751e-01,9.410661e-01
1.450000e+00,9.056138e-01,9.428334e-01
1.466667e+00,9.079216e-01,9.444399e-01
1.483333e+00,9.103542e-01,9.461759e-01
1.500000e+00,9.129121e-01,9.480450e-01
1.516667e+00,9.154213e-01,9.497144e-01
1.533333e+00,9.180474e-01,9.515009e-01
1.550000e+00,9.207910e-01,9.534070e-01
1.566667e+00,9.234669e-01,9.550763e-01
1.583333e+00,9.262510e-01,9.568502e-01
1.600000e+00,9.291437e-01,9.587306e-01
1.616667e+00,9.319472e-01,9.603411e-01
1.633333e+00,9.348483e-01,9.620447e-01
1.650000e+00,9.378464e-01,9.638431e-01
1.666667e+00,9.407298e-01,9.653435e-01
1.683333e+00,9.436967e-01,9.669276e-01
1.700000e+00,9.467456e-01,9.685966e-01
1.716667e+00,9.496496e-01,9.699457e-01
1.733333e+00,9.526193e-01,9.713713e-01
1.750000e+00,9.556520e-01,9.728738e-01
1.766667e+00,9.585059e-01,9.740412e-01
1.783333e+00,9.614048e-01,9.752800e-01
1.800000e+00,9.643456e-01,9.765903e-01
1.816667e+00,9.670724e-01,9.775568e-01
1.833333e+00,9.698231e-01,9.785923e-01
1.850000e+00,9.725949e-01,9.796965e-01
1.866667e+00,9.751199e-01,9.804552e-01
1.883333e+00,9.776502e-01,9.812830e-01
1.900000e+00,9.801842e-01,9.821796e-01
1.916667e+00,9.824442e-01,9.827357e-01
1.933333e+00,9.846961e-01,9.833641e-01
1.950000e+00,9.869398e-01,9.840644e-01
1.966667e+00,9.888897e-01,9.844355e-01
1.983333e+00,9.908242e-01,9.848846e-01
2.000000e+00,9.927447e-01,9.854112e-01
2.016667e+00,9.943587e-01,9.856250e-01
2.033333e+00,9.959552e-01,9.859243e-01
2.050000e+00,9.975366e-01,9.863081e-01
2.066667e+00,9.988039e-01,9.863988e-01
2.083333e+00,1.000055e+00,9.865828e-01
2.100000e+00,1.001292e+00,9.868587e-01
2.116667e+00,1.002210e+00,9.868619e-01
2.133333e+00,1.003113e+00,9.869653e-01
2.150000e+00,1.004006e+00,9.871666e-01
2.166667e+00,1.004573e+00,9.871145e-01
2.183333e+00,1.005129e+00,9.871669e-01
2.200000e+00,1.005675e+00,9.873207e-01
2.216667e+00,1.005892e+00,9.872376e-01
2.233333e+00,1.006099e+00,9.872602e-01
2.250000e+00,1.006301e+00,9.873841e-01
2.266667e+00,1.006168e+00,9.872839e-01
2.283333e+00,1.006030e+00,9.872869e-01
2.300000e+00,1.005892e+00,9.873876e-01
