t,y1b3,y1b13,y2b3,y2b13
3.166667e+00,-4.686060e-04,-9.151242e-05,-1.174447e-04,-5.674134e-04
3.200000e+00,-4.637095e-04,-9.098086e-05,-1.215018e-04,-5.670904e-04
3.233333e+00,-4.530433e-04,-8.835201e-05,-1.314543e-04,-5.688849e-04
3.266667e+00,-4.368698e-04,-8.367927e-05,-1.471622e-04,-5.728243e-04
3.300000e+00,-4.155581e-04,-7.705368e-05,-1.683803e-04,-5.788973e-04
3.333333e+00,-3.895722e-04,-6.860154e-05,-1.947618e-04,-5.870508e-04
3.366667e+00,-3.594567e-04,-5.848125e-05,-2.258639e-04,-5.971880e-04
3.400000e+00,-3.258220e-04,-4.687972e-05,-2.611551e-04,-6.091683e-04
3.433333e+00,-2.893281e-04,-3.400827e-05,-3.000246e-04,-6.228076e-04
3.466667e+00,-2.506690e-04,-2.009836e-05,-3.417929e-04,-6.378808e-04
3.500000e+00,-2.105572e-04,-5.397092e-06,-3.857243e-04,-6.541254e-04
3.533333e+00,-1.697093e-04,9.837358e-06,-4.310398e-04,-6.712463e-04
3.566667e+00,-1.288331e-04,2.534021e-05,-4.769317e-04,-6.889219e-04
3.600000e+00,-8.861559e-05,4.084451e-05,-5.225780e-04,-7.068118e-04
3.633333e+00,-4.971336e-05,5.608537e-05,-5.671579e-04,-7.245640e-04
3.666667e+00,-1.274431e-05,7.080406e-05,-6.098663e-04,-7.418239e-04
3.700000e+00,2.171887e-05,8.475178e-05,-6.499292e-04,-7.582426e-04
3.733333e+00,5.315370e-05,9.769327e-05,-6.866170e-04,-7.734858e-04
3.766667e+00,8.109159e-05,1.094101e-04,-7.192583e-04,-7.872414e-04
3.800000e+00,1.051204e-04,1.197036e-04,-7.472520e-04,-7.992279e-04
3.833333e+00,1.248865e-04,1.283979e-04,-7.700777e-04,-8.091999e-04
3.866667e+00,1.400958e-04,1.353418e-04,-7.873058e-04,-8.169550e-04
3.900000e+00,1.505150e-04,1.404115e-04,-7.986048e-04,-8.223370e-04
3.933333e+00,1.559730e-04,1.435122e-04,-8.037475e-04,-8.252399e-04
3.966667e+00,1.563618e-04,1.445798e-04,-8.026150e-04,-8.256091e-04
4.000000e+00,1.516382e-04,1.435819e-04,-7.951994e-04,-8.234420e-04
4.033333e+00,1.418255e-04,1.405190e-04,-7.816039e-04,-8.187869e-04
4.066667e+00,1.270156e-04,1.354250e-04,-7.620414e-04,-8.117411e-04
4.100000e+00,1.073710e-04,1.283672e-04,-7.368313e-04,-8.024472e-04
4.133333e+00,8.312664e-05,1.194463e-04,-7.063938e-04,-7.910896e-04
4.166667e+00,5.459105e-05,1.087955e-04,-6.712437e-04,-7.778893e-04
4.200000e+00,2.214711e-05,9.657921e-05,-6.319813e-04,-7.630984e-04
4.233333e+00,-1.374863e-05,8.299109e-05,-5.892825e-04,-7.469944e-04
4.266667e+00,-5.256797e-05,6.825197e-05,-5.438876e-04,-7.298747e-04
4.300000e+00,-9.371486e-05,5.260662e-05,-4.965886e-04,-7.120500e-04
4.333333e+00,-1.365312e-04,3.632026e-05,-4.482160e-04,-6.938386e-04
4.366667e+00,-1.803045e-04,1.967444e-05,-3.996239e-04,-6.755612e-04
4.400000e+00,-2.242783e-04,2.962388e-06,-3.516760e-04,-6.575352e-04
4.433333e+00,-2.676643e-04,-1.351604e-05,-3.052296e-04,-6.400697e-04
4.466667e+00,-3.096564e-04,-2.945981e-05,-2.611214e-04,-6.234613e-04
4.500000e+00,-3.494471e-04,-4.457243e-05,-2.201518e-04,-6.079897e-04
4.533333e+00,-3.862443e-04,-5.856775e-05,-1.830706e-04,-5.939141e-04
4.566667e+00,-4.192899e-04,-7.117586e-05,-1.505634e-04,-5.814697e-04
4.600000e+00,-4.478784e-04,-8.214873e-05,-1.232385e-04,-5.708651e-04
4.633333e+00,-4.713748e-04,-9.126570e-05,-1.016159e-04,-5.622795e-04
4.666667e+00,-4.892324e-04,-9.833844e-05,-8.611643e-05,-5.558602e-04
4.700000e+00,-5.010083e-04,-1.032154e-04,-7.705414e-05,-5.517210e-04
4.733333e+00,-5.063776e-04,-1.057853e-04,-7.462920e-05,-5.499405e-04
4.766667e+00,-5.051438e-04,-1.059806e-04,-7.892358e-05,-5.505603e-04
4.800000e+00,-4.972470e-04,-1.037786e-04,-8.989868e-05,-5.535847e-04
4.833333e+00,-4.827684e-04,-9.920321e-05,-1.073951e-04,-5.589794e-04
4.866667e+00,-4.619306e-04,-9.232455e-05,-1.311345e-04,-5.666719e-04
4.900000e+00,-4.350946e-04,-8.325787e-05,-1.607245e-04,-5.765512e-04
4.933333e+00,-4.027523e-04,-7.216155e-05,-1.956643e-04,-5.884692e-04
4.966667e+00,-3.655165e-04,-5.923402e-05,-2.353538e-04,-6.022414e-04
5.000000e+00,-3.241065e-04,-4.470976e-05,-2.791038e-04,-6.176495e-04
5.033333e+00,-2.793312e-04,-2.885458e-05,-3.261484e-04,-6.344439e-04
5.066667e+00,-2.320703e-04,-1.196020e-05,-3.756583e-04,-6.523468e-04
5.100000e+00,-1.832530e-04,5.661708e-06,-4.267559e-04,-6.710565e-04
5.133333e+00,-1.338367e-04,2.368585e-05,-4.785314e-04,-6.902521e-04
5.166667e+00,-8.478434e-05,4.177985e-05,-5.300587e-04,-7.095983e-04
5.200000e+00,-3.704273e-05,5.961086e-05,-5.804128e-04,-7.287518e-04
5.233333e+00,8.478218e-06,7.685204e-05,-6.286864e-04,-7.473669e-04
5.266667e+00,5.092474e-05,9.318886e-05,-6.740064e-04,-7.651026e-04
5.300000e+00,8.951640e-05,1.083249e-04,-7.155495e-04,-7.816285e-04
5.333333e+00,1.235606e-04,1.219873e-04,-7.525578e-04,-7.966320e-04
5.366667e+00,1.524647e-04,1.339317e-04,-7.843519e-04,-8.098244e-04
5.400000e+00,1.757443e-04,1.439457e-04,-8.103435e-04,-8.209473e-04
5.433333e+00,1.930300e-04,1.518533e-04,-8.300462e-04,-8.297780e-04
5.466667e+00,2.040694e-04,1.575166e-04,-8.430837e-04,-8.361343e-04
5.500000e+00,2.087280e-04,1.608381e-04,-8.491973e-04,-8.398792e-04
5.533333e+00,2.069868e-04,1.617618e-04,-8.482504e-04,-8.409238e-04
5.566667e+00,1.989374e-04,1.602735e-04,-8.402308e-04,-8.392293e-04
5.600000e+00,1.847762e-04,1.564002e-04,-8.252516e-04,-8.348090e-04
5.633333e+00,1.647966e-04,1.502098e-04,-8.035490e-04,-8.277276e-04
5.666667e+00,1.393800e-04,1.418088e-04,-7.754787e-04,-8.181006e-04
5.700000e+00,1.089870e-04,1.313406e-04,-7.415098e-04,-8.060921e-04
5.733333e+00,7.414731e-05,1.189825e-04,-7.022173e-04,-7.919118e-04
5.766667e+00,3.545019e-05,1.049433e-04,-6.582718e-04,-7.758110e-04
5.800000e+00,-6.465126e-06,8.945919e-05,-6.104287e-04,-7.580773e-04
5.833333e+00,-5.091873e-05,7.279036e-05,-5.595155e-04,-7.390296e-04
5.866667e+00,-9.719897e-05,5.521699e-05,-5.064172e-04,-7.190115e-04
5.900000e+00,-1.445711e-04,3.703491e-05,-4.520619e-04,-6.983849e-04
5.933333e+00,-1.922855e-04,1.855119e-05,-3.974047e-04,-6.775230e-04
5.966667e+00,-2.395862e-04,7.949086e-08,-3.434113e-04,-6.568034e-04
6.000000e+00,-2.857187e-04,-1.806465e-05,-2.910413e-04,-6.366006e-04
6.033333e+00,-3.299385e-04,-3.556864e-05,-2.412317e-04,-6.172801e-04
6.066667e+00,-3.715197e-04,-5.212774e-05,-1.948803e-04,-5.991908e-04
6.100000e+00,-4.097640e-04,-6.744991e-05,-1.528295e-04,-5.826595e-04
6.133333e+00,-4.440102e-04,-8.126064e-05,-1.158519e-04,-5.679846e-04
6.166667e+00,-4.736439e-04,-9.330763e-05,-8.463534e-05,-5.554318e-04
6.200000e+00,-4.981079e-04,-1.033654e-04,-5.977078e-05,-5.452287e-04
6.233333e+00,-5.169131e-04,-1.112393e-04,-4.174064e-05,-5.375617e-04
6.266667e+00,-5.296486e-04,-1.167698e-04,-3.090946e-05,-5.325726e-04
6.300000e+00,-5.359924e-04,-1.198358e-04,-2.751633e-05,-5.303566e-04
6.333333e+00,-5.357210e-04,-1.203571e-04,-3.166951e-05,-5.309604e-04
6.366667e+00,-5.287185e-04,-1.182978e-04,-4.334326e-05,-5.343820e-04
6.400000e+00,-5.149840e-04,-1.136669e-04,-6.237704e-05,-5.405706e-04
6.433333e+00,-4.946374e-04,-1.065198e-04,-8.847720e-05,-5.494272e-04
6.466667e+00,-4.679226e-04,-9.695788e-05,-1.212210e-04,-5.608065e-04
6.500000e+00,-4.352089e-04,-8.512821e-05,-1.600632e-04,-5.745192e-04
6.533333e+00,-3.969892e-04,-7.122128e-05,-2.043447e-04,-5.903351e-04
6.566667e+00,-3.538746e-04,-5.546853e-05,-2.533037e-04,-6.079865e-04
6.600000e+00,-3.065871e-04,-3.813871e-05,-3.060887e-04,-6.271728e-04
6.633333e+00,-2.559479e-04,-1.953343e-05,-3.617732e-04,-6.475652e-04
6.666667e+00,-2.028638e-04,1.809797e-08,-4.193724e-04,-6.688121e-04
6.700000e+00,-1.483094e-04,2.016504e-05,-4.778603e-04,-6.905448e-04
6.733333e+00,-9.330860e-05,4.054144e-05,-5.361890e-04,-7.123838e-04
6.766667e+00,-3.891269e-05,6.077326e-05,-5.933070e-04,-7.339450e-04
6.800000e+00,1.382207e-05,8.048565e-05,-6.481790e-04,-7.548462e-04
6.833333e+00,6.385806e-05,9.931036e-05,-6.998051e-04,-7.747141e-04
6.866667e+00,1.101998e-04,1.168932e-04,-7.472389e-04,-7.931905e-04
6.900000e+00,1.519170e-04,1.329010e-04,-7.896057e-04,-8.099387e-04
6.933333e+00,1.881659e-04,1.470286e-04,-8.261184e-04,-8.246501e-04
6.966667e+00,2.182095e-04,1.590050e-04,-8.560928e-04,-8.370496e-04
7.000000e+00,2.414341e-04,1.685989e-04,-8.789600e-04,-8.469006e-04
7.033333e+00,2.573638e-04,1.756233e-04,-8.942775e-04,-8.540106e-04
7.066667e+00,2.656709e-04,1.799393e-04,-9.017376e-04,-8.582341e-04
7.100000e+00,2.661827e-04,1.814590e-04,-9.011732e-04,-8.594763e-04
7.133333e+00,2.588849e-04,1.801466e-04,-8.925613e-04,-8.576953e-04
7.166667e+00,2.439200e-04,1.760199e-04,-8.760237e-04,-8.529032e-04
7.200000e+00,2.215831e-04,1.691488e-04,-8.518249e-04,-8.451666e-04
7.233333e+00,1.923134e-04,1.596544e-04,-8.203676e-04,-8.346056e-04
7.266667e+00,1.566827e-04,1.477060e-04,-7.821858e-04,-8.213926e-04
7.300000e+00,1.153810e-04,1.335178e-04,-7.379351e-04,-8.057489e-04
7.333333e+00,6.920029e-05,1.173444e-04,-6.883814e-04,-7.879416e-04
7.366667e+00,1.901575e-05,9.947589e-05,-6.343872e-04,-7.682785e-04
7.400000e+00,-3.423325e-05,8.023212e-05,-5.768964e-04,-7.471032e-04
7.433333e+00,-8.956327e-05,5.995666e-05,-5.169179e-04,-7.247884e-04
7.466667e+00,-1.459668e-04,3.901038e-05,-4.555077e-04,-7.017299e-04
7.500000e+00,-2.024316e-04,1.776488e-05,-3.937504e-04,-6.783389e-04
7.533333e+00,-2.579596e-04,-3.404131e-06,-3.327404e-04,-6.550347e-04
7.566667e+00,-3.115838e-04,-2.412339e-05,-2.735625e-04,-6.322370e-04
7.600000e+00,-3.623843e-04,-4.402848e-05,-2.172733e-04,-6.103584e-04
7.633333e+00,-4.095018e-04,-6.276993e-05,-1.648822e-04,-5.897964e-04
7.666667e+00,-4.521504e-04,-8.001895e-05,-1.173344e-04,-5.709266e-04
7.700000e+00,-4.896272e-04,-9.547276e-05,-7.549383e-05,-5.540955e-04
7.733333e+00,-5.213211e-04,-1.088594e-04,-4.012782e-05,-5.396143e-04
7.766667e+00,-5.467191e-04,-1.199420e-04,-1.189372e-05,-5.277529e-04
7.800000e+00,-5.654117e-04,-1.285224e-04,8.673164e-06,-5.187353e-04
7.833333e+00,-5.770961e-04,-1.344445e-04,2.116942e-05,-5.127352e-04
7.866667e+00,-5.815790e-04,-1.375965e-04,2.533121e-05,-5.098731e-04
7.900000e+00,-5.787774e-04,-1.379127e-04,2.103963e-05,-5.102136e-04
7.933333e+00,-5.687191e-04,-1.353746e-04,8.323733e-06,-5.137644e-04
7.966667e+00,-5.515417e-04,-1.300118e-04,-1.263908e-05,-5.204762e-04
8.000000e+00,-5.274915e-04,-1.219012e-04,-4.152507e-05,-5.302431e-04
8.033333e+00,-4.969204e-04,-1.111664e-04,-7.786872e-05,-5.429045e-04
8.066667e+00,-4.602831e-04,-9.797640e-05,-1.210698e-04,-5.582479e-04
8.100000e+00,-4.181326e-04,-8.254275e-05,-1.704030e-04,-5.760123e-04
8.133333e+00,-3.711148e-04,-6.511711e-05,-2.250291e-04,-5.958927e-04
8.166667e+00,-3.199619e-04,-4.598744e-05,-2.840096e-04,-6.175456e-04
8.200000e+00,-2.654841e-04,-2.547381e-05,-3.463218e-04,-6.405945e-04
8.233333e+00,-2.085604e-04,-3.923530e-06,-4.108765e-04,-6.646365e-04
8.266667e+00,-1.501274e-04,1.829424e-05,-4.765366e-04,-6.892494e-04
8.300000e+00,-9.116642e-05,4.079441e-05,-5.421371e-04,-7.139989e-04
8.333333e+00,-3.268941e-05,6.318235e-05,-6.065058e-04,-7.384459e-04
8.366667e+00,2.427710e-05,8.506053e-05,-6.684839e-04,-7.621549e-04
8.400000e+00,7.870917e-05,1.060355e-04,-7.269473e-04,-7.847006e-04
8.433333e+00,1.296038e-04,1.257251e-04,-7.808269e-04,-8.056766e-04
8.466667e+00,1.759980e-04,1.437652e-04,-8.291287e-04,-8.247016e-04
8.500000e+00,2.169885e-04,1.598169e-04,-8.709523e-04,-8.414270e-04
8.533333e+00,2.517508e-04,1.735733e-04,-9.055079e-04,-8.555428e-04
8.566667e+00,2.795585e-04,1.847653e-04,-9.321317e-04,-8.667836e-04
8.600000e+00,2.998003e-04,1.931679e-04,-9.502989e-04,-8.749335e-04
8.633333e+00,3.119966e-04,1.986043e-04,-9.596342e-04,-8.798301e-04
8.666667e+00,3.158128e-04,2.009508e-04,-9.599199e-04,-8.813680e-04
8.700000e+00,3.110704e-04,2.001393e-04,-9.511009e-04,-8.795010e-04
8.733333e+00,2.977546e-04,1.961600e-04,-9.332863e-04,-8.742434e-04
8.766667e+00,2.760185e-04,1.890617e-04,-9.067491e-04,-8.656698e-04
8.800000e+00,2.461835e-04,1.789518e-04,-8.719215e-04,-8.539147e-04
8.833333e+00,2.087357e-04,1.659950e-04,-8.293881e-04,-8.391702e-04
8.866667e+00,1.643182e-04,1.504106e-04,-7.798759e-04,-8.216831e-04
8.900000e+00,1.137195e-04,1.324684e-04,-7.242415e-04,-8.017506e-04
8.933333e+00,5.785845e-05,1.124844e-04,-6.634563e-04,-7.797158e-04
8.966667e+00,-2.234056e-06,9.081437e-05,-5.985886e-04,-7.559611e-04
9.000000e+00,-6.543667e-05,6.784767e-05,-5.307852e-04,-7.309023e-04
9.033333e+00,-1.305609e-04,4.399948e-05,-4.612504e-04,-7.049807e-04
9.066667e+00,-1.963764e-04,1.970301e-05,-3.912241e-04,-6.786558e-04
9.100000e+00,-2.616368e-04,-4.598823e-06,-3.219598e-04,-6.523966e-04
9.133333e+00,-3.251064e-04,-2.846191e-05,-2.547017e-04,-6.266736e-04
9.166667e+00,-3.855860e-04,-5.144946e-05,-1.906625e-04,-6.019503e-04
9.200000e+00,-4.419373e-04,-7.314024e-05,-1.310011e-04,-5.786743e-04
9.233333e+00,-4.931063e-04,-9.313663e-05,-7.680199e-05,-5.572699e-04
9.266667e+00,-5.381438e-04,-1.110719e-04,-2.905556e-05,-5.381296e-04
9.300000e+00,-5.762233e-04,-1.266172e-04,1.135970e-05,-5.216075e-04
9.333333e+00,-6.066560e-04,-1.394871e-04,4.369311e-05,-5.080120e-04
9.366667e+00,-6.289019e-04,-1.494451e-04,6.733535e-05,-4.976010e-04
9.400000e+00,-6.425781e-04,-1.563075e-04,8.182953e-05,-4.905762e-04
9.433333e+00,-6.474629e-04,-1.599464e-04,8.687959e-05,-4.870796e-04
9.466667e+00,-6.434973e-04,-1.602916e-04,8.235582e-05,-4.871909e-04
9.500000e+00,-6.307823e-04,-1.573319e-04,6.829756e-05,-4.909254e-04
9.533333e+00,-6.095738e-04,-1.511143e-04,4.491290e-05,-4.982337e-04
9.566667e+00,-5.802748e-04,-1.417436e-04,1.257549e-05,-5.090025e-04
9.600000e+00,-5.434252e-04,-1.293796e-04,-2.818151e-05,-5.230560e-04
9.633333e+00,-4.996892e-04,-1.142342e-04,-7.667427e-05,-5.401593e-04
9.666667e+00,-4.498423e-04,-9.656784e-05,-1.320796e-04,-5.600217e-04
9.700000e+00,-3.947559e-04,-7.668447e-05,-1.934491e-04,-5.823024e-04
9.733333e+00,-3.353816e-04,-5.492647e-05,-2.597245e-04,-6.066158e-04
9.766667e+00,-2.727352e-04,-3.166874e-05,-3.297564e-04,-6.325385e-04
9.800000e+00,-2.078798e-04,-7.312425e-06,-4.023234e-04,-6.596163e-04
9.833333e+00,-1.419097e-04,1.772177e-05,-4.761530e-04,-6.873728e-04
9.866667e+00,-7.593377e-05,4.300050e-05,-5.499438e-04,-7.153169e-04
9.900000e+00,-1.105910e-05,6.808491e-05,-6.223877e-04,-7.429520e-04
9.933333e+00,5.162446e-05,9.253781e-05,-6.921928e-04,-7.697847e-04
9.966667e+00,1.110599e-04,1.159308e-04,-7.581064e-04,-7.953331e-04
1.000000e+01,1.662382e-04,1.378515e-04,-8.189367e-04,-8.191362e-04
1.003333e+01,2.162121e-04,1.579101e-04,-8.735746e-04,-8.407613e-04
1.006667e+01,2.601111e-04,1.757462e-04,-9.210132e-04,-8.598122e-04
1.010000e+01,2.971537e-04,1.910350e-04,-9.603670e-04,-8.759365e-04
1.013333e+01,3.266607e-04,2.034929e-04,-9.908881e-04,-8.888318e-04
1.016667e+01,3.480667e-04,2.128827e-04,-1.011980e-03,-8.982516e-04
1.020000e+01,3.609310e-04,2.190180e-04,-1.023211e-03,-9.040096e-04
1.023333e+01,3.649468e-04,2.217672e-04,-1.024321e-03,-9.059837e-04
1.026667e+01,3.599497e-04,2.210563e-04,-1.015228e-03,-9.041185e-04
1.030000e+01,3.459238e-04,2.168708e-04,-9.960340e-04,-8.984265e-04
1.033333e+01,3.230063e-04,2.092572e-04,-9.670199e-04,-8.889885e-04
1.036667e+01,2.914894e-04,1.983227e-04,-9.286454e-04,-8.759523e-04
1.040000e+01,2.518200e-04,1.842343e-04,-8.815406e-04,-8.595308e-04
1.043333e+01,2.045964e-04,1.672170e-04,-8.264966e-04,-8.399985e-04
1.046667e+01,1.505624e-04,1.475502e-04,-7.644523e-04,-8.176870e-04
1.050000e+01,9.059798e-05,1.255640e-04,-6.964784e-04,-7.929793e-04
1.053333e+01,2.570688e-05,1.016335e-04,-6.237594e-04,-7.663037e-04
1.056667e+01,-4.299845e-05,7.617307e-05,-5.475725e-04,-7.381256e-04
1.060000e+01,-1.143152e-04,4.962905e-05,-4.692653e-04,-7.089406e-04
1.063333e+01,-1.869711e-04,2.247195e-05,-3.902317e-04,-6.792646e-04
1.066667e+01,-2.596474e-04,-4.811870e-06,-3.118870e-04,-6.496254e-04
1.070000e+01,-3.310040e-04,-3.172914e-05,-2.356421e-04,-6.205533e-04
1.073333e+01,-3.997056e-04,-5.778879e-05,-1.628779e-04,-5.925711e-04
1.076667e+01,-4.644487e-04,-8.251128e-05,-9.491999e-05,-5.661851e-04
