t,y1b3,y1b13,y2b3,y2b13
1.266667e+00,-7.566140e-05,-8.326871e-05,5.119335e-05,5.850041e-05
1.300000e+00,-7.749512e-05,-8.584085e-05,5.369208e-05,6.168314e-05
1.333333e+00,-7.929528e-05,-8.827899e-05,5.624302e-05,6.482476e-05
1.366667e+00,-8.106320e-05,-9.057511e-05,5.884379e-05,6.791409e-05
1.400000e+00,-8.280087e-05,-9.272291e-05,6.149170e-05,7.094056e-05
1.433333e+00,-8.451067e-05,-9.471785e-05,6.418377e-05,7.389442e-05
1.466667e+00,-8.619523e-05,-9.655717e-05,6.691677e-05,7.676706e-05
1.500000e+00,-8.785716e-05,-9.823984e-05,6.968730e-05,7.955127e-05
1.533333e+00,-8.949885e-05,-9.976651e-05,7.249183e-05,8.224146e-05
1.566667e+00,-9.112227e-05,-1.011395e-04,7.532674e-05,8.483391e-05
1.600000e+00,-9.272877e-05,-1.023625e-04,7.818840e-05,8.732690e-05
1.633333e+00,-9.431895e-05,-1.034408e-04,8.107322e-05,8.972086e-05
1.666667e+00,-9.589255e-05,-1.043809e-04,8.397770e-05,9.201843e-05
1.700000e+00,-9.744842e-05,-1.051905e-04,8.689849e-05,9.422445e-05
1.733333e+00,-9.898447e-05,-1.058782e-04,8.983242e-05,9.634589e-05
1.766667e+00,-1.004978e-04,-1.064538e-04,9.277656e-05,9.839175e-05
1.800000e+00,-1.019847e-04,-1.069274e-04,9.572824e-05,1.003729e-04
1.833333e+00,-1.034408e-04,-1.073103e-04,9.868505e-05,1.023017e-04
1.866667e+00,-1.048613e-04,-1.076139e-04,1.016449e-04,1.041919e-04
1.900000e+00,-1.062412e-04,-1.078502e-04,1.046061e-04,1.060584e-04
1.933333e+00,-1.075754e-04,-1.080313e-04,1.075671e-04,1.079164e-04
1.966667e+00,-1.088590e-04,-1.081696e-04,1.105267e-04,1.097818e-04
2.000000e+00,-1.100873e-04,-1.082775e-04,1.134842e-04,1.116704e-04
2.033333e+00,-1.112564e-04,-1.083671e-04,1.164389e-04,1.135973e-04
2.066667e+00,-1.123629e-04,-1.084506e-04,1.193907e-04,1.155774e-04
2.100000e+00,-1.134046e-04,-1.085396e-04,1.223394e-04,1.176244e-04
2.133333e+00,-1.143799e-04,-1.086453e-04,1.252854e-04,1.197507e-04
2.166667e+00,-1.152884e-04,-1.087785e-04,1.282290e-04,1.219675e-04
2.200000e+00,-1.161309e-04,-1.089491e-04,1.311709e-04,1.242843e-04
2.233333e+00,-1.169090e-04,-1.091663e-04,1.341119e-04,1.267089e-04
2.266667e+00,-1.176253e-04,-1.094383e-04,1.370531e-04,1.292475e-04
2.300000e+00,-1.182832e-04,-1.097724e-04,1.399955e-04,1.319045e-04
2.333333e+00,-1.188870e-04,-1.101747e-04,1.429405e-04,1.346826e-04
2.366667e+00,-1.194413e-04,-1.106500e-04,1.458894e-04,1.375828e-04
2.400000e+00,-1.199512e-04,-1.112020e-04,1.488437e-04,1.406045e-04
2.433333e+00,-1.204219e-04,-1.118329e-04,1.518051e-04,1.437460e-04
2.466667e+00,-1.208589e-04,-1.125435e-04,1.547752e-04,1.470040e-04
2.500000e+00,-1.212671e-04,-1.133332e-04,1.577557e-04,1.503740e-04
2.533333e+00,-1.216514e-04,-1.141998e-04,1.607484e-04,1.538507e-04
2.566667e+00,-1.220161e-04,-1.151398e-04,1.637553e-04,1.574279e-04
2.600000e+00,-1.223652e-04,-1.161484e-04,1.667781e-04,1.610987e-04
2.633333e+00,-1.227017e-04,-1.172191e-04,1.698188e-04,1.648555e-04
2.666667e+00,-1.230281e-04,-1.183444e-04,1.728791e-04,1.686902e-04
2.700000e+00,-1.233464e-04,-1.195156e-04,1.759610e-04,1.725944e-04
2.733333e+00,-1.236576e-04,-1.207229e-04,1.790661e-04,1.765594e-04
2.766667e+00,-1.239623e-04,-1.219556e-04,1.821962e-04,1.805762e-04
2.800000e+00,-1.242606e-04,-1.232023e-04,1.853527e-04,1.846356e-04
2.833333e+00,-1.245520e-04,-1.244511e-04,1.885371e-04,1.887283e-04
2.866667e+00,-1.248356e-04,-1.256897e-04,1.917506e-04,1.928448e-04
2.900000e+00,-1.251104e-04,-1.269056e-04,1.949943e-04,1.969757e-04
2.933333e+00,-1.253751e-04,-1.280861e-04,1.982689e-04,2.011114e-04
2.966667e+00,-1.256284e-04,-1.292192e-04,2.015751e-04,2.052425e-04
3.000000e+00,-1.258691e-04,-1.302929e-04,2.049131e-04,2.093597e-04
3.033333e+00,-1.260959e-04,-1.312959e-04,2.082830e-04,2.134538e-04
3.066667e+00,-1.263079e-04,-1.322177e-04,2.116845e-04,2.175158e-04
3.100000e+00,-1.265043e-04,-1.330486e-04,2.151171e-04,2.215371e-04
3.133333e+00,-1.266843e-04,-1.337799e-04,2.185801e-04,2.255097e-04
3.166667e+00,-1.268476e-04,-1.344043e-04,2.220722e-04,2.294259e-04
3.200000e+00,-1.269939e-04,-1.349154e-04,2.255922e-04,2.332790e-04
3.233333e+00,-1.271232e-04,-1.353082e-04,2.291385e-04,2.370629e-04
3.266667e+00,-1.272354e-04,-1.355793e-04,2.327093e-04,2.407725e-04
3.300000e+00,-1.273305e-04,-1.357264e-04,2.363025e-04,2.444037e-04
3.333333e+00,-1.274085e-04,-1.357487e-04,2.399161e-04,2.479536e-04
3.366667e+00,-1.274692e-04,-1.356467e-04,2.435478e-04,2.514207e-04
3.400000e+00,-1.275123e-04,-1.354222e-04,2.471952e-04,2.548045e-04
3.433333e+00,-1.275373e-04,-1.350784e-04,2.508560e-04,2.581061e-04
3.466667e+00,-1.275434e-04,-1.346196e-04,2.545276e-04,2.613280e-04
3.500000e+00,-1.275295e-04,-1.340512e-04,2.582078e-04,2.644739e-04
3.533333e+00,-1.274942e-04,-1.333798e-04,2.618943e-04,2.675490e-04
3.566667e+00,-1.274359e-04,-1.326127e-04,2.655848e-04,2.705597e-04
3.600000e+00,-1.273526e-04,-1.317581e-04,2.692773e-04,2.735135e-04
3.633333e+00,-1.272423e-04,-1.308249e-04,2.729698e-04,2.764191e-04
3.666667e+00,-1.271025e-04,-1.298226e-04,2.766606e-04,2.792860e-04
3.700000e+00,-1.269310e-04,-1.287611e-04,2.803482e-04,2.821246e-04
3.733333e+00,-1.267252e-04,-1.276505e-04,2.840313e-04,2.849456e-04
3.766667e+00,-1.264828e-04,-1.265013e-04,2.877088e-04,2.877602e-04
3.800000e+00,-1.262017e-04,-1.253241e-04,2.913797e-04,2.905797e-04
3.833333e+00,-1.258798e-04,-1.241292e-04,2.950435e-04,2.934156e-04
3.866667e+00,-1.255156e-04,-1.229269e-04,2.986998e-04,2.962788e-04
3.900000e+00,-1.251076e-04,-1.217272e-04,3.023485e-04,2.991800e-04
3.933333e+00,-1.246551e-04,-1.205398e-04,3.059894e-04,3.021293e-04
3.966667e+00,-1.241578e-04,-1.193736e-04,3.096231e-04,3.051360e-04
4.000000e+00,-1.236156e-04,-1.182373e-04,3.132498e-04,3.082085e-04
4.033333e+00,-1.230292e-04,-1.171386e-04,3.168702e-04,3.113542e-04
4.066667e+00,-1.223998e-04,-1.160846e-04,3.204853e-04,3.145796e-04
4.100000e+00,-1.217288e-04,-1.150813e-04,3.240959e-04,3.178896e-04
4.133333e+00,-1.210182e-04,-1.141340e-04,3.277032e-04,3.212885e-04
4.166667e+00,-1.202704e-04,-1.132468e-04,3.313085e-04,3.247789e-04
4.200000e+00,-1.194880e-04,-1.124230e-04,3.349131e-04,3.283624e-04
4.233333e+00,-1.186738e-04,-1.116646e-04,3.385184e-04,3.320394e-04
4.266667e+00,-1.178308e-04,-1.109725e-04,3.421260e-04,3.358092e-04
4.300000e+00,-1.169621e-04,-1.103464e-04,3.457374e-04,3.396699e-04
4.333333e+00,-1.160706e-04,-1.097852e-04,3.493543e-04,3.436186e-04
4.366667e+00,-1.151594e-04,-1.092862e-04,3.529784e-04,3.476515e-04
4.400000e+00,-1.142311e-04,-1.088459e-04,3.566112e-04,3.517639e-04
4.433333e+00,-1.132884e-04,-1.084597e-04,3.602544e-04,3.559503e-04
4.466667e+00,-1.123337e-04,-1.081220e-04,3.639097e-04,3.602046e-04
4.500000e+00,-1.113688e-04,-1.078262e-04,3.675784e-04,3.645201e-04
4.533333e+00,-1.103956e-04,-1.075651e-04,3.712622e-04,3.688893e-04
4.566667e+00,-1.094155e-04,-1.073306e-04,3.749624e-04,3.733046e-04
4.600000e+00,-1.084296e-04,-1.071140e-04,3.786803e-04,3.777581e-04
4.633333e+00,-1.074386e-04,-1.069062e-04,3.824170e-04,3.822413e-04
4.666667e+00,-1.064430e-04,-1.066976e-04,3.861735e-04,3.867458e-04
4.700000e+00,-1.054432e-04,-1.064785e-04,3.899508e-04,3.912631e-04
4.733333e+00,-1.044392e-04,-1.062392e-04,3.937494e-04,3.957847e-04
4.766667e+00,-1.034307e-04,-1.059698e-04,3.975698e-04,4.003021e-04
4.800000e+00,-1.024176e-04,-1.056609e-04,4.014124e-04,4.048069e-04
4.833333e+00,-1.013993e-04,-1.053033e-04,4.052772e-04,4.092913e-04
4.866667e+00,-1.003754e-04,-1.048882e-04,4.091642e-04,4.137474e-04
4.900000e+00,-9.934526e-05,-1.044075e-04,4.130729e-04,4.181681e-04
4.933333e+00,-9.830826e-05,-1.038539e-04,4.170030e-04,4.225465e-04
4.966667e+00,-9.726373e-05,-1.032206e-04,4.209535e-04,4.268765e-04
5.000000e+00,-9.621099e-05,-1.025021e-04,4.249236e-04,4.311526e-04
5.033333e+00,-9.514932e-05,-1.016935e-04,4.289122e-04,4.353699e-04
5.066667e+00,-9.407798e-05,-1.007911e-04,4.329180e-04,4.395246e-04
5.100000e+00,-9.299620e-05,-9.979221e-05,4.369395e-04,4.436135e-04
5.133333e+00,-9.190316e-05,-9.869531e-05,4.409752e-04,4.476345e-04
5.166667e+00,-9.079799e-05,-9.749989e-05,4.450235e-04,4.515864e-04
5.200000e+00,-8.967976e-05,-9.620655e-05,4.490825e-04,4.554689e-04
5.233333e+00,-8.854744e-05,-9.481696e-05,4.531505e-04,4.592830e-04
5.266667e+00,-8.739995e-05,-9.333382e-05,4.572257e-04,4.630304e-04
5.300000e+00,-8.623610e-05,-9.176078e-05,4.613061e-04,4.667140e-04
5.333333e+00,-8.505462e-05,-9.010243e-05,4.653900e-04,4.703375e-04
5.366667e+00,-8.385419e-05,-8.836418e-05,4.694756e-04,4.739057e-04
5.400000e+00,-8.263337e-05,-8.655221e-05,4.735612e-04,4.774240e-04
5.433333e+00,-8.139074e-05,-8.467335e-05,4.776452e-04,4.808990e-04
5.466667e+00,-8.012480e-05,-8.273500e-05,4.817261e-04,4.843374e-04
5.500000e+00,-7.883409e-05,-8.074504e-05,4.858026e-04,4.877470e-04
5.533333e+00,-7.751717e-05,-7.871168e-05,4.898735e-04,4.911357e-04
5.566667e+00,-7.617269e-05,-7.664341e-05,4.939376e-04,4.945119e-04
5.600000e+00,-7.479940e-05,-7.454882e-05,4.979943e-04,4.978842e-04
5.633333e+00,-7.339619e-05,-7.243658e-05,5.020428e-04,5.012611e-04
5.666667e+00,-7.196214e-05,-7.031525e-05,5.060825e-04,5.046513e-04
5.700000e+00,-7.049651e-05,-6.819322e-05,5.101133e-04,5.080630e-04
5.733333e+00,-6.899883e-05,-6.607860e-05,5.141349e-04,5.115045e-04
5.766667e+00,-6.746886e-05,-6.397912e-05,5.181475e-04,5.149831e-04
5.800000e+00,-6.590664e-05,-6.190204e-05,5.221512e-04,5.185061e-04
5.833333e+00,-6.431249e-05,-5.985407e-05,5.261466e-04,5.220799e-04
5.866667e+00,-6.268700e-05,-5.784128e-05,5.301342e-04,5.257100e-04
5.900000e+00,-6.103102e-05,-5.586905e-05,5.341146e-04,5.294015e-04
5.933333e+00,-5.934567e-05,-5.394197e-05,5.380888e-04,5.331584e-04
5.966667e+00,-5.763229e-05,-5.206385e-05,5.420578e-04,5.369839e-04
6.000000e+00,-5.589242e-05,-5.023762e-05,5.460225e-04,5.408801e-04
6.033333e+00,-5.412778e-05,-4.846533e-05,5.499843e-04,5.448484e-04
6.066667e+00,-5.234023e-05,-4.674809e-05,5.539444e-04,5.488892e-04
6.100000e+00,-5.053171e-05,-4.508612e-05,5.579040e-04,5.530019e-04
6.133333e+00,-4.870423e-05,-4.347871e-05,5.618646e-04,5.571851e-04
6.166667e+00,-4.685980e-05,-4.192423e-05,5.658276e-04,5.614365e-04
6.200000e+00,-4.500043e-05,-4.042016e-05,5.697942e-04,5.657531e-04
6.233333e+00,-4.312805e-05,-3.896316e-05,5.737660e-04,5.701309e-04
6.266667e+00,-4.124450e-05,-3.754906e-05,5.777442e-04,5.745656e-04
6.300000e+00,-3.935152e-05,-3.617295e-05,5.817302e-04,5.790518e-04
6.333333e+00,-3.745068e-05,-3.482924e-05,5.857252e-04,5.835841e-04
6.366667e+00,-3.554340e-05,-3.351175e-05,5.897305e-04,5.881561e-04
6.400000e+00,-3.363093e-05,-3.221378e-05,5.937470e-04,5.927615e-04
6.433333e+00,-3.171432e-05,-3.092821e-05,5.977758e-04,5.973933e-04
6.466667e+00,-2.979444e-05,-2.964758e-05,6.018177e-04,6.020445e-04
6.500000e+00,-2.787196e-05,-2.836422e-05,6.058735e-04,6.067079e-04
6.533333e+00,-2.594738e-05,-2.707036e-05,6.099438e-04,6.113764e-04
6.566667e+00,-2.402102e-05,-2.575819e-05,6.140290e-04,6.160427e-04
6.600000e+00,-2.209301e-05,-2.442003e-05,6.181294e-04,6.206997e-04
6.633333e+00,-2.016336e-05,-2.304839e-05,6.222451e-04,6.253406e-04
6.666667e+00,-1.823191e-05,-2.163610e-05,6.263762e-04,6.299589e-04
6.700000e+00,-1.629836e-05,-2.017638e-05,6.305224e-04,6.345482e-04
6.733333e+00,-1.436233e-05,-1.866297e-05,6.346833e-04,6.391028e-04
6.766667e+00,-1.242329e-05,-1.709017e-05,6.388585e-04,6.436174e-04
6.800000e+00,-1.048063e-05,-1.545295e-05,6.430473e-04,6.480874e-04
6.833333e+00,-8.533667e-06,-1.374700e-05,6.472489e-04,6.525085e-04
6.866667e+00,-6.581612e-06,-1.196879e-05,6.514623e-04,6.568774e-04
6.900000e+00,-4.623619e-06,-1.011558e-05,6.556865e-04,6.611914e-04
6.933333e+00,-2.658776e-06,-8.185515e-06,6.599203e-04,6.654485e-04
6.966667e+00,-6.861114e-07,-6.177580e-06,6.641624e-04,6.696476e-04
7.000000e+00,1.295399e-06,-4.091640e-06,6.684115e-04,6.737883e-04
7.033333e+00,3.286828e-06,-1.928424e-06,6.726662e-04,6.778710e-04
7.066667e+00,5.289287e-06,3.104936e-07,6.769251e-04,6.818970e-04
7.100000e+00,7.303920e-06,2.622722e-06,6.811867e-04,6.858682e-04
7.133333e+00,9.331894e-06,5.005094e-06,6.854497e-04,6.897875e-04
7.166667e+00,1.137439e-05,7.453720e-06,6.897125e-04,6.936582e-04
7.200000e+00,1.343260e-05,9.964039e-06,6.939738e-04,6.974846e-04
7.233333e+00,1.550768e-05,1.253090e-05,6.982323e-04,7.012714e-04
7.266667e+00,1.760078e-05,1.514862e-05,7.024867e-04,7.050239e-04
7.300000e+00,1.971301e-05,1.781107e-05,7.067359e-04,7.087478e-04
7.333333e+00,2.184540e-05,2.051177e-05,7.109789e-04,7.124493e-04
7.366667e+00,2.399893e-05,2.324397e-05,7.152148e-04,7.161349e-04
7.400000e+00,2.617445e-05,2.600072e-05,7.194427e-04,7.198112e-04
7.433333e+00,2.837273e-05,2.877501e-05,7.236620e-04,7.234849e-04
7.466667e+00,3.059438e-05,3.155981e-05,7.278722e-04,7.271628e-04
7.500000e+00,3.283989e-05,3.434818e-05,7.320729e-04,7.308515e-04
7.533333e+00,3.510958e-05,3.713336e-05,7.362639e-04,7.345576e-04
7.566667e+00,3.740361e-05,3.990886e-05,7.404453e-04,7.382873e-04
7.600000e+00,3.972195e-05,4.266852e-05,7.446170e-04,7.420464e-04
7.633333e+00,4.206442e-05,4.540662e-05,7.487793e-04,7.458404e-04
7.666667e+00,4.443062e-05,4.811790e-05,7.529325e-04,7.496742e-04
7.700000e+00,4.682002e-05,5.079767e-05,7.570773e-04,7.535521e-04
7.733333e+00,4.923188e-05,5.344181e-05,7.612141e-04,7.574780e-04
7.766667e+00,5.166532e-05,5.604690e-05,7.653438e-04,7.614548e-04
7.800000e+00,5.411933e-05,5.861017e-05,7.694672e-04,7.654849e-04
7.833333e+00,5.659274e-05,6.112957e-05,7.735852e-04,7.695699e-04
7.866667e+00,5.908430e-05,6.360382e-05,7.776989e-04,7.737109e-04
7.900000e+00,6.159266e-05,6.603236e-05,7.818092e-04,7.779078e-04
7.933333e+00,6.411641e-05,6.841540e-05,7.859173e-04,7.821602e-04
7.966667e+00,6.665409e-05,7.075389e-05,7.900243e-04,7.864667e-04
8.000000e+00,6.920425e-05,7.304950e-05,7.941313e-04,7.908254e-04
8.033333e+00,7.176541e-05,7.530461e-05,7.982396e-04,7.952337e-04
8.066667e+00,7.433614e-05,7.752227e-05,8.023503e-04,7.996883e-04
8.100000e+00,7.691506e-05,7.970614e-05,8.064644e-04,8.041855e-04
8.133333e+00,7.950087e-05,8.186046e-05,8.105830e-04,8.087208e-04
8.166667e+00,8.209234e-05,8.398999e-05,8.147071e-04,8.132896e-04
8.200000e+00,8.468836e-05,8.609990e-05,8.188377e-04,8.178867e-04
8.233333e+00,8.728791e-05,8.819577e-05,8.229756e-04,8.225068e-04
8.266667e+00,8.989013e-05,9.028347e-05,8.271216e-04,8.271441e-04
8.300000e+00,9.249427e-05,9.236906e-05,8.312763e-04,8.317927e-04
8.333333e+00,9.509973e-05,9.445877e-05,8.354402e-04,8.364468e-04
8.366667e+00,9.770604e-05,9.655887e-05,8.396139e-04,8.411004e-04
8.400000e+00,1.003129e-04,9.867557e-05,8.437975e-04,8.457477e-04
8.433333e+00,1.029201e-04,1.008150e-04,8.479913e-04,8.503828e-04
8.466667e+00,1.055276e-04,1.029830e-04,8.521952e-04,8.550003e-04
8.500000e+00,1.081355e-04,1.051854e-04,8.564093e-04,8.595949e-04
8.533333e+00,1.107439e-04,1.074272e-04,8.606333e-04,8.641615e-04
8.566667e+00,1.133533e-04,1.097134e-04,8.648668e-04,8.686958e-04
8.600000e+00,1.159641e-04,1.120484e-04,8.691094e-04,8.731935e-04
8.633333e+00,1.185768e-04,1.144359e-04,8.733604e-04,8.776511e-04
8.666667e+00,1.211920e-04,1.168792e-04,8.776193e-04,8.820656e-04
8.700000e+00,1.238105e-04,1.193810e-04,8.818851e-04,8.864345e-04
8.733333e+00,1.264330e-04,1.219430e-04,8.861570e-04,8.907559e-04
8.766667e+00,1.290604e-04,1.245667e-04,8.904340e-04,8.950286e-04
8.800000e+00,1.316936e-04,1.272525e-04,8.947152e-04,8.992520e-04
8.833333e+00,1.343336e-04,1.300003e-04,8.989993e-04,9.034262e-04
8.866667e+00,1.369813e-04,1.328093e-04,9.032854e-04,9.075518e-04
8.900000e+00,1.396379e-04,1.356780e-04,9.075722e-04,9.116303e-04
8.933333e+00,1.423042e-04,1.386043e-04,9.118586e-04,9.156635e-04
8.966667e+00,1.449813e-04,1.415854e-04,9.161435e-04,9.196539e-04
9.000000e+00,1.476703e-04,1.446180e-04,9.204257e-04,9.236048e-04
9.033333e+00,1.503721e-04,1.476982e-04,9.247042e-04,9.275196e-04
9.066667e+00,1.530877e-04,1.508217e-04,9.289780e-04,9.314023e-04
9.100000e+00,1.558180e-04,1.539839e-04,9.332460e-04,9.352575e-04
9.133333e+00,1.585638e-04,1.571796e-04,9.375075e-04,9.390898e-04
9.166667e+00,1.613260e-04,1.604036e-04,9.417616e-04,9.429043e-04
9.200000e+00,1.641052e-04,1.636503e-04,9.460076e-04,9.467062e-04
9.233333e+00,1.669020e-04,1.669141e-04,9.502449e-04,9.505008e-04
9.266667e+00,1.697169e-04,1.701893e-04,9.544731e-04,9.542936e-04
9.300000e+00,1.725503e-04,1.734702e-04,9.586917e-04,9.580899e-04
9.333333e+00,1.754025e-04,1.767512e-04,9.629006e-04,9.618949e-04
9.366667e+00,1.782736e-04,1.800270e-04,9.670995e-04,9.657139e-04
9.400000e+00,1.811636e-04,1.832923e-04,9.712886e-04,9.695515e-04
9.433333e+00,1.840724e-04,1.865424e-04,9.754678e-04,9.734125e-04
9.466667e+00,1.869998e-04,1.897728e-04,9.796375e-04,9.773010e-04
9.500000e+00,1.899454e-04,1.929793e-04,9.837980e-04,9.812208e-04
9.533333e+00,1.929086e-04,1.961583e-04,9.879498e-04,9.851752e-04
9.566667e+00,1.958889e-04,1.993068e-04,9.920933e-04,9.891669e-04
9.600000e+00,1.988855e-04,2.024222e-04,9.962292e-04,9.931984e-04
9.633333e+00,2.018977e-04,2.055024e-04,1.000358e-03,9.972713e-04
9.666667e+00,2.049244e-04,2.085462e-04,1.004481e-03,1.001387e-03
9.700000e+00,2.079648e-04,2.115527e-04,1.008599e-03,1.005545e-03
9.733333e+00,2.110177e-04,2.145218e-04,1.012712e-03,1.009747e-03
9.766667e+00,2.140822e-04,2.174539e-04,1.016822e-03,1.013991e-03
9.800000e+00,2.171570e-04,2.203500e-04,1.020929e-03,1.018276e-03
9.833333e+00,2.202410e-04,2.232117e-04,1.025035e-03,1.022600e-03
9.866667e+00,2.233332e-04,2.260413e-04,1.029140e-03,1.026962e-03
9.900000e+00,2.264325e-04,2.288415e-04,1.033245e-03,1.031358e-03
9.933333e+00,2.295377e-04,2.316153e-04,1.037352e-03,1.035785e-03
9.966667e+00,2.326479e-04,2.343665e-04,1.041460e-03,1.040239e-03
1.000000e+01,2.357621e-04,2.370990e-04,1.045571e-03,1.044718e-03
1.003333e+01,2.388795e-04,2.398171e-04,1.049686e-03,1.049215e-03
1.006667e+01,2.419993e-04,2.425256e-04,1.053805e-03,1.053728e-03
1.010000e+01,2.451207e-04,2.452291e-04,1.057929e-03,1.058250e-03
1.013333e+01,2.482433e-04,2.479327e-04,1.062058e-03,1.062778e-03
1.016667e+01,2.513665e-04,2.506414e-04,1.066193e-03,1.067306e-03
1.020000e+01,2.544900e-04,2.533602e-04,1.070333e-03,1.071831e-03
1.023333e+01,2.576134e-04,2.560942e-04,1.074480e-03,1.076346e-03
1.026667e+01,2.607367e-04,2.588482e-04,1.078633e-03,1.080847e-03
1.030000e+01,2.638599e-04,2.616268e-04,1.082793e-03,1.085330e-03
1.033333e+01,2.669829e-04,2.644344e-04,1.086958e-03,1.089792e-03
1.036667e+01,2.701061e-04,2.672753e-04,1.091130e-03,1.094227e-03
1.040000e+01,2.732297e-04,2.701531e-04,1.095306e-03,1.098632e-03
1.043333e+01,2.763540e-04,2.730712e-04,1.099489e-03,1.103004e-03
1.046667e+01,2.794795e-04,2.760325e-04,1.103675e-03,1.107341e-03
1.050000e+01,2.826069e-04,2.790393e-04,1.107866e-03,1.111641e-03
1.053333e+01,2.857367e-04,2.820936e-04,1.112060e-03,1.115900e-03
1.056667e+01,2.888696e-04,2.851967e-04,1.116257e-03,1.120119e-03
1.060000e+01,2.920064e-04,2.883495e-04,1.120456e-03,1.124296e-03
1.063333e+01,2.951479e-04,2.915520e-04,1.124656e-03,1.128431e-03
1.066667e+01,2.982948e-04,2.948041e-04,1.128855e-03,1.132525e-03
1.070000e+01,3.014481e-04,2.981049e-04,1.133054e-03,1.136578e-03
1.073333e+01,3.046086e-04,3.014529e-04,1.137252e-03,1.140592e-03
1.076667e+01,3.077771e-04,3.048463e-04,1.141446e-03,1.144568e-03
1.080000e+01,3.109546e-04,3.082827e-04,1.145638e-03,1.148509e-03
1.083333e+01,3.141419e-04,3.117592e-04,1.149824e-03,1.152417e-03
1.086667e+01,3.173398e-04,3.152726e-04,1.154006e-03,1.156296e-03
1.090000e+01,3.205490e-04,3.188193e-04,1.158181e-03,1.160148e-03
1.093333e+01,3.237703e-04,3.223953e-04,1.162350e-03,1.163978e-03
1.096667e+01,3.270043e-04,3.259966e-04,1.166511e-03,1.167789e-03
1.100000e+01,3.302516e-04,3.296188e-04,1.170664e-03,1.171586e-03
1.103333e+01,3.335128e-04,3.332573e-04,1.174808e-03,1.175372e-03
1.106667e+01,3.367883e-04,3.369076e-04,1.178944e-03,1.179153e-03
1.110000e+01,3.400784e-04,3.405650e-04,1.183070e-03,1.182931e-03
1.113333e+01,3.433834e-04,3.442252e-04,1.187186e-03,1.186713e-03
1.116667e+01,3.467034e-04,3.478835e-04,1.191292e-03,1.190501e-03
1.120000e+01,3.500384e-04,3.515357e-04,1.195389e-03,1.194301e-03
