t,lc1,lc2,lc3,lc4,c1,c2,c3,c4
2.733333e+00,2.437638e-04,2.523754e-04,2.375274e-04,2.431166e-04,2.557311e-04,2.655231e-04,2.491760e-04,2.547956e-04
2.766667e+00,2.518283e-04,2.490439e-04,2.435025e-04,2.487204e-04,2.638505e-04,2.625014e-04,2.553735e-04,2.606260e-04
2.800000e+00,2.598080e-04,2.458115e-04,2.496200e-04,2.542124e-04,2.719248e-04,2.595295e-04,2.617203e-04,2.663547e-04
2.833333e+00,2.674501e-04,2.429987e-04,2.558263e-04,2.595663e-04,2.796972e-04,2.569351e-04,2.681656e-04,2.719508e-04
2.866667e+00,2.745307e-04,2.408951e-04,2.620651e-04,2.647642e-04,2.869549e-04,2.549957e-04,2.746497e-04,2.773994e-04
2.900000e+00,2.808644e-04,2.397458e-04,2.682787e-04,2.697962e-04,2.935178e-04,2.539514e-04,2.811161e-04,2.826902e-04
2.933333e+00,2.863135e-04,2.397412e-04,2.744100e-04,2.746602e-04,2.992206e-04,2.540299e-04,2.875049e-04,2.878150e-04
2.966667e+00,2.907928e-04,2.410088e-04,2.804040e-04,2.793602e-04,3.039995e-04,2.553325e-04,2.937628e-04,2.927818e-04
3.000000e+00,2.942727e-04,2.436096e-04,2.862099e-04,2.839055e-04,3.078195e-04,2.579269e-04,2.998398e-04,2.975984e-04
3.033333e+00,2.967787e-04,2.475372e-04,2.917826e-04,2.883093e-04,3.106699e-04,2.618567e-04,3.056832e-04,3.022727e-04
3.066667e+00,2.983881e-04,2.527207e-04,2.970837e-04,2.925864e-04,3.126479e-04,2.670228e-04,3.112606e-04,3.068226e-04
3.100000e+00,2.992246e-04,2.590308e-04,3.020827e-04,2.967524e-04,3.138644e-04,2.733106e-04,3.165417e-04,3.112624e-04
3.133333e+00,2.994498e-04,2.662881e-04,3.067578e-04,3.008216e-04,3.144530e-04,2.805811e-04,3.214939e-04,3.156024e-04
3.166667e+00,2.992543e-04,2.742742e-04,3.110962e-04,3.048061e-04,3.146133e-04,2.885976e-04,3.261132e-04,3.198570e-04
3.200000e+00,2.988463e-04,2.827441e-04,3.150938e-04,3.087146e-04,3.145397e-04,2.971305e-04,3.303948e-04,3.240337e-04
3.233333e+00,2.984409e-04,2.914397e-04,3.187555e-04,3.125515e-04,3.144390e-04,3.059368e-04,3.343321e-04,3.281342e-04
3.266667e+00,2.982481e-04,3.001026e-04,3.220941e-04,3.163167e-04,3.145167e-04,3.147553e-04,3.379472e-04,3.321600e-04
3.300000e+00,2.984626e-04,3.084879e-04,3.251296e-04,3.200053e-04,3.149588e-04,3.233499e-04,3.412585e-04,3.361061e-04
3.333333e+00,2.992544e-04,3.163753e-04,3.278879e-04,3.236084e-04,3.159500e-04,3.314869e-04,3.442823e-04,3.399606e-04
3.366667e+00,3.007601e-04,3.235797e-04,3.303998e-04,3.271132e-04,3.176121e-04,3.389919e-04,3.470571e-04,3.437131e-04
3.400000e+00,3.030778e-04,3.299586e-04,3.326993e-04,3.305044e-04,3.200433e-04,3.457215e-04,3.496151e-04,3.473486e-04
3.433333e+00,3.062625e-04,3.354179e-04,3.348227e-04,3.337652e-04,3.233293e-04,3.515481e-04,3.519863e-04,3.508463e-04
3.466667e+00,3.103250e-04,3.399148e-04,3.368064e-04,3.368784e-04,3.274625e-04,3.564466e-04,3.542123e-04,3.541932e-04
3.500000e+00,3.152325e-04,3.434575e-04,3.386865e-04,3.398284e-04,3.324188e-04,3.604154e-04,3.563276e-04,3.573741e-04
3.533333e+00,3.209114e-04,3.461028e-04,3.404973e-04,3.426021e-04,3.381568e-04,3.634740e-04,3.583641e-04,3.603706e-04
3.566667e+00,3.272522e-04,3.479514e-04,3.422702e-04,3.451906e-04,3.445532e-04,3.657393e-04,3.603554e-04,3.631792e-04
3.600000e+00,3.341163e-04,3.491406e-04,3.440332e-04,3.475900e-04,3.514816e-04,3.673350e-04,3.623288e-04,3.657964e-04
3.633333e+00,3.413434e-04,3.498361e-04,3.458105e-04,3.498027e-04,3.588017e-04,3.684023e-04,3.643091e-04,3.682187e-04
3.666667e+00,3.487603e-04,3.502222e-04,3.476221e-04,3.518377e-04,3.663357e-04,3.691330e-04,3.663164e-04,3.704609e-04
3.700000e+00,3.561897e-04,3.504912e-04,3.494842e-04,3.537111e-04,3.739166e-04,3.697090e-04,3.683669e-04,3.725387e-04
3.733333e+00,3.634593e-04,3.508338e-04,3.514088e-04,3.554461e-04,3.813722e-04,3.703179e-04,3.704749e-04,3.744709e-04
3.766667e+00,3.704100e-04,3.514286e-04,3.534050e-04,3.570725e-04,3.885489e-04,3.711361e-04,3.726484e-04,3.762914e-04
3.800000e+00,3.769030e-04,3.524339e-04,3.554789e-04,3.586259e-04,3.953119e-04,3.723183e-04,3.748941e-04,3.780349e-04
3.833333e+00,3.828262e-04,3.539797e-04,3.576347e-04,3.601466e-04,4.015310e-04,3.740126e-04,3.772193e-04,3.797406e-04
3.866667e+00,3.880987e-04,3.561625e-04,3.598755e-04,3.616788e-04,4.071377e-04,3.763055e-04,3.796255e-04,3.814537e-04
3.900000e+00,3.926734e-04,3.590411e-04,3.622037e-04,3.632684e-04,4.120812e-04,3.792607e-04,3.821158e-04,3.832191e-04
3.933333e+00,3.965383e-04,3.626353e-04,3.646224e-04,3.649618e-04,4.163223e-04,3.829270e-04,3.846966e-04,3.850863e-04
3.966667e+00,3.997155e-04,3.669260e-04,3.671352e-04,3.668041e-04,4.198965e-04,3.872733e-04,3.873698e-04,3.870979e-04
4.000000e+00,4.022590e-04,3.718575e-04,3.697475e-04,3.688378e-04,4.228486e-04,3.922546e-04,3.901413e-04,3.892954e-04
4.033333e+00,4.042506e-04,3.773421e-04,3.724663e-04,3.711005e-04,4.252357e-04,3.978095e-04,3.930221e-04,3.917244e-04
4.066667e+00,4.057948e-04,3.832654e-04,3.753006e-04,3.736245e-04,4.271712e-04,4.038155e-04,3.960188e-04,3.944113e-04
4.100000e+00,4.070127e-04,3.894932e-04,3.782612e-04,3.764350e-04,4.287659e-04,4.101496e-04,3.991424e-04,3.973809e-04
4.133333e+00,4.080356e-04,3.958794e-04,3.813606e-04,3.795497e-04,4.301381e-04,4.166775e-04,4.024104e-04,4.006611e-04
4.166667e+00,4.089976e-04,4.022736e-04,3.846125e-04,3.829780e-04,4.314237e-04,4.232482e-04,4.058328e-04,4.042532e-04
4.200000e+00,4.100290e-04,4.085293e-04,3.880314e-04,3.867210e-04,4.327462e-04,4.297220e-04,4.094243e-04,4.081596e-04
4.233333e+00,4.112504e-04,4.145114e-04,3.916315e-04,3.907716e-04,4.342290e-04,4.359577e-04,4.132053e-04,4.123837e-04
4.266667e+00,4.127664e-04,4.201027e-04,3.954262e-04,3.951152e-04,4.359721e-04,4.418440e-04,4.171843e-04,4.169029e-04
4.300000e+00,4.146619e-04,4.252095e-04,3.994272e-04,3.997301e-04,4.380597e-04,4.472870e-04,4.213733e-04,4.216974e-04
4.333333e+00,4.169980e-04,4.297657e-04,4.036436e-04,4.045888e-04,4.405688e-04,4.522001e-04,4.257887e-04,4.267484e-04
4.366667e+00,4.198107e-04,4.337353e-04,4.080811e-04,4.096592e-04,4.435275e-04,4.565569e-04,4.304300e-04,4.320175e-04
4.400000e+00,4.231096e-04,4.371138e-04,4.127415e-04,4.149058e-04,4.469511e-04,4.603456e-04,4.352997e-04,4.374711e-04
4.433333e+00,4.268793e-04,4.399268e-04,4.176218e-04,4.202912e-04,4.508445e-04,4.635671e-04,4.404021e-04,4.430773e-04
4.466667e+00,4.310811e-04,4.422286e-04,4.227140e-04,4.257774e-04,4.551623e-04,4.662838e-04,4.457230e-04,4.487943e-04
4.500000e+00,4.356560e-04,4.440979e-04,4.280050e-04,4.313273e-04,4.598542e-04,4.685643e-04,4.512502e-04,4.545865e-04
4.533333e+00,4.405290e-04,4.456340e-04,4.334764e-04,4.369057e-04,4.648611e-04,4.704894e-04,4.569713e-04,4.604202e-04
4.566667e+00,4.456136e-04,4.469504e-04,4.391047e-04,4.424804e-04,4.700936e-04,4.721763e-04,4.628576e-04,4.662620e-04
4.600000e+00,4.508171e-04,4.481693e-04,4.448622e-04,4.480230e-04,4.754662e-04,4.737384e-04,4.688823e-04,4.720842e-04
4.633333e+00,4.560456e-04,4.494150e-04,4.507168e-04,4.535095e-04,4.808907e-04,4.752957e-04,4.750170e-04,4.778609e-04
4.666667e+00,4.612091e-04,4.508079e-04,4.566338e-04,4.589204e-04,4.862781e-04,4.769665e-04,4.812234e-04,4.835734e-04
4.700000e+00,4.662266e-04,4.524584e-04,4.625758e-04,4.642411e-04,4.915504e-04,4.788577e-04,4.874654e-04,4.892068e-04
4.733333e+00,4.710295e-04,4.544620e-04,4.685047e-04,4.694616e-04,4.966330e-04,4.810758e-04,4.937045e-04,4.947471e-04
4.766667e+00,4.755653e-04,4.568952e-04,4.743821e-04,4.745758e-04,5.014769e-04,4.836906e-04,4.999019e-04,5.001900e-04
4.800000e+00,4.797995e-04,4.598120e-04,4.801708e-04,4.795814e-04,5.060454e-04,4.867593e-04,5.060210e-04,5.055321e-04
4.833333e+00,4.837171e-04,4.632424e-04,4.858357e-04,4.844788e-04,5.103101e-04,4.903328e-04,5.120225e-04,5.107695e-04
4.866667e+00,4.873229e-04,4.671920e-04,4.913448e-04,4.892706e-04,5.142795e-04,4.944084e-04,5.178772e-04,5.159067e-04
4.900000e+00,4.906401e-04,4.716418e-04,4.966701e-04,4.939608e-04,5.179705e-04,4.989751e-04,5.235570e-04,5.209463e-04
4.933333e+00,4.937090e-04,4.765508e-04,5.017885e-04,4.985536e-04,5.214099e-04,5.040135e-04,5.290314e-04,5.258885e-04
4.966667e+00,4.965841e-04,4.818588e-04,5.066820e-04,5.030531e-04,5.246535e-04,5.094567e-04,5.342876e-04,5.307395e-04
5.000000e+00,4.993309e-04,4.874897e-04,5.113385e-04,5.074627e-04,5.277598e-04,5.152375e-04,5.393124e-04,5.355013e-04
5.033333e+00,5.020220e-04,4.933559e-04,5.157514e-04,5.117842e-04,5.307942e-04,5.212819e-04,5.440908e-04,5.401724e-04
5.066667e+00,5.047332e-04,4.993636e-04,5.199201e-04,5.160180e-04,5.338308e-04,5.274932e-04,5.486279e-04,5.447550e-04
5.100000e+00,5.075392e-04,5.054171e-04,5.238495e-04,5.201625e-04,5.369397e-04,5.337812e-04,5.529274e-04,5.492473e-04
5.133333e+00,5.105100e-04,5.114238e-04,5.275494e-04,5.242147e-04,5.401935e-04,5.400547e-04,5.569907e-04,5.536425e-04
5.166667e+00,5.137071e-04,5.172986e-04,5.310345e-04,5.281699e-04,5.436495e-04,5.462292e-04,5.608380e-04,5.579388e-04
5.200000e+00,5.171807e-04,5.229678e-04,5.343231e-04,5.320225e-04,5.473576e-04,5.522313e-04,5.644862e-04,5.621301e-04
5.233333e+00,5.209670e-04,5.283723e-04,5.374365e-04,5.357664e-04,5.513653e-04,5.579919e-04,5.679500e-04,5.662068e-04
5.266667e+00,5.250869e-04,5.334698e-04,5.403987e-04,5.393955e-04,5.556884e-04,5.634713e-04,5.712577e-04,5.701660e-04
5.300000e+00,5.295452e-04,5.382360e-04,5.432347e-04,5.429046e-04,5.603359e-04,5.686410e-04,5.744330e-04,5.740025e-04
5.333333e+00,5.343307e-04,5.426653e-04,5.459704e-04,5.462901e-04,5.653114e-04,5.734793e-04,5.774979e-04,5.777086e-04
5.366667e+00,5.394169e-04,5.467699e-04,5.486316e-04,5.495505e-04,5.705844e-04,5.780018e-04,5.804807e-04,5.812864e-04
5.400000e+00,5.447639e-04,5.505786e-04,5.512433e-04,5.526870e-04,5.761213e-04,5.822301e-04,5.834057e-04,5.847370e-04
5.433333e+00,5.503204e-04,5.541343e-04,5.538291e-04,5.557043e-04,5.818830e-04,5.861929e-04,5.862952e-04,5.880612e-04
5.466667e+00,5.560265e-04,5.574910e-04,5.564111e-04,5.586108e-04,5.878077e-04,5.899467e-04,5.891723e-04,5.912706e-04
5.500000e+00,5.618170e-04,5.607110e-04,5.590092e-04,5.614185e-04,5.938361e-04,5.935472e-04,5.920566e-04,5.943769e-04
5.533333e+00,5.676243e-04,5.638606e-04,5.616413e-04,5.641435e-04,5.999049e-04,5.970544e-04,5.949671e-04,5.973932e-04
5.566667e+00,5.733820e-04,5.670070e-04,5.643229e-04,5.668055e-04,6.059486e-04,6.005358e-04,5.979189e-04,6.003416e-04
5.600000e+00,5.790279e-04,5.702143e-04,5.670675e-04,5.694277e-04,6.119076e-04,6.040528e-04,6.009257e-04,6.032445e-04
5.633333e+00,5.845065e-04,5.735404e-04,5.698866e-04,5.720359e-04,6.177220e-04,6.076666e-04,6.040018e-04,6.061268e-04
5.666667e+00,5.897722e-04,5.770343e-04,5.727901e-04,5.746583e-04,6.233489e-04,6.114247e-04,6.071556e-04,6.090173e-04
5.700000e+00,5.947900e-04,5.807334e-04,5.757864e-04,5.773242e-04,6.287519e-04,6.153668e-04,6.103961e-04,6.119446e-04
5.733333e+00,5.995379e-04,5.846627e-04,5.788830e-04,5.800636e-04,6.338978e-04,6.195279e-04,6.137343e-04,6.149408e-04
5.766667e+00,6.040066e-04,5.888332e-04,5.820864e-04,5.829061e-04,6.387810e-04,6.239174e-04,6.171750e-04,6.180335e-04
5.800000e+00,6.081997e-04,5.932421e-04,5.854028e-04,5.858797e-04,6.434004e-04,6.285378e-04,6.207249e-04,6.212508e-04
5.833333e+00,6.121333e-04,5.978738e-04,5.888384e-04,5.890104e-04,6.477593e-04,6.333856e-04,6.243945e-04,6.246235e-04
5.866667e+00,6.158343e-04,6.027005e-04,5.923990e-04,5.923209e-04,6.518875e-04,6.384321e-04,6.281871e-04,6.281708e-04
5.900000e+00,6.193388e-04,6.076848e-04,5.960910e-04,5.958303e-04,6.558155e-04,6.436457e-04,6.321096e-04,6.319120e-04
5.933333e+00,6.226902e-04,6.127815e-04,5.999203e-04,5.995534e-04,6.595775e-04,6.489898e-04,6.361732e-04,6.358694e-04
5.966667e+00,6.259365e-04,6.179405e-04,6.038933e-04,6.035001e-04,6.632225e-04,6.544144e-04,6.403808e-04,6.400477e-04
6.000000e+00,6.291279e-04,6.231097e-04,6.080161e-04,6.076753e-04,6.667968e-04,6.598715e-04,6.447391e-04,6.444532e-04
6.033333e+00,6.323144e-04,6.282376e-04,6.122943e-04,6.120791e-04,6.703477e-04,6.653109e-04,6.492596e-04,6.490940e-04
6.066667e+00,6.355433e-04,6.332765e-04,6.167330e-04,6.167064e-04,6.739223e-04,6.706857e-04,6.539434e-04,6.539598e-04
6.100000e+00,6.388572e-04,6.381843e-04,6.213362e-04,6.215476e-04,6.775620e-04,6.759546e-04,6.587950e-04,6.590427e-04
6.133333e+00,6.422920e-04,6.429271e-04,6.261063e-04,6.265891e-04,6.813069e-04,6.810776e-04,6.638231e-04,6.643367e-04
6.166667e+00,6.458758e-04,6.474807e-04,6.310441e-04,6.318134e-04,6.851840e-04,6.860319e-04,6.690242e-04,6.698195e-04
6.200000e+00,6.496278e-04,6.518316e-04,6.361483e-04,6.372003e-04,6.892146e-04,6.908008e-04,6.743976e-04,6.754728e-04
6.233333e+00,6.535577e-04,6.559774e-04,6.414149e-04,6.427273e-04,6.934170e-04,6.953719e-04,6.799456e-04,6.812798e-04
6.266667e+00,6.576665e-04,6.599270e-04,6.468375e-04,6.483705e-04,6.977906e-04,6.997550e-04,6.856571e-04,6.872130e-04
6.300000e+00,6.619460e-04,6.636997e-04,6.524067e-04,6.541054e-04,7.023316e-04,7.039641e-04,6.915238e-04,6.932494e-04
6.333333e+00,6.663807e-04,6.673240e-04,6.581102e-04,6.599073e-04,7.070332e-04,7.080183e-04,6.975385e-04,6.993675e-04
6.366667e+00,6.709486e-04,6.708362e-04,6.639328e-04,6.657526e-04,7.118723e-04,7.119539e-04,7.036821e-04,7.055414e-04
