t,lc1,lc2,lc3,lc4,c1,c2,c3,c4
1.766667e+00,-7.912702e-05,1.763788e-04,4.505836e-05,4.005441e-05,-7.476364e-05,1.789953e-04,4.768533e-05,4.251385e-05
1.800000e+00,-8.223357e-05,1.822782e-04,4.496963e-05,3.984994e-05,-7.776766e-05,1.849381e-04,4.759308e-05,4.231607e-05
1.833333e+00,-7.089197e-05,1.755502e-04,4.499517e-05,4.023975e-05,-6.617537e-05,1.780433e-04,4.761831e-05,4.274071e-05
1.866667e+00,-4.609879e-05,1.570305e-04,4.515101e-05,4.121426e-05,-4.140511e-05,1.595412e-04,4.777524e-05,4.375892e-05
1.900000e+00,-1.023619e-05,1.287498e-04,4.545175e-05,4.272271e-05,-5.761610e-06,1.314175e-04,4.807979e-05,4.531957e-05
1.933333e+00,3.317019e-05,9.372546e-05,4.591067e-05,4.467895e-05,3.747026e-05,9.648895e-05,4.855186e-05,4.734797e-05
1.966667e+00,7.981037e-05,5.565381e-05,4.653985e-05,4.697035e-05,8.377485e-05,5.864314e-05,4.920018e-05,4.971500e-05
2.000000e+00,1.250299e-04,1.853181e-05,4.735029e-05,4.946891e-05,1.286436e-04,2.175401e-05,5.003683e-05,5.229328e-05
2.033333e+00,1.643048e-04,-1.375103e-05,4.835204e-05,5.204350e-05,1.674070e-04,-1.016763e-05,5.107914e-05,5.495130e-05
2.066667e+00,1.937043e-04,-3.781009e-05,4.955412e-05,5.457210e-05,1.963624e-04,-3.391368e-05,5.233110e-05,5.756225e-05
2.100000e+00,2.102926e-04,-5.111118e-05,5.096419e-05,5.695268e-05,2.127089e-04,-4.704694e-05,5.380099e-05,6.002495e-05
2.133333e+00,2.124296e-04,-5.222922e-05,5.258809e-05,5.911196e-05,2.144375e-04,-4.780576e-05,5.550192e-05,6.225808e-05
2.166667e+00,1.999398e-04,-4.099361e-05,5.442900e-05,6.101103e-05,2.018582e-04,-3.640845e-05,5.743037e-05,6.422915e-05
2.200000e+00,1.741317e-04,-1.850507e-05,5.648644e-05,6.264739e-05,1.762755e-04,-1.394158e-05,5.958545e-05,6.593623e-05
2.233333e+00,1.376653e-04,1.297743e-05,5.875515e-05,6.405331e-05,1.400343e-04,1.759890e-05,6.196753e-05,6.740598e-05
2.266667e+00,9.428252e-05,5.026816e-05,6.122394e-05,6.529066e-05,9.715528e-05,5.476569e-05,6.455709e-05,6.870942e-05
2.300000e+00,4.842659e-05,8.958118e-05,6.387459e-05,6.644288e-05,5.190062e-05,9.388957e-05,6.733439e-05,6.993026e-05
2.333333e+00,4.789802e-06,1.269183e-04,6.668115e-05,6.760484e-05,8.947541e-06,1.309379e-04,7.027587e-05,7.116641e-05
2.366667e+00,-3.216408e-05,1.584789e-04,6.960954e-05,6.887162e-05,-2.739252e-05,1.622051e-04,7.334009e-05,7.251479e-05
2.400000e+00,-5.865419e-05,1.810499e-04,7.261775e-05,7.032753e-05,-5.350748e-05,1.845984e-04,7.648376e-05,7.405903e-05
2.433333e+00,-7.196727e-05,1.923356e-04,7.565662e-05,7.203617e-05,-6.633989e-05,1.955194e-04,7.965635e-05,7.587139e-05
2.466667e+00,-7.073356e-05,1.911942e-04,7.867132e-05,7.403283e-05,-6.493475e-05,1.941969e-04,8.280022e-05,7.797893e-05
2.500000e+00,-5.506539e-05,1.777563e-04,8.160337e-05,7.631979e-05,-4.940189e-05,1.807811e-04,8.585687e-05,8.038264e-05
2.533333e+00,-2.654451e-05,1.534134e-04,8.439329e-05,7.886494e-05,-2.092627e-05,1.563513e-04,8.876098e-05,8.305628e-05
2.566667e+00,1.194044e-05,1.206774e-04,8.698354e-05,8.160398e-05,1.724427e-05,1.237457e-04,9.145843e-05,8.592488e-05
2.600000e+00,5.649017e-05,8.292613e-05,8.932166e-05,8.444583e-05,6.134032e-05,8.624165e-05,9.389742e-05,8.889674e-05
2.633333e+00,1.025940e-04,4.405898e-05,9.136333e-05,8.728073e-05,1.069283e-04,4.768438e-05,9.602402e-05,9.185853e-05
2.666667e+00,1.455915e-04,8.100274e-06,9.307516e-05,8.999016e-05,1.493452e-04,1.209730e-05,9.781402e-05,9.468880e-05
2.700000e+00,1.811497e-04,-2.121120e-05,9.443684e-05,9.245766e-05,1.844232e-04,-1.691585e-05,9.924813e-05,9.727123e-05
2.733333e+00,2.057061e-04,-4.080351e-05,9.544258e-05,9.457938e-05,2.083339e-04,-3.602994e-05,1.003105e-04,9.948860e-05
2.766667e+00,2.168340e-04,-4.858521e-05,9.610165e-05,9.627340e-05,2.190500e-04,-4.348271e-05,1.010225e-04,1.012677e-04
2.800000e+00,2.134905e-04,-4.365903e-05,9.643781e-05,9.748689e-05,2.156196e-04,-3.843066e-05,1.014088e-04,1.025559e-04
2.833333e+00,1.961238e-04,-2.641379e-05,9.648789e-05,9.820042e-05,1.981235e-04,-2.091679e-05,1.014986e-04,1.033178e-04
2.866667e+00,1.666277e-04,1.514617e-06,9.629932e-05,9.842909e-05,1.688887e-04,7.044010e-06,1.013493e-04,1.035845e-04
2.900000e+00,1.281480e-04,3.740970e-05,9.592694e-05,9.822045e-05,1.309605e-04,4.280823e-05,1.010148e-04,1.034034e-04
2.933333e+00,8.476119e-05,7.775095e-05,9.542941e-05,9.764937e-05,8.821878e-05,8.300025e-05,1.005500e-04,1.028404e-04
2.966667e+00,4.105730e-05,1.185724e-04,9.486521e-05,9.681063e-05,4.531491e-05,1.235492e-04,1.000171e-04,1.020037e-04
3.000000e+00,1.670175e-06,1.558669e-04,9.428890e-05,9.580984e-05,6.670060e-06,1.605876e-04,9.946846e-05,1.009988e-04
3.033333e+00,-2.919708e-05,1.859942e-04,9.374771e-05,9.475374e-05,-2.334678e-05,1.903004e-04,9.895168e-05,9.993308e-05
3.066667e+00,-4.820300e-05,2.060517e-04,9.327884e-05,9.374088e-05,-4.172072e-05,2.100449e-04,9.850235e-05,9.890907e-05
3.100000e+00,-5.321080e-05,2.141701e-04,9.290767e-05,9.285360e-05,-4.641767e-05,2.180420e-04,9.814471e-05,9.800858e-05
3.133333e+00,-4.350864e-05,2.097030e-04,9.264711e-05,9.215201e-05,-3.631190e-05,2.133050e-04,9.789457e-05,9.729866e-05
3.166667e+00,-1.988454e-05,1.932918e-04,9.249798e-05,9.167071e-05,-1.263201e-05,1.968775e-04,9.774951e-05,9.680909e-05
3.200000e+00,1.545207e-05,1.667995e-04,9.245058e-05,9.141825e-05,2.248086e-05,1.705858e-04,9.770017e-05,9.654876e-05
3.233333e+00,5.909379e-05,1.331183e-04,9.248714e-05,9.137954e-05,6.588385e-05,1.371078e-04,9.773144e-05,9.650945e-05
3.266667e+00,1.067813e-04,9.587405e-05,9.258502e-05,9.152071e-05,1.131010e-04,1.002636e-04,9.781877e-05,9.665099e-05
3.300000e+00,1.538364e-04,5.905357e-05,9.272032e-05,9.179581e-05,1.596155e-04,6.390337e-05,9.793965e-05,9.692877e-05
3.333333e+00,1.956385e-04,2.659663e-05,9.287161e-05,9.215460e-05,2.007001e-04,3.205642e-05,9.807416e-05,9.729523e-05
3.366667e+00,2.280948e-04,1.991907e-06,9.302335e-05,9.255059e-05,2.324923e-04,8.026861e-06,9.820791e-05,9.770130e-05
3.400000e+00,2.480574e-04,-1.208077e-05,9.316879e-05,9.294823e-05,2.520074e-04,-5.628154e-06,9.833615e-05,9.811234e-05
3.433333e+00,2.536438e-04,-1.402545e-05,9.331187e-05,9.332857e-05,2.570204e-04,-7.000335e-06,9.846506e-05,9.850904e-05
3.466667e+00,2.444288e-04,-3.494532e-06,9.346825e-05,9.369283e-05,2.476093e-04,3.853130e-06,9.861255e-05,9.889324e-05
3.500000e+00,2.214873e-04,1.857472e-05,9.366494e-05,9.406320e-05,2.248680e-04,2.599135e-05,9.880708e-05,9.928696e-05
3.533333e+00,1.872844e-04,5.005489e-05,9.393894e-05,9.448111e-05,1.909412e-04,5.755267e-05,9.909013e-05,9.973386e-05
3.566667e+00,1.454235e-04,8.784491e-05,9.433466e-05,9.500288e-05,1.497289e-04,9.516372e-05,9.950501e-05,1.002896e-04
3.600000e+00,1.002787e-04,1.281865e-04,9.490057e-05,9.569341e-05,1.054184e-04,1.351891e-04,1.000999e-04,1.010184e-04
3.633333e+00,5.654745e-05,1.670477e-04,9.568517e-05,9.661851e-05,6.265232e-05,1.735900e-04,1.009309e-04,1.019944e-04
3.666667e+00,1.877195e-05,2.005352e-04,9.673281e-05,9.783676e-05,2.581697e-05,2.065746e-04,1.020355e-04,1.032696e-04
3.700000e+00,-9.125074e-06,2.252923e-04,9.807954e-05,9.939179e-05,-1.368028e-06,2.309335e-04,1.034488e-04,1.048868e-04
3.733333e+00,-2.424029e-05,2.388426e-04,9.974946e-05,1.013059e-04,-1.570108e-05,2.439157e-04,1.052047e-04,1.068792e-04
3.766667e+00,-2.498593e-05,2.398443e-04,1.017519e-04,1.035757e-04,-1.602734e-05,2.445706e-04,1.073017e-04,1.092317e-04
3.800000e+00,-1.125119e-05,2.282283e-04,1.040795e-04,1.061702e-04,-2.263584e-06,2.328735e-04,1.097318e-04,1.119133e-04
3.833333e+00,1.558725e-05,2.052070e-04,1.067079e-04,1.090321e-04,2.459890e-05,2.097252e-04,1.124784e-04,1.148734e-04
3.866667e+00,5.280669e-05,1.731519e-04,1.095960e-04,1.120816e-04,6.146790e-05,1.778418e-04,1.154893e-04,1.180225e-04
3.900000e+00,9.661779e-05,1.353535e-04,1.126881e-04,1.152222e-04,1.046857e-04,1.404125e-04,1.187084e-04,1.212658e-04
3.933333e+00,1.425529e-04,9.568615e-05,1.159169e-04,1.183496e-04,1.498910e-04,1.012250e-04,1.220701e-04,1.244973e-04
3.966667e+00,1.859240e-04,5.821482e-05,1.192072e-04,1.213602e-04,1.924003e-04,6.434475e-05,1.254927e-04,1.276128e-04
4.000000e+00,2.223032e-04,2.678084e-05,1.224804e-04,1.241603e-04,2.279806e-04,3.345163e-05,1.288974e-04,1.305207e-04
4.033333e+00,2.479768e-04,4.611265e-06,1.256588e-04,1.266749e-04,2.526913e-04,1.198486e-05,1.322019e-04,1.331367e-04
4.066667e+00,2.603268e-04,-6.009539e-06,1.286703e-04,1.288539e-04,2.643358e-04,1.887072e-06,1.353354e-04,1.354192e-04
4.100000e+00,2.581003e-04,-3.971992e-06,1.314519e-04,1.306761e-04,2.617846e-04,4.186010e-06,1.382359e-04,1.373473e-04
4.133333e+00,2.415391e-04,1.054643e-05,1.339532e-04,1.321506e-04,2.449272e-04,1.903577e-05,1.408438e-04,1.389198e-04
4.166667e+00,2.123576e-04,3.610015e-05,1.361385e-04,1.333148e-04,2.159326e-04,4.460015e-05,1.431314e-04,1.401846e-04
4.200000e+00,1.735686e-04,7.012407e-05,1.379874e-04,1.342296e-04,1.777209e-04,7.838296e-05,1.450791e-04,1.412012e-04
4.233333e+00,1.291779e-04,1.091963e-04,1.394955e-04,1.349722e-04,1.340768e-04,1.171318e-04,1.466715e-04,1.420417e-04
4.266667e+00,8.377569e-05,1.493884e-04,1.406725e-04,1.356272e-04,8.965349e-05,1.568137e-04,1.479289e-04,1.427956e-04
4.300000e+00,4.206902e-05,1.866671e-04,1.415406e-04,1.362764e-04,4.891905e-05,1.935576e-04,1.488729e-04,1.435421e-04
4.333333e+00,8.401387e-06,2.173069e-04,1.421319e-04,1.369901e-04,1.633847e-05,2.235043e-04,1.495271e-04,1.443521e-04
4.366667e+00,-1.369079e-05,2.382712e-04,1.424846e-04,1.378182e-04,-4.896078e-06,2.438877e-04,1.499388e-04,1.452721e-04
4.400000e+00,-2.183947e-05,2.475225e-04,1.426406e-04,1.387843e-04,-1.255351e-05,2.527883e-04,1.501491e-04,1.463228e-04
4.433333e+00,-1.508734e-05,2.442312e-04,1.426418e-04,1.398825e-04,-5.281580e-06,2.490584e-04,1.501958e-04,1.474999e-04
4.466667e+00,6.013452e-06,2.288599e-04,1.425277e-04,1.410774e-04,1.590935e-05,2.335731e-04,1.501237e-04,1.487615e-04
4.500000e+00,3.945689e-05,2.031163e-04,1.423329e-04,1.423070e-04,4.907201e-05,2.080132e-04,1.499672e-04,1.500453e-04
4.533333e+00,8.198671e-05,1.697786e-04,1.420864e-04,1.434892e-04,9.124075e-05,1.749307e-04,1.497535e-04,1.512661e-04
4.566667e+00,1.294277e-04,1.324107e-04,1.418102e-04,1.445305e-04,1.380153e-04,1.380851e-04,1.495066e-04,1.523316e-04
4.600000e+00,1.771108e-04,9.499773e-05,1.415197e-04,1.453366e-04,1.849060e-04,1.013104e-04,1.492414e-04,1.531499e-04
4.633333e+00,2.203487e-04,6.153755e-05,1.412249e-04,1.458227e-04,2.271645e-04,6.866371e-05,1.489672e-04,1.536274e-04
4.666667e+00,2.549131e-04,3.563124e-05,1.409309e-04,1.459241e-04,2.607933e-04,4.355137e-05,1.486895e-04,1.537113e-04
4.700000e+00,2.774654e-04,2.011361e-05,1.406402e-04,1.456053e-04,2.826455e-04,2.866025e-05,1.484106e-04,1.533695e-04
4.733333e+00,2.858961e-04,1.676193e-05,1.403542e-04,1.448654e-04,2.903009e-04,2.606002e-05,1.481319e-04,1.525911e-04
4.766667e+00,2.795394e-04,2.611239e-05,1.400748e-04,1.437417e-04,2.836077e-04,3.586505e-05,1.478557e-04,1.514298e-04
4.800000e+00,2.592397e-04,4.740354e-05,1.398060e-04,1.423088e-04,2.634504e-04,5.729388e-05,1.475859e-04,1.499613e-04
4.833333e+00,2.272638e-04,7.865203e-05,1.395548e-04,1.406739e-04,2.317751e-04,8.863715e-05,1.473302e-04,1.482905e-04
4.866667e+00,1.870685e-04,1.168533e-04,1.393322e-04,1.389696e-04,1.923470e-04,1.266035e-04,1.470994e-04,1.465592e-04
4.900000e+00,1.429462e-04,1.582870e-04,1.391528e-04,1.373434e-04,1.492673e-04,1.676005e-04,1.469079e-04,1.449137e-04
4.933333e+00,9.958474e-05,1.988949e-04,1.390347e-04,1.359455e-04,1.071362e-04,2.075938e-04,1.467761e-04,1.435134e-04
4.966667e+00,6.158738e-05,2.346948e-04,1.389991e-04,1.349167e-04,7.039588e-05,2.427014e-04,1.467242e-04,1.424931e-04
5.000000e+00,3.300141e-05,2.621857e-04,1.390686e-04,1.343757e-04,4.285985e-05,2.695936e-04,1.467754e-04,1.419686e-04
5.033333e+00,1.690327e-05,2.787048e-04,1.392665e-04,1.344094e-04,2.786317e-05,2.853624e-04,1.469584e-04,1.420436e-04
5.066667e+00,1.508298e-05,2.826990e-04,1.396152e-04,1.350653e-04,2.674294e-05,2.888606e-04,1.472941e-04,1.427462e-04
5.100000e+00,2.786034e-05,2.738833e-04,1.401352e-04,1.363472e-04,3.976165e-05,2.798714e-04,1.478045e-04,1.440778e-04
5.133333e+00,5.405123e-05,2.532696e-04,1.408440e-04,1.382156e-04,6.610948e-05,2.590996e-04,1.485154e-04,1.460140e-04
5.166667e+00,9.108781e-05,2.230638e-04,1.417554e-04,1.405907e-04,1.028329e-04,2.291134e-04,1.494370e-04,1.484546e-04
5.200000e+00,1.352805e-04,1.864405e-04,1.428788e-04,1.433607e-04,1.463711e-04,1.929895e-04,1.505800e-04,1.512880e-04
5.233333e+00,1.821945e-04,1.472196e-04,1.442192e-04,1.463910e-04,1.924199e-04,1.544330e-04,1.519578e-04,1.543857e-04
5.266667e+00,2.271036e-04,1.094759e-04,1.457771e-04,1.495370e-04,2.362586e-04,1.175242e-04,1.535648e-04,1.575939e-04
5.300000e+00,2.654727e-04,7.712415e-05,1.475485e-04,1.526566e-04,2.735724e-04,8.599324e-05,1.553973e-04,1.607738e-04
5.333333e+00,2.934229e-04,5.351958e-05,1.495253e-04,1.556227e-04,3.002910e-04,6.336643e-05,1.574539e-04,1.637937e-04
5.366667e+00,3.081282e-04,4.111580e-05,1.516953e-04,1.583339e-04,3.140314e-04,5.174394e-05,1.597155e-04,1.665579e-04
5.400000e+00,3.081066e-04,4.121507e-05,1.540431e-04,1.607225e-04,3.134693e-04,5.231616e-05,1.621658e-04,1.690018e-04
5.433333e+00,2.933723e-04,5.383619e-05,1.565493e-04,1.627592e-04,2.982830e-04,6.541125e-05,1.647895e-04,1.710878e-04
5.466667e+00,2.654372e-04,7.771333e-05,1.591912e-04,1.644541e-04,2.704675e-04,8.935893e-05,1.675567e-04,1.728389e-04
5.500000e+00,2.271577e-04,1.104266e-04,1.619423e-04,1.658532e-04,2.328002e-04,1.217983e-04,1.704393e-04,1.743027e-04
5.533333e+00,1.824455e-04,1.486503e-04,1.647728e-04,1.670327e-04,1.889483e-04,1.595873e-04,1.734073e-04,1.755515e-04
5.566667e+00,1.358697e-04,1.884940e-04,1.676488e-04,1.680887e-04,1.435536e-04,1.987317e-04,1.764213e-04,1.766901e-04
5.600000e+00,9.219232e-05,2.259014e-04,1.705331e-04,1.691268e-04,1.011148e-04,2.353569e-04,1.794421e-04,1.778225e-04
5.633333e+00,5.588316e-05,2.570661e-04,1.733853e-04,1.702495e-04,6.617299e-05,2.655587e-04,1.824256e-04,1.790546e-04
5.666667e+00,3.066506e-05,2.788221e-04,1.761622e-04,1.715449e-04,4.209114e-05,2.864583e-04,1.853274e-04,1.804709e-04
5.700000e+00,1.913482e-05,2.889690e-04,1.788190e-04,1.730767e-04,3.128983e-05,2.960041e-04,1.881025e-04,1.821314e-04
5.733333e+00,2.249914e-05,2.864983e-04,1.813108e-04,1.748769e-04,3.533933e-05,2.928929e-04,1.906996e-04,1.840734e-04
5.766667e+00,4.045211e-05,2.716981e-04,1.835941e-04,1.769414e-04,5.345732e-05,2.778437e-04,1.930802e-04,1.862808e-04
5.800000e+00,7.120735e-05,2.461253e-04,1.856289e-04,1.792298e-04,8.390073e-05,2.524006e-04,1.952052e-04,1.887103e-04
5.833333e+00,1.116810e-04,2.124474e-04,1.873805e-04,1.816688e-04,1.238935e-04,2.189935e-04,1.970320e-04,1.912885e-04
5.866667e+00,1.578073e-04,1.741718e-04,1.888222e-04,1.841583e-04,1.691399e-04,1.813314e-04,1.985433e-04,1.939073e-04
5.900000e+00,2.049540e-04,1.352878e-04,1.899365e-04,1.865813e-04,2.152050e-04,1.432382e-04,1.997232e-04,1.964493e-04
5.933333e+00,2.483961e-04,9.985979e-05,1.907174e-04,1.888145e-04,2.573491e-04,1.088032e-04,2.005568e-04,1.987827e-04
5.966667e+00,2.837987e-04,7.161205e-05,1.911704e-04,1.907406e-04,2.914753e-04,8.154637e-05,2.010614e-04,2.007940e-04
6.000000e+00,3.076598e-04,5.354843e-05,1.913140e-04,1.922587e-04,3.143058e-04,6.429544e-05,2.012563e-04,2.023846e-04
6.033333e+00,3.176678e-04,4.764479e-05,1.911783e-04,1.932947e-04,3.232551e-04,5.929509e-05,2.011647e-04,2.034650e-04
6.066667e+00,3.129382e-04,5.464640e-05,1.908039e-04,1.938080e-04,3.179669e-04,6.685174e-05,2.008368e-04,2.040107e-04
6.100000e+00,2.941031e-04,7.399079e-05,1.902404e-04,1.937959e-04,2.991367e-04,8.636572e-05,2.003214e-04,2.040204e-04
6.133333e+00,2.632465e-04,1.038640e-04,1.895431e-04,1.932933e-04,2.685309e-04,1.163067e-04,1.996696e-04,2.035166e-04
6.166667e+00,2.236905e-04,1.413845e-04,1.887702e-04,1.923706e-04,2.297899e-04,1.534929e-04,1.989429e-04,2.025872e-04
6.200000e+00,1.796553e-04,1.828959e-04,1.879794e-04,1.911265e-04,1.869381e-04,1.944026e-04,1.981960e-04,2.013317e-04
6.233333e+00,1.358269e-04,2.243392e-04,1.872243e-04,1.896799e-04,1.445439e-04,2.350364e-04,1.974816e-04,1.998657e-04
6.266667e+00,9.687670e-05,2.616659e-04,1.865519e-04,1.881592e-04,1.071097e-04,2.714430e-04,1.968436e-04,1.983265e-04
6.300000e+00,6.698309e-05,2.912499e-04,1.859994e-04,1.866917e-04,7.855007e-05,3.001917e-04,1.963163e-04,1.968401e-04
