t,lc1,lc2,lc3,lc4,c1,c2,c3,c4
1.833333e+00,8.297435e-05,8.345151e-05,8.560639e-05,8.571684e-05,8.303335e-05,8.349301e-05,8.567757e-05,8.579186e-05
1.866667e+00,8.568166e-05,8.587273e-05,8.677018e-05,8.699211e-05,8.573818e-05,8.591260e-05,8.684554e-05,8.707022e-05
1.900000e+00,8.848662e-05,8.824964e-05,8.788140e-05,8.820540e-05,8.854016e-05,8.828854e-05,8.796084e-05,8.828640e-05
1.933333e+00,9.136600e-05,9.058398e-05,8.895524e-05,8.937060e-05,9.141675e-05,9.062230e-05,8.903827e-05,8.945390e-05
1.966667e+00,9.429369e-05,9.287932e-05,9.000722e-05,9.050243e-05,9.434136e-05,9.291780e-05,9.009359e-05,9.058776e-05
2.000000e+00,9.724164e-05,9.514031e-05,9.105296e-05,9.161616e-05,9.728629e-05,9.517965e-05,9.114222e-05,9.170315e-05
2.033333e+00,1.001810e-04,9.737196e-05,9.210792e-05,9.272731e-05,1.002228e-04,9.741261e-05,9.219964e-05,9.281555e-05
2.066667e+00,1.030832e-04,9.957886e-05,9.318716e-05,9.385135e-05,1.031224e-04,9.962147e-05,9.328079e-05,9.394046e-05
2.100000e+00,1.059209e-04,1.017645e-04,9.430512e-05,9.500333e-05,1.059583e-04,1.018096e-04,9.439997e-05,9.509282e-05
2.133333e+00,1.086692e-04,1.039307e-04,9.547534e-05,9.619759e-05,1.087050e-04,1.039788e-04,9.557110e-05,9.628730e-05
2.166667e+00,1.113062e-04,1.060773e-04,9.671031e-05,9.744746e-05,1.113413e-04,1.061288e-04,9.680628e-05,9.753691e-05
2.200000e+00,1.138137e-04,1.082018e-04,9.802120e-05,9.876490e-05,1.138493e-04,1.082570e-04,9.811662e-05,9.885356e-05
2.233333e+00,1.161776e-04,1.102992e-04,9.941769e-05,1.001603e-04,1.162139e-04,1.103585e-04,9.951244e-05,1.002482e-04
2.266667e+00,1.183882e-04,1.123625e-04,1.009078e-04,1.016422e-04,1.184267e-04,1.124261e-04,1.010011e-04,1.017289e-04
2.300000e+00,1.204403e-04,1.143826e-04,1.024976e-04,1.032170e-04,1.204823e-04,1.144508e-04,1.025889e-04,1.033019e-04
2.333333e+00,1.223326e-04,1.163489e-04,1.041912e-04,1.048892e-04,1.223785e-04,1.164219e-04,1.042806e-04,1.049725e-04
2.366667e+00,1.240681e-04,1.182501e-04,1.059908e-04,1.066605e-04,1.241193e-04,1.183281e-04,1.060778e-04,1.067418e-04
2.400000e+00,1.256530e-04,1.200746e-04,1.078961e-04,1.085306e-04,1.257107e-04,1.201580e-04,1.079802e-04,1.086095e-04
2.433333e+00,1.270961e-04,1.218113e-04,1.099048e-04,1.104968e-04,1.271605e-04,1.218999e-04,1.099862e-04,1.105736e-04
2.466667e+00,1.284088e-04,1.234503e-04,1.120121e-04,1.125538e-04,1.284810e-04,1.235446e-04,1.120907e-04,1.126282e-04
2.500000e+00,1.296037e-04,1.249838e-04,1.142110e-04,1.146945e-04,1.296846e-04,1.250841e-04,1.142866e-04,1.147662e-04
2.533333e+00,1.306941e-04,1.264061e-04,1.164925e-04,1.169092e-04,1.307837e-04,1.265121e-04,1.165657e-04,1.169787e-04
2.566667e+00,1.316940e-04,1.277149e-04,1.188454e-04,1.191868e-04,1.317928e-04,1.278269e-04,1.189161e-04,1.192540e-04
2.600000e+00,1.326167e-04,1.289108e-04,1.212565e-04,1.215142e-04,1.327249e-04,1.290293e-04,1.213249e-04,1.215792e-04
2.633333e+00,1.334749e-04,1.299979e-04,1.237109e-04,1.238769e-04,1.335922e-04,1.301223e-04,1.237777e-04,1.239403e-04
2.666667e+00,1.342802e-04,1.309838e-04,1.261922e-04,1.262596e-04,1.344066e-04,1.311144e-04,1.262578e-04,1.263216e-04
2.700000e+00,1.350431e-04,1.318792e-04,1.286830e-04,1.286457e-04,1.351782e-04,1.320160e-04,1.287477e-04,1.287069e-04
2.733333e+00,1.357728e-04,1.326975e-04,1.311647e-04,1.310184e-04,1.359160e-04,1.328398e-04,1.312291e-04,1.310793e-04
2.766667e+00,1.364772e-04,1.334546e-04,1.336181e-04,1.333607e-04,1.366278e-04,1.336023e-04,1.336830e-04,1.334221e-04
2.800000e+00,1.371632e-04,1.341678e-04,1.360240e-04,1.356556e-04,1.373205e-04,1.343205e-04,1.360901e-04,1.357183e-04
2.833333e+00,1.378367e-04,1.348556e-04,1.383633e-04,1.378865e-04,1.379998e-04,1.350126e-04,1.384310e-04,1.379512e-04
2.866667e+00,1.385032e-04,1.355366e-04,1.406173e-04,1.400377e-04,1.386710e-04,1.356972e-04,1.406875e-04,1.401054e-04
2.900000e+00,1.391677e-04,1.362289e-04,1.427682e-04,1.420943e-04,1.393393e-04,1.363923e-04,1.428420e-04,1.421661e-04
2.933333e+00,1.398352e-04,1.369494e-04,1.447996e-04,1.440426e-04,1.400094e-04,1.371148e-04,1.448771e-04,1.441191e-04
2.966667e+00,1.405109e-04,1.377130e-04,1.466965e-04,1.458705e-04,1.406866e-04,1.378794e-04,1.467789e-04,1.459528e-04
3.000000e+00,1.412002e-04,1.385322e-04,1.484460e-04,1.475673e-04,1.413764e-04,1.386983e-04,1.485344e-04,1.476567e-04
3.033333e+00,1.419091e-04,1.394164e-04,1.500372e-04,1.491244e-04,1.420848e-04,1.395816e-04,1.501314e-04,1.492209e-04
3.066667e+00,1.426441e-04,1.403722e-04,1.514615e-04,1.505348e-04,1.428181e-04,1.405353e-04,1.515628e-04,1.506396e-04
3.100000e+00,1.434119e-04,1.414025e-04,1.527132e-04,1.517936e-04,1.435832e-04,1.415622e-04,1.528227e-04,1.519077e-04
3.133333e+00,1.442195e-04,1.425070e-04,1.537889e-04,1.528980e-04,1.443874e-04,1.426629e-04,1.539063e-04,1.530212e-04
3.166667e+00,1.450739e-04,1.436823e-04,1.546882e-04,1.538475e-04,1.452374e-04,1.438334e-04,1.548144e-04,1.539804e-04
3.200000e+00,1.459816e-04,1.449221e-04,1.554135e-04,1.546432e-04,1.461400e-04,1.450674e-04,1.555493e-04,1.547865e-04
3.233333e+00,1.469486e-04,1.462173e-04,1.559696e-04,1.552889e-04,1.471014e-04,1.463566e-04,1.561146e-04,1.554418e-04
3.266667e+00,1.479796e-04,1.475571e-04,1.563642e-04,1.557899e-04,1.481261e-04,1.476899e-04,1.565189e-04,1.559525e-04
3.300000e+00,1.490778e-04,1.489290e-04,1.566074e-04,1.561536e-04,1.492174e-04,1.490550e-04,1.567721e-04,1.563261e-04
3.333333e+00,1.502446e-04,1.503194e-04,1.567114e-04,1.563895e-04,1.503774e-04,1.504388e-04,1.568853e-04,1.565705e-04
3.366667e+00,1.514792e-04,1.517146e-04,1.566905e-04,1.565083e-04,1.516049e-04,1.518275e-04,1.568736e-04,1.566975e-04
3.400000e+00,1.527783e-04,1.531006e-04,1.565606e-04,1.565225e-04,1.528967e-04,1.532074e-04,1.567527e-04,1.567193e-04
3.433333e+00,1.541362e-04,1.544641e-04,1.563393e-04,1.564459e-04,1.542475e-04,1.545653e-04,1.565392e-04,1.566490e-04
3.466667e+00,1.555443e-04,1.557927e-04,1.560449e-04,1.562935e-04,1.556488e-04,1.558891e-04,1.562520e-04,1.565018e-04
3.500000e+00,1.569916e-04,1.570752e-04,1.556966e-04,1.560808e-04,1.570895e-04,1.571679e-04,1.559100e-04,1.562935e-04
3.533333e+00,1.584646e-04,1.583019e-04,1.553139e-04,1.558245e-04,1.585567e-04,1.583915e-04,1.555322e-04,1.560399e-04
3.566667e+00,1.599480e-04,1.594643e-04,1.549163e-04,1.555411e-04,1.600348e-04,1.595522e-04,1.551384e-04,1.557582e-04
3.600000e+00,1.614243e-04,1.605559e-04,1.545229e-04,1.552475e-04,1.615067e-04,1.606436e-04,1.547473e-04,1.554650e-04
3.633333e+00,1.628751e-04,1.615715e-04,1.541523e-04,1.549604e-04,1.629539e-04,1.616598e-04,1.543775e-04,1.551770e-04
3.666667e+00,1.642811e-04,1.625072e-04,1.538217e-04,1.546958e-04,1.643575e-04,1.625976e-04,1.540463e-04,1.549103e-04
3.700000e+00,1.656229e-04,1.633604e-04,1.535474e-04,1.544691e-04,1.656984e-04,1.634545e-04,1.537696e-04,1.546801e-04
3.733333e+00,1.668816e-04,1.641295e-04,1.533438e-04,1.542946e-04,1.669571e-04,1.642280e-04,1.535624e-04,1.545012e-04
3.766667e+00,1.680393e-04,1.648135e-04,1.532238e-04,1.541852e-04,1.681164e-04,1.649180e-04,1.534371e-04,1.543861e-04
3.800000e+00,1.690796e-04,1.654122e-04,1.531979e-04,1.541521e-04,1.691602e-04,1.655240e-04,1.534044e-04,1.543463e-04
3.833333e+00,1.699883e-04,1.659256e-04,1.532747e-04,1.542049e-04,1.700732e-04,1.660453e-04,1.534735e-04,1.543919e-04
3.866667e+00,1.707536e-04,1.663541e-04,1.534603e-04,1.543511e-04,1.708448e-04,1.664827e-04,1.536502e-04,1.545298e-04
3.900000e+00,1.713666e-04,1.666979e-04,1.537586e-04,1.545958e-04,1.714661e-04,1.668365e-04,1.539383e-04,1.547655e-04
3.933333e+00,1.718215e-04,1.669575e-04,1.541709e-04,1.549421e-04,1.719299e-04,1.671063e-04,1.543402e-04,1.551028e-04
3.966667e+00,1.721156e-04,1.671335e-04,1.546960e-04,1.553905e-04,1.722348e-04,1.672931e-04,1.548542e-04,1.555416e-04
4.000000e+00,1.722495e-04,1.672266e-04,1.553303e-04,1.559392e-04,1.723810e-04,1.673974e-04,1.554769e-04,1.560803e-04
4.033333e+00,1.722267e-04,1.672376e-04,1.560678e-04,1.565838e-04,1.723710e-04,1.674195e-04,1.562034e-04,1.567154e-04
4.066667e+00,1.720540e-04,1.671679e-04,1.569004e-04,1.573177e-04,1.722122e-04,1.673609e-04,1.570248e-04,1.574399e-04
4.100000e+00,1.717404e-04,1.670193e-04,1.578175e-04,1.581321e-04,1.719136e-04,1.672234e-04,1.579312e-04,1.582451e-04
4.133333e+00,1.712977e-04,1.667944e-04,1.588069e-04,1.590161e-04,1.714857e-04,1.670089e-04,1.589110e-04,1.591207e-04
4.166667e+00,1.707394e-04,1.664967e-04,1.598543e-04,1.599568e-04,1.709424e-04,1.667212e-04,1.599496e-04,1.600538e-04
4.200000e+00,1.700804e-04,1.661307e-04,1.609442e-04,1.609399e-04,1.702986e-04,1.663647e-04,1.610319e-04,1.610301e-04
4.233333e+00,1.693370e-04,1.657022e-04,1.620597e-04,1.619496e-04,1.695694e-04,1.659444e-04,1.621412e-04,1.620343e-04
4.266667e+00,1.685259e-04,1.652180e-04,1.631827e-04,1.629691e-04,1.687720e-04,1.654677e-04,1.632596e-04,1.630495e-04
4.300000e+00,1.676642e-04,1.646863e-04,1.642948e-04,1.639808e-04,1.679229e-04,1.649424e-04,1.643688e-04,1.640587e-04
4.333333e+00,1.667688e-04,1.641163e-04,1.653769e-04,1.649671e-04,1.670385e-04,1.643773e-04,1.654497e-04,1.650438e-04
4.366667e+00,1.658561e-04,1.635184e-04,1.664102e-04,1.659099e-04,1.661354e-04,1.637831e-04,1.664837e-04,1.659874e-04
4.400000e+00,1.649419e-04,1.629037e-04,1.673758e-04,1.667919e-04,1.652289e-04,1.631707e-04,1.674522e-04,1.668722e-04
4.433333e+00,1.640408e-04,1.622838e-04,1.682558e-04,1.675961e-04,1.643336e-04,1.625516e-04,1.683366e-04,1.676807e-04
4.466667e+00,1.631665e-04,1.616709e-04,1.690332e-04,1.683069e-04,1.634628e-04,1.619380e-04,1.691205e-04,1.683979e-04
4.500000e+00,1.623311e-04,1.610768e-04,1.696922e-04,1.689096e-04,1.626287e-04,1.613416e-04,1.697881e-04,1.690092e-04
4.533333e+00,1.615456e-04,1.605130e-04,1.702186e-04,1.693914e-04,1.618424e-04,1.607742e-04,1.703243e-04,1.695009e-04
4.566667e+00,1.608194e-04,1.599903e-04,1.706002e-04,1.697412e-04,1.611129e-04,1.602463e-04,1.707176e-04,1.698626e-04
4.600000e+00,1.601604e-04,1.595184e-04,1.708269e-04,1.699500e-04,1.604484e-04,1.597677e-04,1.709579e-04,1.700852e-04
4.633333e+00,1.595753e-04,1.591053e-04,1.708909e-04,1.700110e-04,1.598559e-04,1.593470e-04,1.710361e-04,1.701606e-04
4.666667e+00,1.590692e-04,1.587577e-04,1.707870e-04,1.699197e-04,1.593403e-04,1.589904e-04,1.709478e-04,1.700853e-04
4.700000e+00,1.586458e-04,1.584798e-04,1.705125e-04,1.696740e-04,1.589055e-04,1.587023e-04,1.706903e-04,1.698567e-04
4.733333e+00,1.583075e-04,1.582741e-04,1.700677e-04,1.692742e-04,1.585546e-04,1.584860e-04,1.702622e-04,1.694739e-04
4.766667e+00,1.580552e-04,1.581407e-04,1.694554e-04,1.687231e-04,1.582882e-04,1.583411e-04,1.696675e-04,1.689405e-04
4.800000e+00,1.578888e-04,1.580774e-04,1.686814e-04,1.680258e-04,1.581064e-04,1.582658e-04,1.689115e-04,1.682611e-04
4.833333e+00,1.578063e-04,1.580800e-04,1.677539e-04,1.671898e-04,1.580084e-04,1.582566e-04,1.680011e-04,1.674418e-04
4.866667e+00,1.578050e-04,1.581421e-04,1.666839e-04,1.662245e-04,1.579907e-04,1.583067e-04,1.669480e-04,1.664929e-04
4.900000e+00,1.578802e-04,1.582555e-04,1.654846e-04,1.651416e-04,1.580494e-04,1.584083e-04,1.657652e-04,1.654255e-04
4.933333e+00,1.580262e-04,1.584105e-04,1.641714e-04,1.639543e-04,1.581795e-04,1.585522e-04,1.644668e-04,1.642518e-04
4.966667e+00,1.582360e-04,1.585960e-04,1.627616e-04,1.626774e-04,1.583736e-04,1.587272e-04,1.630707e-04,1.629871e-04
5.000000e+00,1.585009e-04,1.587998e-04,1.612740e-04,1.613271e-04,1.586236e-04,1.589217e-04,1.615952e-04,1.616472e-04
5.033333e+00,1.588112e-04,1.590095e-04,1.597286e-04,1.599205e-04,1.589203e-04,1.591232e-04,1.600597e-04,1.602485e-04
5.066667e+00,1.591558e-04,1.592120e-04,1.581463e-04,1.584755e-04,1.592526e-04,1.593190e-04,1.584853e-04,1.588093e-04
5.100000e+00,1.595224e-04,1.593946e-04,1.565485e-04,1.570104e-04,1.596085e-04,1.594965e-04,1.568929e-04,1.573475e-04
5.133333e+00,1.598980e-04,1.595449e-04,1.549566e-04,1.555436e-04,1.599752e-04,1.596433e-04,1.553040e-04,1.558816e-04
5.166667e+00,1.602683e-04,1.596512e-04,1.533918e-04,1.540935e-04,1.603387e-04,1.597482e-04,1.537394e-04,1.544298e-04
5.200000e+00,1.606189e-04,1.597029e-04,1.518745e-04,1.526779e-04,1.606846e-04,1.598004e-04,1.522194e-04,1.530097e-04
5.233333e+00,1.609346e-04,1.596904e-04,1.504239e-04,1.513137e-04,1.609978e-04,1.597903e-04,1.507637e-04,1.516389e-04
5.266667e+00,1.612004e-04,1.596056e-04,1.490581e-04,1.500169e-04,1.612637e-04,1.597100e-04,1.493898e-04,1.503330e-04
5.300000e+00,1.614014e-04,1.594418e-04,1.477932e-04,1.488022e-04,1.614675e-04,1.595530e-04,1.481138e-04,1.491067e-04
5.333333e+00,1.615236e-04,1.591939e-04,1.466432e-04,1.476826e-04,1.615945e-04,1.593133e-04,1.469508e-04,1.479739e-04
5.366667e+00,1.615535e-04,1.588582e-04,1.456200e-04,1.466693e-04,1.616319e-04,1.589879e-04,1.459119e-04,1.469454e-04
5.400000e+00,1.614792e-04,1.584327e-04,1.447328e-04,1.457716e-04,1.615678e-04,1.585746e-04,1.450067e-04,1.460305e-04
5.433333e+00,1.612902e-04,1.579167e-04,1.439884e-04,1.449964e-04,1.613909e-04,1.580718e-04,1.442431e-04,1.452374e-04
5.466667e+00,1.609780e-04,1.573111e-04,1.433905e-04,1.443485e-04,1.610932e-04,1.574809e-04,1.436243e-04,1.445704e-04
5.500000e+00,1.605363e-04,1.566179e-04,1.429403e-04,1.438302e-04,1.606683e-04,1.568037e-04,1.431517e-04,1.440319e-04
5.533333e+00,1.599610e-04,1.558405e-04,1.426358e-04,1.434414e-04,1.601108e-04,1.560426e-04,1.428250e-04,1.436232e-04
5.566667e+00,1.592506e-04,1.549832e-04,1.424726e-04,1.431795e-04,1.594201e-04,1.552023e-04,1.426389e-04,1.433410e-04
5.600000e+00,1.584060e-04,1.540514e-04,1.424433e-04,1.430393e-04,1.585969e-04,1.542878e-04,1.425867e-04,1.431806e-04
5.633333e+00,1.574312e-04,1.530512e-04,1.425382e-04,1.430135e-04,1.576434e-04,1.533044e-04,1.426600e-04,1.431359e-04
5.666667e+00,1.563322e-04,1.519897e-04,1.427451e-04,1.430925e-04,1.565667e-04,1.522593e-04,1.428462e-04,1.431966e-04
5.700000e+00,1.551179e-04,1.508744e-04,1.430497e-04,1.432644e-04,1.553749e-04,1.511598e-04,1.431313e-04,1.433515e-04
5.733333e+00,1.537993e-04,1.497135e-04,1.434357e-04,1.435157e-04,1.540780e-04,1.500134e-04,1.435004e-04,1.435879e-04
5.766667e+00,1.523894e-04,1.485158e-04,1.438855e-04,1.438310e-04,1.526893e-04,1.488288e-04,1.439353e-04,1.438902e-04
5.800000e+00,1.509032e-04,1.472903e-04,1.443801e-04,1.441939e-04,1.512232e-04,1.476149e-04,1.444177e-04,1.442423e-04
5.833333e+00,1.493570e-04,1.460464e-04,1.448995e-04,1.445866e-04,1.496951e-04,1.463805e-04,1.449280e-04,1.446270e-04
5.866667e+00,1.477680e-04,1.447939e-04,1.454233e-04,1.449908e-04,1.481226e-04,1.451354e-04,1.454458e-04,1.450259e-04
5.900000e+00,1.461546e-04,1.435425e-04,1.459308e-04,1.453876e-04,1.465231e-04,1.438892e-04,1.459508e-04,1.454205e-04
5.933333e+00,1.445351e-04,1.423023e-04,1.464017e-04,1.457582e-04,1.449148e-04,1.426518e-04,1.464224e-04,1.457919e-04
5.966667e+00,1.429278e-04,1.410830e-04,1.468159e-04,1.460842e-04,1.433158e-04,1.414328e-04,1.468410e-04,1.461221e-04
6.000000e+00,1.413509e-04,1.398945e-04,1.471545e-04,1.463477e-04,1.417438e-04,1.402419e-04,1.471877e-04,1.463932e-04
6.033333e+00,1.398214e-04,1.387461e-04,1.473996e-04,1.465320e-04,1.402160e-04,1.390888e-04,1.474439e-04,1.465880e-04
6.066667e+00,1.383553e-04,1.376468e-04,1.475351e-04,1.466217e-04,1.387481e-04,1.379823e-04,1.475940e-04,1.466914e-04
6.100000e+00,1.369674e-04,1.366051e-04,1.475467e-04,1.466029e-04,1.373547e-04,1.369308e-04,1.476235e-04,1.466896e-04
6.133333e+00,1.356707e-04,1.356284e-04,1.474220e-04,1.464638e-04,1.360494e-04,1.359425e-04,1.475190e-04,1.465698e-04
6.166667e+00,1.344764e-04,1.347236e-04,1.471513e-04,1.461948e-04,1.348429e-04,1.350239e-04,1.472712e-04,1.463226e-04
6.200000e+00,1.333934e-04,1.338961e-04,1.467272e-04,1.457884e-04,1.337444e-04,1.341806e-04,1.468727e-04,1.459406e-04
6.233333e+00,1.324290e-04,1.331502e-04,1.461452e-04,1.452399e-04,1.327621e-04,1.334179e-04,1.463170e-04,1.454174e-04
6.266667e+00,1.315880e-04,1.324890e-04,1.454033e-04,1.445469e-04,1.319002e-04,1.327385e-04,1.456032e-04,1.447513e-04
6.300000e+00,1.308728e-04,1.319138e-04,1.445027e-04,1.437099e-04,1.311617e-04,1.321439e-04,1.447319e-04,1.439423e-04
6.333333e+00,1.302839e-04,1.314244e-04,1.434472e-04,1.427319e-04,1.305484e-04,1.316351e-04,1.437051e-04,1.429918e-04
6.366667e+00,1.298196e-04,1.310190e-04,1.422435e-04,1.416186e-04,1.300579e-04,1.312099e-04,1.425304e-04,1.419061e-04
6.400000e+00,1.294759e-04,1.306942e-04,1.409011e-04,1.403782e-04,1.296869e-04,1.308652e-04,1.412165e-04,1.406926e-04
