k,mag,ang,re,im
1.000000e+00,5.000000e+01,1.800000e+02,-5.000000e+01,0.000000e+00
2.000000e+00,2.000000e+01,1.800000e+02,-2.000000e+01,0.000000e+00
3.000000e+00,1.000000e+00,1.800000e+02,-1.000000e+00,0.000000e+00
4.000000e+00,1.666667e-01,1.800000e+02,-1.666667e-01,0.000000e+00
5.000000e+00,5.771509e-01,-1.792953e+02,-5.771073e-01,-7.098262e-03
6.000000e+00,5.771509e-01,1.792953e+02,-5.771073e-01,7.098262e-03
7.000000e+00,2.001473e+01,1.800000e+02,-2.001473e+01,0.000000e+00
8.000000e+00,4.999772e+01,1.800000e+02,-4.999772e+01,0.000000e+00
9.000000e+00,7.066194e-01,-1.438939e+02,-5.708967e-01,-4.163987e-01
1.000000e+01,7.066194e-01,1.438939e+02,-5.708967e-01,4.163987e-01
1.100000e+01,2.002943e+01,1.800000e+02,-2.002943e+01,0.000000e+00
1.200000e+01,4.999545e+01,1.800000e+02,-4.999545e+01,0.000000e+00
1.300000e+01,8.156537e-01,-1.338148e+02,-5.647014e-01,-5.885604e-01
1.400000e+01,8.156537e-01,1.338148e+02,-5.647014e-01,5.885604e-01
1.500000e+01,2.004409e+01,1.800000e+02,-2.004409e+01,0.000000e+00
1.600000e+01,4.999317e+01,1.800000e+02,-4.999317e+01,0.000000e+00
1.700000e+01,9.116166e-01,-1.277829e+02,-5.585214e-01,-7.204850e-01
1.800000e+01,9.116166e-01,1.277829e+02,-5.585214e-01,7.204850e-01
1.900000e+01,2.005873e+01,1.800000e+02,-2.005873e+01,0.000000e+00
2.000000e+01,4.999089e+01,1.800000e+02,-4.999089e+01,0.000000e+00
2.100000e+01,9.982852e-01,-1.235941e+02,-5.523565e-01,-8.315502e-01
2.200000e+01,9.982852e-01,1.235941e+02,-5.523565e-01,8.315502e-01
2.300000e+01,2.007334e+01,1.800000e+02,-2.007334e+01,0.000000e+00
2.400000e+01,4.998861e+01,1.800000e+02,-4.998861e+01,0.000000e+00
2.500000e+01,1.077904e+00,-1.204463e+02,-5.462067e-01,-9.292666e-01
2.600000e+01,1.077904e+00,1.204463e+02,-5.462067e-01,9.292666e-01
2.700000e+01,2.008792e+01,1.800000e+02,-2.008792e+01,0.000000e+00
2.800000e+01,4.998634e+01,1.800000e+02,-4.998634e+01,0.000000e+00
2.900000e+01,1.151938e+00,-1.179589e+02,-5.400718e-01,-1.017488e+00
3.000000e+01,1.151938e+00,1.179589e+02,-5.400718e-01,1.017488e+00
3.100000e+01,2.010247e+01,1.800000e+02,-2.010247e+01,0.000000e+00
3.200000e+01,4.998406e+01,1.800000e+02,-4.998406e+01,0.000000e+00
3.300000e+01,1.221401e+00,-1.159230e+02,-5.339517e-01,-1.098506e+00
3.400000e+01,1.221401e+00,1.159230e+02,-5.339517e-01,1.098506e+00
3.500000e+01,2.011699e+01,1.800000e+02,-2.011699e+01,0.000000e+00
3.600000e+01,4.998177e+01,1.800000e+02,-4.998177e+01,0.000000e+00
3.700000e+01,1.287036e+00,-1.142127e+02,-5.278464e-01,-1.173814e+00
3.800000e+01,1.287036e+00,1.142127e+02,-5.278464e-01,1.173814e+00
3.900000e+01,2.013148e+01,1.800000e+02,-2.013148e+01,0.000000e+00
4.000000e+01,4.997949e+01,1.800000e+02,-4.997949e+01,0.000000e+00
4.100000e+01,1.349401e+00,-1.127467e+02,-5.217558e-01,-1.244449e+00
4.200000e+01,1.349401e+00,1.127467e+02,-5.217558e-01,1.244449e+00
