t,r
2.940000e+01,4.972251e-02
2.943333e+01,4.972254e-02
2.946667e+01,4.972258e-02
2.950000e+01,4.972261e-02
2.953333e+01,4.972264e-02
2.956667e+01,4.972267e-02
2.960000e+01,4.972270e-02
2.963333e+01,4.972273e-02
2.966667e+01,4.972276e-02
2.970000e+01,4.972279e-02
2.973333e+01,4.972282e-02
2.976667e+01,4.972285e-02
2.980000e+01,4.972288e-02
2.983333e+01,4.972291e-02
2.986667e+01,4.972294e-02
2.990000e+01,4.972297e-02
2.993333e+01,4.972300e-02
2.996667e+01,4.972303e-02
3.000000e+01,4.972306e-02
