w,mag,ang,re,im
-1.403310e+03,7.125983e-04,8.997959e+01,2.539009e-07,7.125983e-04
-1.378267e+03,7.255458e-04,8.997921e+01,2.632113e-07,7.255458e-04
-1.353671e+03,7.387286e-04,8.997884e+01,2.728631e-07,7.387286e-04
-1.329514e+03,7.521509e-04,8.997845e+01,2.828688e-07,7.521509e-04
-1.305789e+03,7.658171e-04,8.997806e+01,2.932415e-07,7.658171e-04
-1.282486e+03,7.797316e-04,8.997766e+01,3.039945e-07,7.797315e-04
-1.259600e+03,7.938989e-04,8.997726e+01,3.151418e-07,7.938988e-04
-1.237122e+03,8.083236e-04,8.997684e+01,3.266979e-07,8.083235e-04
-1.215045e+03,8.230104e-04,8.997642e+01,3.386778e-07,8.230103e-04
-1.193362e+03,8.379640e-04,8.997599e+01,3.510969e-07,8.379639e-04
-1.172066e+03,8.531893e-04,8.997556e+01,3.639715e-07,8.531892e-04
-1.151150e+03,8.686913e-04,8.997511e+01,3.773182e-07,8.686912e-04
-1.130607e+03,8.844749e-04,8.997466e+01,3.911542e-07,8.844748e-04
-1.110431e+03,9.005452e-04,8.997420e+01,4.054977e-07,9.005451e-04
-1.090615e+03,9.169076e-04,8.997373e+01,4.203671e-07,9.169075e-04
-1.071153e+03,9.335672e-04,8.997325e+01,4.357818e-07,9.335671e-04
-1.052038e+03,9.505296e-04,8.997277e+01,4.517617e-07,9.505294e-04
-1.033264e+03,9.678001e-04,8.997227e+01,4.683276e-07,9.678000e-04
-1.014825e+03,9.853844e-04,8.997177e+01,4.855010e-07,9.853842e-04
-9.967147e+02,1.003288e-03,8.997126e+01,5.033041e-07,1.003288e-03
-9.789280e+02,1.021517e-03,8.997074e+01,5.217600e-07,1.021517e-03
-9.614586e+02,1.040077e-03,8.997020e+01,5.408927e-07,1.040077e-03
-9.443010e+02,1.058975e-03,8.996966e+01,5.607271e-07,1.058975e-03
-9.274496e+02,1.078216e-03,8.996911e+01,5.812887e-07,1.078216e-03
-9.108989e+02,1.097806e-03,8.996855e+01,6.026043e-07,1.097806e-03
-8.946436e+02,1.117753e-03,8.996798e+01,6.247016e-07,1.117752e-03
-8.786783e+02,1.138061e-03,8.996740e+01,6.476092e-07,1.138061e-03
-8.629980e+02,1.158739e-03,8.996680e+01,6.713567e-07,1.158739e-03
-8.475975e+02,1.179792e-03,8.996620e+01,6.959752e-07,1.179792e-03
-8.324718e+02,1.201228e-03,8.996559e+01,7.214963e-07,1.201228e-03
-8.176160e+02,1.223054e-03,8.996496e+01,7.479534e-07,1.223053e-03
-8.030253e+02,1.245276e-03,8.996432e+01,7.753806e-07,1.245275e-03
-7.886950e+02,1.267901e-03,8.996368e+01,8.038135e-07,1.267901e-03
-7.746205e+02,1.290938e-03,8.996302e+01,8.332891e-07,1.290938e-03
-7.607971e+02,1.314393e-03,8.996234e+01,8.638456e-07,1.314393e-03
-7.472203e+02,1.338274e-03,8.996166e+01,8.955225e-07,1.338274e-03
-7.338859e+02,1.362590e-03,8.996096e+01,9.283611e-07,1.362589e-03
-7.207894e+02,1.387347e-03,8.996025e+01,9.624039e-07,1.387346e-03
-7.079267e+02,1.412553e-03,8.995953e+01,9.976950e-07,1.412553e-03
-6.952935e+02,1.438218e-03,8.995880e+01,1.034280e-06,1.438218e-03
-6.828857e+02,1.464349e-03,8.995805e+01,1.072207e-06,1.464349e-03
-6.706993e+02,1.490955e-03,8.995729e+01,1.111525e-06,1.490955e-03
-6.587304e+02,1.518044e-03,8.995651e+01,1.152284e-06,1.518044e-03
-6.469751e+02,1.545625e-03,8.995572e+01,1.194538e-06,1.545625e-03
-6.354296e+02,1.573708e-03,8.995491e+01,1.238342e-06,1.573707e-03
-6.240901e+02,1.602300e-03,8.995410e+01,1.283751e-06,1.602300e-03
-6.129530e+02,1.631412e-03,8.995326e+01,1.330826e-06,1.631412e-03
-6.020146e+02,1.661053e-03,8.995241e+01,1.379628e-06,1.661053e-03
-5.912714e+02,1.691232e-03,8.995155e+01,1.430219e-06,1.691232e-03
-5.807200e+02,1.721960e-03,8.995067e+01,1.482665e-06,1.721959e-03
-5.703568e+02,1.753246e-03,8.994977e+01,1.537034e-06,1.753245e-03
-5.601786e+02,1.785100e-03,8.994886e+01,1.593397e-06,1.785100e-03
-5.501820e+02,1.817533e-03,8.994793e+01,1.651827e-06,1.817532e-03
-5.403638e+02,1.850555e-03,8.994698e+01,1.712399e-06,1.850554e-03
-5.307208e+02,1.884177e-03,8.994602e+01,1.775193e-06,1.884176e-03
-5.212499e+02,1.918410e-03,8.994504e+01,1.840289e-06,1.918409e-03
-5.119480e+02,1.953265e-03,8.994404e+01,1.907773e-06,1.953264e-03
-5.028120e+02,1.988753e-03,8.994302e+01,1.977731e-06,1.988752e-03
-4.938392e+02,2.024885e-03,8.994199e+01,2.050255e-06,2.024884e-03
-4.850264e+02,2.061674e-03,8.994093e+01,2.125438e-06,2.061673e-03
-4.763709e+02,2.099132e-03,8.993986e+01,2.203378e-06,2.099130e-03
-4.678699e+02,2.137269e-03,8.993877e+01,2.284177e-06,2.137268e-03
-4.595206e+02,2.176100e-03,8.993765e+01,2.367938e-06,2.176099e-03
-4.513203e+02,2.215636e-03,8.993652e+01,2.454771e-06,2.215634e-03
-4.432663e+02,2.255890e-03,8.993537e+01,2.544788e-06,2.255888e-03
-4.353560e+02,2.296875e-03,8.993419e+01,2.638106e-06,2.296874e-03
-4.275870e+02,2.338605e-03,8.993300e+01,2.734847e-06,2.338603e-03
-4.199565e+02,2.381093e-03,8.993178e+01,2.835135e-06,2.381091e-03
-4.124622e+02,2.424352e-03,8.993054e+01,2.939100e-06,2.424351e-03
-4.051017e+02,2.468398e-03,8.992928e+01,3.046879e-06,2.468396e-03
-3.978725e+02,2.513243e-03,8.992799e+01,3.158609e-06,2.513241e-03
-3.907723e+02,2.558903e-03,8.992668e+01,3.274437e-06,2.558901e-03
-3.837988e+02,2.605393e-03,8.992535e+01,3.394513e-06,2.605390e-03
-3.769498e+02,2.652726e-03,8.992399e+01,3.518992e-06,2.652724e-03
-3.702230e+02,2.700920e-03,8.992261e+01,3.648036e-06,2.700917e-03
-3.636162e+02,2.749989e-03,8.992121e+01,3.781813e-06,2.749986e-03
-3.571273e+02,2.799949e-03,8.991977e+01,3.920495e-06,2.799946e-03
-3.507542e+02,2.850817e-03,8.991832e+01,4.064263e-06,2.850814e-03
-3.444949e+02,2.902608e-03,8.991683e+01,4.213303e-06,2.902605e-03
-3.383473e+02,2.955340e-03,8.991532e+01,4.367809e-06,2.955337e-03
-3.323093e+02,3.009030e-03,8.991378e+01,4.527981e-06,3.009026e-03
-3.263791e+02,3.063695e-03,8.991221e+01,4.694027e-06,3.063691e-03
-3.205548e+02,3.119353e-03,8.991062e+01,4.866163e-06,3.119349e-03
-3.148344e+02,3.176021e-03,8.990899e+01,5.044611e-06,3.176017e-03
-3.092160e+02,3.233719e-03,8.990734e+01,5.229603e-06,3.233715e-03
-3.036979e+02,3.292464e-03,8.990566e+01,5.421380e-06,3.292460e-03
-2.982783e+02,3.352277e-03,8.990394e+01,5.620190e-06,3.352272e-03
-2.929554e+02,3.413175e-03,8.990220e+01,5.826291e-06,3.413170e-03
-2.877275e+02,3.475180e-03,8.990042e+01,6.039950e-06,3.475174e-03
-2.825929e+02,3.538310e-03,8.989861e+01,6.261445e-06,3.538304e-03
-2.775500e+02,3.602587e-03,8.989677e+01,6.491064e-06,3.602581e-03
-2.725970e+02,3.668031e-03,8.989489e+01,6.729103e-06,3.668024e-03
-2.677324e+02,3.734663e-03,8.989298e+01,6.975872e-06,3.734656e-03
-2.629546e+02,3.802505e-03,8.989103e+01,7.231692e-06,3.802498e-03
-2.582621e+02,3.871579e-03,8.988905e+01,7.496893e-06,3.871572e-03
-2.536533e+02,3.941907e-03,8.988704e+01,7.771821e-06,3.941899e-03
-2.491267e+02,4.013512e-03,8.988498e+01,8.056832e-06,4.013504e-03
-2.446810e+02,4.086417e-03,8.988289e+01,8.352296e-06,4.086408e-03
-2.403145e+02,4.160646e-03,8.988076e+01,8.658596e-06,4.160637e-03
-2.360260e+02,4.236222e-03,8.987860e+01,8.976129e-06,4.236212e-03
-2.318141e+02,4.313170e-03,8.987639e+01,9.305309e-06,4.313160e-03
-2.276773e+02,4.391515e-03,8.987414e+01,9.646562e-06,4.391504e-03
-2.236143e+02,4.471282e-03,8.987185e+01,1.000033e-05,4.471271e-03
-2.196238e+02,4.552498e-03,8.986952e+01,1.036707e-05,4.552486e-03
-2.157045e+02,4.635187e-03,8.986715e+01,1.074727e-05,4.635175e-03
-2.118552e+02,4.719377e-03,8.986474e+01,1.114141e-05,4.719364e-03
-2.080746e+02,4.805096e-03,8.986228e+01,1.155001e-05,4.805082e-03
-2.043614e+02,4.892370e-03,8.985977e+01,1.197359e-05,4.892355e-03
-2.007145e+02,4.981228e-03,8.985722e+01,1.241271e-05,4.981212e-03
-1.971326e+02,5.071699e-03,8.985463e+01,1.286793e-05,5.071682e-03
-1.936147e+02,5.163811e-03,8.985199e+01,1.333985e-05,5.163794e-03
-1.901596e+02,5.257595e-03,8.984929e+01,1.382908e-05,5.257577e-03
-1.867661e+02,5.353081e-03,8.984655e+01,1.433626e-05,5.353062e-03
-1.834332e+02,5.450299e-03,8.984376e+01,1.486204e-05,5.450279e-03
-1.801598e+02,5.549282e-03,8.984092e+01,1.540711e-05,5.549260e-03
-1.769448e+02,5.650060e-03,8.983803e+01,1.597217e-05,5.650037e-03
-1.737871e+02,5.752666e-03,8.983508e+01,1.655795e-05,5.752642e-03
-1.706858e+02,5.857134e-03,8.983209e+01,1.716523e-05,5.857109e-03
-1.676399e+02,5.963497e-03,8.982903e+01,1.779478e-05,5.963470e-03
-1.646483e+02,6.071789e-03,8.982592e+01,1.844742e-05,6.071761e-03
-1.617101e+02,6.182045e-03,8.982276e+01,1.912400e-05,6.182016e-03
-1.588243e+02,6.294301e-03,8.981953e+01,1.982541e-05,6.294270e-03
-1.559900e+02,6.408593e-03,8.981625e+01,2.055254e-05,6.408560e-03
-1.532063e+02,6.524957e-03,8.981291e+01,2.130635e-05,6.524922e-03
-1.504723e+02,6.643432e-03,8.980950e+01,2.208782e-05,6.643395e-03
-1.477870e+02,6.764054e-03,8.980604e+01,2.289795e-05,6.764015e-03
-1.451497e+02,6.886863e-03,8.980251e+01,2.373780e-05,6.886822e-03
-1.425595e+02,7.011899e-03,8.979892e+01,2.460846e-05,7.011856e-03
-1.400154e+02,7.139201e-03,8.979526e+01,2.551107e-05,7.139155e-03
-1.375168e+02,7.268811e-03,8.979153e+01,2.644679e-05,7.268763e-03
-1.350628e+02,7.400769e-03,8.978774e+01,2.741685e-05,7.400718e-03
-1.326525e+02,7.535119e-03,8.978388e+01,2.842249e-05,7.535066e-03
-1.302853e+02,7.671904e-03,8.977995e+01,2.946503e-05,7.671847e-03
-1.279603e+02,7.811166e-03,8.977594e+01,3.054582e-05,7.811107e-03
-1.256768e+02,7.952952e-03,8.977186e+01,3.166627e-05,7.952889e-03
-1.234341e+02,8.097306e-03,8.976771e+01,3.282784e-05,8.097240e-03
-1.212313e+02,8.244275e-03,8.976348e+01,3.403202e-05,8.244205e-03
-1.190679e+02,8.393906e-03,8.975918e+01,3.528039e-05,8.393832e-03
-1.169431e+02,8.546246e-03,8.975480e+01,3.657457e-05,8.546168e-03
-1.148562e+02,8.701344e-03,8.975033e+01,3.791625e-05,8.701262e-03
-1.128065e+02,8.859251e-03,8.974579e+01,3.930716e-05,8.859163e-03
-1.107935e+02,9.020015e-03,8.974116e+01,4.074911e-05,9.019923e-03
-1.088163e+02,9.183690e-03,8.973644e+01,4.224398e-05,9.183593e-03
-1.068745e+02,9.350326e-03,8.973165e+01,4.379372e-05,9.350223e-03
-1.049672e+02,9.519977e-03,8.972676e+01,4.540033e-05,9.519869e-03
-1.030941e+02,9.692698e-03,8.972178e+01,4.706591e-05,9.692584e-03
-1.012543e+02,9.868543e-03,8.971671e+01,4.879263e-05,9.868422e-03
-9.944738e+01,1.004757e-02,8.971155e+01,5.058272e-05,1.004744e-02
-9.767271e+01,1.022983e-02,8.970630e+01,5.243853e-05,1.022970e-02
-9.592970e+01,1.041539e-02,8.970095e+01,5.436246e-05,1.041524e-02
-9.421780e+01,1.060430e-02,8.969550e+01,5.635701e-05,1.060415e-02
-9.253644e+01,1.079662e-02,8.968995e+01,5.842478e-05,1.079646e-02
-9.088510e+01,1.099242e-02,8.968430e+01,6.056847e-05,1.099226e-02
-8.926322e+01,1.119176e-02,8.967854e+01,6.279087e-05,1.119158e-02
-8.767028e+01,1.139470e-02,8.967268e+01,6.509486e-05,1.139451e-02
-8.610577e+01,1.160130e-02,8.966672e+01,6.748344e-05,1.160110e-02
-8.456918e+01,1.181163e-02,8.966064e+01,6.995973e-05,1.181142e-02
-8.306001e+01,1.202576e-02,8.965445e+01,7.252696e-05,1.202554e-02
-8.157777e+01,1.224375e-02,8.964815e+01,7.518846e-05,1.224352e-02
-8.012199e+01,1.246567e-02,8.964173e+01,7.794770e-05,1.246543e-02
-7.869218e+01,1.269160e-02,8.963519e+01,8.080828e-05,1.269134e-02
-7.728789e+01,1.292160e-02,8.962853e+01,8.377393e-05,1.292133e-02
-7.590866e+01,1.315575e-02,8.962176e+01,8.684851e-05,1.315546e-02
-7.455404e+01,1.339411e-02,8.961485e+01,9.003603e-05,1.339381e-02
-7.322359e+01,1.363677e-02,8.960782e+01,9.334064e-05,1.363645e-02
-7.191689e+01,1.388380e-02,8.960066e+01,9.676666e-05,1.388346e-02
-7.063351e+01,1.413527e-02,8.959337e+01,1.003185e-04,1.413492e-02
-6.937302e+01,1.439127e-02,8.958594e+01,1.040009e-04,1.439090e-02
-6.813504e+01,1.465188e-02,8.957837e+01,1.078187e-04,1.465148e-02
-6.691914e+01,1.491717e-02,8.957067e+01,1.117767e-04,1.491675e-02
-6.572494e+01,1.518723e-02,8.956282e+01,1.158801e-04,1.518679e-02
-6.455206e+01,1.546215e-02,8.955483e+01,1.201344e-04,1.546168e-02
-6.340010e+01,1.574200e-02,8.954669e+01,1.245451e-04,1.574151e-02
-6.226870e+01,1.602687e-02,8.953840e+01,1.291179e-04,1.602635e-02
-6.115749e+01,1.631686e-02,8.952996e+01,1.338588e-04,1.631631e-02
-6.006611e+01,1.661205e-02,8.952136e+01,1.387740e-04,1.661148e-02
-5.899421e+01,1.691254e-02,8.951260e+01,1.438699e-04,1.691193e-02
-5.794144e+01,1.721841e-02,8.950367e+01,1.491533e-04,1.721776e-02
-5.690745e+01,1.752975e-02,8.949458e+01,1.546309e-04,1.752907e-02
-5.589191e+01,1.784667e-02,8.948533e+01,1.603101e-04,1.784595e-02
-5.489450e+01,1.816927e-02,8.947590e+01,1.661981e-04,1.816851e-02
-5.391489e+01,1.849762e-02,8.946629e+01,1.723028e-04,1.849682e-02
-5.295276e+01,1.883185e-02,8.945651e+01,1.786321e-04,1.883101e-02
-5.200779e+01,1.917205e-02,8.944654e+01,1.851942e-04,1.917116e-02
-5.107969e+01,1.951832e-02,8.943638e+01,1.919979e-04,1.951738e-02
-5.016816e+01,1.987077e-02,8.942604e+01,1.990521e-04,1.986977e-02
-4.927289e+01,2.022950e-02,8.941550e+01,2.063659e-04,2.022844e-02
-4.839359e+01,2.059461e-02,8.940477e+01,2.139490e-04,2.059350e-02
-4.752999e+01,2.096623e-02,8.939383e+01,2.218113e-04,2.096506e-02
-4.668180e+01,2.134446e-02,8.938269e+01,2.299631e-04,2.134322e-02
-4.584875e+01,2.172941e-02,8.937134e+01,2.384153e-04,2.172810e-02
-4.503056e+01,2.212120e-02,8.935977e+01,2.471788e-04,2.211981e-02
-4.422697e+01,2.251993e-02,8.934799e+01,2.562652e-04,2.251847e-02
-4.343772e+01,2.292574e-02,8.933598e+01,2.656864e-04,2.292420e-02
-4.266256e+01,2.333873e-02,8.932375e+01,2.754549e-04,2.333710e-02
-4.190123e+01,2.375903e-02,8.931129e+01,2.855836e-04,2.375731e-02
-4.115349e+01,2.418676e-02,8.929859e+01,2.960856e-04,2.418494e-02
-4.041909e+01,2.462204e-02,8.928565e+01,3.069750e-04,2.462012e-02
-3.969779e+01,2.506500e-02,8.927246e+01,3.182660e-04,2.506297e-02
-3.898937e+01,2.551576e-02,8.925902e+01,3.299737e-04,2.551363e-02
-3.829359e+01,2.597446e-02,8.924533e+01,3.421133e-04,2.597220e-02
-3.761023e+01,2.644122e-02,8.923137e+01,3.547010e-04,2.643884e-02
-3.693906e+01,2.691617e-02,8.921715e+01,3.677534e-04,2.691366e-02
-3.627987e+01,2.739946e-02,8.920265e+01,3.812877e-04,2.739680e-02
-3.563244e+01,2.789120e-02,8.918788e+01,3.953220e-04,2.788840e-02
-3.499657e+01,2.839155e-02,8.917282e+01,4.098747e-04,2.838859e-02
-3.437204e+01,2.890063e-02,8.915747e+01,4.249652e-04,2.889751e-02
-3.375866e+01,2.941860e-02,8.914183e+01,4.406135e-04,2.941530e-02
-3.315622e+01,2.994557e-02,8.912588e+01,4.568403e-04,2.994209e-02
-3.256453e+01,3.048171e-02,8.910962e+01,4.736672e-04,3.047803e-02
-3.198341e+01,3.102715e-02,8.909305e+01,4.911166e-04,3.102326e-02
-3.141265e+01,3.158204e-02,8.907615e+01,5.092118e-04,3.157793e-02
-3.085208e+01,3.214652e-02,8.905893e+01,5.279767e-04,3.214219e-02
-3.030151e+01,3.272075e-02,8.904137e+01,5.474364e-04,3.271617e-02
-2.976077e+01,3.330487e-02,8.902346e+01,5.676168e-04,3.330003e-02
-2.922968e+01,3.389903e-02,8.900520e+01,5.885450e-04,3.389392e-02
-2.870806e+01,3.450338e-02,8.898658e+01,6.102488e-04,3.449799e-02
-2.819576e+01,3.511808e-02,8.896759e+01,6.327573e-04,3.511238e-02
-2.769259e+01,3.574328e-02,8.894822e+01,6.561006e-04,3.573726e-02
-2.719841e+01,3.637913e-02,8.892847e+01,6.803100e-04,3.637277e-02
-2.671304e+01,3.702579e-02,8.890833e+01,7.054180e-04,3.701907e-02
-2.623634e+01,3.768342e-02,8.888778e+01,7.314583e-04,3.767632e-02
-2.576814e+01,3.835216e-02,8.886682e+01,7.584658e-04,3.834466e-02
-2.530830e+01,3.903219e-02,8.884544e+01,7.864770e-04,3.902426e-02
-2.485666e+01,3.972365e-02,8.882363e+01,8.155295e-04,3.971527e-02
-2.441309e+01,4.042670e-02,8.880138e+01,8.456626e-04,4.041785e-02
-2.397743e+01,4.114151e-02,8.877867e+01,8.769168e-04,4.113216e-02
-2.354954e+01,4.186822e-02,8.875550e+01,9.093344e-04,4.185835e-02
-2.312929e+01,4.260701e-02,8.873185e+01,9.429594e-04,4.259657e-02
-2.271654e+01,4.335802e-02,8.870772e+01,9.778372e-04,4.334699e-02
-2.231115e+01,4.412142e-02,8.868309e+01,1.014015e-03,4.410977e-02
-2.191300e+01,4.489736e-02,8.865795e+01,1.051542e-03,4.488504e-02
-2.152196e+01,4.568600e-02,8.863229e+01,1.090470e-03,4.567298e-02
-2.113789e+01,4.648749e-02,8.860609e+01,1.130850e-03,4.647373e-02
-2.076067e+01,4.730199e-02,8.857934e+01,1.172739e-03,4.728745e-02
-2.039019e+01,4.812965e-02,8.855203e+01,1.216194e-03,4.811428e-02
-2.002632e+01,4.897063e-02,8.852414e+01,1.261273e-03,4.895438e-02
-1.966894e+01,4.982507e-02,8.849566e+01,1.308039e-03,4.980789e-02
-1.931794e+01,5.069312e-02,8.846657e+01,1.356555e-03,5.067496e-02
-1.897321e+01,5.157492e-02,8.843686e+01,1.406889e-03,5.155573e-02
-1.863462e+01,5.247063e-02,8.840651e+01,1.459108e-03,5.245034e-02
-1.830208e+01,5.338037e-02,8.837550e+01,1.513286e-03,5.335892e-02
-1.797547e+01,5.430430e-02,8.834381e+01,1.569497e-03,5.428161e-02
-1.765470e+01,5.524253e-02,8.831144e+01,1.627817e-03,5.521854e-02
-1.733964e+01,5.619520e-02,8.827835e+01,1.688328e-03,5.616983e-02
-1.703021e+01,5.716243e-02,8.824453e+01,1.751114e-03,5.713560e-02
-1.672630e+01,5.814434e-02,8.820996e+01,1.816260e-03,5.811597e-02
-1.642781e+01,5.914106e-02,8.817461e+01,1.883858e-03,5.911105e-02
-1.613465e+01,6.015268e-02,8.813847e+01,1.954002e-03,6.012094e-02
-1.584672e+01,6.117932e-02,8.810152e+01,2.026787e-03,6.114574e-02
-1.556393e+01,6.222106e-02,8.806373e+01,2.102317e-03,6.218553e-02
-1.528619e+01,6.327800e-02,8.802507e+01,2.180696e-03,6.324042e-02
-1.501340e+01,6.435023e-02,8.798553e+01,2.262033e-03,6.431046e-02
-1.474548e+01,6.543781e-02,8.794507e+01,2.346442e-03,6.539573e-02
-1.448234e+01,6.654082e-02,8.790367e+01,2.434040e-03,6.649628e-02
-1.422390e+01,6.765930e-02,8.786131e+01,2.524950e-03,6.761217e-02
-1.397007e+01,6.879331e-02,8.781794e+01,2.619299e-03,6.874343e-02
-1.372076e+01,6.994288e-02,8.777355e+01,2.717219e-03,6.989008e-02
-1.347591e+01,7.110805e-02,8.772810e+01,2.818847e-03,7.105215e-02
-1.323543e+01,7.228881e-02,8.768156e+01,2.924326e-03,7.222964e-02
-1.299924e+01,7.348518e-02,8.763390e+01,3.033803e-03,7.342253e-02
-1.276726e+01,7.469714e-02,8.758507e+01,3.147433e-03,7.463080e-02
-1.253942e+01,7.592466e-02,8.753506e+01,3.265373e-03,7.585441e-02
-1.231565e+01,7.716771e-02,8.748381e+01,3.387790e-03,7.709331e-02
-1.209588e+01,7.842622e-02,8.743129e+01,3.514855e-03,7.834742e-02
-1.188002e+01,7.970012e-02,8.737747e+01,3.646746e-03,7.961665e-02
-1.166802e+01,8.098933e-02,8.732229e+01,3.783648e-03,8.090090e-02
-1.145980e+01,8.229372e-02,8.726572e+01,3.925753e-03,8.220003e-02
-1.125529e+01,8.361318e-02,8.720770e+01,4.073259e-03,8.351391e-02
-1.105444e+01,8.494755e-02,8.714820e+01,4.226372e-03,8.484235e-02
-1.085717e+01,8.629667e-02,8.708717e+01,4.385306e-03,8.618517e-02
-1.066342e+01,8.766033e-02,8.702455e+01,4.550281e-03,8.754215e-02
-1.047312e+01,8.903832e-02,8.696029e+01,4.721529e-03,8.891304e-02
-1.028623e+01,9.043040e-02,8.689434e+01,4.899284e-03,9.029759e-02
-1.010267e+01,9.183630e-02,8.682665e+01,5.083794e-03,9.169548e-02
-9.922380e+00,9.325573e-02,8.675715e+01,5.275313e-03,9.310641e-02
-9.745311e+00,9.468837e-02,8.668578e+01,5.474104e-03,9.453000e-02
-9.571402e+00,9.613386e-02,8.661249e+01,5.680438e-03,9.596589e-02
-9.400597e+00,9.759183e-02,8.653720e+01,5.894598e-03,9.741365e-02
-9.232840e+00,9.906185e-02,8.645985e+01,6.116873e-03,9.887282e-02
-9.068076e+00,1.005435e-01,8.638037e+01,6.347563e-03,1.003429e-01
-8.906253e+00,1.020363e-01,8.629868e+01,6.586979e-03,1.018234e-01
-8.747317e+00,1.035397e-01,8.621472e+01,6.835438e-03,1.033138e-01
-8.591218e+00,1.050531e-01,8.612840e+01,7.093271e-03,1.048134e-01
-8.437905e+00,1.065760e-01,8.603964e+01,7.360816e-03,1.063216e-01
-8.287327e+00,1.081078e-01,8.594836e+01,7.638422e-03,1.078377e-01
-8.139436e+00,1.096478e-01,8.585447e+01,7.926447e-03,1.093609e-01
-7.994185e+00,1.111953e-01,8.575788e+01,8.225260e-03,1.108906e-01
-7.851526e+00,1.127494e-01,8.565850e+01,8.535239e-03,1.124259e-01
-7.711412e+00,1.143095e-01,8.555623e+01,8.856772e-03,1.139659e-01
-7.573799e+00,1.158747e-01,8.545098e+01,9.190257e-03,1.155097e-01
-7.438642e+00,1.174441e-01,8.534263e+01,9.536100e-03,1.170563e-01
-7.305896e+00,1.190168e-01,8.523109e+01,9.894717e-03,1.186047e-01
-7.175520e+00,1.205917e-01,8.511623e+01,1.026653e-02,1.201539e-01
-7.047470e+00,1.221680e-01,8.499796e+01,1.065198e-02,1.217027e-01
-6.921705e+00,1.237444e-01,8.487614e+01,1.105150e-02,1.232499e-01
-6.798185e+00,1.253199e-01,8.475066e+01,1.146553e-02,1.247943e-01
-6.676869e+00,1.268933e-01,8.462139e+01,1.189454e-02,1.263346e-01
-6.557717e+00,1.284633e-01,8.448821e+01,1.233899e-02,1.278694e-01
-6.440692e+00,1.300288e-01,8.435097e+01,1.279933e-02,1.293973e-01
-6.325756e+00,1.315883e-01,8.420954e+01,1.327603e-02,1.309168e-01
-6.212870e+00,1.331405e-01,8.406377e+01,1.376957e-02,1.324265e-01
-6.101999e+00,1.346839e-01,8.391353e+01,1.428043e-02,1.339247e-01
-5.993107e+00,1.362171e-01,8.375866e+01,1.480906e-02,1.354097e-01
-5.886157e+00,1.377385e-01,8.359900e+01,1.535596e-02,1.368798e-01
-5.781117e+00,1.392466e-01,8.343439e+01,1.592157e-02,1.383334e-01
-5.677950e+00,1.407397e-01,8.326467e+01,1.650638e-02,1.397684e-01
-5.576625e+00,1.422161e-01,8.308967e+01,1.711084e-02,1.411830e-01
-5.477108e+00,1.436741e-01,8.290922e+01,1.773539e-02,1.425753e-01
-5.379367e+00,1.451119e-01,8.272313e+01,1.838048e-02,1.439432e-01
-5.283370e+00,1.465278e-01,8.253123e+01,1.904654e-02,1.452846e-01
-5.189087e+00,1.479197e-01,8.233332e+01,1.973396e-02,1.465975e-01
-5.096485e+00,1.492859e-01,8.212921e+01,2.044316e-02,1.478795e-01
-5.005537e+00,1.506244e-01,8.191870e+01,2.117448e-02,1.491286e-01
-4.916211e+00,1.519331e-01,8.170160e+01,2.192829e-02,1.503423e-01
-4.828479e+00,1.532101e-01,8.147769e+01,2.270489e-02,1.515184e-01
-4.742313e+00,1.544533e-01,8.124677e+01,2.350458e-02,1.526544e-01
-4.657685e+00,1.556607e-01,8.100860e+01,2.432761e-02,1.537479e-01
-4.574567e+00,1.568301e-01,8.076299e+01,2.517419e-02,1.547965e-01
-4.492932e+00,1.579594e-01,8.050969e+01,2.604449e-02,1.557975e-01
-4.412754e+00,1.590465e-01,8.024847e+01,2.693864e-02,1.567485e-01
-4.334006e+00,1.600892e-01,7.997910e+01,2.785671e-02,1.576470e-01
-4.256664e+00,1.610854e-01,7.970134e+01,2.879872e-02,1.584902e-01
-4.180703e+00,1.620328e-01,7.941494e+01,2.976463e-02,1.592756e-01
-4.106096e+00,1.629294e-01,7.911965e+01,3.075434e-02,1.600005e-01
-4.032821e+00,1.637729e-01,7.881521e+01,3.176768e-02,1.606623e-01
-3.960854e+00,1.645613e-01,7.850136e+01,3.280440e-02,1.612584e-01
-3.890171e+00,1.652923e-01,7.817784e+01,3.386418e-02,1.617861e-01
-3.820750e+00,1.659639e-01,7.784438e+01,3.494662e-02,1.622428e-01
-3.752567e+00,1.665739e-01,7.750069e+01,3.605124e-02,1.626259e-01
-3.685601e+00,1.671204e-01,7.714650e+01,3.717744e-02,1.629328e-01
-3.619830e+00,1.676014e-01,7.678152e+01,3.832455e-02,1.631608e-01
-3.555233e+00,1.680148e-01,7.640545e+01,3.949181e-02,1.633076e-01
-3.491788e+00,1.683588e-01,7.601800e+01,4.067834e-02,1.633706e-01
-3.429476e+00,1.686314e-01,7.561887e+01,4.188315e-02,1.633474e-01
-3.368276e+00,1.688311e-01,7.520773e+01,4.310515e-02,1.632356e-01
-3.308168e+00,1.689559e-01,7.478428e+01,4.434313e-02,1.630331e-01
-3.249132e+00,1.690043e-01,7.434819e+01,4.559578e-02,1.627374e-01
-3.191150e+00,1.689747e-01,7.389912e+01,4.686165e-02,1.623467e-01
-3.134203e+00,1.688657e-01,7.343675e+01,4.813918e-02,1.618588e-01
-3.078272e+00,1.686760e-01,7.296071e+01,4.942669e-02,1.612718e-01
