k,mag1,mag2,ang1,ang2,re1,re2,im1,im2
4.019608e+00,1.724005e-04,3.424833e-02,0.000000e+00,1.800000e+02,1.724005e-04,-3.424833e-02,0.000000e+00,0.000000e+00
4.039216e+00,1.725720e-04,3.433299e-02,0.000000e+00,1.800000e+02,1.725720e-04,-3.433299e-02,0.000000e+00,0.000000e+00
4.058824e+00,1.727413e-04,3.441696e-02,0.000000e+00,1.800000e+02,1.727413e-04,-3.441696e-02,0.000000e+00,0.000000e+00
4.078431e+00,1.729085e-04,3.450025e-02,0.000000e+00,1.800000e+02,1.729085e-04,-3.450025e-02,0.000000e+00,0.000000e+00
4.098039e+00,1.730737e-04,3.458287e-02,0.000000e+00,1.800000e+02,1.730737e-04,-3.458287e-02,0.000000e+00,0.000000e+00
4.117647e+00,1.732369e-04,3.466482e-02,0.000000e+00,1.800000e+02,1.732369e-04,-3.466482e-02,0.000000e+00,0.000000e+00
4.137255e+00,1.733981e-04,3.474612e-02,0.000000e+00,1.800000e+02,1.733981e-04,-3.474612e-02,0.000000e+00,0.000000e+00
4.156863e+00,1.735574e-04,3.482677e-02,0.000000e+00,1.800000e+02,1.735574e-04,-3.482677e-02,0.000000e+00,0.000000e+00
4.176471e+00,1.737147e-04,3.490678e-02,0.000000e+00,1.800000e+02,1.737147e-04,-3.490678e-02,0.000000e+00,0.000000e+00
4.196078e+00,1.738702e-04,3.498616e-02,0.000000e+00,1.800000e+02,1.738702e-04,-3.498616e-02,0.000000e+00,0.000000e+00
4.215686e+00,1.740239e-04,3.506491e-02,0.000000e+00,1.800000e+02,1.740239e-04,-3.506491e-02,0.000000e+00,0.000000e+00
4.235294e+00,1.741758e-04,3.514304e-02,0.000000e+00,1.800000e+02,1.741758e-04,-3.514304e-02,0.000000e+00,0.000000e+00
4.254902e+00,1.743259e-04,3.522055e-02,0.000000e+00,1.800000e+02,1.743259e-04,-3.522055e-02,0.000000e+00,0.000000e+00
4.274510e+00,1.744743e-04,3.529746e-02,0.000000e+00,1.800000e+02,1.744743e-04,-3.529746e-02,0.000000e+00,0.000000e+00
4.294118e+00,1.746209e-04,3.537378e-02,0.000000e+00,1.800000e+02,1.746209e-04,-3.537378e-02,0.000000e+00,0.000000e+00
4.313725e+00,1.747659e-04,3.544949e-02,0.000000e+00,1.800000e+02,1.747659e-04,-3.544949e-02,0.000000e+00,0.000000e+00
4.333333e+00,1.749092e-04,3.552463e-02,0.000000e+00,1.800000e+02,1.749092e-04,-3.552463e-02,0.000000e+00,0.000000e+00
4.352941e+00,1.750509e-04,3.559918e-02,0.000000e+00,1.800000e+02,1.750509e-04,-3.559918e-02,0.000000e+00,0.000000e+00
4.372549e+00,1.751910e-04,3.567316e-02,0.000000e+00,1.800000e+02,1.751910e-04,-3.567316e-02,0.000000e+00,0.000000e+00
4.392157e+00,1.753296e-04,3.574658e-02,0.000000e+00,1.800000e+02,1.753296e-04,-3.574658e-02,0.000000e+00,0.000000e+00
4.411765e+00,1.754666e-04,3.581944e-02,0.000000e+00,1.800000e+02,1.754666e-04,-3.581944e-02,0.000000e+00,0.000000e+00
4.431373e+00,1.756021e-04,3.589174e-02,0.000000e+00,1.800000e+02,1.756021e-04,-3.589174e-02,0.000000e+00,0.000000e+00
4.450980e+00,1.757361e-04,3.596349e-02,0.000000e+00,1.800000e+02,1.757361e-04,-3.596349e-02,0.000000e+00,0.000000e+00
4.470588e+00,1.758686e-04,3.603470e-02,0.000000e+00,1.800000e+02,1.758686e-04,-3.603470e-02,0.000000e+00,0.000000e+00
4.490196e+00,1.759997e-04,3.610538e-02,0.000000e+00,1.800000e+02,1.759997e-04,-3.610538e-02,0.000000e+00,0.000000e+00
4.509804e+00,1.761293e-04,3.617552e-02,0.000000e+00,1.800000e+02,1.761293e-04,-3.617552e-02,0.000000e+00,0.000000e+00
4.529412e+00,1.762576e-04,3.624514e-02,0.000000e+00,1.800000e+02,1.762576e-04,-3.624514e-02,0.000000e+00,0.000000e+00
4.549020e+00,1.763845e-04,3.631424e-02,0.000000e+00,1.800000e+02,1.763845e-04,-3.631424e-02,0.000000e+00,0.000000e+00
4.568627e+00,1.765100e-04,3.638283e-02,0.000000e+00,1.800000e+02,1.765100e-04,-3.638283e-02,0.000000e+00,0.000000e+00
4.588235e+00,1.766342e-04,3.645091e-02,0.000000e+00,1.800000e+02,1.766342e-04,-3.645091e-02,0.000000e+00,0.000000e+00
4.607843e+00,1.767571e-04,3.651848e-02,0.000000e+00,1.800000e+02,1.767571e-04,-3.651848e-02,0.000000e+00,0.000000e+00
4.627451e+00,1.768787e-04,3.658556e-02,0.000000e+00,1.800000e+02,1.768787e-04,-3.658556e-02,0.000000e+00,0.000000e+00
4.647059e+00,1.769990e-04,3.665215e-02,0.000000e+00,1.800000e+02,1.769990e-04,-3.665215e-02,0.000000e+00,0.000000e+00
4.666667e+00,1.771181e-04,3.671825e-02,0.000000e+00,1.800000e+02,1.771181e-04,-3.671825e-02,0.000000e+00,0.000000e+00
4.686275e+00,1.772360e-04,3.678387e-02,0.000000e+00,1.800000e+02,1.772360e-04,-3.678387e-02,0.000000e+00,0.000000e+00
4.705882e+00,1.773526e-04,3.684902e-02,0.000000e+00,1.800000e+02,1.773526e-04,-3.684902e-02,0.000000e+00,0.000000e+00
4.725490e+00,1.774681e-04,3.691369e-02,0.000000e+00,1.800000e+02,1.774681e-04,-3.691369e-02,0.000000e+00,0.000000e+00
4.745098e+00,1.775824e-04,3.697790e-02,0.000000e+00,1.800000e+02,1.775824e-04,-3.697790e-02,0.000000e+00,0.000000e+00
4.764706e+00,1.776955e-04,3.704164e-02,0.000000e+00,1.800000e+02,1.776955e-04,-3.704164e-02,0.000000e+00,0.000000e+00
4.784314e+00,1.778075e-04,3.710493e-02,0.000000e+00,1.800000e+02,1.778075e-04,-3.710493e-02,0.000000e+00,0.000000e+00
4.803922e+00,1.779183e-04,3.716776e-02,0.000000e+00,1.800000e+02,1.779183e-04,-3.716776e-02,0.000000e+00,0.000000e+00
4.823529e+00,1.780281e-04,3.723015e-02,0.000000e+00,1.800000e+02,1.780281e-04,-3.723015e-02,0.000000e+00,0.000000e+00
4.843137e+00,1.781368e-04,3.729209e-02,0.000000e+00,1.800000e+02,1.781368e-04,-3.729209e-02,0.000000e+00,0.000000e+00
4.862745e+00,1.782444e-04,3.735360e-02,0.000000e+00,1.800000e+02,1.782444e-04,-3.735360e-02,0.000000e+00,0.000000e+00
4.882353e+00,1.783509e-04,3.741467e-02,0.000000e+00,1.800000e+02,1.783509e-04,-3.741467e-02,0.000000e+00,0.000000e+00
4.901961e+00,1.784564e-04,3.747531e-02,0.000000e+00,1.800000e+02,1.784564e-04,-3.747531e-02,0.000000e+00,0.000000e+00
4.921569e+00,1.785609e-04,3.753553e-02,0.000000e+00,1.800000e+02,1.785609e-04,-3.753553e-02,0.000000e+00,0.000000e+00
4.941176e+00,1.786643e-04,3.759533e-02,0.000000e+00,1.800000e+02,1.786643e-04,-3.759533e-02,0.000000e+00,0.000000e+00
4.960784e+00,1.787668e-04,3.765471e-02,0.000000e+00,1.800000e+02,1.787668e-04,-3.765471e-02,0.000000e+00,0.000000e+00
4.980392e+00,1.788683e-04,3.771368e-02,0.000000e+00,1.800000e+02,1.788683e-04,-3.771368e-02,0.000000e+00,0.000000e+00
5.000000e+00,1.789688e-04,3.777224e-02,0.000000e+00,1.800000e+02,1.789688e-04,-3.777224e-02,0.000000e+00,0.000000e+00
