w,mag,ang,re,im
-8.706640e-01,8.232033e-02,8.709071e+01,4.178156e-03,8.221423e-02
-8.667553e-01,8.268384e-02,8.705999e+01,4.240887e-03,8.257501e-02
-8.628642e-01,8.304897e-02,8.702921e+01,4.304166e-03,8.293736e-02
-8.589905e-01,8.341574e-02,8.699838e+01,4.367998e-03,8.330130e-02
-8.551342e-01,8.378415e-02,8.696750e+01,4.432387e-03,8.366682e-02
-8.512953e-01,8.415420e-02,8.693656e+01,4.497339e-03,8.403394e-02
-8.474735e-01,8.452591e-02,8.690557e+01,4.562858e-03,8.440266e-02
-8.436689e-01,8.489928e-02,8.687452e+01,4.628949e-03,8.477299e-02
-8.398814e-01,8.527431e-02,8.684342e+01,4.695619e-03,8.514493e-02
-8.361109e-01,8.565102e-02,8.681226e+01,4.762871e-03,8.551849e-02
-8.323573e-01,8.602941e-02,8.678104e+01,4.830711e-03,8.589368e-02
-8.286206e-01,8.640949e-02,8.674977e+01,4.899144e-03,8.627049e-02
-8.249007e-01,8.679126e-02,8.671843e+01,4.968176e-03,8.664895e-02
-8.211974e-01,8.717473e-02,8.668704e+01,5.037811e-03,8.702905e-02
-8.175108e-01,8.755992e-02,8.665559e+01,5.108056e-03,8.741079e-02
-8.138407e-01,8.794682e-02,8.662408e+01,5.178915e-03,8.779420e-02
-8.101871e-01,8.833544e-02,8.659250e+01,5.250394e-03,8.817927e-02
-8.065499e-01,8.872579e-02,8.656087e+01,5.322499e-03,8.856600e-02
-8.029291e-01,8.911788e-02,8.652917e+01,5.395235e-03,8.895441e-02
-7.993245e-01,8.951171e-02,8.649740e+01,5.468608e-03,8.934451e-02
-7.957360e-01,8.990730e-02,8.646558e+01,5.542622e-03,8.973629e-02
-7.921637e-01,9.030464e-02,8.643369e+01,5.617285e-03,9.012976e-02
-7.886074e-01,9.070375e-02,8.640173e+01,5.692602e-03,9.052494e-02
-7.850671e-01,9.110463e-02,8.636971e+01,5.768578e-03,9.092182e-02
-7.815427e-01,9.150730e-02,8.633762e+01,5.845219e-03,9.132042e-02
-7.780341e-01,9.191175e-02,8.630546e+01,5.922532e-03,9.172073e-02
-7.745412e-01,9.231799e-02,8.627324e+01,6.000521e-03,9.212278e-02
-7.710641e-01,9.272604e-02,8.624095e+01,6.079194e-03,9.252655e-02
-7.676025e-01,9.313590e-02,8.620858e+01,6.158556e-03,9.293206e-02
-7.641565e-01,9.354758e-02,8.617615e+01,6.238613e-03,9.333932e-02
-7.607260e-01,9.396108e-02,8.614365e+01,6.319371e-03,9.374833e-02
-7.573108e-01,9.437641e-02,8.611108e+01,6.400837e-03,9.415910e-02
-7.539110e-01,9.479358e-02,8.607843e+01,6.483017e-03,9.457163e-02
-7.505264e-01,9.521260e-02,8.604571e+01,6.565916e-03,9.498593e-02
-7.471571e-01,9.563347e-02,8.601292e+01,6.649542e-03,9.540202e-02
-7.438028e-01,9.605621e-02,8.598005e+01,6.733900e-03,9.581988e-02
-7.404637e-01,9.648081e-02,8.594711e+01,6.818998e-03,9.623954e-02
-7.371395e-01,9.690730e-02,8.591410e+01,6.904841e-03,9.666099e-02
-7.338302e-01,9.733566e-02,8.588101e+01,6.991437e-03,9.708425e-02
-7.305358e-01,9.776592e-02,8.584784e+01,7.078791e-03,9.750931e-02
-7.272562e-01,9.819808e-02,8.581459e+01,7.166911e-03,9.793620e-02
-7.239913e-01,9.863215e-02,8.578127e+01,7.255802e-03,9.836490e-02
-7.207411e-01,9.906813e-02,8.574786e+01,7.345473e-03,9.879544e-02
-7.175054e-01,9.950604e-02,8.571438e+01,7.435929e-03,9.922781e-02
-7.142843e-01,9.994588e-02,8.568082e+01,7.527178e-03,9.966203e-02
-7.110777e-01,1.003877e-01,8.564718e+01,7.619226e-03,1.000981e-01
-7.078854e-01,1.008314e-01,8.561345e+01,7.712081e-03,1.005360e-01
-7.047075e-01,1.012771e-01,8.557965e+01,7.805749e-03,1.009758e-01
-7.015438e-01,1.017247e-01,8.554576e+01,7.900237e-03,1.014175e-01
-6.983944e-01,1.021743e-01,8.551178e+01,7.995554e-03,1.018610e-01
-6.952590e-01,1.026259e-01,8.547773e+01,8.091705e-03,1.023064e-01
-6.921378e-01,1.030795e-01,8.544359e+01,8.188699e-03,1.027537e-01
-6.890306e-01,1.035350e-01,8.540936e+01,8.286542e-03,1.032029e-01
-6.859373e-01,1.039926e-01,8.537505e+01,8.385242e-03,1.036540e-01
-6.828579e-01,1.044522e-01,8.534065e+01,8.484806e-03,1.041070e-01
-6.797923e-01,1.049138e-01,8.530616e+01,8.585243e-03,1.045619e-01
-6.767405e-01,1.053774e-01,8.527158e+01,8.686559e-03,1.050188e-01
-6.737024e-01,1.058431e-01,8.523692e+01,8.788762e-03,1.054776e-01
-6.706779e-01,1.063108e-01,8.520216e+01,8.891859e-03,1.059383e-01
-6.676670e-01,1.067805e-01,8.516732e+01,8.995860e-03,1.064009e-01
-6.646697e-01,1.072524e-01,8.513238e+01,9.100770e-03,1.068655e-01
-6.616857e-01,1.077262e-01,8.509735e+01,9.206599e-03,1.073321e-01
-6.587152e-01,1.082022e-01,8.506223e+01,9.313354e-03,1.078006e-01
-6.557580e-01,1.086802e-01,8.502702e+01,9.421043e-03,1.082711e-01
-6.528141e-01,1.091604e-01,8.499172e+01,9.529675e-03,1.087436e-01
-6.498834e-01,1.096426e-01,8.495631e+01,9.639257e-03,1.092180e-01
-6.469659e-01,1.101269e-01,8.492082e+01,9.749798e-03,1.096945e-01
-6.440614e-01,1.106134e-01,8.488523e+01,9.861305e-03,1.101729e-01
-6.411700e-01,1.111020e-01,8.484954e+01,9.973788e-03,1.106534e-01
-6.382916e-01,1.115927e-01,8.481375e+01,1.008725e-02,1.111358e-01
-6.354261e-01,1.120855e-01,8.477787e+01,1.020171e-02,1.116203e-01
-6.325735e-01,1.125805e-01,8.474189e+01,1.031717e-02,1.121068e-01
-6.297337e-01,1.130777e-01,8.470581e+01,1.043364e-02,1.125953e-01
-6.269066e-01,1.135770e-01,8.466963e+01,1.055113e-02,1.130859e-01
-6.240922e-01,1.140785e-01,8.463334e+01,1.066964e-02,1.135785e-01
-6.212904e-01,1.145822e-01,8.459696e+01,1.078919e-02,1.140731e-01
-6.185013e-01,1.150881e-01,8.456048e+01,1.090978e-02,1.145698e-01
-6.157246e-01,1.155962e-01,8.452389e+01,1.103143e-02,1.150686e-01
-6.129604e-01,1.161065e-01,8.448720e+01,1.115414e-02,1.155695e-01
-6.102086e-01,1.166190e-01,8.445040e+01,1.127792e-02,1.160724e-01
-6.074692e-01,1.171337e-01,8.441350e+01,1.140278e-02,1.165774e-01
-6.047421e-01,1.176507e-01,8.437649e+01,1.152873e-02,1.170845e-01
-6.020272e-01,1.181699e-01,8.433938e+01,1.165578e-02,1.175937e-01
-5.993245e-01,1.186914e-01,8.430216e+01,1.178394e-02,1.181050e-01
-5.966339e-01,1.192151e-01,8.426484e+01,1.191322e-02,1.186184e-01
-5.939555e-01,1.197411e-01,8.422740e+01,1.204362e-02,1.191339e-01
-5.912890e-01,1.202694e-01,8.418986e+01,1.217517e-02,1.196515e-01
-5.886345e-01,1.208000e-01,8.415220e+01,1.230785e-02,1.201713e-01
-5.859919e-01,1.213328e-01,8.411444e+01,1.244170e-02,1.206932e-01
-5.833612e-01,1.218680e-01,8.407656e+01,1.257671e-02,1.212173e-01
-5.807423e-01,1.224055e-01,8.403857e+01,1.271290e-02,1.217435e-01
-5.781352e-01,1.229453e-01,8.400047e+01,1.285028e-02,1.222719e-01
-5.755398e-01,1.234874e-01,8.396226e+01,1.298885e-02,1.228024e-01
-5.729560e-01,1.240319e-01,8.392393e+01,1.312863e-02,1.233351e-01
-5.703838e-01,1.245787e-01,8.388549e+01,1.326962e-02,1.238700e-01
-5.678231e-01,1.251279e-01,8.384693e+01,1.341184e-02,1.244071e-01
-5.652740e-01,1.256795e-01,8.380825e+01,1.355531e-02,1.249463e-01
-5.627363e-01,1.262334e-01,8.376946e+01,1.370001e-02,1.254878e-01
-5.602100e-01,1.267897e-01,8.373055e+01,1.384598e-02,1.260315e-01
-5.576950e-01,1.273485e-01,8.369153e+01,1.399322e-02,1.265773e-01
-5.551914e-01,1.279096e-01,8.365238e+01,1.414173e-02,1.271254e-01
-5.526989e-01,1.284731e-01,8.361311e+01,1.429154e-02,1.276757e-01
-5.502177e-01,1.290391e-01,8.357372e+01,1.444265e-02,1.282283e-01
-5.477476e-01,1.296074e-01,8.353422e+01,1.459507e-02,1.287830e-01
-5.452885e-01,1.301783e-01,8.349459e+01,1.474882e-02,1.293401e-01
-5.428406e-01,1.307515e-01,8.345483e+01,1.490390e-02,1.298993e-01
-5.404036e-01,1.313273e-01,8.341496e+01,1.506033e-02,1.304609e-01
-5.379775e-01,1.319055e-01,8.337496e+01,1.521811e-02,1.310247e-01
-5.355624e-01,1.324861e-01,8.333483e+01,1.537726e-02,1.315907e-01
-5.331581e-01,1.330693e-01,8.329458e+01,1.553780e-02,1.321590e-01
-5.307645e-01,1.336550e-01,8.325420e+01,1.569972e-02,1.327297e-01
-5.283818e-01,1.342431e-01,8.321370e+01,1.586305e-02,1.333026e-01
-5.260097e-01,1.348338e-01,8.317306e+01,1.602780e-02,1.338778e-01
-5.236483e-01,1.354270e-01,8.313230e+01,1.619397e-02,1.344553e-01
-5.212974e-01,1.360227e-01,8.309141e+01,1.636158e-02,1.350351e-01
-5.189572e-01,1.366210e-01,8.305039e+01,1.653064e-02,1.356172e-01
-5.166274e-01,1.372218e-01,8.300924e+01,1.670116e-02,1.362017e-01
-5.143081e-01,1.378252e-01,8.296796e+01,1.687316e-02,1.367884e-01
-5.119992e-01,1.384311e-01,8.292654e+01,1.704665e-02,1.373775e-01
-5.097007e-01,1.390397e-01,8.288499e+01,1.722164e-02,1.379690e-01
-5.074124e-01,1.396508e-01,8.284331e+01,1.739814e-02,1.385628e-01
-5.051345e-01,1.402645e-01,8.280150e+01,1.757617e-02,1.391589e-01
-5.028668e-01,1.408808e-01,8.275955e+01,1.775573e-02,1.397574e-01
-5.006093e-01,1.414997e-01,8.271746e+01,1.793684e-02,1.403583e-01
-4.983619e-01,1.421213e-01,8.267523e+01,1.811952e-02,1.409615e-01
-4.961245e-01,1.427455e-01,8.263287e+01,1.830377e-02,1.415671e-01
-4.938973e-01,1.433723e-01,8.259037e+01,1.848961e-02,1.421751e-01
-4.916800e-01,1.440018e-01,8.254773e+01,1.867706e-02,1.427855e-01
-4.894727e-01,1.446340e-01,8.250496e+01,1.886612e-02,1.433983e-01
-4.872753e-01,1.452688e-01,8.246204e+01,1.905681e-02,1.440134e-01
-4.850878e-01,1.459063e-01,8.241898e+01,1.924914e-02,1.446310e-01
-4.829100e-01,1.465466e-01,8.237578e+01,1.944313e-02,1.452510e-01
-4.807421e-01,1.471895e-01,8.233243e+01,1.963879e-02,1.458734e-01
-4.785839e-01,1.478351e-01,8.228894e+01,1.983613e-02,1.464983e-01
-4.764354e-01,1.484834e-01,8.224531e+01,2.003517e-02,1.471255e-01
-4.742965e-01,1.491345e-01,8.220153e+01,2.023592e-02,1.477552e-01
-4.721672e-01,1.497883e-01,8.215761e+01,2.043839e-02,1.483874e-01
-4.700475e-01,1.504449e-01,8.211354e+01,2.064260e-02,1.490220e-01
-4.679373e-01,1.511042e-01,8.206933e+01,2.084857e-02,1.496590e-01
-4.658366e-01,1.517663e-01,8.202496e+01,2.105630e-02,1.502985e-01
-4.637453e-01,1.524311e-01,8.198045e+01,2.126582e-02,1.509405e-01
-4.616634e-01,1.530988e-01,8.193579e+01,2.147713e-02,1.515849e-01
-4.595908e-01,1.537693e-01,8.189097e+01,2.169026e-02,1.522318e-01
-4.575276e-01,1.544425e-01,8.184601e+01,2.190521e-02,1.528812e-01
-4.554736e-01,1.551186e-01,8.180089e+01,2.212200e-02,1.535330e-01
-4.534288e-01,1.557975e-01,8.175563e+01,2.234065e-02,1.541874e-01
-4.513932e-01,1.564792e-01,8.171021e+01,2.256117e-02,1.548443e-01
-4.493668e-01,1.571638e-01,8.166463e+01,2.278357e-02,1.555036e-01
-4.473494e-01,1.578513e-01,8.161890e+01,2.300788e-02,1.561655e-01
-4.453411e-01,1.585416e-01,8.157301e+01,2.323410e-02,1.568298e-01
-4.433419e-01,1.592347e-01,8.152697e+01,2.346225e-02,1.574967e-01
-4.413515e-01,1.599308e-01,8.148077e+01,2.369236e-02,1.581662e-01
-4.393702e-01,1.606298e-01,8.143442e+01,2.392442e-02,1.588381e-01
-4.373977e-01,1.613316e-01,8.138790e+01,2.415847e-02,1.595126e-01
-4.354341e-01,1.620364e-01,8.134122e+01,2.439451e-02,1.601896e-01
-4.334793e-01,1.627441e-01,8.129439e+01,2.463256e-02,1.608691e-01
-4.315332e-01,1.634547e-01,8.124739e+01,2.487264e-02,1.615512e-01
-4.295960e-01,1.641683e-01,8.120023e+01,2.511476e-02,1.622359e-01
-4.276674e-01,1.648848e-01,8.115291e+01,2.535894e-02,1.629231e-01
-4.257474e-01,1.656043e-01,8.110543e+01,2.560520e-02,1.636128e-01
-4.238361e-01,1.663268e-01,8.105778e+01,2.585355e-02,1.643051e-01
-4.219334e-01,1.670522e-01,8.100997e+01,2.610401e-02,1.650000e-01
-4.200392e-01,1.677806e-01,8.096199e+01,2.635660e-02,1.656975e-01
-4.181535e-01,1.685120e-01,8.091384e+01,2.661133e-02,1.663976e-01
-4.162762e-01,1.692465e-01,8.086553e+01,2.686822e-02,1.671002e-01
-4.144074e-01,1.699839e-01,8.081705e+01,2.712729e-02,1.678054e-01
-4.125470e-01,1.707244e-01,8.076840e+01,2.738856e-02,1.685132e-01
-4.106950e-01,1.714680e-01,8.071959e+01,2.765203e-02,1.692236e-01
-4.088512e-01,1.722145e-01,8.067060e+01,2.791774e-02,1.699366e-01
-4.070158e-01,1.729642e-01,8.062144e+01,2.818569e-02,1.706522e-01
-4.051885e-01,1.737169e-01,8.057211e+01,2.845591e-02,1.713704e-01
-4.033695e-01,1.744726e-01,8.052260e+01,2.872841e-02,1.720912e-01
-4.015587e-01,1.752315e-01,8.047292e+01,2.900321e-02,1.728146e-01
-3.997559e-01,1.759935e-01,8.042307e+01,2.928033e-02,1.735407e-01
-3.979613e-01,1.767585e-01,8.037305e+01,2.955979e-02,1.742693e-01
-3.961747e-01,1.775267e-01,8.032284e+01,2.984160e-02,1.750006e-01
-3.943962e-01,1.782980e-01,8.027246e+01,3.012579e-02,1.757345e-01
-3.926256e-01,1.790725e-01,8.022191e+01,3.041236e-02,1.764711e-01
-3.908630e-01,1.798501e-01,8.017117e+01,3.070135e-02,1.772103e-01
-3.891083e-01,1.806308e-01,8.012026e+01,3.099277e-02,1.779521e-01
-3.873614e-01,1.814147e-01,8.006917e+01,3.128664e-02,1.786965e-01
-3.856224e-01,1.822018e-01,8.001789e+01,3.158297e-02,1.794436e-01
-3.838912e-01,1.829921e-01,7.996644e+01,3.188179e-02,1.801934e-01
-3.821678e-01,1.837855e-01,7.991480e+01,3.218312e-02,1.809458e-01
-3.804522e-01,1.845822e-01,7.986298e+01,3.248697e-02,1.817008e-01
-3.787442e-01,1.853821e-01,7.981098e+01,3.279337e-02,1.824585e-01
-3.770439e-01,1.861852e-01,7.975879e+01,3.310233e-02,1.832189e-01
-3.753512e-01,1.869915e-01,7.970642e+01,3.341388e-02,1.839819e-01
-3.736661e-01,1.878010e-01,7.965386e+01,3.372803e-02,1.847475e-01
-3.719886e-01,1.886138e-01,7.960112e+01,3.404480e-02,1.855159e-01
-3.703186e-01,1.894299e-01,7.954818e+01,3.436422e-02,1.862869e-01
-3.686562e-01,1.902493e-01,7.949506e+01,3.468630e-02,1.870605e-01
-3.670011e-01,1.910719e-01,7.944175e+01,3.501106e-02,1.878369e-01
-3.653536e-01,1.918978e-01,7.938825e+01,3.533853e-02,1.886159e-01
-3.637134e-01,1.927270e-01,7.933456e+01,3.566873e-02,1.893975e-01
-3.620805e-01,1.935595e-01,7.928068e+01,3.600167e-02,1.901819e-01
-3.604550e-01,1.943953e-01,7.922660e+01,3.633738e-02,1.909689e-01
-3.588368e-01,1.952344e-01,7.917233e+01,3.667587e-02,1.917586e-01
-3.572259e-01,1.960769e-01,7.911787e+01,3.701718e-02,1.925509e-01
-3.556222e-01,1.969227e-01,7.906322e+01,3.736131e-02,1.933460e-01
-3.540257e-01,1.977718e-01,7.900837e+01,3.770830e-02,1.941437e-01
-3.524364e-01,1.986244e-01,7.895332e+01,3.805816e-02,1.949441e-01
-3.508542e-01,1.994803e-01,7.889807e+01,3.841091e-02,1.957472e-01
-3.492791e-01,2.003395e-01,7.884263e+01,3.876658e-02,1.965530e-01
-3.477110e-01,2.012022e-01,7.878699e+01,3.912519e-02,1.973614e-01
-3.461500e-01,2.020682e-01,7.873115e+01,3.948676e-02,1.981726e-01
-3.445961e-01,2.029377e-01,7.867511e+01,3.985131e-02,1.989864e-01
-3.430491e-01,2.038105e-01,7.861887e+01,4.021886e-02,1.998029e-01
-3.415090e-01,2.046868e-01,7.856242e+01,4.058944e-02,2.006220e-01
-3.399758e-01,2.055666e-01,7.850578e+01,4.096306e-02,2.014439e-01
-3.384496e-01,2.064497e-01,7.844893e+01,4.133976e-02,2.022684e-01
-3.369302e-01,2.073363e-01,7.839188e+01,4.171955e-02,2.030956e-01
-3.354176e-01,2.082264e-01,7.833462e+01,4.210246e-02,2.039255e-01
-3.339118e-01,2.091199e-01,7.827716e+01,4.248851e-02,2.047581e-01
-3.324127e-01,2.100169e-01,7.821949e+01,4.287772e-02,2.055933e-01
-3.309204e-01,2.109174e-01,7.816161e+01,4.327011e-02,2.064312e-01
-3.294348e-01,2.118214e-01,7.810352e+01,4.366571e-02,2.072718e-01
-3.279559e-01,2.127289e-01,7.804523e+01,4.406455e-02,2.081151e-01
-3.264836e-01,2.136399e-01,7.798673e+01,4.446664e-02,2.089610e-01
-3.250179e-01,2.145544e-01,7.792801e+01,4.487201e-02,2.098097e-01
-3.235588e-01,2.154724e-01,7.786909e+01,4.528068e-02,2.106609e-01
-3.221062e-01,2.163940e-01,7.780995e+01,4.569267e-02,2.115149e-01
-3.206602e-01,2.173191e-01,7.775060e+01,4.610802e-02,2.123715e-01
-3.192206e-01,2.182478e-01,7.769104e+01,4.652674e-02,2.132307e-01
-3.177875e-01,2.191800e-01,7.763127e+01,4.694887e-02,2.140927e-01
-3.163609e-01,2.201158e-01,7.757127e+01,4.737441e-02,2.149572e-01
-3.149407e-01,2.210551e-01,7.751107e+01,4.780340e-02,2.158245e-01
-3.135268e-01,2.219981e-01,7.745064e+01,4.823586e-02,2.166944e-01
-3.121193e-01,2.229446e-01,7.739000e+01,4.867182e-02,2.175669e-01
-3.107181e-01,2.238947e-01,7.732914e+01,4.911130e-02,2.184421e-01
-3.093231e-01,2.248485e-01,7.726807e+01,4.955433e-02,2.193199e-01
-3.079345e-01,2.258058e-01,7.720677e+01,5.000092e-02,2.202003e-01
-3.065521e-01,2.267668e-01,7.714525e+01,5.045112e-02,2.210834e-01
-3.051759e-01,2.277314e-01,7.708351e+01,5.090493e-02,2.219691e-01
-3.038058e-01,2.286996e-01,7.702155e+01,5.136239e-02,2.228574e-01
-3.024419e-01,2.296715e-01,7.695937e+01,5.182352e-02,2.237483e-01
-3.010842e-01,2.306470e-01,7.689696e+01,5.228835e-02,2.246419e-01
-2.997325e-01,2.316262e-01,7.683433e+01,5.275691e-02,2.255381e-01
-2.983869e-01,2.326091e-01,7.677148e+01,5.322921e-02,2.264368e-01
-2.970474e-01,2.335956e-01,7.670840e+01,5.370529e-02,2.273382e-01
-2.957138e-01,2.345858e-01,7.664509e+01,5.418516e-02,2.282421e-01
-2.943863e-01,2.355797e-01,7.658156e+01,5.466887e-02,2.291487e-01
-2.930647e-01,2.365773e-01,7.651779e+01,5.515643e-02,2.300578e-01
-2.917490e-01,2.375786e-01,7.645380e+01,5.564786e-02,2.309695e-01
-2.904392e-01,2.385836e-01,7.638958e+01,5.614321e-02,2.318838e-01
-2.891354e-01,2.395923e-01,7.632513e+01,5.664248e-02,2.328006e-01
-2.878373e-01,2.406047e-01,7.626045e+01,5.714571e-02,2.337199e-01
-2.865451e-01,2.416209e-01,7.619554e+01,5.765293e-02,2.346419e-01
-2.852588e-01,2.426408e-01,7.613040e+01,5.816416e-02,2.355663e-01
-2.839781e-01,2.436644e-01,7.606502e+01,5.867943e-02,2.364933e-01
-2.827033e-01,2.446918e-01,7.599941e+01,5.919877e-02,2.374228e-01
-2.814341e-01,2.457230e-01,7.593356e+01,5.972219e-02,2.383549e-01
-2.801707e-01,2.467579e-01,7.586748e+01,6.024974e-02,2.392894e-01
-2.789129e-01,2.477965e-01,7.580116e+01,6.078144e-02,2.402264e-01
-2.776608e-01,2.488390e-01,7.573461e+01,6.131731e-02,2.411660e-01
-2.764142e-01,2.498852e-01,7.566782e+01,6.185738e-02,2.421080e-01
-2.751733e-01,2.509352e-01,7.560079e+01,6.240169e-02,2.430524e-01
-2.739380e-01,2.519890e-01,7.553352e+01,6.295025e-02,2.439994e-01
-2.727082e-01,2.530465e-01,7.546602e+01,6.350309e-02,2.449488e-01
-2.714839e-01,2.541079e-01,7.539827e+01,6.406025e-02,2.459006e-01
-2.702651e-01,2.551731e-01,7.533028e+01,6.462175e-02,2.468549e-01
-2.690518e-01,2.562421e-01,7.526205e+01,6.518762e-02,2.478116e-01
-2.678440e-01,2.573149e-01,7.519358e+01,6.575788e-02,2.487707e-01
-2.666415e-01,2.583915e-01,7.512486e+01,6.633257e-02,2.497322e-01
-2.654445e-01,2.594720e-01,7.505590e+01,6.691172e-02,2.506961e-01
-2.642528e-01,2.605563e-01,7.498670e+01,6.749534e-02,2.516624e-01
-2.630665e-01,2.616444e-01,7.491725e+01,6.808347e-02,2.526310e-01
-2.618855e-01,2.627363e-01,7.484756e+01,6.867615e-02,2.536020e-01
-2.607098e-01,2.638321e-01,7.477762e+01,6.927338e-02,2.545753e-01
-2.595394e-01,2.649318e-01,7.470743e+01,6.987522e-02,2.555510e-01
-2.583743e-01,2.660353e-01,7.463699e+01,7.048168e-02,2.565289e-01
-2.572143e-01,2.671426e-01,7.456631e+01,7.109279e-02,2.575092e-01
-2.560596e-01,2.682538e-01,7.449538e+01,7.170858e-02,2.584918e-01
-2.549101e-01,2.693689e-01,7.442420e+01,7.232908e-02,2.594766e-01
-2.537657e-01,2.704879e-01,7.435276e+01,7.295432e-02,2.604637e-01
-2.526265e-01,2.716107e-01,7.428108e+01,7.358432e-02,2.614531e-01
-2.514923e-01,2.727374e-01,7.420914e+01,7.421913e-02,2.624447e-01
-2.503633e-01,2.738680e-01,7.413696e+01,7.485876e-02,2.634385e-01
-2.492393e-01,2.750024e-01,7.406451e+01,7.550324e-02,2.644345e-01
-2.481204e-01,2.761408e-01,7.399182e+01,7.615261e-02,2.654327e-01
-2.470065e-01,2.772830e-01,7.391887e+01,7.680689e-02,2.664330e-01
-2.458976e-01,2.784291e-01,7.384567e+01,7.746612e-02,2.674356e-01
-2.447937e-01,2.795791e-01,7.377221e+01,7.813031e-02,2.684402e-01
-2.436948e-01,2.807331e-01,7.369849e+01,7.879951e-02,2.694470e-01
-2.426007e-01,2.818909e-01,7.362452e+01,7.947373e-02,2.704559e-01
-2.415116e-01,2.830526e-01,7.355029e+01,8.015302e-02,2.714669e-01
-2.404274e-01,2.842182e-01,7.347581e+01,8.083739e-02,2.724799e-01
-2.393480e-01,2.853877e-01,7.340106e+01,8.152689e-02,2.734950e-01
-2.382735e-01,2.865611e-01,7.332606e+01,8.222153e-02,2.745121e-01
-2.372039e-01,2.877384e-01,7.325079e+01,8.292134e-02,2.755312e-01
-2.361390e-01,2.889197e-01,7.317527e+01,8.362637e-02,2.765524e-01
-2.350789e-01,2.901048e-01,7.309948e+01,8.433663e-02,2.775755e-01
-2.340235e-01,2.912939e-01,7.302343e+01,8.505215e-02,2.786006e-01
-2.329729e-01,2.924869e-01,7.294713e+01,8.577297e-02,2.796276e-01
-2.319270e-01,2.936838e-01,7.287055e+01,8.649912e-02,2.806565e-01
-2.308858e-01,2.948846e-01,7.279372e+01,8.723061e-02,2.816873e-01
-2.298493e-01,2.960893e-01,7.271662e+01,8.796750e-02,2.827200e-01
-2.288174e-01,2.972979e-01,7.263926e+01,8.870979e-02,2.837545e-01
-2.277902e-01,2.985105e-01,7.256163e+01,8.945753e-02,2.847909e-01
-2.267676e-01,2.997269e-01,7.248374e+01,9.021074e-02,2.858291e-01
-2.257495e-01,3.009473e-01,7.240558e+01,9.096945e-02,2.868690e-01
-2.247361e-01,3.021716e-01,7.232716e+01,9.173369e-02,2.879108e-01
-2.237272e-01,3.033998e-01,7.224847e+01,9.250349e-02,2.889542e-01
-2.227228e-01,3.046319e-01,7.216951e+01,9.327888e-02,2.899994e-01
-2.217229e-01,3.058680e-01,7.209029e+01,9.405989e-02,2.910463e-01
-2.207275e-01,3.071079e-01,7.201079e+01,9.484655e-02,2.920948e-01
-2.197366e-01,3.083518e-01,7.193103e+01,9.563889e-02,2.931450e-01
-2.187501e-01,3.095995e-01,7.185100e+01,9.643693e-02,2.941969e-01
-2.177681e-01,3.108512e-01,7.177069e+01,9.724071e-02,2.952503e-01
-2.167905e-01,3.121068e-01,7.169012e+01,9.805026e-02,2.963052e-01
-2.158172e-01,3.133663e-01,7.160928e+01,9.886560e-02,2.973618e-01
-2.148483e-01,3.146297e-01,7.152817e+01,9.968676e-02,2.984198e-01
-2.138838e-01,3.158969e-01,7.144678e+01,1.005138e-01,2.994793e-01
-2.129236e-01,3.171681e-01,7.136512e+01,1.013467e-01,3.005403e-01
-2.119677e-01,3.184432e-01,7.128319e+01,1.021855e-01,3.016027e-01
-2.110161e-01,3.197221e-01,7.120099e+01,1.030302e-01,3.026665e-01
-2.100688e-01,3.210050e-01,7.111852e+01,1.038810e-01,3.037317e-01
-2.091258e-01,3.222917e-01,7.103577e+01,1.047377e-01,3.047983e-01
-2.081869e-01,3.235823e-01,7.095274e+01,1.056004e-01,3.058661e-01
-2.072523e-01,3.248768e-01,7.086945e+01,1.064692e-01,3.069353e-01
-2.063219e-01,3.261752e-01,7.078588e+01,1.073441e-01,3.080057e-01
-2.053956e-01,3.274774e-01,7.070203e+01,1.082251e-01,3.090773e-01
-2.044735e-01,3.287835e-01,7.061790e+01,1.091122e-01,3.101502e-01
-2.035556e-01,3.300935e-01,7.053351e+01,1.100055e-01,3.112242e-01
-2.026418e-01,3.314073e-01,7.044883e+01,1.109050e-01,3.122993e-01
-2.017320e-01,3.327249e-01,7.036388e+01,1.118107e-01,3.133756e-01
-2.008264e-01,3.340464e-01,7.027865e+01,1.127226e-01,3.144529e-01
-1.999248e-01,3.353718e-01,7.019315e+01,1.136409e-01,3.155313e-01
-1.990273e-01,3.367009e-01,7.010736e+01,1.145654e-01,3.166106e-01
-1.981338e-01,3.380339e-01,7.002130e+01,1.154963e-01,3.176909e-01
-1.972443e-01,3.393707e-01,6.993496e+01,1.164335e-01,3.187722e-01
-1.963588e-01,3.407114e-01,6.984835e+01,1.173772e-01,3.198544e-01
-1.954773e-01,3.420558e-01,6.976145e+01,1.183272e-01,3.209374e-01
-1.945997e-01,3.434040e-01,6.967427e+01,1.192837e-01,3.220213e-01
-1.937261e-01,3.447560e-01,6.958682e+01,1.202466e-01,3.231060e-01
-1.928564e-01,3.461119e-01,6.949909e+01,1.212161e-01,3.241914e-01
-1.919906e-01,3.474714e-01,6.941107e+01,1.221921e-01,3.252776e-01
-1.911287e-01,3.488348e-01,6.932278e+01,1.231746e-01,3.263644e-01
-1.902707e-01,3.502019e-01,6.923421e+01,1.241637e-01,3.274519e-01
-1.894165e-01,3.515728e-01,6.914535e+01,1.251593e-01,3.285400e-01
-1.885661e-01,3.529474e-01,6.905622e+01,1.261616e-01,3.296287e-01
