w,mag,ang,re,im
1.344062e-02,9.532796e-01,-1.036153e+01,9.377340e-01,-1.714557e-01
1.350123e-02,9.531411e-01,-1.040725e+01,9.374606e-01,-1.721788e-01
1.356211e-02,9.530013e-01,-1.045316e+01,9.371849e-01,-1.729046e-01
1.362327e-02,9.528604e-01,-1.049926e+01,9.369069e-01,-1.736329e-01
1.368471e-02,9.527182e-01,-1.054556e+01,9.366265e-01,-1.743639e-01
1.374642e-02,9.525748e-01,-1.059205e+01,9.363438e-01,-1.750975e-01
1.380841e-02,9.524302e-01,-1.063873e+01,9.360587e-01,-1.758337e-01
1.387068e-02,9.522844e-01,-1.068562e+01,9.357711e-01,-1.765725e-01
1.393323e-02,9.521372e-01,-1.073270e+01,9.354812e-01,-1.773140e-01
1.399607e-02,9.519889e-01,-1.077997e+01,9.351888e-01,-1.780581e-01
1.405918e-02,9.518392e-01,-1.082745e+01,9.348940e-01,-1.788048e-01
1.412258e-02,9.516883e-01,-1.087513e+01,9.345967e-01,-1.795542e-01
1.418627e-02,9.515361e-01,-1.092300e+01,9.342969e-01,-1.803062e-01
1.425024e-02,9.513826e-01,-1.097108e+01,9.339946e-01,-1.810609e-01
1.431451e-02,9.512278e-01,-1.101935e+01,9.336897e-01,-1.818182e-01
1.437906e-02,9.510716e-01,-1.106783e+01,9.333823e-01,-1.825782e-01
1.444390e-02,9.509142e-01,-1.111651e+01,9.330723e-01,-1.833408e-01
1.450904e-02,9.507553e-01,-1.116540e+01,9.327597e-01,-1.841060e-01
1.457447e-02,9.505952e-01,-1.121449e+01,9.324445e-01,-1.848740e-01
1.464019e-02,9.504336e-01,-1.126378e+01,9.321267e-01,-1.856446e-01
1.470621e-02,9.502707e-01,-1.131328e+01,9.318062e-01,-1.864178e-01
1.477253e-02,9.501064e-01,-1.136298e+01,9.314830e-01,-1.871937e-01
1.483915e-02,9.499407e-01,-1.141289e+01,9.311572e-01,-1.879723e-01
1.490607e-02,9.497736e-01,-1.146301e+01,9.308286e-01,-1.887535e-01
1.497329e-02,9.496050e-01,-1.151334e+01,9.304973e-01,-1.895374e-01
1.504081e-02,9.494351e-01,-1.156388e+01,9.301633e-01,-1.903240e-01
1.510864e-02,9.492636e-01,-1.161462e+01,9.298264e-01,-1.911133e-01
1.517677e-02,9.490908e-01,-1.166558e+01,9.294868e-01,-1.919052e-01
1.524521e-02,9.489164e-01,-1.171675e+01,9.291443e-01,-1.926998e-01
1.531396e-02,9.487406e-01,-1.176813e+01,9.287990e-01,-1.934970e-01
1.538302e-02,9.485633e-01,-1.181972e+01,9.284509e-01,-1.942970e-01
1.545239e-02,9.483845e-01,-1.187152e+01,9.280998e-01,-1.950996e-01
1.552207e-02,9.482042e-01,-1.192354e+01,9.277459e-01,-1.959049e-01
1.559207e-02,9.480223e-01,-1.197578e+01,9.273890e-01,-1.967129e-01
1.566239e-02,9.478389e-01,-1.202823e+01,9.270292e-01,-1.975235e-01
1.573302e-02,9.476540e-01,-1.208089e+01,9.266664e-01,-1.983368e-01
1.580397e-02,9.474675e-01,-1.213377e+01,9.263006e-01,-1.991528e-01
1.587524e-02,9.472794e-01,-1.218687e+01,9.259318e-01,-1.999715e-01
1.594683e-02,9.470898e-01,-1.224019e+01,9.255600e-01,-2.007929e-01
1.601874e-02,9.468985e-01,-1.229373e+01,9.251851e-01,-2.016169e-01
1.609098e-02,9.467057e-01,-1.234749e+01,9.248071e-01,-2.024436e-01
1.616354e-02,9.465112e-01,-1.240146e+01,9.244260e-01,-2.032730e-01
1.623643e-02,9.463150e-01,-1.245566e+01,9.240418e-01,-2.041050e-01
1.630965e-02,9.461173e-01,-1.251008e+01,9.236545e-01,-2.049398e-01
1.638320e-02,9.459178e-01,-1.256472e+01,9.232639e-01,-2.057772e-01
1.645708e-02,9.457167e-01,-1.261959e+01,9.228702e-01,-2.066173e-01
1.653130e-02,9.455139e-01,-1.267468e+01,9.224732e-01,-2.074600e-01
1.660584e-02,9.453094e-01,-1.272999e+01,9.220730e-01,-2.083054e-01
1.668073e-02,9.451032e-01,-1.278553e+01,9.216696e-01,-2.091535e-01
1.675595e-02,9.448952e-01,-1.284130e+01,9.212628e-01,-2.100042e-01
1.683151e-02,9.446855e-01,-1.289729e+01,9.208528e-01,-2.108576e-01
1.690742e-02,9.444741e-01,-1.295351e+01,9.204394e-01,-2.117137e-01
1.698366e-02,9.442609e-01,-1.300996e+01,9.200226e-01,-2.125724e-01
1.706025e-02,9.440459e-01,-1.306664e+01,9.196024e-01,-2.134338e-01
1.713719e-02,9.438291e-01,-1.312355e+01,9.191789e-01,-2.142978e-01
1.721447e-02,9.436105e-01,-1.318068e+01,9.187519e-01,-2.151645e-01
1.729210e-02,9.433901e-01,-1.323805e+01,9.183214e-01,-2.160339e-01
1.737008e-02,9.431678e-01,-1.329565e+01,9.178875e-01,-2.169058e-01
1.744841e-02,9.429437e-01,-1.335348e+01,9.174500e-01,-2.177805e-01
1.752709e-02,9.427178e-01,-1.341155e+01,9.170091e-01,-2.186577e-01
1.760613e-02,9.424899e-01,-1.346985e+01,9.165645e-01,-2.195376e-01
1.768553e-02,9.422602e-01,-1.352838e+01,9.161164e-01,-2.204201e-01
1.776528e-02,9.420286e-01,-1.358715e+01,9.156647e-01,-2.213053e-01
1.784540e-02,9.417950e-01,-1.364616e+01,9.152093e-01,-2.221930e-01
1.792587e-02,9.415595e-01,-1.370540e+01,9.147503e-01,-2.230834e-01
1.800671e-02,9.413221e-01,-1.376488e+01,9.142876e-01,-2.239764e-01
1.808791e-02,9.410826e-01,-1.382460e+01,9.138212e-01,-2.248720e-01
1.816948e-02,9.408413e-01,-1.388455e+01,9.133510e-01,-2.257702e-01
1.825142e-02,9.405979e-01,-1.394475e+01,9.128771e-01,-2.266710e-01
1.833372e-02,9.403525e-01,-1.400518e+01,9.123994e-01,-2.275744e-01
1.841640e-02,9.401051e-01,-1.406586e+01,9.119179e-01,-2.284804e-01
1.849945e-02,9.398556e-01,-1.412678e+01,9.114325e-01,-2.293889e-01
1.858288e-02,9.396041e-01,-1.418794e+01,9.109433e-01,-2.303001e-01
1.866668e-02,9.393505e-01,-1.424934e+01,9.104502e-01,-2.312138e-01
1.875086e-02,9.390949e-01,-1.431099e+01,9.099532e-01,-2.321300e-01
1.883541e-02,9.388371e-01,-1.437288e+01,9.094522e-01,-2.330488e-01
1.892035e-02,9.385772e-01,-1.443502e+01,9.089473e-01,-2.339702e-01
1.900568e-02,9.383152e-01,-1.449740e+01,9.084383e-01,-2.348941e-01
1.909138e-02,9.380511e-01,-1.456003e+01,9.079254e-01,-2.358205e-01
1.917748e-02,9.377847e-01,-1.462290e+01,9.074083e-01,-2.367495e-01
1.926396e-02,9.375162e-01,-1.468602e+01,9.068872e-01,-2.376810e-01
1.935083e-02,9.372456e-01,-1.474939e+01,9.063620e-01,-2.386150e-01
1.943810e-02,9.369727e-01,-1.481301e+01,9.058327e-01,-2.395514e-01
1.952575e-02,9.366975e-01,-1.487688e+01,9.052992e-01,-2.404904e-01
1.961381e-02,9.364202e-01,-1.494100e+01,9.047615e-01,-2.414319e-01
1.970226e-02,9.361406e-01,-1.500537e+01,9.042196e-01,-2.423758e-01
1.979111e-02,9.358587e-01,-1.507000e+01,9.036735e-01,-2.433222e-01
1.988035e-02,9.355745e-01,-1.513487e+01,9.031231e-01,-2.442711e-01
1.997001e-02,9.352880e-01,-1.520000e+01,9.025684e-01,-2.452223e-01
2.006006e-02,9.349992e-01,-1.526538e+01,9.020093e-01,-2.461761e-01
2.015052e-02,9.347080e-01,-1.533101e+01,9.014459e-01,-2.471322e-01
2.024140e-02,9.344145e-01,-1.539690e+01,9.008782e-01,-2.480908e-01
2.033268e-02,9.341186e-01,-1.546305e+01,9.003060e-01,-2.490518e-01
2.042437e-02,9.338204e-01,-1.552945e+01,8.997293e-01,-2.500151e-01
2.051647e-02,9.335197e-01,-1.559611e+01,8.991483e-01,-2.509809e-01
2.060899e-02,9.332166e-01,-1.566303e+01,8.985627e-01,-2.519490e-01
2.070193e-02,9.329110e-01,-1.573020e+01,8.979726e-01,-2.529195e-01
2.079529e-02,9.326030e-01,-1.579763e+01,8.973779e-01,-2.538923e-01
2.088906e-02,9.322926e-01,-1.586532e+01,8.967787e-01,-2.548675e-01
2.098327e-02,9.319796e-01,-1.593328e+01,8.961748e-01,-2.558449e-01
2.107789e-02,9.316641e-01,-1.600149e+01,8.955664e-01,-2.568247e-01
2.117294e-02,9.313461e-01,-1.606996e+01,8.949532e-01,-2.578068e-01
2.126842e-02,9.310256e-01,-1.613870e+01,8.943354e-01,-2.587911e-01
2.136434e-02,9.307024e-01,-1.620770e+01,8.937128e-01,-2.597778e-01
2.146068e-02,9.303768e-01,-1.627696e+01,8.930855e-01,-2.607666e-01
2.155746e-02,9.300485e-01,-1.634648e+01,8.924534e-01,-2.617577e-01
2.165467e-02,9.297176e-01,-1.641627e+01,8.918165e-01,-2.627511e-01
2.175233e-02,9.293840e-01,-1.648632e+01,8.911747e-01,-2.637466e-01
2.185042e-02,9.290478e-01,-1.655664e+01,8.905281e-01,-2.647444e-01
2.194896e-02,9.287090e-01,-1.662723e+01,8.898766e-01,-2.657443e-01
2.204794e-02,9.283674e-01,-1.669808e+01,8.892201e-01,-2.667463e-01
2.214736e-02,9.280232e-01,-1.676920e+01,8.885587e-01,-2.677506e-01
2.224724e-02,9.276762e-01,-1.684058e+01,8.878924e-01,-2.687569e-01
2.234756e-02,9.273265e-01,-1.691224e+01,8.872210e-01,-2.697654e-01
2.244834e-02,9.269740e-01,-1.698416e+01,8.865445e-01,-2.707759e-01
2.254957e-02,9.266187e-01,-1.705635e+01,8.858630e-01,-2.717885e-01
2.265126e-02,9.262607e-01,-1.712882e+01,8.851764e-01,-2.728032e-01
2.275341e-02,9.258998e-01,-1.720155e+01,8.844846e-01,-2.738199e-01
2.285602e-02,9.255361e-01,-1.727455e+01,8.837877e-01,-2.748387e-01
2.295909e-02,9.251695e-01,-1.734783e+01,8.830856e-01,-2.758595e-01
2.306263e-02,9.248001e-01,-1.742138e+01,8.823783e-01,-2.768822e-01
2.316663e-02,9.244278e-01,-1.749520e+01,8.816657e-01,-2.779069e-01
2.327110e-02,9.240525e-01,-1.756929e+01,8.809479e-01,-2.789335e-01
2.337604e-02,9.236744e-01,-1.764366e+01,8.802247e-01,-2.799621e-01
2.348146e-02,9.232933e-01,-1.771830e+01,8.794962e-01,-2.809926e-01
2.358735e-02,9.229092e-01,-1.779321e+01,8.787624e-01,-2.820249e-01
2.369372e-02,9.225221e-01,-1.786841e+01,8.780231e-01,-2.830592e-01
2.380057e-02,9.221320e-01,-1.794387e+01,8.772784e-01,-2.840952e-01
2.390790e-02,9.217389e-01,-1.801962e+01,8.765283e-01,-2.851331e-01
2.401571e-02,9.213428e-01,-1.809563e+01,8.757726e-01,-2.861728e-01
2.412401e-02,9.209436e-01,-1.817193e+01,8.750115e-01,-2.872142e-01
2.423280e-02,9.205413e-01,-1.824851e+01,8.742448e-01,-2.882574e-01
2.434208e-02,9.201359e-01,-1.832536e+01,8.734725e-01,-2.893023e-01
2.445185e-02,9.197274e-01,-1.840249e+01,8.726947e-01,-2.903490e-01
2.456212e-02,9.193157e-01,-1.847990e+01,8.719112e-01,-2.913973e-01
2.467288e-02,9.189009e-01,-1.855759e+01,8.711220e-01,-2.924472e-01
2.478415e-02,9.184829e-01,-1.863556e+01,8.703271e-01,-2.934988e-01
2.489591e-02,9.180617e-01,-1.871381e+01,8.695266e-01,-2.945520e-01
2.500818e-02,9.176373e-01,-1.879234e+01,8.687202e-01,-2.956068e-01
2.512096e-02,9.172097e-01,-1.887115e+01,8.679081e-01,-2.966632e-01
2.523425e-02,9.167787e-01,-1.895024e+01,8.670902e-01,-2.977210e-01
2.534804e-02,9.163445e-01,-1.902961e+01,8.662665e-01,-2.987804e-01
2.546235e-02,9.159070e-01,-1.910927e+01,8.654369e-01,-2.998412e-01
2.557717e-02,9.154662e-01,-1.918921e+01,8.646014e-01,-3.009035e-01
2.569252e-02,9.150221e-01,-1.926943e+01,8.637599e-01,-3.019672e-01
2.580838e-02,9.145746e-01,-1.934994e+01,8.629125e-01,-3.030323e-01
2.592476e-02,9.141237e-01,-1.943073e+01,8.620592e-01,-3.040988e-01
2.604167e-02,9.136694e-01,-1.951181e+01,8.611998e-01,-3.051665e-01
2.615911e-02,9.132116e-01,-1.959316e+01,8.603344e-01,-3.062356e-01
2.627708e-02,9.127505e-01,-1.967481e+01,8.594629e-01,-3.073060e-01
2.639557e-02,9.122859e-01,-1.975674e+01,8.585853e-01,-3.083776e-01
2.651461e-02,9.118177e-01,-1.983895e+01,8.577016e-01,-3.094504e-01
2.663418e-02,9.113461e-01,-1.992145e+01,8.568117e-01,-3.105244e-01
2.675429e-02,9.108710e-01,-2.000424e+01,8.559157e-01,-3.115996e-01
2.687494e-02,9.103923e-01,-2.008732e+01,8.550135e-01,-3.126759e-01
2.699613e-02,9.099101e-01,-2.017068e+01,8.541050e-01,-3.137532e-01
2.711787e-02,9.094243e-01,-2.025432e+01,8.531902e-01,-3.148316e-01
2.724016e-02,9.089349e-01,-2.033826e+01,8.522692e-01,-3.159111e-01
2.736300e-02,9.084418e-01,-2.042248e+01,8.513419e-01,-3.169915e-01
2.748640e-02,9.079451e-01,-2.050699e+01,8.504082e-01,-3.180729e-01
2.761035e-02,9.074448e-01,-2.059179e+01,8.494681e-01,-3.191552e-01
2.773486e-02,9.069408e-01,-2.067688e+01,8.485216e-01,-3.202384e-01
2.785993e-02,9.064330e-01,-2.076226e+01,8.475687e-01,-3.213224e-01
2.798557e-02,9.059215e-01,-2.084792e+01,8.466094e-01,-3.224073e-01
2.811177e-02,9.054063e-01,-2.093388e+01,8.456435e-01,-3.234929e-01
2.823854e-02,9.048873e-01,-2.102012e+01,8.446712e-01,-3.245792e-01
2.836589e-02,9.043646e-01,-2.110665e+01,8.436923e-01,-3.256663e-01
2.849381e-02,9.038380e-01,-2.119348e+01,8.427069e-01,-3.267541e-01
2.862230e-02,9.033076e-01,-2.128059e+01,8.417149e-01,-3.278424e-01
2.875137e-02,9.027733e-01,-2.136799e+01,8.407163e-01,-3.289314e-01
2.888103e-02,9.022352e-01,-2.145569e+01,8.397110e-01,-3.300209e-01
2.901127e-02,9.016932e-01,-2.154367e+01,8.386991e-01,-3.311110e-01
2.914210e-02,9.011473e-01,-2.163194e+01,8.376805e-01,-3.322015e-01
2.927352e-02,9.005974e-01,-2.172051e+01,8.366551e-01,-3.332925e-01
2.940553e-02,9.000436e-01,-2.180936e+01,8.356231e-01,-3.343838e-01
2.953814e-02,8.994858e-01,-2.189851e+01,8.345843e-01,-3.354755e-01
2.967134e-02,8.989240e-01,-2.198795e+01,8.335387e-01,-3.365675e-01
2.980515e-02,8.983583e-01,-2.207768e+01,8.324863e-01,-3.376598e-01
2.993955e-02,8.977884e-01,-2.216770e+01,8.314270e-01,-3.387524e-01
3.007457e-02,8.972146e-01,-2.225801e+01,8.303609e-01,-3.398451e-01
3.021019e-02,8.966366e-01,-2.234861e+01,8.292880e-01,-3.409380e-01
3.034643e-02,8.960546e-01,-2.243950e+01,8.282081e-01,-3.420309e-01
3.048328e-02,8.954684e-01,-2.253069e+01,8.271213e-01,-3.431240e-01
3.062074e-02,8.948782e-01,-2.262216e+01,8.260276e-01,-3.442170e-01
3.075883e-02,8.942837e-01,-2.271393e+01,8.249269e-01,-3.453101e-01
3.089754e-02,8.936851e-01,-2.280599e+01,8.238192e-01,-3.464030e-01
3.103687e-02,8.930823e-01,-2.289834e+01,8.227044e-01,-3.474959e-01
3.117684e-02,8.924753e-01,-2.299098e+01,8.215827e-01,-3.485885e-01
3.131743e-02,8.918640e-01,-2.308391e+01,8.204539e-01,-3.496810e-01
3.145866e-02,8.912485e-01,-2.317714e+01,8.193180e-01,-3.507732e-01
3.160052e-02,8.906287e-01,-2.327065e+01,8.181751e-01,-3.518651e-01
3.174303e-02,8.900046e-01,-2.336446e+01,8.170250e-01,-3.529567e-01
3.188618e-02,8.893762e-01,-2.345855e+01,8.158678e-01,-3.540479e-01
3.202997e-02,8.887435e-01,-2.355294e+01,8.147034e-01,-3.551386e-01
3.217441e-02,8.881065e-01,-2.364762e+01,8.135319e-01,-3.562288e-01
3.231950e-02,8.874650e-01,-2.374259e+01,8.123531e-01,-3.573185e-01
3.246525e-02,8.868192e-01,-2.383785e+01,8.111672e-01,-3.584076e-01
3.261165e-02,8.861689e-01,-2.393340e+01,8.099740e-01,-3.594961e-01
3.275872e-02,8.855142e-01,-2.402924e+01,8.087736e-01,-3.605838e-01
3.290645e-02,8.848551e-01,-2.412537e+01,8.075659e-01,-3.616709e-01
3.305484e-02,8.841915e-01,-2.422179e+01,8.063510e-01,-3.627571e-01
3.320390e-02,8.835234e-01,-2.431849e+01,8.051287e-01,-3.638425e-01
3.335364e-02,8.828508e-01,-2.441549e+01,8.038992e-01,-3.649270e-01
3.350405e-02,8.821737e-01,-2.451278e+01,8.026623e-01,-3.660105e-01
3.365514e-02,8.814921e-01,-2.461036e+01,8.014181e-01,-3.670931e-01
3.380691e-02,8.808058e-01,-2.470822e+01,8.001665e-01,-3.681746e-01
3.395936e-02,8.801150e-01,-2.480637e+01,7.989075e-01,-3.692549e-01
3.411251e-02,8.794196e-01,-2.490481e+01,7.976412e-01,-3.703342e-01
3.426634e-02,8.787196e-01,-2.500354e+01,7.963675e-01,-3.714122e-01
3.442087e-02,8.780149e-01,-2.510256e+01,7.950863e-01,-3.724889e-01
3.457609e-02,8.773056e-01,-2.520186e+01,7.937977e-01,-3.735644e-01
3.473201e-02,8.765917e-01,-2.530145e+01,7.925017e-01,-3.746384e-01
3.488864e-02,8.758730e-01,-2.540133e+01,7.911983e-01,-3.757110e-01
3.504597e-02,8.751496e-01,-2.550149e+01,7.898874e-01,-3.767821e-01
3.520401e-02,8.744215e-01,-2.560193e+01,7.885690e-01,-3.778517e-01
3.536277e-02,8.736887e-01,-2.570267e+01,7.872431e-01,-3.789197e-01
3.552224e-02,8.729510e-01,-2.580368e+01,7.859098e-01,-3.799860e-01
3.568243e-02,8.722087e-01,-2.590498e+01,7.845689e-01,-3.810506e-01
3.584334e-02,8.714615e-01,-2.600657e+01,7.832206e-01,-3.821134e-01
3.600498e-02,8.707095e-01,-2.610844e+01,7.818647e-01,-3.831744e-01
3.616735e-02,8.699527e-01,-2.621059e+01,7.805013e-01,-3.842334e-01
3.633045e-02,8.691910e-01,-2.631302e+01,7.791304e-01,-3.852906e-01
3.649428e-02,8.684245e-01,-2.641574e+01,7.777520e-01,-3.863457e-01
3.665885e-02,8.676531e-01,-2.651873e+01,7.763660e-01,-3.873988e-01
3.682417e-02,8.668768e-01,-2.662201e+01,7.749724e-01,-3.884497e-01
3.699023e-02,8.660956e-01,-2.672557e+01,7.735713e-01,-3.894984e-01
3.715704e-02,8.653095e-01,-2.682940e+01,7.721627e-01,-3.905449e-01
3.732460e-02,8.645184e-01,-2.693352e+01,7.707464e-01,-3.915891e-01
3.749292e-02,8.637224e-01,-2.703791e+01,7.693227e-01,-3.926309e-01
3.766200e-02,8.629214e-01,-2.714258e+01,7.678913e-01,-3.936703e-01
3.783184e-02,8.621154e-01,-2.724753e+01,7.664524e-01,-3.947072e-01
3.800244e-02,8.613045e-01,-2.735276e+01,7.650059e-01,-3.957415e-01
3.817382e-02,8.604885e-01,-2.745826e+01,7.635519e-01,-3.967732e-01
3.834597e-02,8.596675e-01,-2.756403e+01,7.620902e-01,-3.978022e-01
3.851889e-02,8.588414e-01,-2.767008e+01,7.606210e-01,-3.988285e-01
3.869259e-02,8.580103e-01,-2.777641e+01,7.591443e-01,-3.998520e-01
3.886708e-02,8.571741e-01,-2.788301e+01,7.576599e-01,-4.008726e-01
3.904235e-02,8.563328e-01,-2.798987e+01,7.561680e-01,-4.018903e-01
3.921842e-02,8.554864e-01,-2.809701e+01,7.546686e-01,-4.029049e-01
3.939528e-02,8.546349e-01,-2.820442e+01,7.531615e-01,-4.039166e-01
3.957293e-02,8.537783e-01,-2.831210e+01,7.516470e-01,-4.049250e-01
3.975139e-02,8.529166e-01,-2.842005e+01,7.501248e-01,-4.059303e-01
3.993065e-02,8.520497e-01,-2.852827e+01,7.485951e-01,-4.069324e-01
4.011072e-02,8.511776e-01,-2.863675e+01,7.470579e-01,-4.079311e-01
4.029160e-02,8.503004e-01,-2.874551e+01,7.455132e-01,-4.089264e-01
4.047330e-02,8.494180e-01,-2.885452e+01,7.439609e-01,-4.099183e-01
4.065582e-02,8.485303e-01,-2.896380e+01,7.424011e-01,-4.109067e-01
4.083916e-02,8.476375e-01,-2.907335e+01,7.408338e-01,-4.118915e-01
4.102333e-02,8.467395e-01,-2.918315e+01,7.392590e-01,-4.128727e-01
4.120832e-02,8.458362e-01,-2.929322e+01,7.376767e-01,-4.138501e-01
4.139416e-02,8.449277e-01,-2.940355e+01,7.360870e-01,-4.148237e-01
4.158083e-02,8.440139e-01,-2.951414e+01,7.344897e-01,-4.157936e-01
4.176834e-02,8.430949e-01,-2.962498e+01,7.328851e-01,-4.167595e-01
4.195669e-02,8.421706e-01,-2.973609e+01,7.312729e-01,-4.177214e-01
4.214590e-02,8.412410e-01,-2.984745e+01,7.296534e-01,-4.186793e-01
4.233596e-02,8.403061e-01,-2.995906e+01,7.280264e-01,-4.196330e-01
4.252688e-02,8.393659e-01,-3.007093e+01,7.263921e-01,-4.205826e-01
4.271866e-02,8.384205e-01,-3.018306e+01,7.247504e-01,-4.215279e-01
4.291130e-02,8.374697e-01,-3.029543e+01,7.231013e-01,-4.224690e-01
4.310481e-02,8.365136e-01,-3.040806e+01,7.214448e-01,-4.234056e-01
4.329919e-02,8.355521e-01,-3.052094e+01,7.197811e-01,-4.243378e-01
4.349446e-02,8.345853e-01,-3.063406e+01,7.181100e-01,-4.252655e-01
4.369060e-02,8.336132e-01,-3.074744e+01,7.164316e-01,-4.261886e-01
4.388762e-02,8.326357e-01,-3.086105e+01,7.147460e-01,-4.271071e-01
4.408554e-02,8.316529e-01,-3.097492e+01,7.130531e-01,-4.280208e-01
4.428434e-02,8.306647e-01,-3.108903e+01,7.113530e-01,-4.289298e-01
4.448405e-02,8.296711e-01,-3.120338e+01,7.096457e-01,-4.298339e-01
4.468465e-02,8.286722e-01,-3.131797e+01,7.079312e-01,-4.307331e-01
4.488616e-02,8.276679e-01,-3.143280e+01,7.062096e-01,-4.316273e-01
4.508858e-02,8.266581e-01,-3.154787e+01,7.044808e-01,-4.325164e-01
4.529191e-02,8.256430e-01,-3.166317e+01,7.027450e-01,-4.334004e-01
4.549615e-02,8.246225e-01,-3.177872e+01,7.010020e-01,-4.342793e-01
4.570132e-02,8.235966e-01,-3.189449e+01,6.992521e-01,-4.351528e-01
4.590742e-02,8.225653e-01,-3.201050e+01,6.974951e-01,-4.360211e-01
4.611444e-02,8.215286e-01,-3.212675e+01,6.957311e-01,-4.368840e-01
4.632240e-02,8.204865e-01,-3.224322e+01,6.939601e-01,-4.377414e-01
4.653129e-02,8.194390e-01,-3.235992e+01,6.921822e-01,-4.385933e-01
4.674113e-02,8.183861e-01,-3.247685e+01,6.903975e-01,-4.394396e-01
4.695191e-02,8.173277e-01,-3.259400e+01,6.886058e-01,-4.402802e-01
4.716364e-02,8.162640e-01,-3.271138e+01,6.868074e-01,-4.411151e-01
4.737633e-02,8.151948e-01,-3.282898e+01,6.850021e-01,-4.419442e-01
4.758998e-02,8.141202e-01,-3.294680e+01,6.831901e-01,-4.427675e-01
4.780459e-02,8.130402e-01,-3.306484e+01,6.813713e-01,-4.435848e-01
4.802016e-02,8.119548e-01,-3.318310e+01,6.795459e-01,-4.443962e-01
4.823671e-02,8.108639e-01,-3.330158e+01,6.777138e-01,-4.452015e-01
4.845424e-02,8.097677e-01,-3.342027e+01,6.758751e-01,-4.460006e-01
4.867275e-02,8.086660e-01,-3.353917e+01,6.740298e-01,-4.467936e-01
4.889224e-02,8.075589e-01,-3.365829e+01,6.721780e-01,-4.475803e-01
4.911273e-02,8.064464e-01,-3.377762e+01,6.703197e-01,-4.483608e-01
4.933420e-02,8.053285e-01,-3.389715e+01,6.684549e-01,-4.491348e-01
4.955668e-02,8.042052e-01,-3.401689e+01,6.665837e-01,-4.499024e-01
4.978016e-02,8.030765e-01,-3.413684e+01,6.647062e-01,-4.506635e-01
5.000465e-02,8.019424e-01,-3.425699e+01,6.628223e-01,-4.514180e-01
5.023014e-02,8.008029e-01,-3.437734e+01,6.609321e-01,-4.521658e-01
5.045666e-02,7.996580e-01,-3.449789e+01,6.590358e-01,-4.529070e-01
5.068420e-02,7.985077e-01,-3.461864e+01,6.571332e-01,-4.536414e-01
5.091276e-02,7.973520e-01,-3.473958e+01,6.552245e-01,-4.543690e-01
5.114236e-02,7.961910e-01,-3.486072e+01,6.533097e-01,-4.550896e-01
5.137299e-02,7.950246e-01,-3.498205e+01,6.513888e-01,-4.558034e-01
5.160466e-02,7.938528e-01,-3.510358e+01,6.494620e-01,-4.565101e-01
5.183737e-02,7.926757e-01,-3.522529e+01,6.475292e-01,-4.572097e-01
5.207114e-02,7.914932e-01,-3.534718e+01,6.455905e-01,-4.579022e-01
5.230596e-02,7.903054e-01,-3.546927e+01,6.436460e-01,-4.585875e-01
5.254183e-02,7.891123e-01,-3.559153e+01,6.416957e-01,-4.592656e-01
5.277877e-02,7.879138e-01,-3.571398e+01,6.397396e-01,-4.599363e-01
5.301678e-02,7.867100e-01,-3.583661e+01,6.377779e-01,-4.605997e-01
5.325587e-02,7.855010e-01,-3.595941e+01,6.358105e-01,-4.612556e-01
5.349603e-02,7.842866e-01,-3.608239e+01,6.338376e-01,-4.619040e-01
5.373727e-02,7.830669e-01,-3.620554e+01,6.318592e-01,-4.625449e-01
5.397960e-02,7.818420e-01,-3.632887e+01,6.298753e-01,-4.631782e-01
5.422303e-02,7.806118e-01,-3.645236e+01,6.278860e-01,-4.638038e-01
5.446755e-02,7.793763e-01,-3.657602e+01,6.258914e-01,-4.644217e-01
5.471318e-02,7.781356e-01,-3.669985e+01,6.238914e-01,-4.650318e-01
5.495991e-02,7.768897e-01,-3.682384e+01,6.218863e-01,-4.656340e-01
5.520776e-02,7.756386e-01,-3.694799e+01,6.198760e-01,-4.662284e-01
5.545672e-02,7.743822e-01,-3.707230e+01,6.178606e-01,-4.668149e-01
5.570681e-02,7.731207e-01,-3.719676e+01,6.158402e-01,-4.673933e-01
5.595802e-02,7.718540e-01,-3.732138e+01,6.138148e-01,-4.679637e-01
5.621037e-02,7.705822e-01,-3.744616e+01,6.117845e-01,-4.685260e-01
5.646385e-02,7.693052e-01,-3.757108e+01,6.097494e-01,-4.690801e-01
5.671848e-02,7.680230e-01,-3.769615e+01,6.077094e-01,-4.696260e-01
5.697425e-02,7.667358e-01,-3.782137e+01,6.056648e-01,-4.701637e-01
5.723118e-02,7.654435e-01,-3.794673e+01,6.036155e-01,-4.706931e-01
5.748927e-02,7.641460e-01,-3.807224e+01,6.015617e-01,-4.712141e-01
5.774852e-02,7.628436e-01,-3.819788e+01,5.995033e-01,-4.717267e-01
5.800894e-02,7.615360e-01,-3.832366e+01,5.974405e-01,-4.722309e-01
5.827054e-02,7.602235e-01,-3.844958e+01,5.953733e-01,-4.727265e-01
5.853332e-02,7.589059e-01,-3.857563e+01,5.933018e-01,-4.732136e-01
5.879728e-02,7.575834e-01,-3.870181e+01,5.912261e-01,-4.736921e-01
5.906243e-02,7.562559e-01,-3.882812e+01,5.891463e-01,-4.741620e-01
5.932877e-02,7.549234e-01,-3.895455e+01,5.870623e-01,-4.746232e-01
5.959632e-02,7.535860e-01,-3.908111e+01,5.849743e-01,-4.750757e-01
5.986507e-02,7.522437e-01,-3.920779e+01,5.828824e-01,-4.755193e-01
